county,office,district,party,candidate,votes
Apache,President,,REP,Wayne Charles Arnett ,1
Apache,President,,REP,Donald Benjamin ,10
Apache,President,,REP,Simon Bollander ,0
Apache,President,,REP,Mark Callahan ,2
Apache,President,,REP,Cesar Cisneros ,1
Apache,President,,REP,Kip Dean ,3
Apache,President,,REP,Newt Gingrich ,317
Apache,President,,REP,Sarah Gonzales ,11
Apache,President,,REP,Christopher Hill ,3
Apache,President,,REP,Michael Levinson ,2
Apache,President,,REP,Frank Lynch ,2
Apache,President,,REP,Ron Paul ,268
Apache,President,,REP,Raymond Scott Perkins ,2
Apache,President,,REP,Al 'Dick' Perry ,5
Apache,President,,REP,Rick Perry ,15
Apache,President,,REP,Buddy Roemer ,3
Apache,President,,REP,Mitt Romney,1228
Apache,President,,REP,Rick Santorum ,680
Apache,President,,REP,Paul Sims ,1
Apache,President,,REP,Charles Skelley ,1
Apache,President,,REP,Jim Terr ,2
Apache,President,,REP,Matt Welch ,0
Apache,President,,REP,Ronald Zack ,2
Cochise,President,,REP,Wayne Charles Arnett ,4
Cochise,President,,REP,Donald Benjamin ,1
Cochise,President,,REP,Simon Bollander ,4
Cochise,President,,REP,Mark Callahan ,8
Cochise,President,,REP,Cesar Cisneros ,4
Cochise,President,,REP,Kip Dean ,3
Cochise,President,,REP,Newt Gingrich ,2082
Cochise,President,,REP,Sarah Gonzales ,29
Cochise,President,,REP,Christopher Hill ,4
Cochise,President,,REP,Michael Levinson ,8
Cochise,President,,REP,Frank Lynch ,2
Cochise,President,,REP,Ron Paul ,938
Cochise,President,,REP,Raymond Scott Perkins ,4
Cochise,President,,REP,Al 'Dick' Perry ,6
Cochise,President,,REP,Rick Perry ,63
Cochise,President,,REP,Buddy Roemer ,18
Cochise,President,,REP,Mitt Romney,4499
Cochise,President,,REP,Rick Santorum ,3947
Cochise,President,,REP,Paul Sims ,6
Cochise,President,,REP,Charles Skelley ,0
Cochise,President,,REP,Jim Terr ,1
Cochise,President,,REP,Matt Welch ,1
Cochise,President,,REP,Ronald Zack ,4
Coconino,President,,REP,Wayne Charles Arnett ,1
Coconino,President,,REP,Donald Benjamin ,4
Coconino,President,,REP,Simon Bollander ,1
Coconino,President,,REP,Mark Callahan ,8
Coconino,President,,REP,Cesar Cisneros ,14
Coconino,President,,REP,Kip Dean ,5
Coconino,President,,REP,Newt Gingrich ,1145
Coconino,President,,REP,Sarah Gonzales ,16
Coconino,President,,REP,Christopher Hill ,3
Coconino,President,,REP,Michael Levinson ,1
Coconino,President,,REP,Frank Lynch ,0
Coconino,President,,REP,Ron Paul ,892
Coconino,President,,REP,Raymond Scott Perkins ,1
Coconino,President,,REP,Al 'Dick' Perry ,3
Coconino,President,,REP,Rick Perry ,51
Coconino,President,,REP,Buddy Roemer ,15
