county,office,district,party,candidate,votes,winner,write-in,notes
Greenlee,President,,REP,John McCain,154,,,
La Paz,President,,REP,John McCain,712,,,
Maricopa,President,,REP,John McCain,167717,,,
Mohave,President,,REP,John McCain,8512,,,
Navajo,President,,REP,John McCain,2538,,,
Pima,President,,REP,John McCain,36334,,,
Pinal,President,,REP,John McCain,8878,,,
Santa Cruz,President,,REP,John McCain,728,,,
Yavapai,President,,REP,John McCain,12224,,,
Yuma,President,,REP,John McCain,4107,,,
,President,,REP,John McCain,255197,,,
Apache,President,,REP,Frank McEnulty,3,,,
Cochise,President,,REP,Frank McEnulty,8,,,
Coconino,President,,REP,Frank McEnulty,6,,,
Gila,President,,REP,Frank McEnulty,1,,,
Graham,President,,REP,Frank McEnulty,2,,,
Greenlee,President,,REP,Frank McEnulty,0,,,
La Paz,President,,REP,Frank McEnulty,0,,,
Maricopa,President,,REP,Frank McEnulty,232,,,
Mohave,President,,REP,Frank McEnulty,10,,,
Navajo,President,,REP,Frank McEnulty,6,,,
Pima,President,,REP,Frank McEnulty,47,,,
Pinal,President,,REP,Frank McEnulty,8,,,
Santa Cruz,President,,REP,Frank McEnulty,1,,,
Yavapai,President,,REP,Frank McEnulty,6,,,
Yuma,President,,REP,Frank McEnulty,3,,,
,President,,REP,Frank McEnulty,333,,,
Apache,President,,REP,John R. McGrath,8,,,
Cochise,President,,REP,John R. McGrath,11,,,
Coconino,President,,REP,John R. McGrath,9,,,
Gila,President,,REP,John R. McGrath,10,,,
Graham,President,,REP,John R. McGrath,1,,,
Greenlee,President,,REP,John R. McGrath,0,,,
La Paz,President,,REP,John R. McGrath,3,,,
Maricopa,President,,REP,John R. McGrath,316,,,
Mohave,President,,REP,John R. McGrath,22,,,
Navajo,President,,REP,John R. McGrath,5,,,
Pima,President,,REP,John R. McGrath,60,,,
Pinal,President,,REP,John R. McGrath,15,,,
Santa Cruz,President,,REP,John R. McGrath,1,,,
Yavapai,President,,REP,John R. McGrath,23,,,
Yuma,President,,REP,John R. McGrath,6,,,
,President,,REP,John R. McGrath,490,,,
Apache,President,,REP,James Creighton Mitchell Jr.,8,,,
Cochise,President,,REP,James Creighton Mitchell Jr.,2,,,
Coconino,President,,REP,James Creighton Mitchell Jr.,2,,,
Gila,President,,REP,James Creighton Mitchell Jr.,3,,,
Graham,President,,REP,James Creighton Mitchell Jr.,2,,,
Greenlee,President,,REP,James Creighton Mitchell Jr.,0,,,
La Paz,President,,REP,James Creighton Mitchell Jr.,0,,,
Maricopa,President,,REP,James Creighton Mitchell Jr.,112,,,
Mohave,President,,REP,James Creighton Mitchell Jr.,6,,,
Navajo,President,,REP,James Creighton Mitchell Jr.,6,,,
Pima,President,,REP,James Creighton Mitchell Jr.,25,,,
Pinal,President,,REP,James Creighton Mitchell Jr.,12,,,
Santa Cruz,President,,REP,James Creighton Mitchell Jr.,3,,,
Yavapai,President,,REP,James Creighton Mitchell Jr.,2,,,
Yuma,President,,REP,James Creighton Mitchell Jr.,10,,,
,President,,REP,James Creighton Mitchell Jr.,193,,,
Apache,President,,REP,"Sean ""Cf"" Murphy",1,,,
Cochise,President,,REP,"Sean ""Cf"" Murphy",1,,,
Coconino,President,,REP,"Sean ""Cf"" Murphy",5,,,
Gila,President,,REP,"Sean ""Cf"" Murphy",2,,,
Graham,President,,REP,"Sean ""Cf"" Murphy",1,,,
Greenlee,President,,REP,"Sean ""Cf"" Murphy",0,,,
La Paz,President,,REP,"Sean ""Cf"" Murphy",1,,,
Maricopa,President,,REP,"Sean ""Cf"" Murphy",217,,,
Mohave,President,,REP,"Sean ""Cf"" Murphy",4,,,
Navajo,President,,REP,"Sean ""Cf"" Murphy",3,,,
Pima,President,,REP,"Sean ""Cf"" Murphy",14,,,
Pinal,President,,REP,"Sean ""Cf"" Murphy",8,,,
Santa Cruz,President,,REP,"Sean ""Cf"" Murphy",1,,,
Yavapai,President,,REP,"Sean ""Cf"" Murphy",6,,,
Yuma,President,,REP,"Sean ""Cf"" Murphy",5,,,
,President,,REP,"Sean ""Cf"" Murphy",269,,,
Apache,President,,REP,Rick Outzen,4,,,
Cochise,President,,REP,Rick Outzen,0,,,
Coconino,President,,REP,Rick Outzen,1,,,
Gila,President,,REP,Rick Outzen,1,,,
Graham,President,,REP,Rick Outzen,1,,,
Greenlee,President,,REP,Rick Outzen,0,,,
La Paz,President,,REP,Rick Outzen,0,,,
Maricopa,President,,REP,Rick Outzen,30,,,
Mohave,President,,REP,Rick Outzen,1,,,
Navajo,President,,REP,Rick Outzen,2,,,
Pima,President,,REP,Rick Outzen,5,,,
Pinal,President,,REP,Rick Outzen,3,,,
Santa Cruz,President,,REP,Rick Outzen,0,,,
Yavapai,President,,REP,Rick Outzen,4,,,
Yuma,President,,REP,Rick Outzen,1,,,
,President,,REP,Rick Outzen,53,,,
Apache,President,,REP,Ron Paul,140,,,
Cochise,President,,REP,Ron Paul,444,,,
Coconino,President,,REP,Ron Paul,421,,,
Gila,President,,REP,Ron Paul,250,,,
Graham,President,,REP,Ron Paul,58,,,
Greenlee,President,,REP,Ron Paul,7,,,
La Paz,President,,REP,Ron Paul,38,,,
Maricopa,President,,REP,Ron Paul,15106,,,
Mohave,President,,REP,Ron Paul,819,,,
Navajo,President,,REP,Ron Paul,257,,,
Pima,President,,REP,Ron Paul,2951,,,
Pinal,President,,REP,Ron Paul,865,,,
Santa Cruz,President,,REP,Ron Paul,62,,,
Yavapai,President,,REP,Ron Paul,1043,,,
Yuma,President,,REP,Ron Paul,231,,,
,President,,REP,Ron Paul,22692,,,
Apache,President,,REP,Mitt Romney,1006,,,
Cochise,President,,REP,Mitt Romney,4260,,,
Coconino,President,,REP,Mitt Romney,2295,,,
Gila,President,,REP,Mitt Romney,1615,,,
Graham,President,,REP,Mitt Romney,1845,,,
Greenlee,President,,REP,Mitt Romney,137,,,
La Paz,President,,REP,Mitt Romney,377,,,
Maricopa,President,,REP,Mitt Romney,116995,,,
Mohave,President,,REP,Mitt Romney,5469,,,
Navajo,President,,REP,Mitt Romney,4065,,,
Pima,President,,REP,Mitt Romney,29383,,,
Pinal,President,,REP,Mitt Romney,8057,,,
Santa Cruz,President,,REP,Mitt Romney,515,,,
Yavapai,President,,REP,Mitt Romney,7709,,,
Yuma,President,,REP,Mitt Romney,3110,,,
,President,,REP,Mitt Romney,186838,,,
Apache,President,,REP,David Ruben,2,,,
Cochise,President,,REP,David Ruben,4,,,
Coconino,President,,REP,David Ruben,2,,,
Gila,President,,REP,David Ruben,0,,,
Graham,President,,REP,David Ruben,0,,,
Greenlee,President,,REP,David Ruben,0,,,
La Paz,President,,REP,David Ruben,0,,,
Maricopa,President,,REP,David Ruben,61,,,
Mohave,President,,REP,David Ruben,0,,,
Navajo,President,,REP,David Ruben,0,,,
Pima,President,,REP,David Ruben,21,,,
Pinal,President,,REP,David Ruben,3,,,
Santa Cruz,President,,REP,David Ruben,2,,,
Yavapai,President,,REP,David Ruben,4,,,
Yuma,President,,REP,David Ruben,5,,,
,President,,REP,David Ruben,104,,,
Apache,President,,REP,Michael P. Shaw,2,,,
Cochise,President,,REP,Michael P. Shaw,2,,,
Coconino,President,,REP,Michael P. Shaw,3,,,
Gila,President,,REP,Michael P. Shaw,2,,,
Graham,President,,REP,Michael P. Shaw,0,,,
Greenlee,President,,REP,Michael P. Shaw,0,,,
La Paz,President,,REP,Michael P. Shaw,0,,,
Maricopa,President,,REP,Michael P. Shaw,35,,,
Mohave,President,,REP,Michael P. Shaw,3,,,
Navajo,President,,REP,Michael P. Shaw,2,,,
Pima,President,,REP,Michael P. Shaw,7,,,
Pinal,President,,REP,Michael P. Shaw,1,,,
Santa Cruz,President,,REP,Michael P. Shaw,2,,,
Yavapai,President,,REP,Michael P. Shaw,2,,,
Yuma,President,,REP,Michael P. Shaw,1,,,
,President,,REP,Michael P. Shaw,62,,,
Apache,President,,REP,Jack Shepard,3,,,
Cochise,President,,REP,Jack Shepard,4,,,
Coconino,President,,REP,Jack Shepard,6,,,
Gila,President,,REP,Jack Shepard,0,,,
Graham,President,,REP,Jack Shepard,0,,,
Greenlee,President,,REP,Jack Shepard,0,,,
La Paz,President,,REP,Jack Shepard,0,,,
Maricopa,President,,REP,Jack Shepard,41,,,
Mohave,President,,REP,Jack Shepard,2,,,
Navajo,President,,REP,Jack Shepard,4,,,
Pima,President,,REP,Jack Shepard,12,,,
Pinal,President,,REP,Jack Shepard,1,,,
Santa Cruz,President,,REP,Jack Shepard,1,,,
Yavapai,President,,REP,Jack Shepard,2,,,
Yuma,President,,REP,Jack Shepard,2,,,
,President,,REP,Jack Shepard,78,,,
Apache,President,,REP,Charles Skelley,1,,,
Cochise,President,,REP,Charles Skelley,1,,,
Coconino,President,,REP,Charles Skelley,2,,,
Gila,President,,REP,Charles Skelley,0,,,
Graham,President,,REP,Charles Skelley,1,,,
Greenlee,President,,REP,Charles Skelley,0,,,
La Paz,President,,REP,Charles Skelley,0,,,
Maricopa,President,,REP,Charles Skelley,35,,,
Mohave,President,,REP,Charles Skelley,0,,,
Navajo,President,,REP,Charles Skelley,3,,,
Pima,President,,REP,Charles Skelley,4,,,
Pinal,President,,REP,Charles Skelley,0,,,
Santa Cruz,President,,REP,Charles Skelley,0,,,
Yavapai,President,,REP,Charles Skelley,0,,,
Yuma,President,,REP,Charles Skelley,3,,,
,President,,REP,Charles Skelley,50,,,
Apache,President,,REP,Rhett R. Smith,0,,,
Cochise,President,,REP,Rhett R. Smith,1,,,
Coconino,President,,REP,Rhett R. Smith,0,,,
Gila,President,,REP,Rhett R. Smith,0,,,
Graham,President,,REP,Rhett R. Smith,0,,,
Greenlee,President,,REP,Rhett R. Smith,0,,,
La Paz,President,,REP,Rhett R. Smith,0,,,
Maricopa,President,,REP,Rhett R. Smith,30,,,
Mohave,President,,REP,Rhett R. Smith,1,,,
Navajo,President,,REP,Rhett R. Smith,0,,,
Pima,President,,REP,Rhett R. Smith,5,,,
Pinal,President,,REP,Rhett R. Smith,2,,,
Santa Cruz,President,,REP,Rhett R. Smith,1,,,
Yavapai,President,,REP,Rhett R. Smith,1,,,
Yuma,President,,REP,Rhett R. Smith,3,,,
,President,,REP,Rhett R. Smith,44,,,
Apache,President,,REP,Fred Thompson,24,,,
Cochise,President,,REP,Fred Thompson,82,,,
Coconino,President,,REP,Fred Thompson,60,,,
Gila,President,,REP,Fred Thompson,126,,,
Graham,President,,REP,Fred Thompson,13,,,
Greenlee,President,,REP,Fred Thompson,7,,,
La Paz,President,,REP,Fred Thompson,17,,,
Maricopa,President,,REP,Fred Thompson,7448,,,
Mohave,President,,REP,Fred Thompson,286,,,
Navajo,President,,REP,Fred Thompson,29,,,
Pima,President,,REP,Fred Thompson,515,,,
Pinal,President,,REP,Fred Thompson,305,,,
Santa Cruz,President,,REP,Fred Thompson,16,,,
Yavapai,President,,REP,Fred Thompson,232,,,
Yuma,President,,REP,Fred Thompson,332,,,
,President,,REP,Fred Thompson,9492,,,
