county,office,district,party,candidate,votes,winner,write-in,notes
Pinal,State Senate,12,REP,Andy Biggs,140,,,
,State Senate,12,REP,Andy Biggs,19844,TRUE,,
Maricopa,State Senate,13,DEM,Terri Woodmansee,128,,,
Maricopa,State Senate,13,REP,John Nelson ,4216,,,
Maricopa,State Senate,13,REP,Don Shooter,5798,,,
Yavapai,State Senate,13,DEM,Terri Woodmansee,0,,,
Yavapai,State Senate,13,REP,John Nelson ,0,,,
Yavapai,State Senate,13,REP,Don Shooter,0,,,
Yuma,State Senate,13,DEM,Terri Woodmansee,55,,,
Yuma,State Senate,13,REP,John Nelson ,1467,,,
Yuma,State Senate,13,REP,Don Shooter,4711,,,
,State Senate,13,DEM,Terri Woodmansee,181,,TRUE,
,State Senate,13,REP,John Nelson ,5683,,,Withdrawn
,State Senate,13,REP,Don Shooter,10509,TRUE,,
Cochise,State Senate,14,DEM,Patricia V. Fleming,7431,,,
Graham,State Senate,14,DEM,Patricia V. Fleming,1349,,,
Greenlee,State Senate,14,DEM,Patricia V. Fleming,859,,,
Pima,State Senate,14,DEM,Patricia V. Fleming,2462,,,
,State Senate,14,DEM,Patricia V. Fleming,12101,TRUE,,
Cochise,State Senate,14,REP,Gail Griffin,10932,,,
Graham,State Senate,14,REP,Gail Griffin,3153,,,
Greenlee,State Senate,14,REP,Gail Griffin,438,,,
Pima,State Senate,14,REP,Gail Griffin,4621,,,
,State Senate,14,REP,Gail Griffin,19144,TRUE,,
Maricopa,State Senate,15,LBT,Dennis Grenier,95,,,
Maricopa,State Senate,15,REP,Nancy Barto,19162,,,
,State Senate,15,LBT,Dennis Grenier,95,TRUE,,
,State Senate,15,REP,Nancy Barto,19162,TRUE,,
Maricopa,State Senate,16,DEM,Scott Prior,3832,,,
Maricopa,State Senate,16,REP,Rich Crandall,6311,,,
Maricopa,State Senate,16,REP,John Fillmore,5422,,,
Pinal,State Senate,16,DEM,Scott Prior,2514,,,
Pinal,State Senate,16,REP,Rich Crandall,3182,,,
Pinal,State Senate,16,REP,John Fillmore,3192,,,
,State Senate,16,DEM,Scott Prior,6346,TRUE,,
,State Senate,16,REP,Rich Crandall,9493,TRUE,,
,State Senate,16,REP,John Fillmore,8614,,,
Maricopa,State Senate,17,DEM,Bill Gates,7523,,,
Maricopa,State Senate,17,REP,Steve Yarbrough,17615,,,
,State Senate,17,DEM,Bill Gates,7523,TRUE,,
,State Senate,17,REP,Steve Yarbrough,17615,TRUE,,
Maricopa,State Senate,18,DEM,Janie Hydrick,11944,,,
Maricopa,State Senate,18,REP,John McComish,17874,,,
,State Senate,18,DEM,Janie Hydrick,11944,TRUE,,
,State Senate,18,REP,John McComish,17874,TRUE,,
Maricopa,State Senate,19,DEM,Anna Tovar,5782,,,
,State Senate,19,DEM,Anna Tovar,5752,TRUE,,
Maricopa,State Senate,20,DEM,Michael Powell,7877,,,
Maricopa,State Senate,20,REP,Kimberly Yee,15519,,,
,State Senate,20,DEM,Michael Powell,7877,TRUE,,
,State Senate,20,REP,Kimberly Yee,15519,TRUE,,
Maricopa,State Senate,21,DEM,Michael Tarrats,7970,,,
Maricopa,State Senate,21,REP,Rick Murphy,10706,,,
,State Senate,21,DEM,Michael Tarrats,7970,TRUE,,
,State Senate,21,REP,Rick Murphy,10706,TRUE,,
Maricopa,State Senate,22,REP,Judy M. Burges,23902,,,
,State Senate,22,REP,Judy M. Burges,23902,TRUE,,
Maricopa,State Senate,23,REP,Michele Reagan,28532,,,
,State Senate,23,REP,Michele Reagan,28532,TRUE,,
Maricopa,State Senate,24,DEM,Ken Cheuvront,4589,,,
Maricopa,State Senate,24,DEM,Katie Hobbs,7234,,,
Maricopa,State Senate,24,REP,"Augustine ""Auggie"" Bartning",6731,,,
,State Senate,24,DEM,Ken Cheuvront,4589,,,
,State Senate,24,DEM,Katie Hobbs,7234,TRUE,,
,State Senate,24,REP,"Augustine ""Auggie"" Bartning",6731,TRUE,,
Maricopa,State Senate,25,DEM,Greg Gadek,7005,,,
Maricopa,State Senate,25,DEM,Nick Thomas,2,,,
Maricopa,State Senate,25,REP,Russell Pearce,13534,,,
Maricopa,State Senate,25,REP,Bob Worsley,17200,,,
,State Senate,25,DEM,Greg Gadek,7005,TRUE,,
,State Senate,25,DEM,Nick Thomas,2,,TRUE,
,State Senate,25,REP,Russell Pearce,13534,,,
,State Senate,25,REP,Bob Worsley,17200,TRUE,,
Maricopa,State Senate,26,DEM,Ed Ableser,6835,,,
Maricopa,State Senate,26,LBT,Damian Trabol,68,,,
Maricopa,State Senate,26,REP,Jerry Lewis,6610,,,
,State Senate,26,DEM,Ed Ableser,6835,TRUE,,
,State Senate,26,LBT,Damian Trabol,68,TRUE,,
,State Senate,26,REP,Jerry Lewis,6810,TRUE,,
Maricopa,State Senate,27,DEM,Victor Jett Contreras,3546,,,
Maricopa,State Senate,27,DEM,Leah Landrum,5516,,,
Maricopa,State Senate,27,REP,Sarah Coleman,2671,,,
,State Senate,27,DEM,Victor Jett Contreras,3546,,,
,State Senate,27,DEM,Leah Landrum,5516,TRUE,,
,State Senate,27,REP,Sarah Coleman,2671,TRUE,,
Maricopa,State Senate,28,DEM,Eric Shelley,11379,,,
Maricopa,State Senate,28,REP,Adam Driggs,20247,,,
,State Senate,28,DEM,Eric Shelley,11379,TRUE,,
,State Senate,28,REP,Adam Driggs,20247,TRUE,,
Maricopa,State Senate,29,DEM,Steve Gallardo,5710,,,
,State Senate,29,DEM,Steve Gallardo,5710,TRUE,,
Maricopa,State Senate,30,DEM,Robert Meza,4268,,,
Maricopa,State Senate,30,DEM,Raquel Teran,4155,,,
,State Senate,30,DEM,Robert Meza,4268,TRUE,,
,State Senate,30,DEM,Raquel Teran,4155,TRUE,,
Maricopa,State House,1,REP,Karen Farm,2682,,,
Maricopa,State House,1,REP,Lori Klein,4212,,,
Maricopa,State House,1,REP,Andy Tobin,3958,,,
Yavapai,State House,1,REP,Karen Farm,15460,,,
Yavapai,State House,1,REP,Lori Klein,9569,,,
Yavapai,State House,1,REP,Andy Tobin,18209,,,
,State House,1,REP,Karen Farm,18142,TRUE,,
,State House,1,REP,Lori Klein,13781,,,
,State House,1,REP,Andy Tobin,22167,TRUE,,
Pima,State House,2,DEM,Andrea Dolessandro,7210,,,
Pima,State House,2,DEM,Rosanna Gabaldon,6858,,,
Pima,State House,2,REP,John Christopher Ackerlay,7579,,,
Santa Cruz,State House,2,DEM,Andrea Dolessandro,2393,,,
Santa Cruz,State House,2,DEM,Rosanna Gabaldon,2360,,,
Santa Cruz,State House,2,REP,John Christopher Ackerlay,1108,,,
,State House,2,DEM,Andrea Dolessandro,9603,TRUE,,
,State House,2,DEM,Rosanna Gabaldon,9158,TRUE,,
,State House,2,REP,John Christopher Ackerlay,8687,TRUE,,
Pima,State House,3,DEM,Sally Ann Gonzales,11317,,,
Pima,State House,3,DEM,Macario Saidate,9605,,,
Pima,State House,3,REP,Alan Aversa,90,,,
,State House,3,DEM,Sally Ann Gonzales,11317,TRUE,,
,State House,3,DEM,Macario Saidate,9605,TRUE,,
,State House,3,REP,Alan Aversa,90,,TRUE,
Maricopa,State House,4,DEM,"Juan Carlos ""J.C."" Escamilla",558,,,
Maricopa,State House,4,DEM,Charlene R. Fernandez,835,,,
Maricopa,State House,4,DEM,Lisa Otondo,857,,,
Pima,State House,4,DEM,"Juan Carlos ""J.C."" Escamilla",977,,,
Pima,State House,4,DEM,Charlene R. Fernandez,1234,,,
Pima,State House,4,DEM,Lisa Otondo,1071,,,
Pinal,State House,4,DEM,"Juan Carlos ""J.C."" Escamilla",17,,,
Pinal,State House,4,DEM,Charlene R. Fernandez,23,,,
Pinal,State House,4,DEM,Lisa Otondo,9,,,
Yuma,State House,4,DEM,"Juan Carlos ""J.C."" Escamilla",2486,,,
Yuma,State House,4,DEM,Charlene R. Fernandez,1773,,,
Yuma,State House,4,DEM,Lisa Otondo,2301,,,
,State House,4,DEM,"Juan Carlos ""J.C."" Escamilla",4038,TRUE,,
,State House,4,DEM,Charlene R. Fernandez,3865,,,
,State House,4,DEM,Lisa Otondo,4238,TRUE,,
La Paz,State House,5,DEM,P.L. Durbin,466,,,
La Paz,State House,5,REP,Sonny Borreili,534,,,
La Paz,State House,5,REP,Wyatt Brooks,429,,,
La Paz,State House,5,REP,Doris Goodale,882,,,
La Paz,State House,5,REP,George Albert Schnittgrund,376,,,
Mohave,State House,5,DEM,P.L. Durbin,4418,,,
Mohave,State House,5,REP,Sonny Borreili,8138,,,
Mohave,State House,5,REP,Wyatt Brooks,4940,,,
Mohave,State House,5,REP,Doris Goodale,13174,,,
Mohave,State House,5,REP,George Albert Schnittgrund,3939,,,
,State House,5,DEM,P.L. Durbin,4884,TRUE,,
,State House,5,REP,Sonny Borreili,8672,,,
,State House,5,REP,Wyatt Brooks,5369,,,
,State House,5,REP,Doris Goodale,14056,TRUE,,
,State House,5,REP,George Albert Schnittgrund,4315,,,
Coconino,State House,6,DEM,Doug Ballard,4280,,,
Coconino,State House,6,DEM,Angela LeFevre,4727,,,
Coconino,State House,6,REP,Brenda Barton,3250,,,
Coconino,State House,6,REP,Bob Thorpe,3816,,,
Gila,State House,6,DEM,Doug Ballard,1021,,,
Gila,State House,6,DEM,Angela LeFevre,1167,,,
Gila,State House,6,REP,Brenda Barton,3429,,,
Gila,State House,6,REP,Bob Thorpe,3293,,,
Navajo,State House,6,DEM,Doug Ballard,757,,,
Navajo,State House,6,DEM,Angela LeFevre,814,,,
Navajo,State House,6,REP,Brenda Barton,2795,,,
Navajo,State House,6,REP,Bob Thorpe,2567,,,
Yavapai,State House,6,DEM,Doug Ballard,2297,,,
Yavapai,State House,6,DEM,Angela LeFevre,2879,,,
Yavapai,State House,6,REP,Brenda Barton,4411,,,
Yavapai,State House,6,REP,Bob Thorpe,4604,,,
,State House,6,DEM,Doug Ballard,8355,TRUE,,
,State House,6,DEM,Angela LeFevre,9587,TRUE,,
,State House,6,REP,Brenda Barton,13885,TRUE,,
,State House,6,REP,Bob Thorpe,14280,TRUE,,
Apache,State House,7,DEM,Albert Hale,7746,,,
Apache,State House,7,DEM,Jamescita Peshlakai,3634,,,
Apache,State House,7,DEM,Phil Stago,2475,,,
Coconino,State House,7,DEM,Albert Hale,1925,,,
Coconino,State House,7,DEM,Jamescita Peshlakai,1798,,,
Coconino,State House,7,DEM,Phil Stago,890,,,
Gila,State House,7,DEM,Albert Hale,263,,,
Gila,State House,7,DEM,Jamescita Peshlakai,99,,,
Gila,State House,7,DEM,Phil Stago,344,,,
Graham,State House,7,DEM,Albert Hale,59,,,
Graham,State House,7,DEM,Jamescita Peshlakai,28,,,
Graham,State House,7,DEM,Phil Stago,74,,,
Mohave,State House,7,DEM,Albert Hale,10,,,
Mohave,State House,7,DEM,Jamescita Peshlakai,3,,,
Mohave,State House,7,DEM,Phil Stago,4,,,
Navajo,State House,7,DEM,Albert Hale,3887,,,
Navajo,State House,7,DEM,Jamescita Peshlakai,2241,,,
Navajo,State House,7,DEM,Phil Stago,2783,,,
Pinal,State House,7,DEM,Albert Hale,0,,,
Pinal,State House,7,DEM,Jamescita Peshlakai,0,,,
Pinal,State House,7,DEM,Phil Stago,0,,,
,State House,7,DEM,Albert Hale,13890,TRUE,,
,State House,7,DEM,Jamescita Peshlakai,7803,TRUE,,
,State House,7,DEM,Phil Stago,6570,,,
Gila,State House,8,DEM,George Arredondo,753,,,
Gila,State House,8,DEM,Ernest Bustamante,1385,,,
Gila,State House,8,DEM,Emily Verdugo,1275,,,
Gila,State House,8,REP,Frank Pratt,958,,,
Gila,State House,8,REP,"Thomas ""T.J."" Shope",753,,,
Pinal,State House,8,DEM,George Arredondo,2828,,,
Pinal,State House,8,DEM,Ernest Bustamante,4788,,,
Pinal,State House,8,DEM,Emily Verdugo,4361,,,
Pinal,State House,8,REP,Frank Pratt,6946,,,
Pinal,State House,8,REP,"Thomas ""T.J."" Shope",4893,,,
,State House,8,DEM,George Arredondo,3581,,,
,State House,8,DEM,Ernest Bustamante,6173,TRUE,,
,State House,8,DEM,Emily Verdugo,5638,TRUE,,
,State House,8,REP,Frank Pratt,7944,TRUE,,
,State House,8,REP,"Thomas ""T.J."" Shope",5646,TRUE,,
Pima,State House,9,DEM,Dustin Cox,9500,,,
Pima,State House,9,DEM,Mohur Sarah Sidhwa,11490,,,
Pima,State House,9,DEM,Victoria Steele,11661,,,
Pima,State House,9,REP,Cynthia Miley,185,,,
Pima,State House,9,REP,Ethan Orr,15879,,,
,State House,9,DEM,Dustin Cox,9500,,,
,State House,9,DEM,Mohur Sarah Sidhwa,11490,TRUE,,
,State House,9,DEM,Victoria Steele,11661,TRUE,,
,State House,9,REP,Cynthia Miley,185,,TRUE,
,State House,9,REP,Ethan Orr,15879,TRUE,,
Pima,State House,10,DEM,Stefanie Mach,11525,,,
Pima,State House,10,DEM,Brandon Patrick,7614,,,
Pima,State House,10,DEM,Bruce Wheeler,12235,,,
Pima,State House,10,REP,Todd A. ClodfeIter,12181,,,
Pima,State House,10,REP,Ted Vogt,14982,,,
,State House,10,DEM,Stefanie Mach,11525,TRUE,,
,State House,10,DEM,Brandon Patrick,1814,,,
,State House,10,DEM,Bruce Wheeler,12235,TRUE,,
,State House,10,REP,Todd A. ClodfeIter,12181,TRUE,,
,State House,10,REP,Ted Vogt,14982,TRUE,,
Pima,State House,11,DEM,Dave Joseph,8039,,,
Pima,State House,11,REP,Adam Kwasman,9152,,,
Pima,State House,11,REP,Steve Smith,10770,,,
Pinal,State House,11,DEM,Dave Joseph,3369,,,
Pinal,State House,11,REP,Adam Kwasman,3606,,,
Pinal,State House,11,REP,Steve Smith,5431,,,
,State House,11,DEM,Dave Joseph,11408,TRUE,,
,State House,11,REP,Adam Kwasman,12758,TRUE,,
,State House,11,REP,Steve Smith,16201,TRUE,,
Maricopa,State House,12,REP,"Larry ""Lucky"" Chesley",8600,,,
Maricopa,State House,12,REP,Eddie Farnsworth,14713,,,
Maricopa,State House,12,REP,Warren Petersen,12430,,,
Pinal,State House,12,REP,"Larry ""Lucky"" Chesley",88,,,
Pinal,State House,12,REP,Eddie Farnsworth,103,,,
Pinal,State House,12,REP,Warren Petersen,70,,,
,State House,12,REP,"Larry ""Lucky"" Chesley",8688,,,
,State House,12,REP,Eddie Farnsworth,14816,TRUE,,
,State House,12,REP,Warren Petersen,12500,TRUE,,
Maricopa,State House,13,REP,Russ Jones,3456,,,
Maricopa,State House,13,REP,Darin Mitchell,5921,,,
Maricopa,State House,13,REP,Steve Montenegro,7332,,,
Yavapai,State House,13,REP,Russ Jones,0,,,
Yavapai,State House,13,REP,Darin Mitchell,0,,,
Yavapai,State House,13,REP,Steve Montenegro,0,,,
Yuma,State House,13,REP,Russ Jones,3838,,,
Yuma,State House,13,REP,Darin Mitchell,2651,,,
Yuma,State House,13,REP,Steve Montenegro,2857,,,
,State House,13,REP,Russ Jones,7294,,,
,State House,13,REP,Darin Mitchell,8572,TRUE,,
,State House,13,REP,Steve Montenegro,10189,TRUE,,
Cochise,State House,14,DEM,Robert Leach,5407,,,
Cochise,State House,14,DEM,Mark Stonebraker,5755,,,
Cochise,State House,14,REP,David Gowan,8975,,,
Cochise,State House,14,REP,David Stevens,8687,,,
Graham,State House,14,DEM,Robert Leach,1088,,,
Graham,State House,14,DEM,Mark Stonebraker,1114,,,
Graham,State House,14,REP,David Gowan,2495,,,
Graham,State House,14,REP,David Stevens,2523,,,
Greenlee,State House,14,DEM,Robert Leach,620,,,
Greenlee,State House,14,DEM,Mark Stonebraker,682,,,
Greenlee,State House,14,REP,David Gowan,321,,,
Greenlee,State House,14,REP,David Stevens,320,,,
Pima,State House,14,DEM,Robert Leach,1907,,,
Pima,State House,14,DEM,Mark Stonebraker,2015,,,
Pima,State House,14,REP,David Gowan,4164,,,
Pima,State House,14,REP,David Stevens,3374,,,
,State House,14,DEM,Robert Leach,9022,TRUE,,
,State House,14,DEM,Mark Stonebraker,9566,TRUE,,
,State House,14,REP,David Gowan,15955,TRUE,,
,State House,14,REP,David Stevens,14904,TRUE,,
Maricopa,State House,15,DEM,Patricia Flickner,6511,,,
Maricopa,State House,15,REP,John Allen,7813,,,
Maricopa,State House,15,REP,James Bearup,4895,,,
Maricopa,State House,15,REP,Heather Carter,13196,,,
Maricopa,State House,15,REP,David Burnell Smith,7397,,,
,State House,15,DEM,Patricia Flickner,6511,TRUE,,
,State House,15,REP,John Allen,7813,TRUE,,
,State House,15,REP,James Bearup,4895,,,
,State House,15,REP,Heather Carter,13196,TRUE,,
,State House,15,REP,David Burnell Smith,7397,,,
Maricopa,State House,16,DEM,Matthew Cerra,3750,,,
Maricopa,State House,16,GRN,Bill Maher,1,,,
Maricopa,State House,16,REP,Doug Coleman,4848,,,
Maricopa,State House,16,REP,Jeff Davis,4856,,,
Maricopa,State House,16,REP,Judy Novalsky,3380,,,
Maricopa,State House,16,REP,Kelly Townsend,6259,,,
Pinal,State House,16,DEM,Matthew Cerra,2500,,,
Pinal,State House,16,GRN,Bill Maher,2,,,
Pinal,State House,16,REP,Doug Coleman,3173,,,
Pinal,State House,16,REP,Jeff Davis,2208,,,
Pinal,State House,16,REP,Judy Novalsky,1948,,,
Pinal,State House,16,REP,Kelly Townsend,3139,,,
,State House,16,DEM,Matthew Cerra,6250,TRUE,,
,State House,16,GRN,Bill Maher,3,TRUE,TRUE,
,State House,16,REP,Doug Coleman,8021,TRUE,,
,State House,16,REP,Jeff Davis,7064,,,
,State House,16,REP,Judy Novalsky,5328,,,
,State House,16,REP,Kelly Townsend,9398,TRUE,,
Maricopa,State House,17,DEM,Karyn Lathan,7379,,,
Maricopa,State House,17,REP,Tom Forese,13974,,,
Maricopa,State House,17,REP,J.D. Mesnard,13439,,,
,State House,17,DEM,Karyn Lathan,7379,TRUE,,
,State House,17,REP,Tom Forese,13974,TRUE,,
,State House,17,REP,J.D. Mesnard,13439,TRUE,,
Maricopa,State House,18,DEM,Darin Fisher,9097,,,
Maricopa,State House,18,DEM,Corey Harris,9943,,,
Maricopa,State House,18,REP,Jeff Dial,15677,,,
Maricopa,State House,18,REP,Bob Robson,14780,,,
,State House,18,DEM,Darin Fisher,9097,TRUE,,
,State House,18,DEM,Corey Harris,9943,TRUE,,
,State House,18,REP,Jeff Dial,15677,TRUE,,
,State House,18,REP,Bob Robson,15,TRUE,,
Maricopa,State House,19,DEM,Mark A. Cardenas,3005,,,
Maricopa,State House,19,DEM,Lupe Chavira Contreras,2566,,,
Maricopa,State House,19,DEM,Bryan Kilgore,1824,,,
Maricopa,State House,19,DEM,Lorenzo Sierra,2433,,,
,State House,19,DEM,Mark A. Cardenas,3005,TRUE,,
,State House,19,DEM,Lupe Chavira Contreras,2566,TRUE,,
,State House,19,DEM,Bryan Kilgore,1824,,,
,State House,19,DEM,Lorenzo Sierra,2433,,,
Maricopa,State House,20,DEM,Tonya Norwood,5750,,,
Maricopa,State House,20,DEM,Jackie Thrasher,6891,,,
Maricopa,State House,20,GRN,Erik Andersen,0,,,
Maricopa,State House,20,REP,George H. Benavides Sr.,4,,,
Maricopa,State House,20,REP,Paul Boyer,12224,,,
Maricopa,State House,20,REP,Carl Seel,8990,,,
,State House,20,DEM,Tonya Norwood,5750,TRUE,,
,State House,20,DEM,Jackie Thrasher,6891,TRUE,,
,State House,20,GRN,Erik Andersen,0,,TRUE,
,State House,20,REP,George H. Benavides Sr.,3701,,,
,State House,20,REP,Paul Boyer,12224,TRUE,,
,State House,20,REP,Carl Seel,8990,TRUE,,
Maricopa,State House,21,DEM,Carol Lokare,6897,,,
Maricopa,State House,21,DEM,Sheri Van Horsen,6426,,,
Maricopa,State House,21,REP,Rick Gray,12515,,,
Maricopa,State House,21,REP,Debbie Lesko,14771,,,
,State House,21,DEM,Carol Lokare,6897,TRUE,,
,State House,21,DEM,Sheri Van Horsen,6426,TRUE,,
,State House,21,REP,Rick Gray,12515,TRUE,,
,State House,21,REP,Debbie Lesko,14771,TRUE,,
Maricopa,State House,22,REP,Jeanette Dubreil,9521,,,
Maricopa,State House,22,REP,David Livingston,13000,,,
Maricopa,State House,22,REP,Phil Lovas,16727,,,
,State House,22,REP,Jeanette Dubreil,9521,,,
,State House,22,REP,David Livingston,13000,TRUE,,
,State House,22,REP,Phil Lovas,16727,TRUE,,
Maricopa,State House,23,REP,John Kavanagh,20922,,,
Maricopa,State House,23,REP,Jennifer Petersen,11672,,,
Maricopa,State House,23,REP,Michelle Ugenti,18106,,,
,State House,23,REP,John Kavanagh,20922,TRUE,,
,State House,23,REP,Jennifer Petersen,11672,,,
,State House,23,REP,Michelle Ugenti,18106,TRUE,,
Maricopa,State House,24,DEM,Lela Alston,7652,,,
Maricopa,State House,24,DEM,Chad Campbell,7121,,,
Maricopa,State House,24,DEM,Jean Cheuvront McDermott,3174,,,
Maricopa,State House,24,DEM,Tom Nerini,1907,,,
Maricopa,State House,24,GRN,Gerard Davis,5,,,
Maricopa,State House,24,REP,Brian Kaufman,6779,,,
,State House,24,DEM,Lela Alston,7652,TRUE,,
,State House,24,DEM,Chad Campbell,7121,TRUE,,
,State House,24,DEM,Jean Cheuvront McDermott,3174,,,
,State House,24,DEM,Tom Nerini,1907,,,
,State House,24,GRN,Gerard Davis,5,TRUE,TRUE,
,State House,24,REP,Brian Kaufman,6779,TRUE,,
Maricopa,State House,25,DEM,David Butler,6921,,,
Maricopa,State House,25,REP,Justin D. Olson,18392,,,
Maricopa,State House,25,REP,Justin Pierce,19868,,,
,State House,25,DEM,David Butler,6921,TRUE,,
,State House,25,REP,Justin D. Olson,18392,TRUE,,
,State House,25,REP,Justin Pierce,19868,TRUE,,
Maricopa,State House,26,DEM,Juan Mendez,5707,,,
Maricopa,State House,26,DEM,Andrew Sherwood,5262,,,
Maricopa,State House,26,GRN,Haryaksha Gregor Knauer,32,,,
Maricopa,State House,26,LBT,Chris Will,73,,,
Maricopa,State House,26,REP,Buckley Merrill,1587,,,
Maricopa,State House,26,REP,Raymond D. Speakman,3725,,,
Maricopa,State House,26,REP,Mary Lou Taylor,3611,,,
Maricopa,State House,26,REP,Jason Youn,3206,,,
,State House,26,DEM,Juan Mendez,5707,TRUE,,
,State House,26,DEM,Andrew Sherwood,5262,TRUE,,
,State House,26,GRN,Haryaksha Gregor Knauer,32,TRUE,,
,State House,26,LBT,Chris Will,73,TRUE,,
,State House,26,REP,Buckley Merrill,1587,,,
,State House,26,REP,Raymond D. Speakman,3725,TRUE,,
,State House,26,REP,Mary Lou Taylor,3611,TRUE,,
,State House,26,REP,Jason Youn,3206,,,
Maricopa,State House,27,DEM,Reginald Bolding,3334,,,
Maricopa,State House,27,DEM,Ruben Gallego,4996,,,
Maricopa,State House,27,DEM,Catherine Miranda,4800,,,
Maricopa,State House,27,GRN,Angel Torres,20,,,
Maricopa,State House,27,REP,Daniel Coleman,2622,,,
Maricopa,State House,27,REP,Art Olivas,80,,,
,State House,27,DEM,Reginald Bolding,3334,,,
,State House,27,DEM,Ruben Gallego,4996,TRUE,,
,State House,27,DEM,Catherine Miranda,4800,TRUE,,
,State House,27,GRN,Angel Torres,20,TRUE,,
,State House,27,REP,Daniel Coleman,2622,TRUE,,
,State House,27,REP,Art Olivas,80,,TRUE,
Maricopa,State House,28,DEM,Eric Meyer,11777,,,
Maricopa,State House,28,LBT,Jim Iannuzo,37,,,
Maricopa,State House,28,REP,Kate Brophy McGee,17971,,,
Maricopa,State House,28,REP,Amanda Reeve,14179,,,
,State House,28,DEM,Eric Meyer,11777,TRUE,,
,State House,28,LBT,Jim Iannuzo,37,TRUE,TRUE,
,State House,28,REP,Kate Brophy McGee,17971,TRUE,,
,State House,28,REP,Amanda Reeve,14179,TRUE,,
Maricopa,State House,29,DEM,Lydia Hernandez,3262,,,
Maricopa,State House,29,DEM,Marlin J. Quezada,3336,,,
Maricopa,State House,29,DEM,Martin Samaniego,2681,,,
Maricopa,State House,29,LBT,Bill Barker,9,,,
Maricopa,State House,29,REP,Charlie Ellis,60,,,
,State House,29,DEM,Lydia Hernandez,3262,TRUE,,
,State House,29,DEM,Marlin J. Quezada,3336,TRUE,,
,State House,29,DEM,Martin Samaniego,2681,,,
,State House,29,LBT,Bill Barker,9,,TRUE,
,State House,29,REP,Charlie Ellis,60,,TRUE,
Maricopa,State House,30,DEM,Jonathan Larkin,4313,,,
Maricopa,State House,30,DEM,Debbie McCune-Davis,4606,,,
Maricopa,State House,30,DEM,Mike Snitz,3169,,,
,State House,30,DEM,Jonathan Larkin,4313,TRUE,,
,State House,30,DEM,Debbie McCune-Davis,4606,TRUE,,
,State House,30,DEM,Mike Snitz,3169,,,
Apache,Corporation Commissioner,,DEM,Marcia Busching,3586,,,
Apache,Corporation Commissioner,,DEM,Sandra Kennedy,6539,,,
Apache,Corporation Commissioner,,DEM,Paul Newman,5302,,,
Apache,Corporation Commissioner,,GRN,Thomas Meadows,3,,,
Apache,Corporation Commissioner,,GRN,Daniel Pout,5,,,
Apache,Corporation Commissioner,,LBT,Christopher Gehl,8,,,
Apache,Corporation Commissioner,,REP,Susan Bitter Smith,1806,,,
Apache,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",1752,,,
Apache,Corporation Commissioner,,REP,Bob Stump,1786,,,
Cochise,Corporation Commissioner,,DEM,Marcia Busching,5078,,,
Cochise,Corporation Commissioner,,DEM,Sandra Kennedy,5663,,,
Cochise,Corporation Commissioner,,DEM,Paul Newman,5579,,,
Cochise,Corporation Commissioner,,GRN,Thomas Meadows,2,,,
Cochise,Corporation Commissioner,,GRN,Daniel Pout,1,,,
Cochise,Corporation Commissioner,,LBT,Christopher Gehl,13,,,
Cochise,Corporation Commissioner,,REP,Susan Bitter Smith,8201,,,
Cochise,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",8363,,,
Cochise,Corporation Commissioner,,REP,Bob Stump,8562,,,
Coconino,Corporation Commissioner,,DEM,Marcia Busching,5612,,,
Coconino,Corporation Commissioner,,DEM,Sandra Kennedy,6791,,,
Coconino,Corporation Commissioner,,DEM,Paul Newman,6251,,,
Coconino,Corporation Commissioner,,GRN,Thomas Meadows,10,,,
Coconino,Corporation Commissioner,,GRN,Daniel Pout,9,,,
Coconino,Corporation Commissioner,,LBT,Christopher Gehl,23,,,
Coconino,Corporation Commissioner,,REP,Susan Bitter Smith,3697,,,
Coconino,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",3688,,,
Coconino,Corporation Commissioner,,REP,Bob Stump,4764,,,
Gila,Corporation Commissioner,,DEM,Marcia Busching,2528,,,
Gila,Corporation Commissioner,,DEM,Sandra Kennedy,3099,,,
Gila,Corporation Commissioner,,DEM,Paul Newman,2656,,,
Gila,Corporation Commissioner,,GRN,Thomas Meadows,0,,,
Gila,Corporation Commissioner,,GRN,Daniel Pout,0,,,
Gila,Corporation Commissioner,,LBT,Christopher Gehl,7,,,
Gila,Corporation Commissioner,,REP,Susan Bitter Smith,4052,,,
Gila,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",3977,,,
Gila,Corporation Commissioner,,REP,Bob Stump,4431,,,
Graham,Corporation Commissioner,,DEM,Marcia Busching,991,,,
Graham,Corporation Commissioner,,DEM,Sandra Kennedy,1241,,,
Graham,Corporation Commissioner,,DEM,Paul Newman,1215,,,
Graham,Corporation Commissioner,,GRN,Thomas Meadows,0,,,
Graham,Corporation Commissioner,,GRN,Daniel Pout,0,,,
Graham,Corporation Commissioner,,LBT,Christopher Gehl,0,,,
Graham,Corporation Commissioner,,REP,Susan Bitter Smith,2419,,,
Graham,Corporation Commissioner,,REP,"Robert ""Bob"" Burns",2433,,,
Graham,Corporation Commissioner,,REP,Bob Stump,2481,,,
Greenlee,Corporation Commissioner,,DEM,Marcia Busching,524,,,
Greenlee,Corporation Commissioner,,DEM,Sandra Kennedy,687,,,
