county,office,district,party,candidate,votes,winner,write-in,notes
Gila,State Representative,7,DEM,Mark Clark,80,,,
Maricopa,State Representative,7,DEM,Mark Clark,89,,,
Pinal,State Representative,7,DEM,Mark Clark,2334,,,
Gila,State Representative,7,DEM,"William ""Bill"" Luck",11,,,
Maricopa,State Representative,7,DEM,"William ""Bill"" Luck",79,,,
Pinal,State Representative,7,DEM,"William ""Bill"" Luck",709,,,
Gila,State Representative,7,DEM,"Thomas ""Tommy "" Morales, Jr.",28,,,
Maricopa,State Representative,7,DEM,"Thomas ""Tommy "" Morales, Jr.",233,,,
Pinal,State Representative,7,DEM,"Thomas ""Tommy "" Morales, Jr.",934,,,
Gila,State Representative,7,DEM,Hugh Smith,5,,,
Maricopa,State Representative,7,DEM,Hugh Smith,98,,,
Pinal,State Representative,7,DEM,Hugh Smith,1529,,,
Gila,State Representative,7,DEM,Mary V. Thomas,5,,,
Maricopa,State Representative,7,DEM,Mary V. Thomas,236,,,
Pinal,State Representative,7,DEM,Mary V. Thomas,1708,,,
Gila,State Representative,7,DEM,Peter Villaverde,13,,,
Maricopa,State Representative,7,DEM,Peter Villaverde,85,,,
Pinal,State Representative,7,DEM,Peter Villaverde,1272,,,
Gila,State Representative,7,LBT,Frank Aranda,0,,,
Maricopa,State Representative,7,LBT,Frank Aranda,12,,,
Pinal,State Representative,7,LBT,Frank Aranda,24,,,
Gila,State Representative,7,REP,"Morris ""Court"" Courtright",4,,,
Maricopa,State Representative,7,REP,"Morris ""Court"" Courtright",484,,,
Pinal,State Representative,7,REP,"Morris ""Court"" Courtright",2220,,,
Gila,State Representative,7,REP,Juan A. Smith,3,,,
Maricopa,State Representative,7,REP,Juan A. Smith,366,,,
Pinal,State Representative,7,REP,Juan A. Smith,1831,,,
Cochise,State Representative,8,DEM,Michael Ames,2572,,,
Graham,State Representative,8,DEM,Michael Ames,748,,,
Greenlee,State Representative,8,DEM,Michael Ames,316,,,
Santa Cruz,State Representative,8,DEM,Michael Ames,551,,,
Cochise,State Representative,8,DEM,Bobby Lugo,2725,,,
Graham,State Representative,8,DEM,Bobby Lugo,1059,,,
Greenlee,State Representative,8,DEM,Bobby Lugo,573,,,
Santa Cruz,State Representative,8,DEM,Bobby Lugo,1553,,,
Cochise,State Representative,8,DEM,"Mark ""Mark"" Maiorana",2351,,,
Graham,State Representative,8,DEM,"Mark ""Mark"" Maiorana",1095,,,
Greenlee,State Representative,8,DEM,"Mark ""Mark"" Maiorana",684,,,
Santa Cruz,State Representative,8,DEM,"Mark ""Mark"" Maiorana",967,,,
Cochise,State Representative,8,DEM,Ruth Wilson,1878,,,
Graham,State Representative,8,DEM,Ruth Wilson,1059,,,
Greenlee,State Representative,8,DEM,Ruth Wilson,417,,,
Santa Cruz,State Representative,8,DEM,Ruth Wilson,903,,,
Cochise,State Representative,8,REP,Ben Anderson,2705,,,
Graham,State Representative,8,REP,Ben Anderson,1089,,,
Greenlee,State Representative,8,REP,Ben Anderson,197,,,
Santa Cruz,State Representative,8,REP,Ben Anderson,297,,,
Cochise,State Representative,8,REP,Howard Mendelsohn,1944,,,
Graham,State Representative,8,REP,Howard Mendelsohn,672,,,
Greenlee,State Representative,8,REP,Howard Mendelsohn,144,,,
Santa Cruz,State Representative,8,REP,Howard Mendelsohn,242,,,
Cochise,State Representative,9,DEM,Dave Bradley,1642,,,
Pima,State Representative,9,DEM,Dave Bradley,4659,,,
Santa Cruz,State Representative,9,DEM,Dave Bradley,185,,,
Cochise,State Representative,9,REP,Kerry Clawson,1041,,,
Pima,State Representative,9,REP,Kerry Clawson,1296,,,
Santa Cruz,State Representative,9,REP,Kerry Clawson,69,,,
Cochise,State Representative,9,REP,Randy Graf,1524,,,
Pima,State Representative,9,REP,Randy Graf,3116,,,
Santa Cruz,State Representative,9,REP,Randy Graf,125,,,
Cochise,State Representative,9,REP,Mike Jenkins,1382,,,
Pima,State Representative,9,REP,Mike Jenkins,2567,,,
Santa Cruz,State Representative,9,REP,Mike Jenkins,122,,,
Cochise,State Representative,9,REP,Marian McClure,1856,,,
Pima,State Representative,9,REP,Marian McClure,3375,,,
Santa Cruz,State Representative,9,REP,Marian McClure,126,,,
Cochise,State Representative,9,REP,Parralee Schneider,1192,,,
Pima,State Representative,9,REP,Parralee Schneider,2520,,,
Santa Cruz,State Representative,9,REP,Parralee Schneider,104,,,
Cochise,State Representative,9,GRN,William Crosby,6,,,
Pima,State Representative,9,GRN,William Crosby,28,,,
Santa Cruz,State Representative,9,GRN,William Crosby,0,,,
Pima,State Representative,10,DEM,Emmett J. Alvarez,480,,,
Pima,State Representative,10,DEM,Ralph Ellinwood,1008,,,
Pima,State Representative,10,DEM,Betty J. Liggins,1295,,,
Pima,State Representative,10,DEM,Linda Lopez,2573,,,
Pima,State Representative,10,DEM,Jesse Lugo,2058,,,
Pima,State Representative,10,DEM,Victor Soltero,3539,,,
Pima,State Representative,10,REP,Judith D. Bennett,1312,,,Withdrew
Pima,State Representative,10,GRN,Jack Strasburg,34,,,
Maricopa,State Representative,11,DEM,Olivia Cajero Bedford,5,,,
Pima,State Representative,11,DEM,Olivia Cajero Bedford,2989,,,
Pinal,State Representative,11,DEM,Olivia Cajero Bedford,2,,,
Santa Cruz,State Representative,11,DEM,Olivia Cajero Bedford,607,,,
Maricopa,State Representative,11,DEM,Carmine Cardamone,7,,,
Pima,State Representative,11,DEM,Carmine Cardamone,3317,,,
Pinal,State Representative,11,DEM,Carmine Cardamone,7,,,
Santa Cruz,State Representative,11,DEM,Carmine Cardamone,415,,,
Maricopa,State Representative,11,DEM,Louis L. Johnson,0,,,
Pima,State Representative,11,DEM,Louis L. Johnson,1223,,,
Pinal,State Representative,11,DEM,Louis L. Johnson,0,,,
Santa Cruz,State Representative,11,DEM,Louis L. Johnson,219,,,
Maricopa,State Representative,11,DEM,Debora Norris,19,,,
Pima,State Representative,11,DEM,Debora Norris,3858,,,
Pinal,State Representative,11,DEM,Debora Norris,33,,,
Santa Cruz,State Representative,11,DEM,Debora Norris,379,,,
Maricopa,State Representative,11,DEM,Val Romero,5,,,
Pima,State Representative,11,DEM,Val Romero,1678,,,
Pinal,State Representative,11,DEM,Val Romero,1,,,
Santa Cruz,State Representative,11,DEM,Val Romero,395,,,
Maricopa,State Representative,11,GRN,William Moeller,0,,,
Pima,State Representative,11,GRN,William Moeller,72,,,
Pinal,State Representative,11,GRN,William Moeller,0,,,
Santa Cruz,State Representative,11,GRN,William Moeller,2,,,
Pima,State Representative,12,DEM,Craig W. Molloy,5301,,,
Pinal,State Representative,12,DEM,Craig W. Molloy,175,,,
Pima,State Representative,12,DEM,Mort Nelson,3539,,,
Pinal,State Representative,12,DEM,Mort Nelson,131,,,
Pima,State Representative,12,REP,Pete Hershberger,7193,,,
Pinal,State Representative,12,REP,Pete Hershberger,99,,,
Pima,State Representative,12,REP,Steve Huffman,6512,,,
Pinal,State Representative,12,REP,Steve Huffman,104,,,
Pima,State Representative,12,REP,Billie Jane Madden,3177,,,
Pinal,State Representative,12,REP,Billie Jane Madden,91,,,
Pima,State Representative,13,DEM,Colette Barajas,1634,,,Withdrew
Pima,State Representative,13,DEM,Ted Downing,4478,,,
Pima,State Representative,13,DEM,Gabrielle Giffords,4923,,,
Pima,State Representative,13,DEM,Howard Shore,2992,,,
Pima,State Representative,13,REP,Jonathan Paton,5778,,,
Pima,State Representative,13,REP,Carol Somers,5897,,,
Pima,State Representative,14,DEM,Demitri Downing,3655,,,
Pima,State Representative,14,DEM,Marion L. Pickens,5013,,,
Pima,State Representative,14,REP,Edward M. Poelstra,3423,,,
Pima,State Representative,14,GRN,"Mary ""Katie"" Bolger",80,,,
Maricopa,State Representative,15,DEM,Bunny Goldfarb,3617,,,
Pinal,State Representative,15,DEM,Bunny Goldfarb,185,,,
Maricopa,State Representative,15,REP,"William ""Bill"" Arnold",4232,,,
Pinal,State Representative,15,REP,"William ""Bill"" Arnold",46,,,
Maricopa,State Representative,15,REP,Robert Blendu,5076,,,
Pinal,State Representative,15,REP,Robert Blendu,54,,,
Maricopa,State Representative,15,REP,Michael Denea,4468,,,
Pinal,State Representative,15,REP,Michael Denea,23,,,
Maricopa,State Representative,15,REP,Mike Gleason,6721,,,
Pinal,State Representative,15,REP,Mike Gleason,56,,,
Maricopa,State Representative,15,REP,Richard Hopkins,21,,True,
Pinal,State Representative,15,REP,Richard Hopkins,0,,True,
Maricopa,State Representative,15,REP,Michael Johnson,4586,,,
Pinal,State Representative,15,REP,Michael Johnson,60,,,
Maricopa,State Representative,16,REP,Linda Gray,3718,,,
Maricopa,State Representative,16,REP,James Weiers,3438,,,
Maricopa,State Representative,17,DEM,Ruben Nicholas Madrid,2065,,,
Maricopa,State Representative,17,DEM,Ken Thomas,2707,,,
Maricopa,State Representative,17,REP,Phil Hanson,4665,,,
Maricopa,State Representative,17,REP,"Gertrude L. ""Gertie"" Hickman",4167,,,
Maricopa,State Representative,17,REP,Jean McGrath,4455,,,
Maricopa,State Representative,17,REP,John Nelson,4746,,,
Maricopa,State Representative,18,DEM,Victoria Wold,2610,,,
Maricopa,State Representative,18,REP,"Melbalyn ""Mel"" Chatwin",179,,,
Maricopa,State Representative,18,REP,Frank J. Conti,1731,,,
Maricopa,State Representative,18,REP,Ron Gawlitta,2041,,,
Maricopa,State Representative,18,REP,Deb Gullett,3906,,,
Maricopa,State Representative,18,REP,Wendy Marshall Hancock,2609,,,
Maricopa,State Representative,18,REP,Tony Helm,465,,,
Maricopa,State Representative,18,REP,James Kraft,2903,,,
Maricopa,State Representative,18,REP,Joe Mikitish,2543,,,
Maricopa,State Representative,18,REP,Carol Turoff,1699,,,
Maricopa,State Representative,19,REP,Ted Carpenter,6623,,,
Maricopa,State Representative,19,REP,Ephram Cordova,4536,,,
Maricopa,State Representative,19,REP,Arlene Duston,3375,,,
Maricopa,State Representative,19,REP,Roberta Voss,7009,,,
Maricopa,State Representative,20,DEM,Bill Brotherton,1408,,,
Maricopa,State Representative,20,DEM,Kathi Foster,1607,,,
Maricopa,State Representative,20,REP,Bob Haran,1865,,,
Maricopa,State Representative,21,REP,Dean Cooley,7980,,,
Pinal,State Representative,21,REP,Dean Cooley,89,,,
Maricopa,State Representative,21,REP,Marilyn Jarrett,7884,,,
Pinal,State Representative,21,REP,Marilyn Jarrett,89,,,
Maricopa,State Representative,21,REP,Linda A. Somo,5086,,,
Pinal,State Representative,21,REP,Linda A. Somo,60,,,
Maricopa,State Representative,22,DEM,John A. Loredo,1126,,,
Maricopa,State Representative,22,DEM,Richard Miranda,1824,,,
Maricopa,State Representative,22,REP,John Atkins,907,,,
Maricopa,State Representative,23,DEM,Carlos Avelar,1715,,,
Maricopa,State Representative,23,DEM,Leah Landrum,2116,,,
Maricopa,State Representative,23,DEM,Augusta Nelson-Knight,1225,,,
Maricopa,State Representative,24,DEM,Laurie Larson,2428,,,
Maricopa,State Representative,24,LBT,Tim McDermott,64,,,
Maricopa,State Representative,24,REP,Joseph A. Hudock,2516,,,
Maricopa,State Representative,24,REP,Barbara Leff,6744,,,
Maricopa,State Representative,24,REP,Pam Miller,3740,,,
Maricopa,State Representative,24,REP,Stephen Tully,4003,,,
Maricopa,State Representative,25,DEM,Ken Cheuvront,3183,,,
Maricopa,State Representative,25,DEM,Christine Weason,2995,,,
Maricopa,State Representative,25,LBT,Mike Renzulli,58,,,Withdrew
Maricopa,State Representative,25,REP,Mary Koestner,137,,True,
Maricopa,State Representative,25,REP,Milton Wheat,4246,,,
Maricopa,State Representative,25,GRN,John Scudder,13,,,
Maricopa,State Representative,26,DEM,Joan M. Fitz-Randolph,3812,,,
Maricopa,State Representative,26,REP,Jeff Hatch-Miller,7772,,,
Maricopa,State Representative,26,REP,Steve May,7400,,,
Maricopa,State Representative,26,GRN,Eli Manders,19,,,
Maricopa,State Representative,27,DEM,Meg Burton Cahill,2759,,,
Maricopa,State Representative,27,REP,Mike Gardner,7077,,,
Maricopa,State Representative,27,REP,Laura Knaperek,6878,,,
Maricopa,State Representative,28,DEM,Ginny Chin,4531,,,
Yavapai,State Representative,28,DEM,Ginny Chin,39,,,
Maricopa,State Representative,28,REP,Carolyn S. Allen,11180,,,
Yavapai,State Representative,28,REP,Carolyn S. Allen,108,,,
Maricopa,State Representative,28,REP,John Allen,6466,,,
Yavapai,State Representative,28,REP,John Allen,52,,,
Maricopa,State Representative,28,REP,Wes Marsh,10568,,,
Yavapai,State Representative,28,REP,Wes Marsh,118,,,
Maricopa,State Representative,28,REP,Astria Wong Savarese,4091,,,
Yavapai,State Representative,28,REP,Astria Wong Savarese,40,,,
Maricopa,State Representative,29,REP,Mark Anderson,5425,,,
Maricopa,State Representative,29,REP,Carma Lee Ellingson,2915,,,
Maricopa,State Representative,29,REP,Russell Pearce,4898,,,
Maricopa,State Representative,30,DEM,Eileen Fellner,3014,,,
Maricopa,State Representative,30,DEM,Linda K. Tong�,2184,,,
Maricopa,State Representative,30,REP,Eddie Farnsworth,9773,,,
Maricopa,State Representative,30,REP,Karen S. Johnson,8973,,,
Maricopa,State Representative,30,REP,Myrna Sheppard,7317,,,
Apache,Corporation Commissioner,,DEM,Herschella Horton,3644,,,
Cochise,Corporation Commissioner,,DEM,Herschella Horton,2704,,,
Coconino,Corporation Commissioner,,DEM,Herschella Horton,2184,,,
Gila,Corporation Commissioner,,DEM,Herschella Horton,1531,,,
Graham,Corporation Commissioner,,DEM,Herschella Horton,1158,,,
Greenlee,Corporation Commissioner,,DEM,Herschella Horton,384,,,
La Paz,Corporation Commissioner,,DEM,Herschella Horton,268,,,
Maricopa,Corporation Commissioner,,DEM,Herschella Horton,17957,,,
Mohave,Corporation Commissioner,,DEM,Herschella Horton,1185,,,
Navajo,Corporation Commissioner,,DEM,Herschella Horton,2408,,,
Pima,Corporation Commissioner,,DEM,Herschella Horton,21539,,,
Pinal,Corporation Commissioner,,DEM,Herschella Horton,3389,,,
Santa Cruz,Corporation Commissioner,,DEM,Herschella Horton,1214,,,
Yavapai,Corporation Commissioner,,DEM,Herschella Horton,1856,,,
Yuma,Corporation Commissioner,,DEM,Herschella Horton,1696,,,
Apache,Corporation Commissioner,,DEM,Barbara Lubin,5352,,,
Cochise,Corporation Commissioner,,DEM,Barbara Lubin,4455,,,
Coconino,Corporation Commissioner,,DEM,Barbara Lubin,4554,,,
Gila,Corporation Commissioner,,DEM,Barbara Lubin,2810,,,
Graham,Corporation Commissioner,,DEM,Barbara Lubin,2429,,,
Greenlee,Corporation Commissioner,,DEM,Barbara Lubin,1110,,,
La Paz,Corporation Commissioner,,DEM,Barbara Lubin,556,,,
Maricopa,Corporation Commissioner,,DEM,Barbara Lubin,37031,,,
Mohave,Corporation Commissioner,,DEM,Barbara Lubin,3526,,,
Navajo,Corporation Commissioner,,DEM,Barbara Lubin,4503,,,
Pima,Corporation Commissioner,,DEM,Barbara Lubin,17990,,,
Pinal,Corporation Commissioner,,DEM,Barbara Lubin,5893,,,
Santa Cruz,Corporation Commissioner,,DEM,Barbara Lubin,2289,,,
Yavapai,Corporation Commissioner,,DEM,Barbara Lubin,3831,,,
Yuma,Corporation Commissioner,,DEM,Barbara Lubin,3302,,,
Apache,Corporation Commissioner,,LBT,Ray Price,18,,,
Cochise,Corporation Commissioner,,LBT,Ray Price,27,,,
Coconino,Corporation Commissioner,,LBT,Ray Price,65,,,
Gila,Corporation Commissioner,,LBT,Ray Price,11,,,
Graham,Corporation Commissioner,,LBT,Ray Price,4,,,
Greenlee,Corporation Commissioner,,LBT,Ray Price,1,,,
La Paz,Corporation Commissioner,,LBT,Ray Price,4,,,
Maricopa,Corporation Commissioner,,LBT,Ray Price,808,,,
Mohave,Corporation Commissioner,,LBT,Ray Price,37,,,
Navajo,Corporation Commissioner,,LBT,Ray Price,13,,,
Pima,Corporation Commissioner,,LBT,Ray Price,382,,,
Pinal,Corporation Commissioner,,LBT,Ray Price,36,,,
Santa Cruz,Corporation Commissioner,,LBT,Ray Price,5,,,
Yavapai,Corporation Commissioner,,LBT,Ray Price,125,,,
Yuma,Corporation Commissioner,,LBT,Ray Price,29,,,
Apache,Corporation Commissioner,,REP,Bill Mundell,1443,,,
Cochise,Corporation Commissioner,,REP,Bill Mundell,6408,,,
Coconino,Corporation Commissioner,,REP,Bill Mundell,4346,,,
Gila,Corporation Commissioner,,REP,Bill Mundell,1903,,,
Graham,Corporation Commissioner,,REP,Bill Mundell,1739,,,
Greenlee,Corporation Commissioner,,REP,Bill Mundell,248,,,
La Paz,Corporation Commissioner,,REP,Bill Mundell,954,,,
Maricopa,Corporation Commissioner,,REP,Bill Mundell,137485,,,
Mohave,Corporation Commissioner,,REP,Bill Mundell,9627,,,
Navajo,Corporation Commissioner,,REP,Bill Mundell,3516,,,
Pima,Corporation Commissioner,,REP,Bill Mundell,29348,,,
Pinal,Corporation Commissioner,,REP,Bill Mundell,3976,,,
Santa Cruz,Corporation Commissioner,,REP,Bill Mundell,809,,,
Yavapai,Corporation Commissioner,,REP,Bill Mundell,16683,,,
Yuma,Corporation Commissioner,,REP,Bill Mundell,4996,,,
Apache,Corporation Commissioner,,DEM,Stephen Ahearn,2900,,,
Cochise,Corporation Commissioner,,DEM,Stephen Ahearn,2653,,,
Coconino,Corporation Commissioner,,DEM,Stephen Ahearn,2294,,,
Gila,Corporation Commissioner,,DEM,Stephen Ahearn,959,,,
Graham,Corporation Commissioner,,DEM,Stephen Ahearn,1389,,,
Greenlee,Corporation Commissioner,,DEM,Stephen Ahearn,558,,,
La Paz,Corporation Commissioner,,DEM,Stephen Ahearn,346,,,
Maricopa,Corporation Commissioner,,DEM,Stephen Ahearn,23050,,,
Mohave,Corporation Commissioner,,DEM,Stephen Ahearn,1685,,,
Navajo,Corporation Commissioner,,DEM,Stephen Ahearn,2256,,,
Pima,Corporation Commissioner,,DEM,Stephen Ahearn,17138,,,
Pinal,Corporation Commissioner,,DEM,Stephen Ahearn,2634,,,
Santa Cruz,Corporation Commissioner,,DEM,Stephen Ahearn,899,,,
Yavapai,Corporation Commissioner,,DEM,Stephen Ahearn,2287,,,
Yuma,Corporation Commissioner,,DEM,Stephen Ahearn,1953,,,
Apache,Corporation Commissioner,,DEM,Sandra Kennedy,6291,,,
Cochise,Corporation Commissioner,,DEM,Sandra Kennedy,4847,,,
Coconino,Corporation Commissioner,,DEM,Sandra Kennedy,4372,,,
Gila,Corporation Commissioner,,DEM,Sandra Kennedy,1787,,,
Graham,Corporation Commissioner,,DEM,Sandra Kennedy,2395,,,
Greenlee,Corporation Commissioner,,DEM,Sandra Kennedy,992,,,
La Paz,Corporation Commissioner,,DEM,Sandra Kennedy,520,,,
Maricopa,Corporation Commissioner,,DEM,Sandra Kennedy,33906,,,
Mohave,Corporation Commissioner,,DEM,Sandra Kennedy,3225,,,
Navajo,Corporation Commissioner,,DEM,Sandra Kennedy,4802,,,
Pima,Corporation Commissioner,,DEM,Sandra Kennedy,21219,,,
Pinal,Corporation Commissioner,,DEM,Sandra Kennedy,5144,,,
Santa Cruz,Corporation Commissioner,,DEM,Sandra Kennedy,2934,,,
Yavapai,Corporation Commissioner,,DEM,Sandra Kennedy,3460,,,
Yuma,Corporation Commissioner,,DEM,Sandra Kennedy,3238,,,
Apache,Corporation Commissioner,,LBT,Edward E. Zajac,7,,True,
Cochise,Corporation Commissioner,,LBT,Edward E. Zajac,3,,True,
Coconino,Corporation Commissioner,,LBT,Edward E. Zajac,1,,True,
Gila,Corporation Commissioner,,LBT,Edward E. Zajac,1,,True,
Graham,Corporation Commissioner,,LBT,Edward E. Zajac,1,,True,
Greenlee,Corporation Commissioner,,LBT,Edward E. Zajac,0,,True,
La Paz,Corporation Commissioner,,LBT,Edward E. Zajac,0,,True,
Maricopa,Corporation Commissioner,,LBT,Edward E. Zajac,43,,True,
Mohave,Corporation Commissioner,,LBT,Edward E. Zajac,6,,True,
Navajo,Corporation Commissioner,,LBT,Edward E. Zajac,2,,True,
Pima,Corporation Commissioner,,LBT,Edward E. Zajac,74,,True,
Pinal,Corporation Commissioner,,LBT,Edward E. Zajac,0,,True,
Santa Cruz,Corporation Commissioner,,LBT,Edward E. Zajac,0,,True,
Yavapai,Corporation Commissioner,,LBT,Edward E. Zajac,9,,True,
Yuma,Corporation Commissioner,,LBT,Edward E. Zajac,0,,True,
Apache,Corporation Commissioner,,REP,Marc Spitzer,1457,,,
Cochise,Corporation Commissioner,,REP,Marc Spitzer,6593,,,
Coconino,Corporation Commissioner,,REP,Marc Spitzer,4398,,,
Gila,Corporation Commissioner,,REP,Marc Spitzer,1969,,,
Graham,Corporation Commissioner,,REP,Marc Spitzer,1799,,,
Greenlee,Corporation Commissioner,,REP,Marc Spitzer,256,,,
La Paz,Corporation Commissioner,,REP,Marc Spitzer,970,,,
Maricopa,Corporation Commissioner,,REP,Marc Spitzer,137379,,,
Mohave,Corporation Commissioner,,REP,Marc Spitzer,9913,,,
Navajo,Corporation Commissioner,,REP,Marc Spitzer,3494,,,
Pima,Corporation Commissioner,,REP,Marc Spitzer,28948,,,
Pinal,Corporation Commissioner,,REP,Marc Spitzer,3804,,,
Santa Cruz,Corporation Commissioner,,REP,Marc Spitzer,848,,,
Yavapai,Corporation Commissioner,,REP,Marc Spitzer,17201,,,
Yuma,Corporation Commissioner,,REP,Marc Spitzer,5045,,,
