county,office,district,party,candidate,votes,winner,write-in
Santa Cruz,State Treasurer,,REP,Hugh Hallman,395,,
Santa Cruz,State Treasurer,,REP,Randy Pullen,311,,
Yavapai,State Treasurer,,DEM,Gerard Davis,100,,TRUE
Yavapai,State Treasurer,,REP,Jeff DeWit,13452,,
Yavapai,State Treasurer,,REP,Hugh Hallman,9219,,
Yavapai,State Treasurer,,REP,Randy Pullen,6702,,
Yuma,State Treasurer,,DEM,Gerard Davis,19,,TRUE
Yuma,State Treasurer,,REP,Jeff DeWit,4009,,
Yuma,State Treasurer,,REP,Hugh Hallman,2029,,
Yuma,State Treasurer,,REP,Randy Pullen,1641,,
,State Treasurer,,DEM,Gerard Davis,2789,,TRUE
,State Treasurer,,REP,Jeff DeWit,215892,TRUE,
,State Treasurer,,REP,Hugh Hallman,155775,,
,State Treasurer,,REP,Randy Pullen,108106,,
Apache,Superintendent of Public Instruction,,DEM,David Garcia,3461,,
Apache,Superintendent of Public Instruction,,DEM,Sharon Thomas,8600,,
Apache,Superintendent of Public Instruction,,REP,Diane M. Douglas,2252,,
Apache,Superintendent of Public Instruction,,REP,John F. Huppenthal,1132,,
Cochise,Superintendent of Public Instruction,,DEM,David Garcia,3983,,
Cochise,Superintendent of Public Instruction,,DEM,Sharon Thomas,3164,,
Cochise,Superintendent of Public Instruction,,REP,Diane M. Douglas,7667,,
Cochise,Superintendent of Public Instruction,,REP,John F. Huppenthal,5211,,
Coconino,Superintendent of Public Instruction,,DEM,David Garcia,4992,,
Coconino,Superintendent of Public Instruction,,DEM,Sharon Thomas,5414,,
Coconino,Superintendent of Public Instruction,,REP,Diane M. Douglas,4902,,
Coconino,Superintendent of Public Instruction,,REP,John F. Huppenthal,2708,,
Gila,Superintendent of Public Instruction,,DEM,David Garcia,1905,,
Gila,Superintendent of Public Instruction,,DEM,Sharon Thomas,1716,,
Gila,Superintendent of Public Instruction,,REP,Diane M. Douglas,4047,,
Gila,Superintendent of Public Instruction,,REP,John F. Huppenthal,2280,,
Graham,Superintendent of Public Instruction,,DEM,David Garcia,793,,
Graham,Superintendent of Public Instruction,,DEM,Sharon Thomas,624,,
Graham,Superintendent of Public Instruction,,REP,Diane M. Douglas,1914,,
Graham,Superintendent of Public Instruction,,REP,John F. Huppenthal,1126,,
Greenlee,Superintendent of Public Instruction,,DEM,David Garcia,508,,
Greenlee,Superintendent of Public Instruction,,DEM,Sharon Thomas,234,,
Greenlee,Superintendent of Public Instruction,,REP,Diane M. Douglas,297,,
Greenlee,Superintendent of Public Instruction,,REP,John F. Huppenthal,173,,
La Paz,Superintendent of Public Instruction,,DEM,David Garcia,213,,
La Paz,Superintendent of Public Instruction,,DEM,Sharon Thomas,272,,
La Paz,Superintendent of Public Instruction,,REP,Diane M. Douglas,936,,
La Paz,Superintendent of Public Instruction,,REP,John F. Huppenthal,572,,
Maricopa,Superintendent of Public Instruction,,DEM,David Garcia,83629,,
Maricopa,Superintendent of Public Instruction,,DEM,Sharon Thomas,62689,,
Maricopa,Superintendent of Public Instruction,,REP,Diane M. Douglas,175747,,
Maricopa,Superintendent of Public Instruction,,REP,John F. Huppenthal,124073,,
Mohave,Superintendent of Public Instruction,,DEM,David Garcia,2050,,
Mohave,Superintendent of Public Instruction,,DEM,Sharon Thomas,3278,,
Mohave,Superintendent of Public Instruction,,REP,Diane M. Douglas,11447,,
Mohave,Superintendent of Public Instruction,,REP,John F. Huppenthal,7734,,
Navajo,Superintendent of Public Instruction,,DEM,David Garcia,2856,,
Navajo,Superintendent of Public Instruction,,DEM,Sharon Thomas,4952,,
Navajo,Superintendent of Public Instruction,,REP,Diane M. Douglas,5192,,
Navajo,Superintendent of Public Instruction,,REP,John F. Huppenthal,2638,,
Pima,Superintendent of Public Instruction,,DEM,David Garcia,34570,,
Pima,Superintendent of Public Instruction,,DEM,Sharon Thomas,28666,,
Pima,Superintendent of Public Instruction,,REP,Diane M. Douglas,39596,,
Pima,Superintendent of Public Instruction,,REP,John F. Huppenthal,32552,,
Pinal,Superintendent of Public Instruction,,DEM,David Garcia,7299,,
Pinal,Superintendent of Public Instruction,,DEM,Sharon Thomas,6495,,
Pinal,Superintendent of Public Instruction,,REP,Diane M. Douglas,13932,,
Pinal,Superintendent of Public Instruction,,REP,John F. Huppenthal,9916,,
Santa Cruz,Superintendent of Public Instruction,,DEM,David Garcia,2407,,
Santa Cruz,Superintendent of Public Instruction,,DEM,Sharon Thomas,952,,
Santa Cruz,Superintendent of Public Instruction,,REP,Diane M. Douglas,900,,
Santa Cruz,Superintendent of Public Instruction,,REP,John F. Huppenthal,604,,
Yavapai,Superintendent of Public Instruction,,DEM,David Garcia,4642,,
Yavapai,Superintendent of Public Instruction,,DEM,Sharon Thomas,4920,,
Yavapai,Superintendent of Public Instruction,,REP,Diane M. Douglas,17304,,
Yavapai,Superintendent of Public Instruction,,REP,John F. Huppenthal,12722,,
Yuma,Superintendent of Public Instruction,,DEM,David Garcia,3925,,
Yuma,Superintendent of Public Instruction,,DEM,Sharon Thomas,2334,,
Yuma,Superintendent of Public Instruction,,REP,Diane M. Douglas,4586,,
Yuma,Superintendent of Public Instruction,,REP,John F. Huppenthal,3303,,
,Superintendent of Public Instruction,,DEM,David Garcia,157233,TRUE,
,Superintendent of Public Instruction,,DEM,Sharon Thomas,134310,,
,Superintendent of Public Instruction,,REP,Diane M. Douglas,290719,TRUE,
,Superintendent of Public Instruction,,REP,John F. Huppenthal,206744,,
Apache,State Mine Inspector,,REP,Joe Hart,2541,,
Cochise,State Mine Inspector,,REP,Joe Hart,10944,,
Coconino,State Mine Inspector,,REP,Joe Hart,6437,,
Gila,State Mine Inspector,,REP,Joe Hart,5092,,
Graham,State Mine Inspector,,REP,Joe Hart,2499,,
Greenlee,State Mine Inspector,,REP,Joe Hart,407,,
La Paz,State Mine Inspector,,REP,Joe Hart,1279,,
Maricopa,State Mine Inspector,,REP,Joe Hart,262393,,
Mohave,State Mine Inspector,,REP,Joe Hart,17814,,
Navajo,State Mine Inspector,,REP,Joe Hart,6351,,
Pima,State Mine Inspector,,REP,Joe Hart,62289,,
Pinal,State Mine Inspector,,REP,Joe Hart,21402,,
Santa Cruz,State Mine Inspector,,REP,Joe Hart,1193,,
Yavapai,State Mine Inspector,,REP,Joe Hart,25956,,
Yuma,State Mine Inspector,,REP,Joe Hart,6807,,
,State Mine Inspector,,REP,Joe Hart,433404,TRUE,
Apache,Corporation Commissioner,,DEM,Jim Holway,4519,,
Apache,Corporation Commissioner,,DEM,Sandra Kennedy,9178,,
Apache,Corporation Commissioner,,REP,Tom Forese,1634,,
Apache,Corporation Commissioner,,REP,Doug Little,1551,,
Apache,Corporation Commissioner,,REP,Lucy Mason,1111,,
Apache,Corporation Commissioner,,REP,Vernon B. Parker,961,,
Cochise,Corporation Commissioner,,DEM,Jim Holway,4476,,
Cochise,Corporation Commissioner,,DEM,Sandra Kennedy,5689,,
Cochise,Corporation Commissioner,,REP,Tom Forese,7002,,
Cochise,Corporation Commissioner,,REP,Doug Little,6970,,
Cochise,Corporation Commissioner,,REP,Lucy Mason,4508,,
Cochise,Corporation Commissioner,,REP,Vernon B. Parker,3563,,
Coconino,Corporation Commissioner,,DEM,Jim Holway,6220,,
Coconino,Corporation Commissioner,,DEM,Sandra Kennedy,8517,,
Coconino,Corporation Commissioner,,REP,Tom Forese,3689,,
Coconino,Corporation Commissioner,,REP,Doug Little,3853,,
Coconino,Corporation Commissioner,,REP,Lucy Mason,2889,,
Coconino,Corporation Commissioner,,REP,Vernon B. Parker,2348,,
Gila,Corporation Commissioner,,DEM,Jim Holway,2309,,
Gila,Corporation Commissioner,,DEM,Sandra Kennedy,2811,,
Gila,Corporation Commissioner,,REP,Tom Forese,3236,,
Gila,Corporation Commissioner,,REP,Doug Little,3409,,
Gila,Corporation Commissioner,,REP,Lucy Mason,2484,,
Gila,Corporation Commissioner,,REP,Vernon B. Parker,2024,,
Graham,Corporation Commissioner,,DEM,Jim Holway,909,,
Graham,Corporation Commissioner,,DEM,Sandra Kennedy,1069,,
Graham,Corporation Commissioner,,REP,Tom Forese,1782,,
Graham,Corporation Commissioner,,REP,Doug Little,1825,,
Graham,Corporation Commissioner,,REP,Lucy Mason,1007,,
Graham,Corporation Commissioner,,REP,Vernon B. Parker,845,,
Greenlee,Corporation Commissioner,,DEM,Jim Holway,446,,
Greenlee,Corporation Commissioner,,DEM,Sandra Kennedy,549,,
Greenlee,Corporation Commissioner,,REP,Tom Forese,273,,
Greenlee,Corporation Commissioner,,REP,Doug Little,265,,
Greenlee,Corporation Commissioner,,REP,Lucy Mason,129,,
Greenlee,Corporation Commissioner,,REP,Vernon B. Parker,134,,
La Paz,Corporation Commissioner,,DEM,Jim Holway,295,,
La Paz,Corporation Commissioner,,DEM,Sandra Kennedy,358,,
La Paz,Corporation Commissioner,,REP,Tom Forese,754,,
La Paz,Corporation Commissioner,,REP,Doug Little,804,,
La Paz,Corporation Commissioner,,REP,Lucy Mason,572,,
La Paz,Corporation Commissioner,,REP,Vernon B. Parker,453,,
Maricopa,Corporation Commissioner,,DEM,Jim Holway,94802,,
Maricopa,Corporation Commissioner,,DEM,Sandra Kennedy,123576,,
Maricopa,Corporation Commissioner,,REP,Tom Forese,148933,,
Maricopa,Corporation Commissioner,,REP,Doug Little,149714,,
Maricopa,Corporation Commissioner,,REP,Lucy Mason,123180,,
Maricopa,Corporation Commissioner,,REP,Vernon B. Parker,104227,,
Mohave,Corporation Commissioner,,DEM,Jim Holway,3227,,
Mohave,Corporation Commissioner,,DEM,Sandra Kennedy,4284,,
Mohave,Corporation Commissioner,,REP,Tom Forese,10817,,
Mohave,Corporation Commissioner,,REP,Doug Little,10613,,
Mohave,Corporation Commissioner,,REP,Lucy Mason,6357,,
Mohave,Corporation Commissioner,,REP,Vernon B. Parker,5075,,
Navajo,Corporation Commissioner,,DEM,Jim Holway,3666,,
Navajo,Corporation Commissioner,,DEM,Sandra Kennedy,6110,,
Navajo,Corporation Commissioner,,REP,Tom Forese,4478,,
Navajo,Corporation Commissioner,,REP,Doug Little,4316,,
Navajo,Corporation Commissioner,,REP,Lucy Mason,2542,,
Navajo,Corporation Commissioner,,REP,Vernon B. Parker,2204,,
Pima,Corporation Commissioner,,DEM,Jim Holway,45234,,
Pima,Corporation Commissioner,,DEM,Sandra Kennedy,53894,,
Pima,Corporation Commissioner,,REP,Tom Forese,36205,,
Pima,Corporation Commissioner,,REP,Doug Little,35724,,
Pima,Corporation Commissioner,,REP,Lucy Mason,27087,,
Pima,Corporation Commissioner,,REP,Vernon B. Parker,20796,,
Pinal,Corporation Commissioner,,DEM,Jim Holway,8420,,
Pinal,Corporation Commissioner,,DEM,Sandra Kennedy,11386,,
Pinal,Corporation Commissioner,,REP,Tom Forese,11733,,
Pinal,Corporation Commissioner,,REP,Doug Little,12091,,
Pinal,Corporation Commissioner,,REP,Lucy Mason,9061,,
Pinal,Corporation Commissioner,,REP,Vernon B. Parker,7591,,
Santa Cruz,Corporation Commissioner,,DEM,Jim Holway,1715,,
Santa Cruz,Corporation Commissioner,,DEM,Sandra Kennedy,2799,,
Santa Cruz,Corporation Commissioner,,REP,Tom Forese,764,,
Santa Cruz,Corporation Commissioner,,REP,Doug Little,754,,
Santa Cruz,Corporation Commissioner,,REP,Lucy Mason,604,,
Santa Cruz,Corporation Commissioner,,REP,Vernon B. Parker,406,,
Yavapai,Corporation Commissioner,,DEM,Jim Holway,6483,,
Yavapai,Corporation Commissioner,,DEM,Sandra Kennedy,8004,,
Yavapai,Corporation Commissioner,,REP,Tom Forese,14264,,
Yavapai,Corporation Commissioner,,REP,Doug Little,14164,,
Yavapai,Corporation Commissioner,,REP,Lucy Mason,15653,,
Yavapai,Corporation Commissioner,,REP,Vernon B. Parker,10725,,
Yuma,Corporation Commissioner,,DEM,Jim Holway,2964,,
Yuma,Corporation Commissioner,,DEM,Sandra Kennedy,4965,,
Yuma,Corporation Commissioner,,REP,Tom Forese,4387,,
Yuma,Corporation Commissioner,,REP,Doug Little,4140,,
Yuma,Corporation Commissioner,,REP,Lucy Mason,2637,,
Yuma,Corporation Commissioner,,REP,Vernon B. Parker,2421,,
,Corporation Commissioner,,DEM,Jim Holway,185685,TRUE,
,Corporation Commissioner,,DEM,Sandra Kennedy,243189,TRUE,
,Corporation Commissioner,,REP,Tom Forese,249951,TRUE,
,Corporation Commissioner,,REP,Doug Little,250193,TRUE,
,Corporation Commissioner,,REP,Lucy Mason,199821,,
,Corporation Commissioner,,REP,Vernon B. Parker,163773,,
Maricopa,State Senate,1,REP,Steve Pierce,6637,,
Yavapai,State Senate,1,REP,Steve Pierce,21577,,
,State Senate,1,REP,Steve Pierce,28214,TRUE,
Pima,State Senate,2,DEM,Andrea Dalessandro,7743,,
Santa Cruz,State Senate,2,DEM,Andrea Dalessandro,3011,,
,State Senate,2,DEM,Andrea Dalessandro,10754,TRUE,
Pima,State Senate,2,REP,Daniel Estrella,8097,,
Santa Cruz,State Senate,2,REP,Daniel Estrella,1236,,
,State Senate,2,REP,Daniel Estrella,9333,TRUE,
Pima,State Senate,3,DEM,Salomo_n F. Baldenegro,4923,,
Pima,State Senate,3,DEM,Olivia Cajero Bedford,7087,,
,State Senate,3,DEM,Salomo_n F. Baldenegro,4923,,
,State Senate,3,DEM,Olivia Cajero Bedford,7087,TRUE,
Maricopa,State Senate,4,DEM,Lynne Pancrazi,1632,,
Maricopa,State Senate,4,REP,Connie Uribe,2923,,
Pima,State Senate,4,DEM,Lynne Pancrazi,1594,,
Pima,State Senate,4,REP,Connie Uribe,759,,
Pinal,State Senate,4,DEM,Lynne Pancrazi,31,,
Pinal,State Senate,4,REP,Connie Uribe,4,,
Yuma,State Senate,4,DEM,Lynne Pancrazi,3572,,
Yuma,State Senate,4,REP,Connie Uribe,2160,,
,State Senate,4,DEM,Lynne Pancrazi,6829,TRUE,
,State Senate,4,REP,Connie Uribe,5846,TRUE,
La Paz,State Senate,5,REP,Kelli Ward,1408,,
Mohave,State Senate,5,REP,Kelli Ward,18031,,
,State Senate,5,REP,Kelli Ward,19439,TRUE,
Coconino,State Senate,6,REP,Chester Crandell (Deceased),4186,,
Gila,State Senate,6,REP,Chester Crandell (Deceased),3344,,
Navajo,State Senate,6,REP,Chester Crandell (Deceased),2223,,
Yavapai,State Senate,6,REP,Chester Crandell (Deceased),4968,,
,State Senate,6,REP,Chester Crandell (Deceased),14721,,
Apache,State Senate,7,AEL,Kelly Gneiting,4,,TRUE
Apache,State Senate,7,DEM,Carlyle W. Begay,5818,,
Apache,State Senate,7,DEM,Eric Descheenie,3968,,
Apache,State Senate,7,DEM,Jamescita Peshlakai,2475,,
Coconino,State Senate,7,AEL,Kelly Gneiting,3,,TRUE
Coconino,State Senate,7,DEM,Carlyle W. Begay,1330,,
Coconino,State Senate,7,DEM,Eric Descheenie,1005,,
Coconino,State Senate,7,DEM,Jamescita Peshlakai,2103,,
Gila,State Senate,7,AEL,Kelly Gneiting,0,,TRUE
Gila,State Senate,7,DEM,Carlyle W. Begay,147,,
Gila,State Senate,7,DEM,Eric Descheenie,26,,
Gila,State Senate,7,DEM,Jamescita Peshlakai,44,,
Graham,State Senate,7,AEL,Kelly Gneiting,0,,TRUE
Graham,State Senate,7,DEM,Carlyle W. Begay,53,,
Graham,State Senate,7,DEM,Eric Descheenie,10,,
Graham,State Senate,7,DEM,Jamescita Peshlakai,15,,
Mohave,State Senate,7,AEL,Kelly Gneiting,0,,TRUE
Mohave,State Senate,7,DEM,Carlyle W. Begay,12,,
Mohave,State Senate,7,DEM,Eric Descheenie,2,,
Mohave,State Senate,7,DEM,Jamescita Peshlakai,3,,
Navajo,State Senate,7,AEL,Kelly Gneiting,0,,TRUE
Navajo,State Senate,7,DEM,Carlyle W. Begay,2971,,
Navajo,State Senate,7,DEM,Eric Descheenie,1889,,
Navajo,State Senate,7,DEM,Jamescita Peshlakai,2060,,
Pinal,State Senate,7,AEL,Kelly Gneiting,0,,TRUE
Pinal,State Senate,7,DEM,Carlyle W. Begay,0,,
Pinal,State Senate,7,DEM,Eric Descheenie,0,,
Pinal,State Senate,7,DEM,Jamescita Peshlakai,0,,
,State Senate,7,AEL,Kelly Gneiting,7,TRUE,TRUE
,State Senate,7,DEM,Carlyle W. Begay,10331,TRUE,
,State Senate,7,DEM,Eric Descheenie,6900,,
,State Senate,7,DEM,Jamescita Peshlakai,6700,,
Gila,State Senate,8,DEM,Barbara McGuire,1714,,
Gila,State Senate,8,LBT,Kevin Sullivan,2,,TRUE
Gila,State Senate,8,REP,Irene Littleton,537,,
Gila,State Senate,8,REP,Alan Pease,348,,
Gila,State Senate,8,REP,Harold W. Vangilder,227,,
Pinal,State Senate,8,DEM,Barbara McGuire,7052,,
Pinal,State Senate,8,LBT,Kevin Sullivan,1,,TRUE
Pinal,State Senate,8,REP,Irene Littleton,4467,,
Pinal,State Senate,8,REP,Alan Pease,2004,,
Pinal,State Senate,8,REP,Harold W. Vangilder,2540,,
,State Senate,8,DEM,Barbara McGuire,8766,TRUE,
,State Senate,8,LBT,Kevin Sullivan,3,,TRUE
,State Senate,8,REP,Irene Littleton,5004,TRUE,
,State Senate,8,REP,Alan Pease,2352,,
,State Senate,8,REP,Harold W. Vangilder,2767,,
Pima,State Senate,9,DEM,Steve Farley,15735,,
,State Senate,9,DEM,Steve Farley,15735,TRUE,
Pima,State Senate,10,DEM,David Bradley,15261,,
Pima,State Senate,10,REP,Mark Morrison,15820,,
,State Senate,10,DEM,David Bradley,15261,TRUE,
,State Senate,10,REP,Mark Morrison,15820,TRUE,
Pima,State Senate,11,DEM,Jo Holt,7590,,
Pima,State Senate,11,REP,Scott Bartle,4573,,
Pima,State Senate,11,REP,Steve Smith,10415,,
Pinal,State Senate,11,DEM,Jo Holt,3611,,
Pinal,State Senate,11,REP,Scott Bartle,2290,,
Pinal,State Senate,11,REP,Steve Smith,5541,,
,State Senate,11,DEM,Jo Holt,11201,TRUE,
,State Senate,11,REP,Scott Bartle,6863,,
,State Senate,11,REP,Steve Smith,15956,TRUE,
Maricopa,State Senate,12,DEM,Scott Glover,5024,,
Maricopa,State Senate,12,REP,Andy Biggs,18488,,
Pinal,State Senate,12,DEM,Scott Glover,35,,
Pinal,State Senate,12,REP,Andy Biggs,165,,
,State Senate,12,DEM,Scott Glover,5059,TRUE,
,State Senate,12,REP,Andy Biggs,18653,TRUE,
Maricopa,State Senate,13,DEM,Terri Woodmansee,3842,,
Maricopa,State Senate,13,REP,Toby Farmer,4504,,
Maricopa,State Senate,13,REP,Don Shooter,7843,,
Yavapai,State Senate,13,DEM,Terri Woodmansee,0,,
Yavapai,State Senate,13,REP,Toby Farmer,0,,
Yavapai,State Senate,13,REP,Don Shooter,0,,
Yuma,State Senate,13,DEM,Terri Woodmansee,1990,,
Yuma,State Senate,13,REP,Toby Farmer,1942,,
Yuma,State Senate,13,REP,Don Shooter,3951,,
,State Senate,13,DEM,Terri Woodmansee,5832,TRUE,
,State Senate,13,REP,Toby Farmer,6446,,
,State Senate,13,REP,Don Shooter,11794,TRUE,
Cochise,State Senate,14,REP,Gail Griffin,12023,,
Graham,State Senate,14,REP,Gail Griffin,2801,,
Greenlee,State Senate,14,REP,Gail Griffin,432,,
Pima,State Senate,14,REP,Gail Griffin,4632,,
,State Senate,14,REP,Gail Griffin,19888,TRUE,
Maricopa,State Senate,15,REP,Nancy Barto,13585,,
Maricopa,State Senate,15,REP,David Ryan,8012,,
,State Senate,15,REP,Nancy Barto,13585,TRUE,
,State Senate,15,REP,David Ryan,8012,,
Maricopa,State Senate,16,DEM,Scott Prior,3831,,
Maricopa,State Senate,16,REP,David Christian Farnsworth,7170,,
Maricopa,State Senate,16,REP,Taylor McArthur,5415,,
Pinal,State Senate,16,DEM,Scott Prior,2483,,
Pinal,State Senate,16,REP,David Christian Farnsworth,3535,,
Pinal,State Senate,16,REP,Taylor McArthur,3182,,
,State Senate,16,DEM,Scott Prior,6314,TRUE,
,State Senate,16,REP,David Christian Farnsworth,10705,TRUE,
,State Senate,16,REP,Taylor McArthur,8597,,
Maricopa,State Senate,17,DEM,Kristie O'Brien,7415,,
Maricopa,State Senate,17,REP,Steve Yarbrough,17958,,
,State Senate,17,DEM,Kristie O'Brien,7415,TRUE,
,State Senate,17,REP,Steve Yarbrough,17958,TRUE,
Maricopa,State Senate,18,DEM,Janie Hydrick,10946,,
Maricopa,State Senate,18,REP,Jeff Dial,12886,,
Maricopa,State Senate,18,REP,Tom Morrissey,8659,,
,State Senate,18,DEM,Janie Hydrick,10946,TRUE,
,State Senate,18,REP,Jeff Dial,12886,TRUE,
,State Senate,18,REP,Tom Morrissey,8659,,
Maricopa,State Senate,19,DEM,Lupe Chavira Contreras,3106,,
Maricopa,State Senate,19,DEM,Angela Cotera,2696,,
Maricopa,State Senate,19,REP,Joseph 'Joe' Hobbs,189,,TRUE
,State Senate,19,DEM,Lupe Chavira Contreras,3106,TRUE,
,State Senate,19,DEM,Angela Cotera,2696,,
,State Senate,19,REP,Joseph 'Joe' Hobbs,189,TRUE,TRUE
Maricopa,State Senate,20,DEM,Patty Kennedy,7819,,
Maricopa,State Senate,20,REP,Kimberly Yee,15259,,
,State Senate,20,DEM,Patty Kennedy,7819,TRUE,
,State Senate,20,REP,Kimberly Yee,15259,TRUE,
Maricopa,State Senate,21,DEM,Carolyn Vasko,8371,,
Maricopa,State Senate,21,REP,Debbie Lesko,18195,,
,State Senate,21,DEM,Carolyn Vasko,8371,,
,State Senate,21,REP,Debbie Lesko,18195,,
Maricopa,State Senate,22,DEM,Archangel 'Arky' Muscato,8314,,
Maricopa,State Senate,22,REP,Judy M. Burges,25105,,
,State Senate,22,DEM,Archangel 'Arky' Muscato,8314,TRUE,
,State Senate,22,REP,Judy M. Burges,25105,TRUE,
Maricopa,State Senate,23,DEM,Paula Pennypacker,8720,,
Maricopa,State Senate,23,REP,John Kavanagh,17227,,
Maricopa,State Senate,23,REP,Jeff Schwartz,15075,,
,State Senate,23,DEM,Paula Pennypacker,8720,,
,State Senate,23,REP,John Kavanagh,17227,,
,State Senate,23,REP,Jeff Schwartz,15075,,
Maricopa,State Senate,24,DEM,Katie Hobbs,11117,,
Maricopa,State Senate,24,REP,Bill Follette,7285,,
,State Senate,24,DEM,Katie Hobbs,11117,TRUE,
,State Senate,24,REP,Bill Follette,7285,TRUE,
Maricopa,State Senate,25,DEM,Steven Zachary,6652,,
Maricopa,State Senate,25,REP,Ralph Heap,13827,,
Maricopa,State Senate,25,REP,Bob Worsley,15473,,
,State Senate,25,DEM,Steven Zachary,6652,TRUE,
,State Senate,25,REP,Ralph Heap,13827,,
,State Senate,25,REP,Bob Worsley,15473,TRUE,
Maricopa,State Senate,26,DEM,Ed Ableser,6127,,
,State Senate,26,DEM,Ed Ableser,6127,TRUE,
Maricopa,State Senate,27,DEM,Aaron Marquez,4733,,
Maricopa,State Senate,27,DEM,Catherine Miranda,5672,,
Maricopa,State Senate,27,REP,Natalie Taswell,151,,TRUE
,State Senate,27,DEM,Aaron Marquez,4733,,
,State Senate,27,DEM,Catherine Miranda,5672,TRUE,
,State Senate,27,REP,Natalie Taswell,151,TRUE,TRUE
Maricopa,State Senate,28,DEM,Kelli Butler,11051,,
Maricopa,State Senate,28,LBT,Jim Iannuzo,204,,
Maricopa,State Senate,28,REP,Adam Driggs,20913,,
,State Senate,28,DEM,Kelli Butler,11051,TRUE,
,State Senate,28,LBT,Jim Iannuzo,204,TRUE,
,State Senate,28,REP,Adam Driggs,20913,TRUE,
Maricopa,State Senate,29,DEM,Lydia Herna_ndez,3252,,
Maricopa,State Senate,29,DEM,Martin J. Quezada,3342,,
,State Senate,29,DEM,Lydia Herna_ndez,3252,,
,State Senate,29,DEM,Martin J. Quezada,3342,TRUE,
Maricopa,State Senate,30,DEM,Robert Meza,6225,,
Maricopa,State Senate,30,REP,Gary Cox,5059,,
,State Senate,30,DEM,Robert Meza,6225,TRUE,
,State Senate,30,REP,Gary Cox,5059,TRUE,
Maricopa,State Representative,1,DEM,Frank Cuccia,1668,,
Maricopa,State Representative,1,REP,Noel Campbell,3427,,
Maricopa,State Representative,1,REP,Sean Englund,1804,,
Maricopa,State Representative,1,REP,Karen Fann,3035,,
Maricopa,State Representative,1,REP,Linda Gray,3571,,
Yavapai,State Representative,1,DEM,Frank Cuccia,5594,,
Yavapai,State Representative,1,REP,Noel Campbell,12861,,
Yavapai,State Representative,1,REP,Sean Englund,3008,,
Yavapai,State Representative,1,REP,Karen Fann,16315,,
Yavapai,State Representative,1,REP,Linda Gray,9919,,
,State Representative,1,DEM,Frank Cuccia,7262,TRUE,
,State Representative,1,REP,Noel Campbell,16288,TRUE,
,State Representative,1,REP,Sean Englund,4812,,
,State Representative,1,REP,Karen Fann,19350,TRUE,
,State Representative,1,REP,Linda Gray,13490,,
Pima,State Representative,2,DEM,Demion Clinco,4987,,
Pima,State Representative,2,DEM,Rosanna Gabaldo_n,7039,,
Pima,State Representative,2,REP,John Christopher Ackerley,8167,,
Santa Cruz,State Representative,2,DEM,Demion Clinco,1606,,
Santa Cruz,State Representative,2,DEM,Rosanna Gabaldo_n,2883,,
Santa Cruz,State Representative,2,REP,John Christopher Ackerley,1262,,
,State Representative,2,DEM,Demion Clinco,6593,TRUE,
,State Representative,2,DEM,Rosanna Gabaldo_n,9922,TRUE,
,State Representative,2,REP,John Christopher Ackerley,9429,TRUE,
Pima,State Representative,3,DEM,Sally Ann Gonzales,9597,,
Pima,State Representative,3,DEM,Macario Saldate,8253,,
,State Representative,3,DEM,Sally Ann Gonzales,9597,TRUE,
,State Representative,3,DEM,Macario Saldate,8253,TRUE,
Maricopa,State Representative,4,DEM,Charlene Fernandez,1068,,
Maricopa,State Representative,4,DEM,Lisa Otondo,1214,,
Maricopa,State Representative,4,DEM,Jose Suarez,554,,
Maricopa,State Representative,4,REP,Richard Hopkins,2883,,
Pima,State Representative,4,DEM,Charlene Fernandez,1008,,
Pima,State Representative,4,DEM,Lisa Otondo,1122,,
Pima,State Representative,4,DEM,Jose Suarez,635,,
Pima,State Representative,4,REP,Richard Hopkins,753,,
Pinal,State Representative,4,DEM,Charlene Fernandez,26,,
Pinal,State Representative,4,DEM,Lisa Otondo,13,,
Pinal,State Representative,4,DEM,Jose Suarez,19,,
Pinal,State Representative,4,REP,Richard Hopkins,4,,
Yuma,State Representative,4,DEM,Charlene Fernandez,2395,,
Yuma,State Representative,4,DEM,Lisa Otondo,2207,,
Yuma,State Representative,4,DEM,Jose Suarez,1653,,
Yuma,State Representative,4,REP,Richard Hopkins,1995,,
,State Representative,4,DEM,Charlene Fernandez,4497,TRUE,
,State Representative,4,DEM,Lisa Otondo,4556,TRUE,
,State Representative,4,DEM,Jose Suarez,2861,,
,State Representative,4,REP,Richard Hopkins,5635,TRUE,
La Paz,State Representative,5,DEM,Joseph 'Joe' Longoria,294,,
La Paz,State Representative,5,DEM,Beth Weisser,338,,
La Paz,State Representative,5,REP,Sonny Borrelli,811,,
La Paz,State Representative,5,REP,Regina Cobb,432,,
La Paz,State Representative,5,REP,Jennifer Jones,569,,
La Paz,State Representative,5,REP,Sam Medrano,391,,
Mohave,State Representative,5,DEM,Joseph 'Joe' Longoria,3462,,
Mohave,State Representative,5,DEM,Beth Weisser,3842,,
Mohave,State Representative,5,REP,Sonny Borrelli,11475,,
Mohave,State Representative,5,REP,Regina Cobb,7127,,
Mohave,State Representative,5,REP,Jennifer Jones,4667,,
Mohave,State Representative,5,REP,Sam Medrano,5513,,
,State Representative,5,DEM,Joseph 'Joe' Longoria,3756,TRUE,
,State Representative,5,DEM,Beth Weisser,4180,TRUE,
,State Representative,5,REP,Sonny Borrelli,12286,TRUE,
,State Representative,5,REP,Regina Cobb,7559,TRUE,
