county,office,district,party,candidate,votes,winner,write-in
Cochise,U.S. House,2,REP,Martha McSally,8994,,
Cochise,U.S. House,2,REP,Chuck Wooten,3457,,
Pima,U.S. House,2,DEM,Ron Barber,41840,,
Pima,U.S. House,2,REP,Shelley Kais,4155,,
Pima,U.S. House,2,REP,Martha McSally,36498,,
Pima,U.S. House,2,REP,Chuck Wooten,11538,,
,U.S. House,2,DEM,Ron Barber,49039,TRUE,
,U.S. House,2,REP,Shelley Kais,5103,,
,U.S. House,2,REP,Martha McSally,45492,TRUE,
,U.S. House,2,REP,Chuck Wooten,14995,,
Maricopa,U.S. House,3,DEM,Raul Grijalva,6040,,
Maricopa,U.S. House,3,REP,Gabby Saucedo Mercer,7225,,
Pima,U.S. House,3,DEM,Raul Grijalva,15142,,
Pima,U.S. House,3,REP,Gabby Saucedo Mercer,7798,,
Pinal,U.S. House,3,DEM,Raul Grijalva,35,,
Pinal,U.S. House,3,REP,Gabby Saucedo Mercer,3,,
Santa Cruz,U.S. House,3,DEM,Raul Grijalva,3364,,
Santa Cruz,U.S. House,3,REP,Gabby Saucedo Mercer,1160,,
Yuma,U.S. House,3,DEM,Raul Grijalva,4177,,
Yuma,U.S. House,3,REP,Gabby Saucedo Mercer,2637,,
,U.S. House,3,DEM,Raul Grijalva,28758,TRUE,
,U.S. House,3,REP,Gabby Saucedo Mercer,18823,TRUE,
Gila,U.S. House,4,DEM,Mike Weisser,1243,,
Gila,U.S. House,4,LBT,Chris Rike,4,,TRUE
Gila,U.S. House,4,REP,Paul Gosar,4540,,
La Paz,U.S. House,4,DEM,Mike Weisser,398,,
La Paz,U.S. House,4,LBT,Chris Rike,1,,TRUE
La Paz,U.S. House,4,REP,Paul Gosar,1320,,
Maricopa,U.S. House,4,DEM,Mike Weisser,1210,,
Maricopa,U.S. House,4,LBT,Chris Rike,1,,TRUE
Maricopa,U.S. House,4,REP,Paul Gosar,4361,,
Mohave,U.S. House,4,DEM,Mike Weisser,4537,,
Mohave,U.S. House,4,LBT,Chris Rike,7,,TRUE
Mohave,U.S. House,4,REP,Paul Gosar,17894,,
Pinal,U.S. House,4,DEM,Mike Weisser,4061,,
Pinal,U.S. House,4,LBT,Chris Rike,1,,TRUE
Pinal,U.S. House,4,REP,Paul Gosar,9644,,
Yavapai,U.S. House,4,DEM,Mike Weisser,6646,,
Yavapai,U.S. House,4,LBT,Chris Rike,14,,TRUE
Yavapai,U.S. House,4,REP,Paul Gosar,23397,,
Yuma,U.S. House,4,DEM,Mike Weisser,1548,,
Yuma,U.S. House,4,LBT,Chris Rike,1,,TRUE
Yuma,U.S. House,4,REP,Paul Gosar,4198,,
,U.S. House,4,DEM,Mike Weisser,19643,TRUE,
,U.S. House,4,LBT,Chris Rike,29,TRUE,TRUE
,U.S. House,4,REP,Paul Gosar,65354,TRUE,
Maricopa,U.S. House,5,DEM,James Woods,20249,,
Maricopa,U.S. House,5,REP,Matt Salmon,71690,,
,U.S. House,5,DEM,James Woods,20249,TRUE,
,U.S. House,5,REP,Matt Salmon,71690,TRUE,
Maricopa,U.S. House,6,DEM,W. John Williamson,25306,,
Maricopa,U.S. House,6,REP,David Schweikert,69902,,
,U.S. House,6,DEM,W. John Williamson,25306,TRUE,
,U.S. House,6,REP,David Schweikert,69902,TRUE,
Maricopa,U.S. House,7,AEL,Rebecca DeWitt,4,,TRUE
Maricopa,U.S. House,7,DEM,Randy Camacho,2330,,
Maricopa,U.S. House,7,DEM,Ruben Gallego,14936,,
Maricopa,U.S. House,7,DEM,Jarrett Maupin,2199,,
Maricopa,U.S. House,7,DEM,Mary Rose Wilcox,11077,,
Maricopa,U.S. House,7,LBT,Joe Cobb,300,,
,U.S. House,7,AEL,Rebecca DeWitt,4,TRUE,TRUE
,U.S. House,7,DEM,Randy Camacho,2330,,
,U.S. House,7,DEM,Ruben Gallego,14936,TRUE,
,U.S. House,7,DEM,Jarrett Maupin,2199,,
,U.S. House,7,DEM,Mary Rose Wilcox,11077,,
,U.S. House,7,LBT,Joe Cobb,300,TRUE,
Maricopa,U.S. House,8,AEL,Stephen Dolgos,2,,TRUE
Maricopa,U.S. House,8,REP,Trent Franks,53771,,
Maricopa,U.S. House,8,REP,Clair Van Steenwyk,19629,,
,U.S. House,8,AEL,Stephen Dolgos,2,TRUE,TRUE
,U.S. House,8,REP,Trent Franks,53771,TRUE,
,U.S. House,8,REP,Clair Van Steenwyk,19629,,
Maricopa,U.S. House,9,DEM,Kyrsten Sinema,31900,,
Maricopa,U.S. House,9,LBT,Powell Gammill,52,,TRUE
Maricopa,U.S. House,9,REP,Wendy Rogers,30484,,
Maricopa,U.S. House,9,REP,Andrew Walter,19808,,
,U.S. House,9,DEM,Kyrsten Sinema,31900,TRUE,
,U.S. House,9,LBT,Powell Gammill,52,TRUE,TRUE
,U.S. House,9,REP,Wendy Rogers,30484,TRUE,
,U.S. House,9,REP,Andrew Walter,19808,,
Apache,Governor,,AEL,John Lewis Mealer,45,,
Apache,Governor,,AEL,Janelle Wood,0,,TRUE
Apache,Governor,,DEM,Fred DuVal,9345,,
Apache,Governor,,LBT,Barry J. Hess,43,,
Apache,Governor,,REP,Mike Aloisi,3,,TRUE
Apache,Governor,,REP,Ken Bennett,427,,
Apache,Governor,,REP,Doug Ducey,984,,
Apache,Governor,,REP,Christine Jones,1054,,
Apache,Governor,,REP,Alice Lukasik,0,,TRUE
Apache,Governor,,REP,Frank Riggs,269,,
Apache,Governor,,REP,Scott Smith,568,,
Apache,Governor,,REP,Andrew P. Thomas,347,,
Cochise,Governor,,AEL,John Lewis Mealer,10,,
Cochise,Governor,,AEL,Janelle Wood,3,,TRUE
Cochise,Governor,,DEM,Fred DuVal,6505,,
Cochise,Governor,,LBT,Barry J. Hess,91,,
Cochise,Governor,,REP,Mike Aloisi,0,,TRUE
Cochise,Governor,,REP,Ken Bennett,1183,,
Cochise,Governor,,REP,Doug Ducey,6166,,
Cochise,Governor,,REP,Christine Jones,2901,,
Cochise,Governor,,REP,Alice Lukasik,2,,TRUE
Cochise,Governor,,REP,Frank Riggs,839,,
Cochise,Governor,,REP,Scott Smith,1908,,
Cochise,Governor,,REP,Andrew P. Thomas,700,,
Coconino,Governor,,AEL,John Lewis Mealer,24,,
Coconino,Governor,,AEL,Janelle Wood,2,,TRUE
Coconino,Governor,,DEM,Fred DuVal,10053,,
Coconino,Governor,,LBT,Barry J. Hess,136,,
Coconino,Governor,,REP,Mike Aloisi,0,,TRUE
Coconino,Governor,,REP,Ken Bennett,1310,,
Coconino,Governor,,REP,Doug Ducey,2898,,
Coconino,Governor,,REP,Christine Jones,1934,,
Coconino,Governor,,REP,Alice Lukasik,0,,TRUE
Coconino,Governor,,REP,Frank Riggs,534,,
Coconino,Governor,,REP,Scott Smith,1241,,
Coconino,Governor,,REP,Andrew P. Thomas,601,,
Gila,Governor,,AEL,John Lewis Mealer,16,,
Gila,Governor,,AEL,Janelle Wood,0,,TRUE
Gila,Governor,,DEM,Fred DuVal,3124,,
Gila,Governor,,LBT,Barry J. Hess,34,,
Gila,Governor,,REP,Mike Aloisi,0,,TRUE
Gila,Governor,,REP,Ken Bennett,813,,
Gila,Governor,,REP,Doug Ducey,2456,,
Gila,Governor,,REP,Christine Jones,1403,,
Gila,Governor,,REP,Alice Lukasik,0,,TRUE
Gila,Governor,,REP,Frank Riggs,495,,
Gila,Governor,,REP,Scott Smith,1161,,
Gila,Governor,,REP,Andrew P. Thomas,625,,
Graham,Governor,,AEL,John Lewis Mealer,5,,
Graham,Governor,,AEL,Janelle Wood,0,,TRUE
Graham,Governor,,DEM,Fred DuVal,1187,,
Graham,Governor,,LBT,Barry J. Hess,9,,
Graham,Governor,,REP,Mike Aloisi,0,,TRUE
Graham,Governor,,REP,Ken Bennett,465,,
Graham,Governor,,REP,Doug Ducey,1140,,
Graham,Governor,,REP,Christine Jones,553,,
Graham,Governor,,REP,Alice Lukasik,0,,TRUE
Graham,Governor,,REP,Frank Riggs,221,,
Graham,Governor,,REP,Scott Smith,702,,
Graham,Governor,,REP,Andrew P. Thomas,254,,
Greenlee,Governor,,AEL,John Lewis Mealer,0,,
Greenlee,Governor,,AEL,Janelle Wood,0,,TRUE
Greenlee,Governor,,DEM,Fred DuVal,620,,
Greenlee,Governor,,LBT,Barry J. Hess,3,,
Greenlee,Governor,,REP,Mike Aloisi,0,,TRUE
Greenlee,Governor,,REP,Ken Bennett,77,,
Greenlee,Governor,,REP,Doug Ducey,158,,
Greenlee,Governor,,REP,Christine Jones,134,,
Greenlee,Governor,,REP,Alice Lukasik,0,,TRUE
Greenlee,Governor,,REP,Frank Riggs,48,,
Greenlee,Governor,,REP,Scott Smith,62,,
Greenlee,Governor,,REP,Andrew P. Thomas,36,,
La Paz,Governor,,AEL,John Lewis Mealer,2,,
La Paz,Governor,,AEL,Janelle Wood,1,,TRUE
La Paz,Governor,,DEM,Fred DuVal,411,,
La Paz,Governor,,LBT,Barry J. Hess,9,,
La Paz,Governor,,REP,Mike Aloisi,0,,TRUE
La Paz,Governor,,REP,Ken Bennett,189,,
La Paz,Governor,,REP,Doug Ducey,640,,
La Paz,Governor,,REP,Christine Jones,472,,
La Paz,Governor,,REP,Alice Lukasik,0,,TRUE
La Paz,Governor,,REP,Frank Riggs,95,,
La Paz,Governor,,REP,Scott Smith,176,,
La Paz,Governor,,REP,Andrew P. Thomas,130,,
Maricopa,Governor,,AEL,John Lewis Mealer,391,,
Maricopa,Governor,,AEL,Janelle Wood,23,,TRUE
Maricopa,Governor,,DEM,Fred DuVal,136868,,
Maricopa,Governor,,LBT,Barry J. Hess,2385,,
Maricopa,Governor,,REP,Mike Aloisi,15,,TRUE
Maricopa,Governor,,REP,Ken Bennett,34731,,
Maricopa,Governor,,REP,Doug Ducey,117548,,
Maricopa,Governor,,REP,Christine Jones,47263,,
Maricopa,Governor,,REP,Alice Lukasik,14,,TRUE
Maricopa,Governor,,REP,Frank Riggs,11969,,
Maricopa,Governor,,REP,Scott Smith,84421,,
Maricopa,Governor,,REP,Andrew P. Thomas,30112,,
Mohave,Governor,,AEL,John Lewis Mealer,40,,
Mohave,Governor,,AEL,Janelle Wood,2,,TRUE
Mohave,Governor,,DEM,Fred DuVal,4768,,
Mohave,Governor,,LBT,Barry J. Hess,153,,
Mohave,Governor,,REP,Mike Aloisi,1,,TRUE
Mohave,Governor,,REP,Ken Bennett,1844,,
Mohave,Governor,,REP,Doug Ducey,9363,,
Mohave,Governor,,REP,Christine Jones,5449,,
Mohave,Governor,,REP,Alice Lukasik,1,,TRUE
Mohave,Governor,,REP,Frank Riggs,982,,
Mohave,Governor,,REP,Scott Smith,2457,,
Mohave,Governor,,REP,Andrew P. Thomas,1551,,
Navajo,Governor,,AEL,John Lewis Mealer,55,,
Navajo,Governor,,AEL,Janelle Wood,3,,TRUE
Navajo,Governor,,DEM,Fred DuVal,6722,,
Navajo,Governor,,LBT,Barry J. Hess,75,,
Navajo,Governor,,REP,Mike Aloisi,1,,TRUE
Navajo,Governor,,REP,Ken Bennett,927,,
Navajo,Governor,,REP,Doug Ducey,2962,,
Navajo,Governor,,REP,Christine Jones,1706,,
Navajo,Governor,,REP,Alice Lukasik,0,,TRUE
Navajo,Governor,,REP,Frank Riggs,573,,
Navajo,Governor,,REP,Scott Smith,1554,,
Navajo,Governor,,REP,Andrew P. Thomas,740,,
Pima,Governor,,AEL,John Lewis Mealer,17,,
Pima,Governor,,AEL,Janelle Wood,4,,TRUE
Pima,Governor,,DEM,Fred DuVal,61646,,
Pima,Governor,,LBT,Barry J. Hess,625,,
Pima,Governor,,REP,Mike Aloisi,5,,TRUE
Pima,Governor,,REP,Ken Bennett,6515,,
Pima,Governor,,REP,Doug Ducey,33624,,
Pima,Governor,,REP,Christine Jones,13669,,
Pima,Governor,,REP,Alice Lukasik,5,,TRUE
Pima,Governor,,REP,Frank Riggs,4471,,
Pima,Governor,,REP,Scott Smith,14570,,
Pima,Governor,,REP,Andrew P. Thomas,3338,,
Pinal,Governor,,AEL,John Lewis Mealer,47,,
Pinal,Governor,,AEL,Janelle Wood,0,,TRUE
Pinal,Governor,,DEM,Fred DuVal,12831,,
Pinal,Governor,,LBT,Barry J. Hess,161,,
Pinal,Governor,,REP,Mike Aloisi,0,,TRUE
Pinal,Governor,,REP,Ken Bennett,2644,,
Pinal,Governor,,REP,Doug Ducey,9289,,
Pinal,Governor,,REP,Christine Jones,5357,,
Pinal,Governor,,REP,Alice Lukasik,0,,TRUE
Pinal,Governor,,REP,Frank Riggs,1436,,
Pinal,Governor,,REP,Scott Smith,4689,,
Pinal,Governor,,REP,Andrew P. Thomas,1848,,
Santa Cruz,Governor,,AEL,John Lewis Mealer,5,,
Santa Cruz,Governor,,AEL,Janelle Wood,0,,TRUE
Santa Cruz,Governor,,DEM,Fred DuVal,2932,,
Santa Cruz,Governor,,LBT,Barry J. Hess,10,,
Santa Cruz,Governor,,REP,Mike Aloisi,0,,TRUE
Santa Cruz,Governor,,REP,Ken Bennett,148,,
Santa Cruz,Governor,,REP,Doug Ducey,804,,
Santa Cruz,Governor,,REP,Christine Jones,239,,
Santa Cruz,Governor,,REP,Alice Lukasik,0,,TRUE
Santa Cruz,Governor,,REP,Frank Riggs,78,,
Santa Cruz,Governor,,REP,Scott Smith,246,,
Santa Cruz,Governor,,REP,Andrew P. Thomas,75,,
Yavapai,Governor,,AEL,John Lewis Mealer,43,,
Yavapai,Governor,,AEL,Janelle Wood,0,,TRUE
Yavapai,Governor,,DEM,Fred DuVal,9104,,
Yavapai,Governor,,LBT,Barry J. Hess,177,,
Yavapai,Governor,,REP,Mike Aloisi,2,,TRUE
Yavapai,Governor,,REP,Ken Bennett,9701,,
Yavapai,Governor,,REP,Doug Ducey,10302,,
Yavapai,Governor,,REP,Christine Jones,5474,,
Yavapai,Governor,,REP,Alice Lukasik,4,,TRUE
Yavapai,Governor,,REP,Frank Riggs,1687,,
Yavapai,Governor,,REP,Scott Smith,3636,,
Yavapai,Governor,,REP,Andrew P. Thomas,2756,,
Yuma,Governor,,AEL,John Lewis Mealer,22,,
Yuma,Governor,,AEL,Janelle Wood,0,,TRUE
Yuma,Governor,,DEM,Fred DuVal,5160,,
Yuma,Governor,,LBT,Barry J. Hess,68,,
Yuma,Governor,,REP,Mike Aloisi,0,,TRUE
Yuma,Governor,,REP,Ken Bennett,1036,,
Yuma,Governor,,REP,Doug Ducey,2273,,
Yuma,Governor,,REP,Christine Jones,2314,,
Yuma,Governor,,REP,Alice Lukasik,1,,TRUE
Yuma,Governor,,REP,Frank Riggs,471,,
Yuma,Governor,,REP,Scott Smith,1716,,
Yuma,Governor,,REP,Andrew P. Thomas,709,,
,Governor,,AEL,John Lewis Mealer,722,TRUE,
,Governor,,AEL,Janelle Wood,38,,TRUE
,Governor,,DEM,Fred DuVal,271276,TRUE,
,Governor,,LBT,Barry J. Hess,3979,TRUE,
,Governor,,REP,Mike Aloisi,27,,TRUE
,Governor,,REP,Ken Bennett,62010,,
,Governor,,REP,Doug Ducey,200607,TRUE,
,Governor,,REP,Christine Jones,89922,,
,Governor,,REP,Alice Lukasik,27,,TRUE
,Governor,,REP,Frank Riggs,24168,,
,Governor,,REP,Scott Smith,119107,,
,Governor,,REP,Andrew P. Thomas,43822,,
Apache,Secretary of State,,DEM,Terry Goddard,11117,,
Apache,Secretary of State,,REP,Wil Cardon,822,,
Apache,Secretary of State,,REP,Justin Pierce,1248,,
Apache,Secretary of State,,REP,Michele Reagan,1354,,
Cochise,Secretary of State,,DEM,Terry Goddard,6883,,
Cochise,Secretary of State,,REP,Wil Cardon,3021,,
Cochise,Secretary of State,,REP,Justin Pierce,4936,,
Cochise,Secretary of State,,REP,Michele Reagan,4854,,
Coconino,Secretary of State,,DEM,Terry Goddard,10712,,
Coconino,Secretary of State,,REP,Wil Cardon,2078,,
Coconino,Secretary of State,,REP,Justin Pierce,2281,,
Coconino,Secretary of State,,REP,Michele Reagan,3502,,
Gila,Secretary of State,,DEM,Terry Goddard,3512,,
Gila,Secretary of State,,REP,Wil Cardon,1420,,
Gila,Secretary of State,,REP,Justin Pierce,2390,,
Gila,Secretary of State,,REP,Michele Reagan,2646,,
Graham,Secretary of State,,DEM,Terry Goddard,1297,,
Graham,Secretary of State,,REP,Wil Cardon,711,,
Graham,Secretary of State,,REP,Justin Pierce,1459,,
Graham,Secretary of State,,REP,Michele Reagan,967,,
Greenlee,Secretary of State,,DEM,Terry Goddard,676,,
Greenlee,Secretary of State,,REP,Wil Cardon,107,,
Greenlee,Secretary of State,,REP,Justin Pierce,209,,
Greenlee,Secretary of State,,REP,Michele Reagan,178,,
La Paz,Secretary of State,,DEM,Terry Goddard,470,,
La Paz,Secretary of State,,REP,Wil Cardon,340,,
La Paz,Secretary of State,,REP,Justin Pierce,464,,
La Paz,Secretary of State,,REP,Michele Reagan,745,,
Maricopa,Secretary of State,,DEM,Terry Goddard,146585,,
Maricopa,Secretary of State,,REP,Wil Cardon,62374,,
Maricopa,Secretary of State,,REP,Justin Pierce,102596,,
Maricopa,Secretary of State,,REP,Michele Reagan,139015,,
Mohave,Secretary of State,,DEM,Terry Goddard,5157,,
Mohave,Secretary of State,,REP,Wil Cardon,4434,,
Mohave,Secretary of State,,REP,Justin Pierce,7265,,
Mohave,Secretary of State,,REP,Michele Reagan,8057,,
Navajo,Secretary of State,,DEM,Terry Goddard,7254,,
Navajo,Secretary of State,,REP,Wil Cardon,2004,,
Navajo,Secretary of State,,REP,Justin Pierce,3161,,
Navajo,Secretary of State,,REP,Michele Reagan,2839,,
Pima,Secretary of State,,DEM,Terry Goddard,64050,,
Pima,Secretary of State,,REP,Wil Cardon,19093,,
Pima,Secretary of State,,REP,Justin Pierce,25383,,
Pima,Secretary of State,,REP,Michele Reagan,27160,,
Pinal,Secretary of State,,DEM,Terry Goddard,13645,,
Pinal,Secretary of State,,REP,Wil Cardon,6337,,
Pinal,Secretary of State,,REP,Justin Pierce,7626,,
Pinal,Secretary of State,,REP,Michele Reagan,10054,,
Santa Cruz,Secretary of State,,DEM,Terry Goddard,3193,,
Santa Cruz,Secretary of State,,REP,Wil Cardon,393,,
Santa Cruz,Secretary of State,,REP,Justin Pierce,557,,
Santa Cruz,Secretary of State,,REP,Michele Reagan,565,,
Yavapai,Secretary of State,,DEM,Terry Goddard,9648,,
Yavapai,Secretary of State,,REP,Wil Cardon,6831,,
Yavapai,Secretary of State,,REP,Justin Pierce,11237,,
Yavapai,Secretary of State,,REP,Michele Reagan,12743,,
Yuma,Secretary of State,,DEM,Terry Goddard,5597,,
Yuma,Secretary of State,,REP,Wil Cardon,1479,,
Yuma,Secretary of State,,REP,Justin Pierce,3610,,
Yuma,Secretary of State,,REP,Michele Reagan,3062,,
,Secretary of State,,DEM,Terry Goddard,289796,TRUE,
,Secretary of State,,REP,Wil Cardon,111444,,
,Secretary of State,,REP,Justin Pierce,174422,,
,Secretary of State,,REP,Michele Reagan,217741,TRUE,
Apache,Attorney General,,DEM,Felecia Rotellini,10743,,
Apache,Attorney General,,REP,Mark Brnovich,1307,,
Apache,Attorney General,,REP,Tom Horne,2225,,
Cochise,Attorney General,,DEM,Felecia Rotellini,6523,,
Cochise,Attorney General,,REP,Mark Brnovich,5056,,
Cochise,Attorney General,,REP,Tom Horne,8177,,
Coconino,Attorney General,,DEM,Felecia Rotellini,10094,,
Coconino,Attorney General,,REP,Mark Brnovich,4230,,
Coconino,Attorney General,,REP,Tom Horne,3893,,
Gila,Attorney General,,DEM,Felecia Rotellini,3256,,
Gila,Attorney General,,REP,Mark Brnovich,3416,,
Gila,Attorney General,,REP,Tom Horne,3276,,
Graham,Attorney General,,DEM,Felecia Rotellini,1207,,
Graham,Attorney General,,REP,Mark Brnovich,1370,,
Graham,Attorney General,,REP,Tom Horne,1786,,
Greenlee,Attorney General,,DEM,Felecia Rotellini,646,,
Greenlee,Attorney General,,REP,Mark Brnovich,220,,
Greenlee,Attorney General,,REP,Tom Horne,282,,
La Paz,Attorney General,,DEM,Felecia Rotellini,424,,
La Paz,Attorney General,,REP,Mark Brnovich,639,,
La Paz,Attorney General,,REP,Tom Horne,963,,
Maricopa,Attorney General,,DEM,Felecia Rotellini,139734,,
Maricopa,Attorney General,,REP,Mark Brnovich,188094,,
Maricopa,Attorney General,,REP,Tom Horne,126393,,
Mohave,Attorney General,,DEM,Felecia Rotellini,4852,,
Mohave,Attorney General,,REP,Mark Brnovich,7169,,
Mohave,Attorney General,,REP,Tom Horne,13431,,
Navajo,Attorney General,,DEM,Felecia Rotellini,7199,,
Navajo,Attorney General,,REP,Mark Brnovich,3840,,
Navajo,Attorney General,,REP,Tom Horne,4359,,
Pima,Attorney General,,DEM,Felecia Rotellini,62092,,
Pima,Attorney General,,REP,Mark Brnovich,32745,,
Pima,Attorney General,,REP,Tom Horne,41554,,
Pinal,Attorney General,,DEM,Felecia Rotellini,13244,,
Pinal,Attorney General,,REP,Mark Brnovich,11889,,
Pinal,Attorney General,,REP,Tom Horne,12679,,
Santa Cruz,Attorney General,,DEM,Felecia Rotellini,2987,,
Santa Cruz,Attorney General,,REP,Mark Brnovich,689,,
Santa Cruz,Attorney General,,REP,Tom Horne,881,,
Yavapai,Attorney General,,DEM,Felecia Rotellini,9296,,
Yavapai,Attorney General,,REP,Mark Brnovich,16551,,
Yavapai,Attorney General,,REP,Tom Horne,15336,,
Yuma,Attorney General,,DEM,Felecia Rotellini,5392,,
Yuma,Attorney General,,REP,Mark Brnovich,2640,,
Yuma,Attorney General,,REP,Tom Horne,5623,,
,Attorney General,,DEM,Felecia Rotellini,277689,TRUE,
,Attorney General,,REP,Mark Brnovich,279855,TRUE,
,Attorney General,,REP,Tom Horne,240858,,
Apache,State Treasurer,,DEM,Gerard Davis,243,,TRUE
Apache,State Treasurer,,REP,Jeff DeWit,1939,,
Apache,State Treasurer,,REP,Hugh Hallman,778,,
Apache,State Treasurer,,REP,Randy Pullen,631,,
Cochise,State Treasurer,,DEM,Gerard Davis,37,,TRUE
Cochise,State Treasurer,,REP,Jeff DeWit,6079,,
Cochise,State Treasurer,,REP,Hugh Hallman,3143,,
Cochise,State Treasurer,,REP,Randy Pullen,3127,,
Coconino,State Treasurer,,DEM,Gerard Davis,174,,TRUE
Coconino,State Treasurer,,REP,Jeff DeWit,3492,,
Coconino,State Treasurer,,REP,Hugh Hallman,2349,,
Coconino,State Treasurer,,REP,Randy Pullen,1544,,
Gila,State Treasurer,,DEM,Gerard Davis,49,,TRUE
Gila,State Treasurer,,REP,Jeff DeWit,2979,,
Gila,State Treasurer,,REP,Hugh Hallman,1799,,
Gila,State Treasurer,,REP,Randy Pullen,1291,,
Graham,State Treasurer,,DEM,Gerard Davis,0,,TRUE
Graham,State Treasurer,,REP,Jeff DeWit,1712,,
Graham,State Treasurer,,REP,Hugh Hallman,620,,
Graham,State Treasurer,,REP,Randy Pullen,604,,
Greenlee,State Treasurer,,DEM,Gerard Davis,5,,TRUE
Greenlee,State Treasurer,,REP,Jeff DeWit,242,,
Greenlee,State Treasurer,,REP,Hugh Hallman,104,,
Greenlee,State Treasurer,,REP,Randy Pullen,108,,
La Paz,State Treasurer,,DEM,Gerard Davis,3,,TRUE
La Paz,State Treasurer,,REP,Jeff DeWit,769,,
La Paz,State Treasurer,,REP,Hugh Hallman,356,,
La Paz,State Treasurer,,REP,Randy Pullen,343,,
Maricopa,State Treasurer,,DEM,Gerard Davis,1041,,TRUE
Maricopa,State Treasurer,,REP,Jeff DeWit,121587,,
Maricopa,State Treasurer,,REP,Hugh Hallman,100857,,
Maricopa,State Treasurer,,REP,Randy Pullen,66834,,
Mohave,State Treasurer,,DEM,Gerard Davis,48,,TRUE
Mohave,State Treasurer,,REP,Jeff DeWit,9481,,
Mohave,State Treasurer,,REP,Hugh Hallman,4570,,
Mohave,State Treasurer,,REP,Randy Pullen,4608,,
Navajo,State Treasurer,,DEM,Gerard Davis,166,,TRUE
Navajo,State Treasurer,,REP,Jeff DeWit,4380,,
Navajo,State Treasurer,,REP,Hugh Hallman,1889,,
Navajo,State Treasurer,,REP,Randy Pullen,1382,,
Pima,State Treasurer,,DEM,Gerard Davis,728,,TRUE
Pima,State Treasurer,,REP,Jeff DeWit,33596,,
Pima,State Treasurer,,REP,Hugh Hallman,20792,,
Pima,State Treasurer,,REP,Randy Pullen,14099,,
Pinal,State Treasurer,,DEM,Gerard Davis,160,,TRUE
Pinal,State Treasurer,,REP,Jeff DeWit,11419,,
Pinal,State Treasurer,,REP,Hugh Hallman,6875,,
Pinal,State Treasurer,,REP,Randy Pullen,4881,,
Santa Cruz,State Treasurer,,DEM,Gerard Davis,16,,TRUE
Santa Cruz,State Treasurer,,REP,Jeff DeWit,756,,
