contest,choice,precinct_id,vote_total,early_votes,polling_place_votes,late_early_votes,provisional_votes,party_name,contest_name,choice_name,precinct_designation,precinct_designation,precinct_name,votes_allowed,referendum_flag
0,0,0,1400,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,KEARNY,0,,
0,0,0,632,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,DUDLEYVILLE,0,,
0,0,0,1813,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,SAN MANUEL,0,,
0,0,0,1004,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,MAMMOTH,0,,
0,0,0,1475,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,ORACLE,0,,
0,0,0,2624,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,SADDLEBROOKE WEST,0,,
0,0,0,1696,0,0,0,0,,Registered Voters,REGISTERED VOTERS,0,ARIZONA CITY,0,,
0,0,1,1787,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,TOLTEC SOUTH,0,,
0,0,1,251,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,PICACHO,0,,
0,0,1,1026,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,ELOY,0,,
0,0,1,1551,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,TOLTEC,0,,
0,0,1,1051,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,ELOY SOUTH,0,,
0,0,1,2387,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,SADDLEBROOKE EAST,0,,
0,0,1,1416,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,RED ROCK,0,,
0,0,1,1300,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,COOLIDGE NE,0,,
0,0,1,2506,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,COOLIDGE NW,0,,
0,0,1,1392,0,0,0,0,,Registered Voters,REGISTERED VOTERS,1,COOLIDGE SOUTH,0,,
0,0,2,740,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,RANDOLPH,0,,
0,0,2,805,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,CENTRAL ARIZONA COLLEGE,0,,
0,0,2,661,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,ELEVEN MILE CORNER,0,,
0,0,2,1286,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,FLORENCE NORTH,0,,
0,0,2,1401,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,FLORENCE SOUTH,0,,
0,0,2,1173,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,CACTUS FOREST,0,,
0,0,2,2318,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,JOHNSON RANCH,0,,
0,0,2,3572,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,POSTON BUTTE,0,,
0,0,2,2384,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,QUEEN CREEK,0,,
0,0,2,850,0,0,0,0,,Registered Voters,REGISTERED VOTERS,2,SACATON,0,,
0,0,3,2007,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,MARICOPA,0,,
0,0,3,411,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,STANFIELD,0,,
0,0,3,1383,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE NORTH,0,,
0,0,3,1376,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE N CENTRAL,0,,
0,0,3,1577,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE S CENTRAL,0,,
0,0,3,1376,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE NE,0,,
0,0,3,1439,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE SE,0,,
0,0,3,2214,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE NW,0,,
0,0,3,1105,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE SW,0,,
0,0,3,1856,0,0,0,0,,Registered Voters,REGISTERED VOTERS,3,CASA GRANDE RANCHO GRANDE,0,,
0,0,4,2072,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT SUPERSTITION,0,,
0,0,4,1744,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,CASA GRANDE INTERCHANGE,0,,
0,0,4,1449,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT NW,0,,
0,0,4,2029,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT SW,0,,
0,0,4,2380,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT SE,0,,
0,0,4,1885,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT NE,0,,
0,0,4,1740,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT EAST,0,,
0,0,4,1769,0,0,0,0,,Registered Voters,REGISTERED VOTERS,4,APACHE JCT CENTRAL,0,,
