precinct_id,precinct_name,race_id,race,candidate_id,candidate,party,vote_type_id,vote_type,count
1001,01 NOGALES 1,999999,Race Statistics,999999,Number of Precincts,NP,10,Polling,1
1001,01 NOGALES 1,999999,Race Statistics,999999,Number of Precincts,NP,20,Early,1
1001,01 NOGALES 1,999999,Race Statistics,999999,Number of Precincts,NP,30,Provisional,1
1001,01 NOGALES 1,999999,Race Statistics,999999,Number of Precincts,NP,999999,Total,1
1001,01 NOGALES 1,999999,Race Statistics,999998,Number of Precincts Reporting,NP,10,Polling,1
1001,01 NOGALES 1,999999,Race Statistics,999998,Number of Precincts Reporting,NP,20,Early,1
1001,01 NOGALES 1,999999,Race Statistics,999998,Number of Precincts Reporting,NP,30,Provisional,1
1001,01 NOGALES 1,999999,Race Statistics,999998,Number of Precincts Reporting,NP,999999,Total,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999999,Number of Precincts for Race,NP,10,Polling,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999999,Number of Precincts for Race,NP,20,Early,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999999,Number of Precincts for Race,NP,30,Provisional,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999999,Number of Precincts for Race,NP,999999,Total,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999998,Number of Precincts Reporting,NP,10,Polling,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999998,Number of Precincts Reporting,NP,20,Early,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999998,Number of Precincts Reporting,NP,30,Provisional,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999998,Number of Precincts Reporting,NP,999999,Total,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999997,Registered Voters,NP,10,Polling,0
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999997,Registered Voters,NP,20,Early,0
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999997,Registered Voters,NP,30,Provisional,0
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999997,Registered Voters,NP,999999,Total,552
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999996,Times Counted,NP,10,Polling,77
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999996,Times Counted,NP,20,Early,131
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999996,Times Counted,NP,30,Provisional,15
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999996,Times Counted,NP,999999,Total,223
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999995,Times Blank Voted,NP,10,Polling,5
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999995,Times Blank Voted,NP,20,Early,1
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999995,Times Blank Voted,NP,30,Provisional,0
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999995,Times Blank Voted,NP,999999,Total,6
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999994,Times Over Voted,NP,10,Polling,0
1001,01 NOGALES 1,160,U.S. REP. IN CONGRESS - DIST. 3,999994,Times Over Voted,NP,20,Early,0
