county,office,district,party,candidate,votes,winner,write-in,notes
Pinal,U.S. Senate,,REP,Jon Kyl,30379,,,
Santa Cruz,U.S. Senate,,REP,Jon Kyl,3067,,,
Yavapai,U.S. Senate,,REP,Jon Kyl,43219,,,
Yuma,U.S. Senate,,REP,Jon Kyl,15497,,,
,U.S. Senate,,REP,Jon Kyl,814398,True,,
Apache,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Cochise,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Coconino,U.S. Senate,,Write-In,Stephen Baker,1,,True,
Gila,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Graham,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Greenlee,U.S. Senate,,Write-In,Stephen Baker,0,,True,
La Paz,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Maricopa,U.S. Senate,,Write-In,Stephen Baker,2,,True,
Mohave,U.S. Senate,,Write-In,Stephen Baker,1,,True,
Navajo,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Pima,U.S. Senate,,Write-In,Stephen Baker,3,,True,
Pinal,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Santa Cruz,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Yavapai,U.S. Senate,,Write-In,Stephen Baker,0,,True,
Yuma,U.S. Senate,,Write-In,Stephen Baker,0,,True,
,U.S. Senate,,Write-In,Stephen Baker,7,,True,
Apache,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Cochise,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Coconino,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Gila,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Graham,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Greenlee,U.S. Senate,,Write-In,Ray Caplette,0,,True,
La Paz,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Maricopa,U.S. Senate,,Write-In,Ray Caplette,2,,True,
Mohave,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Navajo,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Pima,U.S. Senate,,Write-In,Ray Caplette,1,,True,
Pinal,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Santa Cruz,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Yavapai,U.S. Senate,,Write-In,Ray Caplette,0,,True,
Yuma,U.S. Senate,,Write-In,Ray Caplette,2,,True,
,U.S. Senate,,Write-In,Ray Caplette,5,,True,
Apache,U.S. House,1,DEM,Ellen Simon,9276,,,
Coconino,U.S. House,1,DEM,Ellen Simon,20737,,,
Gila,U.S. House,1,DEM,Ellen Simon,6432,,,
Graham,U.S. House,1,DEM,Ellen Simon,2182,,,
Greenlee,U.S. House,1,DEM,Ellen Simon,935,,,
Navajo,U.S. House,1,DEM,Ellen Simon,10098,,,
Pinal,U.S. House,1,DEM,Ellen Simon,11113,,,
Yavapai,U.S. House,1,DEM,Ellen Simon,27918,,,
,U.S. House,1,DEM,Ellen Simon,88691,,,
Apache,U.S. House,1,LBT,David Schlosser,563,,,
Coconino,U.S. House,1,LBT,David Schlosser,1899,,,
Gila,U.S. House,1,LBT,David Schlosser,709,,,
Graham,U.S. House,1,LBT,David Schlosser,266,,,
Greenlee,U.S. House,1,LBT,David Schlosser,73,,,
Navajo,U.S. House,1,LBT,David Schlosser,1096,,,
Pinal,U.S. House,1,LBT,David Schlosser,991,,,
Yavapai,U.S. House,1,LBT,David Schlosser,4205,,,
,U.S. House,1,LBT,David Schlosser,9802,,,
Apache,U.S. House,1,REP,Rick Renzi,8967,,,
Coconino,U.S. House,1,REP,Rick Renzi,15124,,,
Gila,U.S. House,1,REP,Rick Renzi,9396,,,
Graham,U.S. House,1,REP,Rick Renzi,5359,,,
Greenlee,U.S. House,1,REP,Rick Renzi,1097,,,
Navajo,U.S. House,1,REP,Rick Renzi,14741,,,
Pinal,U.S. House,1,REP,Rick Renzi,11312,,,
Yavapai,U.S. House,1,REP,Rick Renzi,39650,,,
,U.S. House,1,REP,Rick Renzi,105646,True,,
Coconino,U.S. House,2,DEM,John Thrasher,124,,,
La Paz,U.S. House,2,DEM,John Thrasher,8,,,
Maricopa,U.S. House,2,DEM,John Thrasher,72780,,,
Mohave,U.S. House,2,DEM,John Thrasher,16323,,,
Navajo,U.S. House,2,DEM,John Thrasher,436,,,
Yavapai,U.S. House,2,DEM,John Thrasher,0,,,
,U.S. House,2,DEM,John Thrasher,89671,,,
Coconino,U.S. House,2,LBT,Powell Gammill,8,,,
La Paz,U.S. House,2,LBT,Powell Gammill,1,,,
Maricopa,U.S. House,2,LBT,Powell Gammill,4114,,,
Mohave,U.S. House,2,LBT,Powell Gammill,1574,,,
Navajo,U.S. House,2,LBT,Powell Gammill,37,,,
Yavapai,U.S. House,2,LBT,Powell Gammill,0,,,
,U.S. House,2,LBT,Powell Gammill,5734,,,
Coconino,U.S. House,2,REP,Trent Franks,40,,,
La Paz,U.S. House,2,REP,Trent Franks,4,,,
Maricopa,U.S. House,2,REP,Trent Franks,108017,,,
Mohave,U.S. House,2,REP,Trent Franks,26954,,,
Navajo,U.S. House,2,REP,Trent Franks,135,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
,U.S. House,2,REP,Trent Franks,135150,True,,
Coconino,U.S. House,2,Write-In,William Crum,0,,True,
La Paz,U.S. House,2,Write-In,William Crum,0,,True,
Maricopa,U.S. House,2,Write-In,William Crum,4,,True,
Mohave,U.S. House,2,Write-In,William Crum,1,,True,
Navajo,U.S. House,2,Write-In,William Crum,0,,True,
Yavapai,U.S. House,2,Write-In,William Crum,0,,True,
,U.S. House,2,Write-In,William Crum,5,,True,
Maricopa,U.S. House,3,DEM,Herb Paine,72586,,,
,U.S. House,3,DEM,Herb Paine,72586,,,
Maricopa,U.S. House,3,LBT,Mark Yannone,4744,,,
,U.S. House,3,LBT,Mark Yannone,4744,,,
Maricopa,U.S. House,3,REP,John Shadegg,112519,,,
,U.S. House,3,REP,John Shadegg,112519,True,,
Maricopa,U.S. House,4,DEM,Ed Pastor,56464,,,
,U.S. House,4,DEM,Ed Pastor,56464,True,,
Maricopa,U.S. House,4,LBT,Ronald Harders,2770,,,
,U.S. House,4,LBT,Ronald Harders,2770,,,
Maricopa,U.S. House,4,REP,Don Karg,18627,,,
,U.S. House,4,REP,Don Karg,18627,,,
Maricopa,U.S. House,5,DEM,Harry Mitchell,101838,,,
,U.S. House,5,DEM,Harry Mitchell,101838,True,,
Maricopa,U.S. House,5,LBT,Warren Severin,6357,,,
,U.S. House,5,LBT,Warren Severin,6357,,,
Maricopa,U.S. House,5,REP,J.D. Hayworth,93815,,,
,U.S. House,5,REP,J.D. Hayworth,93815,,,
Maricopa,U.S. House,6,LBT,Jason M. Blair,45802,,,
Pinal,U.S. House,6,LBT,Jason M. Blair,5483,,,
,U.S. House,6,LBT,Jason M. Blair,51285,,,
Maricopa,U.S. House,6,REP,Jeff Flake,137777,,,
Pinal,U.S. House,6,REP,Jeff Flake,14424,,,
,U.S. House,6,REP,Jeff Flake,152201,True,,
La Paz,U.S. House,7,DEM,Raul M. Grijalva,1552,,,
Maricopa,U.S. House,7,DEM,Raul M. Grijalva,8626,,,
Pima,U.S. House,7,DEM,Raul M. Grijalva,49850,,,
Pinal,U.S. House,7,DEM,Raul M. Grijalva,2687,,,
Santa Cruz,U.S. House,7,DEM,Raul M. Grijalva,4442,,,
Yuma,U.S. House,7,DEM,Raul M. Grijalva,13197,,,
,U.S. House,7,DEM,Raul M. Grijalva,80354,True,,
La Paz,U.S. House,7,LBT,Joe Cobb,199,,,
Maricopa,U.S. House,7,LBT,Joe Cobb,664,,,
Pima,U.S. House,7,LBT,Joe Cobb,2386,,,
Pinal,U.S. House,7,LBT,Joe Cobb,208,,,
Santa Cruz,U.S. House,7,LBT,Joe Cobb,107,,,
Yuma,U.S. House,7,LBT,Joe Cobb,1109,,,
,U.S. House,7,LBT,Joe Cobb,4673,,,
La Paz,U.S. House,7,REP,Ron Drake,1921,,,
Maricopa,U.S. House,7,REP,Ron Drake,8637,,,
Pima,U.S. House,7,REP,Ron Drake,17921,,,
Pinal,U.S. House,7,REP,Ron Drake,2773,,,
Santa Cruz,U.S. House,7,REP,Ron Drake,1436,,,
Yuma,U.S. House,7,REP,Ron Drake,13810,,,
,U.S. House,7,REP,Ron Drake,46498,,,
Cochise,U.S. House,8,DEM,Gabrielle Giffords,17889,,,
Pima,U.S. House,8,DEM,Gabrielle Giffords,116043,,,
Pinal,U.S. House,8,DEM,Gabrielle Giffords,2449,,,
Santa Cruz,U.S. House,8,DEM,Gabrielle Giffords,1274,,,
,U.S. House,8,DEM,Gabrielle Giffords,137655,True,,
Cochise,U.S. House,8,IND,Jay Quick,783,,,
Pima,U.S. House,8,IND,Jay Quick,3523,,,
Pinal,U.S. House,8,IND,Jay Quick,62,,,
Santa Cruz,U.S. House,8,IND,Jay Quick,40,,,
,U.S. House,8,IND,Jay Quick,4408,,,
Cochise,U.S. House,8,LBT,David F. Nolan,722,,,
Pima,U.S. House,8,LBT,David F. Nolan,4037,,,
Pinal,U.S. House,8,LBT,David F. Nolan,62,,,
Santa Cruz,U.S. House,8,LBT,David F. Nolan,28,,,
,U.S. House,8,LBT,David F. Nolan,4849,,,
Cochise,U.S. House,8,REP,Randy Graf,16807,,,
Pima,U.S. House,8,REP,Randy Graf,86386,,,
Pinal,U.S. House,8,REP,Randy Graf,2725,,,
Santa Cruz,U.S. House,8,REP,Randy Graf,872,,,
,U.S. House,8,REP,Randy Graf,106790,,,
Cochise,U.S. House,8,Write-In,Russ Dove,0,,True,
Pima,U.S. House,8,Write-In,Russ Dove,7,,True,
Pinal,U.S. House,8,Write-In,Russ Dove,0,,True,
Santa Cruz,U.S. House,8,Write-In,Russ Dove,0,,True,
,U.S. House,8,Write-In,Russ Dove,7,,True,
Cochise,U.S. House,8,Write-In,"Leo F. Kimminau, Sr.",0,,True,
Pima,U.S. House,8,Write-In,"Leo F. Kimminau, Sr.",4,,True,
Pinal,U.S. House,8,Write-In,"Leo F. Kimminau, Sr.",0,,True,
Santa Cruz,U.S. House,8,Write-In,"Leo F. Kimminau, Sr.",0,,True,
,U.S. House,8,Write-In,"Leo F. Kimminau, Sr.",4,,True,
Cochise,U.S. House,8,Write-In,Paul Price,5,,True,
Pima,U.S. House,8,Write-In,Paul Price,2,,True,
Pinal,U.S. House,8,Write-In,Paul Price,0,,True,
Santa Cruz,U.S. House,8,Write-In,Paul Price,0,,True,
,U.S. House,8,Write-In,Paul Price,7,,True,
Apache,Governor,,DEM,Janet Napolitano,14475,,,
Cochise,Governor,,DEM,Janet Napolitano,21416,,,
Coconino,Governor,,DEM,Janet Napolitano,28551,,,
Gila,Governor,,DEM,Janet Napolitano,10586,,,
Graham,Governor,,DEM,Janet Napolitano,4348,,,
Greenlee,Governor,,DEM,Janet Napolitano,1486,,,
La Paz,Governor,,DEM,Janet Napolitano,2353,,,
Maricopa,Governor,,DEM,Janet Napolitano,538383,,,
Mohave,Governor,,DEM,Janet Napolitano,25400,,,
Navajo,Governor,,DEM,Janet Napolitano,17368,,,
Pima,Governor,,DEM,Janet Napolitano,195305,,,
Pinal,Governor,,DEM,Janet Napolitano,35428,,,
Santa Cruz,Governor,,DEM,Janet Napolitano,6482,,,
Yavapai,Governor,,DEM,Janet Napolitano,40848,,,
Yuma,Governor,,DEM,Janet Napolitano,17401,,,
,Governor,,DEM,Janet Napolitano,959830,True,,
Apache,Governor,,LBT,"Barry J. Hess, II",692,,,
Cochise,Governor,,LBT,"Barry J. Hess, II",922,,,
Coconino,Governor,,LBT,"Barry J. Hess, II",872,,,
Gila,Governor,,LBT,"Barry J. Hess, II",358,,,
Graham,Governor,,LBT,"Barry J. Hess, II",161,,,
Greenlee,Governor,,LBT,"Barry J. Hess, II",58,,,
La Paz,Governor,,LBT,"Barry J. Hess, II",138,,,
Maricopa,Governor,,LBT,"Barry J. Hess, II",16888,,,
Mohave,Governor,,LBT,"Barry J. Hess, II",1129,,,
Navajo,Governor,,LBT,"Barry J. Hess, II",658,,,
Pima,Governor,,LBT,"Barry J. Hess, II",4794,,,
Pinal,Governor,,LBT,"Barry J. Hess, II",1116,,,
Santa Cruz,Governor,,LBT,"Barry J. Hess, II",160,,,
Yavapai,Governor,,LBT,"Barry J. Hess, II",1587,,,
Yuma,Governor,,LBT,"Barry J. Hess, II",735,,,
,Governor,,LBT,"Barry J. Hess, II",30268,,,
Apache,Governor,,REP,Len Munsil,3627,,,
Cochise,Governor,,REP,Len Munsil,14038,,,
Coconino,Governor,,REP,Len Munsil,8879,,,
Gila,Governor,,REP,Len Munsil,5803,,,
Graham,Governor,,REP,Len Munsil,3306,,,
Greenlee,Governor,,REP,Len Munsil,588,,,
La Paz,Governor,,REP,Len Munsil,1342,,,
Maricopa,Governor,,REP,Len Munsil,332570,,,
Mohave,Governor,,REP,Len Munsil,19588,,,
Navajo,Governor,,REP,Len Munsil,8708,,,
Pima,Governor,,REP,Len Munsil,82052,,,
Pinal,Governor,,REP,Len Munsil,20716,,,
Santa Cruz,Governor,,REP,Len Munsil,1634,,,
Yavapai,Governor,,REP,Len Munsil,30203,,,
Yuma,Governor,,REP,Len Munsil,10474,,,
,Governor,,REP,Len Munsil,543528,,,
Apache,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Cochise,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Coconino,Governor,,Write-In,Arthur Ray Arvizu,1,,True,
Gila,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Graham,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Greenlee,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
La Paz,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Maricopa,Governor,,Write-In,Arthur Ray Arvizu,9,,True,
Mohave,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Navajo,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Pima,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Pinal,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Santa Cruz,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Yavapai,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
Yuma,Governor,,Write-In,Arthur Ray Arvizu,0,,True,
,Governor,,Write-In,Arthur Ray Arvizu,10,,True,
Apache,Governor,,Write-In,Robert B. Winn,1,,True,
Cochise,Governor,,Write-In,Robert B. Winn,0,,True,
Coconino,Governor,,Write-In,Robert B. Winn,0,,True,
Gila,Governor,,Write-In,Robert B. Winn,0,,True,
Graham,Governor,,Write-In,Robert B. Winn,0,,True,
Greenlee,Governor,,Write-In,Robert B. Winn,0,,True,
La Paz,Governor,,Write-In,Robert B. Winn,0,,True,
Maricopa,Governor,,Write-In,Robert B. Winn,1,,True,
Mohave,Governor,,Write-In,Robert B. Winn,0,,True,
Navajo,Governor,,Write-In,Robert B. Winn,0,,True,
Pima,Governor,,Write-In,Robert B. Winn,0,,True,
Pinal,Governor,,Write-In,Robert B. Winn,1,,True,
Santa Cruz,Governor,,Write-In,Robert B. Winn,0,,True,
Yavapai,Governor,,Write-In,Robert B. Winn,0,,True,
Yuma,Governor,,Write-In,Robert B. Winn,0,,True,
,Governor,,Write-In,Robert B. Winn,3,,True,
Apache,Governor,,Write-In,Brian Wright,0,,True,
Cochise,Governor,,Write-In,Brian Wright,1,,True,
Coconino,Governor,,Write-In,Brian Wright,1,,True,
Gila,Governor,,Write-In,Brian Wright,0,,True,
Graham,Governor,,Write-In,Brian Wright,0,,True,
Greenlee,Governor,,Write-In,Brian Wright,0,,True,
La Paz,Governor,,Write-In,Brian Wright,0,,True,
Maricopa,Governor,,Write-In,Brian Wright,2,,True,
Mohave,Governor,,Write-In,Brian Wright,1,,True,
Navajo,Governor,,Write-In,Brian Wright,0,,True,
Pima,Governor,,Write-In,Brian Wright,0,,True,
Pinal,Governor,,Write-In,Brian Wright,0,,True,
Santa Cruz,Governor,,Write-In,Brian Wright,0,,True,
Yavapai,Governor,,Write-In,Brian Wright,1,,True,
Yuma,Governor,,Write-In,Brian Wright,0,,True,
,Governor,,Write-In,Brian Wright,6,,True,
Coconino,State Senate,1,DEM,Jo Kelleher,4882,,,
Yavapai,State Senate,1,DEM,Jo Kelleher,20613,,,
,State Senate,1,DEM,Jo Kelleher,25495,,,
Coconino,State Senate,1,LBT,Terry Dunn,564,,,
Yavapai,State Senate,1,LBT,Terry Dunn,2323,,,
,State Senate,1,LBT,Terry Dunn,2887,,,
Coconino,State Senate,1,REP,Tom O'Halleran,6012,,,
Yavapai,State Senate,1,REP,Tom O'Halleran,38701,,,
,State Senate,1,REP,Tom O'Halleran,44713,True,,
Apache,State Senate,2,DEM,Albert Hale,10675,,,
Coconino,State Senate,2,DEM,Albert Hale,14119,,,
Mohave,State Senate,2,DEM,Albert Hale,72,,,
Navajo,State Senate,2,DEM,Albert Hale,5865,,,
Yavapai,State Senate,2,DEM,Albert Hale,0,,,
,State Senate,2,DEM,Albert Hale,30731,True,,
Apache,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,696,,,
Coconino,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,1720,,,
Mohave,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,6,,,
Navajo,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,341,,,
Yavapai,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,0,,,
,State Senate,2,MARK HAUGHWOUT,Mark Haughwout,2763,,,
Apache,State Senate,2,REP,Royce Jenkins,2115,,,
Coconino,State Senate,2,REP,Royce Jenkins,6629,,,
Mohave,State Senate,2,REP,Royce Jenkins,31,,,
Navajo,State Senate,2,REP,Royce Jenkins,1319,,,
Yavapai,State Senate,2,REP,Royce Jenkins,0,,,
,State Senate,2,REP,Royce Jenkins,10094,,,
Coconino,State Senate,3,DEM,Noah Harris,948,,,
La Paz,State Senate,3,DEM,Noah Harris,693,,,
Mohave,State Senate,3,DEM,Noah Harris,16830,,,
,State Senate,3,DEM,Noah Harris,18471,,,
Coconino,State Senate,3,REP,Ron Gould,1314,,,
La Paz,State Senate,3,REP,Ron Gould,1130,,,
Mohave,State Senate,3,REP,Ron Gould,27513,,,
,State Senate,3,REP,Ron Gould,29957,True,,
Maricopa,State Senate,4,DEM,Ed Gogek,30634,,,
Yavapai,State Senate,4,DEM,Ed Gogek,3267,,,
,State Senate,4,DEM,Ed Gogek,33901,,,
Maricopa,State Senate,4,REP,Jack Harper,43471,,,
Yavapai,State Senate,4,REP,Jack Harper,5478,,,
,State Senate,4,REP,Jack Harper,48949,True,,
Apache,State Senate,5,DEM,Phil Cobb,1689,,,
Coconino,State Senate,5,DEM,Phil Cobb,0,,,
Gila,State Senate,5,DEM,Phil Cobb,6567,,,
Graham,State Senate,5,DEM,Phil Cobb,2615,,,
Greenlee,State Senate,5,DEM,Phil Cobb,1051,,,
Navajo,State Senate,5,DEM,Phil Cobb,7500,,,
Pinal,State Senate,5,DEM,Phil Cobb,0,,,
,State Senate,5,DEM,Phil Cobb,19422,,,
Apache,State Senate,5,REP,Jake Flake,3422,,,
Coconino,State Senate,5,REP,Jake Flake,0,,,
Gila,State Senate,5,REP,Jake Flake,9464,,,
Graham,State Senate,5,REP,Jake Flake,5093,,,
Greenlee,State Senate,5,REP,Jake Flake,1024,,,
Navajo,State Senate,5,REP,Jake Flake,11319,,,
Pinal,State Senate,5,REP,Jake Flake,0,,,
,State Senate,5,REP,Jake Flake,30322,True,,
Maricopa,State Senate,6,DEM,Jim Larson,21477,,,
,State Senate,6,DEM,Jim Larson,21477,,,
Maricopa,State Senate,6,REP,Pamela Gorman,29255,,,
,State Senate,6,REP,Pamela Gorman,29255,True,,
Maricopa,State Senate,7,DEM,Lisa Black,23860,,,
,State Senate,7,DEM,Lisa Black,23860,,,
Maricopa,State Senate,7,REP,Jim Waring,31735,,,
,State Senate,7,REP,Jim Waring,31735,True,,
Maricopa,State Senate,8,DEM,Dan Oseran,24029,,,
,State Senate,8,DEM,Dan Oseran,24029,,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,44011,,,
,State Senate,8,REP,Carolyn S. Allen,44011,True,,
Maricopa,State Senate,9,DEM,Steve Poe,24623,,,
,State Senate,9,DEM,Steve Poe,24623,,,
Maricopa,State Senate,9,REP,"Robert ""Bob"" Burns",29430,,,
,State Senate,9,REP,"Robert ""Bob"" Burns",29430,True,,
Maricopa,State Senate,10,DEM,Martin James Monroe,15416,,,
,State Senate,10,DEM,Martin James Monroe,15416,,,
Maricopa,State Senate,10,REP,Linda Gray,20040,,,
,State Senate,10,REP,Linda Gray,20040,True,,
Maricopa,State Senate,11,DEM,Ann Wallack,28183,,,
,State Senate,11,DEM,Ann Wallack,28183,,,
Maricopa,State Senate,11,REP,Barbara Leff,34533,,,
,State Senate,11,REP,Barbara Leff,34533,True,,
Maricopa,State Senate,12,REP,Robert Blendu,39627,,,
,State Senate,12,REP,Robert Blendu,39627,True,,
Maricopa,State Senate,13,DEM,Richard Miranda,13979,,,
,State Senate,13,DEM,Richard Miranda,13979,True,,
Maricopa,State Senate,14,DEM,Debbie McCune-Davis,11003,,,
,State Senate,14,DEM,Debbie McCune-Davis,11003,True,,
Maricopa,State Senate,15,DEM,Ken Cheuvront,18797,,,
,State Senate,15,DEM,Ken Cheuvront,18797,True,,
Maricopa,State Senate,15,REP,Andrew Smigielski,8164,,,
,State Senate,15,REP,Andrew Smigielski,8164,,,
Maricopa,State Senate,16,DEM,Leah Landrum,17800,,,
,State Senate,16,DEM,Leah Landrum,17800,True,,
Maricopa,State Senate,16,REP,Daniel Veres,6636,,,
,State Senate,16,REP,Daniel Veres,6636,,,
Maricopa,State Senate,17,DEM,Meg Burton-Cahill,26285,,,
,State Senate,17,DEM,Meg Burton-Cahill,26285,True,,
Maricopa,State Senate,17,REP,Rose Crutcher,15530,,,
,State Senate,17,REP,Rose Crutcher,15530,,,
Maricopa,State Senate,18,LBT,Rachel Kielsky,8429,,,
,State Senate,18,LBT,Rachel Kielsky,8429,,,
Maricopa,State Senate,18,REP,Karen S. Johnson,20122,,,
,State Senate,18,REP,Karen S. Johnson,20122,True,,
Maricopa,State Senate,19,DEM,Steven Zachary,21450,,,
,State Senate,19,DEM,Steven Zachary,21450,,,
Maricopa,State Senate,19,REP,Chuck Gray,34262,,,
,State Senate,19,REP,Chuck Gray,34262,True,,
Maricopa,State Senate,20,DEM,Donna Gratehouse,25603,,,
,State Senate,20,DEM,Donna Gratehouse,25603,,,
Maricopa,State Senate,20,REP,John Huppenthal,28868,,,
,State Senate,20,REP,John Huppenthal,28868,True,,
Maricopa,State Senate,21,REP,Jay Tibshraeny,48318,,,
,State Senate,21,REP,Jay Tibshraeny,48318,True,,
Maricopa,State Senate,22,DEM,Glenn A. Ray,23756,,,
Pinal,State Senate,22,DEM,Glenn A. Ray,3582,,,
,State Senate,22,DEM,Glenn A. Ray,27338,,,
Maricopa,State Senate,22,REP,Thayer Verschoor,35321,,,
Pinal,State Senate,22,REP,Thayer Verschoor,3993,,,
,State Senate,22,REP,Thayer Verschoor,39314,True,,
Gila,State Senate,23,DEM,Rebecca Rios,300,,,
Maricopa,State Senate,23,DEM,Rebecca Rios,2016,,,
Pinal,State Senate,23,DEM,Rebecca Rios,21821,,,
,State Senate,23,DEM,Rebecca Rios,24137,True,,
Gila,State Senate,23,REP,Cheryl Chase,31,,,
Maricopa,State Senate,23,REP,Cheryl Chase,968,,,
Pinal,State Senate,23,REP,Cheryl Chase,19876,,,
,State Senate,23,REP,Cheryl Chase,20875,,,
La Paz,State Senate,24,DEM,Amanda Aguirre,979,,,
Yuma,State Senate,24,DEM,Amanda Aguirre,13842,,,
,State Senate,24,DEM,Amanda Aguirre,14821,True,,
La Paz,State Senate,24,REFORM PARTY,Stanley Lenihan,66,,,
Yuma,State Senate,24,REFORM PARTY,Stanley Lenihan,861,,,
,State Senate,24,REFORM PARTY,Stanley Lenihan,927,,,
La Paz,State Senate,24,REP,Russ Jones,807,,,
Yuma,State Senate,24,REP,Russ Jones,13741,,,
,State Senate,24,REP,Russ Jones,14548,,,
Cochise,State Senate,25,DEM,Marsha Arzberger,13492,,,
Maricopa,State Senate,25,DEM,Marsha Arzberger,581,,,
Pima,State Senate,25,DEM,Marsha Arzberger,7646,,,
Pinal,State Senate,25,DEM,Marsha Arzberger,562,,,
Santa Cruz,State Senate,25,DEM,Marsha Arzberger,4177,,,
,State Senate,25,DEM,Marsha Arzberger,26458,True,,
Cochise,State Senate,25,REP,Mary Ann Black,10338,,,
Maricopa,State Senate,25,REP,Mary Ann Black,746,,,
Pima,State Senate,25,REP,Mary Ann Black,6242,,,
Pinal,State Senate,25,REP,Mary Ann Black,634,,,
Santa Cruz,State Senate,25,REP,Mary Ann Black,1523,,,
,State Senate,25,REP,Mary Ann Black,19483,,,
Pima,State Senate,26,DEM,Charlene Pesquiera,33946,,,
Pinal,State Senate,26,DEM,Charlene Pesquiera,2123,,,
,State Senate,26,DEM,Charlene Pesquiera,36069,True,,
