county,office,district,party,candidate,votes,winner,write-in,notes
Maricopa,U.S. House,2,DEM,John Thrasher,9066,,,
Mohave,U.S. House,2,DEM,John Thrasher,2373,,,
Navajo,U.S. House,2,DEM,John Thrasher,52,,,
Yavapai,U.S. House,2,DEM,John Thrasher,0,,,
,U.S. House,2,DEM,John Thrasher,11521,True,,
Coconino,U.S. House,2,LBT,Powell Gammill,2,,,
La Paz,U.S. House,2,LBT,Powell Gammill,0,,,
Maricopa,U.S. House,2,LBT,Powell Gammill,288,,,
Mohave,U.S. House,2,LBT,Powell Gammill,201,,,
Navajo,U.S. House,2,LBT,Powell Gammill,3,,,
Yavapai,U.S. House,2,LBT,Powell Gammill,0,,,
,U.S. House,2,LBT,Powell Gammill,494,True,,
Coconino,U.S. House,2,REP,Trent Franks,17,,,
La Paz,U.S. House,2,REP,Trent Franks,0,,,
Maricopa,U.S. House,2,REP,Trent Franks,39573,,,
Mohave,U.S. House,2,REP,Trent Franks,11749,,,
Navajo,U.S. House,2,REP,Trent Franks,47,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
,U.S. House,2,REP,Trent Franks,51386,True,,
Maricopa,U.S. House,3,DEM,Don Chilton,7759,,,
,U.S. House,3,DEM,Don Chilton,7759,,,
Maricopa,U.S. House,3,DEM,Jim McCoy,12,,True,
,U.S. House,3,DEM,Jim McCoy,12,,True,
Maricopa,U.S. House,3,DEM,Herb Paine,7902,,,
,U.S. House,3,DEM,Herb Paine,7902,True,,
Maricopa,U.S. House,3,LBT,Mark Yannone,322,,,
,U.S. House,3,LBT,Mark Yannone,322,True,,
Maricopa,U.S. House,3,REP,John Shadegg,35763,,,
,U.S. House,3,REP,John Shadegg,35763,True,,
Maricopa,U.S. House,4,DEM,Ed Pastor,14833,,,
,U.S. House,4,DEM,Ed Pastor,14833,True,,
Maricopa,U.S. House,4,LBT,Ronald Harders,12,,True,
,U.S. House,4,LBT,Ronald Harders,12,,True,
Maricopa,U.S. House,4,REP,Don Karg,7175,,,
,U.S. House,4,REP,Don Karg,7175,True,,
Maricopa,U.S. House,5,DEM,Harry Mitchell,20852,,,
,U.S. House,5,DEM,Harry Mitchell,20852,True,,
Maricopa,U.S. House,5,LBT,Warren Severin,387,,,
,U.S. House,5,LBT,Warren Severin,387,True,,
Maricopa,U.S. House,5,REP,J.D. Hayworth,38275,,,
,U.S. House,5,REP,J.D. Hayworth,38275,True,,
Maricopa,U.S. House,6,LBT,Jason M. Blair,19,,True,
Pinal,U.S. House,6,LBT,Jason M. Blair,0,,True,
,U.S. House,6,LBT,Jason M. Blair,19,,True,
Maricopa,U.S. House,6,REP,Jeff Flake,39825,,,
Pinal,U.S. House,6,REP,Jeff Flake,3374,,,
,U.S. House,6,REP,Jeff Flake,43199,True,,
La Paz,U.S. House,7,DEM,Raul M. Grijalva,525,,,
Maricopa,U.S. House,7,DEM,Raul M. Grijalva,1977,,,
Pima,U.S. House,7,DEM,Raul M. Grijalva,16692,,,
Pinal,U.S. House,7,DEM,Raul M. Grijalva,680,,,
Santa Cruz,U.S. House,7,DEM,Raul M. Grijalva,1857,,,
Yuma,U.S. House,7,DEM,Raul M. Grijalva,4873,,,
,U.S. House,7,DEM,Raul M. Grijalva,26604,True,,
La Paz,U.S. House,7,LBT,Joe Cobb,0,,True,
Maricopa,U.S. House,7,LBT,Joe Cobb,4,,True,
Pima,U.S. House,7,LBT,Joe Cobb,9,,True,
Pinal,U.S. House,7,LBT,Joe Cobb,0,,True,
Santa Cruz,U.S. House,7,LBT,Joe Cobb,0,,True,
Yuma,U.S. House,7,LBT,Joe Cobb,0,,True,
,U.S. House,7,LBT,Joe Cobb,13,,True,
La Paz,U.S. House,7,REP,Ron Drake,537,,,
Maricopa,U.S. House,7,REP,Ron Drake,1590,,,
Pima,U.S. House,7,REP,Ron Drake,4123,,,
Pinal,U.S. House,7,REP,Ron Drake,399,,,
Santa Cruz,U.S. House,7,REP,Ron Drake,294,,,
Yuma,U.S. House,7,REP,Ron Drake,3079,,,
,U.S. House,7,REP,Ron Drake,10022,True,,
La Paz,U.S. House,7,REP,Joseph Sweeney,323,,,
Maricopa,U.S. House,7,REP,Joseph Sweeney,543,,,
Pima,U.S. House,7,REP,Joseph Sweeney,2891,,,
Pinal,U.S. House,7,REP,Joseph Sweeney,248,,,
Santa Cruz,U.S. House,7,REP,Joseph Sweeney,244,,,
Yuma,U.S. House,7,REP,Joseph Sweeney,2316,,,
,U.S. House,7,REP,Joseph Sweeney,6565,,,
Cochise,U.S. House,8,DEM,Gabrielle Giffords,4124,,,
Pima,U.S. House,8,DEM,Gabrielle Giffords,28478,,,
Pinal,U.S. House,8,DEM,Gabrielle Giffords,467,,,
Santa Cruz,U.S. House,8,DEM,Gabrielle Giffords,306,,,
,U.S. House,8,DEM,Gabrielle Giffords,33375,True,,
Cochise,U.S. House,8,DEM,"William ""Bill"" Johnson",443,,,
Pima,U.S. House,8,DEM,"William ""Bill"" Johnson",1283,,,
Pinal,U.S. House,8,DEM,"William ""Bill"" Johnson",19,,,
Santa Cruz,U.S. House,8,DEM,"William ""Bill"" Johnson",23,,,
,U.S. House,8,DEM,"William ""Bill"" Johnson",1768,,,
Cochise,U.S. House,8,DEM,"Jeffrey Lynn ""Jeff"" Latas",414,,,
Pima,U.S. House,8,DEM,"Jeffrey Lynn ""Jeff"" Latas",3072,,,
Pinal,U.S. House,8,DEM,"Jeffrey Lynn ""Jeff"" Latas",51,,,
Santa Cruz,U.S. House,8,DEM,"Jeffrey Lynn ""Jeff"" Latas",150,,,
,U.S. House,8,DEM,"Jeffrey Lynn ""Jeff"" Latas",3687,,,
Cochise,U.S. House,8,DEM,Alex Rodriguez,1006,,,
Pima,U.S. House,8,DEM,Alex Rodriguez,1809,,,
Pinal,U.S. House,8,DEM,Alex Rodriguez,18,,,
Santa Cruz,U.S. House,8,DEM,Alex Rodriguez,22,,,
,U.S. House,8,DEM,Alex Rodriguez,2855,,,
Cochise,U.S. House,8,DEM,Francine Shacter,124,,,
Pima,U.S. House,8,DEM,Francine Shacter,435,,,
Pinal,U.S. House,8,DEM,Francine Shacter,5,,,
Santa Cruz,U.S. House,8,DEM,Francine Shacter,12,,,
,U.S. House,8,DEM,Francine Shacter,576,,,
Cochise,U.S. House,8,DEM,Patty Weiss,4085,,,
Pima,U.S. House,8,DEM,Patty Weiss,14392,,,
Pinal,U.S. House,8,DEM,Patty Weiss,442,,,
Santa Cruz,U.S. House,8,DEM,Patty Weiss,229,,,
,U.S. House,8,DEM,Patty Weiss,19148,,,
Cochise,U.S. House,8,LBT,David F. Nolan,128,,,
Pima,U.S. House,8,LBT,David F. Nolan,377,,,
Pinal,U.S. House,8,LBT,David F. Nolan,7,,,
Santa Cruz,U.S. House,8,LBT,David F. Nolan,4,,,
,U.S. House,8,LBT,David F. Nolan,516,True,,
Cochise,U.S. House,8,REP,Frank Antenori,470,,,
Pima,U.S. House,8,REP,Frank Antenori,2174,,,
Pinal,U.S. House,8,REP,Frank Antenori,55,,,
Santa Cruz,U.S. House,8,REP,Frank Antenori,25,,,
,U.S. House,8,REP,Frank Antenori,2724,,,
Cochise,U.S. House,8,REP,Randy Graf,5169,,,
Pima,U.S. House,8,REP,Randy Graf,20733,,,
Pinal,U.S. House,8,REP,Randy Graf,876,,,
Santa Cruz,U.S. House,8,REP,Randy Graf,285,,,
,U.S. House,8,REP,Randy Graf,27063,True,,
Cochise,U.S. House,8,REP,Mike Hellon,941,,,
Pima,U.S. House,8,REP,Mike Hellon,6842,,,
Pinal,U.S. House,8,REP,Mike Hellon,257,,,
Santa Cruz,U.S. House,8,REP,Mike Hellon,55,,,
,U.S. House,8,REP,Mike Hellon,8095,,,
Cochise,U.S. House,8,REP,Steve Huffman,3473,,,
Pima,U.S. House,8,REP,Steve Huffman,19754,,,
Pinal,U.S. House,8,REP,Steve Huffman,719,,,
Santa Cruz,U.S. House,8,REP,Steve Huffman,173,,,
,U.S. House,8,REP,Steve Huffman,24119,,,
Cochise,U.S. House,8,REP,Mike (Michael T.,486,,,
Pima,U.S. House,8,REP,Mike (Michael T.,1537,,,
Pinal,U.S. House,8,REP,Mike (Michael T.,43,,,
Santa Cruz,U.S. House,8,REP,Mike (Michael T.,9,,,
,U.S. House,8,REP,Mike (Michael T.,2075,,,
Apache,Governor,,DEM,Janet Napolitano,4287,,,
Cochise,Governor,,DEM,Janet Napolitano,9513,,,
Coconino,Governor,,DEM,Janet Napolitano,8082,,,
Gila,Governor,,DEM,Janet Napolitano,3828,,,
Graham,Governor,,DEM,Janet Napolitano,1400,,,
Greenlee,Governor,,DEM,Janet Napolitano,960,,,
La Paz,Governor,,DEM,Janet Napolitano,666,,,
Maricopa,Governor,,DEM,Janet Napolitano,96441,,,
Mohave,Governor,,DEM,Janet Napolitano,6254,,,
Navajo,Governor,,DEM,Janet Napolitano,5715,,,
Pima,Governor,,DEM,Janet Napolitano,65213,,,
Pinal,Governor,,DEM,Janet Napolitano,11261,,,
Santa Cruz,Governor,,DEM,Janet Napolitano,2665,,,
Yavapai,Governor,,DEM,Janet Napolitano,8916,,,
Yuma,Governor,,DEM,Janet Napolitano,5680,,,
,Governor,,DEM,Janet Napolitano,230881,True,,
Apache,Governor,,LBT,"Barry J. Hess, II",46,,,
Cochise,Governor,,LBT,"Barry J. Hess, II",131,,,
Coconino,Governor,,LBT,"Barry J. Hess, II",141,,,
Gila,Governor,,LBT,"Barry J. Hess, II",45,,,
Graham,Governor,,LBT,"Barry J. Hess, II",17,,,
Greenlee,Governor,,LBT,"Barry J. Hess, II",0,,,
La Paz,Governor,,LBT,"Barry J. Hess, II",20,,,
Maricopa,Governor,,LBT,"Barry J. Hess, II",1471,,,
Mohave,Governor,,LBT,"Barry J. Hess, II",167,,,
Navajo,Governor,,LBT,"Barry J. Hess, II",79,,,
Pima,Governor,,LBT,"Barry J. Hess, II",525,,,
Pinal,Governor,,LBT,"Barry J. Hess, II",131,,,
Santa Cruz,Governor,,LBT,"Barry J. Hess, II",14,,,
Yavapai,Governor,,LBT,"Barry J. Hess, II",196,,,
Yuma,Governor,,LBT,"Barry J. Hess, II",80,,,
,Governor,,LBT,"Barry J. Hess, II",3063,True,,
Apache,Governor,,REP,Don Goldwater,584,,,
Cochise,Governor,,REP,Don Goldwater,5750,,,
Coconino,Governor,,REP,Don Goldwater,2322,,,
Gila,Governor,,REP,Don Goldwater,1642,,,
Graham,Governor,,REP,Don Goldwater,442,,,
Greenlee,Governor,,REP,Don Goldwater,95,,,
La Paz,Governor,,REP,Don Goldwater,509,,,
Maricopa,Governor,,REP,Don Goldwater,61654,,,
Mohave,Governor,,REP,Don Goldwater,6248,,,
Navajo,Governor,,REP,Don Goldwater,1938,,,
Pima,Governor,,REP,Don Goldwater,24926,,,
Pinal,Governor,,REP,Don Goldwater,4549,,,
Santa Cruz,Governor,,REP,Don Goldwater,632,,,
Yavapai,Governor,,REP,Don Goldwater,7474,,,
Yuma,Governor,,REP,Don Goldwater,3518,,,
,Governor,,REP,Don Goldwater,122283,,,
Apache,Governor,,REP,Mike Harris,145,,,
Cochise,Governor,,REP,Mike Harris,895,,,
Coconino,Governor,,REP,Mike Harris,387,,,
Gila,Governor,,REP,Mike Harris,190,,,
Graham,Governor,,REP,Mike Harris,90,,,
Greenlee,Governor,,REP,Mike Harris,23,,,
La Paz,Governor,,REP,Mike Harris,100,,,
Maricopa,Governor,,REP,Mike Harris,8456,,,
Mohave,Governor,,REP,Mike Harris,908,,,
Navajo,Governor,,REP,Mike Harris,285,,,
Pima,Governor,,REP,Mike Harris,5136,,,
Pinal,Governor,,REP,Mike Harris,584,,,
Santa Cruz,Governor,,REP,Mike Harris,110,,,
Yavapai,Governor,,REP,Mike Harris,823,,,
Yuma,Governor,,REP,Mike Harris,602,,,
,Governor,,REP,Mike Harris,18734,,,
Apache,Governor,,REP,Steve Moore,3,,True,
Cochise,Governor,,REP,Steve Moore,2,,True,
Coconino,Governor,,REP,Steve Moore,2,,True,
Gila,Governor,,REP,Steve Moore,2,,True,
Graham,Governor,,REP,Steve Moore,0,,True,
Greenlee,Governor,,REP,Steve Moore,0,,True,
La Paz,Governor,,REP,Steve Moore,0,,True,
Maricopa,Governor,,REP,Steve Moore,26,,True,
Mohave,Governor,,REP,Steve Moore,1,,True,
Navajo,Governor,,REP,Steve Moore,0,,True,
Pima,Governor,,REP,Steve Moore,9,,True,
Pinal,Governor,,REP,Steve Moore,3,,True,
Santa Cruz,Governor,,REP,Steve Moore,1,,True,
Yavapai,Governor,,REP,Steve Moore,0,,True,
Yuma,Governor,,REP,Steve Moore,0,,True,
,Governor,,REP,Steve Moore,49,,True,
Apache,Governor,,REP,Len Munsil,645,,,
Cochise,Governor,,REP,Len Munsil,3070,,,
Coconino,Governor,,REP,Len Munsil,2507,,,
Gila,Governor,,REP,Len Munsil,2223,,,
Graham,Governor,,REP,Len Munsil,903,,,
Greenlee,Governor,,REP,Len Munsil,126,,,
La Paz,Governor,,REP,Len Munsil,329,,,
Maricopa,Governor,,REP,Len Munsil,97927,,,
Mohave,Governor,,REP,Len Munsil,5197,,,
Navajo,Governor,,REP,Len Munsil,2534,,,
Pima,Governor,,REP,Len Munsil,23219,,,
Pinal,Governor,,REP,Len Munsil,4449,,,
Santa Cruz,Governor,,REP,Len Munsil,291,,,
Yavapai,Governor,,REP,Len Munsil,10656,,,
Yuma,Governor,,REP,Len Munsil,1702,,,
,Governor,,REP,Len Munsil,155778,True,,
Apache,Governor,,REP,Gary Tupper,69,,,
Cochise,Governor,,REP,Gary Tupper,392,,,
Coconino,Governor,,REP,Gary Tupper,215,,,
Gila,Governor,,REP,Gary Tupper,114,,,
Graham,Governor,,REP,Gary Tupper,19,,,
Greenlee,Governor,,REP,Gary Tupper,10,,,
La Paz,Governor,,REP,Gary Tupper,41,,,
Maricopa,Governor,,REP,Gary Tupper,6660,,,
Mohave,Governor,,REP,Gary Tupper,395,,,
Navajo,Governor,,REP,Gary Tupper,129,,,
Pima,Governor,,REP,Gary Tupper,1944,,,
Pinal,Governor,,REP,Gary Tupper,297,,,
Santa Cruz,Governor,,REP,Gary Tupper,48,,,
Yavapai,Governor,,REP,Gary Tupper,660,,,
Yuma,Governor,,REP,Gary Tupper,257,,,
,Governor,,REP,Gary Tupper,11250,,,
Coconino,State Senate,1,DEM,Jo Kelleher,1574,,,
Yavapai,State Senate,1,DEM,Jo Kelleher,6844,,,
,State Senate,1,DEM,Jo Kelleher,8418,True,,
Coconino,State Senate,1,LBT,Terry Dunn,1,,True,
Yavapai,State Senate,1,LBT,Terry Dunn,13,,True,
,State Senate,1,LBT,Terry Dunn,14,,True,
Coconino,State Senate,1,REP,Tom O'Halleran,1367,,,
Yavapai,State Senate,1,REP,Tom O'Halleran,8899,,,
,State Senate,1,REP,Tom O'Halleran,10266,True,,
Coconino,State Senate,1,REP,William Stoll,643,,,
Yavapai,State Senate,1,REP,William Stoll,8488,,,
,State Senate,1,REP,William Stoll,9131,,,
Coconino,State Senate,1,REP,Elise Townsend,238,,,Withdrew
Yavapai,State Senate,1,REP,Elise Townsend,1064,,,Withdrew
,State Senate,1,REP,Elise Townsend,1302,,,Withdrew
Apache,State Senate,2,DEM,Albert Hale,3314,,,
Coconino,State Senate,2,DEM,Albert Hale,4514,,,
Mohave,State Senate,2,DEM,Albert Hale,15,,,
Navajo,State Senate,2,DEM,Albert Hale,2410,,,
Yavapai,State Senate,2,DEM,Albert Hale,0,,,
,State Senate,2,DEM,Albert Hale,10253,True,,
Apache,State Senate,2,REP,Royce Jenkins,367,,,
Coconino,State Senate,2,REP,Royce Jenkins,2011,,,
Mohave,State Senate,2,REP,Royce Jenkins,3,,,
Navajo,State Senate,2,REP,Royce Jenkins,362,,,
Yavapai,State Senate,2,REP,Royce Jenkins,0,,,
,State Senate,2,REP,Royce Jenkins,2743,True,,
Coconino,State Senate,3,DEM,Noah Harris,8,,True,
La Paz,State Senate,3,DEM,Noah Harris,1,,True,
Mohave,State Senate,3,DEM,Noah Harris,430,,True,
,State Senate,3,DEM,Noah Harris,439,,True,
Coconino,State Senate,3,REP,Ron Gould,683,,,
La Paz,State Senate,3,REP,Ron Gould,450,,,
Mohave,State Senate,3,REP,Ron Gould,11780,,,
,State Senate,3,REP,Ron Gould,12913,True,,
Maricopa,State Senate,4,DEM,Ed Gogek,7747,,,
Yavapai,State Senate,4,DEM,Ed Gogek,876,,,
,State Senate,4,DEM,Ed Gogek,8623,True,,
Maricopa,State Senate,4,REP,Jack Harper,13632,,,
Yavapai,State Senate,4,REP,Jack Harper,1621,,,
,State Senate,4,REP,Jack Harper,15253,True,,
Maricopa,State Senate,4,REP,"Willard ""Bill"" A. Whalen Jr.",4073,,,
Yavapai,State Senate,4,REP,"Willard ""Bill"" A. Whalen Jr.",516,,,
,State Senate,4,REP,"Willard ""Bill"" A. Whalen Jr.",4589,,,
Apache,State Senate,5,DEM,Phil Cobb,719,,,
Coconino,State Senate,5,DEM,Phil Cobb,0,,,
Gila,State Senate,5,DEM,Phil Cobb,3018,,,
Graham,State Senate,5,DEM,Phil Cobb,1213,,,
Greenlee,State Senate,5,DEM,Phil Cobb,725,,,
Navajo,State Senate,5,DEM,Phil Cobb,2691,,,
Pinal,State Senate,5,DEM,Phil Cobb,0,,,
,State Senate,5,DEM,Phil Cobb,8366,True,,
Apache,State Senate,5,REP,Jake Flake,954,,,
Coconino,State Senate,5,REP,Jake Flake,0,,,
Gila,State Senate,5,REP,Jake Flake,3808,,,
Graham,State Senate,5,REP,Jake Flake,1447,,,
Greenlee,State Senate,5,REP,Jake Flake,251,,,
Navajo,State Senate,5,REP,Jake Flake,4029,,,
Pinal,State Senate,5,REP,Jake Flake,0,,,
,State Senate,5,REP,Jake Flake,10489,True,,
Maricopa,State Senate,6,DEM,Jim Larson,3933,,,
,State Senate,6,DEM,Jim Larson,3933,True,,
Maricopa,State Senate,6,REP,Ted Carpenter,3506,,,
,State Senate,6,REP,Ted Carpenter,3506,,,
Maricopa,State Senate,6,REP,Pamela Gorman,6969,,,
,State Senate,6,REP,Pamela Gorman,6969,True,,
Maricopa,State Senate,7,DEM,Lisa Black,4123,,,
,State Senate,7,DEM,Lisa Black,4123,True,,
Maricopa,State Senate,7,REP,Jim Waring,10828,,,
,State Senate,7,REP,Jim Waring,10828,True,,
Maricopa,State Senate,8,DEM,Dan Oseran,6055,,,
,State Senate,8,DEM,Dan Oseran,6055,True,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,10844,,,
,State Senate,8,REP,Carolyn S. Allen,10844,True,,
Maricopa,State Senate,8,REP,Colette Rosati,8601,,,
,State Senate,8,REP,Colette Rosati,8601,,,
Maricopa,State Senate,9,DEM,Steve Poe,7211,,,
,State Senate,9,DEM,Steve Poe,7211,True,,
Maricopa,State Senate,9,REP,"Robert ""Bob"" Burns",12344,,,
