county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_early_voting,provisional
Navajo,10 BISON,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,County Treasurer,,,Undervotes,562,211,272,76,3
Navajo,10 BISON,County School Superintendent,,DEM,"GERLICH, JALYN",416,140,224,50,2
Navajo,10 BISON,County School Superintendent,,,Write-In Totals,31,10,16,4,1
Navajo,10 BISON,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,County School Superintendent,,,Undervotes,573,213,282,75,3
Navajo,10 BISON,County Recorder,,DEM,"SAMPLE, MICHAEL",427,141,234,49,3
Navajo,10 BISON,County Recorder,,,Write-In Totals,27,9,16,2,0
Navajo,10 BISON,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,County Recorder,,,Undervotes,566,213,272,78,3
Navajo,10 BISON,County Assessor,,DEM,"DARRIS, CAMMY",445,146,247,49,3
Navajo,10 BISON,County Assessor,,,Write-In Totals,25,8,15,2,0
Navajo,10 BISON,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,County Assessor,,,Undervotes,550,209,260,78,3
Navajo,10 BISON,Judge of Superior Court Div.,,,,2,,,,
Navajo,10 BISON,Judge of Superior Court Div.,,,"HARDY, MELINDA",514,182,261,68,3
Navajo,10 BISON,Judge of Superior Court Div.,,,Write-In Totals,10,3,5,2,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Undervotes,496,178,256,59,3
Navajo,10 BISON,Judge of Superior Court Div.,,,,3,,,,
Navajo,10 BISON,Judge of Superior Court Div.,,,"NIELSON, DALE",565,204,279,78,4
Navajo,10 BISON,Judge of Superior Court Div.,,,Write-In Totals,5,1,4,0,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Undervotes,450,158,239,51,2
Navajo,10 BISON,Judge of Superior Court Div.,,,,4,,,,
Navajo,10 BISON,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",529,190,261,74,4
Navajo,10 BISON,Judge of Superior Court Div.,,,Write-In Totals,10,1,9,0,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Judge of Superior Court Div.,,,Undervotes,481,172,252,55,2
Navajo,10 BISON,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,535,192,278,63,2
Navajo,10 BISON,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,130,40,73,16,1
Navajo,10 BISON,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,10 BISON,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,355,131,171,50,3
Navajo,10 BISON,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,520,190,264,64,2
Navajo,10 BISON,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,148,41,89,17,1
Navajo,10 BISON,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,10 BISON,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,352,132,169,48,3
Navajo,10 BISON,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,510,179,263,66,2
Navajo,10 BISON,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,149,49,84,15,1
Navajo,10 BISON,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,10 BISON,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,361,135,175,48,3
Navajo,10 BISON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,499,180,257,60,2
Navajo,10 BISON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,154,43,92,18,1
Navajo,10 BISON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,10 BISON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,367,140,173,51,3
Navajo,10 BISON,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,465,172,238,53,2
Navajo,10 BISON,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,183,52,104,26,1
Navajo,10 BISON,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,10 BISON,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,372,139,180,50,3
Navajo,10 BISON,Board Member Show Low,,,"LARSEN, JOHN",554,205,268,79,2
Navajo,10 BISON,Board Member Show Low,,,"SCHULTZ, LAMISTA",358,132,184,42,0
Navajo,10 BISON,Board Member Show Low,,,Write-In Totals,191,77,82,29,3
Navajo,10 BISON,Board Member Show Low,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Board Member Show Low,,,Undervotes,1957,675,1032,237,13
Navajo,10 BISON,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",99,26,60,13,0
Navajo,10 BISON,Board Member Timber Mesa FRD,,,"WYATT, PAUL",145,42,84,18,1
Navajo,10 BISON,Board Member Timber Mesa FRD,,,Write-In Totals,25,10,15,0,0
Navajo,10 BISON,Board Member Timber Mesa FRD,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Board Member Timber Mesa FRD,,,Undervotes,472,123,291,53,5
Navajo,10 BISON,PROPOSITION 207,,,YES,370,118,206,44,2
Navajo,10 BISON,PROPOSITION 207,,,NO,616,227,303,82,4
Navajo,10 BISON,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,PROPOSITION 207,,,Undervotes,34,18,13,3,0
Navajo,10 BISON,PROPOSITION 208,,,YES,246,61,156,29,0
Navajo,10 BISON,PROPOSITION 208,,,NO,740,284,354,97,5
Navajo,10 BISON,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,PROPOSITION 208,,,Undervotes,34,18,12,3,1
Navajo,10 BISON,FOR THE BONDS,,,,74,14,52,8,0
Navajo,10 BISON,FOR THE BONDS,,,AGAINST THE BONDS,150,48,83,18,1
Navajo,10 BISON,FOR THE BONDS,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,FOR THE BONDS,,,Undervotes,23,5,15,2,1
Navajo,11 MOGOLLON,Registered Voters,,,,3278,,,,
Navajo,11 MOGOLLON,Ballots Cast,,,,2795,572,2024,196,3
Navajo,11 MOGOLLON,Ballots Cast - Blank,,,,0,0,0,0,0
Navajo,11 MOGOLLON,President,,REP,"TRUMP, PENCE",2173,531,1472,167,3
Navajo,11 MOGOLLON,President,,DEM,"BIDEN, HARRIS",587,36,524,27,0
Navajo,11 MOGOLLON,President,,LBT,"JORGENSEN, COHEN",17,3,13,1,0
Navajo,11 MOGOLLON,President,,,Write-In Totals,9,0,8,1,0
Navajo,11 MOGOLLON,President,,,Overvotes,3,1,2,0,0
Navajo,11 MOGOLLON,President,,,Undervotes,6,1,5,0,0
Navajo,11 MOGOLLON,U.S. Senate,,REP,"MCSALLY, MARTHA",2112,509,1437,164,2
Navajo,11 MOGOLLON,U.S. Senate,,DEM,"KELLY, MARK",634,44,562,27,1
Navajo,11 MOGOLLON,U.S. Senate,,,Write-In Totals,3,1,1,1,0
Navajo,11 MOGOLLON,U.S. Senate,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,U.S. Senate,,,Undervotes,46,18,24,4,0
Navajo,11 MOGOLLON,U.S. House,1,REP,"SHEDD, TIFFANY",2066,504,1391,168,3
Navajo,11 MOGOLLON,U.S. House,1,DEM,"O'HALLERAN, TOM",636,46,570,20,0
Navajo,11 MOGOLLON,U.S. House,1,,Write-In Totals,2,0,2,0,0
Navajo,11 MOGOLLON,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,U.S. House,1,,Undervotes,91,22,61,8,0
Navajo,11 MOGOLLON,State Senate,6,REP,"ROGERS, WENDY",2116,508,1447,159,2
Navajo,11 MOGOLLON,State Senate,6,DEM,"FRENCH, FELICIA",582,43,509,29,1
Navajo,11 MOGOLLON,State Senate,6,,Write-In Totals,9,0,8,1,0
Navajo,11 MOGOLLON,State Senate,6,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,State Senate,6,,Undervotes,88,21,60,7,0
Navajo,11 MOGOLLON,State House,6,REP,"BARTON, BRENDA",1771,416,1215,138,2
Navajo,11 MOGOLLON,State House,6,REP,"BLACKMAN, WALTER ""WALT""",1983,478,1348,155,2
Navajo,11 MOGOLLON,State House,6,DEM,"EVANS, CORAL J",526,33,472,21,0
Navajo,11 MOGOLLON,State House,6,IND,"BABBOTT, ART",387,31,334,22,0
Navajo,11 MOGOLLON,State House,6,,Write-In Totals,3,1,2,0,0
Navajo,11 MOGOLLON,State House,6,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,State House,6,,Undervotes,920,185,677,56,2
Navajo,11 MOGOLLON,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1746,393,1212,138,3
Navajo,11 MOGOLLON,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1907,460,1300,145,2
Navajo,11 MOGOLLON,Corporation Commissioner,,REP,"SLOAN, ERIC",1778,404,1237,135,2
Navajo,11 MOGOLLON,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",535,32,480,23,0
Navajo,11 MOGOLLON,Corporation Commissioner,,DEM,"STANFIELD, SHEA",484,29,433,22,0
Navajo,11 MOGOLLON,Corporation Commissioner,,DEM,"TOVAR, ANNA",566,37,505,24,0
Navajo,11 MOGOLLON,Corporation Commissioner,,,Write-In Totals,3,3,0,0,0
Navajo,11 MOGOLLON,Corporation Commissioner,,,Overvotes,3,0,3,0,0
Navajo,11 MOGOLLON,Corporation Commissioner,,,Undervotes,1363,358,902,101,2
Navajo,11 MOGOLLON,Board of Supervisors Dist. 4,,REP,"SEYMORE, DARYL",2280,513,1606,158,3
Navajo,11 MOGOLLON,Board of Supervisors Dist. 4,,,Write-In Totals,20,2,16,2,0
Navajo,11 MOGOLLON,Board of Supervisors Dist. 4,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,Board of Supervisors Dist. 4,,,Undervotes,495,57,402,36,0
Navajo,11 MOGOLLON,County Attorney,,DEM,"CARLYON, BRAD",1376,223,1072,81,0
Navajo,11 MOGOLLON,County Attorney,,,Write-In Totals,83,21,57,5,0
Navajo,11 MOGOLLON,County Attorney,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,County Attorney,,,Undervotes,1335,327,895,110,3
Navajo,11 MOGOLLON,Sheriff,,DEM,"CLOUSE, DAVID",1490,267,1138,85,0
Navajo,11 MOGOLLON,Sheriff,,,Write-In Totals,122,25,90,7,0
Navajo,11 MOGOLLON,Sheriff,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,Sheriff,,,Undervotes,1182,279,796,104,3
Navajo,11 MOGOLLON,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",1345,215,1049,80,1
Navajo,11 MOGOLLON,County Treasurer,,,Write-In Totals,91,23,63,5,0
Navajo,11 MOGOLLON,County Treasurer,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,County Treasurer,,,Undervotes,1358,333,912,111,2
Navajo,11 MOGOLLON,County School Superintendent,,DEM,"GERLICH, JALYN",1319,208,1037,74,0
Navajo,11 MOGOLLON,County School Superintendent,,,Write-In Totals,90,25,61,4,0
Navajo,11 MOGOLLON,County School Superintendent,,,Overvotes,1,0,1,0,0
Navajo,11 MOGOLLON,County School Superintendent,,,Undervotes,1385,339,925,118,3
Navajo,11 MOGOLLON,County Recorder,,DEM,"SAMPLE, MICHAEL",1331,211,1041,79,0
Navajo,11 MOGOLLON,County Recorder,,,Write-In Totals,82,23,55,4,0
Navajo,11 MOGOLLON,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,County Recorder,,,Undervotes,1382,338,928,113,3
Navajo,11 MOGOLLON,County Assessor,,DEM,"DARRIS, CAMMY",1370,227,1060,83,0
Navajo,11 MOGOLLON,County Assessor,,,Write-In Totals,77,19,54,4,0
Navajo,11 MOGOLLON,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,County Assessor,,,Undervotes,1348,326,910,109,3
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,,2,,,,
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,"HARDY, MELINDA",1558,301,1162,92,3
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Write-In Totals,30,8,17,5,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Undervotes,1206,262,845,99,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,,3,,,,
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,"NIELSON, DALE",1659,334,1218,105,2
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Write-In Totals,23,7,13,3,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Undervotes,1113,231,793,88,1
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,,4,,,,
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",1604,310,1196,96,2
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Write-In Totals,26,6,15,5,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,Judge of Superior Court Div.,,,Undervotes,1165,256,813,95,1
Navajo,11 MOGOLLON,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,1608,304,1190,111,3
Navajo,11 MOGOLLON,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,367,83,260,24,0
Navajo,11 MOGOLLON,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,820,185,574,61,0
Navajo,11 MOGOLLON,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,1521,299,1112,108,2
Navajo,11 MOGOLLON,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,440,82,331,27,0
Navajo,11 MOGOLLON,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,834,191,581,61,1
Navajo,11 MOGOLLON,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,1515,276,1135,102,2
Navajo,11 MOGOLLON,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,427,96,299,32,0
Navajo,11 MOGOLLON,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,1,0,1,0,0
Navajo,11 MOGOLLON,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,852,200,589,62,1
Navajo,11 MOGOLLON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,1520,300,1112,106,2
Navajo,11 MOGOLLON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,433,76,327,29,1
Navajo,11 MOGOLLON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,842,196,585,61,0
Navajo,11 MOGOLLON,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,1450,269,1080,98,3
Navajo,11 MOGOLLON,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,499,105,358,36,0
Navajo,11 MOGOLLON,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,846,198,586,62,0
Navajo,11 MOGOLLON,Board Member Winslow,,,"GREENWOOD, SHARON B.",2,0,1,1,0
Navajo,11 MOGOLLON,Board Member Winslow,,,"HARTNETT, JOSEPH",1,0,0,1,0
Navajo,11 MOGOLLON,Board Member Winslow,,,"LEONARD, ALLEN",0,0,0,0,0
Navajo,11 MOGOLLON,Board Member Winslow,,,"MARTINEZ, DEBBIE",2,0,1,1,0
Navajo,11 MOGOLLON,Board Member Winslow,,,Write-In Totals,0,0,0,0,0
Navajo,11 MOGOLLON,Board Member Winslow,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,Board Member Winslow,,,Undervotes,1,0,1,0,0
Navajo,11 MOGOLLON,Board Member Show Low,,,"LARSEN, JOHN",4,1,0,3,0
Navajo,11 MOGOLLON,Board Member Show Low,,,"SCHULTZ, LAMISTA",1,0,0,1,0
Navajo,11 MOGOLLON,Board Member Show Low,,,Write-In Totals,0,0,0,0,0
Navajo,11 MOGOLLON,Board Member Show Low,,,Overvotes,0,0,0,0,0
Navajo,11 MOGOLLON,Board Member Show Low,,,Undervotes,7,2,0,5,0
Navajo,11 MOGOLLON,PROPOSITION 207,,,YES,1247,210,954,81,2
Navajo,11 MOGOLLON,PROPOSITION 207,,,NO,1466,332,1025,109,0
Navajo,11 MOGOLLON,PROPOSITION 207,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,PROPOSITION 207,,,Undervotes,81,29,45,6,1
Navajo,11 MOGOLLON,PROPOSITION 208,,,YES,841,85,708,47,1
Navajo,11 MOGOLLON,PROPOSITION 208,,,NO,1870,449,1274,145,2
Navajo,11 MOGOLLON,PROPOSITION 208,,,Overvotes,1,1,0,0,0
Navajo,11 MOGOLLON,PROPOSITION 208,,,Undervotes,83,37,42,4,0
Navajo,12 WOODLAND,Registered Voters,,,,1408,,,,
Navajo,12 WOODLAND,Ballots Cast,,,,1148,293,729,124,2
Navajo,12 WOODLAND,Ballots Cast - Blank,,,,0,0,0,0,0
Navajo,12 WOODLAND,President,,REP,"TRUMP, PENCE",867,259,501,106,1
Navajo,12 WOODLAND,President,,DEM,"BIDEN, HARRIS",253,26,211,15,1
Navajo,12 WOODLAND,President,,LBT,"JORGENSEN, COHEN",17,5,9,3,0
Navajo,12 WOODLAND,President,,,Write-In Totals,2,1,1,0,0
Navajo,12 WOODLAND,President,,,Overvotes,2,0,2,0,0
Navajo,12 WOODLAND,President,,,Undervotes,7,2,5,0,0
Navajo,12 WOODLAND,U.S. Senate,,REP,"MCSALLY, MARTHA",835,249,480,105,1
Navajo,12 WOODLAND,U.S. Senate,,DEM,"KELLY, MARK",282,36,230,15,1
Navajo,12 WOODLAND,U.S. Senate,,,Write-In Totals,7,0,5,2,0
Navajo,12 WOODLAND,U.S. Senate,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,U.S. Senate,,,Undervotes,24,8,14,2,0
Navajo,12 WOODLAND,U.S. House,1,REP,"SHEDD, TIFFANY",805,246,456,103,0
Navajo,12 WOODLAND,U.S. House,1,DEM,"O'HALLERAN, TOM",298,33,247,16,2
Navajo,12 WOODLAND,U.S. House,1,,Write-In Totals,2,0,2,0,0
Navajo,12 WOODLAND,U.S. House,1,,Overvotes,3,3,0,0,0
Navajo,12 WOODLAND,U.S. House,1,,Undervotes,40,11,24,5,0
Navajo,12 WOODLAND,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",418,81,295,40,2
Navajo,12 WOODLAND,State Senate,7,,Write-In Totals,78,43,24,11,0
Navajo,12 WOODLAND,State Senate,7,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,State Senate,7,,Undervotes,652,169,410,73,0
Navajo,12 WOODLAND,State House,7,REP,"PARKS, JAMES ""JIM""	705",188,426,91,0,
Navajo,12 WOODLAND,State House,7,REP,"PEELMAN, DAVID",735,220,425,89,1
Navajo,12 WOODLAND,State House,7,DEM,"TELLER, ARLANDO",211,21,177,12,1
Navajo,12 WOODLAND,State House,7,DEM,"TSOSIE, MYRON",235,32,188,14,1
Navajo,12 WOODLAND,State House,7,,Write-In Totals,7,1,4,2,0
Navajo,12 WOODLAND,State House,7,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,State House,7,,Undervotes,403,124,238,40,1
Navajo,12 WOODLAND,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",672,185,405,81,1
Navajo,12 WOODLAND,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",673,190,397,86,0
Navajo,12 WOODLAND,Corporation Commissioner,,REP,"SLOAN, ERIC",679,190,408,81,0
Navajo,12 WOODLAND,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",213,23,176,13,1
Navajo,12 WOODLAND,Corporation Commissioner,,DEM,"STANFIELD, SHEA",218,26,177,15,0
Navajo,12 WOODLAND,Corporation Commissioner,,DEM,"TOVAR, ANNA",245,28,198,17,2
Navajo,12 WOODLAND,Corporation Commissioner,,,Write-In Totals,5,2,3,0,0
Navajo,12 WOODLAND,Corporation Commissioner,,,Overvotes,3,0,3,0,0
Navajo,12 WOODLAND,Corporation Commissioner,,,Undervotes,736,235,420,79,2
Navajo,12 WOODLAND,Board of Supervisors Dist. 4,,REP,"SEYMORE, DARYL",905,244,552,108,1
Navajo,12 WOODLAND,Board of Supervisors Dist. 4,,,Write-In Totals,16,3,12,1,0
Navajo,12 WOODLAND,Board of Supervisors Dist. 4,,,Overvotes,1,1,0,0,0
Navajo,12 WOODLAND,Board of Supervisors Dist. 4,,,Undervotes,226,45,165,15,1
Navajo,12 WOODLAND,County Attorney,,DEM,"CARLYON, BRAD",533,119,355,57,2
Navajo,12 WOODLAND,County Attorney,,,Write-In Totals,45,16,21,8,0
Navajo,12 WOODLAND,County Attorney,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,County Attorney,,,Undervotes,570,158,353,59,0
Navajo,12 WOODLAND,Sheriff,,DEM,"CLOUSE, DAVID",551,129,363,57,2
Navajo,12 WOODLAND,Sheriff,,,Write-In Totals,64,24,30,10,0
Navajo,12 WOODLAND,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,Sheriff,,,Undervotes,533,140,336,57,0
Navajo,12 WOODLAND,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",524,122,345,55,2
Navajo,12 WOODLAND,County Treasurer,,,Write-In Totals,31,10,17,4,0
Navajo,12 WOODLAND,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,County Treasurer,,,Undervotes,593,161,367,65,0
Navajo,12 WOODLAND,County School Superintendent,,DEM,"GERLICH, JALYN",506,116,337,51,2
Navajo,12 WOODLAND,County School Superintendent,,,Write-In Totals,36,13,18,5,0
Navajo,12 WOODLAND,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,County School Superintendent,,,Undervotes,606,164,374,68,0
Navajo,12 WOODLAND,County Recorder,,DEM,"SAMPLE, MICHAEL",516,121,339,54,2
Navajo,12 WOODLAND,County Recorder,,,Write-In Totals,36,12,20,4,0
Navajo,12 WOODLAND,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,County Recorder,,,Undervotes,596,160,370,66,0
Navajo,12 WOODLAND,County Assessor,,DEM,"DARRIS, CAMMY",537,123,355,57,2
Navajo,12 WOODLAND,County Assessor,,,Write-In Totals,32,10,17,5,0
Navajo,12 WOODLAND,County Assessor,,,Overvotes,1,0,0,1,0
Navajo,12 WOODLAND,County Assessor,,,Undervotes,578,160,357,61,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,,2,,,,
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,"HARDY, MELINDA",608,150,393,63,2
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Write-In Totals,18,5,9,4,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Overvotes,1,0,1,0,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Undervotes,521,138,326,57,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,,3,,,,
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,"NIELSON, DALE",651,174,407,69,1
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Write-In Totals,15,1,12,2,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Undervotes,482,118,310,53,1
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,,4,,,,
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",617,154,400,62,1
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Write-In Totals,14,4,8,2,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,Judge of Superior Court Div.,,,Undervotes,517,135,321,60,1
Navajo,12 WOODLAND,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,634,157,404,73,0
Navajo,12 WOODLAND,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,154,35,103,15,1
Navajo,12 WOODLAND,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,360,101,222,36,1
Navajo,12 WOODLAND,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,608,160,376,72,0
Navajo,12 WOODLAND,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,173,34,124,14,1
Navajo,12 WOODLAND,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,367,99,229,38,1
Navajo,12 WOODLAND,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,597,150,376,71,0
Navajo,12 WOODLAND,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,179,39,123,16,1
Navajo,12 WOODLAND,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,372,104,230,37,1
Navajo,12 WOODLAND,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,611,164,379,68,0
Navajo,12 WOODLAND,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,163,26,120,16,1
Navajo,12 WOODLAND,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,374,103,230,40,1
Navajo,12 WOODLAND,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,580,151,370,59,0
Navajo,12 WOODLAND,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,192,39,125,27,1
Navajo,12 WOODLAND,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,376,103,234,38,1
Navajo,12 WOODLAND,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",477,117,305,54,1
Navajo,12 WOODLAND,Board Member Timber Mesa FRD,,,"WYATT, PAUL",525,139,331,54,1
Navajo,12 WOODLAND,Board Member Timber Mesa FRD,,,Write-In Totals,132,71,45,15,1
Navajo,12 WOODLAND,Board Member Timber Mesa FRD,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,Board Member Timber Mesa FRD,,,Undervotes,2001,495,1284,219,3
Navajo,12 WOODLAND,Board Member Pinetop-Lakeside San,,,Write-In Totals,359,137,165,57,0
Navajo,12 WOODLAND,Board Member Pinetop-Lakeside San,,,Overvotes,0,0,0,0,0
