,precinct_id,precinct_name,,contest,contest_name,,,,,,,,choice,choice_name,,,party,candidate_party,vote_type_id,vote_type,,vote_total
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,999999,Total,,33,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,10,Polling,,0,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,20,Early Voting,,6,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,30,Central Count,,5,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,999999,Total,,11,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,10,Polling,,0,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,999999,Total,,0,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,10,TRUMP / PENCE,,1,REP,1,10,Polling,,370,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,10,TRUMP / PENCE,,1,REP,1,20,Early Voting,,426,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,10,TRUMP / PENCE,,1,REP,1,30,Central Count,,155,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,10,TRUMP / PENCE,,1,REP,1,999999,Total,,951,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,20,CLINTON / KAINE,,2,DEM,2,10,Polling,,299,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,20,CLINTON / KAINE,,2,DEM,2,20,Early Voting,,288,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,20,CLINTON / KAINE,,2,DEM,2,30,Central Count,,115,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,20,CLINTON / KAINE,,2,DEM,2,999999,Total,,702,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,30,JOHNSON / WELD,,3,LIB,3,10,Polling,,27,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,30,JOHNSON / WELD,,3,LIB,3,20,Early Voting,,44,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,30,JOHNSON / WELD,,3,LIB,3,30,Central Count,,14,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,30,JOHNSON / WELD,,3,LIB,3,999999,Total,,85,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,40,STEIN / BARAKA,,4,GRN,4,10,Polling,,25,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,40,STEIN / BARAKA,,4,GRN,4,20,Early Voting,,3,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,40,STEIN / BARAKA,,4,GRN,4,30,Central Count,,15,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,40,STEIN / BARAKA,,4,GRN,4,999999,Total,,43,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,50,Write-in,,0,NP,,10,Polling,,16,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,50,Write-in,,0,NP,,20,Early Voting,,16,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,50,Write-in,,0,NP,,30,Central Count,,3,
,51,051 PARKER,,100,Presidential Electors,,0,NP,,0,NP,,50,Write-in,,0,NP,,999999,Total,,35,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,10,Polling,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,999999,Total,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,10,Polling,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,999999,Total,,1,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,10,Polling,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,999999,Total,,3012,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,10,Polling,,750,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,20,Early Voting,,799,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,30,Central Count,,311,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,999999,Total,,1860,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,10,Polling,,19,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,20,Early Voting,,36,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,30,Central Count,,15,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,999999,Total,,70,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,10,Polling,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,999999,Total,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,10,Polling,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,999999,Total,,0,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,10,"MCCAIN, JOHN",,1,REP,1,10,Polling,,409,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,10,"MCCAIN, JOHN",,1,REP,1,20,Early Voting,,421,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,10,"MCCAIN, JOHN",,1,REP,1,30,Central Count,,166,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,10,"MCCAIN, JOHN",,1,REP,1,999999,Total,,996,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,20,"KIRKPATRICK, ANN",,2,DEM,2,10,Polling,,276,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,20,"KIRKPATRICK, ANN",,2,DEM,2,20,Early Voting,,283,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,20,"KIRKPATRICK, ANN",,2,DEM,2,30,Central Count,,101,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,20,"KIRKPATRICK, ANN",,2,DEM,2,999999,Total,,660,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,30,"SWING, GARY",,4,GRN,4,10,Polling,,43,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,30,"SWING, GARY",,4,GRN,4,20,Early Voting,,50,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,30,"SWING, GARY",,4,GRN,4,30,Central Count,,24,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,30,"SWING, GARY",,4,GRN,4,999999,Total,,117,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,40,Write-in,,0,NP,,10,Polling,,3,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,40,Write-in,,0,NP,,20,Early Voting,,9,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,40,Write-in,,0,NP,,30,Central Count,,5,
,51,051 PARKER,,110,United States Senator,,0,NP,,0,NP,,40,Write-in,,0,NP,,999999,Total,,17,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,10,Polling,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,999999,Total,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,10,Polling,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,999999,Total,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,10,Polling,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,999999,Total,,3012,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,10,Polling,,750,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,20,Early Voting,,799,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,30,Central Count,,311,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,999999,Total,,1860,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,10,Polling,,62,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,20,Early Voting,,66,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,30,Central Count,,41,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,999999,Total,,169,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,10,Polling,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,999999,Total,,1,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,10,Polling,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,999999,Total,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,10,"GOSAR, PAUL",,1,REP,1,10,Polling,,391,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,10,"GOSAR, PAUL",,1,REP,1,20,Early Voting,,450,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,10,"GOSAR, PAUL",,1,REP,1,30,Central Count,,158,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,10,"GOSAR, PAUL",,1,REP,1,999999,Total,,999,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,20,"WEISSER, MIKEL",,2,DEM,2,10,Polling,,297,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,20,"WEISSER, MIKEL",,2,DEM,2,20,Early Voting,,282,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,20,"WEISSER, MIKEL",,2,DEM,2,30,Central Count,,112,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,20,"WEISSER, MIKEL",,2,DEM,2,999999,Total,,691,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,30,Write-in,,0,NP,,10,Polling,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,30,Write-in,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,30,Write-in,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,115,U.S. Representative in Congress Dist. 4,,0,NP,,0,NP,,30,Write-in,,0,NP,,999999,Total,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,10,Polling,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,999999,Total,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,10,Polling,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,999999,Total,,1,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,10,Polling,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,999999,Total,,3012,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,10,Polling,,750,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,20,Early Voting,,799,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,30,Central Count,,311,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999996,Times Counted,,0,NP,,999999,Total,,1860,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,10,Polling,,306,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,20,Early Voting,,318,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,30,Central Count,,126,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,999999,Total,,750,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,10,Polling,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,999999,Total,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,10,Polling,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,999999,Total,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,10,"BORRELLI, SONNY",,1,REP,1,10,Polling,,437,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,10,"BORRELLI, SONNY",,1,REP,1,20,Early Voting,,476,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,10,"BORRELLI, SONNY",,1,REP,1,30,Central Count,,185,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,10,"BORRELLI, SONNY",,1,REP,1,999999,Total,,1098,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,20,Write-in 20,,0,NP,,10,Polling,,7,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,20,Write-in 20,,0,NP,,20,Early Voting,,5,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,20,Write-in 20,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,120,State Senator Dist. 5,,0,NP,,0,NP,,20,Write-in 20,,0,NP,,999999,Total,,12,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,10,Polling,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999999,Number of Precincts for Race,,0,NP,,999999,Total,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,10,Polling,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,30,Central Count,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999998,Number of Precincts Reporting,,0,NP,,999999,Total,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,10,Polling,,0,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,20,Early Voting,,0,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999997,Registered Voters,,0,NP,,999999,Total,,3012,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999996,Times Counted,,0,NP,,10,Polling,,750,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999996,Times Counted,,0,NP,,20,Early Voting,,799,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999996,Times Counted,,0,NP,,30,Central Count,,311,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999996,Times Counted,,0,NP,,999999,Total,,1860,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,10,Polling,,80,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,20,Early Voting,,91,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,30,Central Count,,40,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999995,Times Blank Voted,,0,NP,,999999,Total,,211,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,10,Polling,,0,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,20,Early Voting,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,30,Central Count,,0,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999994,Times Over Voted,,0,NP,,999999,Total,,1,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,10,Polling,,392,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,20,Early Voting,,319,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,30,Central Count,,160,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,999993,Number of Under Votes,,0,NP,,999999,Total,,871,
,51,051 PARKER,,125,State Representative Dist. 5 (Elect 2),,0,NP,,0,NP,,10,"COBB, REGINA",,1,REP,1,10,Polling,,253,
