record_type,precinct_id,precinct_name,contest,vote_for_value,contest_order_id,contest_name,candidate_name,party_name,candidate_id,vote_total,vote_type,done
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,TRUMP / PENCE,(REP),248,536,E,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,TRUMP / PENCE,(REP),248,21,P,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,TRUMP / PENCE,(REP),248,3449,C,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,TRUMP / PENCE,(REP),248,0,A,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,CLINTON / KAINE,(DEM),101,250,E,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,CLINTON / KAINE,(DEM),101,4,P,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,CLINTON / KAINE,(DEM),101,2067,C,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,CLINTON / KAINE,(DEM),101,0,A,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,JOHNSON / WELD,(LBT),103,42,E,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,JOHNSON / WELD,(LBT),103,5,P,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,JOHNSON / WELD,(LBT),103,223,C,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,JOHNSON / WELD,(LBT),103,0,A,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,STEIN / BARAKA,(GRN),102,11,E,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,STEIN / BARAKA,(GRN),102,3,P,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,STEIN / BARAKA,(GRN),102,62,C,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,STEIN / BARAKA,(GRN),102,0,A,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,WRITE-IN 900,,0,26,E,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,WRITE-IN 900,,0,0,P,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,WRITE-IN 900,,0,97,C,1
1,20100,201 - EAGLE,900,1,1,PRESIDENTIAL ELECTOR,WRITE-IN 900,,0,0,A,1
