record_type,precinct_id,precinct_name,contest,vote_for_value,contest_order_id,contest_name,candidate_name,party_name,candidate_id,vote_total,vote_type,done
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,"KIRKPATRICK, ANN",DEMOCRATIC PARTY,116,35,E,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,"KIRKPATRICK, ANN",DEMOCRATIC PARTY,116,1,P,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,"KIRKPATRICK, ANN",DEMOCRATIC PARTY,116,848,C,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,"KIRKPATRICK, ANN",DEMOCRATIC PARTY,116,0,A,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,WRITE-IN 146,,0,2,E,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,WRITE-IN 146,,0,0,P,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,WRITE-IN 146,,0,29,C,1
1,20100,201 - EAGLE,146,1,1,U.S. SENATOR,WRITE-IN 146,,0,0,A,1
1,20100,201 - EAGLE,147,1,2,U.S. SENATOR,WRITE-IN 147,,0,0,E,1
1,20100,201 - EAGLE,147,1,2,U.S. SENATOR,WRITE-IN 147,,0,0,P,1
1,20100,201 - EAGLE,147,1,2,U.S. SENATOR,WRITE-IN 147,,0,3,C,1
1,20100,201 - EAGLE,147,1,2,U.S. SENATOR,WRITE-IN 147,,0,0,A,1
1,20100,201 - EAGLE,148,1,3,U.S. SENATOR,WRITE-IN 148,,0,1,E,1
1,20100,201 - EAGLE,148,1,3,U.S. SENATOR,WRITE-IN 148,,0,0,P,1
1,20100,201 - EAGLE,148,1,3,U.S. SENATOR,WRITE-IN 148,,0,5,C,1
1,20100,201 - EAGLE,148,1,3,U.S. SENATOR,WRITE-IN 148,,0,0,A,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MCCAIN, JOHN",REPUBLICAN PARTY,113,97,E,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MCCAIN, JOHN",REPUBLICAN PARTY,113,0,P,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MCCAIN, JOHN",REPUBLICAN PARTY,113,1393,C,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MCCAIN, JOHN",REPUBLICAN PARTY,113,0,A,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MELUSKEY, ALEX",REPUBLICAN PARTY,112,5,E,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MELUSKEY, ALEX",REPUBLICAN PARTY,112,0,P,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MELUSKEY, ALEX",REPUBLICAN PARTY,112,148,C,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"MELUSKEY, ALEX",REPUBLICAN PARTY,112,0,A,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"VAN STEENWYK, CLAIR",REPUBLICAN PARTY,114,5,E,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"VAN STEENWYK, CLAIR",REPUBLICAN PARTY,114,0,P,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"VAN STEENWYK, CLAIR",REPUBLICAN PARTY,114,60,C,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"VAN STEENWYK, CLAIR",REPUBLICAN PARTY,114,0,A,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"WARD, KELLI",REPUBLICAN PARTY,115,102,E,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"WARD, KELLI",REPUBLICAN PARTY,115,2,P,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"WARD, KELLI",REPUBLICAN PARTY,115,909,C,1
1,20100,201 - EAGLE,145,1,4,U.S. SENATOR,"WARD, KELLI",REPUBLICAN PARTY,115,0,A,1
