county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Cochise,01 BE BENSON,Registered Voters,,,,1829,1829,1829,1829
Cochise,01 BE BENSON,Ballots Cast,,,,1390,1080,298,12
Cochise,01 BE BENSON,President,,REP,Donald J. TRUMP / JD VANCE,936,683,244,9
Cochise,01 BE BENSON,President,,DEM,Kamala D. HARRIS / Tim WALZ,427,376,48,3
Cochise,01 BE BENSON,President,,GRN,Jill STEIN / Rudolph WARE,9,8,1,0
Cochise,01 BE BENSON,President,,LBT,Chase OLIVER / Mike ter MAAT,6,5,1,0
Cochise,01 BE BENSON,President,,,Write-In Totals,5,2,3,0
Cochise,01 BE BENSON,President,,,Total Votes,1383,1074,297,12
Cochise,01 BE BENSON,President,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,President,,,Undervotes,7,6,1,0
Cochise,01 BE BENSON,U.S. Senate,,REP,Kari LAKE,865,633,223,9
Cochise,01 BE BENSON,U.S. Senate,,DEM,Ruben GALLEGO,456,392,61,3
Cochise,01 BE BENSON,U.S. Senate,,GRN,Eduardo QUINTANA,35,28,7,0
Cochise,01 BE BENSON,U.S. Senate,,,Write-In Totals,4,2,2,0
Cochise,01 BE BENSON,U.S. Senate,,,Total Votes,1360,1055,293,12
Cochise,01 BE BENSON,U.S. Senate,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,U.S. Senate,,,Undervotes,30,25,5,0
Cochise,01 BE BENSON,U.S. House,6,REP,Juan CISCOMANI,890,651,230,9
Cochise,01 BE BENSON,U.S. House,6,DEM,Kirsten ENGEL,406,357,46,3
Cochise,01 BE BENSON,U.S. House,6,GRN,Athena EASTWOOD,49,35,14,0
Cochise,01 BE BENSON,U.S. House,6,,Write-In Totals,0,0,0,0
Cochise,01 BE BENSON,U.S. House,6,,Total Votes,1345,1043,290,12
Cochise,01 BE BENSON,U.S. House,6,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,U.S. House,6,,Undervotes,45,37,8,0
Cochise,01 BE BENSON,State Senate,19,REP,David GOWAN,916,668,239,9
Cochise,01 BE BENSON,State Senate,19,DEM,Bob KARP,410,363,45,2
Cochise,01 BE BENSON,State Senate,19,,Write-In Totals,0,0,0,0
Cochise,01 BE BENSON,State Senate,19,,Total Votes,1326,1031,284,11
Cochise,01 BE BENSON,State Senate,19,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,State Senate,19,,Undervotes,62,48,13,1
Cochise,01 BE BENSON,State House,19,REP,Lupe DIAZ,840,604,230,6
Cochise,01 BE BENSON,State House,19,REP,Gail GRIFFIN,838,608,221,9
Cochise,01 BE BENSON,State House,19,DEM,Gregg FROSTROM JR.,395,347,46,2
Cochise,01 BE BENSON,State House,19,,Write-In Totals,2,1,1,0
Cochise,01 BE BENSON,State House,19,,Total Votes,2075,1560,498,17
Cochise,01 BE BENSON,State House,19,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,State House,19,,Undervotes,701,598,96,7
Cochise,01 BE BENSON,Corporation Commissioner,,REP,Rachel WALDEN,837,624,206,7
Cochise,01 BE BENSON,Corporation Commissioner,,REP,Rene LOPEZ,823,606,214,3
Cochise,01 BE BENSON,Corporation Commissioner,,REP,Lea MARQUEZ PETERSON,795,581,209,5
Cochise,01 BE BENSON,Corporation Commissioner,,DEM,Jonathon HILL,359,318,38,3
Cochise,01 BE BENSON,Corporation Commissioner,,DEM,Ylenia AGUILAR,353,312,40,1
Cochise,01 BE BENSON,Corporation Commissioner,,DEM,Joshua POLACHECK,329,300,27,2
Cochise,01 BE BENSON,Corporation Commissioner,,GRN,Nina LUXENBERG,59,50,9,0
Cochise,01 BE BENSON,Corporation Commissioner,,GRN,Mike CEASE,39,30,9,0
Cochise,01 BE BENSON,Corporation Commissioner,,,Write-In Totals,0,0,0,0
Cochise,01 BE BENSON,Corporation Commissioner,,,Total Votes,3594,2821,752,21
Cochise,01 BE BENSON,Corporation Commissioner,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,Corporation Commissioner,,,Undervotes,570,416,139,15
Cochise,01 BE BENSON,Board of Supervisors,3,REP,Frank ANTENORI,650,475,168,7
Cochise,01 BE BENSON,Board of Supervisors,3,IND,Jacob KARTCHNER,277,269,7,1
Cochise,01 BE BENSON,Board of Supervisors,3,DEM,Joy BANKS,325,287,36,2
Cochise,01 BE BENSON,Board of Supervisors,3,IND,"Patricia ""Patsy"" NYBERG",18,9,8,1
Cochise,01 BE BENSON,Board of Supervisors,3,,Write-In Totals,0,0,0,0
Cochise,01 BE BENSON,Board of Supervisors,3,,Total Votes,1340,1040,289,11
Cochise,01 BE BENSON,Board of Supervisors,3,,Overvotes,6,6,0,0
Cochise,01 BE BENSON,Board of Supervisors,3,,Undervotes,42,33,8,1
Cochise,01 BE BENSON,County Assessor,,REP,Philip S. LEIENDECKER,1075,807,259,9
Cochise,01 BE BENSON,County Assessor,,,Write-In Totals,9,6,3,0
Cochise,01 BE BENSON,County Assessor,,,Total Votes,1084,813,262,9
Cochise,01 BE BENSON,County Assessor,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County Assessor,,,Undervotes,304,266,35,3
Cochise,01 BE BENSON,County Attorney,,REP,Lori ZUCCO,920,674,237,9
Cochise,01 BE BENSON,County Attorney,,DEM,Scott ECKSTEIN,398,351,45,2
Cochise,01 BE BENSON,County Attorney,,,Write-In Totals,2,2,0,0
Cochise,01 BE BENSON,County Attorney,,,Total Votes,1320,1027,282,11
Cochise,01 BE BENSON,County Attorney,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County Attorney,,,Undervotes,68,52,15,1
Cochise,01 BE BENSON,County Recorder,,REP,David STEVENS,889,640,241,8
Cochise,01 BE BENSON,County Recorder,,DEM,Anne CARL,437,390,44,3
Cochise,01 BE BENSON,County Recorder,,,Write-In Totals,0,0,0,0
Cochise,01 BE BENSON,County Recorder,,,Total Votes,1326,1030,285,11
Cochise,01 BE BENSON,County Recorder,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County Recorder,,,Undervotes,62,49,12,1
Cochise,01 BE BENSON,County School Superintendent,,REP,"Jacqueline ""Jacqui"" CLAY",1096,823,264,9
Cochise,01 BE BENSON,County School Superintendent,,,Write-In Totals,9,7,2,0
Cochise,01 BE BENSON,County School Superintendent,,,Total Votes,1105,830,266,9
Cochise,01 BE BENSON,County School Superintendent,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County School Superintendent,,,Undervotes,283,249,31,3
Cochise,01 BE BENSON,County Sheriff,,REP,Mark DANNELS,1131,850,271,10
Cochise,01 BE BENSON,County Sheriff,,,Write-In Totals,14,12,2,0
Cochise,01 BE BENSON,County Sheriff,,,Total Votes,1145,862,273,10
Cochise,01 BE BENSON,County Sheriff,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County Sheriff,,,Undervotes,243,217,24,2
Cochise,01 BE BENSON,County Treasurer,,REP,"Catherine ""Cathy"" TRAYWICK",1122,845,268,9
Cochise,01 BE BENSON,County Treasurer,,,Write-In Totals,6,4,2,0
Cochise,01 BE BENSON,County Treasurer,,,Total Votes,1128,849,270,9
Cochise,01 BE BENSON,County Treasurer,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,County Treasurer,,,Undervotes,260,230,27,3
Cochise,01 BE BENSON,Kathryn H KING for Supreme Court Justice,,,YES,872,672,193,7
Cochise,01 BE BENSON,Kathryn H KING for Supreme Court Justice,,,NO,320,254,64,2
Cochise,01 BE BENSON,Kathryn H KING for Supreme Court Justice,,,Total Votes,1192,926,257,9
Cochise,01 BE BENSON,Kathryn H KING for Supreme Court Justice,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,Kathryn H KING for Supreme Court Justice,,,Undervotes,196,153,40,3
Cochise,01 BE BENSON,Clint BOLICK for Supreme Court Justice,,,YES,816,618,192,6
Cochise,01 BE BENSON,Clint BOLICK for Supreme Court Justice,,,NO,345,280,62,3
Cochise,01 BE BENSON,Clint BOLICK for Supreme Court Justice,,,Total Votes,1161,898,254,9
Cochise,01 BE BENSON,Clint BOLICK for Supreme Court Justice,,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,Clint BOLICK for Supreme Court Justice,,,Undervotes,227,181,43,3
Cochise,01 BE BENSON,Judge of Superior Court,4,,Richard G. KARWACZKA,1001,755,238,8
Cochise,01 BE BENSON,Judge of Superior Court,4,,Write-In Totals,4,4,0,0
Cochise,01 BE BENSON,Judge of Superior Court,4,,Total Votes,1005,759,238,8
Cochise,01 BE BENSON,Judge of Superior Court,4,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,Judge of Superior Court,4,,Undervotes,383,320,59,4
Cochise,01 BE BENSON,Judge of Superior Court,5,,Jason LINDSTROM,1016,770,239,7
Cochise,01 BE BENSON,Judge of Superior Court,5,,Write-In Totals,4,4,0,0
Cochise,01 BE BENSON,Judge of Superior Court,5,,Total Votes,1020,774,239,7
Cochise,01 BE BENSON,Judge of Superior Court,5,,Overvotes,0,0,0,0
Cochise,01 BE BENSON,Judge of Superior Court,5,,Undervotes,368,305,58,5
Cochise,01 BE BENSON,Board Member,Benson USD 9,,Brett BARNEY,783,608,169,6
