county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Yuma,001,Registered Voters,,,,1172,1172,1172,1172
Yuma,001,Ballots Cast,,,,674,581,90,3
Yuma,001,President,,REP,Donald J. TRUMP / JD VANCE,370,309,60,1
Yuma,001,President,,DEM,Kamala D. HARRIS / Tim WALZ,289,262,26,1
Yuma,001,President,,LBT,Chase OLIVER / Mike ter MATT,5,4,0,1
Yuma,001,President,,GRN,Jill STEIN / Rudolph WARE,7,5,2,0
Yuma,001,President,,,Write-In Totals,0,0,0,0
Yuma,001,President,,,Not Assigned,0,0,0,0
Yuma,001,President,,,Total Votes,671,580,88,3
Yuma,001,President,,,Over Votes,2,0,2,0
Yuma,001,President,,,Under Votes,1,1,0,0
Yuma,001,U.S. Senate,,REP,Kari LAKE,320,270,49,1
Yuma,001,U.S. Senate,,DEM,Ruben GALLEGO,320,286,32,2
Yuma,001,U.S. Senate,,GRN,Eduardo QUINTANA,15,13,2,0
Yuma,001,U.S. Senate,,,Write-In Totals,2,1,1,0
Yuma,001,U.S. Senate,,,Not Assigned,0,0,0,0
Yuma,001,U.S. Senate,,,Total Votes,657,570,84,3
Yuma,001,U.S. Senate,,,Over Votes,0,0,0,0
Yuma,001,U.S. Senate,,,Under Votes,17,11,6,0
Yuma,001,U.S. House,7,REP,Danial BUTIEREZ SR.,331,279,51,1
Yuma,001,U.S. House,7,DEM,Raul M. GRIJALVA,313,281,30,2
Yuma,001,U.S. House,7,,Write-In Totals,0,0,0,0
Yuma,001,U.S. House,7,,Not Assigned,0,0,0,0
Yuma,001,U.S. House,7,,Total Votes,644,560,81,3
Yuma,001,U.S. House,7,,Over Votes,0,0,0,0
Yuma,001,U.S. House,7,,Under Votes,30,21,9,0
Yuma,001,State Senate,23,REP,Michelle ALTHERR,332,275,56,1
Yuma,001,State Senate,23,DEM,Brian FERNANDEZ,308,278,28,2
Yuma,001,State Senate,23,,Write-In Totals,1,1,0,0
Yuma,001,State Senate,23,,Not Assigned,1,1,0,0
Yuma,001,State Senate,23,,Total Votes,641,554,84,3
Yuma,001,State Senate,23,,Over Votes,0,0,0,0
Yuma,001,State Senate,23,,Under Votes,33,27,6,0
Yuma,001,State House,23,REP,Michele PENA,341,285,55,1
Yuma,001,State House,23,DEM,Matias ROSALES,283,254,28,1
Yuma,001,State House,23,DEM,Mariana SANDOVAL,265,236,28,1
Yuma,001,State House,23,,Write-In Totals,0,0,0,0
Yuma,001,State House,23,,Not Assigned,0,0,0,0
Yuma,001,State House,23,,Total Votes,889,775,111,3
Yuma,001,State House,23,,Over Votes,0,0,0,0
Yuma,001,State House,23,,Under Votes,459,387,69,3
Yuma,001,Corporation Commissioner,,REP,Rene LOPEZ,303,253,49,1
Yuma,001,Corporation Commissioner,,REP,Lea MARQUEZ PETERSON,281,241,39,1
Yuma,001,Corporation Commissioner,,REP,Rachel WALDEN,293,248,44,1
Yuma,001,Corporation Commissioner,,DEM,Ylenia AGUILAR,265,235,29,1
Yuma,001,Corporation Commissioner,,DEM,Jonathon HILL,234,215,19,0
Yuma,001,Corporation Commissioner,,DEM,Joshua POLACHECK,208,193,14,1
Yuma,001,Corporation Commissioner,,GRN,Mike CEASE,30,24,6,0
Yuma,001,Corporation Commissioner,,GRN,Nina LUXENBERG,33,29,4,0
Yuma,001,Corporation Commissioner,,,Write-In Totals,0,0,0,0
Yuma,001,Corporation Commissioner,,,Not Assigned,0,0,0,0
Yuma,001,Corporation Commissioner,,,Total Votes,1647,1438,204,5
Yuma,001,Corporation Commissioner,,,Over Votes,0,0,0,0
Yuma,001,Corporation Commissioner,,,Under Votes,375,305,66,4
Yuma,001,Board of Supervisors,1,DEM,Martin PORCHAS,434,374,58,2
Yuma,001,Board of Supervisors,1,,Write-In Totals,12,8,4,0
Yuma,001,Board of Supervisors,1,,Not Assigned,12,8,4,0
Yuma,001,Board of Supervisors,1,,Total Votes,446,382,62,2
Yuma,001,Board of Supervisors,1,,Over Votes,1,1,0,0
Yuma,001,Board of Supervisors,1,,Under Votes,227,198,28,1
Yuma,001,County Assessor,,REP,"Steven ""Stevie"" SEALE",354,299,54,1
Yuma,001,County Assessor,,DEM,Brian DE LA HOYA,290,257,31,2
Yuma,001,County Assessor,,,Write-In Totals,0,0,0,0
Yuma,001,County Assessor,,,Not Assigned,0,0,0,0
Yuma,001,County Assessor,,,Total Votes,644,556,85,3
Yuma,001,County Assessor,,,Over Votes,0,0,0,0
Yuma,001,County Assessor,,,Under Votes,30,25,5,0
Yuma,001,County Attorney,,DEM,Karolyn KACZOROWSKI,428,372,54,2
Yuma,001,County Attorney,,,Write-In Totals,12,10,2,0
Yuma,001,County Attorney,,,Not Assigned,12,10,2,0
Yuma,001,County Attorney,,,Total Votes,440,382,56,2
Yuma,001,County Attorney,,,Over Votes,1,1,0,0
Yuma,001,County Attorney,,,Under Votes,233,198,34,1
Yuma,001,County Recorder,,REP,David LARA,346,291,54,1
Yuma,001,County Recorder,,DEM,Emilia CORTEZ,300,266,32,2
Yuma,001,County Recorder,,,Write-In Totals,0,0,0,0
Yuma,001,County Recorder,,,Not Assigned,0,0,0,0
Yuma,001,County Recorder,,,Total Votes,646,557,86,3
Yuma,001,County Recorder,,,Over Votes,0,0,0,0
Yuma,001,County Recorder,,,Under Votes,28,24,4,0
Yuma,001,County School Superintendent,,REP,Tom HURT,357,301,55,1
Yuma,001,County School Superintendent,,DEM,Norma NELSON,285,254,29,2
Yuma,001,County School Superintendent,,,Write-In Totals,0,0,0,0
Yuma,001,County School Superintendent,,,Not Assigned,0,0,0,0
Yuma,001,County School Superintendent,,,Total Votes,642,555,84,3
Yuma,001,County School Superintendent,,,Over Votes,0,0,0,0
Yuma,001,County School Superintendent,,,Under Votes,32,26,6,0
Yuma,001,County Sheriff,,REP,Leon WILMOT,527,452,73,2
Yuma,001,County Sheriff,,,Write-In Totals,11,11,0,0
Yuma,001,County Sheriff,,,Not Assigned,11,11,0,0
Yuma,001,County Sheriff,,,Total Votes,538,463,73,2
