county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Graham,Solomon #1,Registered Voters,,,,1086,1086,1086,1086
Graham,Solomon #1,Ballots Cast,,,,801,551,250,0
Graham,Solomon #1,President,,REP,Donald J. TRUMP / JD VANCE,574,378,196,0
Graham,Solomon #1,President,,DEM,Kamala D. HARRIS / Tim WALZ,214,165,49,0
Graham,Solomon #1,President,,LBT,Chase OLIVER / Mike ter MATT,5,2,3,0
Graham,Solomon #1,President,,GRN,Jill STEIN / Rudolph WARE,2,2,0,0
Graham,Solomon #1,President,,,Write-In Totals,2,2,0,0
Graham,Solomon #1,President,,,Total Votes,797,549,248,0
Graham,Solomon #1,U.S. Senate,,REP,Kari LAKE,538,358,180,0
Graham,Solomon #1,U.S. Senate,,DEM,Ruben GALLEGO,225,168,57,0
Graham,Solomon #1,U.S. Senate,,GRN,Eduardo QUINTANA,21,14,7,0
Graham,Solomon #1,U.S. Senate,,,Write-In Totals,0,0,0,0
Graham,Solomon #1,U.S. Senate,,,Total Votes,784,540,244,0
Graham,Solomon #1,U.S. House,6,REP,Juan CISCOMANI,548,360,188,0
Graham,Solomon #1,U.S. House,6,DEM,Kirsten ENGEL,208,158,50,0
Graham,Solomon #1,U.S. House,6,GRN,Athena EASTWOOD,20,16,4,0
Graham,Solomon #1,U.S. House,6,,Write-In Totals,1,1,0,0
Graham,Solomon #1,U.S. House,6,,Total Votes,777,535,242,0
Graham,Solomon #1,State Senate,19,REP,David GOWAN,545,364,181,0
Graham,Solomon #1,State Senate,19,DEM,Bob KARP,222,164,58,0
Graham,Solomon #1,State Senate,19,,Write-In Totals,0,0,0,0
Graham,Solomon #1,State Senate,19,,Total Votes,767,528,239,0
Graham,Solomon #1,State House,19,REP,Lupe DIAZ,477,321,156,0
Graham,Solomon #1,State House,19,REP,Gail GRIFFIN,462,329,133,0
Graham,Solomon #1,State House,19,DEM,Gregg FROSTROM JR.,192,148,44,0
Graham,Solomon #1,State House,19,,Write-In Totals,1,1,0,0
Graham,Solomon #1,State House,19,,Total Votes,1132,799,333,0
Graham,Solomon #1,Corporation Commissioner,,REP,Rene LOPEZ,463,314,149,0
Graham,Solomon #1,Corporation Commissioner,,REP,Lea MARQUEZ PETERSON,428,296,132,0
Graham,Solomon #1,Corporation Commissioner,,REP,Rachel WALDEN,458,329,129,0
Graham,Solomon #1,Corporation Commissioner,,DEM,Ylenia AGUILAR,195,150,45,0
Graham,Solomon #1,Corporation Commissioner,,DEM,Jonathon HILL,152,124,28,0
Graham,Solomon #1,Corporation Commissioner,,DEM,Joshua POLACHECK,144,116,28,0
Graham,Solomon #1,Corporation Commissioner,,GRN,Mike CEASE,11,7,4,0
Graham,Solomon #1,Corporation Commissioner,,GRN,Nina LUXENBERG,17,13,4,0
Graham,Solomon #1,Corporation Commissioner,,,Write-In Totals,0,0,0,0
Graham,Solomon #1,Corporation Commissioner,,,Total Votes,1868,1349,519,0
Graham,Solomon #1,Board of Supervisors,3,REP,Clay MACK,681,468,213,0
Graham,Solomon #1,Board of Supervisors,3,,Write-In Totals,7,7,0,0
Graham,Solomon #1,Board of Supervisors,3,,Total Votes,688,475,213,0
Graham,Solomon #1,County Attorney,,REP,L. Scott BENNETT,658,453,205,0
Graham,Solomon #1,County Attorney,,,Write-In Totals,6,5,1,0
Graham,Solomon #1,County Attorney,,,Total Votes,664,458,206,0
Graham,Solomon #1,County Sheriff,,REP,"Preston ""PJ"" ALLRED",697,475,222,0
Graham,Solomon #1,County Sheriff,,,Write-In Totals,14,11,3,0
Graham,Solomon #1,County Sheriff,,,Total Votes,711,486,225,0
Graham,Solomon #1,County Treasurer,,REP,Cindi ORR,679,469,210,0
Graham,Solomon #1,County Treasurer,,,Write-In Totals,3,3,0,0
Graham,Solomon #1,County Treasurer,,,Total Votes,682,472,210,0
Graham,Solomon #1,County School Superintendent,,REP,Donna MCGAUGHEY,678,467,211,0
Graham,Solomon #1,County School Superintendent,,,Write-In Totals,4,4,0,0
Graham,Solomon #1,County School Superintendent,,,Total Votes,682,471,211,0
Graham,Solomon #1,County Recorder,,REP,Polly MERRIMAN,678,471,207,0
Graham,Solomon #1,County Recorder,,,Write-In Totals,4,4,0,0
Graham,Solomon #1,County Recorder,,,Total Votes,682,475,207,0
Graham,Solomon #1,County Assessor,,REP,Darlene MONTIERTH,689,478,211,0
Graham,Solomon #1,County Assessor,,,Write-In Totals,4,4,0,0
Graham,Solomon #1,County Assessor,,,Total Votes,693,482,211,0
Graham,Solomon #1,Retain Justice-BOLICK,,,YES,511,356,155,0
