county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Coconino,01 - FLAGSTAFF 1,Registered Voters,,,,1858,1858,1858,1858
Coconino,01 - FLAGSTAFF 1,Ballots Cast,,,,1584,1386,182,16
Coconino,01 - FLAGSTAFF 1,President,,DEM,Kamala D. HARRIS / Tim WALZ,1142,1044,89,9
Coconino,01 - FLAGSTAFF 1,President,,REP,Donald J. TRUMP / JD VANCE,402,307,88,7
Coconino,01 - FLAGSTAFF 1,President,,LBT,Chase OLIVER / Mike ter MATT,10,8,2,0
Coconino,01 - FLAGSTAFF 1,President,,GRN,Jill STEIN / Rudolph WARE,14,11,3,0
Coconino,01 - FLAGSTAFF 1,President,,,Write-In Totals,7,7,0,0
Coconino,01 - FLAGSTAFF 1,President,,,Not Assigned,0,0,0,0
Coconino,01 - FLAGSTAFF 1,President,,,Over Votes,0,0,0,0
Coconino,01 - FLAGSTAFF 1,President,,,Under Votes,9,9,0,0
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,DEM,Ruben GALLEGO,1165,1066,90,9
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,REP,Kari LAKE,365,275,84,6
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,GRN,Eduardo QUINTANA,30,26,4,0
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,,Write-In Totals,4,4,0,0
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,,Not Assigned,0,0,0,0
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,,Over Votes,0,0,0,0
Coconino,01 - FLAGSTAFF 1,U.S. Senate,,,Under Votes,20,15,4,1
Coconino,01 - FLAGSTAFF 1,U.S. House,2,DEM,Jonathan NEZ,1171,1067,93,11
Coconino,01 - FLAGSTAFF 1,U.S. House,2,REP,Eli CRANE,364,277,82,5
Coconino,01 - FLAGSTAFF 1,U.S. House,2,,Write-In Totals,2,2,0,0
Coconino,01 - FLAGSTAFF 1,U.S. House,2,,Not Assigned,0,0,0,0
Coconino,01 - FLAGSTAFF 1,U.S. House,2,,Over Votes,0,0,0,0
Coconino,01 - FLAGSTAFF 1,U.S. House,2,,Under Votes,47,40,7,0
Coconino,01 - FLAGSTAFF 1,State Senate,6,DEM,Teresa HATATHLIE,1215,1084,120,11
Coconino,01 - FLAGSTAFF 1,State Senate,6,,Write-In Totals,37,28,9,0
Coconino,01 - FLAGSTAFF 1,State Senate,6,,Not Assigned,37,28,9,0
Coconino,01 - FLAGSTAFF 1,State Senate,6,,Over Votes,0,0,0,0
Coconino,01 - FLAGSTAFF 1,State Senate,6,,Under Votes,323,268,51,4
Coconino,01 - FLAGSTAFF 1,State House,6,DEM,Mae PESHLAKAI,1108,1016,83,9
Coconino,01 - FLAGSTAFF 1,State House,6,DEM,Myron TSOSIE,1068,985,75,8
