county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Yavapai,GRANITE (301.00),Registered Voters,,,,5072,5072,5072,5072
Yavapai,GRANITE (301.00),Ballots Cast,,,,4570,4299,265,6
Yavapai,GRANITE (301.00),President,,REP,Donald J. TRUMP / JD VANCE,2904,2704,197,3
Yavapai,GRANITE (301.00),President,,DEM,Kamala D. HARRIS / Tim WALZ,1574,1510,61,3
Yavapai,GRANITE (301.00),President,,LBT,Chase OLIVER / Mike ter MATT,29,27,2,0
Yavapai,GRANITE (301.00),President,,GRN,Jill STEIN / Rudolph WARE,14,14,0,0
Yavapai,GRANITE (301.00),President,,,Write In Total,1,1,0,0
Yavapai,GRANITE (301.00),President,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),President,,,Under Votes,48,43,5,0
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Kari LAKE,2731,2540,189,2
Yavapai,GRANITE (301.00),U.S. Senate,,DEM,Ruben GALLEGO,1687,1620,64,3
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Eduardo QUINTANA,60,54,5,1
Yavapai,GRANITE (301.00),U.S. Senate,,,Write In Total,2,2,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,,Over Votes,4,4,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,,Under Votes,86,79,7,0
Yavapai,GRANITE (301.00),U.S. House,2,REP,Eli CRANE,2844,2651,191,2
Yavapai,GRANITE (301.00),U.S. House,2,DEM,Jonathan NEZ,1567,1502,61,4
Yavapai,GRANITE (301.00),U.S. House,2,,Write In Total,2,1,1,0
Yavapai,GRANITE (301.00),U.S. House,2,,Over Votes,2,2,0,0
Yavapai,GRANITE (301.00),U.S. House,2,,Under Votes,155,143,12,0
Yavapai,GRANITE (301.00),State Senate,1,REP,Mark FINCHEM,2805,2616,186,3
Yavapai,GRANITE (301.00),State Senate,1,DEM,Mike FOGEL,1550,1492,55,3
Yavapai,GRANITE (301.00),State Senate,1,,Over Votes,1,1,0,0
Yavapai,GRANITE (301.00),State Senate,1,,Under Votes,210,186,24,0
Yavapai,GRANITE (301.00),State House,1,REP,Selina BLISS,2766,2594,171,1
Yavapai,GRANITE (301.00),State House,1,REP,Quang NGUYEN,2751,2589,160,2
Yavapai,GRANITE (301.00),State House,1,DEM,Jay RUBY,1294,1245,45,4
Yavapai,GRANITE (301.00),State House,1,DEM,Marcia SMITH,1351,1304,45,2
Yavapai,GRANITE (301.00),State House,1,,Over Votes,2,2,0,0
Yavapai,GRANITE (301.00),State House,1,,Under Votes,968,856,109,3
Yavapai,GRANITE (301.00),Corporation Commissioner,,REP,Rene LOPEZ,2675,2510,163,2
Yavapai,GRANITE (301.00),Corporation Commissioner,,REP,Lea MARQUEZ PETERSON,2651,2502,147,2
Yavapai,GRANITE (301.00),Corporation Commissioner,,REP,Rachel WALDEN,2698,2523,172,3
Yavapai,GRANITE (301.00),Corporation Commissioner,,DEM,Ylenia AGUILAR,1296,1248,46,2
Yavapai,GRANITE (301.00),Corporation Commissioner,,DEM,Jonathon HILL,1369,1325,42,2
Yavapai,GRANITE (301.00),Corporation Commissioner,,DEM,Joshua POLACHECK,1246,1202,41,3
Yavapai,GRANITE (301.00),Corporation Commissioner,,GRN,Mike CEASE,94,84,10,0
Yavapai,GRANITE (301.00),Corporation Commissioner,,GRN,Nina LUXENBERG,125,106,18,1
Yavapai,GRANITE (301.00),Corporation Commissioner,,,Write In Total,1,1,0,0
Yavapai,GRANITE (301.00),Corporation Commissioner,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Corporation Commissioner,,,Under Votes,1543,1384,156,3
Yavapai,GRANITE (301.00),Board of Supervisors,1,REP,Brooks COMPTON,3261,3062,196,3
Yavapai,GRANITE (301.00),Board of Supervisors,1,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Board of Supervisors,1,,Under Votes,1305,1233,69,3
Yavapai,GRANITE (301.00),County Assessor,,REP,Judd SIMMONS,3336,3129,204,3
Yavapai,GRANITE (301.00),County Assessor,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County Assessor,,,Under Votes,1230,1166,61,3
Yavapai,GRANITE (301.00),County Attorney,,REP,Dennis MCGRANE,3259,3059,197,3
Yavapai,GRANITE (301.00),County Attorney,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County Attorney,,,Under Votes,1307,1236,68,3
Yavapai,GRANITE (301.00),County Recorder,,REP,Michelle BURCHILL,3378,3176,199,3
Yavapai,GRANITE (301.00),County Recorder,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County Recorder,,,Under Votes,1188,1119,66,3
Yavapai,GRANITE (301.00),County School Superintendent,,REP,Steve KING,3340,3138,199,3
Yavapai,GRANITE (301.00),County School Superintendent,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County School Superintendent,,,Under Votes,1226,1157,66,3
Yavapai,GRANITE (301.00),County Sheriff,,REP,David RHODES,3347,3142,202,3
Yavapai,GRANITE (301.00),County Sheriff,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County Sheriff,,,Under Votes,1219,1153,63,3
Yavapai,GRANITE (301.00),County Treasurer,,REP,Chip DAVIS,3288,3086,199,3
Yavapai,GRANITE (301.00),County Treasurer,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),County Treasurer,,,Under Votes,1278,1209,66,3
Yavapai,GRANITE (301.00),Retain Justice-KING,,,YES,2802,2641,160,1
Yavapai,GRANITE (301.00),Retain Justice-KING,,,NO,889,836,51,2
Yavapai,GRANITE (301.00),Retain Justice-KING,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Retain Justice-KING,,,Under Votes,875,818,54,3
Yavapai,GRANITE (301.00),Retain Justice-BOLICK,,,YES,2743,2587,155,1
Yavapai,GRANITE (301.00),Retain Justice-BOLICK,,,NO,910,856,52,2
Yavapai,GRANITE (301.00),Retain Justice-BOLICK,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Retain Justice-BOLICK,,,Under Votes,913,852,58,3
Yavapai,GRANITE (301.00),Retain Judge-FURUYA,,,YES,2816,2660,154,2
Yavapai,GRANITE (301.00),Retain Judge-FURUYA,,,NO,568,526,41,1
Yavapai,GRANITE (301.00),Retain Judge-FURUYA,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Retain Judge-FURUYA,,,Under Votes,1182,1109,70,3
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 4,,,Krista CARMAN,3090,2912,175,3
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 4,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 4,,,Under Votes,1476,1383,90,3
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 5,,,Danalyn SAVAGE,1685,1598,85,2
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 5,,,Henry WHITMER,1702,1596,103,3
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 5,,,Over Votes,8,8,0,0
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 5,,,Under Votes,1171,1093,77,1
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 7,,,Michael BLUFF,2993,2814,175,4
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 7,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 7,,,Under Votes,1573,1481,90,2
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 8,,,Debra PHELAN,3019,2843,173,3
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 8,,,Over Votes,0,0,0,0
Yavapai,GRANITE (301.00),Superior Court Judge - DIV. 8,,,Under Votes,1547,1452,92,3
Yavapai,GRANITE (301.00),PROPOSITION 133,,,YES,2170,2032,136,2
Yavapai,GRANITE (301.00),PROPOSITION 133,,,NO,1932,1832,97,3
Yavapai,GRANITE (301.00),PROPOSITION 133,,,Over Votes,3,3,0,0
Yavapai,GRANITE (301.00),PROPOSITION 133,,,Under Votes,461,428,32,1
Yavapai,GRANITE (301.00),PROPOSITION 134,,,YES,2232,2097,135,0
Yavapai,GRANITE (301.00),PROPOSITION 134,,,NO,1896,1793,97,6
Yavapai,GRANITE (301.00),PROPOSITION 134,,,Over Votes,1,1,0,0
Yavapai,GRANITE (301.00),PROPOSITION 134,,,Under Votes,437,404,33,0
Yavapai,GRANITE (301.00),PROPOSITION 135,,,YES,2295,2142,151,2
Yavapai,GRANITE (301.00),PROPOSITION 135,,,NO,1834,1745,85,4
Yavapai,GRANITE (301.00),PROPOSITION 135,,,Over Votes,2,2,0,0
Yavapai,GRANITE (301.00),PROPOSITION 135,,,Under Votes,435,406,29,0
Yavapai,GRANITE (301.00),PROPOSITION 136,,,YES,1884,1767,117,0
Yavapai,GRANITE (301.00),PROPOSITION 136,,,NO,2212,2093,114,5
Yavapai,GRANITE (301.00),PROPOSITION 136,,,Over Votes,1,1,0,0
Yavapai,GRANITE (301.00),PROPOSITION 136,,,Under Votes,469,434,34,1
