county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_votes,provisional 
Yuma,029,State Mine Inspector,,,Write-ins,37,9,24,4,0
Yuma,030.01,State Mine Inspector,,,Write-ins,35,4,20,11,0
Yuma,031,State Mine Inspector,,,Write-ins,78,16,49,12,1
Yuma,032,State Mine Inspector,,,Write-ins,24,6,18,0,0
Yuma,033,State Mine Inspector,,,Write-ins,4,1,3,0,0
Yuma,034.01,State Mine Inspector,,,Write-ins,11,2,6,3,0
Yuma,035,State Mine Inspector,,,Write-ins,12,1,11,0,0
Yuma,036,State Mine Inspector,,,Write-ins,29,8,19,1,1
Yuma,037,State Mine Inspector,,,Write-ins,25,9,16,0,0
Yuma,038,State Mine Inspector,,,Write-ins,31,5,22,4,0
Yuma,039,State Mine Inspector,,,Write-ins,16,3,12,1,0
Yuma,040,State Mine Inspector,,,Write-ins,33,3,27,2,1
Yuma,041.01,State Mine Inspector,,,Write-ins,19,3,14,2,0
Yuma,042,State Mine Inspector,,,Write-ins,34,12,18,4,0
Yuma,043,State Mine Inspector,,,Write-ins,1,0,1,0,0
Yuma,044,State Mine Inspector,,,Write-ins,0,0,0,0,0
Yuma,045.01,State Mine Inspector,,,Write-ins,8,3,4,1,0
Yuma,046,State Mine Inspector,,,Write-ins,0,0,0,0,0
Yuma,001.01,Corporation Commissioner,,DEM,Lauren Kuby,183,21,144,18,0
Yuma,002,Corporation Commissioner,,DEM,Lauren Kuby,236,36,190,7,3
Yuma,003,Corporation Commissioner,,DEM,Lauren Kuby,173,24,138,9,2
Yuma,004,Corporation Commissioner,,DEM,Lauren Kuby,692,64,600,25,3
Yuma,005,Corporation Commissioner,,DEM,Lauren Kuby,395,37,336,19,3
Yuma,006,Corporation Commissioner,,DEM,Lauren Kuby,451,79,323,45,4
Yuma,007,Corporation Commissioner,,DEM,Lauren Kuby,533,67,411,50,5
Yuma,008.01,Corporation Commissioner,,DEM,Lauren Kuby,266,18,235,12,1
Yuma,009,Corporation Commissioner,,DEM,Lauren Kuby,226,30,190,5,1
Yuma,010,Corporation Commissioner,,DEM,Lauren Kuby,864,81,739,35,9
Yuma,011,Corporation Commissioner,,DEM,Lauren Kuby,353,55,267,30,1
Yuma,012,Corporation Commissioner,,DEM,Lauren Kuby,300,40,242,17,1
Yuma,013,Corporation Commissioner,,DEM,Lauren Kuby,288,30,253,5,0
Yuma,014.01,Corporation Commissioner,,DEM,Lauren Kuby,89,9,73,7,0
Yuma,015.01,Corporation Commissioner,,DEM,Lauren Kuby,323,29,271,18,5
Yuma,016,Corporation Commissioner,,DEM,Lauren Kuby,289,33,246,7,3
Yuma,017,Corporation Commissioner,,DEM,Lauren Kuby,469,50,402,16,1
Yuma,018,Corporation Commissioner,,DEM,Lauren Kuby,18,2,14,2,0
Yuma,019,Corporation Commissioner,,DEM,Lauren Kuby,20,2,18,0,0
Yuma,020,Corporation Commissioner,,DEM,Lauren Kuby,372,53,295,20,4
Yuma,021,Corporation Commissioner,,DEM,Lauren Kuby,0,0,0,0,0
Yuma,022,Corporation Commissioner,,DEM,Lauren Kuby,454,63,364,24,3
Yuma,023.01,Corporation Commissioner,,DEM,Lauren Kuby,423,36,378,8,1
Yuma,024.01,Corporation Commissioner,,DEM,Lauren Kuby,895,64,807,21,3
Yuma,25.01,Corporation Commissioner,,DEM,Lauren Kuby,505,29,462,13,1
Yuma,026,Corporation Commissioner,,DEM,Lauren Kuby,149,13,121,13,2
Yuma,027,Corporation Commissioner,,DEM,Lauren Kuby,172,21,144,7,0
Yuma,028,Corporation Commissioner,,DEM,Lauren Kuby,111,15,85,10,1
Yuma,029,Corporation Commissioner,,DEM,Lauren Kuby,648,100,471,74,3
Yuma,030.01,Corporation Commissioner,,DEM,Lauren Kuby,705,98,505,101,1
Yuma,031,Corporation Commissioner,,DEM,Lauren Kuby,1028,172,732,112,12
Yuma,032,Corporation Commissioner,,DEM,Lauren Kuby,223,31,176,15,1
Yuma,033,Corporation Commissioner,,DEM,Lauren Kuby,86,6,74,6,0
Yuma,034.01,Corporation Commissioner,,DEM,Lauren Kuby,116,15,93,5,3
Yuma,035,Corporation Commissioner,,DEM,Lauren Kuby,269,29,235,2,3
Yuma,036,Corporation Commissioner,,DEM,Lauren Kuby,429,54,350,22,3
Yuma,037,Corporation Commissioner,,DEM,Lauren Kuby,362,44,293,23,2
Yuma,038,Corporation Commissioner,,DEM,Lauren Kuby,351,44,285,19,3
Yuma,039,Corporation Commissioner,,DEM,Lauren Kuby,347,42,285,15,5
Yuma,040,Corporation Commissioner,,DEM,Lauren Kuby,383,31,331,19,2
Yuma,041.01,Corporation Commissioner,,DEM,Lauren Kuby,417,34,364,19,0
Yuma,042,Corporation Commissioner,,DEM,Lauren Kuby,480,56,395,28,1
Yuma,043,Corporation Commissioner,,DEM,Lauren Kuby,7,1,6,0,0
Yuma,044,Corporation Commissioner,,DEM,Lauren Kuby,0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,DEM,Lauren Kuby,172,12,149,7,4
Yuma,046,Corporation Commissioner,,DEM,Lauren Kuby,5,1,4,0,0
Yuma,001.01,Corporation Commissioner,,DEM,Sandra Kennedy,241,32,189,19,1
Yuma,002,Corporation Commissioner,,DEM,Sandra Kennedy,288,43,233,8,4
Yuma,003,Corporation Commissioner,,DEM,Sandra Kennedy,247,39,196,9,3
Yuma,004,Corporation Commissioner,,DEM,Sandra Kennedy,839,65,740,32,2
Yuma,005,Corporation Commissioner,,DEM,Sandra Kennedy,455,56,379,17,3
Yuma,006,Corporation Commissioner,,DEM,Sandra Kennedy,517,84,379,49,5
Yuma,007,Corporation Commissioner,,DEM,Sandra Kennedy,716,94,552,64,6
Yuma,008.01,Corporation Commissioner,,DEM,Sandra Kennedy,311,22,275,13,1
Yuma,009,Corporation Commissioner,,DEM,Sandra Kennedy,266,32,226,7,1
Yuma,010,Corporation Commissioner,,DEM,Sandra Kennedy,944,91,804,33,16
Yuma,011,Corporation Commissioner,,DEM,Sandra Kennedy,404,69,303,31,1
Yuma,012,Corporation Commissioner,,DEM,Sandra Kennedy,332,48,263,21,0
Yuma,013,Corporation Commissioner,,DEM,Sandra Kennedy,386,39,343,4,0
Yuma,014.01,Corporation Commissioner,,DEM,Sandra Kennedy,94,11,73,10,0
Yuma,015.01,Corporation Commissioner,,DEM,Sandra Kennedy,364,34,308,16,6
Yuma,016,Corporation Commissioner,,DEM,Sandra Kennedy,328,35,277,13,3
Yuma,017,Corporation Commissioner,,DEM,Sandra Kennedy,563,66,472,21,4
Yuma,018,Corporation Commissioner,,DEM,Sandra Kennedy,20,2,16,2,0
Yuma,019,Corporation Commissioner,,DEM,Sandra Kennedy,22,2,20,0,0
Yuma,020,Corporation Commissioner,,DEM,Sandra Kennedy,405,50,329,21,5
Yuma,021,Corporation Commissioner,,DEM,Sandra Kennedy,0,0,0,0,0
Yuma,022,Corporation Commissioner,,DEM,Sandra Kennedy,502,68,408,23,3
Yuma,023.01,Corporation Commissioner,,DEM,Sandra Kennedy,510,40,456,11,3
Yuma,024.01,Corporation Commissioner,,DEM,Sandra Kennedy,1025,82,920,20,3
Yuma,25.01,Corporation Commissioner,,DEM,Sandra Kennedy,572,40,513,17,2
Yuma,026,Corporation Commissioner,,DEM,Sandra Kennedy,171,14,142,13,2
Yuma,027,Corporation Commissioner,,DEM,Sandra Kennedy,208,28,174,6,0
Yuma,028,Corporation Commissioner,,DEM,Sandra Kennedy,145,22,110,11,2
Yuma,029,Corporation Commissioner,,DEM,Sandra Kennedy,848,122,615,106,5
Yuma,030.01,Corporation Commissioner,,DEM,Sandra Kennedy,840,119,604,116,1
Yuma,031,Corporation Commissioner,,DEM,Sandra Kennedy,1332,208,951,152,21
Yuma,032,Corporation Commissioner,,DEM,Sandra Kennedy,261,40,205,14,2
Yuma,033,Corporation Commissioner,,DEM,Sandra Kennedy,115,13,96,6,0
Yuma,034.01,Corporation Commissioner,,DEM,Sandra Kennedy,117,18,94,3,2
Yuma,035,Corporation Commissioner,,DEM,Sandra Kennedy,341,43,292,5,1
Yuma,036,Corporation Commissioner,,DEM,Sandra Kennedy,489,63,400,24,2
Yuma,037,Corporation Commissioner,,DEM,Sandra Kennedy,430,60,349,19,2
Yuma,038,Corporation Commissioner,,DEM,Sandra Kennedy,413,47,339,26,1
Yuma,039,Corporation Commissioner,,DEM,Sandra Kennedy,397,50,327,13,7
Yuma,040,Corporation Commissioner,,DEM,Sandra Kennedy,440,45,375,18,2
Yuma,041.01,Corporation Commissioner,,DEM,Sandra Kennedy,491,45,424,21,1
Yuma,042,Corporation Commissioner,,DEM,Sandra Kennedy,541,68,442,30,1
Yuma,043,Corporation Commissioner,,DEM,Sandra Kennedy,7,1,6,0,0
Yuma,044,Corporation Commissioner,,DEM,Sandra Kennedy,0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,DEM,Sandra Kennedy,199,16,172,8,3
Yuma,046,Corporation Commissioner,,DEM,Sandra Kennedy,5,1,4,0,0
Yuma,001.01,Corporation Commissioner,,REP,Kevin Thompson,122,32,82,5,3
Yuma,002,Corporation Commissioner,,REP,Kevin Thompson,220,52,155,12,1
Yuma,003,Corporation Commissioner,,REP,Kevin Thompson,188,33,150,4,1
Yuma,004,Corporation Commissioner,,REP,Kevin Thompson,676,166,466,35,9
Yuma,005,Corporation Commissioner,,REP,Kevin Thompson,871,190,610,61,10
Yuma,006,Corporation Commissioner,,REP,Kevin Thompson,287,80,189,16,2
Yuma,007,Corporation Commissioner,,REP,Kevin Thompson,183,47,124,11,1
Yuma,008.01,Corporation Commissioner,,REP,Kevin Thompson,497,72,409,13,3
Yuma,009,Corporation Commissioner,,REP,Kevin Thompson,944,237,631,58,18
Yuma,010,Corporation Commissioner,,REP,Kevin Thompson,1713,364,1254,76,19
Yuma,011,Corporation Commissioner,,REP,Kevin Thompson,693,221,419,45,8
Yuma,012,Corporation Commissioner,,REP,Kevin Thompson,794,167,587,32,8
Yuma,013,Corporation Commissioner,,REP,Kevin Thompson,305,63,225,9,8
Yuma,014.01,Corporation Commissioner,,REP,Kevin Thompson,128,40,80,8,0
Yuma,015.01,Corporation Commissioner,,REP,Kevin Thompson,544,98,402,39,5
Yuma,016,Corporation Commissioner,,REP,Kevin Thompson,320,66,223,29,2
Yuma,017,Corporation Commissioner,,REP,Kevin Thompson,1104,247,812,34,11
Yuma,018,Corporation Commissioner,,REP,Kevin Thompson,118,19,96,2,1
Yuma,019,Corporation Commissioner,,REP,Kevin Thompson,33,9,21,2,1
Yuma,020,Corporation Commissioner,,REP,Kevin Thompson,1043,346,590,94,13
Yuma,021,Corporation Commissioner,,REP,Kevin Thompson,0,0,0,0,0
Yuma,022,Corporation Commissioner,,REP,Kevin Thompson,1006,239,699,46,22
Yuma,023.01,Corporation Commissioner,,REP,Kevin Thompson,936,175,708,45,8
Yuma,024.01,Corporation Commissioner,,REP,Kevin Thompson,2971,586,2226,139,20
Yuma,25.01,Corporation Commissioner,,REP,Kevin Thompson,1447,313,1065,60,9
Yuma,026,Corporation Commissioner,,REP,Kevin Thompson,111,27,75,8,1
Yuma,027,Corporation Commissioner,,REP,Kevin Thompson,199,32,160,5,2
Yuma,028,Corporation Commissioner,,REP,Kevin Thompson,112,28,70,14,0
Yuma,029,Corporation Commissioner,,REP,Kevin Thompson,185,54,100,30,1
Yuma,030.01,Corporation Commissioner,,REP,Kevin Thompson,177,57,96,21,3
Yuma,031,Corporation Commissioner,,REP,Kevin Thompson,347,76,210,53,8
Yuma,032,Corporation Commissioner,,REP,Kevin Thompson,203,51,132,16,4
Yuma,033,Corporation Commissioner,,REP,Kevin Thompson,174,53,107,10,4
Yuma,034.01,Corporation Commissioner,,REP,Kevin Thompson,369,82,256,27,4
Yuma,035,Corporation Commissioner,,REP,Kevin Thompson,454,102,333,14,5
Yuma,036,Corporation Commissioner,,REP,Kevin Thompson,553,120,403,28,2
Yuma,037,Corporation Commissioner,,REP,Kevin Thompson,286,82,189,14,1
Yuma,038,Corporation Commissioner,,REP,Kevin Thompson,394,90,277,20,7
Yuma,039,Corporation Commissioner,,REP,Kevin Thompson,479,105,350,16,8
Yuma,040,Corporation Commissioner,,REP,Kevin Thompson,512,97,388,24,3
Yuma,041.01,Corporation Commissioner,,REP,Kevin Thompson,565,110,414,36,5
Yuma,042,Corporation Commissioner,,REP,Kevin Thompson,554,148,370,29,7
Yuma,043,Corporation Commissioner,,REP,Kevin Thompson,12,3,8,1,0
Yuma,044,Corporation Commissioner,,REP,Kevin Thompson,0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,REP,Kevin Thompson,170,46,115,8,1
Yuma,046,Corporation Commissioner,,REP,Kevin Thompson,0,0,0,0,0
Yuma,001.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",131,36,87,4,4
Yuma,002,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",216,52,152,10,2
Yuma,003,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",207,43,158,6,0
Yuma,004,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",670,177,451,33,9
Yuma,005,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",913,202,638,61,12
Yuma,006,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",276,75,183,17,1
Yuma,007,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",204,50,134,18,2
Yuma,008.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",475,71,390,11,3
Yuma,009,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",986,250,663,58,15
Yuma,010,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1649,341,1206,78,24
Yuma,011,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",738,240,441,50,7
Yuma,012,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",804,169,597,32,6
Yuma,013,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",316,65,234,10,7
Yuma,014.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",123,44,72,6,1
Yuma,015.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",561,104,410,40,7
Yuma,016,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",339,69,245,23,2
Yuma,017,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1191,255,880,38,18
Yuma,018,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",110,19,89,1,1
Yuma,019,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",37,11,22,2,2
Yuma,020,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1015,332,578,96,9
Yuma,021,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",0,0,0,0,0
Yuma,022,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1007,247,692,51,17
Yuma,023.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",991,196,739,48,8
Yuma,024.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",2909,580,2177,136,16
Yuma,25.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1557,360,1119,67,11
Yuma,026,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",106,29,70,6,1
Yuma,027,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",225,44,174,5,2
Yuma,028,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",99,23,62,14,0
Yuma,029,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",178,59,89,29,1
Yuma,030.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",188,60,104,22,2
Yuma,031,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",356,100,203,48,5
Yuma,032,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",195,50,130,13,2
Yuma,033,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",181,55,114,8,4
Yuma,034.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",366,81,248,31,6
Yuma,035,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",480,112,345,17,6
Yuma,036,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",557,117,407,31,2
Yuma,037,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",299,93,190,11,5
Yuma,038,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",421,102,295,16,8
Yuma,039,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",499,108,365,18,8
Yuma,040,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",505,93,386,25,1
Yuma,041.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",590,127,416,40,7
Yuma,042,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",535,129,366,32,8
Yuma,043,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",13,4,8,1,0
Yuma,044,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",176,50,114,10,2
Yuma,046,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",0,0,0,0,0
Yuma,001.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,002,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,003,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,004,Corporation Commissioner,,,Write-ins,3,0,3,0,0
Yuma,005,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,006,Corporation Commissioner,,,Write-ins,2,0,0,0,2
Yuma,007,Corporation Commissioner,,,Write-ins,3,1,1,1,0
Yuma,008.01,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,009,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,010,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,011,Corporation Commissioner,,,Write-ins,2,2,0,0,0
Yuma,012,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,013,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,014.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,015.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,016,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,017,Corporation Commissioner,,,Write-ins,5,5,0,0,0
Yuma,018,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,019,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,020,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,021,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,022,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,023.01,Corporation Commissioner,,,Write-ins,5,5,0,0,0
Yuma,024.01,Corporation Commissioner,,,Write-ins,5,2,3,0,0
Yuma,25.01,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,026,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,027,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,028,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,029,Corporation Commissioner,,,Write-ins,3,1,2,0,0
Yuma,030.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,031,Corporation Commissioner,,,Write-ins,6,1,5,0,0
Yuma,032,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,033,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,034.01,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,035,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,036,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,037,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,038,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,039,Corporation Commissioner,,,Write-ins,1,0,0,1,0
Yuma,040,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,041.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,042,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,043,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,044,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,046,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,001.01,State Senate,23,DEM,Brian Fernandez,246,34,191,19,2
Yuma,002,State Senate,23,DEM,Brian Fernandez,310,47,247,12,4
Yuma,003,State Senate,23,DEM,Brian Fernandez,264,42,207,12,3
Yuma,004,State Senate,23,DEM,Brian Fernandez,902,86,772,40,4
Yuma,006,State Senate,23,DEM,Brian Fernandez,563,96,405,55,7
Yuma,007,State Senate,23,DEM,Brian Fernandez,767,97,600,63,7
Yuma,013,State Senate,23,DEM,Brian Fernandez,391,46,341,4,0
Yuma,014.01,State Senate,23,DEM,Brian Fernandez,102,14,78,10,0
Yuma,021,State Senate,23,DEM,Brian Fernandez,0,0,0,0,0
Yuma,026,State Senate,23,DEM,Brian Fernandez,190,17,159,12,2
Yuma,027,State Senate,23,DEM,Brian Fernandez,214,28,178,8,0
Yuma,028,State Senate,23,DEM,Brian Fernandez,160,25,121,12,2
Yuma,029,State Senate,23,DEM,Brian Fernandez,878,137,629,107,5
Yuma,030.01,State Senate,23,DEM,Brian Fernandez,864,124,613,126,1
Yuma,031,State Senate,23,DEM,Brian Fernandez,1372,224,976,154,18
Yuma,032,State Senate,23,DEM,Brian Fernandez,277,39,221,15,2
Yuma,035,State Senate,23,DEM,Brian Fernandez,370,48,314,5,3
Yuma,036,State Senate,23,DEM,Brian Fernandez,521,66,424,27,4
Yuma,037,State Senate,23,DEM,Brian Fernandez,467,68,372,24,3
Yuma,038,State Senate,23,DEM,Brian Fernandez,440,57,358,23,2
Yuma,039,State Senate,23,DEM,Brian Fernandez,421,56,344,15,6
Yuma,040,State Senate,23,DEM,Brian Fernandez,472,47,404,19,2
Yuma,041.01,State Senate,23,DEM,Brian Fernandez,508,49,441,18,0
Yuma,042,State Senate,23,DEM,Brian Fernandez,583,81,470,30,2
Yuma,044,State Senate,23,DEM,Brian Fernandez,0,0,0,0,0
Yuma,046,State Senate,23,DEM,Brian Fernandez,4,0,4,0,0
Yuma,001.01,State Senate,23,REP,Gary Garcia Snyder,144,36,100,5,3
Yuma,002,State Senate,23,REP,Gary Garcia Snyder,246,60,173,11,2
Yuma,003,State Senate,23,REP,Gary Garcia Snyder,228,45,176,5,2
Yuma,004,State Senate,23,REP,Gary Garcia Snyder,757,191,521,35,10
Yuma,006,State Senate,23,REP,Gary Garcia Snyder,336,90,221,23,2
Yuma,007,State Senate,23,REP,Gary Garcia Snyder,254,62,167,24,1
Yuma,013,State Senate,23,REP,Gary Garcia Snyder,363,73,268,12,10
Yuma,014.01,State Senate,23,REP,Gary Garcia Snyder,134,44,84,5,1
Yuma,021,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,026,State Senate,23,REP,Gary Garcia Snyder,131,31,85,13,2
Yuma,027,State Senate,23,REP,Gary Garcia Snyder,251,50,190,8,3
Yuma,028,State Senate,23,REP,Gary Garcia Snyder,117,27,77,13,0
Yuma,029,State Senate,23,REP,Gary Garcia Snyder,254,65,150,37,2
Yuma,030.01,State Senate,23,REP,Gary Garcia Snyder,273,74,165,31,3
Yuma,031,State Senate,23,REP,Gary Garcia Snyder,440,113,265,53,9
Yuma,032,State Senate,23,REP,Gary Garcia Snyder,247,61,162,18,6
Yuma,035,State Senate,23,REP,Gary Garcia Snyder,503,111,365,20,7
Yuma,036,State Senate,23,REP,Gary Garcia Snyder,624,132,456,33,3
Yuma,037,State Senate,23,REP,Gary Garcia Snyder,332,97,218,12,5
Yuma,038,State Senate,23,REP,Gary Garcia Snyder,463,109,324,21,9
Yuma,039,State Senate,23,REP,Gary Garcia Snyder,551,120,399,22,10
Yuma,040,State Senate,23,REP,Gary Garcia Snyder,591,111,447,30,3
Yuma,041.01,State Senate,23,REP,Gary Garcia Snyder,669,134,482,44,9
Yuma,042,State Senate,23,REP,Gary Garcia Snyder,626,172,411,34,9
Yuma,044,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,046,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,001.01,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,002,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,003,State Senate,23,,Write-ins,2,0,2,0,0
Yuma,004,State Senate,23,,Write-ins,2,1,1,0,0
Yuma,006,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,007,State Senate,23,,Write-ins,4,1,3,0,0
Yuma,013,State Senate,23,,Write-ins,3,2,1,0,0
Yuma,014.01,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,021,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,026,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,027,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,028,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,029,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,030.01,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,031,State Senate,23,,Write-ins,5,3,1,1,0
Yuma,032,State Senate,23,,Write-ins,2,0,2,0,0
Yuma,035,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,036,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,037,State Senate,23,,Write-ins,3,2,1,0,0
Yuma,038,State Senate,23,,Write-ins,4,1,3,0,0
Yuma,039,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,040,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,041.01,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,042,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,044,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,046,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,005,State Senate,25,REP,Sine Kerr,1129,244,800,72,13
Yuma,008.01,State Senate,25,REP,Sine Kerr,632,91,522,13,6
Yuma,009,State Senate,25,REP,Sine Kerr,1158,285,791,63,19
Yuma,010,State Senate,25,REP,Sine Kerr,2269,462,1667,102,38
Yuma,011,State Senate,25,REP,Sine Kerr,926,289,566,61,10
Yuma,012,State Senate,25,REP,Sine Kerr,1004,199,743,54,8
Yuma,015.01,State Senate,25,REP,Sine Kerr,746,125,561,47,13
Yuma,016,State Senate,25,REP,Sine Kerr,472,95,336,36,5
Yuma,017,State Senate,25,REP,Sine Kerr,1511,318,1123,49,21
Yuma,018,State Senate,25,REP,Sine Kerr,134,22,108,3,1
Yuma,019,State Senate,25,REP,Sine Kerr,43,9,30,2,2
Yuma,020,State Senate,25,REP,Sine Kerr,1277,401,750,112,14
Yuma,022,State Senate,25,REP,Sine Kerr,1345,315,941,65,24
Yuma,023.01,State Senate,25,REP,Sine Kerr,1260,240,955,53,12
Yuma,024.01,State Senate,25,REP,Sine Kerr,3704,719,2812,151,22
Yuma,25.01,State Senate,25,REP,Sine Kerr,1838,389,1354,81,14
Yuma,033,State Senate,25,REP,Sine Kerr,249,72,157,15,5
Yuma,034.01,State Senate,25,REP,Sine Kerr,444,103,299,34,8
Yuma,043,State Senate,25,REP,Sine Kerr,18,5,12,1,0
Yuma,045.01,State Senate,25,REP,Sine Kerr,276,75,187,10,4
Yuma,005,State Senate,25,,Write-ins,47,8,34,4,1
Yuma,008.01,State Senate,25,,Write-ins,17,3,12,2,0
Yuma,009,State Senate,25,,Write-ins,22,7,15,0,0
Yuma,010,State Senate,25,,Write-ins,74,15,52,7,0
Yuma,011,State Senate,25,,Write-ins,35,14,14,7,0
Yuma,012,State Senate,25,,Write-ins,26,7,19,0,0
