county,precinct,office,recount,district,party,candidate,votes,election_day,early_voting,provisional
Cochise,33 SV ESTATES,Ballots Cast,,,,,1211,313,897,1
Cochise,34 SV HOPI,Ballots Cast,,,,,953,228,725,0
Cochise,35 SV MOSON,Ballots Cast,,,,,1387,445,939,3
Cochise,36 SV PUEBLO DEL SOL,Ballots Cast,,,,,887,214,670,3
Cochise,37 SV RAMSEY,Ballots Cast,,,,,1135,268,866,1
Cochise,38 SV SNYDER,Ballots Cast,,,,,771,224,543,4
Cochise,39 SV SOLDIER CREEK,Ballots Cast,,,,,1094,308,782,4
Cochise,40 SV TOWN & COUNTRY,Ballots Cast,,,,,1394,308,1084,2
Cochise,41 SV VILLAGE MEADOWS,Ballots Cast,,,,,1647,398,1247,2
Cochise,42 SV VISTA VILLAGE,Ballots Cast,,,,,1031,268,760,3
Cochise,43 SV YAQUI,Ballots Cast,,,,,1734,377,1355,2
Cochise,44 TOMBSTONE,Ballots Cast,,,,,1111,448,660,3
Cochise,45 WEBB,Ballots Cast,,,,,389,155,231,3
Cochise,46 WHETSTONE,Ballots Cast,,,,,1560,497,1060,3
Cochise,47 WI KANSAS SETTLEMENT,Ballots Cast,,,,,883,322,555,6
Cochise,48 WI STEWART,Ballots Cast,,,,,791,294,494,3
Cochise,49 WI WILLCOX,Ballots Cast,,,,,569,208,356,5
Cochise,50 DO GRAND,Ballots Cast,,,,,73,25,48,0
Cochise,51 BI SACRAMENTO,Ballots Cast,,,,,57,9,48,0
Cochise,52 THREE CANYONS,Ballots Cast,,,,,457,109,347,1
Cochise,53 GREENBUSH,Ballots Cast,,,,,190,44,145,1
Cochise,54 PARKER,Ballots Cast,,,,,14,2,12,0
Cochise,55 MONTEZUMA,Ballots Cast,,,,,0,0,0,0
Cochise,01 BE BENSON,Ballots Cast Blank,,,,,2,0,2,0
Cochise,02 BE J-SIX,Ballots Cast Blank,,,,,0,0,0,0
Cochise,03 BE SAN PEDRO,Ballots Cast Blank,,,,,0,0,0,0
Cochise,04 BI BISBEE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,05 BI DON LUIS,Ballots Cast Blank,,,,,0,0,0,0
Cochise,06 BI WARREN,Ballots Cast Blank,,,,,0,0,0,0
Cochise,07 BOWIE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,Ballots Cast Blank,,,,,1,0,1,0
Cochise,09 DO CALVARY,Ballots Cast Blank,,,,,0,0,0,0
Cochise,10 DO CARLSON,Ballots Cast Blank,,,,,0,0,0,0
Cochise,11 DO CASTRO PARK,Ballots Cast Blank,,,,,0,0,0,0
Cochise,12 DO GADSDEN,Ballots Cast Blank,,,,,0,0,0,0
Cochise,13 DO SUNNYSIDE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,14 GREATER SAN PEDRO,Ballots Cast Blank,,,,,0,0,0,0
Cochise,15 HEREFORD,Ballots Cast Blank,,,,,0,0,0,0
Cochise,16 HUACHUCA,Ballots Cast Blank,,,,,0,0,0,0
Cochise,17 MCNEAL,Ballots Cast Blank,,,,,0,0,0,0
Cochise,18 NACO,Ballots Cast Blank,,,,,0,0,0,0
Cochise,19 PALOMINAS,Ballots Cast Blank,,,,,0,0,0,0
Cochise,20 PIRTLEVILLE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,21 POMERENE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,22 PORTAL,Ballots Cast Blank,,,,,0,0,0,0
Cochise,23 SAN SIMON,Ballots Cast Blank,,,,,0,0,0,0
Cochise,24 ST DAVID,Ballots Cast Blank,,,,,0,0,0,0
Cochise,25 SUNIZONA,Ballots Cast Blank,,,,,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,Ballots Cast Blank,,,,,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,Ballots Cast Blank,,,,,0,0,0,0
Cochise,28 SV BUSBY,Ballots Cast Blank,,,,,1,0,1,0
Cochise,29 SV CARMELITA,Ballots Cast Blank,,,,,0,0,0,0
Cochise,30 SV CLOUD,Ballots Cast Blank,,,,,0,0,0,0
Cochise,31 SV COLLEGE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,32 SV COUNTRY CLUB,Ballots Cast Blank,,,,,0,0,0,0
Cochise,33 SV ESTATES,Ballots Cast Blank,,,,,0,0,0,0
Cochise,34 SV HOPI,Ballots Cast Blank,,,,,1,0,1,0
Cochise,35 SV MOSON,Ballots Cast Blank,,,,,1,0,1,0
Cochise,36 SV PUEBLO DEL SOL,Ballots Cast Blank,,,,,0,0,0,0
Cochise,37 SV RAMSEY,Ballots Cast Blank,,,,,0,0,0,0
Cochise,38 SV SNYDER,Ballots Cast Blank,,,,,0,0,0,0
Cochise,39 SV SOLDIER CREEK,Ballots Cast Blank,,,,,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,Ballots Cast Blank,,,,,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,Ballots Cast Blank,,,,,0,0,0,0
Cochise,42 SV VISTA VILLAGE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,43 SV YAQUI,Ballots Cast Blank,,,,,1,0,1,0
Cochise,44 TOMBSTONE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,45 WEBB,Ballots Cast Blank,,,,,0,0,0,0
Cochise,46 WHETSTONE,Ballots Cast Blank,,,,,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,Ballots Cast Blank,,,,,0,0,0,0
Cochise,48 WI STEWART,Ballots Cast Blank,,,,,0,0,0,0
Cochise,49 WI WILLCOX,Ballots Cast Blank,,,,,0,0,0,0
Cochise,50 DO GRAND,Ballots Cast Blank,,,,,0,0,0,0
Cochise,51 BI SACRAMENTO,Ballots Cast Blank,,,,,0,0,0,0
Cochise,52 THREE CANYONS,Ballots Cast Blank,,,,,0,0,0,0
Cochise,53 GREENBUSH,Ballots Cast Blank,,,,,0,0,0,0
Cochise,54 PARKER,Ballots Cast Blank,,,,,0,0,0,0
Cochise,55 MONTEZUMA,Ballots Cast Blank,,,,,0,0,0,0
Cochise,01 BE BENSON,Ballots Cast,Recount,,,,1076,284,790,2
Cochise,02 BE J-SIX,Ballots Cast,Recount,,,,1450,398,1047,5
Cochise,03 BE SAN PEDRO,Ballots Cast,Recount,,,,1267,304,963,0
Cochise,04 BI BISBEE,Ballots Cast,Recount,,,,988,133,853,2
Cochise,05 BI DON LUIS,Ballots Cast,Recount,,,,843,160,683,0
Cochise,06 BI WARREN,Ballots Cast,Recount,,,,971,143,825,3
Cochise,07 BOWIE,Ballots Cast,Recount,,,,156,63,84,9
Cochise,08 COCHISE STRONGHOLD,Ballots Cast,Recount,,,,1232,377,855,0
Cochise,09 DO CALVARY,Ballots Cast,Recount,,,,608,90,518,0
Cochise,10 DO CARLSON,Ballots Cast,Recount,,,,897,130,767,0
Cochise,11 DO CASTRO PARK,Ballots Cast,Recount,,,,655,107,547,1
Cochise,12 DO GADSDEN,Ballots Cast,Recount,,,,510,73,436,1
Cochise,13 DO SUNNYSIDE,Ballots Cast,Recount,,,,569,116,451,2
Cochise,14 GREATER SAN PEDRO,Ballots Cast,Recount,,,,1213,368,840,5
Cochise,15 HEREFORD,Ballots Cast,Recount,,,,1164,291,871,2
Cochise,16 HUACHUCA,Ballots Cast,Recount,,,,552,181,365,6
Cochise,17 MCNEAL,Ballots Cast,Recount,,,,680,237,443,0
Cochise,18 NACO,Ballots Cast,Recount,,,,308,40,267,1
Cochise,19 PALOMINAS,Ballots Cast,Recount,,,,717,191,526,0
Cochise,20 PIRTLEVILLE,Ballots Cast,Recount,,,,607,101,505,1
Cochise,21 POMERENE,Ballots Cast,Recount,,,,805,212,593,0
Cochise,22 PORTAL,Ballots Cast,Recount,,,,269,15,254,0
Cochise,23 SAN SIMON,Ballots Cast,Recount,,,,136,34,100,2
Cochise,24 ST DAVID,Ballots Cast,Recount,,,,1388,435,953,0
Cochise,25 SUNIZONA,Ballots Cast,Recount,,,,395,125,270,0
Cochise,26 SV AVENIDA DEL SOL,Ballots Cast,Recount,,,,1527,362,1163,2
Cochise,27 SV BUFFALO SOLDIER,Ballots Cast,Recount,,,,1925,512,1409,4
Cochise,28 SV BUSBY,Ballots Cast,Recount,,,,1008,226,775,7
Cochise,29 SV CARMELITA,Ballots Cast,Recount,,,,668,163,500,5
Cochise,30 SV CLOUD,Ballots Cast,Recount,,,,494,114,377,3
Cochise,31 SV COLLEGE,Ballots Cast,Recount,,,,1088,252,834,2
Cochise,32 SV COUNTRY CLUB,Ballots Cast,Recount,,,,1766,289,1476,1
Cochise,33 SV ESTATES,Ballots Cast,Recount,,,,1211,313,897,1
Cochise,34 SV HOPI,Ballots Cast,Recount,,,,950,228,722,0
Cochise,35 SV MOSON,Ballots Cast,Recount,,,,1387,445,939,3
Cochise,36 SV PUEBLO DEL SOL,Ballots Cast,Recount,,,,887,214,670,3
Cochise,37 SV RAMSEY,Ballots Cast,Recount,,,,1135,268,866,1
Cochise,38 SV SNYDER,Ballots Cast,Recount,,,,770,224,542,4
Cochise,39 SV SOLDIER CREEK,Ballots Cast,Recount,,,,1090,306,780,4
Cochise,40 SV TOWN & COUNTRY,Ballots Cast,Recount,,,,1394,308,1084,2
Cochise,41 SV VILLAGE MEADOWS,Ballots Cast,Recount,,,,1646,398,1246,2
Cochise,42 SV VISTA VILLAGE,Ballots Cast,Recount,,,,1031,268,760,3
Cochise,43 SV YAQUI,Ballots Cast,Recount,,,,1734,377,1355,2
Cochise,44 TOMBSTONE,Ballots Cast,Recount,,,,1111,448,660,3
Cochise,45 WEBB,Ballots Cast,Recount,,,,389,155,231,3
Cochise,46 WHETSTONE,Ballots Cast,Recount,,,,1560,497,1060,3
Cochise,47 WI KANSAS SETTLEMENT,Ballots Cast,Recount,,,,883,322,555,6
Cochise,48 WI STEWART,Ballots Cast,Recount,,,,791,294,494,3
Cochise,49 WI WILLCOX,Ballots Cast,Recount,,,,568,208,355,5
Cochise,50 DO GRAND,Ballots Cast,Recount,,,,73,25,48,0
Cochise,51 BI SACRAMENTO,Ballots Cast,Recount,,,,57,9,48,0
Cochise,52 THREE CANYONS,Ballots Cast,Recount,,,,457,109,347,1
Cochise,53 GREENBUSH,Ballots Cast,Recount,,,,189,44,144,1
Cochise,54 PARKER,Ballots Cast,Recount,,,,14,2,12,0
Cochise,55 MONTEZUMA,Ballots Cast,Recount,,,,0,0,0,0
Cochise,01 BE BENSON,Ballots Cast Blank,Recount,,,,9,2,7,0
Cochise,02 BE J-SIX,Ballots Cast Blank,Recount,,,,21,1,20,0
Cochise,03 BE SAN PEDRO,Ballots Cast Blank,Recount,,,,18,1,17,0
Cochise,04 BI BISBEE,Ballots Cast Blank,Recount,,,,6,1,5,0
Cochise,05 BI DON LUIS,Ballots Cast Blank,Recount,,,,5,0,5,0
Cochise,06 BI WARREN,Ballots Cast Blank,Recount,,,,13,0,13,0
Cochise,07 BOWIE,Ballots Cast Blank,Recount,,,,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,Ballots Cast Blank,Recount,,,,23,2,21,0
Cochise,09 DO CALVARY,Ballots Cast Blank,Recount,,,,8,0,8,0
Cochise,10 DO CARLSON,Ballots Cast Blank,Recount,,,,7,0,7,0
Cochise,11 DO CASTRO PARK,Ballots Cast Blank,Recount,,,,15,3,12,0
Cochise,12 DO GADSDEN,Ballots Cast Blank,Recount,,,,10,1,9,0
Cochise,13 DO SUNNYSIDE,Ballots Cast Blank,Recount,,,,7,1,6,0
Cochise,14 GREATER SAN PEDRO,Ballots Cast Blank,Recount,,,,15,1,14,0
Cochise,15 HEREFORD,Ballots Cast Blank,Recount,,,,19,2,17,0
Cochise,16 HUACHUCA,Ballots Cast Blank,Recount,,,,9,0,9,0
Cochise,17 MCNEAL,Ballots Cast Blank,Recount,,,,6,1,5,0
Cochise,18 NACO,Ballots Cast Blank,Recount,,,,0,0,0,0
Cochise,19 PALOMINAS,Ballots Cast Blank,Recount,,,,6,0,6,0
Cochise,20 PIRTLEVILLE,Ballots Cast Blank,Recount,,,,6,0,6,0
Cochise,21 POMERENE,Ballots Cast Blank,Recount,,,,13,1,12,0
Cochise,22 PORTAL,Ballots Cast Blank,Recount,,,,4,0,4,0
Cochise,23 SAN SIMON,Ballots Cast Blank,Recount,,,,2,0,2,0
Cochise,24 ST DAVID,Ballots Cast Blank,Recount,,,,16,1,15,0
Cochise,25 SUNIZONA,Ballots Cast Blank,Recount,,,,7,1,6,0
Cochise,26 SV AVENIDA DEL SOL,Ballots Cast Blank,Recount,,,,23,1,22,0
Cochise,27 SV BUFFALO SOLDIER,Ballots Cast Blank,Recount,,,,21,0,21,0
Cochise,28 SV BUSBY,Ballots Cast Blank,Recount,,,,14,1,13,0
Cochise,29 SV CARMELITA,Ballots Cast Blank,Recount,,,,17,1,16,0
Cochise,30 SV CLOUD,Ballots Cast Blank,Recount,,,,10,0,10,0
Cochise,31 SV COLLEGE,Ballots Cast Blank,Recount,,,,7,0,7,0
Cochise,32 SV COUNTRY CLUB,Ballots Cast Blank,Recount,,,,24,2,22,0
Cochise,33 SV ESTATES,Ballots Cast Blank,Recount,,,,7,0,7,0
Cochise,34 SV HOPI,Ballots Cast Blank,Recount,,,,15,0,15,0
Cochise,35 SV MOSON,Ballots Cast Blank,Recount,,,,18,2,16,0
Cochise,36 SV PUEBLO DEL SOL,Ballots Cast Blank,Recount,,,,12,2,10,0
Cochise,37 SV RAMSEY,Ballots Cast Blank,Recount,,,,13,0,13,0
Cochise,38 SV SNYDER,Ballots Cast Blank,Recount,,,,10,1,9,0
Cochise,39 SV SOLDIER CREEK,Ballots Cast Blank,Recount,,,,14,0,14,0
Cochise,40 SV TOWN & COUNTRY,Ballots Cast Blank,Recount,,,,14,1,13,0
Cochise,41 SV VILLAGE MEADOWS,Ballots Cast Blank,Recount,,,,19,1,18,0
Cochise,42 SV VISTA VILLAGE,Ballots Cast Blank,Recount,,,,9,2,7,0
Cochise,43 SV YAQUI,Ballots Cast Blank,Recount,,,,26,0,26,0
Cochise,44 TOMBSTONE,Ballots Cast Blank,Recount,,,,21,4,17,0
Cochise,45 WEBB,Ballots Cast Blank,Recount,,,,6,0,6,0
Cochise,46 WHETSTONE,Ballots Cast Blank,Recount,,,,24,3,21,0
Cochise,47 WI KANSAS SETTLEMENT,Ballots Cast Blank,Recount,,,,10,0,9,1
Cochise,48 WI STEWART,Ballots Cast Blank,Recount,,,,9,3,6,0
Cochise,49 WI WILLCOX,Ballots Cast Blank,Recount,,,,9,1,8,0
Cochise,50 DO GRAND,Ballots Cast Blank,Recount,,,,1,0,1,0
Cochise,51 BI SACRAMENTO,Ballots Cast Blank,Recount,,,,0,0,0,0
Cochise,52 THREE CANYONS,Ballots Cast Blank,Recount,,,,1,0,1,0
Cochise,53 GREENBUSH,Ballots Cast Blank,Recount,,,,1,0,1,0
Cochise,54 PARKER,Ballots Cast Blank,Recount,,,,0,0,0,0
Cochise,55 MONTEZUMA,Ballots Cast Blank,Recount,,,,0,0,0,0
Cochise,01 BE BENSON,U.S. Senate,,,REP,Blake Masters,653,240,411,2
Cochise,02 BE J-SIX,U.S. Senate,,,REP,Blake Masters,950,357,588,5
Cochise,03 BE SAN PEDRO,U.S. Senate,,,REP,Blake Masters,740,249,491,0
Cochise,04 BI BISBEE,U.S. Senate,,,REP,Blake Masters,169,45,124,0
Cochise,05 BI DON LUIS,U.S. Senate,,,REP,Blake Masters,259,101,158,0
Cochise,06 BI WARREN,U.S. Senate,,,REP,Blake Masters,257,91,164,2
Cochise,07 BOWIE,U.S. Senate,,,REP,Blake Masters,95,47,43,5
Cochise,08 COCHISE STRONGHOLD,U.S. Senate,,,REP,Blake Masters,773,304,469,0
Cochise,09 DO CALVARY,U.S. Senate,,,REP,Blake Masters,105,34,71,0
Cochise,10 DO CARLSON,U.S. Senate,,,REP,Blake Masters,244,75,169,0
Cochise,11 DO CASTRO PARK,U.S. Senate,,,REP,Blake Masters,102,35,67,0
Cochise,12 DO GADSDEN,U.S. Senate,,,REP,Blake Masters,102,24,77,1
Cochise,13 DO SUNNYSIDE,U.S. Senate,,,REP,Blake Masters,158,55,102,1
Cochise,14 GREATER SAN PEDRO,U.S. Senate,,,REP,Blake Masters,802,312,486,4
Cochise,15 HEREFORD,U.S. Senate,,,REP,Blake Masters,698,239,457,2
Cochise,16 HUACHUCA,U.S. Senate,,,REP,Blake Masters,276,133,139,4
Cochise,17 MCNEAL,U.S. Senate,,,REP,Blake Masters,426,197,229,0
Cochise,18 NACO,U.S. Senate,,,REP,Blake Masters,76,20,56,0
Cochise,19 PALOMINAS,U.S. Senate,,,REP,Blake Masters,417,149,268,0
Cochise,20 PIRTLEVILLE,U.S. Senate,,,REP,Blake Masters,210,62,148,0
Cochise,21 POMERENE,U.S. Senate,,,REP,Blake Masters,527,186,341,0
Cochise,22 PORTAL,U.S. Senate,,,REP,Blake Masters,127,11,116,0
Cochise,23 SAN SIMON,U.S. Senate,,,REP,Blake Masters,102,26,74,2
Cochise,24 ST DAVID,U.S. Senate,,,REP,Blake Masters,987,392,595,0
Cochise,25 SUNIZONA,U.S. Senate,,,REP,Blake Masters,251,107,144,0
Cochise,26 SV AVENIDA DEL SOL,U.S. Senate,,,REP,Blake Masters,823,280,542,1
Cochise,27 SV BUFFALO SOLDIER,U.S. Senate,,,REP,Blake Masters,1103,413,687,3
Cochise,28 SV BUSBY,U.S. Senate,,,REP,Blake Masters,464,154,305,5
Cochise,29 SV CARMELITA,U.S. Senate,,,REP,Blake Masters,328,108,216,4
Cochise,30 SV CLOUD,U.S. Senate,,,REP,Blake Masters,246,84,160,2
Cochise,31 SV COLLEGE,U.S. Senate,,,REP,Blake Masters,581,184,396,1
Cochise,32 SV COUNTRY CLUB,U.S. Senate,,,REP,Blake Masters,994,244,749,1
Cochise,33 SV ESTATES,U.S. Senate,,,REP,Blake Masters,650,244,405,1
Cochise,34 SV HOPI,U.S. Senate,,,REP,Blake Masters,456,159,297,0
Cochise,35 SV MOSON,U.S. Senate,,,REP,Blake Masters,921,385,534,2
Cochise,36 SV PUEBLO DEL SOL,U.S. Senate,,,REP,Blake Masters,475,162,310,3
Cochise,37 SV RAMSEY,U.S. Senate,,,REP,Blake Masters,703,230,472,1
Cochise,38 SV SNYDER,U.S. Senate,,,REP,Blake Masters,397,175,218,4
Cochise,39 SV SOLDIER CREEK,U.S. Senate,,,REP,Blake Masters,517,209,307,1
Cochise,40 SV TOWN & COUNTRY,U.S. Senate,,,REP,Blake Masters,809,243,564,2
Cochise,41 SV VILLAGE MEADOWS,U.S. Senate,,,REP,Blake Masters,960,304,654,2
Cochise,42 SV VISTA VILLAGE,U.S. Senate,,,REP,Blake Masters,517,197,317,3
Cochise,43 SV YAQUI,U.S. Senate,,,REP,Blake Masters,1072,326,744,2
Cochise,44 TOMBSTONE,U.S. Senate,,,REP,Blake Masters,737,368,367,2
Cochise,45 WEBB,U.S. Senate,,,REP,Blake Masters,245,123,120,2
Cochise,46 WHETSTONE,U.S. Senate,,,REP,Blake Masters,1009,427,579,3
Cochise,47 WI KANSAS SETTLEMENT,U.S. Senate,,,REP,Blake Masters,598,275,318,5
Cochise,48 WI STEWART,U.S. Senate,,,REP,Blake Masters,566,250,313,3
Cochise,49 WI WILLCOX,U.S. Senate,,,REP,Blake Masters,346,162,181,3
Cochise,50 DO GRAND,U.S. Senate,,,REP,Blake Masters,51,23,28,0
Cochise,51 BI SACRAMENTO,U.S. Senate,,,REP,Blake Masters,34,7,27,0
Cochise,52 THREE CANYONS,U.S. Senate,,,REP,Blake Masters,285,97,187,1
Cochise,53 GREENBUSH,U.S. Senate,,,REP,Blake Masters,136,39,97,0
Cochise,54 PARKER,U.S. Senate,,,REP,Blake Masters,10,2,8,0
Cochise,55 MONTEZUMA,U.S. Senate,,,REP,Blake Masters,0,0,0,0
Cochise,01 BE BENSON,U.S. Senate,,,DEM,Mark Kelly,385,34,351,0
Cochise,02 BE J-SIX,U.S. Senate,,,DEM,Mark Kelly,458,35,423,0
Cochise,03 BE SAN PEDRO,U.S. Senate,,,DEM,Mark Kelly,488,54,434,0
Cochise,04 BI BISBEE,U.S. Senate,,,DEM,Mark Kelly,806,85,719,2
Cochise,05 BI DON LUIS,U.S. Senate,,,DEM,Mark Kelly,560,58,502,0
Cochise,06 BI WARREN,U.S. Senate,,,DEM,Mark Kelly,682,48,634,0
Cochise,07 BOWIE,U.S. Senate,,,DEM,Mark Kelly,52,13,36,3
Cochise,08 COCHISE STRONGHOLD,U.S. Senate,,,DEM,Mark Kelly,415,63,352,0
Cochise,09 DO CALVARY,U.S. Senate,,,DEM,Mark Kelly,494,55,439,0
Cochise,10 DO CARLSON,U.S. Senate,,,DEM,Mark Kelly,632,52,580,0
Cochise,11 DO CASTRO PARK,U.S. Senate,,,DEM,Mark Kelly,528,70,457,1
Cochise,12 DO GADSDEN,U.S. Senate,,,DEM,Mark Kelly,394,48,346,0
Cochise,13 DO SUNNYSIDE,U.S. Senate,,,DEM,Mark Kelly,391,59,331,1
Cochise,14 GREATER SAN PEDRO,U.S. Senate,,,DEM,Mark Kelly,348,45,302,1
Cochise,15 HEREFORD,U.S. Senate,,,DEM,Mark Kelly,423,43,380,0
Cochise,16 HUACHUCA,U.S. Senate,,,DEM,Mark Kelly,243,42,199,2
Cochise,17 MCNEAL,U.S. Senate,,,DEM,Mark Kelly,233,31,202,0
Cochise,18 NACO,U.S. Senate,,,DEM,Mark Kelly,229,19,209,1
Cochise,19 PALOMINAS,U.S. Senate,,,DEM,Mark Kelly,261,33,228,0
Cochise,20 PIRTLEVILLE,U.S. Senate,,,DEM,Mark Kelly,372,36,335,1
Cochise,21 POMERENE,U.S. Senate,,,DEM,Mark Kelly,253,22,231,0
