county,precinct,office,recount,district,party,candidate,votes,election_day,early_voting,provisional
Cochise,09 DO CALVARY,U.S. House,,7,DEM,Raul Grijalva,470,48,422,0
Cochise,10 DO CARLSON,U.S. House,,7,DEM,Raul Grijalva,567,49,518,0
Cochise,11 DO CASTRO PARK,U.S. House,,7,DEM,Raul Grijalva,516,68,447,1
Cochise,12 DO GADSDEN,U.S. House,,7,DEM,Raul Grijalva,370,47,323,0
Cochise,13 DO SUNNYSIDE,U.S. House,,7,DEM,Raul Grijalva,358,54,303,1
Cochise,14 GREATER SAN PEDRO,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,15 HEREFORD,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,16 HUACHUCA,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,17 MCNEAL,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,18 NACO,U.S. House,,7,DEM,Raul Grijalva,215,17,197,1
Cochise,19 PALOMINAS,U.S. House,,7,DEM,Raul Grijalva,232,29,203,0
Cochise,20 PIRTLEVILLE,U.S. House,,7,DEM,Raul Grijalva,354,34,319,1
Cochise,21 POMERENE,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,22 PORTAL,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,23 SAN SIMON,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,24 ST DAVID,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,25 SUNIZONA,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,28 SV BUSBY,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,29 SV CARMELITA,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,30 SV CLOUD,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,31 SV COLLEGE,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,32 SV COUNTRY CLUB,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,33 SV ESTATES,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,34 SV HOPI,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,35 SV MOSON,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,37 SV RAMSEY,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,38 SV SNYDER,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,39 SV SOLDIER CREEK,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,42 SV VISTA VILLAGE,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,43 SV YAQUI,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,44 TOMBSTONE,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,45 WEBB,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,46 WHETSTONE,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,48 WI STEWART,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,49 WI WILLCOX,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,50 DO GRAND,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,51 BI SACRAMENTO,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,52 THREE CANYONS,U.S. House,,7,DEM,Raul Grijalva,133,9,124,0
Cochise,53 GREENBUSH,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,54 PARKER,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,55 MONTEZUMA,U.S. House,,7,DEM,Raul Grijalva,0,0,0,0
Cochise,01 BE BENSON,U.S. House,,7,,Write-in,0,0,0,0
Cochise,02 BE J-SIX,U.S. House,,7,,Write-in,0,0,0,0
Cochise,03 BE SAN PEDRO,U.S. House,,7,,Write-in,0,0,0,0
Cochise,04 BI BISBEE,U.S. House,,7,,Write-in,1,1,0,0
Cochise,05 BI DON LUIS,U.S. House,,7,,Write-in,1,0,1,0
Cochise,06 BI WARREN,U.S. House,,7,,Write-in,3,0,3,0
Cochise,07 BOWIE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,U.S. House,,7,,Write-in,0,0,0,0
Cochise,09 DO CALVARY,U.S. House,,7,,Write-in,0,0,0,0
Cochise,10 DO CARLSON,U.S. House,,7,,Write-in,2,0,2,0
Cochise,11 DO CASTRO PARK,U.S. House,,7,,Write-in,1,0,1,0
Cochise,12 DO GADSDEN,U.S. House,,7,,Write-in,0,0,0,0
Cochise,13 DO SUNNYSIDE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,14 GREATER SAN PEDRO,U.S. House,,7,,Write-in,0,0,0,0
Cochise,15 HEREFORD,U.S. House,,7,,Write-in,0,0,0,0
Cochise,16 HUACHUCA,U.S. House,,7,,Write-in,0,0,0,0
Cochise,17 MCNEAL,U.S. House,,7,,Write-in,0,0,0,0
Cochise,18 NACO,U.S. House,,7,,Write-in,1,1,0,0
Cochise,19 PALOMINAS,U.S. House,,7,,Write-in,3,1,2,0
Cochise,20 PIRTLEVILLE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,21 POMERENE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,22 PORTAL,U.S. House,,7,,Write-in,0,0,0,0
Cochise,23 SAN SIMON,U.S. House,,7,,Write-in,0,0,0,0
Cochise,24 ST DAVID,U.S. House,,7,,Write-in,0,0,0,0
Cochise,25 SUNIZONA,U.S. House,,7,,Write-in,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,U.S. House,,7,,Write-in,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,U.S. House,,7,,Write-in,0,0,0,0
Cochise,28 SV BUSBY,U.S. House,,7,,Write-in,0,0,0,0
Cochise,29 SV CARMELITA,U.S. House,,7,,Write-in,0,0,0,0
Cochise,30 SV CLOUD,U.S. House,,7,,Write-in,0,0,0,0
Cochise,31 SV COLLEGE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,32 SV COUNTRY CLUB,U.S. House,,7,,Write-in,0,0,0,0
Cochise,33 SV ESTATES,U.S. House,,7,,Write-in,0,0,0,0
Cochise,34 SV HOPI,U.S. House,,7,,Write-in,0,0,0,0
Cochise,35 SV MOSON,U.S. House,,7,,Write-in,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,U.S. House,,7,,Write-in,0,0,0,0
Cochise,37 SV RAMSEY,U.S. House,,7,,Write-in,0,0,0,0
Cochise,38 SV SNYDER,U.S. House,,7,,Write-in,0,0,0,0
Cochise,39 SV SOLDIER CREEK,U.S. House,,7,,Write-in,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,U.S. House,,7,,Write-in,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,U.S. House,,7,,Write-in,0,0,0,0
Cochise,42 SV VISTA VILLAGE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,43 SV YAQUI,U.S. House,,7,,Write-in,0,0,0,0
Cochise,44 TOMBSTONE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,45 WEBB,U.S. House,,7,,Write-in,0,0,0,0
Cochise,46 WHETSTONE,U.S. House,,7,,Write-in,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,U.S. House,,7,,Write-in,0,0,0,0
Cochise,48 WI STEWART,U.S. House,,7,,Write-in,0,0,0,0
Cochise,49 WI WILLCOX,U.S. House,,7,,Write-in,0,0,0,0
Cochise,50 DO GRAND,U.S. House,,7,,Write-in,0,0,0,0
Cochise,51 BI SACRAMENTO,U.S. House,,7,,Write-in,0,0,0,0
Cochise,52 THREE CANYONS,U.S. House,,7,,Write-in,0,0,0,0
Cochise,53 GREENBUSH,U.S. House,,7,,Write-in,0,0,0,0
Cochise,54 PARKER,U.S. House,,7,,Write-in,0,0,0,0
Cochise,55 MONTEZUMA,U.S. House,,7,,Write-in,0,0,0,0
Cochise,01 BE BENSON,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,02 BE J-SIX,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,03 BE SAN PEDRO,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,04 BI BISBEE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,05 BI DON LUIS,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,06 BI WARREN,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,07 BOWIE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,09 DO CALVARY,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,10 DO CARLSON,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,11 DO CASTRO PARK,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,12 DO GADSDEN,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,13 DO SUNNYSIDE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,14 GREATER SAN PEDRO,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,15 HEREFORD,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,16 HUACHUCA,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,17 MCNEAL,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,18 NACO,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,19 PALOMINAS,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,20 PIRTLEVILLE,U.S. House,,7,,Over Votes,1,0,1,0
Cochise,21 POMERENE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,22 PORTAL,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,23 SAN SIMON,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,24 ST DAVID,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,25 SUNIZONA,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,28 SV BUSBY,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,29 SV CARMELITA,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,30 SV CLOUD,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,31 SV COLLEGE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,32 SV COUNTRY CLUB,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,33 SV ESTATES,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,34 SV HOPI,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,35 SV MOSON,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,37 SV RAMSEY,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,38 SV SNYDER,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,39 SV SOLDIER CREEK,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,42 SV VISTA VILLAGE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,43 SV YAQUI,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,44 TOMBSTONE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,45 WEBB,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,46 WHETSTONE,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,48 WI STEWART,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,49 WI WILLCOX,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,50 DO GRAND,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,51 BI SACRAMENTO,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,52 THREE CANYONS,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,53 GREENBUSH,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,54 PARKER,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,55 MONTEZUMA,U.S. House,,7,,Over Votes,0,0,0,0
Cochise,01 BE BENSON,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,02 BE J-SIX,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,03 BE SAN PEDRO,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,04 BI BISBEE,U.S. House,,7,,Under Votes,7,1,6,0
Cochise,05 BI DON LUIS,U.S. House,,7,,Under Votes,8,1,7,0
Cochise,06 BI WARREN,U.S. House,,7,,Under Votes,16,1,15,0
Cochise,07 BOWIE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,09 DO CALVARY,U.S. House,,7,,Under Votes,2,0,2,0
Cochise,10 DO CARLSON,U.S. House,,7,,Under Votes,7,0,7,0
Cochise,11 DO CASTRO PARK,U.S. House,,7,,Under Votes,5,2,3,0
Cochise,12 DO GADSDEN,U.S. House,,7,,Under Votes,5,0,5,0
Cochise,13 DO SUNNYSIDE,U.S. House,,7,,Under Votes,6,3,3,0
Cochise,14 GREATER SAN PEDRO,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,15 HEREFORD,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,16 HUACHUCA,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,17 MCNEAL,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,18 NACO,U.S. House,,7,,Under Votes,3,1,2,0
Cochise,19 PALOMINAS,U.S. House,,7,,Under Votes,12,0,12,0
Cochise,20 PIRTLEVILLE,U.S. House,,7,,Under Votes,5,0,5,0
Cochise,21 POMERENE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,22 PORTAL,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,23 SAN SIMON,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,24 ST DAVID,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,25 SUNIZONA,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,28 SV BUSBY,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,29 SV CARMELITA,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,30 SV CLOUD,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,31 SV COLLEGE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,32 SV COUNTRY CLUB,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,33 SV ESTATES,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,34 SV HOPI,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,35 SV MOSON,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,37 SV RAMSEY,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,38 SV SNYDER,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,39 SV SOLDIER CREEK,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,42 SV VISTA VILLAGE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,43 SV YAQUI,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,44 TOMBSTONE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,45 WEBB,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,46 WHETSTONE,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,48 WI STEWART,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,49 WI WILLCOX,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,50 DO GRAND,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,51 BI SACRAMENTO,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,52 THREE CANYONS,U.S. House,,7,,Under Votes,2,0,2,0
Cochise,53 GREENBUSH,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,54 PARKER,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,55 MONTEZUMA,U.S. House,,7,,Under Votes,0,0,0,0
Cochise,01 BE BENSON,Governor,,,REP,Kari Lake,701,250,449,2
Cochise,02 BE J-SIX,Governor,,,REP,Kari Lake,1013,362,646,5
Cochise,03 BE SAN PEDRO,Governor,,,REP,Kari Lake,781,261,520,0
Cochise,04 BI BISBEE,Governor,,,REP,Kari Lake,180,50,130,0
Cochise,05 BI DON LUIS,Governor,,,REP,Kari Lake,282,104,178,0
Cochise,06 BI WARREN,Governor,,,REP,Kari Lake,285,93,189,3
Cochise,07 BOWIE,Governor,,,REP,Kari Lake,102,48,48,6
Cochise,08 COCHISE STRONGHOLD,Governor,,,REP,Kari Lake,810,315,495,0
Cochise,09 DO CALVARY,Governor,,,REP,Kari Lake,128,41,87,0
Cochise,10 DO CARLSON,Governor,,,REP,Kari Lake,278,76,202,0
Cochise,11 DO CASTRO PARK,Governor,,,REP,Kari Lake,127,40,87,0
Cochise,12 DO GADSDEN,Governor,,,REP,Kari Lake,115,25,89,1
Cochise,13 DO SUNNYSIDE,Governor,,,REP,Kari Lake,192,59,132,1
Cochise,14 GREATER SAN PEDRO,Governor,,,REP,Kari Lake,862,323,535,4
Cochise,15 HEREFORD,Governor,,,REP,Kari Lake,735,246,487,2
Cochise,16 HUACHUCA,Governor,,,REP,Kari Lake,296,132,160,4
Cochise,17 MCNEAL,Governor,,,REP,Kari Lake,438,205,233,0
Cochise,18 NACO,Governor,,,REP,Kari Lake,83,23,60,0
Cochise,19 PALOMINAS,Governor,,,REP,Kari Lake,448,158,290,0
Cochise,20 PIRTLEVILLE,Governor,,,REP,Kari Lake,243,69,174,0
Cochise,21 POMERENE,Governor,,,REP,Kari Lake,556,192,364,0
Cochise,22 PORTAL,Governor,,,REP,Kari Lake,137,13,124,0
Cochise,23 SAN SIMON,Governor,,,REP,Kari Lake,107,31,74,2
Cochise,24 ST DAVID,Governor,,,REP,Kari Lake,1023,391,632,0
Cochise,25 SUNIZONA,Governor,,,REP,Kari Lake,266,110,156,0
Cochise,26 SV AVENIDA DEL SOL,Governor,,,REP,Kari Lake,877,290,586,1
Cochise,27 SV BUFFALO SOLDIER,Governor,,,REP,Kari Lake,1177,430,744,3
Cochise,28 SV BUSBY,Governor,,,REP,Kari Lake,521,161,355,5
Cochise,29 SV CARMELITA,Governor,,,REP,Kari Lake,354,116,234,4
Cochise,30 SV CLOUD,Governor,,,REP,Kari Lake,275,87,185,3
Cochise,31 SV COLLEGE,Governor,,,REP,Kari Lake,628,188,439,1
Cochise,32 SV COUNTRY CLUB,Governor,,,REP,Kari Lake,1061,255,805,1
Cochise,33 SV ESTATES,Governor,,,REP,Kari Lake,696,249,446,1
Cochise,34 SV HOPI,Governor,,,REP,Kari Lake,506,167,339,0
Cochise,35 SV MOSON,Governor,,,REP,Kari Lake,982,397,583,2
Cochise,36 SV PUEBLO DEL SOL,Governor,,,REP,Kari Lake,513,170,340,3
Cochise,37 SV RAMSEY,Governor,,,REP,Kari Lake,738,238,499,1
Cochise,38 SV SNYDER,Governor,,,REP,Kari Lake,443,180,259,4
Cochise,39 SV SOLDIER CREEK,Governor,,,REP,Kari Lake,573,226,345,2
Cochise,40 SV TOWN & COUNTRY,Governor,,,REP,Kari Lake,883,259,622,2
Cochise,41 SV VILLAGE MEADOWS,Governor,,,REP,Kari Lake,1037,317,718,2
Cochise,42 SV VISTA VILLAGE,Governor,,,REP,Kari Lake,586,211,372,3
Cochise,43 SV YAQUI,Governor,,,REP,Kari Lake,1137,330,805,2
Cochise,44 TOMBSTONE,Governor,,,REP,Kari Lake,788,378,408,2
Cochise,45 WEBB,Governor,,,REP,Kari Lake,258,133,123,2
Cochise,46 WHETSTONE,Governor,,,REP,Kari Lake,1095,440,652,3
Cochise,47 WI KANSAS SETTLEMENT,Governor,,,REP,Kari Lake,644,287,352,5
Cochise,48 WI STEWART,Governor,,,REP,Kari Lake,598,259,336,3
Cochise,49 WI WILLCOX,Governor,,,REP,Kari Lake,371,169,199,3
Cochise,50 DO GRAND,Governor,,,REP,Kari Lake,53,23,30,0
Cochise,51 BI SACRAMENTO,Governor,,,REP,Kari Lake,39,9,30,0
Cochise,52 THREE CANYONS,Governor,,,REP,Kari Lake,310,98,211,1
Cochise,53 GREENBUSH,Governor,,,REP,Kari Lake,140,38,102,0
Cochise,54 PARKER,Governor,,,REP,Kari Lake,10,2,8,0
Cochise,55 MONTEZUMA,Governor,,,REP,Kari Lake,0,0,0,0
Cochise,01 BE BENSON,Governor,,,DEM,Katie Hobbs,361,32,329,0
Cochise,02 BE J-SIX,Governor,,,DEM,Katie Hobbs,422,34,388,0
Cochise,03 BE SAN PEDRO,Governor,,,DEM,Katie Hobbs,464,43,421,0
Cochise,04 BI BISBEE,Governor,,,DEM,Katie Hobbs,802,82,718,2
Cochise,05 BI DON LUIS,Governor,,,DEM,Katie Hobbs,546,55,491,0
Cochise,06 BI WARREN,Governor,,,DEM,Katie Hobbs,671,49,622,0
Cochise,07 BOWIE,Governor,,,DEM,Katie Hobbs,49,12,34,3
Cochise,08 COCHISE STRONGHOLD,Governor,,,DEM,Katie Hobbs,397,60,337,0
Cochise,09 DO CALVARY,Governor,,,DEM,Katie Hobbs,475,48,427,0
Cochise,10 DO CARLSON,Governor,,,DEM,Katie Hobbs,614,53,561,0
Cochise,11 DO CASTRO PARK,Governor,,,DEM,Katie Hobbs,515,64,450,1
Cochise,12 DO GADSDEN,Governor,,,DEM,Katie Hobbs,385,48,337,0
Cochise,13 DO SUNNYSIDE,Governor,,,DEM,Katie Hobbs,374,56,317,1
Cochise,14 GREATER SAN PEDRO,Governor,,,DEM,Katie Hobbs,329,41,287,1
Cochise,15 HEREFORD,Governor,,,DEM,Katie Hobbs,409,43,366,0
Cochise,16 HUACHUCA,Governor,,,DEM,Katie Hobbs,246,49,195,2
Cochise,17 MCNEAL,Governor,,,DEM,Katie Hobbs,228,29,199,0
Cochise,18 NACO,Governor,,,DEM,Katie Hobbs,220,15,204,1
Cochise,19 PALOMINAS,Governor,,,DEM,Katie Hobbs,261,30,231,0
Cochise,20 PIRTLEVILLE,Governor,,,DEM,Katie Hobbs,358,32,325,1
Cochise,21 POMERENE,Governor,,,DEM,Katie Hobbs,241,19,222,0
Cochise,22 PORTAL,Governor,,,DEM,Katie Hobbs,132,2,130,0
Cochise,23 SAN SIMON,Governor,,,DEM,Katie Hobbs,29,3,26,0
Cochise,24 ST DAVID,Governor,,,DEM,Katie Hobbs,353,41,312,0
Cochise,25 SUNIZONA,Governor,,,DEM,Katie Hobbs,124,14,110,0
Cochise,26 SV AVENIDA DEL SOL,Governor,,,DEM,Katie Hobbs,634,70,563,1
Cochise,27 SV BUFFALO SOLDIER,Governor,,,DEM,Katie Hobbs,725,80,644,1
Cochise,28 SV BUSBY,Governor,,,DEM,Katie Hobbs,473,63,408,2
Cochise,29 SV CARMELITA,Governor,,,DEM,Katie Hobbs,302,45,256,1
Cochise,30 SV CLOUD,Governor,,,DEM,Katie Hobbs,207,25,182,0
Cochise,31 SV COLLEGE,Governor,,,DEM,Katie Hobbs,450,63,386,1
Cochise,32 SV COUNTRY CLUB,Governor,,,DEM,Katie Hobbs,679,31,648,0
Cochise,33 SV ESTATES,Governor,,,DEM,Katie Hobbs,495,62,433,0
Cochise,34 SV HOPI,Governor,,,DEM,Katie Hobbs,432,60,372,0
Cochise,35 SV MOSON,Governor,,,DEM,Katie Hobbs,390,47,342,1
Cochise,36 SV PUEBLO DEL SOL,Governor,,,DEM,Katie Hobbs,360,42,318,0
Cochise,37 SV RAMSEY,Governor,,,DEM,Katie Hobbs,383,27,356,0
Cochise,38 SV SNYDER,Governor,,,DEM,Katie Hobbs,322,44,278,0
Cochise,39 SV SOLDIER CREEK,Governor,,,DEM,Katie Hobbs,497,79,416,2
Cochise,40 SV TOWN & COUNTRY,Governor,,,DEM,Katie Hobbs,496,46,450,0
Cochise,41 SV VILLAGE MEADOWS,Governor,,,DEM,Katie Hobbs,596,77,519,0
Cochise,42 SV VISTA VILLAGE,Governor,,,DEM,Katie Hobbs,429,56,373,0
Cochise,43 SV YAQUI,Governor,,,DEM,Katie Hobbs,576,45,531,0
Cochise,44 TOMBSTONE,Governor,,,DEM,Katie Hobbs,296,59,237,0
Cochise,45 WEBB,Governor,,,DEM,Katie Hobbs,123,16,106,1
Cochise,46 WHETSTONE,Governor,,,DEM,Katie Hobbs,442,53,389,0
Cochise,47 WI KANSAS SETTLEMENT,Governor,,,DEM,Katie Hobbs,227,34,193,0
Cochise,48 WI STEWART,Governor,,,DEM,Katie Hobbs,177,32,145,0
Cochise,49 WI WILLCOX,Governor,,,DEM,Katie Hobbs,189,35,152,2
Cochise,50 DO GRAND,Governor,,,DEM,Katie Hobbs,18,2,16,0
Cochise,51 BI SACRAMENTO,Governor,,,DEM,Katie Hobbs,18,0,18,0
Cochise,52 THREE CANYONS,Governor,,,DEM,Katie Hobbs,144,11,133,0
Cochise,53 GREENBUSH,Governor,,,DEM,Katie Hobbs,48,6,41,1
Cochise,54 PARKER,Governor,,,DEM,Katie Hobbs,4,0,4,0
Cochise,55 MONTEZUMA,Governor,,,DEM,Katie Hobbs,0,0,0,0
Cochise,01 BE BENSON,Governor,,,,Write-in,7,0,7,0
Cochise,02 BE J-SIX,Governor,,,,Write-in,0,0,0,0
Cochise,03 BE SAN PEDRO,Governor,,,,Write-in,11,0,11,0
Cochise,04 BI BISBEE,Governor,,,,Write-in,1,0,1,0
Cochise,05 BI DON LUIS,Governor,,,,Write-in,3,1,2,0
Cochise,06 BI WARREN,Governor,,,,Write-in,5,0,5,0
Cochise,07 BOWIE,Governor,,,,Write-in,3,2,1,0
Cochise,08 COCHISE STRONGHOLD,Governor,,,,Write-in,6,2,4,0
Cochise,09 DO CALVARY,Governor,,,,Write-in,1,1,0,0
Cochise,10 DO CARLSON,Governor,,,,Write-in,1,1,0,0
Cochise,11 DO CASTRO PARK,Governor,,,,Write-in,3,0,3,0
Cochise,12 DO GADSDEN,Governor,,,,Write-in,0,0,0,0
Cochise,13 DO SUNNYSIDE,Governor,,,,Write-in,0,0,0,0
Cochise,14 GREATER SAN PEDRO,Governor,,,,Write-in,6,0,6,0
Cochise,15 HEREFORD,Governor,,,,Write-in,7,0,7,0
Cochise,16 HUACHUCA,Governor,,,,Write-in,1,0,1,0
