county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Pinal,01 Kearny,Registered Voters,,,,1580,,,
Pinal,04 Dudleyville,Registered Voters,,,,656,,,
Pinal,05 San Manuel,Registered Voters,,,,2260,,,
Pinal,06 Mammoth,Registered Voters,,,,966,,,
Pinal,07 Oracle,Registered Voters,,,,165,,,
Pinal,08 Saddlebrooke West,Registered Voters,,,,2977,,,
Pinal,09 Arizona City,Registered Voters,,,,3724,,,
Pinal,10 Toltec South,Registered Voters,,,,2868,,,
Pinal,11 Picacho,Registered Voters,,,,379,,,
Pinal,12 Eloy,Registered Voters,,,,1270,,,
Pinal,13 Toltec,Registered Voters,,,,3525,,,
Pinal,14 Eloy South,Registered Voters,,,,1462,,,
Pinal,15 Saddlebrooke East,Registered Voters,,,,2971,,,
Pinal,16 Red Rock,Registered Voters,,,,1083,,,
Pinal,17 Coolidge NE,Registered Voters,,,,1742,,,
Pinal,18 Coolidge NW,Registered Voters,,,,4111,,,
Pinal,19 Coolidge South,Registered Voters,,,,2561,,,
Pinal,20 Randolph,Registered Voters,,,,1013,,,
Pinal,21 Central Arizona College,Registered Voters,,,,1574,,,
Pinal,22 Eleven Mile Corner,Registered Voters,,,,987,,,
Pinal,23 Florence North,Registered Voters,,,,1172,,,
Pinal,24 Florence South,Registered Voters,,,,2778,,,
Pinal,25 Cactus Forest,Registered Voters,,,,1887,,,
Pinal,26 Johnson Ranch,Registered Voters,,,,4269,,,
Pinal,27 Poston Butte,Registered Voters,,,,4059,,,
Pinal,28 Queen Creek,Registered Voters,,,,7780,,,
Pinal,29 Sacaton,Registered Voters,,,,1210,,,
Pinal,30 Maricopa,Registered Voters,,,,2803,,,
Pinal,31 Stanfield,Registered Voters,,,,890,,,
Pinal,33 Casa Grande N Central,Registered Voters,,,,3226,,,
Pinal,34 Casa Grande S Central,Registered Voters,,,,2430,,,
Pinal,35 Casa Grande NE,Registered Voters,,,,3238,,,
Pinal,36 Casa Grande SE,Registered Voters,,,,3484,,,
Pinal,37 Casa Grande NW,Registered Voters,,,,1482,,,
Pinal,38 Casa Grande SW,Registered Voters,,,,853,,,
Pinal,39 Casa Grande Rancho Grande,Registered Voters,,,,4021,,,
Pinal,40 Apache Jct Superstition,Registered Voters,,,,3085,,,
Pinal,41 Casa Grande Interchange,Registered Voters,,,,3917,,,
Pinal,42 Apache Jct NW,Registered Voters,,,,2420,,,
Pinal,43 Apache Jct SW,Registered Voters,,,,3107,,,
Pinal,44 Apache Jct SE,Registered Voters,,,,3480,,,
Pinal,45 Apache Jct NE,Registered Voters,,,,3508,,,
Pinal,46 Apache Jct East,Registered Voters,,,,2274,,,
Pinal,47 Apache Jct Central,Registered Voters,,,,2767,,,
Pinal,48 Gold Canyon,Registered Voters,,,,3415,,,
Pinal,49 Queen Valley,Registered Voters,,,,685,,,
Pinal,50 Superior,Registered Voters,,,,1794,,,
Pinal,51 Superior West,Registered Voters,,,,33,,,
Pinal,52 Sutton Summit,Registered Voters,,,,194,,,
Pinal,53 Chui Chu,Registered Voters,,,,242,,,
Pinal,54 Thunderbird Farms,Registered Voters,,,,976,,,
Pinal,55 Casa Grande West,Registered Voters,,,,3180,,,
Pinal,56 Apache Junction North,Registered Voters,,,,2164,,,
Pinal,57 Apache Junction N. Central,Registered Voters,,,,2786,,,
Pinal,58 Apache Junction E. Central,Registered Voters,,,,2213,,,
Pinal,59 Apache Jct South,Registered Voters,,,,4380,,,
Pinal,60 Blackwater,Registered Voters,,,,882,,,
Pinal,61 San Tan,Registered Voters,,,,1043,,,
Pinal,62 Casa Blanca,Registered Voters,,,,1094,,,
Pinal,63 Apache Trail,Registered Voters,,,,1858,,,
Pinal,64 Superstition Mountain,Registered Voters,,,,2576,,,
Pinal,66 Mountainbrook Village,Registered Voters,,,,1696,,,
Pinal,67 Hidden Valley,Registered Voters,,,,2791,,,
Pinal,68 San Tan Park,Registered Voters,,,,4815,,,
Pinal,69 Bella Vista,Registered Voters,,,,2307,,,
Pinal,70 Copper Basin,Registered Voters,,,,2877,,,
Pinal,71 Schnepf North,Registered Voters,,,,3970,,,
Pinal,72 Peralta,Registered Voters,,,,1330,,,
Pinal,73 Santa Rosa,Registered Voters,,,,2066,,,
Pinal,74 El Dorado,Registered Voters,,,,3359,,,
Pinal,75 Walker Butte,Registered Voters,,,,3901,,,
Pinal,76 Valley of the Sun,Registered Voters,,,,2587,,,
Pinal,77 Ak Chin Community,Registered Voters,,,,501,,,
Pinal,78 Maricopa Meadows,Registered Voters,,,,3309,,,
Pinal,79 Maricopa Fiesta,Registered Voters,,,,3758,,,
Pinal,80 Province,Registered Voters,,,,6743,,,
Pinal,81 Ironwood Common,Registered Voters,,,,3231,,,
Pinal,82 Cruz Park,Registered Voters,,,,1437,,,
Pinal,83 Coyote Ranch,Registered Voters,,,,3657,,,
Pinal,84 Gold Canyon North,Registered Voters,,,,1331,,,
Pinal,85 San Tan Heights,Registered Voters,,,,3317,,,
Pinal,86 Circle Cross Ranch,Registered Voters,,,,5489,,,
Pinal,87 Johnson Ranch East,Registered Voters,,,,3671,,,
Pinal,88 Ironwood Crossing West,Registered Voters,,,,4196,,,
Pinal,89 Quail Hollow,Registered Voters,,,,6,,,
Pinal,90 Senita,Registered Voters,,,,3103,,,
Pinal,91 Silverbell,Registered Voters,,,,224,,,
Pinal,92 Eagle Crest,Registered Voters,,,,4094,,,
Pinal,93 Oracle South,Registered Voters,,,,2683,,,
Pinal,94 Skyline Ranch,Registered Voters,,,,3726,,,
Pinal,95 Queen Creek South,Registered Voters,,,,3610,,,
Pinal,96 San Tan Ranches,Registered Voters,,,,2787,,,
Pinal,97 Copper Basin Southeast,Registered Voters,,,,5172,,,
Pinal,98 Links Estates,Registered Voters,,,,5165,,,
Pinal,99 Mission Valley,Registered Voters,,,,4625,,,
Pinal,100 Desert Cedars,Registered Voters,,,,4459,,,
Pinal,101 Alterra North,Registered Voters,,,,3463,,,
Pinal,102 Maricopa Wells,Registered Voters,,,,4934,,,
Pinal,103 San Carlos Community,Registered Voters,,,,0,,,
Pinal,104 Picacho South,Registered Voters,,,,2040,,,
Pinal,105 Toltec Southwest,Registered Voters,,,,717,,,
Pinal,106 Saddlebrooke Ranch,Registered Voters,,,,2346,,,
Pinal,107 Casa Grande Cowtown,Registered Voters,,,,2657,,,
Pinal,108 Ironwood Crossing East,Registered Voters,,,,4308,,,
Pinal,109 Florence Anthem,Registered Voters,,,,5799,,,
Pinal,110 Rancho El Dorado,Registered Voters,,,,1595,,,
Pinal,111 Tortosa,Registered Voters,,,,2742,,,
Pinal,112 Sunland Ranches,Registered Voters,,,,519,,,
Pinal,113 Schnepf South,Registered Voters,,,,1930,,,
Pinal,01 Kearny,Ballots Cast,,,,799,587,210,2
Pinal,04 Dudleyville,Ballots Cast,,,,367,265,99,3
Pinal,05 San Manuel,Ballots Cast,,,,1169,816,347,6
Pinal,06 Mammoth,Ballots Cast,,,,466,349,113,4
Pinal,07 Oracle,Ballots Cast,,,,101,81,20,0
Pinal,08 Saddlebrooke West,Ballots Cast,,,,2499,2122,377,0
Pinal,09 Arizona City,Ballots Cast,,,,1657,1147,502,8
Pinal,10 Toltec South,Ballots Cast,,,,1397,973,418,6
Pinal,11 Picacho,Ballots Cast,,,,204,139,64,1
Pinal,12 Eloy,Ballots Cast,,,,393,282,108,3
Pinal,13 Toltec,Ballots Cast,,,,2258,1921,336,1
Pinal,14 Eloy South,Ballots Cast,,,,479,332,145,2
Pinal,15 Saddlebrooke East,Ballots Cast,,,,2435,2145,282,8
Pinal,16 Red Rock,Ballots Cast,,,,669,473,193,3
Pinal,17 Coolidge NE,Ballots Cast,,,,592,425,160,7
Pinal,18 Coolidge NW,Ballots Cast,,,,1813,1204,591,18
Pinal,19 Coolidge South,Ballots Cast,,,,1005,717,287,1
Pinal,20 Randolph,Ballots Cast,,,,463,356,106,1
Pinal,21 Central Arizona College,Ballots Cast,,,,918,681,230,7
Pinal,22 Eleven Mile Corner,Ballots Cast,,,,473,319,151,3
Pinal,23 Florence North,Ballots Cast,,,,839,711,124,4
Pinal,24 Florence South,Ballots Cast,,,,1338,933,402,3
Pinal,25 Cactus Forest,Ballots Cast,,,,1042,737,293,12
Pinal,26 Johnson Ranch,Ballots Cast,,,,2384,1903,475,6
Pinal,27 Poston Butte,Ballots Cast,,,,1635,1220,405,10
Pinal,28 Queen Creek,Ballots Cast,,,,4439,3413,1016,10
Pinal,29 Sacaton,Ballots Cast,,,,363,127,232,4
Pinal,30 Maricopa,Ballots Cast,,,,1298,956,340,2
Pinal,31 Stanfield,Ballots Cast,,,,371,251,118,2
Pinal,33 Casa Grande N Central,Ballots Cast,,,,1204,912,276,16
Pinal,34 Casa Grande S Central,Ballots Cast,,,,1025,764,257,4
Pinal,35 Casa Grande NE,Ballots Cast,,,,1540,1174,360,6
Pinal,36 Casa Grande SE,Ballots Cast,,,,976,707,261,8
Pinal,37 Casa Grande NW,Ballots Cast,,,,834,695,133,6
Pinal,38 Casa Grande SW,Ballots Cast,,,,335,242,91,2
Pinal,39 Casa Grande Rancho Grande,Ballots Cast,,,,2059,1530,518,11
Pinal,40 Apache Jct Superstition,Ballots Cast,,,,1661,1365,296,0
Pinal,41 Casa Grande Interchange,Ballots Cast,,,,2262,1855,402,5
Pinal,42 Apache Jct NW,Ballots Cast,,,,966,698,267,1
Pinal,43 Apache Jct SW,Ballots Cast,,,,1687,1354,331,2
Pinal,44 Apache Jct SE,Ballots Cast,,,,1690,1196,486,8
Pinal,45 Apache Jct NE,Ballots Cast,,,,1962,1386,570,6
Pinal,46 Apache Jct East,Ballots Cast,,,,1508,1179,327,2
Pinal,47 Apache Jct Central,Ballots Cast,,,,1182,914,264,4
Pinal,48 Gold Canyon,Ballots Cast,,,,2354,1783,566,5
Pinal,49 Queen Valley,Ballots Cast,,,,448,261,180,7
Pinal,50 Superior,Ballots Cast,,,,870,636,228,6
Pinal,51 Superior West,Ballots Cast,,,,14,14,0,0
Pinal,52 Sutton Summit,Ballots Cast,,,,101,69,30,2
Pinal,53 Chui Chu,Ballots Cast,,,,95,54,41,0
Pinal,54 Thunderbird Farms,Ballots Cast,,,,483,312,169,2
Pinal,55 Casa Grande West,Ballots Cast,,,,1435,1053,367,15
Pinal,56 Apache Junction North,Ballots Cast,,,,1049,773,273,3
Pinal,57 Apache Junction N. Central,Ballots Cast,,,,1902,1374,523,5
Pinal,58 Apache Junction E. Central,Ballots Cast,,,,1147,835,308,4
Pinal,59 Apache Jct South,Ballots Cast,,,,2583,2030,543,10
Pinal,60 Blackwater,Ballots Cast,,,,291,92,197,2
Pinal,61 San Tan,Ballots Cast,,,,269,96,165,8
Pinal,62 Casa Blanca,Ballots Cast,,,,274,105,166,3
Pinal,63 Apache Trail,Ballots Cast,,,,889,633,250,6
Pinal,64 Superstition Mountain,Ballots Cast,,,,1922,1529,392,1
Pinal,66 Mountainbrook Village,Ballots Cast,,,,1332,1096,235,1
Pinal,67 Hidden Valley,Ballots Cast,,,,1274,867,393,14
Pinal,68 San Tan Park,Ballots Cast,,,,2245,1675,567,3
Pinal,69 Bella Vista,Ballots Cast,,,,1058,840,216,2
Pinal,70 Copper Basin,Ballots Cast,,,,1317,906,402,9
Pinal,71 Schnepf North,Ballots Cast,,,,1983,1391,589,3
Pinal,72 Peralta,Ballots Cast,,,,858,677,177,4
Pinal,73 Santa Rosa,Ballots Cast,,,,1026,700,325,1
Pinal,74 El Dorado,Ballots Cast,,,,1534,1131,401,2
Pinal,75 Walker Butte,Ballots Cast,,,,1698,1182,503,13
Pinal,76 Valley of the Sun,Ballots Cast,,,,1298,885,407,6
Pinal,77 Ak Chin Community,Ballots Cast,,,,196,87,107,2
Pinal,78 Maricopa Meadows,Ballots Cast,,,,1551,1172,371,8
Pinal,79 Maricopa Fiesta,Ballots Cast,,,,1750,1244,502,4
Pinal,80 Province,Ballots Cast,,,,3942,3186,743,13
Pinal,81 Ironwood Common,Ballots Cast,,,,1779,1455,320,4
