county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Apache,02 Apline,Registered Voters,,,,469,,,
Apache,03 Canyon De Chelly,Registered Voters,,,,3706,,,
Apache,05 Chinle,Registered Voters,,,,1957,,,
Apache,09 Concho,Registered Voters,,,,2355,,,
Apache,10 Cornfields,Registered Voters,,,,745,,,
Apache,11 Cottonwood,Registered Voters,,,,1256,,,
Apache,12 Coronado,Registered Voters,,,,1156,,,
Apache,13 Dennehotso,Registered Voters,,,,1104,,,
Apache,16 Eagar,Registered Voters,,,,1191,,,
Apache,17 Flat Top,Registered Voters,,,,992,,,
Apache,19 Ft Defiance,Registered Voters,,,,3278,,,
Apache,22 Ganado North,Registered Voters,,,,721,,,
Apache,23 Ganado South,Registered Voters,,,,1288,,,
Apache,25 Greer,Registered Voters,,,,135,,,
Apache,27 Houck,Registered Voters,,,,1058,,,
Apache,29 Kinlichee,Registered Voters,,,,982,,,
Apache,31 Klagetoh,Registered Voters,,,,808,,,
Apache,33 Lukachukai,Registered Voters,,,,1853,,,
Apache,35 Lupton,Registered Voters,,,,623,,,
Apache,37 McNary,Registered Voters,,,,228,,,
Apache,39 Many Farms,Registered Voters,,,,1900,,,
Apache,41 Mexican Water,Registered Voters,,,,354,,,
Apache,43 Nazlini,Registered Voters,,,,976,,,
Apache,45 Nutrioso,Registered Voters,,,,355,,,
Apache,46 Oak Springs,Registered Voters,,,,455,,,
Apache,48 Puerco,Registered Voters,,,,1462,,,
Apache,51 Red Mesa,Registered Voters,,,,419,,,
Apache,52 Red Valley,Registered Voters,,,,1018,,,
Apache,54 Rock Point,Registered Voters,,,,1384,,,
Apache,56 Rough Rock,Registered Voters,,,,854,,,
Apache,58 Round Rock,Registered Voters,,,,1054,,,
Apache,59 Round Valley,Registered Voters,,,,926,,,
Apache,61 St Johns,Registered Voters,,,,1413,,,
Apache,65 St Michaels,Registered Voters,,,,2229,,,
Apache,67 Sawmill,Registered Voters,,,,811,,,
Apache,70 Springerville,Registered Voters,,,,973,,,
Apache,74 Steamboat,Registered Voters,,,,1348,,,
Apache,76 Sweetwater,Registered Voters,,,,676,,,
Apache,78 Tachee,Registered Voters,,,,572,,,
Apache,80 Teec Nos Pos,Registered Voters,,,,919,,,
Apache,82 Vernon,Registered Voters,,,,1677,,,
Apache,84 Wheatfields,Registered Voters,,,,1747,,,
Apache,86 Wide Ruins,Registered Voters,,,,711,,,
Apache,88 Window Rock,Registered Voters,,,,1800,,,
Apache,02 Apline,Ballots Cast,,,,385,283,102,0
Apache,03 Canyon De Chelly,Ballots Cast,,,,1600,1004,588,8
Apache,05 Chinle,Ballots Cast,,,,843,569,269,5
Apache,09 Concho,Ballots Cast,,,,1594,1109,469,16
Apache,10 Cornfields,Ballots Cast,,,,383,190,193,0
Apache,11 Cottonwood,Ballots Cast,,,,645,324,312,9
Apache,12 Coronado,Ballots Cast,,,,739,468,270,1
Apache,13 Dennehotso,Ballots Cast,,,,514,126,379,9
Apache,16 Eagar,Ballots Cast,,,,852,600,251,1
Apache,17 Flat Top,Ballots Cast,,,,646,381,264,1
Apache,19 Ft Defiance,Ballots Cast,,,,1667,1134,521,12
Apache,22 Ganado North,Ballots Cast,,,,323,194,127,2
Apache,23 Ganado South,Ballots Cast,,,,605,354,242,9
Apache,25 Greer,Ballots Cast,,,,98,82,15,1
Apache,27 Houck,Ballots Cast,,,,537,287,249,1
Apache,29 Kinlichee,Ballots Cast,,,,468,272,190,6
Apache,31 Klagetoh,Ballots Cast,,,,454,236,213,5
Apache,33 Lukachukai,Ballots Cast,,,,798,335,462,1
Apache,35 Lupton,Ballots Cast,,,,326,137,185,4
Apache,37 McNary,Ballots Cast,,,,72,22,48,2
Apache,39 Many Farms,Ballots Cast,,,,767,475,287,5
Apache,41 Mexican Water,Ballots Cast,,,,130,66,64,0
Apache,43 Nazlini,Ballots Cast,,,,500,303,173,24
Apache,45 Nutrioso,Ballots Cast,,,,279,208,69,2
Apache,46 Oak Springs,Ballots Cast,,,,268,144,120,4
Apache,48 Puerco,Ballots Cast,,,,799,453,341,5
Apache,51 Red Mesa,Ballots Cast,,,,130,75,52,3
Apache,52 Red Valley,Ballots Cast,,,,363,110,246,7
Apache,54 Rock Point,Ballots Cast,,,,603,231,371,1
Apache,56 Rough Rock,Ballots Cast,,,,444,174,249,21
Apache,58 Round Rock,Ballots Cast,,,,511,179,316,16
Apache,59 Round Valley,Ballots Cast,,,,625,392,231,2
Apache,61 St Johns,Ballots Cast,,,,856,540,316,0
Apache,65 St Michaels,Ballots Cast,,,,1171,673,482,16
Apache,67 Sawmill,Ballots Cast,,,,424,226,191,7
Apache,70 Springerville,Ballots Cast,,,,622,407,213,2
Apache,74 Steamboat,Ballots Cast,,,,680,393,285,2
Apache,76 Sweetwater,Ballots Cast,,,,269,96,165,8
Apache,78 Tachee,Ballots Cast,,,,247,129,118,0
Apache,80 Teec Nos Pos,Ballots Cast,,,,345,151,187,7
Apache,82 Vernon,Ballots Cast,,,,1303,921,370,12
Apache,84 Wheatfields,Ballots Cast,,,,847,413,427,7
Apache,86 Wide Ruins,Ballots Cast,,,,393,228,159,6
Apache,88 Window Rock,Ballots Cast,,,,885,610,272,3
Apache,02 Apline,U.S. Senate,,DEM,Mark Kelly,110,97,13,0
Apache,03 Canyon De Chelly,U.S. Senate,,DEM,Mark Kelly,1413,915,492,6
Apache,05 Chinle,U.S. Senate,,DEM,Mark Kelly,734,505,225,4
Apache,09 Concho,U.S. Senate,,DEM,Mark Kelly,313,275,37,1
Apache,10 Cornfields,U.S. Senate,,DEM,Mark Kelly,337,176,161,0
Apache,11 Cottonwood,U.S. Senate,,DEM,Mark Kelly,564,291,268,5
Apache,12 Coronado,U.S. Senate,,DEM,Mark Kelly,114,93,21,0
Apache,13 Dennehotso,U.S. Senate,,DEM,Mark Kelly,444,108,328,8
Apache,16 Eagar,U.S. Senate,,DEM,Mark Kelly,157,133,24,0
Apache,17 Flat Top,U.S. Senate,,DEM,Mark Kelly,101,83,18,0
Apache,19 Ft Defiance,U.S. Senate,,DEM,Mark Kelly,1437,1013,413,11
Apache,22 Ganado North,U.S. Senate,,DEM,Mark Kelly,290,180,110,0
Apache,23 Ganado South,U.S. Senate,,DEM,Mark Kelly,535,321,207,7
Apache,25 Greer,U.S. Senate,,DEM,Mark Kelly,35,32,3,0
Apache,27 Houck,U.S. Senate,,DEM,Mark Kelly,435,253,181,1
Apache,29 Kinlichee,U.S. Senate,,DEM,Mark Kelly,429,257,166,6
Apache,31 Klagetoh,U.S. Senate,,DEM,Mark Kelly,389,214,171,4
Apache,33 Lukachukai,U.S. Senate,,DEM,Mark Kelly,713,307,405,1
Apache,35 Lupton,U.S. Senate,,DEM,Mark Kelly,246,121,121,4
Apache,37 McNary,U.S. Senate,,DEM,Mark Kelly,61,20,39,2
