county,office,district,party,candidate,votes,winner,write-in,notes
Maricopa,State Senate,10,REP,Linda Gray,20341,,,
,State Senate,10,REP,Linda Gray,20341,True,,
Maricopa,State Senate,11,DEM,Rita Dickinson,26916,,,
,State Senate,11,DEM,Rita Dickinson,26916,,,
Maricopa,State Senate,11,REP,Adam Driggs,37458,,,
,State Senate,11,REP,Adam Driggs,37458,True,,
Maricopa,State Senate,12,DEM,Tyler Kissell,27559,,,
,State Senate,12,DEM,Tyler Kissell,27559,,,
Maricopa,State Senate,12,LBT,Michael White,3769,,,
,State Senate,12,LBT,Michael White,3769,,,
Maricopa,State Senate,12,REP,John Nelson,41379,,,
,State Senate,12,REP,John Nelson,41379,True,,
Maricopa,State Senate,13,DEM,Steve Gallardo,17087,,,
,State Senate,13,DEM,Steve Gallardo,17087,True,,
Maricopa,State Senate,14,DEM,Robert Meza,12326,,,
,State Senate,14,DEM,Robert Meza,12326,True,,
Maricopa,State Senate,15,DEM,Kyrsten Sinema,18013,,,
,State Senate,15,DEM,Kyrsten Sinema,18013,True,,
Maricopa,State Senate,15,REP,Bob Thomas,10663,,,
,State Senate,15,REP,Bob Thomas,10663,,,
Maricopa,State Senate,15,DEM,Leah Landrum,25731,,,
,State Senate,15,DEM,Leah Landrum,25731,True,,
Maricopa,State Senate,17,DEM,David Schapira,21783,,,
,State Senate,17,DEM,David Schapira,21783,True,,
Maricopa,State Senate,17,GRN,"Anthony ""Grand Pa"" Goshorn",784,,,
,State Senate,17,GRN,"Anthony ""Grand Pa"" Goshorn",784,,,
Maricopa,State Senate,17,LBT,Garret Chartier-Dickie,1277,,,
,State Senate,17,LBT,Garret Chartier-Dickie,1277,,,
Maricopa,State Senate,17,REP,Wendy Rogers,18827,,,
,State Senate,17,REP,Wendy Rogers,18827,,,
Maricopa,State Senate,18,DEM,Andrew Sherwood,10663,,,
,State Senate,18,DEM,Andrew Sherwood,10663,,,
Maricopa,State Senate,18,LBT,Andrea Garcia,2808,,,
,State Senate,18,LBT,Andrea Garcia,2808,,,
Maricopa,State Senate,18,REP,Russell Pearce,17552,,,
,State Senate,18,REP,Russell Pearce,17552,True,,
Maricopa,State Senate,19,LBT,William Munsil,10935,,,
,State Senate,19,LBT,William Munsil,10935,,,
Maricopa,State Senate,19,REP,Rich Crandall,43557,,,
,State Senate,19,REP,Rich Crandall,43557,True,,
Maricopa,State Senate,20,REP,John McComish,39105,,,
,State Senate,20,REP,John McComish,39105,True,,
Maricopa,State Senate,21,REP,Steve Yarbrough,54339,,,
,State Senate,21,REP,Steve Yarbrough,54339,True,,
Maricopa,State Senate,22,REP,Andy Biggs,53896,,,
Pinal,State Senate,22,REP,Andy Biggs,6037,,,
,State Senate,22,REP,Andy Biggs,59933,True,,
Gila,State Senate,23,DEM,Rebecca Rios,264,,,
Maricopa,State Senate,23,DEM,Rebecca Rios,2703,,,
Pinal,State Senate,23,DEM,Rebecca Rios,27394,,,
,State Senate,23,DEM,Rebecca Rios,30361,,,
Gila,State Senate,23,REP,Steve Smith,25,,,
Maricopa,State Senate,23,REP,Steve Smith,1500,,,
Pinal,State Senate,23,REP,Steve Smith,33043,,,
,State Senate,23,REP,Steve Smith,34568,True,,
La Paz,State Senate,24,DEM,Amanda Aguirre,948,,,
Yuma,State Senate,24,DEM,Amanda Aguirre,15192,,,
,State Senate,24,DEM,Amanda Aguirre,16140,,,
La Paz,State Senate,24,LBT,Jack Kretzer,106,,,
Yuma,State Senate,24,LBT,Jack Kretzer,1404,,,
,State Senate,24,LBT,Jack Kretzer,1510,,,
La Paz,State Senate,24,REP,Don Shooter,1063,,,
Yuma,State Senate,24,REP,Don Shooter,17271,,,
,State Senate,24,REP,Don Shooter,18334,True,,
Cochise,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",10421,,,
Maricopa,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",528,,,
Pima,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",7223,,,
Pinal,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",469,,,
Santa Cruz,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",5433,,,
,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",24074,,,
Cochise,State Senate,25,REP,Gail Griffin,16043,,,
Maricopa,State Senate,25,REP,Gail Griffin,1094,,,
Pima,State Senate,25,REP,Gail Griffin,9807,,,
Pinal,State Senate,25,REP,Gail Griffin,912,,,
Santa Cruz,State Senate,25,REP,Gail Griffin,1974,,,
,State Senate,25,REP,Gail Griffin,29830,True,,
Pima,State Senate,26,DEM,Cheryl Cage,35017,,,
Pinal,State Senate,26,DEM,Cheryl Cage,2460,,,
,State Senate,26,DEM,Cheryl Cage,37477,,,
Pima,State Senate,26,REP,Al Melvin,40046,,,
Pinal,State Senate,26,REP,Al Melvin,3872,,,
,State Senate,26,REP,Al Melvin,43918,True,,
Pima,State Senate,27,DEM,Olivia Cajero Bedford,33456,,,
,State Senate,27,DEM,Olivia Cajero Bedford,33456,True,,
Pima,State Senate,27,Write-In,"J. D. ""Duke"" Schechter",91,,,
,State Senate,27,Write-In,"J. D. ""Duke"" Schechter",91,,,
Pima,State Senate,27,Write-In,Jaime Vasquez,18,,,
,State Senate,27,Write-In,Jaime Vasquez,18,,,
Pima,State Senate,28,DEM,Paula Aboud,31331,,,
,State Senate,28,DEM,Paula Aboud,31331,True,,
Pima,State Senate,28,INDEPENDENT,Dave Ewoldt,1645,,,
,State Senate,28,INDEPENDENT,Dave Ewoldt,1645,,,
Pima,State Senate,28,REP,Greg Krino,18092,,,
,State Senate,28,REP,Greg Krino,18092,,,
Pima,State Senate,28,NONPARTISAN,Ted Downing,3475,,,
,State Senate,28,NONPARTISAN,Ted Downing,3475,,,
Pima,State Senate,29,DEM,Linda Lopez,27486,,,
,State Senate,29,DEM,Linda Lopez,27486,True,,
Cochise,State Senate,30,DEM,Todd Camenisch,4350,,,
Pima,State Senate,30,DEM,Todd Camenisch,31435,,,
Santa Cruz,State Senate,30,DEM,Todd Camenisch,1126,,,
,State Senate,30,DEM,Todd Camenisch,36911,,,
Cochise,State Senate,30,REP,Frank Antenori,8504,,,
Pima,State Senate,30,REP,Frank Antenori,46480,,,
Santa Cruz,State Senate,30,REP,Frank Antenori,1214,,,
,State Senate,30,REP,Frank Antenori,56198,True,,
Coconino,State Representative,1,DEM,Lindsay Bell,5217,,,
Yavapai,State Representative,1,DEM,Lindsay Bell,23997,,,
,State Representative,1,DEM,Lindsay Bell,29214,,,
Coconino,State Representative,1,REP,Karen Fann,5410,,,
Yavapai,State Representative,1,REP,Karen Fann,35672,,,
,State Representative,1,REP,Karen Fann,41082,True,,
Coconino,State Representative,1,REP,Andy Tobin,6044,,,
Yavapai,State Representative,1,REP,Andy Tobin,40357,,,
,State Representative,1,REP,Andy Tobin,46401,True,,
Apache,State Representative,2,DEM,Tom Chabin,6047,,,
Coconino,State Representative,2,DEM,Tom Chabin,13535,,,
Mohave,State Representative,2,DEM,Tom Chabin,51,,,
Navajo,State Representative,2,DEM,Tom Chabin,3156,,,
Yavapai,State Representative,2,DEM,Tom Chabin,0,,,
,State Representative,2,DEM,Tom Chabin,22789,True,,
Apache,State Representative,2,DEM,Albert Hale,12124,,,
Coconino,State Representative,2,DEM,Albert Hale,11892,,,
Mohave,State Representative,2,DEM,Albert Hale,67,,,
Navajo,State Representative,2,DEM,Albert Hale,6081,,,
Yavapai,State Representative,2,DEM,Albert Hale,0,,,
,State Representative,2,DEM,Albert Hale,30164,True,,
Apache,State Representative,2,LBT,Frank Mulligan,772,,,
Coconino,State Representative,2,LBT,Frank Mulligan,4121,,,
Mohave,State Representative,2,LBT,Frank Mulligan,11,,,
Navajo,State Representative,2,LBT,Frank Mulligan,291,,,
Yavapai,State Representative,2,LBT,Frank Mulligan,0,,,
,State Representative,2,LBT,Frank Mulligan,5195,,,
Coconino,State Representative,3,REP,Doris Goodale,1362,,,
La Paz,State Representative,3,REP,Doris Goodale,1251,,,
Mohave,State Representative,3,REP,Doris Goodale,31968,,,
,State Representative,3,REP,Doris Goodale,34581,True,,
Coconino,State Representative,3,REP,Nancy McLain,1608,,,
La Paz,State Representative,3,REP,Nancy McLain,1486,,,
Mohave,State Representative,3,REP,Nancy McLain,31884,,,
,State Representative,3,REP,Nancy McLain,34978,True,,
Maricopa,State Representative,4,DEM,Karina Guerrero,29370,,,
Yavapai,State Representative,4,DEM,Karina Guerrero,2764,,,
,State Representative,4,DEM,Karina Guerrero,32134,,,
Maricopa,State Representative,4,REP,Judy M. Burges,53604,,,
Yavapai,State Representative,4,REP,Judy M. Burges,6520,,,
,State Representative,4,REP,Judy M. Burges,60124,True,,
Maricopa,State Representative,4,REP,Jack W. Harper,50394,,,
Yavapai,State Representative,4,REP,Jack W. Harper,6028,,,
,State Representative,4,REP,Jack W. Harper,56422,True,,
Apache,State Representative,5,DEM,Bill Shumway,1457,,,
Coconino,State Representative,5,DEM,Bill Shumway,0,,,
Gila,State Representative,5,DEM,Bill Shumway,5515,,,
Graham,State Representative,5,DEM,Bill Shumway,2760,,,
Greenlee,State Representative,5,DEM,Bill Shumway,1033,,,
Navajo,State Representative,5,DEM,Bill Shumway,6713,,,
Pinal,State Representative,5,DEM,Bill Shumway,0,,,
,State Representative,5,DEM,Bill Shumway,17478,,,
Apache,State Representative,5,DEM,Prescott Winslow,1116,,,
Coconino,State Representative,5,DEM,Prescott Winslow,0,,,
Gila,State Representative,5,DEM,Prescott Winslow,5234,,,
Graham,State Representative,5,DEM,Prescott Winslow,2508,,,
Greenlee,State Representative,5,DEM,Prescott Winslow,962,,,
Navajo,State Representative,5,DEM,Prescott Winslow,5669,,,
Pinal,State Representative,5,DEM,Prescott Winslow,0,,,
,State Representative,5,DEM,Prescott Winslow,15489,,,
Apache,State Representative,5,REP,Brenda Barton,3996,,,
Coconino,State Representative,5,REP,Brenda Barton,0,,,
Gila,State Representative,5,REP,Brenda Barton,9770,,,
Graham,State Representative,5,REP,Brenda Barton,5265,,,
Greenlee,State Representative,5,REP,Brenda Barton,1031,,,
Navajo,State Representative,5,REP,Brenda Barton,12822,,,
Pinal,State Representative,5,REP,Brenda Barton,0,,,
,State Representative,5,REP,Brenda Barton,32884,True,,
Apache,State Representative,5,REP,Chester Crandell,3697,,,
Coconino,State Representative,5,REP,Chester Crandell,0,,,
Gila,State Representative,5,REP,Chester Crandell,8882,,,
Graham,State Representative,5,REP,Chester Crandell,4988,,,
Greenlee,State Representative,5,REP,Chester Crandell,890,,,
Navajo,State Representative,5,REP,Chester Crandell,12433,,,
Pinal,State Representative,5,REP,Chester Crandell,0,,,
,State Representative,5,REP,Chester Crandell,30890,True,,
Maricopa,State Representative,6,DEM,Teri Conrad,20754,,,
,State Representative,6,DEM,Teri Conrad,20754,,,
Maricopa,State Representative,6,GRN,Deborah ODowd,5405,,,
,State Representative,6,GRN,Deborah ODowd,5405,,,
Maricopa,State Representative,6,REP,Amanda Reeve,34555,,,
,State Representative,6,REP,Amanda Reeve,34555,True,,
Maricopa,State Representative,6,REP,Carl Seel,31508,,,
,State Representative,6,REP,Carl Seel,31508,True,,
Maricopa,State Representative,7,DEM,Don Chilton,18897,,,
,State Representative,7,DEM,Don Chilton,18897,,,
Maricopa,State Representative,7,DEM,Peter Royers,16560,,,
,State Representative,7,DEM,Peter Royers,16560,,,
Maricopa,State Representative,7,LBT,Jim Iannuzo,4395,,,
,State Representative,7,LBT,Jim Iannuzo,4395,,,
Maricopa,State Representative,7,REP,Heather Carter,37254,,,
,State Representative,7,REP,Heather Carter,37254,True,,
Maricopa,State Representative,7,REP,David Smith,34007,,,
,State Representative,7,REP,David Smith,34007,True,,
Maricopa,State Representative,8,DEM,John Kriekard,28084,,,
,State Representative,8,DEM,John Kriekard,28084,,,
Maricopa,State Representative,8,REP,John Kavanagh,42867,,,
,State Representative,8,REP,John Kavanagh,42867,True,,
Maricopa,State Representative,8,REP,Michelle Ugenti,38055,,,
,State Representative,8,REP,Michelle Ugenti,38055,True,,
Maricopa,State Representative,9,DEM,Shirley McAllister,20249,,,
,State Representative,9,DEM,Shirley McAllister,20249,,,
Maricopa,State Representative,9,REP,Rick Gray,28459,,,
,State Representative,9,REP,Rick Gray,28459,True,,
Maricopa,State Representative,9,REP,Debbie Lesko,32423,,,
,State Representative,9,REP,Debbie Lesko,32423,True,,
Maricopa,State Representative,10,DEM,Aaron Jahneke,12226,,,
,State Representative,10,DEM,Aaron Jahneke,12226,,,
Maricopa,State Representative,10,DEM,Jackie Thrasher,14770,,,
,State Representative,10,DEM,Jackie Thrasher,14770,,,
Maricopa,State Representative,10,REP,James Weiers,18237,,,
,State Representative,10,REP,James Weiers,18237,True,,
Maricopa,State Representative,10,REP,Kimberly Yee,19485,,,
,State Representative,10,REP,Kimberly Yee,19485,True,,
Maricopa,State Representative,11,DEM,Eric Meyer,30151,,,
,State Representative,11,DEM,Eric Meyer,30151,True,,
Maricopa,State Representative,11,REP,Kate Brophy McGee,32589,,,
,State Representative,11,REP,Kate Brophy McGee,32589,True,,
Maricopa,State Representative,11,REP,Eric West,28611,,,
,State Representative,11,REP,Eric West,28611,,,
Maricopa,State Representative,12,DEM,Angela Cotera,30543,,,
,State Representative,12,DEM,Angela Cotera,30543,,,
Maricopa,State Representative,12,GRN,Justin Dahl,6762,,,
,State Representative,12,GRN,Justin Dahl,6762,,,
Maricopa,State Representative,12,REP,Steve Montenegro,36623,,,
,State Representative,12,REP,Steve Montenegro,36623,True,,
Maricopa,State Representative,12,REP,Jerry Weiers,35724,,,
,State Representative,12,REP,Jerry Weiers,35724,True,,
Maricopa,State Representative,12,Write-In,Penny Lewis,4,,,
,State Representative,12,Write-In,Penny Lewis,4,,,
Maricopa,State Representative,13,DEM,Richard Miranda,12990,,,
,State Representative,13,DEM,Richard Miranda,12990,True,,
Maricopa,State Representative,13,DEM,Anna Tovar,12619,,,
,State Representative,13,DEM,Anna Tovar,12619,True,,
Maricopa,State Representative,14,DEM,Chad Campbell,9157,,,
,State Representative,14,DEM,Chad Campbell,9157,True,,
Maricopa,State Representative,14,DEM,Debbie McCune-Davis,9584,,,
,State Representative,14,DEM,Debbie McCune-Davis,9584,True,,
Maricopa,State Representative,15,DEM,Lela Alston,15167,,,
,State Representative,15,DEM,Lela Alston,15167,True,,
Maricopa,State Representative,15,DEM,Katie Hobbs,15885,,,
,State Representative,15,DEM,Katie Hobbs,15885,True,,
Maricopa,State Representative,15,GRN,Luisa Evonne Valdez,1343,,,
,State Representative,15,GRN,Luisa Evonne Valdez,1343,,,
Maricopa,State Representative,15,INDEPENDENT,Les White,1739,,,
,State Representative,15,INDEPENDENT,Les White,1739,,,
Maricopa,State Representative,15,REP,Caroline B. Condit,8424,,,
,State Representative,15,REP,Caroline B. Condit,8424,,,
Maricopa,State Representative,15,REP,Paul Yoder,8972,,,
,State Representative,15,REP,Paul Yoder,8972,,,
Maricopa,State Representative,16,DEM,Ruben Gallego,18365,,,
,State Representative,16,DEM,Ruben Gallego,18365,True,,
Maricopa,State Representative,16,DEM,Catherine H. Miranda,19197,,,
,State Representative,16,DEM,Catherine H. Miranda,19197,True,,
Maricopa,State Representative,16,GRN,�ngel Torres,2532,,,
,State Representative,16,GRN,�ngel Torres,2532,,,
Maricopa,State Representative,16,REP,Michael Gular,8551,,,
,State Representative,16,REP,Michael Gular,8551,,,
Maricopa,State Representative,17,DEM,Ed Ableser,21153,,,
,State Representative,17,DEM,Ed Ableser,21153,True,,
Maricopa,State Representative,17,DEM,P. Ben Arredondo,22458,,,
,State Representative,17,DEM,P. Ben Arredondo,22458,True,,
Maricopa,State Representative,17,GRN,Gregor Knauer,1260,,,
,State Representative,17,GRN,Gregor Knauer,1260,,,
Maricopa,State Representative,17,LBT,Cristian Dumitrescu,1429,,,
,State Representative,17,LBT,Cristian Dumitrescu,1429,,,
Maricopa,State Representative,17,LBT,Damian Trabel,1638,,,
,State Representative,17,LBT,Damian Trabel,1638,,,
Maricopa,State Representative,17,REP,Donald Hawker,14277,,,
,State Representative,17,REP,Donald Hawker,14277,,,
Maricopa,State Representative,17,REP,Steve May,14048,,,Withdrew
,State Representative,17,REP,Steve May,14048,,,Withdrew
Maricopa,State Representative,17,Write-In,Marcus Gaethje,16,,,
,State Representative,17,Write-In,Marcus Gaethje,16,,,
Maricopa,State Representative,18,DEM,Michael Conway,11568,,,
,State Representative,18,DEM,Michael Conway,11568,,,
Maricopa,State Representative,18,LBT,Chris A.H. Will,3452,,,
,State Representative,18,LBT,Chris A.H. Will,3452,,,
Maricopa,State Representative,18,REP,Cecil Ash,16222,,,
,State Representative,18,REP,Cecil Ash,16222,True,,
Maricopa,State Representative,18,REP,Steve Court,16177,,,
,State Representative,18,REP,Steve Court,16177,True,,
Maricopa,State Representative,19,DEM,Kit Filbey,19866,,,
,State Representative,19,DEM,Kit Filbey,19866,,,
Maricopa,State Representative,19,REP,Kirk Adams,33972,,,
,State Representative,19,REP,Kirk Adams,33972,True,,
Maricopa,State Representative,19,REP,Justin Olson,31513,,,
,State Representative,19,REP,Justin Olson,31513,True,,
Maricopa,State Representative,20,DEM,Rae Waters,26602,,,
,State Representative,20,DEM,Rae Waters,26602,,,
Maricopa,State Representative,20,REP,Jeff Dial,28680,,,
,State Representative,20,REP,Jeff Dial,28680,True,,
Maricopa,State Representative,20,REP,Bob Robson,27662,,,
,State Representative,20,REP,Bob Robson,27662,True,,
Maricopa,State Representative,21,GRN,Linda J. Mac�as,17181,,,
,State Representative,21,GRN,Linda J. Mac�as,17181,,,
Maricopa,State Representative,21,REP,Tom Forese,42523,,,
,State Representative,21,REP,Tom Forese,42523,True,,
Maricopa,State Representative,21,REP,J.D. Mesnard,39891,,,
,State Representative,21,REP,J.D. Mesnard,39891,True,,
Maricopa,State Representative,22,REP,Eddie Farnsworth,46157,,,
Pinal,State Representative,22,REP,Eddie Farnsworth,5376,,,
,State Representative,22,REP,Eddie Farnsworth,51533,True,,
Maricopa,State Representative,22,REP,Steve Urie,43581,,,
Pinal,State Representative,22,REP,Steve Urie,4450,,,
,State Representative,22,REP,Steve Urie,48031,True,,
Gila,State Representative,23,DEM,Ernest Bustamante,264,,,
Maricopa,State Representative,23,DEM,Ernest Bustamante,2163,,,
Pinal,State Representative,23,DEM,Ernest Bustamante,20271,,,
,State Representative,23,DEM,Ernest Bustamante,22698,,,
Gila,State Representative,23,DEM,Barbara McGuire,226,,,
Maricopa,State Representative,23,DEM,Barbara McGuire,2035,,,
Pinal,State Representative,23,DEM,Barbara McGuire,21418,,,
,State Representative,23,DEM,Barbara McGuire,23679,,,
Gila,State Representative,23,REP,John Fillmore,22,,,
Maricopa,State Representative,23,REP,John Fillmore,1341,,,
Pinal,State Representative,23,REP,John Fillmore,29623,,,
,State Representative,23,REP,John Fillmore,30986,True,,
Gila,State Representative,23,REP,Frank Pratt,16,,,
Maricopa,State Representative,23,REP,Frank Pratt,1325,,,
Pinal,State Representative,23,REP,Frank Pratt,30962,,,
,State Representative,23,REP,Frank Pratt,32303,True,,
La Paz,State Representative,24,DEM,Lynne Pancrazi,749,,,
Yuma,State Representative,24,DEM,Lynne Pancrazi,14549,,,
,State Representative,24,DEM,Lynne Pancrazi,15298,True,,
La Paz,State Representative,24,DEM,John Weil,719,,,
Yuma,State Representative,24,DEM,John Weil,12427,,,
,State Representative,24,DEM,John Weil,13146,,,
La Paz,State Representative,24,REP,Russ Jones,1205,,,
Yuma,State Representative,24,REP,Russ Jones,18021,,,
,State Representative,24,REP,Russ Jones,19226,True,,
Cochise,State Representative,25,DEM,Patricia V. Fleming,9428,,,
Maricopa,State Representative,25,DEM,Patricia V. Fleming,483,,,
Pima,State Representative,25,DEM,Patricia V. Fleming,6895,,,
Pinal,State Representative,25,DEM,Patricia V. Fleming,422,,,
Santa Cruz,State Representative,25,DEM,Patricia V. Fleming,4131,,,
,State Representative,25,DEM,Patricia V. Fleming,21359,,,
Cochise,State Representative,25,DEM,Ruben Ortega,9106,,,
Maricopa,State Representative,25,DEM,Ruben Ortega,446,,,
Pima,State Representative,25,DEM,Ruben Ortega,5609,,,
Pinal,State Representative,25,DEM,Ruben Ortega,377,,,
Santa Cruz,State Representative,25,DEM,Ruben Ortega,4373,,,
,State Representative,25,DEM,Ruben Ortega,19911,,,
Cochise,State Representative,25,REP,Peggy Judd,13561,,,
Maricopa,State Representative,25,REP,Peggy Judd,973,,,
Pima,State Representative,25,REP,Peggy Judd,8384,,,
Pinal,State Representative,25,REP,Peggy Judd,805,,,
Santa Cruz,State Representative,25,REP,Peggy Judd,1682,,,
,State Representative,25,REP,Peggy Judd,25405,True,,
Cochise,State Representative,25,REP,David Stevens,13144,,,
Maricopa,State Representative,25,REP,David Stevens,959,,,
Pima,State Representative,25,REP,David Stevens,8491,,,
Pinal,State Representative,25,REP,David Stevens,812,,,
Santa Cruz,State Representative,25,REP,David Stevens,1637,,,
,State Representative,25,REP,David Stevens,25043,True,,
Pima,State Representative,26,DEM,Nancy Young Wright,35015,,,
Pinal,State Representative,26,DEM,Nancy Young Wright,2420,,,
,State Representative,26,DEM,Nancy Young Wright,37435,,,
Pima,State Representative,26,REP,Terri Proud,36923,,,
Pinal,State Representative,26,REP,Terri Proud,3324,,,
,State Representative,26,REP,Terri Proud,40247,True,,
Pima,State Representative,26,REP,Vic Williams,34645,,,
Pinal,State Representative,26,REP,Vic Williams,3535,,,
,State Representative,26,REP,Vic Williams,38180,True,,
Pima,State Representative,27,DEM,Sally Ann Gonzales,23623,,,
,State Representative,27,DEM,Sally Ann Gonzales,23623,True,,
Pima,State Representative,27,DEM,Macario Saldate,22791,,,
,State Representative,27,DEM,Macario Saldate,22791,True,,
Pima,State Representative,27,GRN,Kent Solberg,5778,,,
,State Representative,27,GRN,Kent Solberg,5778,,,
Pima,State Representative,27,REP,Robert I. Compton,14226,,,
,State Representative,27,REP,Robert I. Compton,14226,,,
Navajo,State Representative,27,VOTE INDEPENDENT VOTE,Gene Chewning,4526,,,
Yuma,State Representative,27,VOTE INDEPENDENT VOTE,Gene Chewning,4526,,,
Pima,State Representative,28,DEM,Steve Farley,29041,,,
,State Representative,28,DEM,Steve Farley,29041,True,,
Pima,State Representative,28,DEM,Bruce Wheeler,29073,,,
,State Representative,28,DEM,Bruce Wheeler,29073,True,,
Pima,State Representative,28,REP,Ken Smalley,20508,,,
,State Representative,28,REP,Ken Smalley,20508,,,
Pima,State Representative,29,DEM,Matt Heinz,17227,,,
,State Representative,29,DEM,Matt Heinz,17227,True,,
Pima,State Representative,29,DEM,Daniel Patterson,18326,,,
,State Representative,29,DEM,Daniel Patterson,18326,True,,
Pima,State Representative,29,REP,Pat Kilburn,14338,,,
,State Representative,29,REP,Pat Kilburn,14338,,,
Cochise,State Representative,30,DEM,Andrea Dalessandro,4563,,,
Pima,State Representative,30,DEM,Andrea Dalessandro,32373,,,
Santa Cruz,State Representative,30,DEM,Andrea Dalessandro,1157,,,
,State Representative,30,DEM,Andrea Dalessandro,38093,,,
Cochise,State Representative,30,REP,David Gowan,8052,,,
Pima,State Representative,30,REP,David Gowan,40301,,,
Santa Cruz,State Representative,30,REP,David Gowan,1034,,,
,State Representative,30,REP,David Gowan,49387,True,,
Cochise,State Representative,30,REP,Ted Vogt,6428,,,
Pima,State Representative,30,REP,Ted Vogt,37805,,,
Santa Cruz,State Representative,30,REP,Ted Vogt,1004,,,
,State Representative,30,REP,Ted Vogt,45237,True,,
Apache,Secretary of State,,DEM,Chris Deschene,14631,,,
Cochise,Secretary of State,,DEM,Chris Deschene,15057,,,
Coconino,Secretary of State,,DEM,Chris Deschene,21414,,,
Gila,Secretary of State,,DEM,Chris Deschene,6341,,,
Graham,Secretary of State,,DEM,Chris Deschene,2901,,,
Greenlee,Secretary of State,,DEM,Chris Deschene,1172,,,
La Paz,Secretary of State,,DEM,Chris Deschene,1413,,,
Maricopa,Secretary of State,,DEM,Chris Deschene,374810,,,
Mohave,Secretary of State,,DEM,Chris Deschene,14160,,,
Navajo,Secretary of State,,DEM,Chris Deschene,13682,,,
Pima,Secretary of State,,DEM,Chris Deschene,153896,,,
Pinal,Secretary of State,,DEM,Chris Deschene,29671,,,
Santa Cruz,Secretary of State,,DEM,Chris Deschene,6254,,,
Yavapai,Secretary of State,,DEM,Chris Deschene,24826,,,
Yuma,Secretary of State,,DEM,Chris Deschene,13903,,,
,Secretary of State,,DEM,Chris Deschene,694131,,,
Apache,Secretary of State,,REP,Ken Bennett,5865,,,
Cochise,Secretary of State,,REP,Ken Bennett,23672,,,
Coconino,Secretary of State,,REP,Ken Bennett,16151,,,
Gila,Secretary of State,,REP,Ken Bennett,10979,,,
Graham,Secretary of State,,REP,Ken Bennett,5884,,,
Greenlee,Secretary of State,,REP,Ken Bennett,1172,,,
La Paz,Secretary of State,,REP,Ken Bennett,2895,,,
Maricopa,Secretary of State,,REP,Ken Bennett,575759,,,
Mohave,Secretary of State,,REP,Ken Bennett,37373,,,
Navajo,Secretary of State,,REP,Ken Bennett,15344,,,
Pima,Secretary of State,,REP,Ken Bennett,148693,,,
Pinal,Secretary of State,,REP,Ken Bennett,46401,,,
Santa Cruz,Secretary of State,,REP,Ken Bennett,3398,,,
Yavapai,Secretary of State,,REP,Ken Bennett,54098,,,
Yuma,Secretary of State,,REP,Ken Bennett,19250,,,
,Secretary of State,,REP,Ken Bennett,966934,True,,
Apache,Attorney General,,DEM,Felecia Rotellini,13471,,,
Cochise,Attorney General,,DEM,Felecia Rotellini,16049,,,
Coconino,Attorney General,,DEM,Felecia Rotellini,21853,,,
Gila,Attorney General,,DEM,Felecia Rotellini,7436,,,
Graham,Attorney General,,DEM,Felecia Rotellini,3433,,,
Greenlee,Attorney General,,DEM,Felecia Rotellini,1292,,,
La Paz,Attorney General,,DEM,Felecia Rotellini,1540,,,
Maricopa,Attorney General,,DEM,Felecia Rotellini,461597,,,
Mohave,Attorney General,,DEM,Felecia Rotellini,16152,,,
Navajo,Attorney General,,DEM,Felecia Rotellini,14600,,,
Pima,Attorney General,,DEM,Felecia Rotellini,165195,,,
Pinal,Attorney General,,DEM,Felecia Rotellini,33694,,,
Santa Cruz,Attorney General,,DEM,Felecia Rotellini,6420,,,
Yavapai,Attorney General,,DEM,Felecia Rotellini,30158,,,
Yuma,Attorney General,,DEM,Felecia Rotellini,14295,,,
,Attorney General,,DEM,Felecia Rotellini,807185,,,
Apache,Attorney General,,REP,Tom Horne,6705,,,
Cochise,Attorney General,,REP,Tom Horne,22930,,,
Coconino,Attorney General,,REP,Tom Horne,15496,,,
Gila,Attorney General,,REP,Tom Horne,9934,,,
Graham,Attorney General,,REP,Tom Horne,5518,,,
Greenlee,Attorney General,,REP,Tom Horne,1077,,,
La Paz,Attorney General,,REP,Tom Horne,2760,,,
Maricopa,Attorney General,,REP,Tom Horne,501202,,,
Mohave,Attorney General,,REP,Tom Horne,35387,,,
Navajo,Attorney General,,REP,Tom Horne,14186,,,
Pima,Attorney General,,REP,Tom Horne,142417,,,
Pinal,Attorney General,,REP,Tom Horne,42578,,,
Santa Cruz,Attorney General,,REP,Tom Horne,3216,,,
Yavapai,Attorney General,,REP,Tom Horne,48379,,,
Yuma,Attorney General,,REP,Tom Horne,18698,,,
,Attorney General,,REP,Tom Horne,870483,True,,
Apache,State Treasurer,,DEM,Andrei Cherny,13212,,,
Cochise,State Treasurer,,DEM,Andrei Cherny,15022,,,
Coconino,State Treasurer,,DEM,Andrei Cherny,19456,,,
Gila,State Treasurer,,DEM,Andrei Cherny,6072,,,
Graham,State Treasurer,,DEM,Andrei Cherny,2846,,,
Greenlee,State Treasurer,,DEM,Andrei Cherny,1183,,,
La Paz,State Treasurer,,DEM,Andrei Cherny,1341,,,
