county,office,district,party,candidate,votes,winner,write-in
,State Treasurer,,DEM,Andrei Cherny,262467,True,
Apache,State Treasurer,,LBT,Thane Eichenauer,1,,True
Cochise,State Treasurer,,LBT,Thane Eichenauer,2,,True
Coconino,State Treasurer,,LBT,Thane Eichenauer,7,,True
Gila,State Treasurer,,LBT,Thane Eichenauer,3,,True
Graham,State Treasurer,,LBT,Thane Eichenauer,0,,True
Greenlee,State Treasurer,,LBT,Thane Eichenauer,0,,True
La Paz,State Treasurer,,LBT,Thane Eichenauer,1,,True
Maricopa,State Treasurer,,LBT,Thane Eichenauer,104,,True
Mohave,State Treasurer,,LBT,Thane Eichenauer,6,,True
Navajo,State Treasurer,,LBT,Thane Eichenauer,2,,True
Pima,State Treasurer,,LBT,Thane Eichenauer,21,,True
Pinal,State Treasurer,,LBT,Thane Eichenauer,2,,True
Santa Cruz,State Treasurer,,LBT,Thane Eichenauer,1,,True
Yavapai,State Treasurer,,LBT,Thane Eichenauer,6,,True
Yuma,State Treasurer,,LBT,Thane Eichenauer,3,,True
,State Treasurer,,LBT,Thane Eichenauer,159,,True
Apache,State Treasurer,,REP,Ted Carpenter,635,,
Cochise,State Treasurer,,REP,Ted Carpenter,2749,,
Coconino,State Treasurer,,REP,Ted Carpenter,1272,,
Gila,State Treasurer,,REP,Ted Carpenter,941,,
Graham,State Treasurer,,REP,Ted Carpenter,740,,
Greenlee,State Treasurer,,REP,Ted Carpenter,71,,
La Paz,State Treasurer,,REP,Ted Carpenter,194,,
Maricopa,State Treasurer,,REP,Ted Carpenter,35398,,
Mohave,State Treasurer,,REP,Ted Carpenter,3591,,
Navajo,State Treasurer,,REP,Ted Carpenter,1419,,
Pima,State Treasurer,,REP,Ted Carpenter,11981,,
Pinal,State Treasurer,,REP,Ted Carpenter,2462,,
Santa Cruz,State Treasurer,,REP,Ted Carpenter,296,,
Yavapai,State Treasurer,,REP,Ted Carpenter,3682,,
Yuma,State Treasurer,,REP,Ted Carpenter,1595,,
,State Treasurer,,REP,Ted Carpenter,67026,,
Apache,State Treasurer,,REP,Doug Ducey,957,,
Cochise,State Treasurer,,REP,Doug Ducey,3483,,
Coconino,State Treasurer,,REP,Doug Ducey,2736,,
Gila,State Treasurer,,REP,Doug Ducey,2474,,
Graham,State Treasurer,,REP,Doug Ducey,1239,,
Greenlee,State Treasurer,,REP,Doug Ducey,150,,
La Paz,State Treasurer,,REP,Doug Ducey,559,,
Maricopa,State Treasurer,,REP,Doug Ducey,135866,,
Mohave,State Treasurer,,REP,Doug Ducey,6333,,
Navajo,State Treasurer,,REP,Doug Ducey,3289,,
Pima,State Treasurer,,REP,Doug Ducey,28681,,
Pinal,State Treasurer,,REP,Doug Ducey,8257,,
Santa Cruz,State Treasurer,,REP,Doug Ducey,532,,
Yavapai,State Treasurer,,REP,Doug Ducey,15154,,
Yuma,State Treasurer,,REP,Doug Ducey,1783,,
,State Treasurer,,REP,Doug Ducey,211493,True,
Apache,State Treasurer,,REP,Barbara Leff,648,,
Cochise,State Treasurer,,REP,Barbara Leff,2959,,
Coconino,State Treasurer,,REP,Barbara Leff,1847,,
Gila,State Treasurer,,REP,Barbara Leff,1058,,
Graham,State Treasurer,,REP,Barbara Leff,513,,
Greenlee,State Treasurer,,REP,Barbara Leff,70,,
La Paz,State Treasurer,,REP,Barbara Leff,268,,
Maricopa,State Treasurer,,REP,Barbara Leff,73335,,
Mohave,State Treasurer,,REP,Barbara Leff,3807,,
Navajo,State Treasurer,,REP,Barbara Leff,1464,,
Pima,State Treasurer,,REP,Barbara Leff,20244,,
Pinal,State Treasurer,,REP,Barbara Leff,4289,,
Santa Cruz,State Treasurer,,REP,Barbara Leff,386,,
Yavapai,State Treasurer,,REP,Barbara Leff,6274,,
Yuma,State Treasurer,,REP,Barbara Leff,2729,,
,State Treasurer,,REP,Barbara Leff,119891,,
Apache,State Treasurer,,REP,Thayer Verschoor,675,,
Cochise,State Treasurer,,REP,Thayer Verschoor,3290,,
Coconino,State Treasurer,,REP,Thayer Verschoor,1432,,
Gila,State Treasurer,,REP,Thayer Verschoor,1221,,
Graham,State Treasurer,,REP,Thayer Verschoor,665,,
Greenlee,State Treasurer,,REP,Thayer Verschoor,101,,
La Paz,State Treasurer,,REP,Thayer Verschoor,343,,
Maricopa,State Treasurer,,REP,Thayer Verschoor,68647,,
Mohave,State Treasurer,,REP,Thayer Verschoor,4361,,
Navajo,State Treasurer,,REP,Thayer Verschoor,1993,,
Pima,State Treasurer,,REP,Thayer Verschoor,14861,,
Pinal,State Treasurer,,REP,Thayer Verschoor,6143,,
Santa Cruz,State Treasurer,,REP,Thayer Verschoor,339,,
Yavapai,State Treasurer,,REP,Thayer Verschoor,6340,,
Yuma,State Treasurer,,REP,Thayer Verschoor,2564,,
,State Treasurer,,REP,Thayer Verschoor,112975,,
Apache,State Treasurer,,GRN,Thomas Meadows,3,,True
Cochise,State Treasurer,,GRN,Thomas Meadows,2,,True
Coconino,State Treasurer,,GRN,Thomas Meadows,6,,True
Gila,State Treasurer,,GRN,Thomas Meadows,0,,True
Graham,State Treasurer,,GRN,Thomas Meadows,0,,True
Greenlee,State Treasurer,,GRN,Thomas Meadows,1,,True
La Paz,State Treasurer,,GRN,Thomas Meadows,0,,True
Maricopa,State Treasurer,,GRN,Thomas Meadows,21,,True
Mohave,State Treasurer,,GRN,Thomas Meadows,3,,True
Navajo,State Treasurer,,GRN,Thomas Meadows,3,,True
Pima,State Treasurer,,GRN,Thomas Meadows,8,,True
Pinal,State Treasurer,,GRN,Thomas Meadows,6,,True
Santa Cruz,State Treasurer,,GRN,Thomas Meadows,0,,True
Yavapai,State Treasurer,,GRN,Thomas Meadows,6,,True
Yuma,State Treasurer,,GRN,Thomas Meadows,1,,True
,State Treasurer,,GRN,Thomas Meadows,60,,True
Apache,Superintendent of Public Instruction,,DEM,Penny Kotterman,3546,,
Cochise,Superintendent of Public Instruction,,DEM,Penny Kotterman,4605,,
Coconino,Superintendent of Public Instruction,,DEM,Penny Kotterman,4876,,
Gila,Superintendent of Public Instruction,,DEM,Penny Kotterman,2204,,
Graham,Superintendent of Public Instruction,,DEM,Penny Kotterman,999,,
Greenlee,Superintendent of Public Instruction,,DEM,Penny Kotterman,480,,
La Paz,Superintendent of Public Instruction,,DEM,Penny Kotterman,373,,
Maricopa,Superintendent of Public Instruction,,DEM,Penny Kotterman,99762,,
Mohave,Superintendent of Public Instruction,,DEM,Penny Kotterman,2889,,
Navajo,Superintendent of Public Instruction,,DEM,Penny Kotterman,3571,,
Pima,Superintendent of Public Instruction,,DEM,Penny Kotterman,46569,,
Pinal,Superintendent of Public Instruction,,DEM,Penny Kotterman,8484,,
Santa Cruz,Superintendent of Public Instruction,,DEM,Penny Kotterman,1624,,
Yavapai,Superintendent of Public Instruction,,DEM,Penny Kotterman,7198,,
Yuma,Superintendent of Public Instruction,,DEM,Penny Kotterman,3521,,
,Superintendent of Public Instruction,,DEM,Penny Kotterman,190701,True,
Apache,Superintendent of Public Instruction,,DEM,Jason Williams,5337,,
Cochise,Superintendent of Public Instruction,,DEM,Jason Williams,2517,,
Coconino,Superintendent of Public Instruction,,DEM,Jason Williams,3144,,
Gila,Superintendent of Public Instruction,,DEM,Jason Williams,1171,,
Graham,Superintendent of Public Instruction,,DEM,Jason Williams,696,,
Greenlee,Superintendent of Public Instruction,,DEM,Jason Williams,383,,
La Paz,Superintendent of Public Instruction,,DEM,Jason Williams,177,,
Maricopa,Superintendent of Public Instruction,,DEM,Jason Williams,45355,,
Mohave,Superintendent of Public Instruction,,DEM,Jason Williams,1809,,
Navajo,Superintendent of Public Instruction,,DEM,Jason Williams,3491,,
Pima,Superintendent of Public Instruction,,DEM,Jason Williams,20806,,
Pinal,Superintendent of Public Instruction,,DEM,Jason Williams,4571,,
Santa Cruz,Superintendent of Public Instruction,,DEM,Jason Williams,1245,,
Yavapai,Superintendent of Public Instruction,,DEM,Jason Williams,3295,,
Yuma,Superintendent of Public Instruction,,DEM,Jason Williams,2522,,
,Superintendent of Public Instruction,,DEM,Jason Williams,96519,,
Apache,Superintendent of Public Instruction,,REP,Margaret Dugan,943,,
Cochise,Superintendent of Public Instruction,,REP,Margaret Dugan,4024,,
Coconino,Superintendent of Public Instruction,,REP,Margaret Dugan,2549,,
Gila,Superintendent of Public Instruction,,REP,Margaret Dugan,2041,,
Graham,Superintendent of Public Instruction,,REP,Margaret Dugan,1261,,
Greenlee,Superintendent of Public Instruction,,REP,Margaret Dugan,142,,
La Paz,Superintendent of Public Instruction,,REP,Margaret Dugan,436,,
Maricopa,Superintendent of Public Instruction,,REP,Margaret Dugan,90216,,
Mohave,Superintendent of Public Instruction,,REP,Margaret Dugan,5220,,
Navajo,Superintendent of Public Instruction,,REP,Margaret Dugan,2661,,
Pima,Superintendent of Public Instruction,,REP,Margaret Dugan,18303,,
Pinal,Superintendent of Public Instruction,,REP,Margaret Dugan,5987,,
Santa Cruz,Superintendent of Public Instruction,,REP,Margaret Dugan,463,,
Yavapai,Superintendent of Public Instruction,,REP,Margaret Dugan,8790,,
Yuma,Superintendent of Public Instruction,,REP,Margaret Dugan,2926,,
,Superintendent of Public Instruction,,REP,Margaret Dugan,145962,,
Apache,Superintendent of Public Instruction,,REP,John Huppenthal,1232,,
Cochise,Superintendent of Public Instruction,,REP,John Huppenthal,6973,,
Coconino,Superintendent of Public Instruction,,REP,John Huppenthal,3222,,
Gila,Superintendent of Public Instruction,,REP,John Huppenthal,2872,,
Graham,Superintendent of Public Instruction,,REP,John Huppenthal,1218,,
Greenlee,Superintendent of Public Instruction,,REP,John Huppenthal,169,,
La Paz,Superintendent of Public Instruction,,REP,John Huppenthal,621,,
Maricopa,Superintendent of Public Instruction,,REP,John Huppenthal,190229,,
Mohave,Superintendent of Public Instruction,,REP,John Huppenthal,8934,,
Navajo,Superintendent of Public Instruction,,REP,John Huppenthal,3730,,
Pima,Superintendent of Public Instruction,,REP,John Huppenthal,50883,,
Pinal,Superintendent of Public Instruction,,REP,John Huppenthal,12425,,
Santa Cruz,Superintendent of Public Instruction,,REP,John Huppenthal,861,,
Yavapai,Superintendent of Public Instruction,,REP,John Huppenthal,17285,,
Yuma,Superintendent of Public Instruction,,REP,John Huppenthal,3951,,
,Superintendent of Public Instruction,,REP,John Huppenthal,304605,True,
Apache,Superintendent of Public Instruction,,REP,Beth Price,706,,
Cochise,Superintendent of Public Instruction,,REP,Beth Price,2007,,
Coconino,Superintendent of Public Instruction,,REP,Beth Price,1406,,
Gila,Superintendent of Public Instruction,,REP,Beth Price,718,,
Graham,Superintendent of Public Instruction,,REP,Beth Price,639,,
Greenlee,Superintendent of Public Instruction,,REP,Beth Price,78,,
La Paz,Superintendent of Public Instruction,,REP,Beth Price,288,,
Maricopa,Superintendent of Public Instruction,,REP,Beth Price,36757,,
Mohave,Superintendent of Public Instruction,,REP,Beth Price,3625,,
Navajo,Superintendent of Public Instruction,,REP,Beth Price,1759,,
Pima,Superintendent of Public Instruction,,REP,Beth Price,10709,,
Pinal,Superintendent of Public Instruction,,REP,Beth Price,2703,,
Santa Cruz,Superintendent of Public Instruction,,REP,Beth Price,275,,
Yavapai,Superintendent of Public Instruction,,REP,Beth Price,4607,,
Yuma,Superintendent of Public Instruction,,REP,Beth Price,1692,,
,Superintendent of Public Instruction,,REP,Beth Price,67969,,
Apache,State Mine Inspector,,DEM,Manuel Cruz,7818,,
Cochise,State Mine Inspector,,DEM,Manuel Cruz,6393,,
Coconino,State Mine Inspector,,DEM,Manuel Cruz,7260,,
Gila,State Mine Inspector,,DEM,Manuel Cruz,3055,,
Graham,State Mine Inspector,,DEM,Manuel Cruz,1474,,
Greenlee,State Mine Inspector,,DEM,Manuel Cruz,853,,
La Paz,State Mine Inspector,,DEM,Manuel Cruz,500,,
Maricopa,State Mine Inspector,,DEM,Manuel Cruz,131991,,
Mohave,State Mine Inspector,,DEM,Manuel Cruz,4048,,
Navajo,State Mine Inspector,,DEM,Manuel Cruz,6503,,
Pima,State Mine Inspector,,DEM,Manuel Cruz,61995,,
Pinal,State Mine Inspector,,DEM,Manuel Cruz,11680,,
Santa Cruz,State Mine Inspector,,DEM,Manuel Cruz,2793,,
Yavapai,State Mine Inspector,,DEM,Manuel Cruz,9387,,
Yuma,State Mine Inspector,,DEM,Manuel Cruz,5589,,
,State Mine Inspector,,DEM,Manuel Cruz,261339,True,
Apache,State Mine Inspector,,REP,Joe Hart,2414,,
Cochise,State Mine Inspector,,REP,Joe Hart,11279,,
Coconino,State Mine Inspector,,REP,Joe Hart,6576,,
Gila,State Mine Inspector,,REP,Joe Hart,4676,,
Graham,State Mine Inspector,,REP,Joe Hart,2666,,
Greenlee,State Mine Inspector,,REP,Joe Hart,347,,
La Paz,State Mine Inspector,,REP,Joe Hart,1182,,
Maricopa,State Mine Inspector,,REP,Joe Hart,283643,,
Mohave,State Mine Inspector,,REP,Joe Hart,16011,,
Navajo,State Mine Inspector,,REP,Joe Hart,7206,,
Pima,State Mine Inspector,,REP,Joe Hart,70010,,
Pinal,State Mine Inspector,,REP,Joe Hart,17088,,
Santa Cruz,State Mine Inspector,,REP,Joe Hart,1263,,
Yavapai,State Mine Inspector,,REP,Joe Hart,27959,,
Yuma,State Mine Inspector,,REP,Joe Hart,7524,,
,State Mine Inspector,,REP,Joe Hart,459844,True,
Apache,Corporation Commissioner,,DEM,David Bradley,5563,,
Cochise,Corporation Commissioner,,DEM,David Bradley,3653,,
Coconino,Corporation Commissioner,,DEM,David Bradley,4010,,
Gila,Corporation Commissioner,,DEM,David Bradley,1828,,
Graham,Corporation Commissioner,,DEM,David Bradley,897,,
Greenlee,Corporation Commissioner,,DEM,David Bradley,334,,
La Paz,Corporation Commissioner,,DEM,David Bradley,289,,
Maricopa,Corporation Commissioner,,DEM,David Bradley,64386,,
Mohave,Corporation Commissioner,,DEM,David Bradley,2896,,
Navajo,Corporation Commissioner,,DEM,David Bradley,4020,,
Pima,Corporation Commissioner,,DEM,David Bradley,36133,,
Pinal,Corporation Commissioner,,DEM,David Bradley,6118,,
Santa Cruz,Corporation Commissioner,,DEM,David Bradley,1034,,
Yavapai,Corporation Commissioner,,DEM,David Bradley,5030,,
Yuma,Corporation Commissioner,,DEM,David Bradley,3000,,
,Corporation Commissioner,,DEM,David Bradley,139191,True,
Apache,Corporation Commissioner,,DEM,Jorge Luis Garcia,2610,,
Cochise,Corporation Commissioner,,DEM,Jorge Luis Garcia,3756,,
Coconino,Corporation Commissioner,,DEM,Jorge Luis Garcia,3425,,
Gila,Corporation Commissioner,,DEM,Jorge Luis Garcia,1633,,
Graham,Corporation Commissioner,,DEM,Jorge Luis Garcia,833,,
Greenlee,Corporation Commissioner,,DEM,Jorge Luis Garcia,582,,
La Paz,Corporation Commissioner,,DEM,Jorge Luis Garcia,232,,
Maricopa,Corporation Commissioner,,DEM,Jorge Luis Garcia,73371,,
Mohave,Corporation Commissioner,,DEM,Jorge Luis Garcia,1645,,
Navajo,Corporation Commissioner,,DEM,Jorge Luis Garcia,2339,,
Pima,Corporation Commissioner,,DEM,Jorge Luis Garcia,34979,,
Pinal,Corporation Commissioner,,DEM,Jorge Luis Garcia,7009,,
Santa Cruz,Corporation Commissioner,,DEM,Jorge Luis Garcia,2209,,
Yavapai,Corporation Commissioner,,DEM,Jorge Luis Garcia,4602,,
Yuma,Corporation Commissioner,,DEM,Jorge Luis Garcia,3634,,
,Corporation Commissioner,,DEM,Jorge Luis Garcia,142859,True,
Apache,Corporation Commissioner,,DEM,Renz Jennings,4158,,
Cochise,Corporation Commissioner,,DEM,Renz Jennings,3022,,
Coconino,Corporation Commissioner,,DEM,Renz Jennings,3697,,
Gila,Corporation Commissioner,,DEM,Renz Jennings,1872,,
Graham,Corporation Commissioner,,DEM,Renz Jennings,825,,
Greenlee,Corporation Commissioner,,DEM,Renz Jennings,412,,
La Paz,Corporation Commissioner,,DEM,Renz Jennings,249,,
Maricopa,Corporation Commissioner,,DEM,Renz Jennings,68335,,
Mohave,Corporation Commissioner,,DEM,Renz Jennings,1932,,
Navajo,Corporation Commissioner,,DEM,Renz Jennings,2908,,
Pima,Corporation Commissioner,,DEM,Renz Jennings,30921,,
Pinal,Corporation Commissioner,,DEM,Renz Jennings,6100,,
Santa Cruz,Corporation Commissioner,,DEM,Renz Jennings,978,,
Yavapai,Corporation Commissioner,,DEM,Renz Jennings,4956,,
Yuma,Corporation Commissioner,,DEM,Renz Jennings,2273,,
,Corporation Commissioner,,DEM,Renz Jennings,132638,,
Apache,Corporation Commissioner,,LBT,Rick Fowlkes,1,,True
Cochise,Corporation Commissioner,,LBT,Rick Fowlkes,1,,True
Coconino,Corporation Commissioner,,LBT,Rick Fowlkes,7,,True
Gila,Corporation Commissioner,,LBT,Rick Fowlkes,2,,True
Graham,Corporation Commissioner,,LBT,Rick Fowlkes,0,,True
Greenlee,Corporation Commissioner,,LBT,Rick Fowlkes,0,,True
La Paz,Corporation Commissioner,,LBT,Rick Fowlkes,0,,True
Maricopa,Corporation Commissioner,,LBT,Rick Fowlkes,99,,True
Mohave,Corporation Commissioner,,LBT,Rick Fowlkes,2,,True
Navajo,Corporation Commissioner,,LBT,Rick Fowlkes,1,,True
Pima,Corporation Commissioner,,LBT,Rick Fowlkes,23,,True
Pinal,Corporation Commissioner,,LBT,Rick Fowlkes,2,,True
Santa Cruz,Corporation Commissioner,,LBT,Rick Fowlkes,1,,True
Yavapai,Corporation Commissioner,,LBT,Rick Fowlkes,6,,True
Yuma,Corporation Commissioner,,LBT,Rick Fowlkes,2,,True
,Corporation Commissioner,,LBT,Rick Fowlkes,147,,True
Apache,Corporation Commissioner,,REP,Brenda Burns,1604,,
Cochise,Corporation Commissioner,,REP,Brenda Burns,7017,,
Coconino,Corporation Commissioner,,REP,Brenda Burns,3523,,
Gila,Corporation Commissioner,,REP,Brenda Burns,3384,,
Graham,Corporation Commissioner,,REP,Brenda Burns,1950,,
Greenlee,Corporation Commissioner,,REP,Brenda Burns,221,,
La Paz,Corporation Commissioner,,REP,Brenda Burns,688,,
Maricopa,Corporation Commissioner,,REP,Brenda Burns,189661,,
Mohave,Corporation Commissioner,,REP,Brenda Burns,9524,,
Navajo,Corporation Commissioner,,REP,Brenda Burns,4127,,
Pima,Corporation Commissioner,,REP,Brenda Burns,43840,,
Pinal,Corporation Commissioner,,REP,Brenda Burns,11948,,
Santa Cruz,Corporation Commissioner,,REP,Brenda Burns,874,,
Yavapai,Corporation Commissioner,,REP,Brenda Burns,18835,,
Yuma,Corporation Commissioner,,REP,Brenda Burns,3502,,
,Corporation Commissioner,,REP,Brenda Burns,300698,True,
Apache,Corporation Commissioner,,REP,Gary Pierce,1747,,
Cochise,Corporation Commissioner,,REP,Gary Pierce,8362,,
Coconino,Corporation Commissioner,,REP,Gary Pierce,4234,,
Gila,Corporation Commissioner,,REP,Gary Pierce,3491,,
Graham,Corporation Commissioner,,REP,Gary Pierce,2208,,
Greenlee,Corporation Commissioner,,REP,Gary Pierce,269,,
La Paz,Corporation Commissioner,,REP,Gary Pierce,752,,
Maricopa,Corporation Commissioner,,REP,Gary Pierce,198398,,
Mohave,Corporation Commissioner,,REP,Gary Pierce,10186,,
Navajo,Corporation Commissioner,,REP,Gary Pierce,5265,,
Pima,Corporation Commissioner,,REP,Gary Pierce,47756,,
Pinal,Corporation Commissioner,,REP,Gary Pierce,13262,,
Santa Cruz,Corporation Commissioner,,REP,Gary Pierce,952,,
Yavapai,Corporation Commissioner,,REP,Gary Pierce,20921,,
Yuma,Corporation Commissioner,,REP,Gary Pierce,5948,,
,Corporation Commissioner,,REP,Gary Pierce,323751,True,
Apache,Corporation Commissioner,,REP,Barry Wong,986,,
Cochise,Corporation Commissioner,,REP,Barry Wong,4935,,
Coconino,Corporation Commissioner,,REP,Barry Wong,2761,,
Gila,Corporation Commissioner,,REP,Barry Wong,2088,,
Graham,Corporation Commissioner,,REP,Barry Wong,1043,,
Greenlee,Corporation Commissioner,,REP,Barry Wong,130,,
La Paz,Corporation Commissioner,,REP,Barry Wong,481,,
Maricopa,Corporation Commissioner,,REP,Barry Wong,114799,,
Mohave,Corporation Commissioner,,REP,Barry Wong,7464,,
Navajo,Corporation Commissioner,,REP,Barry Wong,3112,,
Pima,Corporation Commissioner,,REP,Barry Wong,30530,,
Pinal,Corporation Commissioner,,REP,Barry Wong,6998,,
Santa Cruz,Corporation Commissioner,,REP,Barry Wong,583,,
Yavapai,Corporation Commissioner,,REP,Barry Wong,11256,,
Yuma,Corporation Commissioner,,REP,Barry Wong,3410,,
,Corporation Commissioner,,REP,Barry Wong,190576,,
Apache,Corporation Commissioner,,GRN,Theodore Gomez,2,,True
Cochise,Corporation Commissioner,,GRN,Theodore Gomez,1,,True
Coconino,Corporation Commissioner,,GRN,Theodore Gomez,3,,True
Gila,Corporation Commissioner,,GRN,Theodore Gomez,0,,True
Graham,Corporation Commissioner,,GRN,Theodore Gomez,0,,True
Greenlee,Corporation Commissioner,,GRN,Theodore Gomez,1,,True
La Paz,Corporation Commissioner,,GRN,Theodore Gomez,0,,True
Maricopa,Corporation Commissioner,,GRN,Theodore Gomez,13,,True
Mohave,Corporation Commissioner,,GRN,Theodore Gomez,1,,True
Navajo,Corporation Commissioner,,GRN,Theodore Gomez,1,,True
Pima,Corporation Commissioner,,GRN,Theodore Gomez,9,,True
Pinal,Corporation Commissioner,,GRN,Theodore Gomez,2,,True
Santa Cruz,Corporation Commissioner,,GRN,Theodore Gomez,0,,True
Yavapai,Corporation Commissioner,,GRN,Theodore Gomez,6,,True
Yuma,Corporation Commissioner,,GRN,Theodore Gomez,0,,True
,Corporation Commissioner,,GRN,Theodore Gomez,39,,True
Apache,Corporation Commissioner,,GRN,Benjamin Pearcy,1,,True
Cochise,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
Coconino,Corporation Commissioner,,GRN,Benjamin Pearcy,3,,True
Gila,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
Graham,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
Greenlee,Corporation Commissioner,,GRN,Benjamin Pearcy,1,,True
La Paz,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
Maricopa,Corporation Commissioner,,GRN,Benjamin Pearcy,11,,True
Mohave,Corporation Commissioner,,GRN,Benjamin Pearcy,3,,True
Navajo,Corporation Commissioner,,GRN,Benjamin Pearcy,2,,True
Pima,Corporation Commissioner,,GRN,Benjamin Pearcy,7,,True
Pinal,Corporation Commissioner,,GRN,Benjamin Pearcy,3,,True
Santa Cruz,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
Yavapai,Corporation Commissioner,,GRN,Benjamin Pearcy,5,,True
Yuma,Corporation Commissioner,,GRN,Benjamin Pearcy,0,,True
,Corporation Commissioner,,GRN,Benjamin Pearcy,36,,True
