county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Apache,10 CORNFIELDS,County Recorder,,1,DEM,Total Votes Cast,230,96,133,1
Apache,10 CORNFIELDS,County Recorder,,1,DEM,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Recorder,,1,DEM,Undervotes,3,0,2,1
Apache,10 CORNFIELDS,County School Superintendent,,1,DEM,Joy WHITING,193,83,109,1
Apache,10 CORNFIELDS,County School Superintendent,,1,DEM,Write-In Totals,24,7,16,1
Apache,10 CORNFIELDS,County School Superintendent,,1,DEM,Total Votes Cast,217,90,125,2
Apache,10 CORNFIELDS,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County School Superintendent,,1,DEM,Undervotes,16,6,10,0
Apache,10 CORNFIELDS,County Sheriff,,1,DEM,Joseph DEDMAN JR,206,92,112,2
Apache,10 CORNFIELDS,County Sheriff,,1,DEM,Write-In Totals,2,2,0,0
Apache,10 CORNFIELDS,County Sheriff,,1,DEM,Total Votes Cast,208,94,112,2
Apache,10 CORNFIELDS,County Sheriff,,1,DEM,Overvotes,1,1,0,0
Apache,10 CORNFIELDS,County Sheriff,,1,DEM,Undervotes,24,1,23,0
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Marleita BEGAY,128,55,72,1
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Flora NEZ,86,41,44,1
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Total Votes Cast,214,96,116,2
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Treasurer,,1,DEM,Undervotes,19,0,19,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Kari LAKE,16,4,12,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Mark LAMB,9,5,4,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Elizabeth Jean REYE,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Total Votes Cast,25,9,16,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,REP,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Eli CRANE,20,7,13,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Jack SMITH,5,2,3,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Total Votes Cast,25,9,16,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,REP,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,REP,Write-In Totals,3,1,2,0
Apache,10 CORNFIELDS,State Senate,6,1,REP,Total Votes Cast,3,1,2,0
Apache,10 CORNFIELDS,State Senate,6,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,REP,Undervotes,22,8,14,0
Apache,10 CORNFIELDS,State House,6,2,REP,Lloyd JOHNSON,14,8,6,0
Apache,10 CORNFIELDS,State House,6,2,REP,Rich KING,13,5,8,0
Apache,10 CORNFIELDS,State House,6,2,REP,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,REP,Total Votes Cast,27,13,14,0
Apache,10 CORNFIELDS,State House,6,2,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,REP,Undervotes,23,5,18,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Rene LOPEZ,9,4,5,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,13,7,6,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Rachel WALDEN,15,6,9,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Total Votes Cast,37,17,20,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,REP,Undervotes,38,10,28,0
Apache,10 CORNFIELDS,Board of Supervisors,2,1,REP,Write-In Totals,4,1,3,0
Apache,10 CORNFIELDS,Board of Supervisors,2,1,REP,Total Votes Cast,4,1,3,0
Apache,10 CORNFIELDS,Board of Supervisors,2,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,Board of Supervisors,2,1,REP,Undervotes,21,8,13,0
Apache,10 CORNFIELDS,County Assessor,,1,REP,Write-In Totals,3,1,2,0
Apache,10 CORNFIELDS,County Assessor,,1,REP,Total Votes Cast,3,1,2,0
Apache,10 CORNFIELDS,County Assessor,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Assessor,,1,REP,Undervotes,22,8,14,0
Apache,10 CORNFIELDS,County Attorney,,1,REP,Write-In Totals,3,1,2,0
Apache,10 CORNFIELDS,County Attorney,,1,REP,Total Votes Cast,3,1,2,0
Apache,10 CORNFIELDS,County Attorney,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Attorney,,1,REP,Undervotes,22,8,14,0
Apache,10 CORNFIELDS,County Recorder,,1,REP,Guthrie KUSHNER,18,7,11,0
Apache,10 CORNFIELDS,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Apache,10 CORNFIELDS,County Recorder,,1,REP,Total Votes Cast,19,8,11,0
Apache,10 CORNFIELDS,County Recorder,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Recorder,,1,REP,Undervotes,6,1,5,0
Apache,10 CORNFIELDS,County School Superintendent,,1,REP,Write-In Totals,4,1,3,0
Apache,10 CORNFIELDS,County School Superintendent,,1,REP,Total Votes Cast,4,1,3,0
Apache,10 CORNFIELDS,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County School Superintendent,,1,REP,Undervotes,21,8,13,0
Apache,10 CORNFIELDS,County Sheriff,,1,REP,Write-In Totals,3,1,2,0
Apache,10 CORNFIELDS,County Sheriff,,1,REP,Total Votes Cast,3,1,2,0
Apache,10 CORNFIELDS,County Sheriff,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Sheriff,,1,REP,Undervotes,22,8,14,0
Apache,10 CORNFIELDS,County Treasurer,,1,REP,Write-In Totals,3,1,2,0
Apache,10 CORNFIELDS,County Treasurer,,1,REP,Total Votes Cast,3,1,2,0
Apache,10 CORNFIELDS,County Treasurer,,1,REP,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,County Treasurer,,1,REP,Undervotes,22,8,14,0
Apache,10 CORNFIELDS,U.S. Senate,,1,LBT,Write-In Totals,1,1,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,LBT,Total Votes Cast,1,1,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,LBT,Write-In Totals,1,1,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,LBT,Total Votes Cast,1,1,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,LBT,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,LBT,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,LBT,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,LBT,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,LBT,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,LBT,Undervotes,1,1,0,0
Apache,10 CORNFIELDS,State House,6,2,LBT,Write-In Totals,2,2,0,0
Apache,10 CORNFIELDS,State House,6,2,LBT,Total Votes Cast,2,2,0,0
Apache,10 CORNFIELDS,State House,6,2,LBT,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,LBT,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,LBT,Write-In Totals,3,3,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,LBT,Total Votes Cast,3,3,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,LBT,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,LBT,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,GRN,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,GRN,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,GRN,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,U.S. House,2,1,GRN,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,GRN,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,GRN,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,GRN,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State Senate,6,1,GRN,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,GRN,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,GRN,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,GRN,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,State House,6,2,GRN,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,GRN,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,Corporation Commissioner,,3,GRN,Undervotes,0,0,0,0
Apache,10 CORNFIELDS,,,1,NOL,Total Votes Cast,0,0,0,0
Apache,10 CORNFIELDS,,,1,NOL,Overvotes,0,0,0,0
Apache,10 CORNFIELDS,,,1,NOL,Undervotes,1,0,1,0
Apache,11 COTTONWOOD,"Registered Voters - Total ",,,,,1252,1252,1252,1252
Apache,11 COTTONWOOD,Registered Voters - Democratic,,,DEM,,814,814,814,814
Apache,11 COTTONWOOD,Registered Voters - Republican,,,REP,,108,108,108,108
Apache,11 COTTONWOOD,Registered Voters - Libertarian,,,LBT,,4,4,4,4
Apache,11 COTTONWOOD,Registered Voters - Green,,,GRN,,0,0,0,0
Apache,11 COTTONWOOD,Registered Voters - No Labels,,,NOL,,3,3,3,3
Apache,11 COTTONWOOD,Registered Voters - Nonpartisan,,,Nonpartisan,,323,323,323,323
Apache,11 COTTONWOOD,Ballots Cast - Total,,,,,387,188,191,8
Apache,11 COTTONWOOD,Ballots Cast - Democratic,,,DEM,,356,174,174,8
Apache,11 COTTONWOOD,Ballots Cast - Republican,,,REP,,30,14,16,0
Apache,11 COTTONWOOD,Ballots Cast - Libertarian,,,LBT,,1,0,1,0
Apache,11 COTTONWOOD,Ballots Cast - Green,,,GRN,,0,0,0,0
Apache,11 COTTONWOOD,Ballots Cast - No Labels,,,NOL,,0,0,0,0
Apache,11 COTTONWOOD,Ballots Cast - Nonpartisan,,,Nonpartisan,,0,0,0,0
Apache,11 COTTONWOOD,Ballots Cast - Blank,,,,,1,1,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,DEM,Ruben GALLEGO,324,163,153,8
Apache,11 COTTONWOOD,U.S. Senate,,1,DEM,Write-In Totals,7,2,5,0
Apache,11 COTTONWOOD,U.S. Senate,,1,DEM,Total Votes Cast,331,165,158,8
Apache,11 COTTONWOOD,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,DEM,Undervotes,25,9,16,0
Apache,11 COTTONWOOD,U.S. House,2,1,DEM,Jonathan NEZ,342,169,165,8
Apache,11 COTTONWOOD,U.S. House,2,1,DEM,Write-In Totals,2,1,1,0
Apache,11 COTTONWOOD,U.S. House,2,1,DEM,Total Votes Cast,344,170,166,8
Apache,11 COTTONWOOD,U.S. House,2,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,DEM,Undervotes,12,4,8,0
Apache,11 COTTONWOOD,State Senate,6,1,DEM,Theresa HATATHLIE,329,168,153,8
Apache,11 COTTONWOOD,State Senate,6,1,DEM,Write-In Totals,3,1,2,0
Apache,11 COTTONWOOD,State Senate,6,1,DEM,Total Votes Cast,332,169,155,8
Apache,11 COTTONWOOD,State Senate,6,1,DEM,Overvotes,1,0,1,0
Apache,11 COTTONWOOD,State Senate,6,1,DEM,Undervotes,23,5,18,0
Apache,11 COTTONWOOD,State House,6,2,DEM,Angela MALONEY,52,28,24,0
Apache,11 COTTONWOOD,State House,6,2,DEM,Mae PESHLAKAI,106,66,38,2
Apache,11 COTTONWOOD,State House,6,2,DEM,Myron TSOSIE,273,141,126,6
Apache,11 COTTONWOOD,State House,6,2,DEM,Write-In Totals,3,0,2,1
Apache,11 COTTONWOOD,State House,6,2,DEM,Total Votes Cast,434,235,190,9
Apache,11 COTTONWOOD,State House,6,2,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,DEM,Undervotes,278,113,158,7
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,139,74,64,1
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Jonathon HILL,197,116,80,1
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Joshua POLACHECK,133,81,49,3
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Write-In Totals,5,2,2,1
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Total Votes Cast,474,273,195,6
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,DEM,Undervotes,594,249,327,18
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Gabriel Arviso FREELAND,74,44,27,3
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Patrick MARTINEZ,92,28,63,1
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Alton Joe SHEPHERD,176,99,73,4
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Write-In Totals,3,1,2,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Total Votes Cast,345,172,165,8
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Overvotes,6,2,4,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,DEM,Undervotes,5,0,5,0
Apache,11 COTTONWOOD,County Assessor,,1,DEM,Rodger DAHOZY,332,169,155,8
Apache,11 COTTONWOOD,County Assessor,,1,DEM,Write-In Totals,3,1,2,0
Apache,11 COTTONWOOD,County Assessor,,1,DEM,Total Votes Cast,335,170,157,8
Apache,11 COTTONWOOD,County Assessor,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Assessor,,1,DEM,Undervotes,21,4,17,0
Apache,11 COTTONWOOD,County Attorney,,1,DEM,Michael WHITING,316,151,158,7
Apache,11 COTTONWOOD,County Attorney,,1,DEM,Write-In Totals,9,8,1,0
Apache,11 COTTONWOOD,County Attorney,,1,DEM,Total Votes Cast,325,159,159,7
Apache,11 COTTONWOOD,County Attorney,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Attorney,,1,DEM,Undervotes,31,15,15,1
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Stephanie CALABAZA,98,36,61,1
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Larry NOBLE,254,137,110,7
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Total Votes Cast,352,173,171,8
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Recorder,,1,DEM,Undervotes,4,1,3,0
Apache,11 COTTONWOOD,County School Superintendent,,1,DEM,Joy WHITING,305,151,147,7
Apache,11 COTTONWOOD,County School Superintendent,,1,DEM,Write-In Totals,26,16,10,0
Apache,11 COTTONWOOD,County School Superintendent,,1,DEM,Total Votes Cast,331,167,157,7
Apache,11 COTTONWOOD,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County School Superintendent,,1,DEM,Undervotes,25,7,17,1
Apache,11 COTTONWOOD,County Sheriff,,1,DEM,Joseph DEDMAN JR,328,167,155,6
Apache,11 COTTONWOOD,County Sheriff,,1,DEM,Write-In Totals,4,3,1,0
Apache,11 COTTONWOOD,County Sheriff,,1,DEM,Total Votes Cast,332,170,156,6
Apache,11 COTTONWOOD,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Sheriff,,1,DEM,Undervotes,24,4,18,2
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Marleita BEGAY,216,106,106,4
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Flora NEZ,123,67,54,2
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Write-In Totals,2,0,1,1
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Total Votes Cast,341,173,161,7
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Treasurer,,1,DEM,Undervotes,15,1,13,1
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Kari LAKE,12,6,6,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Mark LAMB,13,6,7,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Elizabeth Jean REYE,3,0,3,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Write-In Totals,1,1,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Total Votes Cast,29,13,16,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,REP,Undervotes,1,1,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Eli CRANE,12,5,7,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Jack SMITH,15,6,9,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Write-In Totals,2,2,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Total Votes Cast,29,13,16,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,REP,Undervotes,1,1,0,0
Apache,11 COTTONWOOD,State Senate,6,1,REP,Write-In Totals,4,1,3,0
Apache,11 COTTONWOOD,State Senate,6,1,REP,Total Votes Cast,4,1,3,0
Apache,11 COTTONWOOD,State Senate,6,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,REP,Undervotes,26,13,13,0
Apache,11 COTTONWOOD,State House,6,2,REP,Lloyd JOHNSON,19,10,9,0
Apache,11 COTTONWOOD,State House,6,2,REP,Rich KING,13,6,7,0
Apache,11 COTTONWOOD,State House,6,2,REP,Write-In Totals,2,2,0,0
Apache,11 COTTONWOOD,State House,6,2,REP,Total Votes Cast,34,18,16,0
Apache,11 COTTONWOOD,State House,6,2,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,REP,Undervotes,26,10,16,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Rene LOPEZ,13,6,7,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,7,3,4,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Rachel WALDEN,16,9,7,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Write-In Totals,3,3,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Total Votes Cast,39,21,18,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,REP,Undervotes,51,21,30,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,REP,Write-In Totals,4,2,2,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,REP,Total Votes Cast,4,2,2,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,Board of Supervisors,2,1,REP,Undervotes,26,12,14,0
Apache,11 COTTONWOOD,County Assessor,,1,REP,Write-In Totals,3,1,2,0
Apache,11 COTTONWOOD,County Assessor,,1,REP,Total Votes Cast,3,1,2,0
Apache,11 COTTONWOOD,County Assessor,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Assessor,,1,REP,Undervotes,27,13,14,0
Apache,11 COTTONWOOD,County Attorney,,1,REP,Write-In Totals,5,2,3,0
Apache,11 COTTONWOOD,County Attorney,,1,REP,Total Votes Cast,5,2,3,0
Apache,11 COTTONWOOD,County Attorney,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Attorney,,1,REP,Undervotes,25,12,13,0
Apache,11 COTTONWOOD,County Recorder,,1,REP,Guthrie KUSHNER,26,11,15,0
Apache,11 COTTONWOOD,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Apache,11 COTTONWOOD,County Recorder,,1,REP,Total Votes Cast,27,12,15,0
Apache,11 COTTONWOOD,County Recorder,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Recorder,,1,REP,Undervotes,3,2,1,0
Apache,11 COTTONWOOD,County School Superintendent,,1,REP,Write-In Totals,5,2,3,0
Apache,11 COTTONWOOD,County School Superintendent,,1,REP,Total Votes Cast,5,2,3,0
Apache,11 COTTONWOOD,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County School Superintendent,,1,REP,Undervotes,25,12,13,0
Apache,11 COTTONWOOD,County Sheriff,,1,REP,Write-In Totals,5,2,3,0
Apache,11 COTTONWOOD,County Sheriff,,1,REP,Total Votes Cast,5,2,3,0
Apache,11 COTTONWOOD,County Sheriff,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Sheriff,,1,REP,Undervotes,25,12,13,0
Apache,11 COTTONWOOD,County Treasurer,,1,REP,Write-In Totals,3,2,1,0
Apache,11 COTTONWOOD,County Treasurer,,1,REP,Total Votes Cast,3,2,1,0
Apache,11 COTTONWOOD,County Treasurer,,1,REP,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,County Treasurer,,1,REP,Undervotes,27,12,15,0
Apache,11 COTTONWOOD,U.S. Senate,,1,LBT,Write-In Totals,1,0,1,0
Apache,11 COTTONWOOD,U.S. Senate,,1,LBT,Total Votes Cast,1,0,1,0
Apache,11 COTTONWOOD,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,LBT,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,LBT,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,LBT,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,LBT,Undervotes,1,0,1,0
Apache,11 COTTONWOOD,State Senate,6,1,LBT,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,LBT,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,LBT,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,LBT,Undervotes,1,0,1,0
Apache,11 COTTONWOOD,State House,6,2,LBT,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,LBT,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,LBT,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,LBT,Undervotes,2,0,2,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,LBT,Write-In Totals,1,0,1,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,LBT,Total Votes Cast,1,0,1,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,LBT,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,LBT,Undervotes,2,0,2,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,GRN,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,GRN,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,GRN,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,U.S. House,2,1,GRN,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,GRN,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,GRN,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,GRN,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State Senate,6,1,GRN,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,GRN,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,GRN,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,GRN,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,State House,6,2,GRN,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,GRN,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,Corporation Commissioner,,3,GRN,Undervotes,0,0,0,0
Apache,11 COTTONWOOD,,,1,NOL,Total Votes Cast,0,0,0,0
Apache,11 COTTONWOOD,,,1,NOL,Overvotes,0,0,0,0
Apache,11 COTTONWOOD,,,1,NOL,Undervotes,0,0,0,0
Apache,12 CORONADO,"Registered Voters - Total ",,,,,1217,1217,1217,1217
Apache,12 CORONADO,Registered Voters - Democratic,,,DEM,,175,175,175,175
Apache,12 CORONADO,Registered Voters - Republican,,,REP,,638,638,638,638
Apache,12 CORONADO,Registered Voters - Libertarian,,,LBT,,9,9,9,9
Apache,12 CORONADO,Registered Voters - Green,,,GRN,,0,0,0,0
Apache,12 CORONADO,Registered Voters - No Labels,,,NOL,,8,8,8,8
