county,precinct,office,district,party,seats,candidate,votes
Gila,Globe No. 2,State Senate,7,LBT,1,Write-In Totals,0
Gila,Globe No. 2,State Senate,7,LBT,1,Total Votes Cast,0
Gila,Globe No. 2,State Senate,7,LBT,1,Overvotes,0
Gila,Globe No. 2,State Senate,7,LBT,1,Undervotes,1
Gila,Globe No. 2,State House,7,LBT,2,Write-In Totals,0
Gila,Globe No. 2,State House,7,LBT,2,Total Votes Cast,0
Gila,Globe No. 2,State House,7,LBT,2,Overvotes,0
Gila,Globe No. 2,State House,7,LBT,2,Undervotes,2
Gila,Globe No. 2,Corporation Commissioner,,LBT,3,Write-In Totals,1
Gila,Globe No. 2,Corporation Commissioner,,LBT,3,Total Votes Cast,1
Gila,Globe No. 2,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Globe No. 2,Corporation Commissioner,,LBT,3,Undervotes,2
Gila,Globe No. 2,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Globe No. 2,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Globe No. 2,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Globe No. 2,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Globe No. 2,U.S. Senate,,GRN,1,Overvotes,0
Gila,Globe No. 2,U.S. Senate,,GRN,1,Undervotes,0
Gila,Globe No. 2,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Globe No. 2,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Globe No. 2,U.S. House,2,GRN,1,Overvotes,0
Gila,Globe No. 2,U.S. House,2,GRN,1,Undervotes,0
Gila,Globe No. 2,State Senate,7,GRN,1,Write-In Totals,0
Gila,Globe No. 2,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Globe No. 2,State Senate,7,GRN,1,Overvotes,0
Gila,Globe No. 2,State Senate,7,GRN,1,Undervotes,0
Gila,Globe No. 2,State House,7,GRN,2,Write-In Totals,0
Gila,Globe No. 2,State House,7,GRN,2,Total Votes Cast,0
Gila,Globe No. 2,State House,7,GRN,2,Overvotes,0
Gila,Globe No. 2,State House,7,GRN,2,Undervotes,0
Gila,Globe No. 2,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Globe No. 2,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Globe No. 2,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Globe No. 2,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Globe No. 2,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Globe No. 2,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Globe No. 2,No Labels Notice,,NOL,1,Overvotes,0
Gila,Globe No. 2,No Labels Notice,,NOL,1,Undervotes,0
Gila,Globe No. 3,Registered Voters - Total,,,,,126
Gila,Globe No. 3,Registered Voters - Nonpartisan,,Nonpartisan,,,39
Gila,Globe No. 3,Registered Voters - Republican,,REP,,,44
Gila,Globe No. 3,Registered Voters - Democratic,,DEM,,,42
Gila,Globe No. 3,Registered Voters - Libertarian,,LBT,,,1
Gila,Globe No. 3,Registered Voters - Green,,GRN,,,0
Gila,Globe No. 3,Registered Voters - No Labels Party,,NOL,,,0
Gila,Globe No. 3,Ballots Cast - Total,,,,,46
Gila,Globe No. 3,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Gila,Globe No. 3,Ballots Cast - Republican,,REP,,,28
Gila,Globe No. 3,Ballots Cast - Democratic,,DEM,,,18
Gila,Globe No. 3,Ballots Cast - Libertarian,,LBT,,,0
Gila,Globe No. 3,Ballots Cast - Green,,GRN,,,0
Gila,Globe No. 3,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Globe No. 3,Ballots Cast - Blank,,,,,0
Gila,Globe No. 3,Mayor City of Globe,,,1,Alfred GAMEROS,38
Gila,Globe No. 3,Mayor City of Globe,,,1,Write-In Totals,1
Gila,Globe No. 3,Mayor City of Globe,,,1,Total Votes Cast,39
Gila,Globe No. 3,Mayor City of Globe,,,1,Overvotes,0
Gila,Globe No. 3,Mayor City of Globe,,,1,Undervotes,7
Gila,Globe No. 3,Proposition 412,City of Globe,,1,YES,31
Gila,Globe No. 3,Proposition 412,City of Globe,,1,NO,7
Gila,Globe No. 3,Proposition 412,City of Globe,,1,Total Votes Cast,38
Gila,Globe No. 3,Proposition 412,City of Globe,,1,Overvotes,0
Gila,Globe No. 3,Proposition 412,City of Globe,,1,Undervotes,8
Gila,Globe No. 3,U.S. Senate,,REP,1,Kari LAKE,17
Gila,Globe No. 3,U.S. Senate,,REP,1,Mark LAMB,11
Gila,Globe No. 3,U.S. Senate,,REP,1,Elizabeth Jean REYE,0
Gila,Globe No. 3,U.S. Senate,,REP,1,Write-In Totals,0
Gila,Globe No. 3,U.S. Senate,,REP,1,Total Votes Cast,28
Gila,Globe No. 3,U.S. Senate,,REP,1,Overvotes,0
Gila,Globe No. 3,U.S. Senate,,REP,1,Undervotes,0
Gila,Globe No. 3,U.S. House,2,REP,1,Eli CRANE,19
Gila,Globe No. 3,U.S. House,2,REP,1,Jack SMITH,8
Gila,Globe No. 3,U.S. House,2,REP,1,Write-In Totals,0
Gila,Globe No. 3,U.S. House,2,REP,1,Total Votes Cast,27
Gila,Globe No. 3,U.S. House,2,REP,1,Overvotes,0
Gila,Globe No. 3,U.S. House,2,REP,1,Undervotes,1
Gila,Globe No. 3,State Senate,7,REP,1,David COOK,9
Gila,Globe No. 3,State Senate,7,REP,1,Wendy ROGERS,17
Gila,Globe No. 3,State Senate,7,REP,1,Write-In Totals,0
Gila,Globe No. 3,State Senate,7,REP,1,Total Votes Cast,26
Gila,Globe No. 3,State Senate,7,REP,1,Overvotes,0
Gila,Globe No. 3,State Senate,7,REP,1,Undervotes,2
Gila,Globe No. 3,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",13
Gila,Globe No. 3,State House,7,REP,2,Andrew COSTANZO,12
Gila,Globe No. 3,State House,7,REP,2,John FILLMORE,5
Gila,Globe No. 3,State House,7,REP,2,Barby INGLE,1
Gila,Globe No. 3,State House,7,REP,2,David MARSHALL SR.,9
Gila,Globe No. 3,State House,7,REP,2,Steven SLATON,6
Gila,Globe No. 3,State House,7,REP,2,Write-In Totals,1
Gila,Globe No. 3,State House,7,REP,2,Total Votes Cast,47
Gila,Globe No. 3,State House,7,REP,2,Overvotes,0
Gila,Globe No. 3,State House,7,REP,2,Undervotes,9
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Rene LOPEZ,14
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,14
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Rachel WALDEN,19
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Write-In Totals,2
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Total Votes Cast,49
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Globe No. 3,Corporation Commissioner,,REP,3,Undervotes,35
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Timothy HUMPHREY,13
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Randy ROBERSON,11
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Write-In Totals,1
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Total Votes Cast,25
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Overvotes,0
Gila,Globe No. 3,Board of Supervisors,2,REP,1,Undervotes,3
Gila,Globe No. 3,County Attorney,,REP,1,Bradley BEAUCHAMP,23
Gila,Globe No. 3,County Attorney,,REP,1,Write-In Totals,1
Gila,Globe No. 3,County Attorney,,REP,1,Total Votes Cast,24
Gila,Globe No. 3,County Attorney,,REP,1,Overvotes,0
Gila,Globe No. 3,County Attorney,,REP,1,Undervotes,4
Gila,Globe No. 3,Sheriff,,REP,1,Tom MORRISSEY,17
Gila,Globe No. 3,Sheriff,,REP,1,Adam SHEPHERD,8
Gila,Globe No. 3,Sheriff,,REP,1,Write-In Totals,0
Gila,Globe No. 3,Sheriff,,REP,1,Total Votes Cast,25
Gila,Globe No. 3,Sheriff,,REP,1,Overvotes,0
Gila,Globe No. 3,Sheriff,,REP,1,Undervotes,3
Gila,Globe No. 3,County Treasurer,,REP,1,Monica WOHLFORTH,23
Gila,Globe No. 3,County Treasurer,,REP,1,Write-In Totals,1
Gila,Globe No. 3,County Treasurer,,REP,1,Total Votes Cast,24
Gila,Globe No. 3,County Treasurer,,REP,1,Overvotes,0
Gila,Globe No. 3,County Treasurer,,REP,1,Undervotes,4
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Jack DUFFY,8
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Roy SANDOVAL,16
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Total Votes Cast,24
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Globe No. 3,County Superintendent of Schools,,REP,1,Undervotes,4
Gila,Globe No. 3,County Recorder,,REP,1,Sadie Jo BINGHAM,15
Gila,Globe No. 3,County Recorder,,REP,1,Bonnie WOLFF,10
Gila,Globe No. 3,County Recorder,,REP,1,Write-In Totals,0
Gila,Globe No. 3,County Recorder,,REP,1,Total Votes Cast,25
Gila,Globe No. 3,County Recorder,,REP,1,Overvotes,0
Gila,Globe No. 3,County Recorder,,REP,1,Undervotes,3
Gila,Globe No. 3,County Assessor,,REP,1,Sherra KISSEE,19
Gila,Globe No. 3,County Assessor,,REP,1,Write-In Totals,1
Gila,Globe No. 3,County Assessor,,REP,1,Total Votes Cast,20
Gila,Globe No. 3,County Assessor,,REP,1,Overvotes,0
Gila,Globe No. 3,County Assessor,,REP,1,Undervotes,8
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,21
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,1
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,22
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,REP,1,Undervotes,6
Gila,Globe No. 3,U.S. Senate,,DEM,1,Ruben GALLEGO,18
Gila,Globe No. 3,U.S. Senate,,DEM,1,Write-In Totals,0
Gila,Globe No. 3,U.S. Senate,,DEM,1,Total Votes Cast,18
Gila,Globe No. 3,U.S. Senate,,DEM,1,Overvotes,0
Gila,Globe No. 3,U.S. Senate,,DEM,1,Undervotes,0
Gila,Globe No. 3,U.S. House,2,DEM,1,Jonathan NEZ,16
Gila,Globe No. 3,U.S. House,2,DEM,1,Write-In Totals,0
Gila,Globe No. 3,U.S. House,2,DEM,1,Total Votes Cast,16
Gila,Globe No. 3,U.S. House,2,DEM,1,Overvotes,0
Gila,Globe No. 3,U.S. House,2,DEM,1,Undervotes,2
Gila,Globe No. 3,State Senate,7,DEM,1,Haley CREIGHTON,9
Gila,Globe No. 3,State Senate,7,DEM,1,Roberto Apodac REVELES,9
Gila,Globe No. 3,State Senate,7,DEM,1,Write-In Totals,0
Gila,Globe No. 3,State Senate,7,DEM,1,Total Votes Cast,18
Gila,Globe No. 3,State Senate,7,DEM,1,Overvotes,0
Gila,Globe No. 3,State Senate,7,DEM,1,Undervotes,0
Gila,Globe No. 3,State House,7,DEM,2,Kevin CHIQUETE,10
Gila,Globe No. 3,State House,7,DEM,2,Nancy HARTL,14
Gila,Globe No. 3,State House,7,DEM,2,Write-In Totals,0
Gila,Globe No. 3,State House,7,DEM,2,Total Votes Cast,24
Gila,Globe No. 3,State House,7,DEM,2,Overvotes,0
Gila,Globe No. 3,State House,7,DEM,2,Undervotes,12
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,15
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Jonathon HILL,15
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Joshua POLACHECK,13
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Total Votes Cast,43
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Globe No. 3,Corporation Commissioner,,DEM,3,Undervotes,11
Gila,Globe No. 3,Board of Supervisors,2,DEM,1,Write-In Totals,2
Gila,Globe No. 3,Board of Supervisors,2,DEM,1,Total Votes Cast,2
Gila,Globe No. 3,Board of Supervisors,2,DEM,1,Overvotes,0
Gila,Globe No. 3,Board of Supervisors,2,DEM,1,Undervotes,16
Gila,Globe No. 3,County Attorney,,DEM,1,Write-In Totals,1
Gila,Globe No. 3,County Attorney,,DEM,1,Total Votes Cast,1
Gila,Globe No. 3,County Attorney,,DEM,1,Overvotes,0
Gila,Globe No. 3,County Attorney,,DEM,1,Undervotes,17
Gila,Globe No. 3,Sheriff,,DEM,1,Write-In Totals,3
Gila,Globe No. 3,Sheriff,,DEM,1,Total Votes Cast,3
Gila,Globe No. 3,Sheriff,,DEM,1,Overvotes,0
Gila,Globe No. 3,Sheriff,,DEM,1,Undervotes,15
Gila,Globe No. 3,County Treasurer,,DEM,1,Write-In Totals,1
Gila,Globe No. 3,County Treasurer,,DEM,1,Total Votes Cast,1
Gila,Globe No. 3,County Treasurer,,DEM,1,Overvotes,0
Gila,Globe No. 3,County Treasurer,,DEM,1,Undervotes,17
Gila,Globe No. 3,County Superintendent of Schools,,DEM,1,Write-In Totals,1
Gila,Globe No. 3,County Superintendent of Schools,,DEM,1,Total Votes Cast,1
Gila,Globe No. 3,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Globe No. 3,County Superintendent of Schools,,DEM,1,Undervotes,17
Gila,Globe No. 3,County Recorder,,DEM,1,Write-In Totals,2
Gila,Globe No. 3,County Recorder,,DEM,1,Total Votes Cast,2
Gila,Globe No. 3,County Recorder,,DEM,1,Overvotes,0
Gila,Globe No. 3,County Recorder,,DEM,1,Undervotes,16
Gila,Globe No. 3,County Assessor,,DEM,1,Write-In Totals,1
Gila,Globe No. 3,County Assessor,,DEM,1,Total Votes Cast,1
Gila,Globe No. 3,County Assessor,,DEM,1,Overvotes,0
Gila,Globe No. 3,County Assessor,,DEM,1,Undervotes,17
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,1
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,1
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Globe No. 3,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,17
Gila,Globe No. 3,U.S. Senate,,LBT,1,Write-In Totals,0
Gila,Globe No. 3,U.S. Senate,,LBT,1,Total Votes Cast,0
Gila,Globe No. 3,U.S. Senate,,LBT,1,Overvotes,0
Gila,Globe No. 3,U.S. Senate,,LBT,1,Undervotes,0
Gila,Globe No. 3,U.S. House,2,LBT,1,Write-In Totals,0
Gila,Globe No. 3,U.S. House,2,LBT,1,Total Votes Cast,0
Gila,Globe No. 3,U.S. House,2,LBT,1,Overvotes,0
Gila,Globe No. 3,U.S. House,2,LBT,1,Undervotes,0
Gila,Globe No. 3,State Senate,7,LBT,1,Write-In Totals,0
Gila,Globe No. 3,State Senate,7,LBT,1,Total Votes Cast,0
Gila,Globe No. 3,State Senate,7,LBT,1,Overvotes,0
Gila,Globe No. 3,State Senate,7,LBT,1,Undervotes,0
Gila,Globe No. 3,State House,7,LBT,2,Write-In Totals,0
Gila,Globe No. 3,State House,7,LBT,2,Total Votes Cast,0
Gila,Globe No. 3,State House,7,LBT,2,Overvotes,0
Gila,Globe No. 3,State House,7,LBT,2,Undervotes,0
Gila,Globe No. 3,Corporation Commissioner,,LBT,3,Write-In Totals,0
Gila,Globe No. 3,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Gila,Globe No. 3,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Globe No. 3,Corporation Commissioner,,LBT,3,Undervotes,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Overvotes,0
Gila,Globe No. 3,U.S. Senate,,GRN,1,Undervotes,0
Gila,Globe No. 3,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Globe No. 3,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Globe No. 3,U.S. House,2,GRN,1,Overvotes,0
Gila,Globe No. 3,U.S. House,2,GRN,1,Undervotes,0
Gila,Globe No. 3,State Senate,7,GRN,1,Write-In Totals,0
Gila,Globe No. 3,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Globe No. 3,State Senate,7,GRN,1,Overvotes,0
Gila,Globe No. 3,State Senate,7,GRN,1,Undervotes,0
Gila,Globe No. 3,State House,7,GRN,2,Write-In Totals,0
Gila,Globe No. 3,State House,7,GRN,2,Total Votes Cast,0
Gila,Globe No. 3,State House,7,GRN,2,Overvotes,0
Gila,Globe No. 3,State House,7,GRN,2,Undervotes,0
Gila,Globe No. 3,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Globe No. 3,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Globe No. 3,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Globe No. 3,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Globe No. 3,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Globe No. 3,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Globe No. 3,No Labels Notice,,NOL,1,Overvotes,0
Gila,Globe No. 3,No Labels Notice,,NOL,1,Undervotes,0
Gila,Globe No. 4,Registered Voters - Total,,,,,582
Gila,Globe No. 4,Registered Voters - Nonpartisan,,Nonpartisan,,,171
Gila,Globe No. 4,Registered Voters - Republican,,REP,,,198
Gila,Globe No. 4,Registered Voters - Democratic,,DEM,,,198
Gila,Globe No. 4,Registered Voters - Libertarian,,LBT,,,1
Gila,Globe No. 4,Registered Voters - Green,,GRN,,,1
Gila,Globe No. 4,Registered Voters - No Labels Party,,NOL,,,7
Gila,Globe No. 4,Ballots Cast - Total,,,,,196
Gila,Globe No. 4,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Gila,Globe No. 4,Ballots Cast - Republican,,REP,,,103
Gila,Globe No. 4,Ballots Cast - Democratic,,DEM,,,92
Gila,Globe No. 4,Ballots Cast - Libertarian,,LBT,,,1
Gila,Globe No. 4,Ballots Cast - Green,,GRN,,,0
Gila,Globe No. 4,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Globe No. 4,Ballots Cast - Blank,,,,,0
Gila,Globe No. 4,Mayor City of Globe,,,1,Alfred GAMEROS,157
Gila,Globe No. 4,Mayor City of Globe,,,1,Write-In Totals,0
Gila,Globe No. 4,Mayor City of Globe,,,1,Total Votes Cast,157
Gila,Globe No. 4,Mayor City of Globe,,,1,Overvotes,0
Gila,Globe No. 4,Mayor City of Globe,,,1,Undervotes,39
Gila,Globe No. 4,Council Member City of Globe,2,,1,Michael A. PASTOR,24
Gila,Globe No. 4,Council Member City of Globe,2,,1,Write-In Totals,0
Gila,Globe No. 4,Council Member City of Globe,2,,1,Total Votes Cast,24
Gila,Globe No. 4,Council Member City of Globe,2,,1,Overvotes,0
Gila,Globe No. 4,Council Member City of Globe,2,,1,Undervotes,9
Gila,Globe No. 4,Proposition 412,City of Globe,,1,YES,117
Gila,Globe No. 4,Proposition 412,City of Globe,,1,NO,61
Gila,Globe No. 4,Proposition 412,City of Globe,,1,Total Votes Cast,178
Gila,Globe No. 4,Proposition 412,City of Globe,,1,Overvotes,0
Gila,Globe No. 4,Proposition 412,City of Globe,,1,Undervotes,18
Gila,Globe No. 4,U.S. Senate,,REP,1,Kari LAKE,57
Gila,Globe No. 4,U.S. Senate,,REP,1,Mark LAMB,40
Gila,Globe No. 4,U.S. Senate,,REP,1,Elizabeth Jean REYE,5
Gila,Globe No. 4,U.S. Senate,,REP,1,Write-In Totals,0
Gila,Globe No. 4,U.S. Senate,,REP,1,Total Votes Cast,102
Gila,Globe No. 4,U.S. Senate,,REP,1,Overvotes,0
Gila,Globe No. 4,U.S. Senate,,REP,1,Undervotes,1
Gila,Globe No. 4,U.S. House,2,REP,1,Eli CRANE,74
Gila,Globe No. 4,U.S. House,2,REP,1,Jack SMITH,20
Gila,Globe No. 4,U.S. House,2,REP,1,Write-In Totals,1
Gila,Globe No. 4,U.S. House,2,REP,1,Total Votes Cast,95
Gila,Globe No. 4,U.S. House,2,REP,1,Overvotes,1
Gila,Globe No. 4,U.S. House,2,REP,1,Undervotes,7
Gila,Globe No. 4,State Senate,7,REP,1,David COOK,57
Gila,Globe No. 4,State Senate,7,REP,1,Wendy ROGERS,44
Gila,Globe No. 4,State Senate,7,REP,1,Write-In Totals,0
Gila,Globe No. 4,State Senate,7,REP,1,Total Votes Cast,101
Gila,Globe No. 4,State Senate,7,REP,1,Overvotes,0
Gila,Globe No. 4,State Senate,7,REP,1,Undervotes,2
Gila,Globe No. 4,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",36
Gila,Globe No. 4,State House,7,REP,2,Andrew COSTANZO,26
Gila,Globe No. 4,State House,7,REP,2,John FILLMORE,15
Gila,Globe No. 4,State House,7,REP,2,Barby INGLE,13
Gila,Globe No. 4,State House,7,REP,2,David MARSHALL SR.,46
Gila,Globe No. 4,State House,7,REP,2,Steven SLATON,26
Gila,Globe No. 4,State House,7,REP,2,Write-In Totals,1
Gila,Globe No. 4,State House,7,REP,2,Total Votes Cast,163
Gila,Globe No. 4,State House,7,REP,2,Overvotes,0
Gila,Globe No. 4,State House,7,REP,2,Undervotes,43
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Rene LOPEZ,60
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,51
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Rachel WALDEN,66
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Write-In Totals,2
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Total Votes Cast,179
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Globe No. 4,Corporation Commissioner,,REP,3,Undervotes,130
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Timothy HUMPHREY,59
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Randy ROBERSON,35
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Write-In Totals,0
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Total Votes Cast,94
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Overvotes,3
Gila,Globe No. 4,Board of Supervisors,2,REP,1,Undervotes,6
Gila,Globe No. 4,County Attorney,,REP,1,Bradley BEAUCHAMP,77
Gila,Globe No. 4,County Attorney,,REP,1,Write-In Totals,1
Gila,Globe No. 4,County Attorney,,REP,1,Total Votes Cast,78
Gila,Globe No. 4,County Attorney,,REP,1,Overvotes,0
Gila,Globe No. 4,County Attorney,,REP,1,Undervotes,25
Gila,Globe No. 4,Sheriff,,REP,1,Tom MORRISSEY,45
Gila,Globe No. 4,Sheriff,,REP,1,Adam SHEPHERD,40
Gila,Globe No. 4,Sheriff,,REP,1,Write-In Totals,12
Gila,Globe No. 4,Sheriff,,REP,1,Total Votes Cast,97
Gila,Globe No. 4,Sheriff,,REP,1,Overvotes,0
Gila,Globe No. 4,Sheriff,,REP,1,Undervotes,6
Gila,Globe No. 4,County Treasurer,,REP,1,Monica WOHLFORTH,78
Gila,Globe No. 4,County Treasurer,,REP,1,Write-In Totals,1
Gila,Globe No. 4,County Treasurer,,REP,1,Total Votes Cast,79
Gila,Globe No. 4,County Treasurer,,REP,1,Overvotes,0
Gila,Globe No. 4,County Treasurer,,REP,1,Undervotes,24
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Jack DUFFY,47
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Roy SANDOVAL,41
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Write-In Totals,1
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Total Votes Cast,89
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Globe No. 4,County Superintendent of Schools,,REP,1,Undervotes,14
Gila,Globe No. 4,County Recorder,,REP,1,Sadie Jo BINGHAM,72
Gila,Globe No. 4,County Recorder,,REP,1,Bonnie WOLFF,29
Gila,Globe No. 4,County Recorder,,REP,1,Write-In Totals,0
Gila,Globe No. 4,County Recorder,,REP,1,Total Votes Cast,101
Gila,Globe No. 4,County Recorder,,REP,1,Overvotes,0
Gila,Globe No. 4,County Recorder,,REP,1,Undervotes,2
Gila,Globe No. 4,County Assessor,,REP,1,Sherra KISSEE,78
Gila,Globe No. 4,County Assessor,,REP,1,Write-In Totals,1
Gila,Globe No. 4,County Assessor,,REP,1,Total Votes Cast,79
Gila,Globe No. 4,County Assessor,,REP,1,Overvotes,0
Gila,Globe No. 4,County Assessor,,REP,1,Undervotes,24
Gila,Globe No. 4,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,79
Gila,Globe No. 4,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,0
Gila,Globe No. 4,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,79
Gila,Globe No. 4,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Globe No. 4,Judge of the Superior Court,Div. 1,REP,1,Undervotes,24
Gila,Globe No. 4,U.S. Senate,,DEM,1,Ruben GALLEGO,87
Gila,Globe No. 4,U.S. Senate,,DEM,1,Write-In Totals,1
Gila,Globe No. 4,U.S. Senate,,DEM,1,Total Votes Cast,88
Gila,Globe No. 4,U.S. Senate,,DEM,1,Overvotes,0
Gila,Globe No. 4,U.S. Senate,,DEM,1,Undervotes,4
Gila,Globe No. 4,U.S. House,2,DEM,1,Jonathan NEZ,79
Gila,Globe No. 4,U.S. House,2,DEM,1,Write-In Totals,1
Gila,Globe No. 4,U.S. House,2,DEM,1,Total Votes Cast,80
Gila,Globe No. 4,U.S. House,2,DEM,1,Overvotes,0
Gila,Globe No. 4,U.S. House,2,DEM,1,Undervotes,12
Gila,Globe No. 4,State Senate,7,DEM,1,Haley CREIGHTON,34
Gila,Globe No. 4,State Senate,7,DEM,1,Roberto Apodac REVELES,47
Gila,Globe No. 4,State Senate,7,DEM,1,Write-In Totals,1
Gila,Globe No. 4,State Senate,7,DEM,1,Total Votes Cast,82
Gila,Globe No. 4,State Senate,7,DEM,1,Overvotes,3
Gila,Globe No. 4,State Senate,7,DEM,1,Undervotes,7
Gila,Globe No. 4,State House,7,DEM,2,Kevin CHIQUETE,68
Gila,Globe No. 4,State House,7,DEM,2,Nancy HARTL,68
Gila,Globe No. 4,State House,7,DEM,2,Write-In Totals,1
Gila,Globe No. 4,State House,7,DEM,2,Total Votes Cast,137
Gila,Globe No. 4,State House,7,DEM,2,Overvotes,0
Gila,Globe No. 4,State House,7,DEM,2,Undervotes,47
Gila,Globe No. 4,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,78
