county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Marlene GALEN-WOODS,75,70,5,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Andrew HORNE,60,55,5,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Kurt KROEMER,17,17,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Connor O'CALLAGHAN,69,67,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Amish SHAH,74,69,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Write-In Totals,0,0,2,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Total Votes Cast,341,321,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Overvotes,1,1,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,DEM,1,Undervotes,10,9,1,0
Maricopa,0393 INDIAN BEND,U.S. House,1,LBT,1,Write-In Totals,,,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,LBT,1,Total Votes Cast,,,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,LBT,1,Overvotes,,,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,LBT,1,Undervotes,,,,0
Maricopa,0393 INDIAN BEND,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0393 INDIAN BEND,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,Registered Voters - Total,,,,,3782,3782,3782,3782
Maricopa,0394 INDIAN SPRINGS,Registered Voters - Republican,,REP,,,692,692,692,692
Maricopa,0394 INDIAN SPRINGS,Registered Voters - Democratic,,DEM,,,1278,1278,1278,1278
Maricopa,0394 INDIAN SPRINGS,Registered Voters - Libertarian,,LBT,,,53,53,53,53
Maricopa,0394 INDIAN SPRINGS,Registered Voters - Green,,GRN,,,6,6,6,6
Maricopa,0394 INDIAN SPRINGS,Ballots Cast - Total,,,,,643,565,76,2
Maricopa,0394 INDIAN SPRINGS,Ballots Cast - Republican,,REP,,,231,194,35,2
Maricopa,0394 INDIAN SPRINGS,Ballots Cast - Democratic,,DEM,,,396,361,35,0
Maricopa,0394 INDIAN SPRINGS,Ballots Cast - Libertarian,,LBT,,,6,3,3,0
Maricopa,0394 INDIAN SPRINGS,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Kari LAKE,126,98,27,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Mark LAMB,88,81,6,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Elizabeth Jean REYE,14,12,2,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Write-In Totals,3,3,0,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Total Votes Cast,231,194,35,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,REP,1,Undervotes,0,0,0,
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,DEM,1,Ruben GALLEGO,376,344,32,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,DEM,1,Write-In Totals,7,5,2,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,DEM,1,Total Votes Cast,383,349,34,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,DEM,1,Undervotes,13,12,1,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,LBT,1,Write-In Totals,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,LBT,1,Total Votes Cast,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,LBT,1,Overvotes,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,LBT,1,Undervotes,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Kelly COOPER,58,53,5,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Jerome DAVISON,34,25,9,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Dave GILES,78,66,11,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Zuhdi JASSER,37,31,5,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Write-In Totals,3,3,0,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Total Votes Cast,210,178,30,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Overvotes,0,0,0,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,REP,1,Undervotes,21,16,5,
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,DEM,1,Greg STANTON,356,325,31,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,DEM,1,Write-In Totals,4,2,2,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,DEM,1,Total Votes Cast,360,327,33,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,DEM,1,Overvotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,DEM,1,Undervotes,36,34,2,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,LBT,1,Write-In Totals,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,LBT,1,Total Votes Cast,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,LBT,1,Overvotes,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,LBT,1,Undervotes,,,,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,GRN,1,Overvotes,0,0,0,0
Maricopa,0394 INDIAN SPRINGS,U.S. House,4,GRN,1,Undervotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,Registered Voters - Total,,,,,3447,3447,3447,3447
Maricopa,0395 INDIAN WELLS,Registered Voters - Republican,,REP,,,1628,1628,1628,1628
Maricopa,0395 INDIAN WELLS,Registered Voters - Democratic,,DEM,,,770,770,770,770
Maricopa,0395 INDIAN WELLS,Registered Voters - Libertarian,,LBT,,,23,23,23,23
Maricopa,0395 INDIAN WELLS,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0395 INDIAN WELLS,Ballots Cast - Total,,,,,1466,1350,116,0
Maricopa,0395 INDIAN WELLS,Ballots Cast - Republican,,REP,,,1020,910,110,0
Maricopa,0395 INDIAN WELLS,Ballots Cast - Democratic,,DEM,,,446,440,6,0
Maricopa,0395 INDIAN WELLS,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0395 INDIAN WELLS,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Kari LAKE,649,573,76,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Mark LAMB,318,285,33,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Elizabeth Jean REYE,43,42,1,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Total Votes Cast,1010,900,110,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Overvotes,1,1,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,REP,1,Undervotes,9,9,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,DEM,1,Ruben GALLEGO,430,424,,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,DEM,1,Write-In Totals,4,4,,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,DEM,1,Total Votes Cast,434,428,,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,DEM,1,Undervotes,12,12,,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",26,26,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Trent FRANKS,182,166,16,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",261,244,17,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Anthony KERN,34,29,5,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Blake MASTERS,257,207,50,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Ben TOMA,240,218,22,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Total Votes Cast,1000,890,110,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Overvotes,3,3,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,REP,1,Undervotes,17,17,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,DEM,1,Gregory WHITTEN,3,390,,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,DEM,1,Write-In Totals,96,4,,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,DEM,1,Total Votes Cast,,394,,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,DEM,1,Overvotes,0,0,,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,DEM,1,Undervotes,46,46,,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,LBT,1,Overvotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,LBT,1,Undervotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,GRN,1,Overvotes,0,0,0,0
Maricopa,0395 INDIAN WELLS,U.S. House,8,GRN,1,Undervotes,0,0,0,0
Maricopa,0396 INDIGO,Registered Voters - Total,,,,,3359,3359,3359,3359
Maricopa,0396 INDIGO,Registered Voters - Republican,,REP,,,1226,1226,1226,1226
Maricopa,0396 INDIGO,Registered Voters - Democratic,,DEM,,,886,886,886,886
Maricopa,0396 INDIGO,Registered Voters - Libertarian,,LBT,,,18,18,18,18
Maricopa,0396 INDIGO,Registered Voters - Green,,GRN,,,4,4,4,4
Maricopa,0396 INDIGO,Ballots Cast - Total,,,,,907,817,86,4
Maricopa,0396 INDIGO,Ballots Cast - Republican,,REP,,,532,463,66,3
Maricopa,0396 INDIGO,Ballots Cast - Democratic,,DEM,,,361,341,19,1
Maricopa,0396 INDIGO,Ballots Cast - Libertarian,,LBT,,,3,3,0,0
Maricopa,0396 INDIGO,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Kari LAKE,256,224,32,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Mark LAMB,240,204,33,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Elizabeth Jean REYE,29,28,1,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Total Votes Cast,527,458,66,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0396 INDIGO,U.S. Senate,,REP,1,Undervotes,5,5,0,
Maricopa,0396 INDIGO,U.S. Senate,,DEM,1,Ruben GALLEGO,341,323,18,
Maricopa,0396 INDIGO,U.S. Senate,,DEM,1,Write-In Totals,7,7,0,
Maricopa,0396 INDIGO,U.S. Senate,,DEM,1,Total Votes Cast,348,330,18,
Maricopa,0396 INDIGO,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0396 INDIGO,U.S. Senate,,DEM,1,Undervotes,13,11,1,
Maricopa,0396 INDIGO,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0396 INDIGO,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,REP,1,Andy BIGGS,442,383,58,
Maricopa,0396 INDIGO,U.S. House,5,REP,1,Write-In Totals,10,9,1,
Maricopa,0396 INDIGO,U.S. House,5,REP,1,Total Votes Cast,452,392,59,
Maricopa,0396 INDIGO,U.S. House,5,REP,1,Overvotes,0,0,0,
Maricopa,0396 INDIGO,U.S. House,5,REP,1,Undervotes,80,71,7,
Maricopa,0396 INDIGO,U.S. House,5,DEM,1,Katrina SCHAFFNER,325,309,16,
Maricopa,0396 INDIGO,U.S. House,5,DEM,1,Write-In Totals,6,6,0,
Maricopa,0396 INDIGO,U.S. House,5,DEM,1,Total Votes Cast,331,315,16,
Maricopa,0396 INDIGO,U.S. House,5,DEM,1,Overvotes,0,0,0,
Maricopa,0396 INDIGO,U.S. House,5,DEM,1,Undervotes,30,26,3,
Maricopa,0396 INDIGO,U.S. House,5,LBT,1,Write-In Totals,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,LBT,1,Total Votes Cast,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,LBT,1,Overvotes,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,LBT,1,Undervotes,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,GRN,1,Write-In Totals,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,GRN,1,Total Votes Cast,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,GRN,1,Overvotes,,,0,0
Maricopa,0396 INDIGO,U.S. House,5,GRN,1,Undervotes,,,0,0
Maricopa,0397 ISAAC,Registered Voters - Total,,,,,1518,1518,1518,1518
Maricopa,0397 ISAAC,Registered Voters - Republican,,REP,,,166,166,166,166
Maricopa,0397 ISAAC,Registered Voters - Democratic,,DEM,,,733,733,733,733
Maricopa,0397 ISAAC,Registered Voters - Libertarian,,LBT,,,9,9,9,9
Maricopa,0397 ISAAC,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0397 ISAAC,Ballots Cast - Total,,,,,155,132,23,0
Maricopa,0397 ISAAC,Ballots Cast - Republican,,REP,,,36,23,13,0
Maricopa,0397 ISAAC,Ballots Cast - Democratic,,DEM,,,119,109,10,0
Maricopa,0397 ISAAC,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0397 ISAAC,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Kari LAKE,21,13,8,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Mark LAMB,12,8,4,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Elizabeth Jean REYE,3,2,1,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Total Votes Cast,36,23,13,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,REP,1,Undervotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,DEM,1,Ruben GALLEGO,114,104,,0
Maricopa,0397 ISAAC,U.S. Senate,,DEM,1,Write-In Totals,1,1,,0
Maricopa,0397 ISAAC,U.S. Senate,,DEM,1,Total Votes Cast,115,105,,0
Maricopa,0397 ISAAC,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0397 ISAAC,U.S. Senate,,DEM,1,Undervotes,4,4,,0
Maricopa,0397 ISAAC,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Jesus David MENDOZA,15,10,5,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Jeff ZINK,17,11,6,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Total Votes Cast,32,21,11,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,REP,1,Undervotes,4,2,2,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Yassamin ANSARI,41,36,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Raquel TERAN,65,60,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Duane M. WOOTEN,12,12,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Write-In Totals,0,0,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Total Votes Cast,118,108,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Overvotes,0,0,,0
Maricopa,0397 ISAAC,U.S. House,3,DEM,1,Undervotes,1,1,,0
Maricopa,0397 ISAAC,U.S. House,3,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,LBT,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,LBT,1,Undervotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,GRN,1,Alan AVERSA,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,GRN,1,Overvotes,0,0,0,0
Maricopa,0397 ISAAC,U.S. House,3,GRN,1,Undervotes,0,0,0,0
Maricopa,0398 IVANHOE,Registered Voters - Total,,,,,4676,4676,4676,4676
Maricopa,0398 IVANHOE,Registered Voters - Republican,,REP,,,1750,1750,1750,1750
Maricopa,0398 IVANHOE,Registered Voters - Democratic,,DEM,,,1055,1055,1055,1055
Maricopa,0398 IVANHOE,Registered Voters - Libertarian,,LBT,,,56,56,56,56
Maricopa,0398 IVANHOE,Registered Voters - Green,,GRN,,,3,3,3,3
Maricopa,0398 IVANHOE,Ballots Cast - Total,,,,,1174,1040,134,0
Maricopa,0398 IVANHOE,Ballots Cast - Republican,,REP,,,745,633,112,0
Maricopa,0398 IVANHOE,Ballots Cast - Democratic,,DEM,,,407,388,19,0
Maricopa,0398 IVANHOE,Ballots Cast - Libertarian,,LBT,,,2,1,1,0
Maricopa,0398 IVANHOE,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Kari LAKE,332,258,74,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Mark LAMB,377,342,35,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Elizabeth Jean REYE,25,24,1,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Total Votes Cast,734,624,110,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Overvotes,1,1,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,REP,1,Undervotes,10,8,2,0
Maricopa,0398 IVANHOE,U.S. Senate,,DEM,1,Ruben GALLEGO,398,379,19,0
Maricopa,0398 IVANHOE,U.S. Senate,,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,DEM,1,Total Votes Cast,399,380,19,0
Maricopa,0398 IVANHOE,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,DEM,1,Undervotes,8,8,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,LBT,1,Write-In Totals,,,,0
Maricopa,0398 IVANHOE,U.S. Senate,,LBT,1,Total Votes Cast,,,,0
Maricopa,0398 IVANHOE,U.S. Senate,,LBT,1,Overvotes,,,,0
Maricopa,0398 IVANHOE,U.S. Senate,,LBT,1,Undervotes,,,,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,REP,1,Andy BIGGS,639,536,103,0
Maricopa,0398 IVANHOE,U.S. House,5,REP,1,Write-In Totals,16,15,1,0
Maricopa,0398 IVANHOE,U.S. House,5,REP,1,Total Votes Cast,655,551,104,0
Maricopa,0398 IVANHOE,U.S. House,5,REP,1,Overvotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,REP,1,Undervotes,90,82,8,0
Maricopa,0398 IVANHOE,U.S. House,5,DEM,1,Katrina SCHAFFNER,373,357,16,0
Maricopa,0398 IVANHOE,U.S. House,5,DEM,1,Write-In Totals,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,DEM,1,Total Votes Cast,373,357,16,0
Maricopa,0398 IVANHOE,U.S. House,5,DEM,1,Overvotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,DEM,1,Undervotes,34,31,3,0
Maricopa,0398 IVANHOE,U.S. House,5,LBT,1,Write-In Totals,,,,0
Maricopa,0398 IVANHOE,U.S. House,5,LBT,1,Total Votes Cast,,,,0
Maricopa,0398 IVANHOE,U.S. House,5,LBT,1,Overvotes,,,,0
Maricopa,0398 IVANHOE,U.S. House,5,LBT,1,Undervotes,,,,0
Maricopa,0398 IVANHOE,U.S. House,5,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,GRN,1,Overvotes,0,0,0,0
Maricopa,0398 IVANHOE,U.S. House,5,GRN,1,Undervotes,0,0,0,0
Maricopa,0399 JACKRABBIT,Registered Voters - Total,,,,,3248,3248,3248,3248
Maricopa,0399 JACKRABBIT,Registered Voters - Republican,,REP,,,1288,1288,1288,1288
Maricopa,0399 JACKRABBIT,Registered Voters - Democratic,,DEM,,,866,866,866,866
Maricopa,0399 JACKRABBIT,Registered Voters - Libertarian,,LBT,,,35,35,35,35
Maricopa,0399 JACKRABBIT,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0399 JACKRABBIT,Ballots Cast - Total,,,,,1199,1085,112,2
Maricopa,0399 JACKRABBIT,Ballots Cast - Republican,,REP,,,711,614,95,2
Maricopa,0399 JACKRABBIT,Ballots Cast - Democratic,,DEM,,,486,470,16,0
Maricopa,0399 JACKRABBIT,Ballots Cast - Libertarian,,LBT,,,1,0,1,0
Maricopa,0399 JACKRABBIT,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Kari LAKE,385,320,63,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Mark LAMB,258,230,28,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Elizabeth Jean REYE,59,55,4,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Total Votes Cast,704,607,95,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Overvotes,1,1,0,
Maricopa,0399 JACKRABBIT,U.S. Senate,,REP,1,Undervotes,6,6,0,
Maricopa,0399 JACKRABBIT,U.S. Senate,,DEM,1,Ruben GALLEGO,469,455,14,0
Maricopa,0399 JACKRABBIT,U.S. Senate,,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0399 JACKRABBIT,U.S. Senate,,DEM,1,Total Votes Cast,470,456,14,0
Maricopa,0399 JACKRABBIT,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0399 JACKRABBIT,U.S. Senate,,DEM,1,Undervotes,16,14,2,0
