county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Pinal,17 Coolidge NE,County Recorder,,1,DEM,Total Votes Cast,12,10,2,0
Pinal,17 Coolidge NE,County Recorder,,1,DEM,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,County Recorder,,1,DEM,Undervotes,122,100,21,1
Pinal,17 Coolidge NE,County Sheriff,,1,DEM,Patrick MELVIN,109,95,13,1
Pinal,17 Coolidge NE,County Sheriff,,1,DEM,Write-In Totals,5,3,2,0
Pinal,17 Coolidge NE,County Sheriff,,1,DEM,Total Votes Cast,114,98,15,1
Pinal,17 Coolidge NE,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,County Sheriff,,1,DEM,Undervotes,20,12,8,0
Pinal,17 Coolidge NE,County School Superintendent,,1,DEM,Write-In Totals,12,11,1,0
Pinal,17 Coolidge NE,County School Superintendent,,1,DEM,Total Votes Cast,12,11,1,0
Pinal,17 Coolidge NE,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,County School Superintendent,,1,DEM,Undervotes,122,99,22,1
Pinal,17 Coolidge NE,County Treasurer,,1,DEM,Write-In Totals,11,10,1,0
Pinal,17 Coolidge NE,County Treasurer,,1,DEM,Total Votes Cast,11,10,1,0
Pinal,17 Coolidge NE,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,County Treasurer,,1,DEM,Undervotes,123,100,22,1
Pinal,17 Coolidge NE,U.S. Senate,,1,LBT,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,LBT,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,LBT,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,LBT,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,LBT,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,LBT,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,LBT,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,LBT,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,LBT,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,LBT,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,LBT,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,LBT,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,LBT,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,LBT,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,LBT,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,LBT,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,LBT,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,LBT,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,NOL PARTISAN CONTEST NOTICE,,1,NOL,PARTISAN CONTEST NOTICE,0,0,0,0
Pinal,17 Coolidge NE,NOL PARTISAN CONTEST NOTICE,,1,NOL,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,NOL PARTISAN CONTEST NOTICE,,1,NOL,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,NOL PARTISAN CONTEST NOTICE,,1,NOL,Undervotes,1,0,1,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,GRN,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,GRN,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,GRN,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,U.S House,2,1,GRN,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,GRN,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,GRN,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,GRN,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,State Senate,16,1,GRN,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,GRN,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,GRN,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,GRN,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,State House,16,2,GRN,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,GRN,Write-In Totals,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,GRN,Total Votes Cast,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,GRN,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,Corporation Commission,,3,GRN,Undervotes,0,0,0,0
Pinal,17 Coolidge NE,Mayor,City of Coolidge,1,,Jon THOMPSON,283,224,57,2
Pinal,17 Coolidge NE,Mayor,City of Coolidge,1,,Write-In Totals,5,3,2,0
Pinal,17 Coolidge NE,Mayor,City of Coolidge,1,,Total Votes Cast,288,227,59,2
Pinal,17 Coolidge NE,Mayor,City of Coolidge,1,,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,Mayor,City of Coolidge,1,,Undervotes,33,25,8,0
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Thomas SHOPE,203,170,32,1
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Dawn JENNINGS,118,95,22,1
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Ian GILLESPIE,158,130,28,0
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,"Steven ""Steve"" HUDSON",172,140,32,0
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Randall RUSHING,123,92,29,2
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Write-In Totals,8,7,1,0
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Total Votes Cast,782,634,144,4
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Overvotes,0,0,0,0
Pinal,17 Coolidge NE,City Council,City of Coolidge,3,,Undervotes,181,122,57,2
Pinal,18 Coolidge NW,Registered Voters - Total,,,,,4344,4344,4344,4344
Pinal,18 Coolidge NW,Registered Voters - REPUBLICAN,,,REP,,1476,1476,1476,1476
Pinal,18 Coolidge NW,Registered Voters - DEMOCRATIC,,,DEM,,1060,1060,1060,1060
Pinal,18 Coolidge NW,Registered Voters - LIBERTARIAN,,,LBT,,34,34,34,34
Pinal,18 Coolidge NW,Registered Voters - NO LABELS,,,NOL,,37,37,37,37
Pinal,18 Coolidge NW,Registered Voters - GREEN,,,GRN,,2,2,2,2
Pinal,18 Coolidge NW,Registered Voters - NONPARTISAN,,,-,,1735,1735,1735,1735
Pinal,18 Coolidge NW,Ballots Cast - Total,,,,,1058,741,315,2
Pinal,18 Coolidge NW,Ballots Cast - REPUBLICAN,,,REP,,728,468,258,2
Pinal,18 Coolidge NW,Ballots Cast - DEMOCRATIC,,,DEM,,320,267,53,0
Pinal,18 Coolidge NW,Ballots Cast - LIBERTARIAN,,,LBT,,1,1,0,0
Pinal,18 Coolidge NW,Ballots Cast - NO LABELS,,,NOL,,1,1,0,0
Pinal,18 Coolidge NW,Ballots Cast - GREEN,,,GRN,,0,0,0,0
Pinal,18 Coolidge NW,Ballots Cast - NONPARTISAN,,,-,,8,4,4,0
Pinal,18 Coolidge NW,Ballots Cast - Blank,,,,,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Kari LAKE,290,180,109,1
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Mark LAMB,414,267,146,1
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Elizabeth Jean REYE,17,16,1,0
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Total Votes Cast,721,463,256,2
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Overvotes,1,1,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,REP,Undervotes,6,4,2,0
Pinal,18 Coolidge NW,U.S House,2,1,REP,Eli CRANE,520,328,192,0
Pinal,18 Coolidge NW,U.S House,2,1,REP,Jack SMITH,161,107,53,1
Pinal,18 Coolidge NW,U.S House,2,1,REP,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,REP,Total Votes Cast,681,435,245,1
Pinal,18 Coolidge NW,U.S House,2,1,REP,Overvotes,4,4,0,0
Pinal,18 Coolidge NW,U.S House,2,1,REP,Undervotes,43,29,13,1
Pinal,18 Coolidge NW,State Senate,16,1,REP,"Thomas ""T.J."" SHOPE JR.",618,406,210,2
Pinal,18 Coolidge NW,State Senate,16,1,REP,Write-In Totals,18,14,4,0
Pinal,18 Coolidge NW,State Senate,16,1,REP,Total Votes Cast,636,420,214,2
Pinal,18 Coolidge NW,State Senate,16,1,REP,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,REP,Undervotes,92,48,44,0
Pinal,18 Coolidge NW,State House,16,2,REP,Rob HUDELSON,324,207,116,1
Pinal,18 Coolidge NW,State House,16,2,REP,Chris LOPEZ,308,202,106,0
Pinal,18 Coolidge NW,State House,16,2,REP,Teresa MARTINEZ,335,221,114,0
Pinal,18 Coolidge NW,State House,16,2,REP,"Gabriela ""Gabby"" MERCER",209,131,77,1
Pinal,18 Coolidge NW,State House,16,2,REP,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,State House,16,2,REP,Total Votes Cast,1177,762,413,2
Pinal,18 Coolidge NW,State House,16,2,REP,Overvotes,4,4,0,0
Pinal,18 Coolidge NW,State House,16,2,REP,Undervotes,275,170,103,2
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Rene LOPEZ,435,300,134,1
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Lea MARQUEZ PETERSON,392,272,119,1
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Rachel WALDEN,492,330,161,1
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Write-In Totals,10,10,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Total Votes Cast,1329,912,414,3
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,REP,Undervotes,855,492,360,3
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Rich VITIELLO,159,109,49,1
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Ron WEBER,461,297,163,1
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Write-In Totals,4,0,4,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Total Votes Cast,624,406,216,2
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Overvotes,2,2,0,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,REP,Undervotes,102,60,42,0
Pinal,18 Coolidge NW,County Assessor,,1,REP,Douglas WOLF,429,282,146,1
Pinal,18 Coolidge NW,County Assessor,,1,REP,"December ""Storm"" COX",226,147,78,1
Pinal,18 Coolidge NW,County Assessor,,1,REP,Write-In Totals,2,2,0,0
Pinal,18 Coolidge NW,County Assessor,,1,REP,Total Votes Cast,657,431,224,2
Pinal,18 Coolidge NW,County Assessor,,1,REP,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Assessor,,1,REP,Undervotes,71,37,34,0
Pinal,18 Coolidge NW,County Attorney,,1,REP,Kent VOLKMER,291,193,97,1
Pinal,18 Coolidge NW,County Attorney,,1,REP,Brad MILLER,373,233,139,1
Pinal,18 Coolidge NW,County Attorney,,1,REP,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,County Attorney,,1,REP,Total Votes Cast,665,427,236,2
Pinal,18 Coolidge NW,County Attorney,,1,REP,Overvotes,1,1,0,0
Pinal,18 Coolidge NW,County Attorney,,1,REP,Undervotes,62,40,22,0
Pinal,18 Coolidge NW,County Recorder,,1,REP,Dana LEWIS,612,402,208,2
Pinal,18 Coolidge NW,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,County Recorder,,1,REP,Total Votes Cast,613,403,208,2
Pinal,18 Coolidge NW,County Recorder,,1,REP,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Recorder,,1,REP,Undervotes,115,65,50,0
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Ross TEEPLE,447,280,165,2
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Kevin CAVANAUGH,219,143,76,0
Pinal,18 Coolidge NW,County Sheriff,,1,REP,"Charles ""Chas"" G.  AUSTIN JR.",32,22,10,0
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Write-In Totals,3,2,1,0
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Total Votes Cast,701,447,252,2
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Overvotes,1,1,0,0
Pinal,18 Coolidge NW,County Sheriff,,1,REP,Undervotes,26,20,6,0
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Jill BROUSSARD,287,190,97,0
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Tara WALTER,363,235,126,2
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Write-In Totals,4,4,0,0
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Total Votes Cast,654,429,223,2
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Overvotes,1,0,1,0
Pinal,18 Coolidge NW,County School Superintendent,,1,REP,Undervotes,73,39,34,0
Pinal,18 Coolidge NW,County Treasurer,,1,REP,Michael MCCORD,603,395,206,2
Pinal,18 Coolidge NW,County Treasurer,,1,REP,Write-In Totals,4,2,2,0
Pinal,18 Coolidge NW,County Treasurer,,1,REP,Total Votes Cast,607,397,208,2
Pinal,18 Coolidge NW,County Treasurer,,1,REP,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Treasurer,,1,REP,Undervotes,121,71,50,0
Pinal,18 Coolidge NW,U.S. Senate,,1,DEM,Ruben GALLEGO,299,251,48,0
Pinal,18 Coolidge NW,U.S. Senate,,1,DEM,Write-In Totals,2,2,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,DEM,Total Votes Cast,301,253,48,0
Pinal,18 Coolidge NW,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,DEM,Undervotes,19,14,5,0
Pinal,18 Coolidge NW,U.S House,2,1,DEM,Jonathan NEZ,266,226,40,0
Pinal,18 Coolidge NW,U.S House,2,1,DEM,Write-In Totals,4,4,0,0
Pinal,18 Coolidge NW,U.S House,2,1,DEM,Total Votes Cast,270,230,40,0
Pinal,18 Coolidge NW,U.S House,2,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,DEM,Undervotes,50,37,13,0
Pinal,18 Coolidge NW,State Senate,16,1,DEM,Stacey SEAMAN,270,227,43,0
Pinal,18 Coolidge NW,State Senate,16,1,DEM,Write-In Totals,3,3,0,0
Pinal,18 Coolidge NW,State Senate,16,1,DEM,Total Votes Cast,273,230,43,0
Pinal,18 Coolidge NW,State Senate,16,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,DEM,Undervotes,47,37,10,0
Pinal,18 Coolidge NW,State House,16,2,DEM,Keith SEAMAN,265,225,40,0
Pinal,18 Coolidge NW,State House,16,2,DEM,Write-In Totals,7,7,0,0
Pinal,18 Coolidge NW,State House,16,2,DEM,Total Votes Cast,272,232,40,0
Pinal,18 Coolidge NW,State House,16,2,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,DEM,Undervotes,368,302,66,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Ylenia AGUILAR,256,218,38,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Jonathon HILL,221,190,31,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Joshua POLACHECK,197,172,25,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Write-In Totals,5,5,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Total Votes Cast,679,585,94,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Overvotes,3,3,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,DEM,Undervotes,278,213,65,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,DEM,George ARREDONDO SR.,266,228,38,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,DEM,Write-In Totals,3,3,0,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,DEM,Total Votes Cast,269,231,38,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,Board of Supervisors,1,1,DEM,Undervotes,51,36,15,0
Pinal,18 Coolidge NW,County Assessor,,1,DEM,Write-In Totals,22,19,3,0
Pinal,18 Coolidge NW,County Assessor,,1,DEM,Total Votes Cast,22,19,3,0
Pinal,18 Coolidge NW,County Assessor,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Assessor,,1,DEM,Undervotes,298,248,50,0
Pinal,18 Coolidge NW,County Attorney,,1,DEM,Write-In Totals,21,16,5,0
Pinal,18 Coolidge NW,County Attorney,,1,DEM,Total Votes Cast,21,16,5,0
Pinal,18 Coolidge NW,County Attorney,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Attorney,,1,DEM,Undervotes,299,251,48,0
Pinal,18 Coolidge NW,County Recorder,,1,DEM,Write-In Totals,21,17,4,0
Pinal,18 Coolidge NW,County Recorder,,1,DEM,Total Votes Cast,21,17,4,0
Pinal,18 Coolidge NW,County Recorder,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Recorder,,1,DEM,Undervotes,299,250,49,0
Pinal,18 Coolidge NW,County Sheriff,,1,DEM,Patrick MELVIN,258,218,40,0
Pinal,18 Coolidge NW,County Sheriff,,1,DEM,Write-In Totals,9,8,1,0
Pinal,18 Coolidge NW,County Sheriff,,1,DEM,Total Votes Cast,267,226,41,0
Pinal,18 Coolidge NW,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Sheriff,,1,DEM,Undervotes,53,41,12,0
Pinal,18 Coolidge NW,County School Superintendent,,1,DEM,Write-In Totals,17,12,5,0
Pinal,18 Coolidge NW,County School Superintendent,,1,DEM,Total Votes Cast,17,12,5,0
Pinal,18 Coolidge NW,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County School Superintendent,,1,DEM,Undervotes,303,255,48,0
Pinal,18 Coolidge NW,County Treasurer,,1,DEM,Write-In Totals,16,12,4,0
Pinal,18 Coolidge NW,County Treasurer,,1,DEM,Total Votes Cast,16,12,4,0
Pinal,18 Coolidge NW,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,County Treasurer,,1,DEM,Undervotes,304,255,49,0
Pinal,18 Coolidge NW,U.S. Senate,,1,LBT,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,LBT,Total Votes Cast,1,1,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,LBT,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,U.S House,2,1,LBT,Total Votes Cast,1,1,0,0
Pinal,18 Coolidge NW,U.S House,2,1,LBT,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,LBT,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,LBT,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,State Senate,16,1,LBT,Total Votes Cast,1,1,0,0
Pinal,18 Coolidge NW,State Senate,16,1,LBT,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,LBT,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,LBT,Write-In Totals,1,1,0,0
Pinal,18 Coolidge NW,State House,16,2,LBT,Total Votes Cast,1,1,0,0
Pinal,18 Coolidge NW,State House,16,2,LBT,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,LBT,Undervotes,1,1,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,LBT,Write-In Totals,3,3,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,LBT,Total Votes Cast,3,3,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,LBT,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,LBT,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,NOL PARTISAN CONTEST NOTICE,,1,NOL,PARTISAN CONTEST NOTICE,0,0,0,0
Pinal,18 Coolidge NW,NOL PARTISAN CONTEST NOTICE,,1,NOL,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,NOL PARTISAN CONTEST NOTICE,,1,NOL,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,NOL PARTISAN CONTEST NOTICE,,1,NOL,Undervotes,1,1,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,GRN,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,GRN,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,GRN,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,U.S House,2,1,GRN,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,GRN,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,GRN,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,GRN,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State Senate,16,1,GRN,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,GRN,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,GRN,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,GRN,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,State House,16,2,GRN,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,GRN,Write-In Totals,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,GRN,Total Votes Cast,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,GRN,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,Corporation Commission,,3,GRN,Undervotes,0,0,0,0
Pinal,18 Coolidge NW,Mayor,City of Coolidge,1,,Jon THOMPSON,882,637,243,2
Pinal,18 Coolidge NW,Mayor,City of Coolidge,1,,Write-In Totals,28,21,7,0
Pinal,18 Coolidge NW,Mayor,City of Coolidge,1,,Total Votes Cast,910,658,250,2
Pinal,18 Coolidge NW,Mayor,City of Coolidge,1,,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,Mayor,City of Coolidge,1,,Undervotes,148,83,65,0
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Thomas SHOPE,613,446,166,1
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Dawn JENNINGS,397,292,105,0
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Ian GILLESPIE,496,352,142,2
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,"Steven ""Steve"" HUDSON",558,407,149,2
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Randall RUSHING,423,296,126,1
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Write-In Totals,7,5,2,0
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Total Votes Cast,2494,1798,690,6
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Overvotes,0,0,0,0
Pinal,18 Coolidge NW,City Council,City of Coolidge,3,,Undervotes,680,425,255,0
Pinal,19 Coolidge South,Registered Voters - Total,,,,,2415,2415,2415,2415
Pinal,19 Coolidge South,Registered Voters - REPUBLICAN,,,REP,,663,663,663,663
Pinal,19 Coolidge South,Registered Voters - DEMOCRATIC,,,DEM,,703,703,703,703
Pinal,19 Coolidge South,Registered Voters - LIBERTARIAN,,,LBT,,12,12,12,12
Pinal,19 Coolidge South,Registered Voters - NO LABELS,,,NOL,,25,25,25,25
Pinal,19 Coolidge South,Registered Voters - GREEN,,,GRN,,1,1,1,1
Pinal,19 Coolidge South,Registered Voters - NONPARTISAN,,,-,,1011,1011,1011,1011
Pinal,19 Coolidge South,Ballots Cast - Total,,,,,506,377,126,3
Pinal,19 Coolidge South,Ballots Cast - REPUBLICAN,,,REP,,272,174,95,3
Pinal,19 Coolidge South,Ballots Cast - DEMOCRATIC,,,DEM,,228,200,28,0
Pinal,19 Coolidge South,Ballots Cast - LIBERTARIAN,,,LBT,,0,0,0,0
Pinal,19 Coolidge South,Ballots Cast - NO LABELS,,,NOL,,0,0,0,0
Pinal,19 Coolidge South,Ballots Cast - GREEN,,,GRN,,0,0,0,0
Pinal,19 Coolidge South,Ballots Cast - NONPARTISAN,,,-,,6,3,3,0
Pinal,19 Coolidge South,Ballots Cast - Blank,,,,,0,0,0,0
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Kari LAKE,107,64,42,1
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Mark LAMB,158,104,52,2
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Elizabeth Jean REYE,7,6,1,0
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Total Votes Cast,272,174,95,3
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Pinal,19 Coolidge South,U.S. Senate,,1,REP,Undervotes,0,0,0,0
Pinal,19 Coolidge South,U.S House,2,1,REP,Eli CRANE,182,112,69,1
Pinal,19 Coolidge South,U.S House,2,1,REP,Jack SMITH,70,51,18,1
Pinal,19 Coolidge South,U.S House,2,1,REP,Write-In Totals,0,0,0,0
Pinal,19 Coolidge South,U.S House,2,1,REP,Total Votes Cast,252,163,87,2
Pinal,19 Coolidge South,U.S House,2,1,REP,Overvotes,0,0,0,0
Pinal,19 Coolidge South,U.S House,2,1,REP,Undervotes,20,11,8,1
