county,precinct,office,district,seats,party,candidate,votes
Mohave,201 Wikieup,Board of Supervisors,1,1,REP,Undervotes,10
Mohave,201 Wikieup,County Assessor,,1,REP,Becky FOSTER,36
Mohave,201 Wikieup,County Assessor,,1,REP,Jeanne KENTCH,22
Mohave,201 Wikieup,County Assessor,,1,REP,Rebecca MAIN LISKA,13
Mohave,201 Wikieup,County Assessor,,1,REP,Write-In Totals,1
Mohave,201 Wikieup,County Assessor,,1,REP,Total Votes Cast,72
Mohave,201 Wikieup,County Assessor,,1,REP,Overvotes,0
Mohave,201 Wikieup,County Assessor,,1,REP,Undervotes,15
Mohave,201 Wikieup,County Attorney,,1,REP,Matt SMITH,75
Mohave,201 Wikieup,County Attorney,,1,REP,Write-In Totals,0
Mohave,201 Wikieup,County Attorney,,1,REP,Total Votes Cast,75
Mohave,201 Wikieup,County Attorney,,1,REP,Overvotes,0
Mohave,201 Wikieup,County Attorney,,1,REP,Undervotes,12
Mohave,201 Wikieup,County Recorder,,1,REP,Lydia DURST,76
Mohave,201 Wikieup,County Recorder,,1,REP,Write-In Totals,1
Mohave,201 Wikieup,County Recorder,,1,REP,Total Votes Cast,77
Mohave,201 Wikieup,County Recorder,,1,REP,Overvotes,0
Mohave,201 Wikieup,County Recorder,,1,REP,Undervotes,10
Mohave,201 Wikieup,County School Superintendent,,1,REP,James BARBER,23
Mohave,201 Wikieup,County School Superintendent,,1,REP,Gordon GROAT,12
Mohave,201 Wikieup,County School Superintendent,,1,REP,John D. WARREN,33
Mohave,201 Wikieup,County School Superintendent,,1,REP,Write-In Totals,0
Mohave,201 Wikieup,County School Superintendent,,1,REP,Total Votes Cast,68
Mohave,201 Wikieup,County School Superintendent,,1,REP,Overvotes,0
Mohave,201 Wikieup,County School Superintendent,,1,REP,Undervotes,19
Mohave,201 Wikieup,County Sheriff,,1,REP,Mike GANNUSCIO,27
Mohave,201 Wikieup,County Sheriff,,1,REP,Doug SCHUSTER,53
Mohave,201 Wikieup,County Sheriff,,1,REP,Write-In Totals,0
Mohave,201 Wikieup,County Sheriff,,1,REP,Total Votes Cast,80
Mohave,201 Wikieup,County Sheriff,,1,REP,Overvotes,0
Mohave,201 Wikieup,County Sheriff,,1,REP,Undervotes,7
Mohave,201 Wikieup,Superior Court Judge,5,1,REP,Rick A. WILLIAMS,73
Mohave,201 Wikieup,Superior Court Judge,5,1,REP,Write-In Totals,1
Mohave,201 Wikieup,Superior Court Judge,5,1,REP,Total Votes Cast,74
Mohave,201 Wikieup,Superior Court Judge,5,1,REP,Overvotes,0
Mohave,201 Wikieup,Superior Court Judge,5,1,REP,Undervotes,13
Mohave,201 Wikieup,County Treasurer,,1,REP,SueAnn MELLO,77
Mohave,201 Wikieup,County Treasurer,,1,REP,Write-In Totals,0
Mohave,201 Wikieup,County Treasurer,,1,REP,Total Votes Cast,77
Mohave,201 Wikieup,County Treasurer,,1,REP,Overvotes,0
Mohave,201 Wikieup,County Treasurer,,1,REP,Undervotes,10
Mohave,201 Wikieup,U.S. Senate,,1,DEM,Rubin GALLEGO,7
Mohave,201 Wikieup,U.S. Senate,,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,U.S. Senate,,1,DEM,Total Votes Cast,7
Mohave,201 Wikieup,U.S. Senate,,1,DEM,Overvotes,0
Mohave,201 Wikieup,U.S. Senate,,1,DEM,Undervotes,0
Mohave,201 Wikieup,U.S. House,9,1,DEM,Quacy SMITH,6
Mohave,201 Wikieup,U.S. House,9,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,U.S. House,9,1,DEM,Total Votes Cast,6
Mohave,201 Wikieup,U.S. House,9,1,DEM,Overvotes,0
Mohave,201 Wikieup,U.S. House,9,1,DEM,Undervotes,1
Mohave,201 Wikieup,State Senate,30,1,DEM,J'aime MORGAINE,7
Mohave,201 Wikieup,State Senate,30,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,State Senate,30,1,DEM,Total Votes Cast,7
Mohave,201 Wikieup,State Senate,30,1,DEM,Overvotes,0
Mohave,201 Wikieup,State Senate,30,1,DEM,Undervotes,0
Mohave,201 Wikieup,State House,30,2,DEM,Monica TIMBERLAKE,7
Mohave,201 Wikieup,State House,30,2,DEM,Write-In Totals,0
Mohave,201 Wikieup,State House,30,2,DEM,Total Votes Cast,7
Mohave,201 Wikieup,State House,30,2,DEM,Overvotes,0
Mohave,201 Wikieup,State House,30,2,DEM,Undervotes,7
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,4
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Jonathon HILL,4
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Joshua POLACHECK,2
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Write-In Totals,0
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Total Votes Cast,10
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Overvotes,0
Mohave,201 Wikieup,Corporation Commissioner,,3,DEM,Undervotes,11
Mohave,201 Wikieup,Board of Supervisors,1,1,DEM,Catherine WRIGHT,5
Mohave,201 Wikieup,Board of Supervisors,1,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,Board of Supervisors,1,1,DEM,Total Votes Cast,5
Mohave,201 Wikieup,Board of Supervisors,1,1,DEM,Overvotes,0
Mohave,201 Wikieup,Board of Supervisors,1,1,DEM,Undervotes,2
Mohave,201 Wikieup,County Assessor,,1,DEM,Write-In Totals,1
Mohave,201 Wikieup,County Assessor,,1,DEM,Total Votes Cast,1
Mohave,201 Wikieup,County Assessor,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County Assessor,,1,DEM,Undervotes,6
Mohave,201 Wikieup,County Attorney,,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,County Attorney,,1,DEM,Total Votes Cast,0
Mohave,201 Wikieup,County Attorney,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County Attorney,,1,DEM,Undervotes,7
Mohave,201 Wikieup,County Recorder,,1,DEM,Write-In Totals,0
Mohave,201 Wikieup,County Recorder,,1,DEM,Total Votes Cast,0
Mohave,201 Wikieup,County Recorder,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County Recorder,,1,DEM,Undervotes,7
Mohave,201 Wikieup,County School Superintendent,,1,DEM,Write-In Totals,1
Mohave,201 Wikieup,County School Superintendent,,1,DEM,Total Votes Cast,1
Mohave,201 Wikieup,County School Superintendent,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County School Superintendent,,1,DEM,Undervotes,6
Mohave,201 Wikieup,County Sheriff,,1,DEM,Write-In Totals,1
Mohave,201 Wikieup,County Sheriff,,1,DEM,Total Votes Cast,1
Mohave,201 Wikieup,County Sheriff,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County Sheriff,,1,DEM,Undervotes,6
Mohave,201 Wikieup,Superior Court Judge,5,1,DEM,Write-In Totals,1
Mohave,201 Wikieup,Superior Court Judge,5,1,DEM,Total Votes Cast,1
Mohave,201 Wikieup,Superior Court Judge,5,1,DEM,Overvotes,0
Mohave,201 Wikieup,Superior Court Judge,5,1,DEM,Undervotes,6
Mohave,201 Wikieup,County Treasurer,,1,DEM,Write-In Totals,1
Mohave,201 Wikieup,County Treasurer,,1,DEM,Total Votes Cast,1
Mohave,201 Wikieup,County Treasurer,,1,DEM,Overvotes,0
Mohave,201 Wikieup,County Treasurer,,1,DEM,Undervotes,6
Mohave,201 Wikieup,U.S. Senate,,1,LBT,Write-In Totals,0
Mohave,201 Wikieup,U.S. Senate,,1,LBT,Total Votes Cast,0
Mohave,201 Wikieup,U.S. Senate,,1,LBT,Overvotes,0
Mohave,201 Wikieup,U.S. Senate,,1,LBT,Undervotes,0
Mohave,201 Wikieup,U.S. House,9,1,LBT,Write-In Totals,0
Mohave,201 Wikieup,U.S. House,9,1,LBT,Total Votes Cast,0
Mohave,201 Wikieup,U.S. House,9,1,LBT,Overvotes,0
Mohave,201 Wikieup,U.S. House,9,1,LBT,Undervotes,0
Mohave,201 Wikieup,State Senate,30,1,LBT,Write-In Totals,0
Mohave,201 Wikieup,State Senate,30,1,LBT,Total Votes Cast,0
Mohave,201 Wikieup,State Senate,30,1,LBT,Overvotes,0
Mohave,201 Wikieup,State Senate,30,1,LBT,Undervotes,0
Mohave,201 Wikieup,State House,30,2,LBT,Write-In Totals,0
Mohave,201 Wikieup,State House,30,2,LBT,Total Votes Cast,0
Mohave,201 Wikieup,State House,30,2,LBT,Overvotes,0
Mohave,201 Wikieup,State House,30,2,LBT,Undervotes,0
Mohave,201 Wikieup,Corporation Commissioner,,3,LBT,Write-In Totals,0
Mohave,201 Wikieup,Corporation Commissioner,,3,LBT,Total Votes Cast,0
Mohave,201 Wikieup,Corporation Commissioner,,3,LBT,Overvotes,0
Mohave,201 Wikieup,Corporation Commissioner,,3,LBT,Undervotes,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Michael NORTON,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Write-In Totals,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Total Votes Cast,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Overvotes,0
Mohave,201 Wikieup,U.S. Senate,,1,GRN,Undervotes,0
Mohave,201 Wikieup,U.S. House,9,1,GRN,Write-In Totals,0
Mohave,201 Wikieup,U.S. House,9,1,GRN,Total Votes Cast,0
Mohave,201 Wikieup,U.S. House,9,1,GRN,Overvotes,0
Mohave,201 Wikieup,U.S. House,9,1,GRN,Undervotes,0
Mohave,201 Wikieup,State Senate,30,1,GRN,Write-In Totals,0
Mohave,201 Wikieup,State Senate,30,1,GRN,Total Votes Cast,0
Mohave,201 Wikieup,State Senate,30,1,GRN,Overvotes,0
Mohave,201 Wikieup,State Senate,30,1,GRN,Undervotes,0
Mohave,201 Wikieup,State House,30,2,GRN,Write-In Totals,0
Mohave,201 Wikieup,State House,30,2,GRN,Total Votes Cast,0
Mohave,201 Wikieup,State House,30,2,GRN,Overvotes,0
Mohave,201 Wikieup,State House,30,2,GRN,Undervotes,0
Mohave,201 Wikieup,Corporation Commissioner,,3,GRN,Write-In Totals,0
Mohave,201 Wikieup,Corporation Commissioner,,3,GRN,Total Votes Cast,0
Mohave,201 Wikieup,Corporation Commissioner,,3,GRN,Overvotes,0
Mohave,201 Wikieup,Corporation Commissioner,,3,GRN,Undervotes,0
Mohave,201 Wikieup,NOL Partisan Contest Notice,,1,NOL,There are no candidates,0
Mohave,201 Wikieup,NOL Partisan Contest Notice,,1,NOL,Total Votes Cast,0
Mohave,201 Wikieup,NOL Partisan Contest Notice,,1,NOL,Overvotes,0
Mohave,201 Wikieup,NOL Partisan Contest Notice,,1,NOL,Undervotes,0
Mohave,202 White Hills,Registered Voters - Total,,,,,317
Mohave,202 White Hills,Registered Voters - Republican,,,REP,,162
Mohave,202 White Hills,Registered Voters - Democratic,,,DEM,,45
Mohave,202 White Hills,Registered Voters - Libertarian,,,LBT,,2
Mohave,202 White Hills,Registered Voters - Green,,,GRN,,0
Mohave,202 White Hills,Registered Voters - No Labels,,,NOL,,3
Mohave,202 White Hills,Registered Voters - Nonpartisan,,,,,105
Mohave,202 White Hills,Ballots Cast - Total,,,,,73
Mohave,202 White Hills,Ballots Cast - Republican,,,REP,,60
Mohave,202 White Hills,Ballots Cast - Democratic,,,DEM,,13
Mohave,202 White Hills,Ballots Cast - Libertarian,,,LBT,,0
Mohave,202 White Hills,Ballots Cast - Green,,,GRN,,0
Mohave,202 White Hills,Ballots Cast - No Labels,,,NOL,,0
Mohave,202 White Hills,Ballots Cast - Nonpartisan,,,,,0
Mohave,202 White Hills,U.S. Senate,,1,REP,Kari LAKE,37
Mohave,202 White Hills,U.S. Senate,,1,REP,Mark LAMB,15
Mohave,202 White Hills,U.S. Senate,,1,REP,Elizabeth Jean REYE,6
Mohave,202 White Hills,U.S. Senate,,1,REP,Write-In Totals,1
Mohave,202 White Hills,U.S. Senate,,1,REP,Total Votes Cast,59
Mohave,202 White Hills,U.S. Senate,,1,REP,Overvotes,0
Mohave,202 White Hills,U.S. Senate,,1,REP,Undervotes,1
Mohave,202 White Hills,U.S. House,9,2,REP,Paul GOSAR,50
Mohave,202 White Hills,U.S. House,9,2,REP,Write-In Totals,1
Mohave,202 White Hills,U.S. House,9,2,REP,Total Votes Cast,51
Mohave,202 White Hills,U.S. House,9,2,REP,Overvotes,0
Mohave,202 White Hills,U.S. House,9,2,REP,Undervotes,9
Mohave,202 White Hills,State Senate,30,1,REP,Hildy ANGIUS,28
Mohave,202 White Hills,State Senate,30,1,REP,Ashley GERICH,12
Mohave,202 White Hills,State Senate,30,1,REP,Kimberly ZANON,14
Mohave,202 White Hills,State Senate,30,1,REP,Write-In Totals,1
Mohave,202 White Hills,State Senate,30,1,REP,Total Votes Cast,55
Mohave,202 White Hills,State Senate,30,1,REP,Overvotes,0
Mohave,202 White Hills,State Senate,30,1,REP,Undervotes,5
Mohave,202 White Hills,State House,30,2,REP,Leo BIASIUCCI,40
Mohave,202 White Hills,State House,30,2,REP,John GILLETTE,47
Mohave,202 White Hills,State House,30,2,REP,Write-In Totals,0
Mohave,202 White Hills,State House,30,2,REP,Total Votes Cast,87
Mohave,202 White Hills,State House,30,2,REP,Overvotes,0
Mohave,202 White Hills,State House,30,2,REP,Undervotes,33
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Rene LOPEZ,39
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,29
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Rachel WALDEN,39
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Write-In Totals,0
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Total Votes Cast,107
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Overvotes,0
Mohave,202 White Hills,Corporation Commissioner,,3,REP,Undervotes,73
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Bill ANDREWS,5
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Jennifer ESPOSITO,11
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Logan MARSH,6
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Don MARTIN,5
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Marcus NEAL,2
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Steven ROBINSON,7
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Marianne SALEM,16
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Gilbert SMABY,4
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Write-In Totals,0
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Total Votes Cast,56
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Overvotes,0
Mohave,202 White Hills,Board of Supervisors,4,1,REP,Undervotes,4
Mohave,202 White Hills,County Assessor,,1,REP,Becky FOSTER,18
Mohave,202 White Hills,County Assessor,,1,REP,Jeanne KENTCH,25
Mohave,202 White Hills,County Assessor,,1,REP,Rebecca MAIN LISKA,10
Mohave,202 White Hills,County Assessor,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County Assessor,,1,REP,Total Votes Cast,53
Mohave,202 White Hills,County Assessor,,1,REP,Overvotes,0
Mohave,202 White Hills,County Assessor,,1,REP,Undervotes,7
Mohave,202 White Hills,County Attorney,,1,REP,Matt SMITH,50
Mohave,202 White Hills,County Attorney,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County Attorney,,1,REP,Total Votes Cast,50
Mohave,202 White Hills,County Attorney,,1,REP,Overvotes,0
Mohave,202 White Hills,County Attorney,,1,REP,Undervotes,10
Mohave,202 White Hills,County Recorder,,1,REP,Lydia DURST,50
Mohave,202 White Hills,County Recorder,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County Recorder,,1,REP,Total Votes Cast,50
Mohave,202 White Hills,County Recorder,,1,REP,Overvotes,0
Mohave,202 White Hills,County Recorder,,1,REP,Undervotes,10
Mohave,202 White Hills,County School Superintendent,,1,REP,James BARBER,20
Mohave,202 White Hills,County School Superintendent,,1,REP,Gordon GROAT,7
Mohave,202 White Hills,County School Superintendent,,1,REP,John D. WARREN,23
Mohave,202 White Hills,County School Superintendent,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County School Superintendent,,1,REP,Total Votes Cast,50
Mohave,202 White Hills,County School Superintendent,,1,REP,Overvotes,0
Mohave,202 White Hills,County School Superintendent,,1,REP,Undervotes,10
Mohave,202 White Hills,County Sheriff,,1,REP,Mike GANNUSCIO,31
Mohave,202 White Hills,County Sheriff,,1,REP,Doug SCHUSTER,26
Mohave,202 White Hills,County Sheriff,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County Sheriff,,1,REP,Total Votes Cast,57
Mohave,202 White Hills,County Sheriff,,1,REP,Overvotes,0
Mohave,202 White Hills,County Sheriff,,1,REP,Undervotes,3
Mohave,202 White Hills,Superior Court Judge,5,1,REP,Rick A. WILLIAMS,50
Mohave,202 White Hills,Superior Court Judge,5,1,REP,Write-In Totals,0
Mohave,202 White Hills,Superior Court Judge,5,1,REP,Total Votes Cast,50
Mohave,202 White Hills,Superior Court Judge,5,1,REP,Overvotes,0
Mohave,202 White Hills,Superior Court Judge,5,1,REP,Undervotes,10
Mohave,202 White Hills,County Treasurer,,1,REP,SueAnn MELLO,52
Mohave,202 White Hills,County Treasurer,,1,REP,Write-In Totals,0
Mohave,202 White Hills,County Treasurer,,1,REP,Total Votes Cast,52
Mohave,202 White Hills,County Treasurer,,1,REP,Overvotes,0
Mohave,202 White Hills,County Treasurer,,1,REP,Undervotes,8
Mohave,202 White Hills,U.S. Senate,,1,DEM,Rubin GALLEGO,13
Mohave,202 White Hills,U.S. Senate,,1,DEM,Write-In Totals,0
Mohave,202 White Hills,U.S. Senate,,1,DEM,Total Votes Cast,13
Mohave,202 White Hills,U.S. Senate,,1,DEM,Overvotes,0
Mohave,202 White Hills,U.S. Senate,,1,DEM,Undervotes,0
Mohave,202 White Hills,U.S. House,9,1,DEM,Quacy SMITH,13
Mohave,202 White Hills,U.S. House,9,1,DEM,Write-In Totals,0
Mohave,202 White Hills,U.S. House,9,1,DEM,Total Votes Cast,13
Mohave,202 White Hills,U.S. House,9,1,DEM,Overvotes,0
Mohave,202 White Hills,U.S. House,9,1,DEM,Undervotes,0
Mohave,202 White Hills,State Senate,30,1,DEM,J'aime MORGAINE,13
Mohave,202 White Hills,State Senate,30,1,DEM,Write-In Totals,0
Mohave,202 White Hills,State Senate,30,1,DEM,Total Votes Cast,13
Mohave,202 White Hills,State Senate,30,1,DEM,Overvotes,0
Mohave,202 White Hills,State Senate,30,1,DEM,Undervotes,0
Mohave,202 White Hills,State House,30,2,DEM,Monica TIMBERLAKE,13
Mohave,202 White Hills,State House,30,2,DEM,Write-In Totals,0
Mohave,202 White Hills,State House,30,2,DEM,Total Votes Cast,13
Mohave,202 White Hills,State House,30,2,DEM,Overvotes,0
Mohave,202 White Hills,State House,30,2,DEM,Undervotes,13
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,8
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Jonathon HILL,6
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Joshua POLACHECK,7
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Write-In Totals,0
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Total Votes Cast,21
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Overvotes,0
Mohave,202 White Hills,Corporation Commissioner,,3,DEM,Undervotes,18
Mohave,202 White Hills,Board of Supervisors,4,1,DEM,Lisa PICKARD,12
Mohave,202 White Hills,Board of Supervisors,4,1,DEM,Write-In Totals,1
Mohave,202 White Hills,Board of Supervisors,4,1,DEM,Total Votes Cast,13
Mohave,202 White Hills,Board of Supervisors,4,1,DEM,Overvotes,0
Mohave,202 White Hills,Board of Supervisors,4,1,DEM,Undervotes,0
Mohave,202 White Hills,County Assessor,,1,DEM,Write-In Totals,4
Mohave,202 White Hills,County Assessor,,1,DEM,Total Votes Cast,4
Mohave,202 White Hills,County Assessor,,1,DEM,Overvotes,0
Mohave,202 White Hills,County Assessor,,1,DEM,Undervotes,9
Mohave,202 White Hills,County Attorney,,1,DEM,Write-In Totals,3
Mohave,202 White Hills,County Attorney,,1,DEM,Total Votes Cast,3
Mohave,202 White Hills,County Attorney,,1,DEM,Overvotes,0
Mohave,202 White Hills,County Attorney,,1,DEM,Undervotes,10
Mohave,202 White Hills,County Recorder,,1,DEM,Write-In Totals,5
Mohave,202 White Hills,County Recorder,,1,DEM,Total Votes Cast,5
Mohave,202 White Hills,County Recorder,,1,DEM,Overvotes,0
Mohave,202 White Hills,County Recorder,,1,DEM,Undervotes,8
Mohave,202 White Hills,County School Superintendent,,1,DEM,Write-In Totals,5
Mohave,202 White Hills,County School Superintendent,,1,DEM,Total Votes Cast,5
Mohave,202 White Hills,County School Superintendent,,1,DEM,Overvotes,0
Mohave,202 White Hills,County School Superintendent,,1,DEM,Undervotes,8
Mohave,202 White Hills,County Sheriff,,1,DEM,Write-In Totals,5
Mohave,202 White Hills,County Sheriff,,1,DEM,Total Votes Cast,5
Mohave,202 White Hills,County Sheriff,,1,DEM,Overvotes,0
Mohave,202 White Hills,County Sheriff,,1,DEM,Undervotes,8
Mohave,202 White Hills,Superior Court Judge,5,1,DEM,Write-In Totals,4
Mohave,202 White Hills,Superior Court Judge,5,1,DEM,Total Votes Cast,4
Mohave,202 White Hills,Superior Court Judge,5,1,DEM,Overvotes,0
Mohave,202 White Hills,Superior Court Judge,5,1,DEM,Undervotes,9
Mohave,202 White Hills,County Treasurer,,1,DEM,Write-In Totals,4
Mohave,202 White Hills,County Treasurer,,1,DEM,Total Votes Cast,4
Mohave,202 White Hills,County Treasurer,,1,DEM,Overvotes,0
Mohave,202 White Hills,County Treasurer,,1,DEM,Undervotes,9
Mohave,202 White Hills,U.S. Senate,,1,LBT,Write-In Totals,0
Mohave,202 White Hills,U.S. Senate,,1,LBT,Total Votes Cast,0
Mohave,202 White Hills,U.S. Senate,,1,LBT,Overvotes,0
Mohave,202 White Hills,U.S. Senate,,1,LBT,Undervotes,0
Mohave,202 White Hills,U.S. House,9,1,LBT,Write-In Totals,0
Mohave,202 White Hills,U.S. House,9,1,LBT,Total Votes Cast,0
Mohave,202 White Hills,U.S. House,9,1,LBT,Overvotes,0
Mohave,202 White Hills,U.S. House,9,1,LBT,Undervotes,0
Mohave,202 White Hills,State Senate,30,1,LBT,Write-In Totals,0
Mohave,202 White Hills,State Senate,30,1,LBT,Total Votes Cast,0
Mohave,202 White Hills,State Senate,30,1,LBT,Overvotes,0
Mohave,202 White Hills,State Senate,30,1,LBT,Undervotes,0
Mohave,202 White Hills,State House,30,2,LBT,Write-In Totals,0
Mohave,202 White Hills,State House,30,2,LBT,Total Votes Cast,0
Mohave,202 White Hills,State House,30,2,LBT,Overvotes,0
Mohave,202 White Hills,State House,30,2,LBT,Undervotes,0
Mohave,202 White Hills,Corporation Commissioner,,3,LBT,Write-In Totals,0
Mohave,202 White Hills,Corporation Commissioner,,3,LBT,Total Votes Cast,0
Mohave,202 White Hills,Corporation Commissioner,,3,LBT,Overvotes,0
Mohave,202 White Hills,Corporation Commissioner,,3,LBT,Undervotes,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Michael NORTON,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Write-In Totals,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Total Votes Cast,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Overvotes,0
Mohave,202 White Hills,U.S. Senate,,1,GRN,Undervotes,0
Mohave,202 White Hills,U.S. House,9,1,GRN,Write-In Totals,0
Mohave,202 White Hills,U.S. House,9,1,GRN,Total Votes Cast,0
Mohave,202 White Hills,U.S. House,9,1,GRN,Overvotes,0
Mohave,202 White Hills,U.S. House,9,1,GRN,Undervotes,0
