county,precinct,office,district,party,seats,candidate,votes
Navajo,12 JUNIPER,Superior Court Judge,3,REP,1,Write-In Totals,8
Navajo,12 JUNIPER,Superior Court Judge,3,REP,1,Total Votes Cast,572
Navajo,12 JUNIPER,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,12 JUNIPER,Superior Court Judge,3,REP,1,Undervotes,228
Navajo,12 JUNIPER,Superior Court Judge,4,REP,1,Write-In Totals,33
Navajo,12 JUNIPER,Superior Court Judge,4,REP,1,Total Votes Cast,33
Navajo,12 JUNIPER,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,12 JUNIPER,Superior Court Judge,4,REP,1,Undervotes,767
Navajo,12 JUNIPER,U.S. Senate,,DEM,1,Ruben GALLEGO,151
Navajo,12 JUNIPER,U.S. Senate,,DEM,1,Write-In Totals,1
Navajo,12 JUNIPER,U.S. Senate,,DEM,1,Total Votes Cast,152
Navajo,12 JUNIPER,U.S. Senate,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,U.S. Senate,,DEM,1,Undervotes,3
Navajo,12 JUNIPER,U.S. House,2,DEM,1,Jonathan NEZ,145
Navajo,12 JUNIPER,U.S. House,2,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,U.S. House,2,DEM,1,Total Votes Cast,145
Navajo,12 JUNIPER,U.S. House,2,DEM,1,Overvotes,0
Navajo,12 JUNIPER,U.S. House,2,DEM,1,Undervotes,10
Navajo,12 JUNIPER,State Senate,7,DEM,1,Haley CREIGHTON,74
Navajo,12 JUNIPER,State Senate,7,DEM,1,Roberto Apodaca REVELES,62
Navajo,12 JUNIPER,State Senate,7,DEM,1,Write-In Totals,1
Navajo,12 JUNIPER,State Senate,7,DEM,1,Total Votes Cast,137
Navajo,12 JUNIPER,State Senate,7,DEM,1,Overvotes,5
Navajo,12 JUNIPER,State Senate,7,DEM,1,Undervotes,13
Navajo,12 JUNIPER,State House,7,DEM,2,Kevin CHIQUETE,101
Navajo,12 JUNIPER,State House,7,DEM,2,Nancy HARTL,120
Navajo,12 JUNIPER,State House,7,DEM,2,Write-In Totals,0
Navajo,12 JUNIPER,State House,7,DEM,2,Total Votes Cast,221
Navajo,12 JUNIPER,State House,7,DEM,2,Overvotes,0
Navajo,12 JUNIPER,State House,7,DEM,2,Undervotes,89
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,121
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Jonathon HILL,115
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Joshua POLACHECK,104
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Write-In Totals,1
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Total Votes Cast,341
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,12 JUNIPER,Corporation Commissioner,,DEM,3,Undervotes,124
Navajo,12 JUNIPER,Board of Supervisors,3,DEM,1,Write-In Totals,17
Navajo,12 JUNIPER,Board of Supervisors,3,DEM,1,Total Votes Cast,17
Navajo,12 JUNIPER,Board of Supervisors,3,DEM,1,Overvotes,0
Navajo,12 JUNIPER,Board of Supervisors,3,DEM,1,Undervotes,138
Navajo,12 JUNIPER,County Attorney,,DEM,1,Brad CARLYON,137
Navajo,12 JUNIPER,County Attorney,,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,County Attorney,,DEM,1,Total Votes Cast,137
Navajo,12 JUNIPER,County Attorney,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County Attorney,,DEM,1,Undervotes,18
Navajo,12 JUNIPER,County Assessor,,DEM,1,Cammy DARRIS,145
Navajo,12 JUNIPER,County Assessor,,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,County Assessor,,DEM,1,Total Votes Cast,145
Navajo,12 JUNIPER,County Assessor,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County Assessor,,DEM,1,Undervotes,10
Navajo,12 JUNIPER,County Recorder,,DEM,1,Michael SAMPLE,140
Navajo,12 JUNIPER,County Recorder,,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,County Recorder,,DEM,1,Total Votes Cast,140
Navajo,12 JUNIPER,County Recorder,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County Recorder,,DEM,1,Undervotes,15
Navajo,12 JUNIPER,County School Superintendent,,DEM,1,Susan CASH,143
Navajo,12 JUNIPER,County School Superintendent,,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,County School Superintendent,,DEM,1,Total Votes Cast,143
Navajo,12 JUNIPER,County School Superintendent,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County School Superintendent,,DEM,1,Undervotes,12
Navajo,12 JUNIPER,County Sheriff,,DEM,1,Write-In Totals,22
Navajo,12 JUNIPER,County Sheriff,,DEM,1,Total Votes Cast,22
Navajo,12 JUNIPER,County Sheriff,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County Sheriff,,DEM,1,Undervotes,133
Navajo,12 JUNIPER,County Treasurer,,DEM,1,Kari HERNANDEZ-LOPEZ,141
Navajo,12 JUNIPER,County Treasurer,,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,County Treasurer,,DEM,1,Total Votes Cast,141
Navajo,12 JUNIPER,County Treasurer,,DEM,1,Overvotes,0
Navajo,12 JUNIPER,County Treasurer,,DEM,1,Undervotes,14
Navajo,12 JUNIPER,Superior Court Judge,2,DEM,1,Melinda HARDY,141
Navajo,12 JUNIPER,Superior Court Judge,2,DEM,1,Write-In Totals,0
Navajo,12 JUNIPER,Superior Court Judge,2,DEM,1,Total Votes Cast,141
Navajo,12 JUNIPER,Superior Court Judge,2,DEM,1,Overvotes,0
Navajo,12 JUNIPER,Superior Court Judge,2,DEM,1,Undervotes,14
Navajo,12 JUNIPER,Superior Court Judge,3,DEM,1,Write-In Totals,20
Navajo,12 JUNIPER,Superior Court Judge,3,DEM,1,Total Votes Cast,20
Navajo,12 JUNIPER,Superior Court Judge,3,DEM,1,Overvotes,0
Navajo,12 JUNIPER,Superior Court Judge,3,DEM,1,Undervotes,135
Navajo,12 JUNIPER,Superior Court Judge,4,DEM,1,Michala RUECHEL,137
Navajo,12 JUNIPER,Superior Court Judge,4,DEM,1,Write-In Totals,1
Navajo,12 JUNIPER,Superior Court Judge,4,DEM,1,Total Votes Cast,138
Navajo,12 JUNIPER,Superior Court Judge,4,DEM,1,Overvotes,0
Navajo,12 JUNIPER,Superior Court Judge,4,DEM,1,Undervotes,17
Navajo,12 JUNIPER,U.S. Senate,,LBT,1,Write-In Totals,0
Navajo,12 JUNIPER,U.S. Senate,,LBT,1,Total Votes Cast,0
Navajo,12 JUNIPER,U.S. Senate,,LBT,1,Overvotes,0
Navajo,12 JUNIPER,U.S. Senate,,LBT,1,Undervotes,2
Navajo,12 JUNIPER,U.S. House,2,LBT,1,Write-In Totals,0
Navajo,12 JUNIPER,U.S. House,2,LBT,1,Total Votes Cast,0
Navajo,12 JUNIPER,U.S. House,2,LBT,1,Overvotes,0
Navajo,12 JUNIPER,U.S. House,2,LBT,1,Undervotes,2
Navajo,12 JUNIPER,State Senate,7,LBT,1,Write-In Totals,0
Navajo,12 JUNIPER,State Senate,7,LBT,1,Total Votes Cast,0
Navajo,12 JUNIPER,State Senate,7,LBT,1,Overvotes,0
Navajo,12 JUNIPER,State Senate,7,LBT,1,Undervotes,2
Navajo,12 JUNIPER,State House,7,LBT,2,Write-In Totals,0
Navajo,12 JUNIPER,State House,7,LBT,2,Total Votes Cast,0
Navajo,12 JUNIPER,State House,7,LBT,2,Overvotes,0
Navajo,12 JUNIPER,State House,7,LBT,2,Undervotes,4
Navajo,12 JUNIPER,Corporation Commissioner,,LBT,3,Write-In Totals,0
Navajo,12 JUNIPER,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Navajo,12 JUNIPER,Corporation Commissioner,,LBT,3,Overvotes,0
Navajo,12 JUNIPER,Corporation Commissioner,,LBT,3,Undervotes,6
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Michael NORTON,0
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Write-In Totals,0
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Total Votes Cast,0
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Overvotes,0
Navajo,12 JUNIPER,U.S. Senate,,GRN,1,Undervotes,0
Navajo,12 JUNIPER,U.S. House,2,GRN,1,Write-In Totals,0
Navajo,12 JUNIPER,U.S. House,2,GRN,1,Total Votes Cast,0
Navajo,12 JUNIPER,U.S. House,2,GRN,1,Overvotes,0
Navajo,12 JUNIPER,U.S. House,2,GRN,1,Undervotes,0
Navajo,12 JUNIPER,State Senate,7,GRN,1,Write-In Totals,0
Navajo,12 JUNIPER,State Senate,7,GRN,1,Total Votes Cast,0
Navajo,12 JUNIPER,State Senate,7,GRN,1,Overvotes,0
Navajo,12 JUNIPER,State Senate,7,GRN,1,Undervotes,0
Navajo,12 JUNIPER,State House,7,GRN,2,Write-In Totals,0
Navajo,12 JUNIPER,State House,7,GRN,2,Total Votes Cast,0
Navajo,12 JUNIPER,State House,7,GRN,2,Overvotes,0
Navajo,12 JUNIPER,State House,7,GRN,2,Undervotes,0
Navajo,12 JUNIPER,Corporation Commissioner,,GRN,3,Write-In Totals,0
Navajo,12 JUNIPER,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Navajo,12 JUNIPER,Corporation Commissioner,,GRN,3,Overvotes,0
Navajo,12 JUNIPER,Corporation Commissioner,,GRN,3,Undervotes,0
Navajo,12 JUNIPER,No Labels Notice,,NOL,1,There are no candidates.,0
Navajo,12 JUNIPER,No Labels Notice,,NOL,1,Total Votes Cast,0
Navajo,12 JUNIPER,No Labels Notice,,NOL,1,Overvotes,0
Navajo,12 JUNIPER,No Labels Notice,,NOL,1,Undervotes,0
Navajo,12 JUNIPER,Mayor,Show Low,,1,"John LEECH, JR.",0
Navajo,12 JUNIPER,Mayor,Show Low,,1,Mike ALLSOP,0
Navajo,12 JUNIPER,Mayor,Show Low,,1,Write-In Totals,0
Navajo,12 JUNIPER,Mayor,Show Low,,1,Total Votes Cast,0
Navajo,12 JUNIPER,Mayor,Show Low,,1,Overvotes,0
Navajo,12 JUNIPER,Mayor,Show Low,,1,Undervotes,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Connie KAKAVAS,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Jon ADAMS,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Bryce JUDD,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Dawn WILSON-GOLDEN,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Kenny ALLEN,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Write-In Totals,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Total Votes Cast,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Overvotes,0
Navajo,12 JUNIPER,Council Member,Show Low,,3,Undervotes,0
Navajo,12 JUNIPER,Council Member,Taylor,,3,Jack BABB,1
Navajo,12 JUNIPER,Council Member,Taylor,,3,Kris NEFF,1
Navajo,12 JUNIPER,Council Member,Taylor,,3,Shawn PALMER,2
Navajo,12 JUNIPER,Council Member,Taylor,,3,April WILLIAMS,1
Navajo,12 JUNIPER,Council Member,Taylor,,3,Write-In Totals,0
Navajo,12 JUNIPER,Council Member,Taylor,,3,Total Votes Cast,5
Navajo,12 JUNIPER,Council Member,Taylor,,3,Overvotes,0
Navajo,12 JUNIPER,Council Member,Taylor,,3,Undervotes,1
Navajo,12 JUNIPER,PROPOSITION #435,,,1,YES,2
Navajo,12 JUNIPER,PROPOSITION #435,,,1,NO,0
Navajo,12 JUNIPER,PROPOSITION #435,,,1,Total Votes Cast,2
Navajo,12 JUNIPER,PROPOSITION #435,,,1,Overvotes,0
Navajo,12 JUNIPER,PROPOSITION #435,,,1,Undervotes,0
Navajo,13 MOGOLLON,Registered Voters - Total,,,,,2861
Navajo,13 MOGOLLON,Registered Voters - Republican,,REP,,,1784
Navajo,13 MOGOLLON,Registered Voters - Democratic,,DEM,,,348
Navajo,13 MOGOLLON,Registered Voters - Libertarian,,LBT,,,15
Navajo,13 MOGOLLON,Registered Voters - Green,,GRN,,,1
Navajo,13 MOGOLLON,Registered Voters - No Labels Party,,NOL,,,23
Navajo,13 MOGOLLON,Registered Voters - Nonpartisan,,Nonpartisan,,,690
Navajo,13 MOGOLLON,Ballots Cast - Total,,,,,1308
Navajo,13 MOGOLLON,Ballots Cast - Republican,,REP,,,1101
Navajo,13 MOGOLLON,Ballots Cast - Democratic,,DEM,,,207
Navajo,13 MOGOLLON,Ballots Cast - Libertarian,,LBT,,,0
Navajo,13 MOGOLLON,Ballots Cast - Green,,GRN,,,0
Navajo,13 MOGOLLON,Ballots Cast - No Labels Party,,NOL,,,0
Navajo,13 MOGOLLON,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Navajo,13 MOGOLLON,Ballots Cast - Blank,,,,,1
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Kari LAKE,606
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Mark LAMB,466
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Elizabeth Jean REYE,25
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Write-In Totals,3
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Total Votes Cast,1100
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. Senate,,REP,1,Undervotes,1
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Eli CRANE,870
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Jack SMITH,169
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Write-In Totals,1
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Total Votes Cast,1040
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. House,2,REP,1,Undervotes,61
Navajo,13 MOGOLLON,State Senate,7,REP,1,David COOK,519
Navajo,13 MOGOLLON,State Senate,7,REP,1,Wendy ROGERS,544
Navajo,13 MOGOLLON,State Senate,7,REP,1,Write-In Totals,2
Navajo,13 MOGOLLON,State Senate,7,REP,1,Total Votes Cast,1065
Navajo,13 MOGOLLON,State Senate,7,REP,1,Overvotes,1
Navajo,13 MOGOLLON,State Senate,7,REP,1,Undervotes,35
Navajo,13 MOGOLLON,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",599
Navajo,13 MOGOLLON,State House,7,REP,2,Andrew COSTANZO,190
Navajo,13 MOGOLLON,State House,7,REP,2,John FILLMORE,203
Navajo,13 MOGOLLON,State House,7,REP,2,Barby INGLE,80
Navajo,13 MOGOLLON,State House,7,REP,2,David MARSHALL SR.,440
Navajo,13 MOGOLLON,State House,7,REP,2,Steven SLATON,270
Navajo,13 MOGOLLON,State House,7,REP,2,Write-In Totals,4
Navajo,13 MOGOLLON,State House,7,REP,2,Total Votes Cast,1786
Navajo,13 MOGOLLON,State House,7,REP,2,Overvotes,2
Navajo,13 MOGOLLON,State House,7,REP,2,Undervotes,414
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,604
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Rene LOPEZ,609
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Rachel WALDEN,737
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Write-In Totals,3
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Total Votes Cast,1953
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Overvotes,0
Navajo,13 MOGOLLON,Corporation Commissioner,,REP,3,Undervotes,1350
Navajo,13 MOGOLLON,Board of Supervisors,4,REP,1,Daryl SEYMORE,838
Navajo,13 MOGOLLON,Board of Supervisors,4,REP,1,Write-In Totals,3
Navajo,13 MOGOLLON,Board of Supervisors,4,REP,1,Total Votes Cast,841
Navajo,13 MOGOLLON,Board of Supervisors,4,REP,1,Overvotes,0
Navajo,13 MOGOLLON,Board of Supervisors,4,REP,1,Undervotes,260
Navajo,13 MOGOLLON,County Attorney,,REP,1,Write-In Totals,72
Navajo,13 MOGOLLON,County Attorney,,REP,1,Total Votes Cast,72
Navajo,13 MOGOLLON,County Attorney,,REP,1,Overvotes,0
Navajo,13 MOGOLLON,County Attorney,,REP,1,Undervotes,1029
Navajo,13 MOGOLLON,County Assessor,,REP,1,Mike MONTANDON,852
Navajo,13 MOGOLLON,County Assessor,,REP,1,Write-In Totals,2
Navajo,13 MOGOLLON,County Assessor,,REP,1,Total Votes Cast,854
Navajo,13 MOGOLLON,County Assessor,,REP,1,Overvotes,0
Navajo,13 MOGOLLON,County Assessor,,REP,1,Undervotes,247
Navajo,13 MOGOLLON,County Recorder,,REP,1,Timothy JORDON,833
Navajo,13 MOGOLLON,County Recorder,,REP,1,Write-In Totals,3
Navajo,13 MOGOLLON,County Recorder,,REP,1,Total Votes Cast,836
Navajo,13 MOGOLLON,County Recorder,,REP,1,Overvotes,0
Navajo,13 MOGOLLON,County Recorder,,REP,1,Undervotes,265
Navajo,13 MOGOLLON,County School Superintendent,,REP,1,Rachael LEWIS,834
Navajo,13 MOGOLLON,County School Superintendent,,REP,1,Write-In Totals,0
Navajo,13 MOGOLLON,County School Superintendent,,REP,1,Total Votes Cast,834
Navajo,13 MOGOLLON,County School Superintendent,,REP,1,Overvotes,0
Navajo,13 MOGOLLON,County School Superintendent,,REP,1,Undervotes,267
Navajo,13 MOGOLLON,County Sheriff,,REP,1,David CLOUSE,896
Navajo,13 MOGOLLON,County Sheriff,,REP,1,Write-In Totals,3
Navajo,13 MOGOLLON,County Sheriff,,REP,1,Total Votes Cast,899
Navajo,13 MOGOLLON,County Sheriff,,REP,1,Overvotes,1
Navajo,13 MOGOLLON,County Sheriff,,REP,1,Undervotes,201
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Danielle EARL,482
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Charles WEBBER,377
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Write-In Totals,2
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Total Votes Cast,861
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Overvotes,2
Navajo,13 MOGOLLON,County Treasurer,,REP,1,Undervotes,238
Navajo,13 MOGOLLON,Superior Court Judge,2,REP,1,Write-In Totals,60
Navajo,13 MOGOLLON,Superior Court Judge,2,REP,1,Total Votes Cast,60
Navajo,13 MOGOLLON,Superior Court Judge,2,REP,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,2,REP,1,Undervotes,1041
Navajo,13 MOGOLLON,Superior Court Judge,3,REP,1,Jon Helaman SALINE,779
Navajo,13 MOGOLLON,Superior Court Judge,3,REP,1,Write-In Totals,5
Navajo,13 MOGOLLON,Superior Court Judge,3,REP,1,Total Votes Cast,784
Navajo,13 MOGOLLON,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,3,REP,1,Undervotes,317
Navajo,13 MOGOLLON,Superior Court Judge,4,REP,1,Write-In Totals,54
Navajo,13 MOGOLLON,Superior Court Judge,4,REP,1,Total Votes Cast,54
Navajo,13 MOGOLLON,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,4,REP,1,Undervotes,1047
Navajo,13 MOGOLLON,U.S. Senate,,DEM,1,Ruben GALLEGO,196
Navajo,13 MOGOLLON,U.S. Senate,,DEM,1,Write-In Totals,3
Navajo,13 MOGOLLON,U.S. Senate,,DEM,1,Total Votes Cast,199
Navajo,13 MOGOLLON,U.S. Senate,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. Senate,,DEM,1,Undervotes,8
Navajo,13 MOGOLLON,U.S. House,2,DEM,1,Jonathan NEZ,181
Navajo,13 MOGOLLON,U.S. House,2,DEM,1,Write-In Totals,3
Navajo,13 MOGOLLON,U.S. House,2,DEM,1,Total Votes Cast,184
Navajo,13 MOGOLLON,U.S. House,2,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. House,2,DEM,1,Undervotes,23
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Haley CREIGHTON,104
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Roberto Apodaca REVELES,82
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Write-In Totals,2
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Total Votes Cast,188
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Overvotes,2
Navajo,13 MOGOLLON,State Senate,7,DEM,1,Undervotes,17
Navajo,13 MOGOLLON,State House,7,DEM,2,Kevin CHIQUETE,135
Navajo,13 MOGOLLON,State House,7,DEM,2,Nancy HARTL,161
Navajo,13 MOGOLLON,State House,7,DEM,2,Write-In Totals,5
Navajo,13 MOGOLLON,State House,7,DEM,2,Total Votes Cast,301
Navajo,13 MOGOLLON,State House,7,DEM,2,Overvotes,0
Navajo,13 MOGOLLON,State House,7,DEM,2,Undervotes,113
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,146
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Jonathon HILL,150
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Joshua POLACHECK,126
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Write-In Totals,3
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Total Votes Cast,425
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,13 MOGOLLON,Corporation Commissioner,,DEM,3,Undervotes,196
Navajo,13 MOGOLLON,Board of Supervisors,4,DEM,1,Write-In Totals,22
Navajo,13 MOGOLLON,Board of Supervisors,4,DEM,1,Total Votes Cast,22
Navajo,13 MOGOLLON,Board of Supervisors,4,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,Board of Supervisors,4,DEM,1,Undervotes,185
Navajo,13 MOGOLLON,County Attorney,,DEM,1,Brad CARLYON,175
Navajo,13 MOGOLLON,County Attorney,,DEM,1,Write-In Totals,3
Navajo,13 MOGOLLON,County Attorney,,DEM,1,Total Votes Cast,178
Navajo,13 MOGOLLON,County Attorney,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County Attorney,,DEM,1,Undervotes,29
Navajo,13 MOGOLLON,County Assessor,,DEM,1,Cammy DARRIS,187
Navajo,13 MOGOLLON,County Assessor,,DEM,1,Write-In Totals,1
Navajo,13 MOGOLLON,County Assessor,,DEM,1,Total Votes Cast,188
Navajo,13 MOGOLLON,County Assessor,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County Assessor,,DEM,1,Undervotes,19
Navajo,13 MOGOLLON,County Recorder,,DEM,1,Michael SAMPLE,181
Navajo,13 MOGOLLON,County Recorder,,DEM,1,Write-In Totals,1
Navajo,13 MOGOLLON,County Recorder,,DEM,1,Total Votes Cast,182
Navajo,13 MOGOLLON,County Recorder,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County Recorder,,DEM,1,Undervotes,25
Navajo,13 MOGOLLON,County School Superintendent,,DEM,1,Susan CASH,185
Navajo,13 MOGOLLON,County School Superintendent,,DEM,1,Write-In Totals,1
Navajo,13 MOGOLLON,County School Superintendent,,DEM,1,Total Votes Cast,186
Navajo,13 MOGOLLON,County School Superintendent,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County School Superintendent,,DEM,1,Undervotes,21
Navajo,13 MOGOLLON,County Sheriff,,DEM,1,Write-In Totals,31
Navajo,13 MOGOLLON,County Sheriff,,DEM,1,Total Votes Cast,31
Navajo,13 MOGOLLON,County Sheriff,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County Sheriff,,DEM,1,Undervotes,176
Navajo,13 MOGOLLON,County Treasurer,,DEM,1,Kari HERNANDEZ-LOPEZ,186
Navajo,13 MOGOLLON,County Treasurer,,DEM,1,Write-In Totals,1
Navajo,13 MOGOLLON,County Treasurer,,DEM,1,Total Votes Cast,187
Navajo,13 MOGOLLON,County Treasurer,,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,County Treasurer,,DEM,1,Undervotes,20
Navajo,13 MOGOLLON,Superior Court Judge,2,DEM,1,Melinda HARDY,180
Navajo,13 MOGOLLON,Superior Court Judge,2,DEM,1,Write-In Totals,2
Navajo,13 MOGOLLON,Superior Court Judge,2,DEM,1,Total Votes Cast,182
Navajo,13 MOGOLLON,Superior Court Judge,2,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,2,DEM,1,Undervotes,25
Navajo,13 MOGOLLON,Superior Court Judge,3,DEM,1,Write-In Totals,26
Navajo,13 MOGOLLON,Superior Court Judge,3,DEM,1,Total Votes Cast,26
Navajo,13 MOGOLLON,Superior Court Judge,3,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,3,DEM,1,Undervotes,181
Navajo,13 MOGOLLON,Superior Court Judge,4,DEM,1,Michala RUECHEL,176
Navajo,13 MOGOLLON,Superior Court Judge,4,DEM,1,Write-In Totals,1
Navajo,13 MOGOLLON,Superior Court Judge,4,DEM,1,Total Votes Cast,177
Navajo,13 MOGOLLON,Superior Court Judge,4,DEM,1,Overvotes,0
Navajo,13 MOGOLLON,Superior Court Judge,4,DEM,1,Undervotes,30
Navajo,13 MOGOLLON,U.S. Senate,,LBT,1,Write-In Totals,0
Navajo,13 MOGOLLON,U.S. Senate,,LBT,1,Total Votes Cast,0
Navajo,13 MOGOLLON,U.S. Senate,,LBT,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. Senate,,LBT,1,Undervotes,0
Navajo,13 MOGOLLON,U.S. House,2,LBT,1,Write-In Totals,0
Navajo,13 MOGOLLON,U.S. House,2,LBT,1,Total Votes Cast,0
Navajo,13 MOGOLLON,U.S. House,2,LBT,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. House,2,LBT,1,Undervotes,0
Navajo,13 MOGOLLON,State Senate,7,LBT,1,Write-In Totals,0
Navajo,13 MOGOLLON,State Senate,7,LBT,1,Total Votes Cast,0
Navajo,13 MOGOLLON,State Senate,7,LBT,1,Overvotes,0
Navajo,13 MOGOLLON,State Senate,7,LBT,1,Undervotes,0
Navajo,13 MOGOLLON,State House,7,LBT,2,Write-In Totals,0
Navajo,13 MOGOLLON,State House,7,LBT,2,Total Votes Cast,0
Navajo,13 MOGOLLON,State House,7,LBT,2,Overvotes,0
Navajo,13 MOGOLLON,State House,7,LBT,2,Undervotes,0
Navajo,13 MOGOLLON,Corporation Commissioner,,LBT,3,Write-In Totals,0
Navajo,13 MOGOLLON,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Navajo,13 MOGOLLON,Corporation Commissioner,,LBT,3,Overvotes,0
Navajo,13 MOGOLLON,Corporation Commissioner,,LBT,3,Undervotes,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Michael NORTON,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Write-In Totals,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Total Votes Cast,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. Senate,,GRN,1,Undervotes,0
Navajo,13 MOGOLLON,U.S. House,2,GRN,1,Write-In Totals,0
Navajo,13 MOGOLLON,U.S. House,2,GRN,1,Total Votes Cast,0
Navajo,13 MOGOLLON,U.S. House,2,GRN,1,Overvotes,0
Navajo,13 MOGOLLON,U.S. House,2,GRN,1,Undervotes,0
