county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Yavapai,GRANITE (301.00),Registered Voters,,,,4878,4878,4878,4878
Yavapai,GRANITE (301.00),Ballots Cast,,,,2636,2510,124,2
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Kari LAKE,1105,1026,78,1
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Mark LAMB,784,752,32,0
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Elizabeth Jean REYE,108,106,2,0
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Write-In Totals,1,1,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Total Votes,1998,1885,112,1
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,REP,Undervotes,47,46,1,0
Yavapai,GRANITE (301.00),U.S. Senate,,DEM,Ruben GALLEGO,579,568,10,1
Yavapai,GRANITE (301.00),U.S. Senate,,DEM,Total Votes,579,568,10,1
Yavapai,GRANITE (301.00),U.S. Senate,,DEM,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,DEM,Undervotes,9,8,1,0
Yavapai,GRANITE (301.00),U.S. Senate,,LBT,Total Votes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,LBT,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,LBT,Undervotes,2,2,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Arturo HERNANDEZ,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Michael NORTON,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Write-In Totals,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Total Votes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. Senate,,GRN,Undervotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,REP,Eli CRANE,1556,1457,98,1
Yavapai,GRANITE (301.00),U.S. House,2,REP,Jack SMITH,384,370,14,0
Yavapai,GRANITE (301.00),U.S. House,2,REP,Total Votes,1940,1827,112,1
Yavapai,GRANITE (301.00),U.S. House,2,REP,Overvotes,7,7,0,0
Yavapai,GRANITE (301.00),U.S. House,2,REP,Undervotes,98,97,1,0
Yavapai,GRANITE (301.00),U.S. House,2,DEM,Jonathan NEZ,560,549,10,1
Yavapai,GRANITE (301.00),U.S. House,2,DEM,Total Votes,560,549,10,1
Yavapai,GRANITE (301.00),U.S. House,2,DEM,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,DEM,Undervotes,28,27,1,0
Yavapai,GRANITE (301.00),U.S. House,2,LBT,Total Votes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,LBT,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,LBT,Undervotes,2,2,0,0
Yavapai,GRANITE (301.00),U.S. House,2,GRN,Total Votes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,GRN,Overvotes,0,0,0,0
Yavapai,GRANITE (301.00),U.S. House,2,GRN,Undervotes,0,0,0,0
Yavapai,GRANITE (301.00),State Senate,1,REP,Ken BENNETT,915,885,30,0
Yavapai,GRANITE (301.00),State Senate,1,REP,Mark FINCHEM,753,688,64,1
Yavapai,GRANITE (301.00),State Senate,1,REP,Steve ZIPPERMAN,330,313,17,0
Yavapai,GRANITE (301.00),State Senate,1,REP,Total Votes,1998,1886,111,1
Yavapai,GRANITE (301.00),State Senate,1,REP,Overvotes,2,2,0,0
Yavapai,GRANITE (301.00),State Senate,1,REP,Undervotes,45,43,2,0
