county,office,district,party,candidate,votes,winner,write-in,notes
Maricopa,U.S. House,2,DEM,John Thrasher,23639,,,
Mohave,U.S. House,2,DEM,John Thrasher,3798,,,
Navajo,U.S. House,2,DEM,John Thrasher,224,,,
Yavapai,U.S. House,2,DEM,John Thrasher,0,,,
Coconino,U.S. House,2,LBT,Powell Gammill,1,,,
La Paz,U.S. House,2,LBT,Powell Gammill,0,,,
Maricopa,U.S. House,2,LBT,Powell Gammill,159,,,
Mohave,U.S. House,2,LBT,Powell Gammill,35,,,
Navajo,U.S. House,2,LBT,Powell Gammill,4,,,
Yavapai,U.S. House,2,LBT,Powell Gammill,0,,,
Coconino,U.S. House,2,REP,Trent Franks,24,,,
La Paz,U.S. House,2,REP,Trent Franks,2,,,
Maricopa,U.S. House,2,REP,Trent Franks,47372,,,
Mohave,U.S. House,2,REP,Trent Franks,11255,,,
Navajo,U.S. House,2,REP,Trent Franks,54,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
Coconino,U.S. House,2,GRN,William Crum,0,,,
La Paz,U.S. House,2,GRN,William Crum,0,,,
Maricopa,U.S. House,2,GRN,William Crum,74,,,
Mohave,U.S. House,2,GRN,William Crum,38,,,
Navajo,U.S. House,2,GRN,William Crum,6,,,
Yavapai,U.S. House,2,GRN,William Crum,0,,,
Maricopa,U.S. House,3,DEM,Bob Lord,22554,,,
Maricopa,U.S. House,3,LBT,Michael Shoen,228,,,
Maricopa,U.S. House,3,REP,John Shadegg,43538,,,
Maricopa,U.S. House,4,DEM,Ed Pastor,18660,,,
Maricopa,U.S. House,4,LBT,Joe Cobb,156,,,
Maricopa,U.S. House,4,REP,Richard Grayson,8,,True,
Maricopa,U.S. House,4,REP,Don Karg,8073,,,
Maricopa,U.S. House,4,GRN,Rebecca DeWitt,71,,,
Maricopa,U.S. House,5,DEM,Harry Mitchell,25174,,,
Maricopa,U.S. House,5,LBT,Warren Severin,207,,,
Maricopa,U.S. House,5,REP,Mark Anderson,6539,,,
Maricopa,U.S. House,5,REP,Susan Bitter Smith,13212,,,
Maricopa,U.S. House,5,REP,Lee Gentry,706,,,
Maricopa,U.S. House,5,REP,Laura Knaperek,7523,,,
Maricopa,U.S. House,5,REP,Jim Ogsbury,6042,,,
Maricopa,U.S. House,5,REP,David Schweikert,14233,,,
Maricopa,U.S. House,6,DEM,Chris Gramazio,4796,,,
Pinal,U.S. House,6,DEM,Chris Gramazio,772,,,
Maricopa,U.S. House,6,DEM,Rebecca Schneider,13608,,,
Pinal,U.S. House,6,DEM,Rebecca Schneider,2036,,,
Maricopa,U.S. House,6,LBT,Rick Biondi,159,,,
Pinal,U.S. House,6,LBT,Rick Biondi,16,,,
Maricopa,U.S. House,6,REP,Jeff Flake,47071,,,
Pinal,U.S. House,6,REP,Jeff Flake,4491,,,
La Paz,U.S. House,7,DEM,Raúl Grijalva,713,,,
Maricopa,U.S. House,7,DEM,Raúl Grijalva,2801,,,
Pima,U.S. House,7,DEM,Raúl Grijalva,17932,,,
Pinal,U.S. House,7,DEM,Raúl Grijalva,1140,,,
Santa Cruz,U.S. House,7,DEM,Raúl Grijalva,2722,,,
Yuma,U.S. House,7,DEM,Raúl Grijalva,5322,,,
La Paz,U.S. House,7,LBT,Raymond P Petrulsky,1,,True,
Maricopa,U.S. House,7,LBT,Raymond P Petrulsky,1,,True,
Pima,U.S. House,7,LBT,Raymond P Petrulsky,27,,True,
Pinal,U.S. House,7,LBT,Raymond P Petrulsky,2,,True,
Santa Cruz,U.S. House,7,LBT,Raymond P Petrulsky,1,,True,
Yuma,U.S. House,7,LBT,Raymond P Petrulsky,1,,True,
La Paz,U.S. House,7,REP,Gene Chewning,253,,,
Maricopa,U.S. House,7,REP,Gene Chewning,674,,,
Pima,U.S. House,7,REP,Gene Chewning,2592,,,
Pinal,U.S. House,7,REP,Gene Chewning,334,,,
Santa Cruz,U.S. House,7,REP,Gene Chewning,151,,,
Yuma,U.S. House,7,REP,Gene Chewning,1460,,,
La Paz,U.S. House,7,REP,Joseph Sweeney,843,,,
Maricopa,U.S. House,7,REP,Joseph Sweeney,1767,,,
Pima,U.S. House,7,REP,Joseph Sweeney,3728,,,
Pinal,U.S. House,7,REP,Joseph Sweeney,615,,,
Santa Cruz,U.S. House,7,REP,Joseph Sweeney,404,,,
Yuma,U.S. House,7,REP,Joseph Sweeney,3654,,,
Cochise,U.S. House,8,DEM,Gabrielle Giffords,6421,,,
Pima,U.S. House,8,DEM,Gabrielle Giffords,38384,,,
Pinal,U.S. House,8,DEM,Gabrielle Giffords,806,,,
Santa Cruz,U.S. House,8,DEM,Gabrielle Giffords,612,,,
Cochise,U.S. House,8,LBT,Paul Davis,10,,True,
Pima,U.S. House,8,LBT,Paul Davis,30,,True,
Pinal,U.S. House,8,LBT,Paul Davis,0,,True,
Santa Cruz,U.S. House,8,LBT,Paul Davis,0,,True,
Cochise,U.S. House,8,REP,Tim Bee,7176,,,
Pima,U.S. House,8,REP,Tim Bee,43340,,,
Pinal,U.S. House,8,REP,Tim Bee,1722,,,
Santa Cruz,U.S. House,8,REP,Tim Bee,433,,,
Coconino,State Senate,1,DEM,Pat Chancerelle,122,,True,
Yavapai,State Senate,1,DEM,Pat Chancerelle,915,,True,
Coconino,State Senate,1,REP,Tom O'Halleran,959,,,
Yavapai,State Senate,1,REP,Tom O'Halleran,11390,,,
Coconino,State Senate,1,REP,Steve Pierce,1070,,,
Yavapai,State Senate,1,REP,Steve Pierce,12687,,,
Apache,State Senate,2,DEM,Albert Hale,8382,,,
Coconino,State Senate,2,DEM,Albert Hale,5665,,,
Mohave,State Senate,2,DEM,Albert Hale,38,,,
Navajo,State Senate,2,DEM,Albert Hale,3492,,,
Yavapai,State Senate,2,DEM,Albert Hale,0,,,
Apache,State Senate,2,REP,Royce Jenkins,735,,,
Coconino,State Senate,2,REP,Royce Jenkins,1681,,,
Mohave,State Senate,2,REP,Royce Jenkins,4,,,
Navajo,State Senate,2,REP,Royce Jenkins,403,,,
Yavapai,State Senate,2,REP,Royce Jenkins,0,,,
Coconino,State Senate,3,DEM,Mary Landahl,300,,,
La Paz,State Senate,3,DEM,Mary Landahl,252,,,
Mohave,State Senate,3,DEM,Mary Landahl,3933,,,
Coconino,State Senate,3,REP,Ron Gould,328,,,
La Paz,State Senate,3,REP,Ron Gould,606,,,
Mohave,State Senate,3,REP,Ron Gould,11033,,,
Maricopa,State Senate,4,DEM,Robert Boehlke,9141,,,
Yavapai,State Senate,4,DEM,Robert Boehlke,1134,,,
Maricopa,State Senate,4,REP,Jack Harper,15722,,,
Yavapai,State Senate,4,REP,Jack Harper,2252,,,
Maricopa,State Senate,4,REP,John B. Zerby,7189,,,
Yavapai,State Senate,4,REP,John B. Zerby,755,,,
Apache,State Senate,5,DEM,Bill Jeffers,141,,True,
Coconino,State Senate,5,DEM,Bill Jeffers,0,,True,
Gila,State Senate,5,DEM,Bill Jeffers,899,,True,
Graham,State Senate,5,DEM,Bill Jeffers,268,,True,
Greenlee,State Senate,5,DEM,Bill Jeffers,192,,True,
Navajo,State Senate,5,DEM,Bill Jeffers,986,,True,
Pinal,State Senate,5,DEM,Bill Jeffers,0,,True,
Apache,State Senate,5,REP,Sylvia Tenney Allen,1068,,,
Coconino,State Senate,5,REP,Sylvia Tenney Allen,0,,,
Gila,State Senate,5,REP,Sylvia Tenney Allen,3061,,,
Graham,State Senate,5,REP,Sylvia Tenney Allen,2034,,,
Greenlee,State Senate,5,REP,Sylvia Tenney Allen,203,,,
Navajo,State Senate,5,REP,Sylvia Tenney Allen,3839,,,
Pinal,State Senate,5,REP,Sylvia Tenney Allen,0,,,
Maricopa,State Senate,6,DEM,Jim Larson,5570,,,
Maricopa,State Senate,6,REP,Pamela Gorman,11755,,,
Maricopa,State Senate,7,DEM,Lisa Black,5580,,,
Maricopa,State Senate,7,LBT,Dennis G. Grenier,56,,,
Maricopa,State Senate,7,REP,Jim Waring,12584,,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,17687,,,
Maricopa,State Senate,9,DEM,Karen Price,7718,,,
Maricopa,State Senate,9,REP,"Robert ""Bob"" Burns",12967,,,
Maricopa,State Senate,10,DEM,Martin Monroe,4931,,,
Maricopa,State Senate,10,REP,Linda Gray,7472,,,
Maricopa,State Senate,11,DEM,Ann Wallack,8665,,,
Maricopa,State Senate,11,REP,Barbara Leff,13827,,,
Maricopa,State Senate,12,DEM,Angela Cotera,7123,,,
Maricopa,State Senate,12,REP,John Nelson,12058,,,
Maricopa,State Senate,13,DEM,Richard Miranda,3772,,,
Maricopa,State Senate,14,DEM,Debbie McCune-Davis,3471,,,
Maricopa,State Senate,14,LBT,Mike Renzulli,5,,True,
Maricopa,State Senate,15,DEM,Ken Cheuvront,5670,,,
Maricopa,State Senate,16,DEM,Leah Landrum,6184,,,
Maricopa,State Senate,16,REP,Daniel J. Veres,1914,,,
Maricopa,State Senate,17,DEM,Meg Burton-Cahill,6406,,,
Maricopa,State Senate,17,REP,Jesse Hernandez,6486,,,
Maricopa,State Senate,18,DEM,Judah Nativio,2841,,,
Maricopa,State Senate,18,REP,Kevin Gibbons,2954,,,
Maricopa,State Senate,18,REP,Russell Pearce,6604,,,
Maricopa,State Senate,19,REP,Chuck Gray,13245,,,
Maricopa,State Senate,20,DEM,Ted Maish,5876,,,
Maricopa,State Senate,20,REP,John Huppenthal,11215,,,
Maricopa,State Senate,21,REP,Jay Tibshraeny,14001,,,
Maricopa,State Senate,22,REP,Joe Bedgood,2906,,,
Pinal,State Senate,22,REP,Joe Bedgood,270,,,
Maricopa,State Senate,22,REP,Eddie Farnsworth,5806,,,
Pinal,State Senate,22,REP,Eddie Farnsworth,787,,,
Maricopa,State Senate,22,REP,Thayer Verschoor,6435,,,
Pinal,State Senate,22,REP,Thayer Verschoor,732,,,
Gila,State Senate,23,DEM,Rebecca Rios,202,,,
Maricopa,State Senate,23,DEM,Rebecca Rios,626,,,
Pinal,State Senate,23,DEM,Rebecca Rios,9432,,,
Gila,State Senate,23,REP,André Campos,2,,,
Maricopa,State Senate,23,REP,André Campos,343,,,
Pinal,State Senate,23,REP,André Campos,6392,,,
La Paz,State Senate,24,DEM,Amanda Aguirre,463,,,
Yuma,State Senate,24,DEM,Amanda Aguirre,5553,,,
La Paz,State Senate,24,GRN,Jack Kretzer,3,,,
Yuma,State Senate,24,GRN,Jack Kretzer,35,,,
Cochise,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",4631,,,
Maricopa,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",186,,,
Pima,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",2788,,,
Pinal,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",168,,,
Santa Cruz,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",2509,,,
Cochise,State Senate,25,REP,Mary Ann Black,4382,,,
Maricopa,State Senate,25,REP,Mary Ann Black,252,,,
Pima,State Senate,25,REP,Mary Ann Black,2217,,,
Pinal,State Senate,25,REP,Mary Ann Black,201,,,
Santa Cruz,State Senate,25,REP,Mary Ann Black,516,,,
Pima,State Senate,26,DEM,Cheryl A. Cage,10655,,,
Pinal,State Senate,26,DEM,Cheryl A. Cage,720,,,
Pima,State Senate,26,REP,Pete Hershberger,8341,,,
Pinal,State Senate,26,REP,Pete Hershberger,516,,,
Pima,State Senate,26,REP,Al Melvin,8724,,,
Pinal,State Senate,26,REP,Al Melvin,1407,,,
Pima,State Senate,27,DEM,Jorge Luis Garcia,9788,,,
Pima,State Senate,27,REP,Bob Westerman,3859,,,
Pima,State Senate,28,DEM,Paula Aboud,11687,,,
Pima,State Senate,28,REP,(John,19,,,
Pima,State Senate,29,DEM,Linda Lopez,7874,,,
Cochise,State Senate,30,DEM,Georgette W. Valle,1350,,,
Pima,State Senate,30,DEM,Georgette W. Valle,10125,,,
Santa Cruz,State Senate,30,DEM,Georgette W. Valle,487,,,
Cochise,State Senate,30,REP,Jonathan Paton,2437,,,
Pima,State Senate,30,REP,Jonathan Paton,16177,,,
Santa Cruz,State Senate,30,REP,Jonathan Paton,381,,,
Coconino,State House,1,DEM,Ed Gogek,46,,True,
Yavapai,State House,1,DEM,Ed Gogek,255,,True,
Coconino,State House,1,DEM,Dennis Grittner,93,,True,
Yavapai,State House,1,DEM,Dennis Grittner,917,,True,
Coconino,State House,1,REP,Lucy Mason,1344,,,
Yavapai,State House,1,REP,Lucy Mason,17853,,,
Coconino,State House,1,REP,Andy Tobin,1259,,,
Yavapai,State House,1,REP,Andy Tobin,15764,,,
Apache,State House,2,DEM,Tom Chabin,2536,,,
Coconino,State House,2,DEM,Tom Chabin,4289,,,
Mohave,State House,2,DEM,Tom Chabin,16,,,
Navajo,State House,2,DEM,Tom Chabin,1132,,,
Yavapai,State House,2,DEM,Tom Chabin,0,,,
Apache,State House,2,DEM,Christopher Clark Deschene,7130,,,
Coconino,State House,2,DEM,Christopher Clark Deschene,3115,,,
Mohave,State House,2,DEM,Christopher Clark Deschene,28,,,
Navajo,State House,2,DEM,Christopher Clark Deschene,2926,,,
Yavapai,State House,2,DEM,Christopher Clark Deschene,0,,,
Apache,State House,2,DEM,Mark Haughwout,1349,,,
Coconino,State House,2,DEM,Mark Haughwout,1729,,,
Mohave,State House,2,DEM,Mark Haughwout,13,,,
Navajo,State House,2,DEM,Mark Haughwout,558,,,
Yavapai,State House,2,DEM,Mark Haughwout,0,,,
Apache,State House,2,DEM,Jolene Tom,63,,True,
Coconino,State House,2,DEM,Jolene Tom,4,,True,
Mohave,State House,2,DEM,Jolene Tom,0,,True,
Navajo,State House,2,DEM,Jolene Tom,18,,True,
Yavapai,State House,2,DEM,Jolene Tom,0,,True,
Coconino,State House,3,DEM,Pamela Durbin,285,,,
La Paz,State House,3,DEM,Pamela Durbin,244,,,
Mohave,State House,3,DEM,Pamela Durbin,3824,,,
Coconino,State House,3,REP,Doris Goodale,137,,,
La Paz,State House,3,REP,Doris Goodale,273,,,
Mohave,State House,3,REP,Doris Goodale,7177,,,
Coconino,State House,3,REP,Trish Groe,171,,,
La Paz,State House,3,REP,Trish Groe,347,,,
Mohave,State House,3,REP,Trish Groe,5876,,,
Coconino,State House,3,REP,Nancy McLain,284,,,
La Paz,State House,3,REP,Nancy McLain,410,,,
Mohave,State House,3,REP,Nancy McLain,7983,,,
Maricopa,State House,4,DEM,Sue Dolphin,7959,,,
Yavapai,State House,4,DEM,Sue Dolphin,993,,,
Maricopa,State House,4,DEM,Paula S. Forster,7448,,,
Yavapai,State House,4,DEM,Paula S. Forster,869,,,
Maricopa,State House,4,REP,Tom Boone,16335,,,
Yavapai,State House,4,REP,Tom Boone,2072,,,
Maricopa,State House,4,REP,Judy M. Burges,17537,,,
Yavapai,State House,4,REP,Judy M. Burges,2311,,,
Apache,State House,5,DEM,Jack A. Brown,1706,,,
Coconino,State House,5,DEM,Jack A. Brown,0,,,
Gila,State House,5,DEM,Jack A. Brown,4234,,,
Graham,State House,5,DEM,Jack A. Brown,2131,,,
Greenlee,State House,5,DEM,Jack A. Brown,989,,,
Navajo,State House,5,DEM,Jack A. Brown,3055,,,
Pinal,State House,5,DEM,Jack A. Brown,0,,,
Apache,State House,5,DEM,David Rodriguez,6,,True,
Coconino,State House,5,DEM,David Rodriguez,0,,True,
Gila,State House,5,DEM,David Rodriguez,10,,True,
Graham,State House,5,DEM,David Rodriguez,3,,True,
Greenlee,State House,5,DEM,David Rodriguez,0,,True,
Navajo,State House,5,DEM,David Rodriguez,9,,True,
Pinal,State House,5,DEM,David Rodriguez,0,,True,
Apache,State House,5,REP,Barbara G. Brewer,741,,,
Coconino,State House,5,REP,Barbara G. Brewer,0,,,
Gila,State House,5,REP,Barbara G. Brewer,2000,,,
Graham,State House,5,REP,Barbara G. Brewer,1289,,,
Greenlee,State House,5,REP,Barbara G. Brewer,125,,,
Navajo,State House,5,REP,Barbara G. Brewer,2564,,,
Pinal,State House,5,REP,Barbara G. Brewer,0,,,
Apache,State House,5,REP,Bill Konopnicki,947,,,
Coconino,State House,5,REP,Bill Konopnicki,0,,,
Gila,State House,5,REP,Bill Konopnicki,2915,,,
Graham,State House,5,REP,Bill Konopnicki,2099,,,
Greenlee,State House,5,REP,Bill Konopnicki,205,,,
Navajo,State House,5,REP,Bill Konopnicki,3209,,,
Pinal,State House,5,REP,Bill Konopnicki,0,,,
Apache,State House,5,REP,Delbert D. Lambson,18,,True,
Coconino,State House,5,REP,Delbert D. Lambson,0,,True,
Gila,State House,5,REP,Delbert D. Lambson,3,,True,
Graham,State House,5,REP,Delbert D. Lambson,0,,True,
Greenlee,State House,5,REP,Delbert D. Lambson,0,,True,
Navajo,State House,5,REP,Delbert D. Lambson,9,,True,
Pinal,State House,5,REP,Delbert D. Lambson,0,,True,
Maricopa,State House,6,DEM,Teri Conrad,4751,,,
Maricopa,State House,6,DEM,Jack Doody,4186,,,
Maricopa,State House,6,REP,Tony Bouie,4505,,,
Maricopa,State House,6,REP,Sam Crump,9503,,,
Maricopa,State House,6,REP,Carl Seel,7692,,,
Maricopa,State House,7,DEM,Jeanne Lunn,5396,,,
Maricopa,State House,7,LBT,James Iannuzo,58,,,
Maricopa,State House,7,REP,Ray Barnes,9533,,,
Maricopa,State House,7,REP,Nancy Barto,10689,,,
Maricopa,State House,8,DEM,Stephanie Rimmer,6817,,,
Maricopa,State House,8,REP,John Kavanagh,14532,,,
Maricopa,State House,8,REP,Michele Reagan,15501,,,
Maricopa,State House,9,DEM,Shawn Hutchinson,6139,,,
Maricopa,State House,9,DEM,Sheri Van Horsen,6508,,,
Maricopa,State House,9,REP,Debbie Lesko,10902,,,
Maricopa,State House,9,REP,Rick Murphy,10143,,,
Maricopa,State House,10,DEM,Leonard Clark,2064,,,
Maricopa,State House,10,DEM,Lamont Lovejoy,2453,,,
Maricopa,State House,10,DEM,Jackie Thrasher,4461,,,
Maricopa,State House,10,LBT,Scott Gibson,53,,,
Maricopa,State House,10,REP,Doug Quelland,6143,,,
Maricopa,State House,10,REP,Jim Weiers,6614,,,
Maricopa,State House,10,GRN,Margarite Dale,18,,,
Maricopa,State House,11,DEM,Mark DeSimone,3644,,,Withdrew
Maricopa,State House,11,DEM,Jon Hulburd,35,,True,
Maricopa,State House,11,DEM,Eric Meyer,2841,,True,
Maricopa,State House,11,REP,Jon Altmann,10909,,,
Maricopa,State House,11,REP,Adam Driggs,11439,,,
Maricopa,State House,12,DEM,Eve Nuñez,5665,,,
Maricopa,State House,12,DEM,David Scanlon,5436,,,
Maricopa,State House,12,REP,Robert Blendu,6486,,,
Maricopa,State House,12,REP,Steve Montenegro,6967,,,
Maricopa,State House,12,REP,Jerry Weiers,9138,,,
Maricopa,State House,12,GRN,Celeste M. Castorena,32,,,
Maricopa,State House,13,DEM,Steve Gallardo,2823,,,
Maricopa,State House,13,DEM,Martha Garcia,3042,,,
Maricopa,State House,13,REP,Timothy Schwartz,1940,,,
Maricopa,State House,14,DEM,Chad Campbell,2544,,,
Maricopa,State House,14,DEM,Robert Meza,2765,,,
Maricopa,State House,14,DEM,John Valdez,1042,,,
Maricopa,State House,15,DEM,David Lujan,4860,,,
Maricopa,State House,15,DEM,Kyrsten Sinema,4708,,,
Maricopa,State House,15,REP,Ed Hedges,3339,,,
Maricopa,State House,16,DEM,"Cloves Campbell, Jr.",3155,,,
Maricopa,State House,16,DEM,Betty Doss Ware,2346,,,
Maricopa,State House,16,DEM,Ben Miranda,3571,,,
Maricopa,State House,16,DEM,"Jimmie Munoz, Jr.",2369,,,
Maricopa,State House,16,REP,Ronald Harders,1494,,,
Maricopa,State House,16,REP,Raymond Williams,1636,,,
Maricopa,State House,17,DEM,Ed Ableser,5523,,,
Maricopa,State House,17,DEM,David Schapira,5657,,,
Maricopa,State House,17,REP,Mark Thompson,6557,,,
Maricopa,State House,17,REP,Wes Waddle,4810,,,
Maricopa,State House,17,GRN,William Enzweiler,14,,True,
Maricopa,State House,18,DEM,Tammie Pursley,2936,,,
Maricopa,State House,18,REP,Cecil Ash,6185,,,
Maricopa,State House,18,REP,Steve Court,4020,,,
Maricopa,State House,18,REP,Kanani Henderson,1935,,,
Maricopa,State House,18,REP,Ron Middlebrook,3911,,,
Maricopa,State House,19,DEM,Kathy Romano,5424,,,
Maricopa,State House,19,LBT,Ty Lundell,4,,True,
Maricopa,State House,19,REP,Kirk Adams,10820,,,
Maricopa,State House,19,REP,Rich Crandall,11431,,,
Maricopa,State House,20,DEM,Rae Waters,5793,,,
Maricopa,State House,20,DEM,Michael Williams,145,,True,
Maricopa,State House,20,REP,Jeff Dial,6362,,,
Maricopa,State House,20,REP,John McComish,5860,,,
Maricopa,State House,20,REP,Frank Schmuck,5725,,,
Maricopa,State House,20,REP,Andy Swann,3482,,,
Maricopa,State House,21,DEM,Phil Hettmansperger,6305,,,
Maricopa,State House,21,REP,Warde V. Nichols,11090,,,
Maricopa,State House,21,REP,Steve Yarbrough,12920,,,
Maricopa,State House,22,DEM,Glenn Ray,4686,,,
Pinal,State House,22,DEM,Glenn Ray,900,,,
Maricopa,State House,22,REP,Adam Armer,4916,,,
Pinal,State House,22,REP,Adam Armer,548,,,
Maricopa,State House,22,REP,Andy Biggs,8664,,,
Pinal,State House,22,REP,Andy Biggs,1136,,,
Maricopa,State House,22,REP,Bob Brown,5337,,,
Pinal,State House,22,REP,Bob Brown,589,,,
Maricopa,State House,22,REP,Laurin Hendrix,6834,,,
Pinal,State House,22,REP,Laurin Hendrix,665,,,
Gila,State House,23,DEM,Dorian Bond,8,,,
Maricopa,State House,23,DEM,Dorian Bond,152,,,
Pinal,State House,23,DEM,Dorian Bond,1756,,,
Gila,State House,23,DEM,Ernest Bustamante,197,,,
Maricopa,State House,23,DEM,Ernest Bustamante,346,,,
Pinal,State House,23,DEM,Ernest Bustamante,5213,,,
Gila,State House,23,DEM,Barbara McGuire,158,,,
Maricopa,State House,23,DEM,Barbara McGuire,349,,,
Pinal,State House,23,DEM,Barbara McGuire,5910,,,
Gila,State House,23,DEM,Krista Pacion,25,,,
Maricopa,State House,23,DEM,Krista Pacion,232,,,
Pinal,State House,23,DEM,Krista Pacion,4253,,,
Gila,State House,23,DEM,Emily Verdugo-Aldrich,0,,True,
Maricopa,State House,23,DEM,Emily Verdugo-Aldrich,0,,True,
Pinal,State House,23,DEM,Emily Verdugo-Aldrich,59,,True,
Gila,State House,23,REP,John Fillmore,2,,,
Maricopa,State House,23,REP,John Fillmore,292,,,
Pinal,State House,23,REP,John Fillmore,5519,,,
Gila,State House,23,REP,Frank Pratt,1,,,
