county,office,district,party,candidate,votes,winner,write-in,notes
Apache,President,,DEM,Barack Obama,15390,,,
Cochise,President,,DEM,Barack Obama,18943,,,
Coconino,President,,DEM,Barack Obama,31433,,,
Gila,President,,DEM,Barack Obama,7884,,,
Graham,President,,DEM,Barack Obama,3487,,,
Greenlee,President,,DEM,Barack Obama,1165,,,
La Paz,President,,DEM,Barack Obama,1929,,,
Maricopa,President,,DEM,Barack Obama,602166,,,
Mohave,President,,DEM,Barack Obama,22092,,,
Navajo,President,,DEM,Barack Obama,15579,,,
Pima,President,,DEM,Barack Obama,206254,,,
Pinal,President,,DEM,Barack Obama,44254,,,
Santa Cruz,President,,DEM,Barack Obama,8683,,,
Yavapai,President,,DEM,Barack Obama,36889,,,
Yuma,President,,DEM,Barack Obama,18559,,,
,President,,DEM,Barack Obama,1034707,,,
Apache,President,,GRN,Cynthia McKinney,75,,,
Cochise,President,,GRN,Cynthia McKinney,90,,,
Coconino,President,,GRN,Cynthia McKinney,117,,,
Gila,President,,GRN,Cynthia McKinney,31,,,
Graham,President,,GRN,Cynthia McKinney,23,,,
Greenlee,President,,GRN,Cynthia McKinney,3,,,
La Paz,President,,GRN,Cynthia McKinney,14,,,
Maricopa,President,,GRN,Cynthia McKinney,1799,,,
Mohave,President,,GRN,Cynthia McKinney,111,,,
Navajo,President,,GRN,Cynthia McKinney,70,,,
Pima,President,,GRN,Cynthia McKinney,683,,,
Pinal,President,,GRN,Cynthia McKinney,116,,,
Santa Cruz,President,,GRN,Cynthia McKinney,17,,,
Yavapai,President,,GRN,Cynthia McKinney,185,,,
Yuma,President,,GRN,Cynthia McKinney,72,,,
,President,,GRN,Cynthia McKinney,3406,,,
Apache,President,,LBT,Bob Barr,111,,,
Cochise,President,,LBT,Bob Barr,371,,,
Coconino,President,,LBT,Bob Barr,267,,,
Gila,President,,LBT,Bob Barr,150,,,
Graham,President,,LBT,Bob Barr,60,,,
Greenlee,President,,LBT,Bob Barr,16,,,
La Paz,President,,LBT,Bob Barr,39,,,
Maricopa,President,,LBT,Bob Barr,7605,,,
Mohave,President,,LBT,Bob Barr,433,,,
Navajo,President,,LBT,Bob Barr,158,,,
Pima,President,,LBT,Bob Barr,1923,,,
Pinal,President,,LBT,Bob Barr,530,,,
Santa Cruz,President,,LBT,Bob Barr,49,,,
Yavapai,President,,LBT,Bob Barr,638,,,
Yuma,President,,LBT,Bob Barr,205,,,
,President,,LBT,Bob Barr,12555,,,
Apache,President,,REP,John McCain,8551,,,
Cochise,President,,REP,John McCain,29026,,,
Coconino,President,,REP,John McCain,22186,,,
Gila,President,,REP,John McCain,14095,,,
Graham,President,,REP,John McCain,8376,,,
Greenlee,President,,REP,John McCain,1712,,,
La Paz,President,,REP,John McCain,3509,,,
Maricopa,President,,REP,John McCain,746448,,,
Mohave,President,,REP,John McCain,44333,,,
Navajo,President,,REP,John McCain,19761,,,
Pima,President,,REP,John McCain,182406,,,
Pinal,President,,REP,John McCain,59421,,,
Santa Cruz,President,,REP,John McCain,4518,,,
Yavapai,President,,REP,John McCain,61192,,,
Yuma,President,,REP,John McCain,24577,,,
,President,,REP,John McCain,1230111,True,,
Apache,President,,NONE,Ralph Nader,109,,,
Cochise,President,,NONE,Ralph Nader,356,,,
Coconino,President,,NONE,Ralph Nader,309,,,
Gila,President,,NONE,Ralph Nader,156,,,
Graham,President,,NONE,Ralph Nader,56,,,
Greenlee,President,,NONE,Ralph Nader,17,,,
La Paz,President,,NONE,Ralph Nader,53,,,
Maricopa,President,,NONE,Ralph Nader,6095,,,
Mohave,President,,NONE,Ralph Nader,561,,,
Navajo,President,,NONE,Ralph Nader,182,,,
Pima,President,,NONE,Ralph Nader,1995,,,
Pinal,President,,NONE,Ralph Nader,562,,,
Santa Cruz,President,,NONE,Ralph Nader,35,,,
Yavapai,President,,NONE,Ralph Nader,638,,,
Yuma,President,,NONE,Ralph Nader,177,,,
,President,,NONE,Ralph Nader,11301,,,
Apache,President,,Write-In,Jonathan Allen,0,,True,
Cochise,President,,Write-In,Jonathan Allen,0,,True,
Coconino,President,,Write-In,Jonathan Allen,1,,True,
Gila,President,,Write-In,Jonathan Allen,0,,True,
Graham,President,,Write-In,Jonathan Allen,0,,True,
Greenlee,President,,Write-In,Jonathan Allen,0,,True,
La Paz,President,,Write-In,Jonathan Allen,0,,True,
Maricopa,President,,Write-In,Jonathan Allen,5,,True,
Mohave,President,,Write-In,Jonathan Allen,0,,True,
Navajo,President,,Write-In,Jonathan Allen,0,,True,
Pima,President,,Write-In,Jonathan Allen,1,,True,
Pinal,President,,Write-In,Jonathan Allen,0,,True,
Santa Cruz,President,,Write-In,Jonathan Allen,0,,True,
Yavapai,President,,Write-In,Jonathan Allen,0,,True,
Yuma,President,,Write-In,Jonathan Allen,1,,True,
,President,,Write-In,Jonathan Allen,8,,True,
Apache,President,,Write-In,Chuck Baldwin,26,,True,
Cochise,President,,Write-In,Chuck Baldwin,34,,True,
Coconino,President,,Write-In,Chuck Baldwin,31,,True,
Gila,President,,Write-In,Chuck Baldwin,17,,True,
Graham,President,,Write-In,Chuck Baldwin,5,,True,
Greenlee,President,,Write-In,Chuck Baldwin,0,,True,
La Paz,President,,Write-In,Chuck Baldwin,8,,True,
Maricopa,President,,Write-In,Chuck Baldwin,832,,True,
Mohave,President,,Write-In,Chuck Baldwin,75,,True,
Navajo,President,,Write-In,Chuck Baldwin,50,,True,
Pima,President,,Write-In,Chuck Baldwin,162,,True,
