county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P12,County Assessor,,DEM,"ALEXANDRE, DAVID",526,454,5,57,10
Yuma,P13,County Assessor,,DEM,"ALEXANDRE, DAVID",691,590,10,84,7
Yuma,P14,County Assessor,,DEM,"ALEXANDRE, DAVID",201,169,3,26,3
Yuma,P15,County Assessor,,DEM,"ALEXANDRE, DAVID",782,680,13,75,14
Yuma,P16,County Assessor,,DEM,"ALEXANDRE, DAVID",670,580,8,68,14
Yuma,P17,County Assessor,,DEM,"ALEXANDRE, DAVID",806,692,8,77,29
Yuma,P18,County Assessor,,DEM,"ALEXANDRE, DAVID",48,38,1,9,0
Yuma,P19,County Assessor,,DEM,"ALEXANDRE, DAVID",51,44,1,6,0
Yuma,P20,County Assessor,,DEM,"ALEXANDRE, DAVID",494,414,6,63,11
Yuma,P21,County Assessor,,DEM,"ALEXANDRE, DAVID",0,0,0,0,0
Yuma,P22,County Assessor,,DEM,"ALEXANDRE, DAVID",798,696,8,75,19
Yuma,P23,County Assessor,,DEM,"ALEXANDRE, DAVID",552,517,4,26,5
Yuma,P24,County Assessor,,DEM,"ALEXANDRE, DAVID",1252,1175,4,70,3
Yuma,P25,County Assessor,,DEM,"ALEXANDRE, DAVID",671,639,4,27,1
Yuma,P26,County Assessor,,DEM,"ALEXANDRE, DAVID",339,292,4,31,12
Yuma,P27,County Assessor,,DEM,"ALEXANDRE, DAVID",362,314,5,35,8
Yuma,P28,County Assessor,,DEM,"ALEXANDRE, DAVID",301,243,7,45,6
Yuma,P29,County Assessor,,DEM,"ALEXANDRE, DAVID",1787,1425,38,266,58
Yuma,P30,County Assessor,,DEM,"ALEXANDRE, DAVID",1513,1242,27,215,29
Yuma,P31,County Assessor,,DEM,"ALEXANDRE, DAVID",2423,1892,63,414,54
Yuma,P32,County Assessor,,DEM,"ALEXANDRE, DAVID",536,435,12,83,6
Yuma,P33,County Assessor,,DEM,"ALEXANDRE, DAVID",172,155,2,10,5
Yuma,P34,County Assessor,,DEM,"ALEXANDRE, DAVID",154,136,0,13,5
Yuma,P35,County Assessor,,DEM,"ALEXANDRE, DAVID",555,490,10,50,5
Yuma,P36,County Assessor,,DEM,"ALEXANDRE, DAVID",828,693,15,99,21
Yuma,P37,County Assessor,,DEM,"ALEXANDRE, DAVID",830,708,20,82,20
Yuma,P38,County Assessor,,DEM,"ALEXANDRE, DAVID",788,672,13,87,16
Yuma,P39,County Assessor,,DEM,"ALEXANDRE, DAVID",681,592,15,68,6
Yuma,P40,County Assessor,,DEM,"ALEXANDRE, DAVID",675,601,12,55,7
Yuma,P41,County Assessor,,DEM,"ALEXANDRE, DAVID",806,714,8,76,8
Yuma,P42,County Assessor,,DEM,"ALEXANDRE, DAVID",1074,903,10,126,35
Yuma,P43,County Assessor,,DEM,"ALEXANDRE, DAVID",11,11,0,0,0
Yuma,P44,County Assessor,,DEM,"ALEXANDRE, DAVID",0,0,0,0,0
Yuma,P01,County Attorney,,DEM,"SMITH, JON R.",623,503,9,94,17
Yuma,P02,County Attorney,,DEM,"SMITH, JON R.",725,583,16,110,16
Yuma,P03,County Attorney,,DEM,"SMITH, JON R.",700,563,13,107,17
Yuma,P04,County Attorney,,DEM,"SMITH, JON R.",2145,1809,32,266,38
Yuma,P05,County Attorney,,DEM,"SMITH, JON R.",1287,1127,18,131,11
Yuma,P06,County Attorney,,DEM,"SMITH, JON R.",1326,1021,25,240,40
Yuma,P07,County Attorney,,DEM,"SMITH, JON R.",1848,1407,40,337,64
Yuma,P08,County Attorney,,DEM,"SMITH, JON R.",740,674,6,47,13
Yuma,P09,County Attorney,,DEM,"SMITH, JON R.",1116,899,15,185,17
Yuma,P10,County Attorney,,DEM,"SMITH, JON R.",2622,2191,47,350,34
Yuma,P11,County Attorney,,DEM,"SMITH, JON R.",1350,1108,17,188,37
Yuma,P12,County Attorney,,DEM,"SMITH, JON R.",1138,993,9,121,15
Yuma,P13,County Attorney,,DEM,"SMITH, JON R.",1002,862,17,114,9
Yuma,P14,County Attorney,,DEM,"SMITH, JON R.",315,265,6,39,5
Yuma,P15,County Attorney,,DEM,"SMITH, JON R.",1415,1202,24,170,19
Yuma,P16,County Attorney,,DEM,"SMITH, JON R.",1118,951,12,138,17
Yuma,P17,County Attorney,,DEM,"SMITH, JON R.",1670,1378,21,217,54
Yuma,P18,County Attorney,,DEM,"SMITH, JON R.",140,106,4,30,0
Yuma,P19,County Attorney,,DEM,"SMITH, JON R.",68,56,2,9,1
Yuma,P20,County Attorney,,DEM,"SMITH, JON R.",1157,865,22,222,48
Yuma,P21,County Attorney,,DEM,"SMITH, JON R.",0,0,0,0,0
Yuma,P22,County Attorney,,DEM,"SMITH, JON R.",1544,1272,23,218,31
Yuma,P23,County Attorney,,DEM,"SMITH, JON R.",1130,1003,9,109,9
Yuma,P24,County Attorney,,DEM,"SMITH, JON R.",2735,2437,17,257,24
Yuma,P25,County Attorney,,DEM,"SMITH, JON R.",1619,1421,16,161,21
Yuma,P26,County Attorney,,DEM,"SMITH, JON R.",462,388,7,50,17
Yuma,P27,County Attorney,,DEM,"SMITH, JON R.",550,470,7,61,12
Yuma,P28,County Attorney,,DEM,"SMITH, JON R.",414,336,10,58,10
Yuma,P29,County Attorney,,DEM,"SMITH, JON R.",2050,1589,42,355,64
Yuma,P30,County Attorney,,DEM,"SMITH, JON R.",1736,1402,34,269,31
Yuma,P31,County Attorney,,DEM,"SMITH, JON R.",2924,2230,78,537,79
Yuma,P32,County Attorney,,DEM,"SMITH, JON R.",710,570,14,115,11
Yuma,P33,County Attorney,,DEM,"SMITH, JON R.",324,279,4,36,5
Yuma,P34,County Attorney,,DEM,"SMITH, JON R.",398,330,0,60,8
Yuma,P35,County Attorney,,DEM,"SMITH, JON R.",959,835,20,95,9
Yuma,P36,County Attorney,,DEM,"SMITH, JON R.",1270,1084,19,139,28
Yuma,P37,County Attorney,,DEM,"SMITH, JON R.",1123,952,28,120,23
Yuma,P38,County Attorney,,DEM,"SMITH, JON R.",1145,962,18,149,16
Yuma,P39,County Attorney,,DEM,"SMITH, JON R.",1160,989,21,142,8
Yuma,P40,County Attorney,,DEM,"SMITH, JON R.",1142,987,19,122,14
Yuma,P41,County Attorney,,DEM,"SMITH, JON R.",1390,1207,17,146,20
Yuma,P42,County Attorney,,DEM,"SMITH, JON R.",1585,1295,20,216,54
Yuma,P43,County Attorney,,DEM,"SMITH, JON R.",17,14,0,1,2
Yuma,P44,County Attorney,,DEM,"SMITH, JON R.",0,0,0,0,0
Yuma,P01,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",568,454,9,95,10
Yuma,P02,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",713,567,16,114,16
Yuma,P03,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",695,572,12,96,15
Yuma,P04,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",2075,1723,32,278,42
Yuma,P05,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1642,1422,17,185,18
Yuma,P06,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1163,897,18,213,35
Yuma,P07,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1393,1028,37,276,52
Yuma,P08,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",873,798,9,57,9
Yuma,P09,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1695,1381,25,264,25
Yuma,P10,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",3265,2703,57,456,49
Yuma,P11,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1591,1261,25,256,49
Yuma,P12,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1498,1280,13,179,26
Yuma,P13,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",975,821,21,123,10
Yuma,P14,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",337,274,8,51,4
Yuma,P15,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1587,1328,27,211,21
Yuma,P16,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1163,963,12,168,20
Yuma,P17,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",2228,1809,29,319,71
Yuma,P18,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",224,174,5,44,1
Yuma,P19,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",85,60,4,20,1
Yuma,P20,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1662,1164,32,389,77
Yuma,P21,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",0,0,0,0,0
Yuma,P22,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1922,1536,33,308,45
Yuma,P23,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1572,1366,16,173,17
Yuma,P24,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",4232,3680,32,452,68
Yuma,P25,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",2299,1963,29,275,32
Yuma,P26,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",433,366,5,52,10
Yuma,P27,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",603,516,7,74,6
Yuma,P28,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",348,293,7,42,6
Yuma,P29,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1377,1027,29,280,41
Yuma,P30,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1231,959,26,221,25
Yuma,P31,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",2157,1618,55,429,55
Yuma,P32,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",648,519,8,108,13
Yuma,P33,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",378,314,4,56,4
Yuma,P34,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",575,487,2,78,8
Yuma,P35,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1160,1012,24,113,11
Yuma,P36,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1389,1182,18,164,25
Yuma,P37,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1089,923,28,125,13
Yuma,P38,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1187,990,18,160,19
Yuma,P39,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1283,1095,20,160,8
Yuma,P40,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1269,1088,21,145,15
Yuma,P41,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1552,1336,18,174,24
Yuma,P42,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",1636,1315,33,236,52
Yuma,P43,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",26,21,0,3,2
Yuma,P44,County Recorder,,REP,"STALLWORTH POUQUETTE, ROBYN",0,0,0,0,0
Yuma,P01,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",550,437,10,93,10
Yuma,P02,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",689,548,16,112,13
Yuma,P03,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",690,564,10,100,16
Yuma,P04,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",2059,1703,31,282,43
Yuma,P05,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1597,1376,15,185,21
Yuma,P06,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1136,866,18,217,35
Yuma,P07,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1388,1020,36,280,52
Yuma,P08,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",839,765,9,56,9
Yuma,P09,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1664,1346,25,268,25
Yuma,P10,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",3202,2640,56,456,50
Yuma,P11,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1561,1234,25,254,48
Yuma,P12,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1455,1235,14,179,27
Yuma,P13,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",972,815,21,128,8
Yuma,P14,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",333,269,8,52,4
Yuma,P15,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1549,1287,26,216,20
Yuma,P16,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1122,923,11,168,20
Yuma,P17,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",2166,1747,30,320,69
Yuma,P18,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",217,168,5,43,1
Yuma,P19,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",86,62,4,19,1
Yuma,P20,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1627,1130,31,388,78
Yuma,P21,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",0,0,0,0,0
Yuma,P22,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1877,1493,31,309,44
Yuma,P23,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1517,1314,15,172,16
Yuma,P24,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",4099,3552,31,451,65
Yuma,P25,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",2249,1912,26,279,32
Yuma,P26,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",428,361,6,52,9
Yuma,P27,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",592,503,9,74,6
Yuma,P28,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",343,292,7,39,5
Yuma,P29,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1383,1033,29,281,40
Yuma,P30,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1209,936,25,221,27
Yuma,P31,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",2138,1588,56,440,54
Yuma,P32,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",649,519,7,110,13
Yuma,P33,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",380,315,4,57,4
Yuma,P34,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",551,463,2,78,8
Yuma,P35,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1121,974,23,114,10
Yuma,P36,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1337,1139,17,157,24
Yuma,P37,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1050,884,28,126,12
Yuma,P38,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1150,955,17,161,17
Yuma,P39,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1261,1069,20,162,10
Yuma,P40,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1226,1042,20,149,15
Yuma,P41,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1504,1289,16,174,25
Yuma,P42,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",1601,1281,34,239,47
Yuma,P43,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",24,19,0,3,2
Yuma,P44,County School Superintendent,,REP,"TYREE, THOMAS (TOM)",0,0,0,0,0
Yuma,P01,County Sheriff,,REP,"WILMOT, LEON",245,201,5,38,1
Yuma,P02,County Sheriff,,REP,"WILMOT, LEON",355,284,6,58,7
Yuma,P03,County Sheriff,,REP,"WILMOT, LEON",363,309,4,47,3
Yuma,P04,County Sheriff,,REP,"WILMOT, LEON",1092,913,17,145,17
Yuma,P05,County Sheriff,,REP,"WILMOT, LEON",1193,1026,11,137,19
Yuma,P06,County Sheriff,,REP,"WILMOT, LEON",510,386,12,103,9
Yuma,P07,County Sheriff,,REP,"WILMOT, LEON",447,318,10,103,16
Yuma,P08,County Sheriff,,REP,"WILMOT, LEON",660,602,7,47,4
Yuma,P09,County Sheriff,,REP,"WILMOT, LEON",1440,1170,27,222,21
Yuma,P10,County Sheriff,,REP,"WILMOT, LEON",2395,1985,36,331,43
Yuma,P11,County Sheriff,,REP,"WILMOT, LEON",1184,933,24,190,37
Yuma,P12,County Sheriff,,REP,"WILMOT, LEON",1130,978,8,131,13
Yuma,P13,County Sheriff,,REP,"WILMOT, LEON",529,448,15,62,4
Yuma,P14,County Sheriff,,REP,"WILMOT, LEON",201,160,4,33,4
Yuma,P15,County Sheriff,,REP,"WILMOT, LEON",1113,924,16,163,10
Yuma,P16,County Sheriff,,REP,"WILMOT, LEON",716,600,7,101,8
Yuma,P17,County Sheriff,,REP,"WILMOT, LEON",1766,1444,25,244,53
Yuma,P18,County Sheriff,,REP,"WILMOT, LEON",206,165,4,36,1
Yuma,P19,County Sheriff,,REP,"WILMOT, LEON",64,46,3,14,1
Yuma,P20,County Sheriff,,REP,"WILMOT, LEON",1398,965,29,340,64
Yuma,P21,County Sheriff,,REP,"WILMOT, LEON",0,0,0,0,0
Yuma,P22,County Sheriff,,REP,"WILMOT, LEON",1465,1165,27,238,35
Yuma,P23,County Sheriff,,REP,"WILMOT, LEON",1310,1136,14,149,11
Yuma,P24,County Sheriff,,REP,"WILMOT, LEON",3680,3179,32,404,65
Yuma,P25,County Sheriff,,REP,"WILMOT, LEON",1998,1693,23,250,32
Yuma,P26,County Sheriff,,REP,"WILMOT, LEON",179,144,2,31,2
Yuma,P27,County Sheriff,,REP,"WILMOT, LEON",353,300,6,43,4
Yuma,P28,County Sheriff,,REP,"WILMOT, LEON",170,149,1,17,3
Yuma,P29,County Sheriff,,REP,"WILMOT, LEON",330,223,6,89,12
Yuma,P30,County Sheriff,,REP,"WILMOT, LEON",319,233,9,66,11
Yuma,P31,County Sheriff,,REP,"WILMOT, LEON",590,385,23,161,21
Yuma,P32,County Sheriff,,REP,"WILMOT, LEON",325,269,3,47,6
Yuma,P33,County Sheriff,,REP,"WILMOT, LEON",278,229,2,44,3
Yuma,P34,County Sheriff,,REP,"WILMOT, LEON",483,406,2,71,4
Yuma,P35,County Sheriff,,REP,"WILMOT, LEON",769,680,13,70,6
Yuma,P36,County Sheriff,,REP,"WILMOT, LEON",822,715,6,90,11
Yuma,P37,County Sheriff,,REP,"WILMOT, LEON",516,436,11,63,6
Yuma,P38,County Sheriff,,REP,"WILMOT, LEON",691,576,9,99,7
Yuma,P39,County Sheriff,,REP,"WILMOT, LEON",831,710,11,106,4
Yuma,P40,County Sheriff,,REP,"WILMOT, LEON",810,687,12,102,9
Yuma,P41,County Sheriff,,REP,"WILMOT, LEON",939,812,9,102,16
Yuma,P42,County Sheriff,,REP,"WILMOT, LEON",932,734,27,146,25
Yuma,P43,County Sheriff,,REP,"WILMOT, LEON",18,13,0,3,2
Yuma,P44,County Sheriff,,REP,"WILMOT, LEON",0,0,0,0,0
Yuma,P01,County Sheriff,,DEM,"MARTINEZ, MARK",516,414,8,77,17
Yuma,P02,County Sheriff,,DEM,"MARTINEZ, MARK",555,447,14,81,13
Yuma,P03,County Sheriff,,DEM,"MARTINEZ, MARK",543,434,12,82,15
Yuma,P04,County Sheriff,,DEM,"MARTINEZ, MARK",1613,1371,26,185,31
Yuma,P05,County Sheriff,,DEM,"MARTINEZ, MARK",766,680,10,68,8
Yuma,P06,County Sheriff,,DEM,"MARTINEZ, MARK",1126,880,19,189,38
Yuma,P07,County Sheriff,,DEM,"MARTINEZ, MARK",1634,1262,36,281,55
Yuma,P08,County Sheriff,,DEM,"MARTINEZ, MARK",398,361,5,22,10
Yuma,P09,County Sheriff,,DEM,"MARTINEZ, MARK",433,362,5,58,8
Yuma,P10,County Sheriff,,DEM,"MARTINEZ, MARK",1561,1336,32,176,17
Yuma,P11,County Sheriff,,DEM,"MARTINEZ, MARK",772,645,8,99,20
Yuma,P12,County Sheriff,,DEM,"MARTINEZ, MARK",590,505,7,63,15
Yuma,P13,County Sheriff,,DEM,"MARTINEZ, MARK",740,636,10,87,7
Yuma,P14,County Sheriff,,DEM,"MARTINEZ, MARK",217,179,5,31,2
Yuma,P15,County Sheriff,,DEM,"MARTINEZ, MARK",846,727,17,85,17
Yuma,P16,County Sheriff,,DEM,"MARTINEZ, MARK",726,615,9,83,19
Yuma,P17,County Sheriff,,DEM,"MARTINEZ, MARK",899,754,13,101,31
Yuma,P18,County Sheriff,,DEM,"MARTINEZ, MARK",51,39,1,11,0
Yuma,P19,County Sheriff,,DEM,"MARTINEZ, MARK",46,39,1,6,0
Yuma,P20,County Sheriff,,DEM,"MARTINEZ, MARK",560,447,9,79,25
Yuma,P21,County Sheriff,,DEM,"MARTINEZ, MARK",0,0,0,0,0
Yuma,P22,County Sheriff,,DEM,"MARTINEZ, MARK",883,742,13,106,22
Yuma,P23,County Sheriff,,DEM,"MARTINEZ, MARK",568,518,4,39,7
Yuma,P24,County Sheriff,,DEM,"MARTINEZ, MARK",1272,1179,3,85,5
Yuma,P25,County Sheriff,,DEM,"MARTINEZ, MARK",716,666,9,39,2
Yuma,P26,County Sheriff,,DEM,"MARTINEZ, MARK",380,326,6,33,15
Yuma,P27,County Sheriff,,DEM,"MARTINEZ, MARK",393,337,7,41,8
Yuma,P28,County Sheriff,,DEM,"MARTINEZ, MARK",316,251,10,47,8
Yuma,P29,County Sheriff,,DEM,"MARTINEZ, MARK",1910,1495,41,311,63
Yuma,P30,County Sheriff,,DEM,"MARTINEZ, MARK",1617,1319,28,240,30
Yuma,P31,County Sheriff,,DEM,"MARTINEZ, MARK",2654,2067,67,456,64
Yuma,P32,County Sheriff,,DEM,"MARTINEZ, MARK",579,457,15,97,10
Yuma,P33,County Sheriff,,DEM,"MARTINEZ, MARK",191,169,3,15,4
Yuma,P34,County Sheriff,,DEM,"MARTINEZ, MARK",174,153,0,14,7
Yuma,P35,County Sheriff,,DEM,"MARTINEZ, MARK",634,549,15,64,6
Yuma,P36,County Sheriff,,DEM,"MARTINEZ, MARK",877,739,15,100,23
Yuma,P37,County Sheriff,,DEM,"MARTINEZ, MARK",877,743,22,91,21
Yuma,P38,County Sheriff,,DEM,"MARTINEZ, MARK",825,696,12,100,17
Yuma,P39,County Sheriff,,DEM,"MARTINEZ, MARK",725,617,17,81,10
Yuma,P40,County Sheriff,,DEM,"MARTINEZ, MARK",738,641,13,74,10
Yuma,P41,County Sheriff,,DEM,"MARTINEZ, MARK",920,802,11,97,10
Yuma,P42,County Sheriff,,DEM,"MARTINEZ, MARK",1176,974,13,149,40
Yuma,P43,County Sheriff,,DEM,"MARTINEZ, MARK",9,9,0,0,0
Yuma,P44,County Sheriff,,DEM,"MARTINEZ, MARK",0,0,0,0,0
Yuma,P01,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",643,524,10,92,17
Yuma,P02,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",724,581,16,111,16
Yuma,P03,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",712,577,13,105,17
Yuma,P04,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",2188,1843,33,271,41
Yuma,P05,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1319,1151,18,137,13
Yuma,P06,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1377,1067,28,240,42
Yuma,P07,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1873,1432,38,337,66
Yuma,P08,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",752,686,6,48,12
Yuma,P09,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1147,923,15,190,19
Yuma,P10,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",2666,2228,47,351,40
Yuma,P11,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1350,1091,20,204,35
Yuma,P12,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1179,1021,9,132,17
Yuma,P13,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1043,902,18,113,10
Yuma,P14,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",331,277,6,44,4
Yuma,P15,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1415,1195,27,174,19
Yuma,P16,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1127,955,13,139,20
Yuma,P17,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1705,1406,20,226,53
Yuma,P18,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",152,115,3,34,0
Yuma,P19,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",74,61,2,11,0
Yuma,P20,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1246,928,21,244,53
Yuma,P21,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",0,0,0,0,0
Yuma,P22,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1594,1309,26,224,35
Yuma,P23,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1151,1015,12,112,12
Yuma,P24,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",2875,2553,19,271,32
Yuma,P25,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1665,1470,17,161,17
Yuma,P26,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",472,397,7,51,17
Yuma,P27,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",568,486,8,63,11
Yuma,P28,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",410,335,9,57,9
Yuma,P29,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",2096,1623,42,359,72
Yuma,P30,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1764,1430,34,268,32
Yuma,P31,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",2977,2269,81,546,81
Yuma,P32,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",725,575,15,123,12
Yuma,P33,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",323,276,4,38,5
Yuma,P34,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",416,345,0,64,7
Yuma,P35,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",981,851,21,101,8
Yuma,P36,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1282,1094,19,142,27
Yuma,P37,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1174,1001,29,119,25
Yuma,P38,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1182,995,17,153,17
Yuma,P39,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1161,993,18,141,9
Yuma,P40,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1158,1009,19,114,16
Yuma,P41,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1404,1217,17,148,22
Yuma,P42,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",1631,1327,23,231,50
Yuma,P43,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",17,14,0,1,2
Yuma,P44,County Treasurer,,DEM,"PANCRAZI MORENO, ANGELA",0,0,0,0,0
Yuma,P01,Retain Justice BRUTINEL,,,,498,396,9,82,11
Yuma,P02,Retain Justice BRUTINEL,,,,628,501,14,103,10
Yuma,P03,Retain Justice BRUTINEL,,,,615,501,10,92,12
Yuma,P04,Retain Justice BRUTINEL,,,,1860,1574,27,225,34
Yuma,P05,Retain Justice BRUTINEL,,,,1317,1132,15,153,17
Yuma,P06,Retain Justice BRUTINEL,,,,1043,798,17,192,36
Yuma,P07,Retain Justice BRUTINEL,,,,1384,1042,37,259,46
Yuma,P08,Retain Justice BRUTINEL,,,,767,697,9,50,11
Yuma,P09,Retain Justice BRUTINEL,,,,1367,1108,21,214,24
Yuma,P10,Retain Justice BRUTINEL,,,,2783,2296,44,400,43
Yuma,P11,Retain Justice BRUTINEL,,,,1388,1119,21,207,41
Yuma,P12,Retain Justice BRUTINEL,,,,1247,1073,9,145,20
