county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Apache,02 ALPINE,Ballots Cast,,,,387,104,281,2
Apache,02 ALPINE,Ballots Cast - Blank,,,,0,0,0,0
Apache,02 ALPINE,President,,DEM,BIDEN / HARRIS,94,11,83,0
Apache,02 ALPINE,President,,REP,TRUMP / PENCE,283,90,191,2
Apache,02 ALPINE,President,,LBT,JORGENSEN / COHEN,5,1,4,0
Apache,02 ALPINE,President,,,Write-In Totals,0,0,0,0
Apache,02 ALPINE,President,,,Overvotes,1,1,0,0
Apache,02 ALPINE,President,,,Undervotes,4,1,3,0
Apache,02 ALPINE,U.S. Senate,,DEM,"KELLY, MARK",98,13,85,0
Apache,02 ALPINE,U.S. Senate,,REP,"MCSALLY, MARTHA",284,87,195,2
Apache,02 ALPINE,U.S. Senate,,,Write-In Totals,2,2,0,0
Apache,02 ALPINE,U.S. Senate,,,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,,Undervotes,3,2,1,0
Apache,02 ALPINE,U.S. House,1,DEM,"O'HALLERAN, TOM",105,17,88,0
Apache,02 ALPINE,U.S. House,1,REP,"SHEDD, TIFFANY",271,83,186,2
Apache,02 ALPINE,U.S. House,1,,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. House,1,,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. House,1,,Undervotes,11,4,7,0
Apache,02 ALPINE,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",145,29,116,0
Apache,02 ALPINE,State Senate,7,,Write-In Totals,16,9,7,0
Apache,02 ALPINE,State Senate,7,,Overvotes,0,0,0,0
Apache,02 ALPINE,State Senate,7,,Undervotes,226,66,158,2
Apache,02 ALPINE,State House,7,DEM,"TELLER, ARLANDO",81,7,74,0
Apache,02 ALPINE,State House,7,DEM,"TSOSIE, MYRON",87,9,78,0
Apache,02 ALPINE,State House,7,REP,"PARKS, JAMES ""JIM""",252,68,182,2
Apache,02 ALPINE,State House,7,REP,"PEELMAN, DAVID",251,77,172,2
Apache,02 ALPINE,State House,7,,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State House,7,,Overvotes,0,0,0,0
Apache,02 ALPINE,State House,7,,Undervotes,103,47,56,0
Apache,02 ALPINE,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",91,10,81,0
Apache,02 ALPINE,Corporation Commissioner,,DEM,"STANFIELD, SHEA",76,6,70,0
Apache,02 ALPINE,Corporation Commissioner,,DEM,"TOVAR, ANNA",86,10,76,0
Apache,02 ALPINE,Corporation Commissioner,,REP,"SLOAN, ERIC",233,64,167,2
Apache,02 ALPINE,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",242,67,173,2
Apache,02 ALPINE,Corporation Commissioner,,REP,"O’CONNOR, JAMES “JIM”",257,75,180,2
Apache,02 ALPINE,Corporation Commissioner,,,Write-In Totals,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,,Overvotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,,Undervotes,176,80,96,0
Apache,02 ALPINE,Board of Supervisors Dist. 3,,REP,"DAVIS, NELSON",290,87,201,2
Apache,02 ALPINE,Board of Supervisors Dist. 3,,,Write-In Totals,10,0,10,0
Apache,02 ALPINE,Board of Supervisors Dist. 3,,,Overvotes,0,0,0,0
Apache,02 ALPINE,Board of Supervisors Dist. 3,,,Undervotes,87,17,70,0
Apache,02 ALPINE,County Assessor,,DEM,"DAHOZY, RODGER",162,31,131,0
Apache,02 ALPINE,County Assessor,,,Write-In Totals,14,7,7,0
Apache,02 ALPINE,County Assessor,,,Overvotes,0,0,0,0
Apache,02 ALPINE,County Assessor,,,Undervotes,211,66,143,2
Apache,02 ALPINE,County Attorney,,DEM,"WHITING, MICHAEL",166,39,127,0
Apache,02 ALPINE,County Attorney,,,Write-In Totals,15,5,10,0
Apache,02 ALPINE,County Attorney,,,Overvotes,0,0,0,0
Apache,02 ALPINE,County Attorney,,,Undervotes,206,60,144,2
Apache,02 ALPINE,County Recorder,,DEM,"NOBLE, LARRY",177,40,137,0
Apache,02 ALPINE,County Recorder,,,Write-In Totals,11,5,6,0
Apache,02 ALPINE,County Recorder,,,Overvotes,1,1,0,0
Apache,02 ALPINE,County Recorder,,,Undervotes,198,58,138,2
Apache,02 ALPINE,County School Superintendent,,DEM,"WHITING, JOY",168,39,129,0
Apache,02 ALPINE,County School Superintendent,,,Write-In Totals,15,7,8,0
Apache,02 ALPINE,County School Superintendent,,,Overvotes,0,0,0,0
Apache,02 ALPINE,County School Superintendent,,,Undervotes,204,58,144,2
Apache,02 ALPINE,County Sheriff,,DEM,"DEDMAN, JR., JOSEPH",92,10,82,0
Apache,02 ALPINE,County Sheriff,,REP,"REYNOLDS, COPE",271,84,185,2
Apache,02 ALPINE,County Sheriff,,,Write-In Totals,2,1,1,0
Apache,02 ALPINE,County Sheriff,,,Overvotes,0,0,0,0
