county,office,district,party,candidate,votes,winner,write-in,notes
Yuma,State House,24,DEM,Robert Cannell,12571,,,
La Paz,State House,24,LBT,Patty Kelly,277,,,
Yuma,State House,24,LBT,Patty Kelly,3328,,,
La Paz,State House,24,REP,"James R. ""Jim"" Carruthers",1065,,,
Yuma,State House,24,REP,"James R. ""Jim"" Carruthers",12151,,,
Cochise,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",8151,,,
Maricopa,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",359,,,
Pima,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",4659,,,
Pinal,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",377,,,
Santa Cruz,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",2832,,,
Cochise,State House,25,DEM,Bobby Lugo,6845,,,
Maricopa,State House,25,DEM,Bobby Lugo,401,,,
Pima,State House,25,DEM,Bobby Lugo,4372,,,
Pinal,State House,25,DEM,Bobby Lugo,314,,,
Santa Cruz,State House,25,DEM,Bobby Lugo,2213,,,
Cochise,State House,25,REP,Jennifer J. Burns,7954,,,
Maricopa,State House,25,REP,Jennifer J. Burns,475,,,
Pima,State House,25,REP,Jennifer J. Burns,4318,,,
Pinal,State House,25,REP,Jennifer J. Burns,426,,,
Santa Cruz,State House,25,REP,Jennifer J. Burns,1189,,,
Cochise,State House,25,REP,David Stevens,7433,,,
Maricopa,State House,25,REP,David Stevens,438,,,
Pima,State House,25,REP,David Stevens,3646,,,
Pinal,State House,25,REP,David Stevens,409,,,
Santa Cruz,State House,25,REP,David Stevens,1008,,,
Pima,State House,26,LBT,Robert W. Quilici,7241,,,
Pinal,State House,26,LBT,Robert W. Quilici,293,,,
Pima,State House,26,REP,Pete Hershberger,35095,,,
Pinal,State House,26,REP,Pete Hershberger,2232,,,
Pima,State House,26,REP,Steve Huffman,34496,,,
Pinal,State House,26,REP,Steve Huffman,2395,,,
Pima,State House,27,DEM,Olivia Cajero Bedford,20655,,,
Pima,State House,27,DEM,Phil Lopes,17851,,,
Pima,State House,28,DEM,David Bradley,22322,,,
Pima,State House,28,DEM,Ted Downing,22909,,,
Pima,State House,28,REP,Edward Poelstra,19198,,,
Pima,State House,29,DEM,Linda Lopez,13902,,,
Pima,State House,29,DEM,Victor Soltero,11888,,,
Pima,State House,29,REP,Mike (Michael T.,10048,,,
Cochise,State House,30,DEM,Mike Langmead,2483,,,
Pima,State House,30,DEM,Mike Langmead,17411,,,
Santa Cruz,State House,30,DEM,Mike Langmead,620,,,
Cochise,State House,30,DEM,Bob Schwartz,2551,,,
Pima,State House,30,DEM,Bob Schwartz,18893,,,
Santa Cruz,State House,30,DEM,Bob Schwartz,731,,,
Cochise,State House,30,REP,Randy Graf,4788,,,
Pima,State House,30,REP,Randy Graf,26821,,,
Santa Cruz,State House,30,REP,Randy Graf,779,,,
Cochise,State House,30,REP,Marian McClure,4508,,,
Pima,State House,30,REP,Marian McClure,26059,,,
Santa Cruz,State House,30,REP,Marian McClure,758,,,
Apache,Secretary of State,,DEM,Chris Cummiskey,11732,,,
Cochise,Secretary of State,,DEM,Chris Cummiskey,12241,,,
Coconino,Secretary of State,,DEM,Chris Cummiskey,18566,,,
Gila,Secretary of State,,DEM,Chris Cummiskey,7062,,,
Graham,Secretary of State,,DEM,Chris Cummiskey,3335,,,
Greenlee,Secretary of State,,DEM,Chris Cummiskey,1160,,,
La Paz,Secretary of State,,DEM,Chris Cummiskey,1457,,,
Maricopa,Secretary of State,,DEM,Chris Cummiskey,294947,,,
Mohave,Secretary of State,,DEM,Chris Cummiskey,11967,,,
Navajo,Secretary of State,,DEM,Chris Cummiskey,11385,,,
Pima,Secretary of State,,DEM,Chris Cummiskey,122422,,,
Pinal,Secretary of State,,DEM,Chris Cummiskey,18519,,,
Santa Cruz,Secretary of State,,DEM,Chris Cummiskey,3505,,,
Yavapai,Secretary of State,,DEM,Chris Cummiskey,20535,,,
Yuma,Secretary of State,,DEM,Chris Cummiskey,9178,,,
Apache,Secretary of State,,LBT,Sean Nottingham,847,,,
Cochise,Secretary of State,,LBT,Sean Nottingham,1336,,,
Coconino,Secretary of State,,LBT,Sean Nottingham,1786,,,
Gila,Secretary of State,,LBT,Sean Nottingham,770,,,
Graham,Secretary of State,,LBT,Sean Nottingham,342,,,
Greenlee,Secretary of State,,LBT,Sean Nottingham,92,,,
La Paz,Secretary of State,,LBT,Sean Nottingham,152,,,
Maricopa,Secretary of State,,LBT,Sean Nottingham,27893,,,
Mohave,Secretary of State,,LBT,Sean Nottingham,1751,,,
Navajo,Secretary of State,,LBT,Sean Nottingham,955,,,
Pima,Secretary of State,,LBT,Sean Nottingham,9858,,,
Pinal,Secretary of State,,LBT,Sean Nottingham,1692,,,
Santa Cruz,Secretary of State,,LBT,Sean Nottingham,249,,,
Yavapai,Secretary of State,,LBT,Sean Nottingham,2644,,,
Yuma,Secretary of State,,LBT,Sean Nottingham,733,,,
Apache,Secretary of State,,REP,Jan Brewer,4684,,,
Cochise,Secretary of State,,REP,Jan Brewer,13421,,,
Coconino,Secretary of State,,REP,Jan Brewer,12904,,,
Gila,Secretary of State,,REP,Jan Brewer,6987,,,
Graham,Secretary of State,,REP,Jan Brewer,4020,,,
Greenlee,Secretary of State,,REP,Jan Brewer,792,,,
La Paz,Secretary of State,,REP,Jan Brewer,1848,,,
Maricopa,Secretary of State,,REP,Jan Brewer,357797,,,
Mohave,Secretary of State,,REP,Jan Brewer,19933,,,
Navajo,Secretary of State,,REP,Jan Brewer,10458,,,
Pima,Secretary of State,,REP,Jan Brewer,90733,,,
Pinal,Secretary of State,,REP,Jan Brewer,16563,,,
Santa Cruz,Secretary of State,,REP,Jan Brewer,2157,,,
Yavapai,Secretary of State,,REP,Jan Brewer,32104,,,
Yuma,Secretary of State,,REP,Jan Brewer,11050,,,
Apache,Attorney General,,DEM,Terry Goddard,12301,,,
Cochise,Attorney General,,DEM,Terry Goddard,12994,,,
Coconino,Attorney General,,DEM,Terry Goddard,20069,,,
Gila,Attorney General,,DEM,Terry Goddard,8172,,,
Graham,Attorney General,,DEM,Terry Goddard,3836,,,
Greenlee,Attorney General,,DEM,Terry Goddard,1277,,,
La Paz,Attorney General,,DEM,Terry Goddard,1698,,,
Maricopa,Attorney General,,DEM,Terry Goddard,348949,,,
Mohave,Attorney General,,DEM,Terry Goddard,14335,,,
Navajo,Attorney General,,DEM,Terry Goddard,13006,,,
Pima,Attorney General,,DEM,Terry Goddard,126777,,,
Pinal,Attorney General,,DEM,Terry Goddard,20648,,,
Santa Cruz,Attorney General,,DEM,Terry Goddard,3867,,,
Yavapai,Attorney General,,DEM,Terry Goddard,24781,,,
Yuma,Attorney General,,DEM,Terry Goddard,10425,,,
Apache,Attorney General,,LBT,Ed Kahn,672,,,
Cochise,Attorney General,,LBT,Ed Kahn,944,,,
Coconino,Attorney General,,LBT,Ed Kahn,1578,,,
Gila,Attorney General,,LBT,Ed Kahn,574,,,
Graham,Attorney General,,LBT,Ed Kahn,187,,,
Greenlee,Attorney General,,LBT,Ed Kahn,79,,,
La Paz,Attorney General,,LBT,Ed Kahn,118,,,
Maricopa,Attorney General,,LBT,Ed Kahn,17937,,,
Mohave,Attorney General,,LBT,Ed Kahn,1389,,,
Navajo,Attorney General,,LBT,Ed Kahn,781,,,
Pima,Attorney General,,LBT,Ed Kahn,9442,,,
Pinal,Attorney General,,LBT,Ed Kahn,1198,,,
Santa Cruz,Attorney General,,LBT,Ed Kahn,202,,,
Yavapai,Attorney General,,LBT,Ed Kahn,1957,,,
Yuma,Attorney General,,LBT,Ed Kahn,506,,,
Apache,Attorney General,,REP,Andrew P. Thomas,4540,,,
Cochise,Attorney General,,REP,Andrew P. Thomas,13289,,,
Coconino,Attorney General,,REP,Andrew P. Thomas,11901,,,
Gila,Attorney General,,REP,Andrew P. Thomas,6362,,,
Graham,Attorney General,,REP,Andrew P. Thomas,3786,,,
Greenlee,Attorney General,,REP,Andrew P. Thomas,754,,,
La Paz,Attorney General,,REP,Andrew P. Thomas,1712,,,
Maricopa,Attorney General,,REP,Andrew P. Thomas,325020,,,
Mohave,Attorney General,,REP,Andrew P. Thomas,18234,,,
Navajo,Attorney General,,REP,Andrew P. Thomas,9271,,,
Pima,Attorney General,,REP,Andrew P. Thomas,88687,,,
Pinal,Attorney General,,REP,Andrew P. Thomas,15413,,,
Santa Cruz,Attorney General,,REP,Andrew P. Thomas,2001,,,
Yavapai,Attorney General,,REP,Andrew P. Thomas,29299,,,
Yuma,Attorney General,,REP,Andrew P. Thomas,10375,,,
Apache,State Treasurer,,DEM,Ruth Solomon,12259,,,
Cochise,State Treasurer,,DEM,Ruth Solomon,12691,,,
Coconino,State Treasurer,,DEM,Ruth Solomon,19362,,,
Gila,State Treasurer,,DEM,Ruth Solomon,7750,,,
Graham,State Treasurer,,DEM,Ruth Solomon,3724,,,
Greenlee,State Treasurer,,DEM,Ruth Solomon,1235,,,
La Paz,State Treasurer,,DEM,Ruth Solomon,1644,,,
Maricopa,State Treasurer,,DEM,Ruth Solomon,301280,,,
Mohave,State Treasurer,,DEM,Ruth Solomon,13578,,,
Navajo,State Treasurer,,DEM,Ruth Solomon,12389,,,
Pima,State Treasurer,,DEM,Ruth Solomon,126199,,,
Pinal,State Treasurer,,DEM,Ruth Solomon,19332,,,
Santa Cruz,State Treasurer,,DEM,Ruth Solomon,3861,,,
Yavapai,State Treasurer,,DEM,Ruth Solomon,23075,,,
Yuma,State Treasurer,,DEM,Ruth Solomon,10315,,,
Apache,State Treasurer,,REP,David Petersen,5037,,,
Cochise,State Treasurer,,REP,David Petersen,14114,,,
Coconino,State Treasurer,,REP,David Petersen,13000,,,
Gila,State Treasurer,,REP,David Petersen,6929,,,
Graham,State Treasurer,,REP,David Petersen,3911,,,
Greenlee,State Treasurer,,REP,David Petersen,827,,,
La Paz,State Treasurer,,REP,David Petersen,1813,,,
Maricopa,State Treasurer,,REP,David Petersen,365363,,,
Mohave,State Treasurer,,REP,David Petersen,19625,,,
Navajo,State Treasurer,,REP,David Petersen,10119,,,
Pima,State Treasurer,,REP,David Petersen,95470,,,
Pinal,State Treasurer,,REP,David Petersen,16908,,,
Santa Cruz,State Treasurer,,REP,David Petersen,2186,,,
Yavapai,State Treasurer,,REP,David Petersen,31353,,,
Yuma,State Treasurer,,REP,David Petersen,10780,,,
Apache,Superintendent of Public Instruction,,DEM,Jay Blanchard,11960,,,
Cochise,Superintendent of Public Instruction,,DEM,Jay Blanchard,11906,,,
Coconino,Superintendent of Public Instruction,,DEM,Jay Blanchard,17701,,,
Gila,Superintendent of Public Instruction,,DEM,Jay Blanchard,7204,,,
Graham,Superintendent of Public Instruction,,DEM,Jay Blanchard,3677,,,
Greenlee,Superintendent of Public Instruction,,DEM,Jay Blanchard,1221,,,
La Paz,Superintendent of Public Instruction,,DEM,Jay Blanchard,1542,,,
Maricopa,Superintendent of Public Instruction,,DEM,Jay Blanchard,290811,,,
Mohave,Superintendent of Public Instruction,,DEM,Jay Blanchard,12796,,,
Navajo,Superintendent of Public Instruction,,DEM,Jay Blanchard,12283,,,
Pima,Superintendent of Public Instruction,,DEM,Jay Blanchard,117093,,,
Pinal,Superintendent of Public Instruction,,DEM,Jay Blanchard,18872,,,
Santa Cruz,Superintendent of Public Instruction,,DEM,Jay Blanchard,3444,,,
Yavapai,Superintendent of Public Instruction,,DEM,Jay Blanchard,19861,,,
Yuma,Superintendent of Public Instruction,,DEM,Jay Blanchard,9829,,,
Apache,Superintendent of Public Instruction,,LBT,John C. Zajac,693,,,
Cochise,Superintendent of Public Instruction,,LBT,John C. Zajac,1034,,,
Coconino,Superintendent of Public Instruction,,LBT,John C. Zajac,1704,,,
Gila,Superintendent of Public Instruction,,LBT,John C. Zajac,596,,,
Graham,Superintendent of Public Instruction,,LBT,John C. Zajac,189,,,
Greenlee,Superintendent of Public Instruction,,LBT,John C. Zajac,76,,,
La Paz,Superintendent of Public Instruction,,LBT,John C. Zajac,113,,,
Maricopa,Superintendent of Public Instruction,,LBT,John C. Zajac,22333,,,
Mohave,Superintendent of Public Instruction,,LBT,John C. Zajac,1317,,,
Navajo,Superintendent of Public Instruction,,LBT,John C. Zajac,815,,,
Pima,Superintendent of Public Instruction,,LBT,John C. Zajac,8859,,,
Pinal,Superintendent of Public Instruction,,LBT,John C. Zajac,1201,,,
Santa Cruz,Superintendent of Public Instruction,,LBT,John C. Zajac,207,,,
Yavapai,Superintendent of Public Instruction,,LBT,John C. Zajac,2149,,,
Yuma,Superintendent of Public Instruction,,LBT,John C. Zajac,535,,,
Apache,Superintendent of Public Instruction,,REP,Tom Horne,4613,,,
Cochise,Superintendent of Public Instruction,,REP,Tom Horne,13727,,,
Coconino,Superintendent of Public Instruction,,REP,Tom Horne,13125,,,
Gila,Superintendent of Public Instruction,,REP,Tom Horne,6887,,,
Graham,Superintendent of Public Instruction,,REP,Tom Horne,3745,,,
Greenlee,Superintendent of Public Instruction,,REP,Tom Horne,767,,,
La Paz,Superintendent of Public Instruction,,REP,Tom Horne,1793,,,
Maricopa,Superintendent of Public Instruction,,REP,Tom Horne,356412,,,
Mohave,Superintendent of Public Instruction,,REP,Tom Horne,18990,,,
Navajo,Superintendent of Public Instruction,,REP,Tom Horne,9455,,,
Pima,Superintendent of Public Instruction,,REP,Tom Horne,93715,,,
Pinal,Superintendent of Public Instruction,,REP,Tom Horne,16361,,,
Santa Cruz,Superintendent of Public Instruction,,REP,Tom Horne,2263,,,
Yavapai,Superintendent of Public Instruction,,REP,Tom Horne,32365,,,
Yuma,Superintendent of Public Instruction,,REP,Tom Horne,10610,,,
Apache,State Mine Inspector,,DEM,Ken Hallock,11938,,,
Cochise,State Mine Inspector,,DEM,Ken Hallock,11132,,,
Coconino,State Mine Inspector,,DEM,Ken Hallock,17402,,,
Gila,State Mine Inspector,,DEM,Ken Hallock,6518,,,
Graham,State Mine Inspector,,DEM,Ken Hallock,3174,,,
Greenlee,State Mine Inspector,,DEM,Ken Hallock,1101,,,
La Paz,State Mine Inspector,,DEM,Ken Hallock,1469,,,
Maricopa,State Mine Inspector,,DEM,Ken Hallock,247022,,,
Mohave,State Mine Inspector,,DEM,Ken Hallock,11884,,,
Navajo,State Mine Inspector,,DEM,Ken Hallock,11314,,,
Pima,State Mine Inspector,,DEM,Ken Hallock,107998,,,
Pinal,State Mine Inspector,,DEM,Ken Hallock,17289,,,
Santa Cruz,State Mine Inspector,,DEM,Ken Hallock,3304,,,
Yavapai,State Mine Inspector,,DEM,Ken Hallock,18998,,,
Yuma,State Mine Inspector,,DEM,Ken Hallock,9092,,,
Apache,State Mine Inspector,,REP,Douglas K. Martin,4960,,,
Cochise,State Mine Inspector,,REP,Douglas K. Martin,14787,,,
Coconino,State Mine Inspector,,REP,Douglas K. Martin,13844,,,
Gila,State Mine Inspector,,REP,Douglas K. Martin,7700,,,
Graham,State Mine Inspector,,REP,Douglas K. Martin,4210,,,
Greenlee,State Mine Inspector,,REP,Douglas K. Martin,904,,,
La Paz,State Mine Inspector,,REP,Douglas K. Martin,1893,,,
Maricopa,State Mine Inspector,,REP,Douglas K. Martin,390359,,,
Mohave,State Mine Inspector,,REP,Douglas K. Martin,20249,,,
Navajo,State Mine Inspector,,REP,Douglas K. Martin,10559,,,
Pima,State Mine Inspector,,REP,Douglas K. Martin,103035,,,
Pinal,State Mine Inspector,,REP,Douglas K. Martin,17957,,,
Santa Cruz,State Mine Inspector,,REP,Douglas K. Martin,2421,,,
Yavapai,State Mine Inspector,,REP,Douglas K. Martin,33052,,,
Yuma,State Mine Inspector,,REP,Douglas K. Martin,11135,,,
Apache,Corporation Commissioner,,DEM,George Cunningham,10288,,,
Cochise,Corporation Commissioner,,DEM,George Cunningham,11727,,,
Coconino,Corporation Commissioner,,DEM,George Cunningham,16945,,,
Gila,Corporation Commissioner,,DEM,George Cunningham,7089,,,
Graham,Corporation Commissioner,,DEM,George Cunningham,3351,,,
Greenlee,Corporation Commissioner,,DEM,George Cunningham,1129,,,
La Paz,Corporation Commissioner,,DEM,George Cunningham,1432,,,
Maricopa,Corporation Commissioner,,DEM,George Cunningham,262242,,,
Mohave,Corporation Commissioner,,DEM,George Cunningham,11363,,,
Navajo,Corporation Commissioner,,DEM,George Cunningham,10795,,,
Pima,Corporation Commissioner,,DEM,George Cunningham,116302,,,
Pinal,Corporation Commissioner,,DEM,George Cunningham,17550,,,
Santa Cruz,Corporation Commissioner,,DEM,George Cunningham,3372,,,
Yavapai,Corporation Commissioner,,DEM,George Cunningham,19778,,,
Yuma,Corporation Commissioner,,DEM,George Cunningham,9130,,,
Apache,Corporation Commissioner,,DEM,Roland James,8564,,,
Cochise,Corporation Commissioner,,DEM,Roland James,9167,,,
Coconino,Corporation Commissioner,,DEM,Roland James,14250,,,
Gila,Corporation Commissioner,,DEM,Roland James,5733,,,
Graham,Corporation Commissioner,,DEM,Roland James,2561,,,
Greenlee,Corporation Commissioner,,DEM,Roland James,993,,,
La Paz,Corporation Commissioner,,DEM,Roland James,1252,,,
Maricopa,Corporation Commissioner,,DEM,Roland James,220047,,,
Mohave,Corporation Commissioner,,DEM,Roland James,10478,,,
Navajo,Corporation Commissioner,,DEM,Roland James,8987,,,
Pima,Corporation Commissioner,,DEM,Roland James,89946,,,
Pinal,Corporation Commissioner,,DEM,Roland James,15003,,,
Santa Cruz,Corporation Commissioner,,DEM,Roland James,2793,,,
Yavapai,Corporation Commissioner,,DEM,Roland James,16924,,,
Yuma,Corporation Commissioner,,DEM,Roland James,8151,,,
Apache,Corporation Commissioner,,REP,Mike Gleason,3636,,,
Cochise,Corporation Commissioner,,REP,Mike Gleason,12262,,,
Coconino,Corporation Commissioner,,REP,Mike Gleason,10609,,,
Gila,Corporation Commissioner,,REP,Mike Gleason,5872,,,
Graham,Corporation Commissioner,,REP,Mike Gleason,3321,,,
Greenlee,Corporation Commissioner,,REP,Mike Gleason,656,,,
La Paz,Corporation Commissioner,,REP,Mike Gleason,1543,,,
Maricopa,Corporation Commissioner,,REP,Mike Gleason,313206,,,
Mohave,Corporation Commissioner,,REP,Mike Gleason,17136,,,
Navajo,Corporation Commissioner,,REP,Mike Gleason,8101,,,
Pima,Corporation Commissioner,,REP,Mike Gleason,83389,,,
Pinal,Corporation Commissioner,,REP,Mike Gleason,13980,,,
Santa Cruz,Corporation Commissioner,,REP,Mike Gleason,1892,,,
Yavapai,Corporation Commissioner,,REP,Mike Gleason,26867,,,
Yuma,Corporation Commissioner,,REP,Mike Gleason,9331,,,
Apache,Corporation Commissioner,,REP,Jeff Hatch-Miller,3602,,,
Cochise,Corporation Commissioner,,REP,Jeff Hatch-Miller,11899,,,
Coconino,Corporation Commissioner,,REP,Jeff Hatch-Miller,11513,,,
Gila,Corporation Commissioner,,REP,Jeff Hatch-Miller,6188,,,
Graham,Corporation Commissioner,,REP,Jeff Hatch-Miller,3367,,,
Greenlee,Corporation Commissioner,,REP,Jeff Hatch-Miller,684,,,
La Paz,Corporation Commissioner,,REP,Jeff Hatch-Miller,1528,,,
Maricopa,Corporation Commissioner,,REP,Jeff Hatch-Miller,347686,,,
Mohave,Corporation Commissioner,,REP,Jeff Hatch-Miller,17097,,,
Navajo,Corporation Commissioner,,REP,Jeff Hatch-Miller,9186,,,
Pima,Corporation Commissioner,,REP,Jeff Hatch-Miller,88805,,,
Pinal,Corporation Commissioner,,REP,Jeff Hatch-Miller,14679,,,
Santa Cruz,Corporation Commissioner,,REP,Jeff Hatch-Miller,1802,,,
Yavapai,Corporation Commissioner,,REP,Jeff Hatch-Miller,29024,,,
Yuma,Corporation Commissioner,,REP,Jeff Hatch-Miller,9129,,,
Apache,Corporation Commissioner,,DEM,James P. Walsh,12458,,,
Cochise,Corporation Commissioner,,DEM,James P. Walsh,11444,,,
Coconino,Corporation Commissioner,,DEM,James P. Walsh,18483,,,
Gila,Corporation Commissioner,,DEM,James P. Walsh,7614,,,
Graham,Corporation Commissioner,,DEM,James P. Walsh,3317,,,
Greenlee,Corporation Commissioner,,DEM,James P. Walsh,1217,,,
La Paz,Corporation Commissioner,,DEM,James P. Walsh,1518,,,
Maricopa,Corporation Commissioner,,DEM,James P. Walsh,293371,,,
Mohave,Corporation Commissioner,,DEM,James P. Walsh,12752,,,
Navajo,Corporation Commissioner,,DEM,James P. Walsh,11941,,,
Pima,Corporation Commissioner,,DEM,James P. Walsh,118130,,,
Pinal,Corporation Commissioner,,DEM,James P. Walsh,18938,,,
Santa Cruz,Corporation Commissioner,,DEM,James P. Walsh,3550,,,
Yavapai,Corporation Commissioner,,DEM,James P. Walsh,21330,,,
Yuma,Corporation Commissioner,,DEM,James P. Walsh,9445,,,
Apache,Corporation Commissioner,,REP,Jim Irvin,4429,,,
Cochise,Corporation Commissioner,,REP,Jim Irvin,14005,,,
Coconino,Corporation Commissioner,,REP,Jim Irvin,12684,,,
Gila,Corporation Commissioner,,REP,Jim Irvin,6576,,,
Graham,Corporation Commissioner,,REP,Jim Irvin,3815,,,
Greenlee,Corporation Commissioner,,REP,Jim Irvin,766,,,
La Paz,Corporation Commissioner,,REP,Jim Irvin,1875,,,
Maricopa,Corporation Commissioner,,REP,Jim Irvin,344780,,,
Mohave,Corporation Commissioner,,REP,Jim Irvin,19203,,,
Navajo,Corporation Commissioner,,REP,Jim Irvin,9354,,,
Pima,Corporation Commissioner,,REP,Jim Irvin,95065,,,
Pinal,Corporation Commissioner,,REP,Jim Irvin,16095,,,
Santa Cruz,Corporation Commissioner,,REP,Jim Irvin,2173,,,
Yavapai,Corporation Commissioner,,REP,Jim Irvin,30766,,,
Yuma,Corporation Commissioner,,REP,Jim Irvin,10970,,,
