county,votes,early_voting,election_day,late_early_voting,provisional,party,office,district,candidate,precinct
Pinal,68,23,22,18,3,DEM,U.S. House,1,"O'HALLERAN, TOM",SUPERIOR
Pinal,33,10,11,10,2,DEM,U.S. House,1,"O'HALLERAN, TOM",THUNDERBIRD FARMS
Pinal,64,21,14,24,4,DEM,U.S. House,1,"O'HALLERAN, TOM",CASA GRANDE WEST
Pinal,23,1,14,3,3,DEM,U.S. House,1,"O'HALLERAN, TOM",BLACKWATER
Pinal,23,1,18,3,0,DEM,U.S. House,1,"O'HALLERAN, TOM",SAN TAN
Pinal,25,1,17,4,2,DEM,U.S. House,1,"O'HALLERAN, TOM",CASA BLANCA
Pinal,30,9,5,12,2,DEM,U.S. House,1,"O'HALLERAN, TOM",HIDDEN VALLEY
Pinal,44,12,12,16,3,DEM,U.S. House,1,"O'HALLERAN, TOM",SANTA ROSA
Pinal,70,21,17,27,3,DEM,U.S. House,1,"O'HALLERAN, TOM",EL DORADO
Pinal,14,1,9,3,1,DEM,U.S. House,1,"O'HALLERAN, TOM",AK CHIN COMMUNITY
Pinal,74,24,18,25,5,DEM,U.S. House,1,"O'HALLERAN, TOM",MARICOPA MEADOWS
Pinal,76,19,24,27,6,DEM,U.S. House,1,"O'HALLERAN, TOM",MARICOPA FIESTA
Pinal,131,56,23,45,5,DEM,U.S. House,1,"O'HALLERAN, TOM",PROVINCE
Pinal,80,37,12,26,3,DEM,U.S. House,1,"O'HALLERAN, TOM",IRONWOOD COMMON
Pinal,28,8,8,7,3,DEM,U.S. House,1,"O'HALLERAN, TOM",CRUZ PARK
Pinal,85,28,20,31,4,DEM,U.S. House,1,"O'HALLERAN, TOM",COYOTE RANCH
Pinal,58,18,15,19,5,DEM,U.S. House,1,"O'HALLERAN, TOM",SENITA
Pinal,32,11,8,10,2,DEM,U.S. House,1,"O'HALLERAN, TOM",SILVERBELL
Pinal,112,61,19,28,1,DEM,U.S. House,1,"O'HALLERAN, TOM",EAGLE CREST
Pinal,54,20,16,14,3,DEM,U.S. House,1,"O'HALLERAN, TOM",ORACLE SOUTH
Pinal,61,24,11,21,3,DEM,U.S. House,1,"O'HALLERAN, TOM",MISSION VALLEY
Pinal,58,16,14,23,3,DEM,U.S. House,1,"O'HALLERAN, TOM",0 DESERT CEDARS
Pinal,70,20,18,25,6,DEM,U.S. House,1,"O'HALLERAN, TOM",1 ALTERRA NORTH
Pinal,71,23,17,25,4,DEM,U.S. House,1,"O'HALLERAN, TOM",2 MARICOPA WELLS
Pinal,0,0,0,0,0,DEM,U.S. House,1,"O'HALLERAN, TOM",3 SAN CARLOS COMMUNITY
Pinal,5,1,1,2,0,DEM,U.S. House,1,"O'HALLERAN, TOM",4 PICACHO SOUTH
Pinal,3,1,0,1,0,DEM,U.S. House,1,"O'HALLERAN, TOM",5 TOLTEC SOUTHWEST
Pinal,5,1,2,1,0,GRN,U.S. House,1,"PARRISH, RAY",KEARNY
Pinal,3,0,1,0,0,GRN,U.S. House,1,"PARRISH, RAY",DUDLEYVILLE
Pinal,6,2,2,1,0,GRN,U.S. House,1,"PARRISH, RAY",SAN MANUEL
Pinal,3,0,1,0,0,GRN,U.S. House,1,"PARRISH, RAY",MAMMOTH
Pinal,6,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",ORACLE
Pinal,4,2,0,1,0,GRN,U.S. House,1,"PARRISH, RAY",SADDLEBROOKE WEST
Pinal,10,3,3,3,0,GRN,U.S. House,1,"PARRISH, RAY",ARIZONA CITY
Pinal,9,3,1,3,0,GRN,U.S. House,1,"PARRISH, RAY",TOLTEC SOUTH
Pinal,0,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",PICACHO
Pinal,2,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",ELOY
Pinal,7,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",TOLTEC
Pinal,1,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",ELOY SOUTH
Pinal,3,2,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",SADDLEBROOKE EAST
Pinal,5,1,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",RED ROCK
Pinal,4,0,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",COOLIDGE NE
Pinal,11,3,3,3,0,GRN,U.S. House,1,"PARRISH, RAY",COOLIDGE NW
Pinal,7,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",COOLIDGE SOUTH
Pinal,3,2,0,1,0,GRN,U.S. House,1,"PARRISH, RAY",RANDOLPH
Pinal,3,1,0,1,0,GRN,U.S. House,1,"PARRISH, RAY",CENTRAL ARIZONA COLLEGE
Pinal,4,1,1,0,0,GRN,U.S. House,1,"PARRISH, RAY",ELEVEN MILE CORNER
Pinal,6,1,2,1,0,GRN,U.S. House,1,"PARRISH, RAY",CACTUS FOREST
Pinal,3,0,2,0,0,GRN,U.S. House,1,"PARRISH, RAY",SACATON
Pinal,7,1,0,4,0,GRN,U.S. House,1,"PARRISH, RAY",MARICOPA
Pinal,1,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",STANFIELD
Pinal,7,3,1,3,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE NORTH
Pinal,7,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE N CENTRAL
Pinal,6,1,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE S CENTRAL
Pinal,7,2,2,2,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE NE
Pinal,4,1,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE SE
Pinal,11,3,2,4,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE NW
Pinal,6,2,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE SW
Pinal,9,2,2,4,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE RANCHO GRANDE
Pinal,6,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE INTERCHANGE
Pinal,7,1,2,1,0,GRN,U.S. House,1,"PARRISH, RAY",SUPERIOR
Pinal,7,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",THUNDERBIRD FARMS
Pinal,8,2,3,2,0,GRN,U.S. House,1,"PARRISH, RAY",CASA GRANDE WEST
Pinal,3,0,2,0,0,GRN,U.S. House,1,"PARRISH, RAY",BLACKWATER
Pinal,3,0,2,0,0,GRN,U.S. House,1,"PARRISH, RAY",SAN TAN
Pinal,2,0,2,0,0,GRN,U.S. House,1,"PARRISH, RAY",CASA BLANCA
Pinal,5,1,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",HIDDEN VALLEY
Pinal,5,1,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",SANTA ROSA
Pinal,9,2,2,4,0,GRN,U.S. House,1,"PARRISH, RAY",EL DORADO
Pinal,1,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",AK CHIN COMMUNITY
Pinal,9,2,2,3,1,GRN,U.S. House,1,"PARRISH, RAY",MARICOPA MEADOWS
Pinal,11,2,3,4,0,GRN,U.S. House,1,"PARRISH, RAY",MARICOPA FIESTA
Pinal,15,3,3,6,1,GRN,U.S. House,1,"PARRISH, RAY",PROVINCE
Pinal,9,3,1,3,0,GRN,U.S. House,1,"PARRISH, RAY",IRONWOOD COMMON
Pinal,3,1,1,1,0,GRN,U.S. House,1,"PARRISH, RAY",CRUZ PARK
Pinal,11,3,4,3,0,GRN,U.S. House,1,"PARRISH, RAY",COYOTE RANCH
Pinal,9,2,2,3,1,GRN,U.S. House,1,"PARRISH, RAY",SENITA
Pinal,6,2,0,2,0,GRN,U.S. House,1,"PARRISH, RAY",SILVERBELL
Pinal,6,3,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",EAGLE CREST
Pinal,6,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",ORACLE SOUTH
Pinal,7,2,1,2,0,GRN,U.S. House,1,"PARRISH, RAY",MISSION VALLEY
Pinal,7,1,2,2,0,GRN,U.S. House,1,"PARRISH, RAY",0 DESERT CEDARS
Pinal,8,1,2,3,1,GRN,U.S. House,1,"PARRISH, RAY",1 ALTERRA NORTH
Pinal,10,3,2,4,0,GRN,U.S. House,1,"PARRISH, RAY",2 MARICOPA WELLS
Pinal,0,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",3 SAN CARLOS COMMUNITY
Pinal,1,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",4 PICACHO SOUTH
Pinal,0,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",5 TOLTEC SOUTHWEST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,KEARNY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,DUDLEYVILLE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SAN MANUEL
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MAMMOTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ORACLE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SADDLEBROOKE WEST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ARIZONA CITY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,TOLTEC SOUTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,PICACHO
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ELOY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,TOLTEC
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ELOY SOUTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SADDLEBROOKE EAST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,RED ROCK
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,COOLIDGE NE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,COOLIDGE NW
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,COOLIDGE SOUTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,RANDOLPH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CENTRAL ARIZONA COLLEGE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ELEVEN MILE CORNER
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CACTUS FOREST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SACATON
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MARICOPA
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,STANFIELD
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE NORTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE N CENTRAL
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE S CENTRAL
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE NE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE SE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE NW
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE SW
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE RANCHO GRANDE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE INTERCHANGE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SUPERIOR
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,THUNDERBIRD FARMS
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA GRANDE WEST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,BLACKWATER
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SAN TAN
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CASA BLANCA
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,HIDDEN VALLEY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SANTA ROSA
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,EL DORADO
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,AK CHIN COMMUNITY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MARICOPA MEADOWS
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MARICOPA FIESTA
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,PROVINCE
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,IRONWOOD COMMON
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CRUZ PARK
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,COYOTE RANCH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SENITA
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,SILVERBELL
Pinal,1,0,0,0,0,NON,U.S. House,1,WRITE-IN,EAGLE CREST
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,ORACLE SOUTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MISSION VALLEY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,0 DESERT CEDARS
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,1 ALTERRA NORTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,2 MARICOPA WELLS
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,3 SAN CARLOS COMMUNITY
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,4 PICACHO SOUTH
Pinal,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,5 TOLTEC SOUTHWEST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,KEARNY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,DUDLEYVILLE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SAN MANUEL
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,MAMMOTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ORACLE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SADDLEBROOKE WEST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ARIZONA CITY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,TOLTEC SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,PICACHO
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ELOY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,TOLTEC
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ELOY SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SADDLEBROOKE EAST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,RED ROCK
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,COOLIDGE NE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,COOLIDGE NW
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,COOLIDGE SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,RANDOLPH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CENTRAL ARIZONA COLLEGE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ELEVEN MILE CORNER
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CACTUS FOREST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SACATON
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,MARICOPA
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,STANFIELD
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE NORTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE N CENTRAL
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE S CENTRAL
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE NE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE SE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE NW
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE SW
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE RANCHO GRANDE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE INTERCHANGE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SUPERIOR
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,THUNDERBIRD FARMS
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA GRANDE WEST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,BLACKWATER
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SAN TAN
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CASA BLANCA
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,HIDDEN VALLEY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SANTA ROSA
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,EL DORADO
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,AK CHIN COMMUNITY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,MARICOPA MEADOWS
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,MARICOPA FIESTA
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,PROVINCE
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,IRONWOOD COMMON
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,CRUZ PARK
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,COYOTE RANCH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SENITA
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,SILVERBELL
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,EAGLE CREST
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,ORACLE SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,MISSION VALLEY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,0 DESERT CEDARS
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,1 ALTERRA NORTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,2 MARICOPA WELLS
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,3 SAN CARLOS COMMUNITY
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,4 PICACHO SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,OVER VOTES,5 TOLTEC SOUTHWEST
Pinal,3,0,1,1,0,,U.S. House,1,UNDER VOTES,KEARNY
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,DUDLEYVILLE
Pinal,3,1,0,1,0,,U.S. House,1,UNDER VOTES,SAN MANUEL
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,MAMMOTH
Pinal,6,2,1,2,0,,U.S. House,1,UNDER VOTES,ORACLE
Pinal,5,2,1,2,0,,U.S. House,1,UNDER VOTES,SADDLEBROOKE WEST
Pinal,4,0,1,2,0,,U.S. House,1,UNDER VOTES,ARIZONA CITY
Pinal,5,1,1,2,0,,U.S. House,1,UNDER VOTES,TOLTEC SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,PICACHO
Pinal,3,0,1,1,0,,U.S. House,1,UNDER VOTES,ELOY
Pinal,7,3,1,2,0,,U.S. House,1,UNDER VOTES,TOLTEC
Pinal,3,0,1,1,0,,U.S. House,1,UNDER VOTES,ELOY SOUTH
Pinal,5,3,0,1,0,,U.S. House,1,UNDER VOTES,SADDLEBROOKE EAST
Pinal,5,1,2,1,0,,U.S. House,1,UNDER VOTES,RED ROCK
Pinal,2,0,1,1,0,,U.S. House,1,UNDER VOTES,COOLIDGE NE
Pinal,8,2,2,4,0,,U.S. House,1,UNDER VOTES,COOLIDGE NW
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,COOLIDGE SOUTH
Pinal,2,1,0,0,0,,U.S. House,1,UNDER VOTES,RANDOLPH
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,CENTRAL ARIZONA COLLEGE
Pinal,2,0,0,1,0,,U.S. House,1,UNDER VOTES,ELEVEN MILE CORNER
Pinal,3,1,1,1,0,,U.S. House,1,UNDER VOTES,CACTUS FOREST
Pinal,1,0,1,0,0,,U.S. House,1,UNDER VOTES,SACATON
Pinal,6,1,1,3,0,,U.S. House,1,UNDER VOTES,MARICOPA
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,STANFIELD
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE NORTH
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE N CENTRAL
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE S CENTRAL
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE NE
Pinal,5,0,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE SE
Pinal,7,2,1,3,0,,U.S. House,1,UNDER VOTES,CASA GRANDE NW
Pinal,3,0,1,0,0,,U.S. House,1,UNDER VOTES,CASA GRANDE SW
Pinal,6,1,1,3,0,,U.S. House,1,UNDER VOTES,CASA GRANDE RANCHO GRANDE
Pinal,6,3,0,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE INTERCHANGE
Pinal,3,1,0,1,0,,U.S. House,1,UNDER VOTES,SUPERIOR
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,THUNDERBIRD FARMS
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,CASA GRANDE WEST
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,BLACKWATER
Pinal,1,0,1,0,0,,U.S. House,1,UNDER VOTES,SAN TAN
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,CASA BLANCA
Pinal,2,0,1,0,0,,U.S. House,1,UNDER VOTES,HIDDEN VALLEY
Pinal,5,1,1,1,0,,U.S. House,1,UNDER VOTES,SANTA ROSA
Pinal,6,1,2,2,0,,U.S. House,1,UNDER VOTES,EL DORADO
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,AK CHIN COMMUNITY
Pinal,6,1,1,3,0,,U.S. House,1,UNDER VOTES,MARICOPA MEADOWS
Pinal,7,1,1,2,1,,U.S. House,1,UNDER VOTES,MARICOPA FIESTA
Pinal,13,3,2,7,0,,U.S. House,1,UNDER VOTES,PROVINCE
Pinal,8,2,1,2,0,,U.S. House,1,UNDER VOTES,IRONWOOD COMMON
Pinal,1,0,0,0,0,,U.S. House,1,UNDER VOTES,CRUZ PARK
Pinal,8,2,2,3,0,,U.S. House,1,UNDER VOTES,COYOTE RANCH
Pinal,7,1,1,3,0,,U.S. House,1,UNDER VOTES,SENITA
Pinal,3,1,1,0,0,,U.S. House,1,UNDER VOTES,SILVERBELL
Pinal,10,3,1,4,0,,U.S. House,1,UNDER VOTES,EAGLE CREST
Pinal,4,1,1,1,0,,U.S. House,1,UNDER VOTES,ORACLE SOUTH
Pinal,4,0,1,2,0,,U.S. House,1,UNDER VOTES,MISSION VALLEY
Pinal,4,0,1,1,0,,U.S. House,1,UNDER VOTES,0 DESERT CEDARS
Pinal,7,1,2,2,1,,U.S. House,1,UNDER VOTES,1 ALTERRA NORTH
Pinal,8,2,2,4,0,,U.S. House,1,UNDER VOTES,2 MARICOPA WELLS
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,3 SAN CARLOS COMMUNITY
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,4 PICACHO SOUTH
Pinal,0,0,0,0,0,,U.S. House,1,UNDER VOTES,5 TOLTEC SOUTHWEST
Pinal,11,1,6,2,0,DEM,U.S. House,3,"GRIJALVA, RAUL",CHUI CHU
Pinal,0,0,0,0,0,NON,U.S. House,3,WRITE-IN,CHUI CHU
Pinal,0,0,0,0,0,,U.S. House,3,OVER VOTES,CHUI CHU
Pinal,0,0,0,0,0,,U.S. House,3,UNDER VOTES,CHUI CHU
Pinal,62,31,13,15,1,REP,U.S. House,4,"GOSAR, PAUL",FLORENCE NORTH
Pinal,56,19,16,17,3,REP,U.S. House,4,"GOSAR, PAUL",FLORENCE SOUTH
Pinal,134,49,29,49,5,REP,U.S. House,4,"GOSAR, PAUL",JOHNSON RANCH
Pinal,247,94,58,83,12,REP,U.S. House,4,"GOSAR, PAUL",POSTON BUTTE
Pinal,162,57,37,58,9,REP,U.S. House,4,"GOSAR, PAUL",QUEEN CREEK
Pinal,99,44,21,29,4,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT SUPERSTITION
Pinal,59,22,17,16,3,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT NW
Pinal,100,42,23,30,3,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT SW
Pinal,114,35,37,36,5,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT SE
Pinal,106,36,34,31,3,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT NE
Pinal,90,37,21,27,4,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT EAST
Pinal,77,25,21,23,7,REP,U.S. House,4,"GOSAR, PAUL",APACHE JCT CENTRAL
Pinal,102,37,27,34,2,REP,U.S. House,4,"GOSAR, PAUL",GOLD CANYON
Pinal,26,7,11,6,0,REP,U.S. House,4,"GOSAR, PAUL",QUEEN VALLEY
Pinal,1,0,0,1,0,REP,U.S. House,4,"GOSAR, PAUL",SUPERIOR WEST
Pinal,6,1,3,1,0,REP,U.S. House,4,"GOSAR, PAUL",SUTTON SUMMIT
Pinal,81,30,22,25,3,REP,U.S. House,4,"GOSAR, PAUL",APACHE JUNCTION NORTH
Pinal,118,37,38,39,3,REP,U.S. House,4,"GOSAR, PAUL",APACHE JUNCTION N. CENTRAL
Pinal,75,27,21,23,2,REP,U.S. House,4,"GOSAR, PAUL",APACHE JUNCTION E. CENTRAL
Pinal,112,41,27,38,4,REP,U.S. House,4,"GOSAR, PAUL",APACHE JUNCTION SOUTH
Pinal,57,21,18,14,2,REP,U.S. House,4,"GOSAR, PAUL",APACHE TRAIL
Pinal,130,52,31,42,4,REP,U.S. House,4,"GOSAR, PAUL",SUPERSTITION MOUNTAIN
Pinal,88,40,22,23,2,REP,U.S. House,4,"GOSAR, PAUL",MOUNTAINBROOK VILLAGE
Pinal,100,25,28,40,5,REP,U.S. House,4,"GOSAR, PAUL",SAN TAN PARK
Pinal,67,18,17,26,4,REP,U.S. House,4,"GOSAR, PAUL",BELLA VISTA
Pinal,90,28,23,32,6,REP,U.S. House,4,"GOSAR, PAUL",COPPER BASIN
Pinal,111,27,34,41,8,REP,U.S. House,4,"GOSAR, PAUL",SCHNEPF
Pinal,48,18,11,16,1,REP,U.S. House,4,"GOSAR, PAUL",PERALTA
Pinal,110,33,34,35,7,REP,U.S. House,4,"GOSAR, PAUL",WALKER BUTTE
Pinal,121,30,33,47,9,REP,U.S. House,4,"GOSAR, PAUL",PECAN CREEK NORTH
Pinal,54,19,14,18,1,REP,U.S. House,4,"GOSAR, PAUL",GOLD CANYON NORTH
