contest,choice,precinct_id,vote_total,polling_place_votes,early_votes,provisional_votes,polling_place_votes_ds200,early_votes_ds200,party_name,contest_name,choice_name,precinct_name,votes_allowed,referendum_flag
000,00,000,000592,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 1,0,
000,00,000,001453,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 2,0,
000,00,000,000846,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 3,0,
000,00,000,000446,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 4,0,
000,00,000,001032,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Coronado 5,0,
000,00,000,000573,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Elgin 6,0,
000,00,000,002993,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Rio Rico 7,0,
000,00,000,002105,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 8,0,
000,00,000,000333,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 9,0,
000,00,001,001014,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 10,0,
000,00,001,001541,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Tubac 11,0,
000,00,001,000625,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 12,0,
000,00,001,000373,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Santa Cruz 13,0,
000,00,001,000842,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Patagonia 14,0,
000,00,001,000801,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Sonoita 15,0,
000,00,001,000518,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 16,0,
000,00,001,002567,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Calabasas 17,0,
000,00,001,000585,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 18,0,
000,00,001,002270,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Baca 19,0,
000,00,002,001109,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Nogales 20,0,
000,00,002,001797,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Peck Canyon 21,0,
000,00,002,000571,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Potrero 22,0,
000,00,002,000053,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Mountain 23,0,
000,00,002,000139,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,Lake Patagonia 24,0,
000,00,000,000066,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 1,0,
000,00,000,000140,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 2,0,
000,00,000,000074,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 3,0,
000,00,000,000033,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 4,0,
000,00,000,000170,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Coronado 5,0,
000,00,000,000258,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Elgin 6,0,
000,00,000,000639,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Rio Rico 7,0,
000,00,000,000163,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 8,0,
000,00,000,000067,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 9,0,
000,00,001,000115,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 10,0,
000,00,001,000470,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Tubac 11,0,
000,00,001,000063,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 12,0,
000,00,001,000065,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Santa Cruz 13,0,
000,00,001,000154,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Patagonia 14,0,
000,00,001,000358,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Sonoita 15,0,
000,00,001,000045,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 16,0,
000,00,001,000367,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Calabasas 17,0,
000,00,001,000092,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 18,0,
000,00,001,000284,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Baca 19,0,
000,00,002,000100,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Nogales 20,0,
000,00,002,000241,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Peck Canyon 21,0,
000,00,002,000057,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Potrero 22,0,
000,00,002,000019,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Mountain 23,0,
000,00,002,000039,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,Lake Patagonia 24,0,
000,00,000,000322,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Nogales 1,0,
000,00,000,000793,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Nogales 2,0,
000,00,000,000464,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Nogales 3,0,
000,00,000,000260,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Nogales 4,0,
000,00,000,000544,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Coronado 5,0,
000,00,000,000150,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Elgin 6,0,
000,00,000,001316,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Rio Rico 7,0,
000,00,000,001289,00000,00000,00000,00000,00000,DEM,REGISTERED VOTERS - DEMOCRATIC,REGISTERED VOTERS - DEMOCRATIC,Nogales 8,0,
