county,votes,election_day,early_voting,late_early_voting,provisional,party,office,district,candidate,precinct
Navajo,2,0,1,0,0,,President,,UNDER VOTES,MOGOLLON
Navajo,0,0,0,0,0,,President,,UNDER VOTES,WOODLAND
Navajo,5,0,4,0,0,,President,,UNDER VOTES,SITGREAVES
Navajo,8,4,4,0,0,,President,,UNDER VOTES,SUNRISE
Navajo,78,50,25,3,0,REP,U.S. Senate,,"MCCAIN, JOHN",RED BUTTE
Navajo,15,8,6,1,0,REP,U.S. Senate,,"MCCAIN, JOHN",PAINTED DESERT
Navajo,10,4,4,1,0,REP,U.S. Senate,,"MCCAIN, JOHN",HUBBELL
Navajo,144,68,60,13,2,REP,U.S. Senate,,"MCCAIN, JOHN",BLACK BUTTES
Navajo,12,9,2,0,0,REP,U.S. Senate,,"MCCAIN, JOHN",CEDAR VALLEY
Navajo,2,1,0,0,0,REP,U.S. Senate,,"MCCAIN, JOHN",STONE BUTTE
Navajo,382,163,167,46,4,REP,U.S. Senate,,"MCCAIN, JOHN",PIONEER
Navajo,144,70,60,12,1,REP,U.S. Senate,,"MCCAIN, JOHN",ANTELOPE
Navajo,66,22,40,2,0,REP,U.S. Senate,,"MCCAIN, JOHN",JUNIPER
Navajo,51,22,23,5,0,REP,U.S. Senate,,"MCCAIN, JOHN",BISON
Navajo,137,37,86,13,0,REP,U.S. Senate,,"MCCAIN, JOHN",MOGOLLON
Navajo,57,20,31,5,0,REP,U.S. Senate,,"MCCAIN, JOHN",WOODLAND
Navajo,427,131,257,38,1,REP,U.S. Senate,,"MCCAIN, JOHN",SITGREAVES
Navajo,346,109,201,33,2,REP,U.S. Senate,,"MCCAIN, JOHN",SUNRISE
Navajo,488,315,153,16,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",RED BUTTE
Navajo,67,47,17,2,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",PAINTED DESERT
Navajo,4,1,3,0,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",HUBBELL
Navajo,322,162,138,15,5,DEM,U.S. Senate,,"KIRKPATRICK, ANN",BLACK BUTTES
Navajo,96,63,28,3,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",CEDAR VALLEY
Navajo,34,27,5,1,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",STONE BUTTE
Navajo,78,30,41,6,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",PIONEER
Navajo,73,29,37,5,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",ANTELOPE
Navajo,23,6,15,1,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",JUNIPER
Navajo,13,3,8,1,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",BISON
Navajo,44,9,31,3,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",MOGOLLON
Navajo,19,4,13,1,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",WOODLAND
Navajo,135,27,99,8,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",SITGREAVES
Navajo,363,204,136,15,6,DEM,U.S. Senate,,"KIRKPATRICK, ANN",SUNRISE
Navajo,15,9,5,0,0,GRN,U.S. Senate,,"SWING, GARY",RED BUTTE
Navajo,3,2,1,0,0,GRN,U.S. Senate,,"SWING, GARY",PAINTED DESERT
Navajo,1,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",HUBBELL
Navajo,25,10,12,2,0,GRN,U.S. Senate,,"SWING, GARY",BLACK BUTTES
Navajo,2,1,0,0,0,GRN,U.S. Senate,,"SWING, GARY",CEDAR VALLEY
Navajo,1,0,0,0,0,GRN,U.S. Senate,,"SWING, GARY",STONE BUTTE
Navajo,59,22,28,7,0,GRN,U.S. Senate,,"SWING, GARY",PIONEER
Navajo,22,9,10,1,0,GRN,U.S. Senate,,"SWING, GARY",ANTELOPE
Navajo,15,4,9,0,0,GRN,U.S. Senate,,"SWING, GARY",JUNIPER
Navajo,6,3,2,1,0,GRN,U.S. Senate,,"SWING, GARY",BISON
Navajo,21,5,13,1,0,GRN,U.S. Senate,,"SWING, GARY",MOGOLLON
Navajo,8,2,4,1,0,GRN,U.S. Senate,,"SWING, GARY",WOODLAND
Navajo,49,12,32,3,0,GRN,U.S. Senate,,"SWING, GARY",SITGREAVES
Navajo,41,13,23,4,0,GRN,U.S. Senate,,"SWING, GARY",SUNRISE
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,RED BUTTE
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,PAINTED DESERT
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,HUBBELL
Navajo,1,0,0,0,0,NON,U.S. Senate,,WRITE-IN,BLACK BUTTES
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,CEDAR VALLEY
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,STONE BUTTE
Navajo,8,2,4,1,0,NON,U.S. Senate,,WRITE-IN,PIONEER
Navajo,2,1,0,0,0,NON,U.S. Senate,,WRITE-IN,ANTELOPE
Navajo,1,0,0,0,0,NON,U.S. Senate,,WRITE-IN,JUNIPER
Navajo,1,0,0,0,0,NON,U.S. Senate,,WRITE-IN,BISON
Navajo,3,1,2,0,0,NON,U.S. Senate,,WRITE-IN,MOGOLLON
Navajo,0,0,0,0,0,NON,U.S. Senate,,WRITE-IN,WOODLAND
Navajo,7,2,4,0,0,NON,U.S. Senate,,WRITE-IN,SITGREAVES
Navajo,6,1,3,0,0,NON,U.S. Senate,,WRITE-IN,SUNRISE
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,RED BUTTE
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,PAINTED DESERT
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,HUBBELL
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,BLACK BUTTES
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,CEDAR VALLEY
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,STONE BUTTE
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,PIONEER
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,ANTELOPE
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,JUNIPER
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,BISON
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,MOGOLLON
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,WOODLAND
Navajo,0,0,0,0,0,,U.S. Senate,,OVER VOTES,SITGREAVES
Navajo,1,0,0,0,0,,U.S. Senate,,OVER VOTES,SUNRISE
Navajo,18,10,7,0,0,,U.S. Senate,,UNDER VOTES,RED BUTTE
Navajo,3,2,0,0,0,,U.S. Senate,,UNDER VOTES,PAINTED DESERT
Navajo,1,0,0,0,0,,U.S. Senate,,UNDER VOTES,HUBBELL
Navajo,17,6,9,1,0,,U.S. Senate,,UNDER VOTES,BLACK BUTTES
Navajo,3,2,0,0,0,,U.S. Senate,,UNDER VOTES,CEDAR VALLEY
Navajo,2,1,0,0,0,,U.S. Senate,,UNDER VOTES,STONE BUTTE
Navajo,33,13,16,3,0,,U.S. Senate,,UNDER VOTES,PIONEER
Navajo,13,5,7,1,0,,U.S. Senate,,UNDER VOTES,ANTELOPE
Navajo,6,1,4,0,0,,U.S. Senate,,UNDER VOTES,JUNIPER
Navajo,4,1,2,0,0,,U.S. Senate,,UNDER VOTES,BISON
Navajo,11,3,7,1,0,,U.S. Senate,,UNDER VOTES,MOGOLLON
Navajo,4,1,1,0,0,,U.S. Senate,,UNDER VOTES,WOODLAND
Navajo,34,8,23,2,0,,U.S. Senate,,UNDER VOTES,SITGREAVES
Navajo,25,7,16,1,0,,U.S. Senate,,UNDER VOTES,SUNRISE
Navajo,80,52,24,2,0,REP,U.S. House,1,"BABEU, PAUL",RED BUTTE
Navajo,15,9,4,1,0,REP,U.S. House,1,"BABEU, PAUL",PAINTED DESERT
Navajo,7,3,3,1,0,REP,U.S. House,1,"BABEU, PAUL",HUBBELL
Navajo,124,59,52,10,2,REP,U.S. House,1,"BABEU, PAUL",BLACK BUTTES
Navajo,12,9,2,0,0,REP,U.S. House,1,"BABEU, PAUL",CEDAR VALLEY
Navajo,4,4,0,0,0,REP,U.S. House,1,"BABEU, PAUL",STONE BUTTE
Navajo,356,157,151,43,4,REP,U.S. House,1,"BABEU, PAUL",PIONEER
Navajo,118,57,48,10,1,REP,U.S. House,1,"BABEU, PAUL",ANTELOPE
Navajo,64,20,40,2,0,REP,U.S. House,1,"BABEU, PAUL",JUNIPER
Navajo,44,19,21,4,0,REP,U.S. House,1,"BABEU, PAUL",BISON
Navajo,131,37,81,12,0,REP,U.S. House,1,"BABEU, PAUL",MOGOLLON
Navajo,48,18,24,5,0,REP,U.S. House,1,"BABEU, PAUL",WOODLAND
Navajo,374,114,227,31,1,REP,U.S. House,1,"BABEU, PAUL",SITGREAVES
Navajo,308,98,179,29,1,REP,U.S. House,1,"BABEU, PAUL",SUNRISE
Navajo,445,289,138,15,2,DEM,U.S. House,1,"O'HALLERAN, TOM",RED BUTTE
Navajo,66,46,18,2,0,DEM,U.S. House,1,"O'HALLERAN, TOM",PAINTED DESERT
Navajo,7,2,3,1,0,DEM,U.S. House,1,"O'HALLERAN, TOM",HUBBELL
Navajo,330,161,146,17,4,DEM,U.S. House,1,"O'HALLERAN, TOM",BLACK BUTTES
Navajo,93,60,27,3,1,DEM,U.S. House,1,"O'HALLERAN, TOM",CEDAR VALLEY
Navajo,31,24,4,1,0,DEM,U.S. House,1,"O'HALLERAN, TOM",STONE BUTTE
Navajo,121,43,67,10,0,DEM,U.S. House,1,"O'HALLERAN, TOM",PIONEER
Navajo,100,37,53,7,1,DEM,U.S. House,1,"O'HALLERAN, TOM",ANTELOPE
Navajo,29,8,18,1,0,DEM,U.S. House,1,"O'HALLERAN, TOM",JUNIPER
Navajo,19,7,10,2,0,DEM,U.S. House,1,"O'HALLERAN, TOM",BISON
Navajo,61,12,44,4,0,DEM,U.S. House,1,"O'HALLERAN, TOM",MOGOLLON
Navajo,27,7,19,1,0,DEM,U.S. House,1,"O'HALLERAN, TOM",WOODLAND
Navajo,186,40,133,12,0,DEM,U.S. House,1,"O'HALLERAN, TOM",SITGREAVES
Navajo,394,205,163,19,6,DEM,U.S. House,1,"O'HALLERAN, TOM",SUNRISE
Navajo,54,31,20,1,0,GRN,U.S. House,1,"PARRISH, RAY",RED BUTTE
Navajo,4,3,1,0,0,GRN,U.S. House,1,"PARRISH, RAY",PAINTED DESERT
Navajo,1,0,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",HUBBELL
Navajo,28,14,10,2,0,GRN,U.S. House,1,"PARRISH, RAY",BLACK BUTTES
Navajo,3,2,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",CEDAR VALLEY
Navajo,2,1,0,0,0,GRN,U.S. House,1,"PARRISH, RAY",STONE BUTTE
Navajo,39,14,19,5,0,GRN,U.S. House,1,"PARRISH, RAY",PIONEER
Navajo,18,9,6,1,0,GRN,U.S. House,1,"PARRISH, RAY",ANTELOPE
Navajo,11,3,6,0,0,GRN,U.S. House,1,"PARRISH, RAY",JUNIPER
Navajo,4,1,1,0,0,GRN,U.S. House,1,"PARRISH, RAY",BISON
Navajo,12,3,8,1,0,GRN,U.S. House,1,"PARRISH, RAY",MOGOLLON
Navajo,7,2,4,0,0,GRN,U.S. House,1,"PARRISH, RAY",WOODLAND
Navajo,41,13,25,3,0,GRN,U.S. House,1,"PARRISH, RAY",SITGREAVES
Navajo,38,15,19,3,0,GRN,U.S. House,1,"PARRISH, RAY",SUNRISE
Navajo,1,0,0,0,0,NON,U.S. House,1,WRITE-IN,RED BUTTE
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,PAINTED DESERT
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,HUBBELL
Navajo,1,0,0,0,0,NON,U.S. House,1,WRITE-IN,BLACK BUTTES
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,CEDAR VALLEY
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,STONE BUTTE
Navajo,3,1,2,0,0,NON,U.S. House,1,WRITE-IN,PIONEER
Navajo,1,0,0,0,0,NON,U.S. House,1,WRITE-IN,ANTELOPE
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,JUNIPER
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,BISON
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,MOGOLLON
Navajo,0,0,0,0,0,NON,U.S. House,1,WRITE-IN,WOODLAND
Navajo,2,0,1,0,0,NON,U.S. House,1,WRITE-IN,SITGREAVES
Navajo,2,0,1,0,0,NON,U.S. House,1,WRITE-IN,SUNRISE
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,RED BUTTE
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,PAINTED DESERT
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,HUBBELL
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,BLACK BUTTES
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,CEDAR VALLEY
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,STONE BUTTE
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,PIONEER
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,ANTELOPE
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,JUNIPER
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,BISON
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,MOGOLLON
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,WOODLAND
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,SITGREAVES
Navajo,0,0,0,0,0,,U.S. House,1,OVER VOTES,SUNRISE
Navajo,20,12,7,0,0,,U.S. House,1,UNDER VOTES,RED BUTTE
Navajo,3,2,1,0,0,,U.S. House,1,UNDER VOTES,PAINTED DESERT
Navajo,1,0,0,0,0,,U.S. House,1,UNDER VOTES,HUBBELL
Navajo,26,12,11,2,0,,U.S. House,1,UNDER VOTES,BLACK BUTTES
Navajo,4,3,0,0,0,,U.S. House,1,UNDER VOTES,CEDAR VALLEY
Navajo,2,1,0,0,0,,U.S. House,1,UNDER VOTES,STONE BUTTE
Navajo,39,15,18,5,0,,U.S. House,1,UNDER VOTES,PIONEER
Navajo,18,9,7,1,0,,U.S. House,1,UNDER VOTES,ANTELOPE
Navajo,6,2,3,0,0,,U.S. House,1,UNDER VOTES,JUNIPER
Navajo,7,3,3,1,0,,U.S. House,1,UNDER VOTES,BISON
Navajo,12,3,7,1,0,,U.S. House,1,UNDER VOTES,MOGOLLON
Navajo,5,1,2,1,0,,U.S. House,1,UNDER VOTES,WOODLAND
Navajo,47,12,29,5,0,,U.S. House,1,UNDER VOTES,SITGREAVES
Navajo,39,16,18,3,0,,U.S. House,1,UNDER VOTES,SUNRISE
Navajo,413,179,180,49,4,REPS,State Senate,6,"ALLEN, SYLVIA TENNEY",PIONEER
Navajo,133,66,54,11,1,REPS,State Senate,6,"ALLEN, SYLVIA TENNEY",ANTELOPE
Navajo,74,24,46,3,0,REPS,State Senate,6,"ALLEN, SYLVIA TENNEY",JUNIPER
Navajo,57,25,26,6,0,REPS,State Senate,6,"ALLEN, SYLVIA TENNEY",BISON
Navajo,157,44,97,15,0,REPS,State Senate,6,"ALLEN, SYLVIA TENNEY",MOGOLLON
Navajo,121,42,65,13,0,DEMS,State Senate,6,"BAGLEY, NIKKI CHECK",PIONEER
Navajo,109,42,57,8,1,DEMS,State Senate,6,"BAGLEY, NIKKI CHECK",ANTELOPE
Navajo,30,8,20,2,0,DEMS,State Senate,6,"BAGLEY, NIKKI CHECK",JUNIPER
Navajo,14,3,9,1,0,DEMS,State Senate,6,"BAGLEY, NIKKI CHECK",BISON
Navajo,55,10,39,4,0,DEMS,State Senate,6,"BAGLEY, NIKKI CHECK",MOGOLLON
Navajo,3,1,1,0,0,NONS,State Senate,6,WRITE-IN,PIONEER
Navajo,0,0,0,0,0,NONS,State Senate,6,WRITE-IN,ANTELOPE
Navajo,0,0,0,0,0,NONS,State Senate,6,WRITE-IN,JUNIPER
Navajo,0,0,0,0,0,NONS,State Senate,6,WRITE-IN,BISON
Navajo,0,0,0,0,0,NONS,State Senate,6,WRITE-IN,MOGOLLON
