precinct_id,precinct_name,contest,contest_name,choice,choice_name,party,vote_type_id,vote_type,vote_total
51,051 PARKER,999999,Race Statistics,999999,Number of Precincts,NP,10,Polling,1
51,051 PARKER,999999,Race Statistics,999999,Number of Precincts,NP,20,Early Voting,1
51,051 PARKER,999999,Race Statistics,999999,Number of Precincts,NP,30,Central Count,1
51,051 PARKER,999999,Race Statistics,999999,Number of Precincts,NP,999999,Total,1
51,051 PARKER,999999,Race Statistics,999998,Number of Precincts Reporting,NP,10,Polling,1
51,051 PARKER,999999,Race Statistics,999998,Number of Precincts Reporting,NP,20,Early Voting,1
51,051 PARKER,999999,Race Statistics,999998,Number of Precincts Reporting,NP,30,Central Count,1
51,051 PARKER,999999,Race Statistics,999998,Number of Precincts Reporting,NP,999999,Total,1
51,051 PARKER,110,(REP) United States Senator,999999,Number of Precincts for Race,REP,10,Polling,1
51,051 PARKER,110,(REP) United States Senator,999999,Number of Precincts for Race,REP,20,Early Voting,1
51,051 PARKER,110,(REP) United States Senator,999999,Number of Precincts for Race,REP,30,Central Count,1
51,051 PARKER,110,(REP) United States Senator,999999,Number of Precincts for Race,REP,999999,Total,1
51,051 PARKER,110,(REP) United States Senator,999998,Number of Precincts Reporting,REP,10,Polling,1
51,051 PARKER,110,(REP) United States Senator,999998,Number of Precincts Reporting,REP,20,Early Voting,1
51,051 PARKER,110,(REP) United States Senator,999998,Number of Precincts Reporting,REP,30,Central Count,1
51,051 PARKER,110,(REP) United States Senator,999998,Number of Precincts Reporting,REP,999999,Total,1
51,051 PARKER,110,(REP) United States Senator,999997,Registered Voters,REP,10,Polling,0
51,051 PARKER,110,(REP) United States Senator,999997,Registered Voters,REP,20,Early Voting,0
51,051 PARKER,110,(REP) United States Senator,999997,Registered Voters,REP,30,Central Count,0
51,051 PARKER,110,(REP) United States Senator,999997,Registered Voters,REP,999999,Total,849
51,051 PARKER,110,(REP) United States Senator,999996,Times Counted,REP,10,Polling,203
51,051 PARKER,110,(REP) United States Senator,999996,Times Counted,REP,20,Early Voting,185
51,051 PARKER,110,(REP) United States Senator,999996,Times Counted,REP,30,Central Count,148
51,051 PARKER,110,(REP) United States Senator,999996,Times Counted,REP,999999,Total,536
51,051 PARKER,110,(REP) United States Senator,999995,Times Blank Voted,REP,10,Polling,6
51,051 PARKER,110,(REP) United States Senator,999995,Times Blank Voted,REP,20,Early Voting,7
51,051 PARKER,110,(REP) United States Senator,999995,Times Blank Voted,REP,30,Central Count,16
51,051 PARKER,110,(REP) United States Senator,999995,Times Blank Voted,REP,999999,Total,29
51,051 PARKER,110,(REP) United States Senator,999994,Times Over Voted,REP,10,Polling,0
51,051 PARKER,110,(REP) United States Senator,999994,Times Over Voted,REP,20,Early Voting,0
51,051 PARKER,110,(REP) United States Senator,999994,Times Over Voted,REP,30,Central Count,0
51,051 PARKER,110,(REP) United States Senator,999994,Times Over Voted,REP,999999,Total,0
51,051 PARKER,110,(REP) United States Senator,999993,Number of Under Votes,REP,10,Polling,0
51,051 PARKER,110,(REP) United States Senator,999993,Number of Under Votes,REP,20,Early Voting,0
51,051 PARKER,110,(REP) United States Senator,999993,Number of Under Votes,REP,30,Central Count,0
51,051 PARKER,110,(REP) United States Senator,999993,Number of Under Votes,REP,999999,Total,0
51,051 PARKER,110,(REP) United States Senator,10,"MCCAIN, JOHN",REP,10,Polling,98
51,051 PARKER,110,(REP) United States Senator,10,"MCCAIN, JOHN",REP,20,Early Voting,96
51,051 PARKER,110,(REP) United States Senator,10,"MCCAIN, JOHN",REP,30,Central Count,55
51,051 PARKER,110,(REP) United States Senator,10,"MCCAIN, JOHN",REP,999999,Total,249
51,051 PARKER,110,(REP) United States Senator,20,"MELUSKEY, ALEX",REP,10,Polling,8
51,051 PARKER,110,(REP) United States Senator,20,"MELUSKEY, ALEX",REP,20,Early Voting,7
51,051 PARKER,110,(REP) United States Senator,20,"MELUSKEY, ALEX",REP,30,Central Count,11
51,051 PARKER,110,(REP) United States Senator,20,"MELUSKEY, ALEX",REP,999999,Total,26
51,051 PARKER,110,(REP) United States Senator,30,"VAN STEENWYK, CLAIR",REP,10,Polling,3
51,051 PARKER,110,(REP) United States Senator,30,"VAN STEENWYK, CLAIR",REP,20,Early Voting,2
51,051 PARKER,110,(REP) United States Senator,30,"VAN STEENWYK, CLAIR",REP,30,Central Count,6
51,051 PARKER,110,(REP) United States Senator,30,"VAN STEENWYK, CLAIR",REP,999999,Total,11
