county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional
Yuma,1,County School Superintendent,,"TYREE, THOMAS \TOM\""""",REP,348,193,87,59,9
Yuma,1,County School Superintendent,,Write-in 20,,3,2,1,0,0
Yuma,1,County Recorder,,Registered Voters,,1195,0,0,0,0
Yuma,1,County Recorder,,Ballots Cast,,630,341,165,104,20
Yuma,1,County Recorder,,Times Blank Voted,,291,146,87,45,13
Yuma,1,County Recorder,,Times Over Voted,,0,0,0,0,0
Yuma,1,County Recorder,,Number of Under Votes,,0,0,0,0,0
Yuma,1,County Recorder,,"STALLWORTH P., ROBYN",REP,336,194,77,59,6
Yuma,1,County Recorder,,Write-in 20,,3,1,1,0,1
Yuma,1,County Assessor,,Registered Voters,,1195,0,0,0,0
Yuma,1,County Assessor,,Ballots Cast,,630,341,165,104,20
Yuma,1,County Assessor,,Times Blank Voted,,82,38,30,9,5
Yuma,1,County Assessor,,Times Over Voted,,1,0,1,0,0
Yuma,1,County Assessor,,Number of Under Votes,,0,0,0,0,0
Yuma,1,County Assessor,,"KING, KIRBY",REP,152,80,46,21,5
Yuma,1,County Assessor,,"WEHRLE, JOE",DEM,395,223,88,74,10
Yuma,1,County Assessor,,Write-in 30,,0,0,0,0,0
Yuma,1,"Retain Justice TIMMER, ANN",,Registered Voters,,1195,0,0,0,0
Yuma,1,"Retain Justice TIMMER, ANN",,Ballots Cast,,630,341,165,104,20
Yuma,1,"Retain Justice TIMMER, ANN",,Times Blank Voted,,151,83,43,20,5
Yuma,1,"Retain Justice TIMMER, ANN",,Times Over Voted,,0,0,0,0,0
Yuma,1,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0,0
Yuma,1,"Retain Justice TIMMER, ANN",,YES,,388,214,92,70,12
Yuma,1,"Retain Justice TIMMER, ANN",,NO,,91,44,30,14,3
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,1195,0,0,0,0
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,Ballots Cast,,630,341,165,104,20
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,151,81,46,19,5
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0,0
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0,0
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,YES,,400,221,95,72,12
Yuma,1,"Retain Judge BROWN, MICHAEL J.",,NO,,79,39,24,13,3
Yuma,1,"Retain Judge JONES, KENTON",,Registered Voters,,1195,0,0,0,0
Yuma,1,"Retain Judge JONES, KENTON",,Ballots Cast,,630,341,165,104,20
Yuma,1,"Retain Judge JONES, KENTON",,Times Blank Voted,,152,84,42,21,5
Yuma,1,"Retain Judge JONES, KENTON",,Times Over Voted,,0,0,0,0,0
Yuma,1,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0,0
Yuma,1,"Retain Judge JONES, KENTON",,YES,,391,216,101,63,11
Yuma,1,"Retain Judge JONES, KENTON",,NO,,87,41,22,20,4
Yuma,1,"Retain Judge THOMPSON, JON W.",,Registered Voters,,1195,0,0,0,0
Yuma,1,"Retain Judge THOMPSON, JON W.",,Ballots Cast,,630,341,165,104,20
Yuma,1,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,180,90,62,21,7
Yuma,1,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0,0
Yuma,1,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0,0
Yuma,1,"Retain Judge THOMPSON, JON W.",,YES,,366,211,83,62,10
Yuma,1,"Retain Judge THOMPSON, JON W.",,NO,,84,40,20,21,3
Yuma,1,Judge of the Superior Court Div. 1,,Registered Voters,,1195,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 1,,Ballots Cast,,630,341,165,104,20
Yuma,1,Judge of the Superior Court Div. 1,,Times Blank Voted,,250,125,79,36,10
Yuma,1,Judge of the Superior Court Div. 1,,Times Over Voted,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 1,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 1,,"REEVES, MARK WAYNE",,374,214,82,68,10
Yuma,1,Judge of the Superior Court Div. 1,,Write-in 20,,6,2,4,0,0
Yuma,1,Judge of the Superior Court Div. 4,,Registered Voters,,1195,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 4,,Ballots Cast,,630,341,165,104,20
Yuma,1,Judge of the Superior Court Div. 4,,Times Blank Voted,,239,126,72,33,8
Yuma,1,Judge of the Superior Court Div. 4,,Times Over Voted,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 4,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 4,,"HAWS, DAVID M.",,389,214,92,71,12
Yuma,1,Judge of the Superior Court Div. 4,,Write-in 20,,2,1,1,0,0
Yuma,1,Judge of the Superior Court Div. 5,,Registered Voters,,1195,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 5,,Ballots Cast,,630,341,165,104,20
Yuma,1,Judge of the Superior Court Div. 5,,Times Blank Voted,,233,116,74,35,8
Yuma,1,Judge of the Superior Court Div. 5,,Times Over Voted,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 5,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 5,,"NELSON, ROGER",,393,223,89,69,12
Yuma,1,Judge of the Superior Court Div. 5,,Write-in 20,,4,2,2,0,0
Yuma,1,Judge of the Superior Court Div. 6,,Registered Voters,,1195,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 6,,Ballots Cast,,630,341,165,104,20
Yuma,1,Judge of the Superior Court Div. 6,,Times Blank Voted,,179,94,58,18,9
Yuma,1,Judge of the Superior Court Div. 6,,Times Over Voted,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 6,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Judge of the Superior Court Div. 6,,"CRUZ, MARIA ELENA",,449,246,106,86,11
Yuma,1,Judge of the Superior Court Div. 6,,Write-in 20,,2,1,1,0,0
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Registered Voters,,1195,0,0,0,0
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Ballots Cast,,630,341,165,104,20
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Times Blank Voted,,142,69,43,23,7
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Times Over Voted,,0,0,0,0,0
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Number of Under Votes,,464,222,147,78,17
Yuma,1,Board Member - Yuma Union High School Dist . 70,,"FARR, RALPH",,145,88,34,20,3
Yuma,1,Board Member - Yuma Union High School Dist . 70,,"GWYNN, BRUCE",,171,108,37,22,4
Yuma,1,Board Member - Yuma Union High School Dist . 70,,"LARA, DAVID",,273,140,71,55,7
Yuma,1,Board Member - Yuma Union High School Dist . 70,,"MELLON, SHELLEY J.",,226,144,40,37,5
Yuma,1,Board Member - Yuma Union High School Dist . 70,,"RILEY, PAT",,183,114,35,31,3
Yuma,1,Board Member - Yuma Union High School Dist . 70,,Write-in 80,,2,0,2,0,0
Yuma,1,Proposition 407,,Registered Voters,,1195,0,0,0,0
Yuma,1,Proposition 407,,Ballots Cast,,630,341,165,104,20
Yuma,1,Proposition 407,,Times Blank Voted,,59,29,20,6,4
Yuma,1,Proposition 407,,Times Over Voted,,0,0,0,0,0
Yuma,1,Proposition 407,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Proposition 407,,YES,,248,141,57,43,7
Yuma,1,Proposition 407,,NO,,323,171,88,55,9
Yuma,1,Proposition 408,,Registered Voters,,1195,0,0,0,0
Yuma,1,Proposition 408,,Ballots Cast,,630,341,165,104,20
Yuma,1,Proposition 408,,Times Blank Voted,,95,44,34,9,8
Yuma,1,Proposition 408,,Times Over Voted,,0,0,0,0,0
Yuma,1,Proposition 408,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Proposition 408,,YES,,250,152,53,40,5
Yuma,1,Proposition 408,,NO,,285,145,78,55,7
Yuma,1,Proposition 205,,Registered Voters,,1195,0,0,0,0
Yuma,1,Proposition 205,,Ballots Cast,,630,341,165,104,20
Yuma,1,Proposition 205,,Times Blank Voted,,69,33,24,5,7
Yuma,1,Proposition 205,,Times Over Voted,,0,0,0,0,0
Yuma,1,Proposition 205,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Proposition 205,,YES,,273,165,61,42,5
Yuma,1,Proposition 205,,NO,,288,143,80,57,8
Yuma,1,Proposition 206,,Registered Voters,,1195,0,0,0,0
Yuma,1,Proposition 206,,Ballots Cast,,630,341,165,104,20
Yuma,1,Proposition 206,,Times Blank Voted,,59,25,22,5,7
Yuma,1,Proposition 206,,Times Over Voted,,0,0,0,0,0
Yuma,1,Proposition 206,,Number of Under Votes,,0,0,0,0,0
Yuma,1,Proposition 206,,YES,,422,240,104,68,10
Yuma,1,Proposition 206,,NO,,149,76,39,31,3
Yuma,2,President,,Registered Voters,,1325,0,0,0,0
Yuma,2,President,,Ballots Cast,,714,398,180,117,19
Yuma,2,President,,Times Blank Voted,,11,8,2,1,0
Yuma,2,President,,Times Over Voted,,3,3,0,0,0
Yuma,2,President,,Number of Under Votes,,0,0,0,0,0
Yuma,2,President,,TRUMP / PENCE,REP,283,152,69,56,6
Yuma,2,President,,CLINTON / KAINE,DEM,374,210,99,53,12
Yuma,2,President,,JOHNSON / WELD,LIB,30,20,4,5,1
Yuma,2,President,,STEIN / BARAKA,GRN,7,2,4,1,0
Yuma,2,President,,Write-in 50,,6,3,2,1,0
Yuma,2,U.S. Senate,,Registered Voters,,1325,0,0,0,0
Yuma,2,U.S. Senate,,Ballots Cast,,714,398,180,117,19
Yuma,2,U.S. Senate,,Times Blank Voted,,55,23,18,12,2
Yuma,2,U.S. Senate,,Times Over Voted,,1,1,0,0,0
Yuma,2,U.S. Senate,,Number of Under Votes,,0,0,0,0,0
Yuma,2,U.S. Senate,,"MCCAIN, JOHN",REP,339,172,90,66,11
Yuma,2,U.S. Senate,,"KIRKPATRICK, ANN",DEM,265,172,60,28,5
Yuma,2,U.S. Senate,,"SWING, GARY",GRN,45,27,10,7,1
Yuma,2,U.S. Senate,,Write-in 40,,9,3,2,4,0
Yuma,2,U.S. House,3,Registered Voters,,1325,0,0,0,0
Yuma,2,U.S. House,3,Ballots Cast,,714,398,180,117,19
Yuma,2,U.S. House,3,Times Blank Voted,,244,130,61,48,5
Yuma,2,U.S. House,3,Times Over Voted,,1,1,0,0,0
Yuma,2,U.S. House,3,Number of Under Votes,,0,0,0,0,0
Yuma,2,U.S. House,3,"GRIJALVA, RAÚL",DEM,439,250,113,62,14
Yuma,2,U.S. House,3,Write-in 20,,30,17,6,7,0
Yuma,2,State Senate,4,Registered Voters,,1321,0,0,0,0
Yuma,2,State Senate,4,Ballots Cast,,714,398,180,117,19
Yuma,2,State Senate,4,Times Blank Voted,,235,111,69,51,4
Yuma,2,State Senate,4,Times Over Voted,,0,0,0,0,0
Yuma,2,State Senate,4,Number of Under Votes,,0,0,0,0,0
Yuma,2,State Senate,4,"OTONDO, LISA",DEM,464,278,107,64,15
Yuma,2,State Senate,4,Write-in 20,,15,9,4,2,0
Yuma,2,State Representative,4,Registered Voters,,1321,0,0,0,0
Yuma,2,State Representative,4,Ballots Cast,,714,398,180,117,19
Yuma,2,State Representative,4,Times Blank Voted,,184,89,50,40,5
Yuma,2,State Representative,4,Times Over Voted,,1,1,0,0,0
Yuma,2,State Representative,4,Number of Under Votes,,336,179,96,50,11
Yuma,2,State Representative,4,"FERNANDEZ, CHARLENE",DEM,388,228,91,60,9
Yuma,2,State Representative,4,"RUBALCAVA, JESUS",DEM,318,196,72,42,8
Yuma,2,State Representative,4,Write-in 40,,16,13,1,2,0
Yuma,2,Corporation Commissioner,,Registered Voters,,1321,0,0,0,0
Yuma,2,Corporation Commissioner,,Ballots Cast,,714,398,180,117,19
Yuma,2,Corporation Commissioner,,Times Blank Voted,,110,60,28,19,3
Yuma,2,Corporation Commissioner,,Times Over Voted,,1,1,0,0,0
Yuma,2,Corporation Commissioner,,Number of Under Votes,,598,324,159,88,27
Yuma,2,Corporation Commissioner,,"BURNS, ROBERT \BOB\""""",REP,214,113,54,43,4
Yuma,2,Corporation Commissioner,,"DUNN, BOYD",REP,195,95,57,43,0
Yuma,2,Corporation Commissioner,,"TOBIN, ANDY",REP,221,105,61,51,4
Yuma,2,Corporation Commissioner,,"CHABIN, TOM",DEM,274,171,63,35,5
Yuma,2,Corporation Commissioner,,"MUNDELL, WILLIAM",DEM,304,201,61,34,8
Yuma,2,Corporation Commissioner,,Write-in 80,,3,2,1,0,0
Yuma,2,Board of Supervisors Dist. 1,,Registered Voters,,1321,0,0,0,0
Yuma,2,Board of Supervisors Dist. 1,,Ballots Cast,,714,398,180,117,19
Yuma,2,Board of Supervisors Dist. 1,,Times Blank Voted,,252,126,70,50,6
Yuma,2,Board of Supervisors Dist. 1,,Times Over Voted,,1,1,0,0,0
Yuma,2,Board of Supervisors Dist. 1,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Board of Supervisors Dist. 1,,"PORCHAS, MARTIN",DEM,454,267,108,66,13
Yuma,2,Board of Supervisors Dist. 1,,Write-in 20,,7,4,2,1,0
Yuma,2,County Attorney,,Registered Voters,,1321,0,0,0,0
Yuma,2,County Attorney,,Ballots Cast,,714,398,180,117,19
Yuma,2,County Attorney,,Times Blank Voted,,244,116,70,52,6
Yuma,2,County Attorney,,Times Over Voted,,0,0,0,0,0
Yuma,2,County Attorney,,Number of Under Votes,,0,0,0,0,0
Yuma,2,County Attorney,,"SMITH, JON R.",DEM,464,279,107,65,13
Yuma,2,County Attorney,,Write-in 20,,6,3,3,0,0
Yuma,2,Sheriff,,Registered Voters,,1321,0,0,0,0
Yuma,2,Sheriff,,Ballots Cast,,714,398,180,117,19
Yuma,2,Sheriff,,Times Blank Voted,,252,133,71,39,9
Yuma,2,Sheriff,,Times Over Voted,,0,0,0,0,0
Yuma,2,Sheriff,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Sheriff,,"WILMOT, LEON",REP,453,260,107,77,9
Yuma,2,Sheriff,,Write-in 20,,9,5,2,1,1
Yuma,2,County Treasurer,,Registered Voters,,1321,0,0,0,0
Yuma,2,County Treasurer,,Ballots Cast,,714,398,180,117,19
Yuma,2,County Treasurer,,Times Blank Voted,,200,95,62,39,4
Yuma,2,County Treasurer,,Times Over Voted,,2,1,1,0,0
Yuma,2,County Treasurer,,Number of Under Votes,,0,0,0,0,0
Yuma,2,County Treasurer,,"PANCRAZI MORENO, A.",DEM,506,299,114,78,15
Yuma,2,County Treasurer,,Write-in 20,,6,3,3,0,0
Yuma,2,County School Superintendent,,Registered Voters,,1321,0,0,0,0
Yuma,2,County School Superintendent,,Ballots Cast,,714,398,180,117,19
Yuma,2,County School Superintendent,,Times Blank Voted,,258,135,70,43,10
Yuma,2,County School Superintendent,,Times Over Voted,,0,0,0,0,0
Yuma,2,County School Superintendent,,Number of Under Votes,,0,0,0,0,0
Yuma,2,County School Superintendent,,"TYREE, THOMAS \TOM\""""",REP,450,261,107,73,9
Yuma,2,County School Superintendent,,Write-in 20,,6,2,3,1,0
Yuma,2,County Recorder,,Registered Voters,,1321,0,0,0,0
Yuma,2,County Recorder,,Ballots Cast,,714,398,180,117,19
Yuma,2,County Recorder,,Times Blank Voted,,249,126,77,37,9
Yuma,2,County Recorder,,Times Over Voted,,1,1,0,0,0
Yuma,2,County Recorder,,Number of Under Votes,,0,0,0,0,0
Yuma,2,County Recorder,,"STALLWORTH P., ROBYN",REP,457,268,101,78,10
Yuma,2,County Recorder,,Write-in 20,,7,3,2,2,0
Yuma,2,County Assessor,,Registered Voters,,1321,0,0,0,0
Yuma,2,County Assessor,,Ballots Cast,,714,398,180,117,19
Yuma,2,County Assessor,,Times Blank Voted,,98,39,36,18,5
Yuma,2,County Assessor,,Times Over Voted,,3,3,0,0,0
Yuma,2,County Assessor,,Number of Under Votes,,0,0,0,0,0
Yuma,2,County Assessor,,"KING, KIRBY",REP,213,103,61,46,3
Yuma,2,County Assessor,,"WEHRLE, JOE",DEM,399,252,83,53,11
Yuma,2,County Assessor,,Write-in 30,,1,1,0,0,0
Yuma,2,"Retain Justice TIMMER, ANN",,Registered Voters,,1321,0,0,0,0
Yuma,2,"Retain Justice TIMMER, ANN",,Ballots Cast,,714,398,180,117,19
Yuma,2,"Retain Justice TIMMER, ANN",,Times Blank Voted,,164,86,39,33,6
Yuma,2,"Retain Justice TIMMER, ANN",,Times Over Voted,,1,1,0,0,0
Yuma,2,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0,0
Yuma,2,"Retain Justice TIMMER, ANN",,YES,,436,244,114,68,10
Yuma,2,"Retain Justice TIMMER, ANN",,NO,,113,67,27,16,3
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,1321,0,0,0,0
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,Ballots Cast,,714,398,180,117,19
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,171,88,44,33,6
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0,0
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0,0
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,YES,,441,250,108,72,11
Yuma,2,"Retain Judge BROWN, MICHAEL J.",,NO,,102,60,28,12,2
Yuma,2,"Retain Judge JONES, KENTON",,Registered Voters,,1321,0,0,0,0
Yuma,2,"Retain Judge JONES, KENTON",,Ballots Cast,,714,398,180,117,19
Yuma,2,"Retain Judge JONES, KENTON",,Times Blank Voted,,169,88,41,35,5
Yuma,2,"Retain Judge JONES, KENTON",,Times Over Voted,,0,0,0,0,0
Yuma,2,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0,0
Yuma,2,"Retain Judge JONES, KENTON",,YES,,441,247,114,67,13
Yuma,2,"Retain Judge JONES, KENTON",,NO,,104,63,25,15,1
Yuma,2,"Retain Judge THOMPSON, JON W.",,Registered Voters,,1321,0,0,0,0
Yuma,2,"Retain Judge THOMPSON, JON W.",,Ballots Cast,,714,398,180,117,19
Yuma,2,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,195,100,52,37,6
Yuma,2,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0,0
Yuma,2,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0,0
Yuma,2,"Retain Judge THOMPSON, JON W.",,YES,,420,237,105,66,12
Yuma,2,"Retain Judge THOMPSON, JON W.",,NO,,99,61,23,14,1
Yuma,2,Judge of the Superior Court Div. 1,,Registered Voters,,1321,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 1,,Ballots Cast,,714,398,180,117,19
Yuma,2,Judge of the Superior Court Div. 1,,Times Blank Voted,,244,118,73,47,6
Yuma,2,Judge of the Superior Court Div. 1,,Times Over Voted,,1,1,0,0,0
Yuma,2,Judge of the Superior Court Div. 1,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 1,,"REEVES, MARK WAYNE",,465,276,107,69,13
Yuma,2,Judge of the Superior Court Div. 1,,Write-in 20,,4,3,0,1,0
Yuma,2,Judge of the Superior Court Div. 4,,Registered Voters,,1321,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 4,,Ballots Cast,,714,398,180,117,19
Yuma,2,Judge of the Superior Court Div. 4,,Times Blank Voted,,243,122,66,48,7
Yuma,2,Judge of the Superior Court Div. 4,,Times Over Voted,,0,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 4,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 4,,"HAWS, DAVID M.",,464,274,111,67,12
Yuma,2,Judge of the Superior Court Div. 4,,Write-in 20,,7,2,3,2,0
Yuma,2,Judge of the Superior Court Div. 5,,Registered Voters,,1321,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 5,,Ballots Cast,,714,398,180,117,19
Yuma,2,Judge of the Superior Court Div. 5,,Times Blank Voted,,243,116,68,52,7
Yuma,2,Judge of the Superior Court Div. 5,,Times Over Voted,,3,3,0,0,0
Yuma,2,Judge of the Superior Court Div. 5,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 5,,"NELSON, ROGER",,461,274,111,64,12
Yuma,2,Judge of the Superior Court Div. 5,,Write-in 20,,7,5,1,1,0
Yuma,2,Judge of the Superior Court Div. 6,,Registered Voters,,1321,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 6,,Ballots Cast,,714,398,180,117,19
Yuma,2,Judge of the Superior Court Div. 6,,Times Blank Voted,,190,92,51,41,6
Yuma,2,Judge of the Superior Court Div. 6,,Times Over Voted,,1,1,0,0,0
Yuma,2,Judge of the Superior Court Div. 6,,Number of Under Votes,,0,0,0,0,0
Yuma,2,Judge of the Superior Court Div. 6,,"CRUZ, MARIA ELENA",,515,300,126,76,13
Yuma,2,Judge of the Superior Court Div. 6,,Write-in 20,,8,5,3,0,0
Yuma,2,Board Member - Yuma Union High School Dist . 70,,Registered Voters,,1321,0,0,0,0
Yuma,2,Board Member - Yuma Union High School Dist . 70,,Ballots Cast,,714,398,180,117,19
Yuma,2,Board Member - Yuma Union High School Dist . 70,,Times Blank Voted,,145,78,35,28,4
