county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional
Yuma,8,Proposition 205,,YES,,233,142,49,41,1
Yuma,8,Proposition 205,,NO,,546,429,55,58,4
Yuma,8,Proposition 206,,Registered Voters,,1099,0,0,0,0
Yuma,8,Proposition 206,,Ballots Cast,,833,611,108,108,6
Yuma,8,Proposition 206,,Times Blank Voted,,53,35,5,12,1
Yuma,8,Proposition 206,,Times Over Voted,,0,0,0,0,0
Yuma,8,Proposition 206,,Number of Under Votes,,0,0,0,0,0
Yuma,8,Proposition 206,,YES,,387,269,59,59,0
Yuma,8,Proposition 206,,NO,,393,307,44,37,5
Yuma,9,President,,Registered Voters,,1906,0,0,0,0
Yuma,9,President,,Ballots Cast,,1347,738,276,309,24
Yuma,9,President,,Times Blank Voted,,8,4,0,4,0
Yuma,9,President,,Times Over Voted,,0,0,0,0,0
Yuma,9,President,,Number of Under Votes,,0,0,0,0,0
Yuma,9,President,,TRUMP / PENCE,REP,994,541,200,234,19
Yuma,9,President,,CLINTON / KAINE,DEM,257,153,56,44,4
Yuma,9,President,,JOHNSON / WELD,LIB,47,19,13,15,0
Yuma,9,President,,STEIN / BARAKA,GRN,12,4,4,3,1
Yuma,9,President,,Write-in 50,,29,17,3,9,0
Yuma,9,U.S. Senate,,Registered Voters,,1906,0,0,0,0
Yuma,9,U.S. Senate,,Ballots Cast,,1347,738,276,309,24
Yuma,9,U.S. Senate,,Times Blank Voted,,73,40,8,24,1
Yuma,9,U.S. Senate,,Times Over Voted,,1,0,0,1,0
Yuma,9,U.S. Senate,,Number of Under Votes,,0,0,0,0,0
Yuma,9,U.S. Senate,,"MCCAIN, JOHN",REP,949,480,212,236,21
Yuma,9,U.S. Senate,,"KIRKPATRICK, ANN",DEM,227,151,39,37,0
Yuma,9,U.S. Senate,,"SWING, GARY",GRN,70,49,12,7,2
Yuma,9,U.S. Senate,,Write-in 40,,27,18,5,4,0
Yuma,9,U.S. House,4,Registered Voters,,1906,0,0,0,0
Yuma,9,U.S. House,4,Ballots Cast,,1347,738,276,309,24
Yuma,9,U.S. House,4,Times Blank Voted,,112,58,23,29,2
Yuma,9,U.S. House,4,Times Over Voted,,2,2,0,0,0
Yuma,9,U.S. House,4,Number of Under Votes,,0,0,0,0,0
Yuma,9,U.S. House,4,"GOSAR, PAUL",REP,975,525,198,232,20
Yuma,9,U.S. House,4,"WEISSER, MIKEL",DEM,256,151,55,48,2
Yuma,9,U.S. House,4,Write-in 30,,2,2,0,0,0
Yuma,9,State Senate,13,Registered Voters,,1900,0,0,0,0
Yuma,9,State Senate,13,Ballots Cast,,1344,738,275,309,22
Yuma,9,State Senate,13,Times Blank Voted,,338,204,52,77,5
Yuma,9,State Senate,13,Times Over Voted,,0,0,0,0,0
Yuma,9,State Senate,13,Number of Under Votes,,0,0,0,0,0
Yuma,9,State Senate,13,"MONTENEGRO, STEVE",REP,1002,531,222,232,17
Yuma,9,State Senate,13,Write-in 20,,4,3,1,0,0
Yuma,9,State Representative,13,Registered Voters,,1900,0,0,0,0
Yuma,9,State Representative,13,Ballots Cast,,1344,738,275,309,22
Yuma,9,State Representative,13,Times Blank Voted,,102,47,20,33,2
Yuma,9,State Representative,13,Times Over Voted,,0,0,0,0,0
Yuma,9,State Representative,13,Number of Under Votes,,596,326,132,126,12
Yuma,9,State Representative,13,"MITCHELL, DARIN",REP,790,437,156,186,11
Yuma,9,State Representative,13,"SHOOTER, DON",REP,827,446,172,193,16
Yuma,9,State Representative,13,"GRAVES, IISHA",DEM,269,172,50,46,1
Yuma,9,State Representative,13,Write-in 50,,2,1,0,1,0
Yuma,9,Corporation Commissioner,,Registered Voters,,1900,0,0,0,0
Yuma,9,Corporation Commissioner,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Corporation Commissioner,,Times Blank Voted,,170,91,26,51,2
Yuma,9,Corporation Commissioner,,Times Over Voted,,0,0,0,0,0
Yuma,9,Corporation Commissioner,,Number of Under Votes,,798,403,213,160,22
Yuma,9,Corporation Commissioner,,"BURNS, ROBERT \BOB\""""",REP,800,435,163,190,12
Yuma,9,Corporation Commissioner,,"DUNN, BOYD",REP,714,395,139,168,12
Yuma,9,Corporation Commissioner,,"TOBIN, ANDY",REP,731,408,140,171,12
Yuma,9,Corporation Commissioner,,"CHABIN, TOM",DEM,232,150,43,38,1
Yuma,9,Corporation Commissioner,,"MUNDELL, WILLIAM",DEM,243,148,49,45,1
Yuma,9,Corporation Commissioner,,Write-in 80,,4,2,0,2,0
Yuma,9,Board of Supervisors Dist. 2,,Registered Voters,,1900,0,0,0,0
Yuma,9,Board of Supervisors Dist. 2,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Board of Supervisors Dist. 2,,Times Blank Voted,,302,179,49,70,4
Yuma,9,Board of Supervisors Dist. 2,,Times Over Voted,,0,0,0,0,0
Yuma,9,Board of Supervisors Dist. 2,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Board of Supervisors Dist. 2,,"MCCLOUD, RUSSELL",REP,1038,555,226,239,18
Yuma,9,Board of Supervisors Dist. 2,,Write-in 20,,4,4,0,0,0
Yuma,9,County Attorney,,Registered Voters,,1900,0,0,0,0
Yuma,9,County Attorney,,Ballots Cast,,1344,738,275,309,22
Yuma,9,County Attorney,,Times Blank Voted,,673,374,130,158,11
Yuma,9,County Attorney,,Times Over Voted,,0,0,0,0,0
Yuma,9,County Attorney,,Number of Under Votes,,0,0,0,0,0
Yuma,9,County Attorney,,"SMITH, JON R.",DEM,649,354,143,142,10
Yuma,9,County Attorney,,Write-in 20,,22,10,2,9,1
Yuma,9,Sheriff,,Registered Voters,,1900,0,0,0,0
Yuma,9,Sheriff,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Sheriff,,Times Blank Voted,,269,148,47,69,5
Yuma,9,Sheriff,,Times Over Voted,,0,0,0,0,0
Yuma,9,Sheriff,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Sheriff,,"WILMOT, LEON",REP,1067,585,228,237,17
Yuma,9,Sheriff,,Write-in 20,,8,5,0,3,0
Yuma,9,County Treasurer,,Registered Voters,,1900,0,0,0,0
Yuma,9,County Treasurer,,Ballots Cast,,1344,738,275,309,22
Yuma,9,County Treasurer,,Times Blank Voted,,640,358,123,149,10
Yuma,9,County Treasurer,,Times Over Voted,,0,0,0,0,0
Yuma,9,County Treasurer,,Number of Under Votes,,0,0,0,0,0
Yuma,9,County Treasurer,,"PANCRAZI MORENO, A.",DEM,688,371,151,155,11
Yuma,9,County Treasurer,,Write-in 20,,16,9,1,5,1
Yuma,9,County School Superintendent,,Registered Voters,,1900,0,0,0,0
Yuma,9,County School Superintendent,,Ballots Cast,,1344,738,275,309,22
Yuma,9,County School Superintendent,,Times Blank Voted,,318,167,66,80,5
Yuma,9,County School Superintendent,,Times Over Voted,,0,0,0,0,0
Yuma,9,County School Superintendent,,Number of Under Votes,,0,0,0,0,0
Yuma,9,County School Superintendent,,"TYREE, THOMAS \TOM\""""",REP,1019,566,209,227,17
Yuma,9,County School Superintendent,,Write-in 20,,7,5,0,2,0
Yuma,9,County Recorder,,Registered Voters,,1900,0,0,0,0
Yuma,9,County Recorder,,Ballots Cast,,1344,738,275,309,22
Yuma,9,County Recorder,,Times Blank Voted,,310,162,66,76,6
Yuma,9,County Recorder,,Times Over Voted,,0,0,0,0,0
Yuma,9,County Recorder,,Number of Under Votes,,0,0,0,0,0
Yuma,9,County Recorder,,"STALLWORTH P., ROBYN",REP,1030,574,208,232,16
Yuma,9,County Recorder,,Write-in 20,,4,2,1,1,0
Yuma,9,County Assessor,,Registered Voters,,1900,0,0,0,0
Yuma,9,County Assessor,,Ballots Cast,,1344,738,275,309,22
Yuma,9,County Assessor,,Times Blank Voted,,149,66,35,44,4
Yuma,9,County Assessor,,Times Over Voted,,1,0,0,1,0
Yuma,9,County Assessor,,Number of Under Votes,,0,0,0,0,0
Yuma,9,County Assessor,,"KING, KIRBY",REP,829,457,170,187,15
Yuma,9,County Assessor,,"WEHRLE, JOE",DEM,364,214,70,77,3
Yuma,9,County Assessor,,Write-in 30,,1,1,0,0,0
Yuma,9,"Retain Justice TIMMER, ANN",,Registered Voters,,1900,0,0,0,0
Yuma,9,"Retain Justice TIMMER, ANN",,Ballots Cast,,1344,738,275,309,22
Yuma,9,"Retain Justice TIMMER, ANN",,Times Blank Voted,,406,220,71,107,8
Yuma,9,"Retain Justice TIMMER, ANN",,Times Over Voted,,0,0,0,0,0
Yuma,9,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0,0
Yuma,9,"Retain Justice TIMMER, ANN",,YES,,768,433,163,160,12
Yuma,9,"Retain Justice TIMMER, ANN",,NO,,170,85,41,42,2
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,1900,0,0,0,0
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,Ballots Cast,,1344,738,275,309,22
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,418,230,73,107,8
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0,0
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0,0
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,YES,,744,408,160,162,14
Yuma,9,"Retain Judge BROWN, MICHAEL J.",,NO,,182,100,42,40,0
Yuma,9,"Retain Judge JONES, KENTON",,Registered Voters,,1900,0,0,0,0
Yuma,9,"Retain Judge JONES, KENTON",,Ballots Cast,,1344,738,275,309,22
Yuma,9,"Retain Judge JONES, KENTON",,Times Blank Voted,,419,231,77,103,8
Yuma,9,"Retain Judge JONES, KENTON",,Times Over Voted,,0,0,0,0,0
Yuma,9,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0,0
Yuma,9,"Retain Judge JONES, KENTON",,YES,,783,441,159,170,13
Yuma,9,"Retain Judge JONES, KENTON",,NO,,142,66,39,36,1
Yuma,9,"Retain Judge THOMPSON, JON W.",,Registered Voters,,1900,0,0,0,0
Yuma,9,"Retain Judge THOMPSON, JON W.",,Ballots Cast,,1344,738,275,309,22
Yuma,9,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,442,246,79,109,8
Yuma,9,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0,0
Yuma,9,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0,0
Yuma,9,"Retain Judge THOMPSON, JON W.",,YES,,748,420,155,160,13
Yuma,9,"Retain Judge THOMPSON, JON W.",,NO,,154,72,41,40,1
Yuma,9,Judge of the Superior Court Div. 1,,Registered Voters,,1900,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 1,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Judge of the Superior Court Div. 1,,Times Blank Voted,,545,286,110,142,7
Yuma,9,Judge of the Superior Court Div. 1,,Times Over Voted,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 1,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 1,,"REEVES, MARK WAYNE",,791,449,163,164,15
Yuma,9,Judge of the Superior Court Div. 1,,Write-in 20,,8,3,2,3,0
Yuma,9,Judge of the Superior Court Div. 4,,Registered Voters,,1900,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 4,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Judge of the Superior Court Div. 4,,Times Blank Voted,,471,250,96,117,8
Yuma,9,Judge of the Superior Court Div. 4,,Times Over Voted,,1,1,0,0,0
Yuma,9,Judge of the Superior Court Div. 4,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 4,,"HAWS, DAVID M.",,867,483,178,192,14
Yuma,9,Judge of the Superior Court Div. 4,,Write-in 20,,5,4,1,0,0
Yuma,9,Judge of the Superior Court Div. 5,,Registered Voters,,1900,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 5,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Judge of the Superior Court Div. 5,,Times Blank Voted,,461,247,95,111,8
Yuma,9,Judge of the Superior Court Div. 5,,Times Over Voted,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 5,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 5,,"NELSON, ROGER",,876,485,179,198,14
Yuma,9,Judge of the Superior Court Div. 5,,Write-in 20,,7,6,1,0,0
Yuma,9,Judge of the Superior Court Div. 6,,Registered Voters,,1900,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 6,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Judge of the Superior Court Div. 6,,Times Blank Voted,,549,296,104,142,7
Yuma,9,Judge of the Superior Court Div. 6,,Times Over Voted,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 6,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Judge of the Superior Court Div. 6,,"CRUZ, MARIA ELENA",,780,435,169,161,15
Yuma,9,Judge of the Superior Court Div. 6,,Write-in 20,,15,7,2,6,0
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Registered Voters,,1900,0,0,0,0
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Times Blank Voted,,366,197,69,96,4
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Times Over Voted,,1,1,0,0,0
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Number of Under Votes,,681,343,174,148,16
Yuma,9,Board Member - Yuma Union High School Dist . 70,,"FARR, RALPH",,299,183,49,63,4
Yuma,9,Board Member - Yuma Union High School Dist . 70,,"GWYNN, BRUCE",,540,313,98,117,12
Yuma,9,Board Member - Yuma Union High School Dist . 70,,"LARA, DAVID",,339,184,87,63,5
Yuma,9,Board Member - Yuma Union High School Dist . 70,,"MELLON, SHELLEY J.",,669,376,127,154,12
Yuma,9,Board Member - Yuma Union High School Dist . 70,,"RILEY, PAT",,396,216,83,92,5
Yuma,9,Board Member - Yuma Union High School Dist . 70,,Write-in 80,,7,5,0,2,0
Yuma,9,Proposition 407,,Registered Voters,,813,0,0,0,0
Yuma,9,Proposition 407,,Ballots Cast,,527,248,134,138,7
Yuma,9,Proposition 407,,Times Blank Voted,,56,21,8,26,1
Yuma,9,Proposition 407,,Times Over Voted,,0,0,0,0,0
Yuma,9,Proposition 407,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Proposition 407,,YES,,188,89,45,52,2
Yuma,9,Proposition 407,,NO,,283,138,81,60,4
Yuma,9,Proposition 408,,Registered Voters,,813,0,0,0,0
Yuma,9,Proposition 408,,Ballots Cast,,527,248,134,138,7
Yuma,9,Proposition 408,,Times Blank Voted,,88,40,17,30,1
Yuma,9,Proposition 408,,Times Over Voted,,1,1,0,0,0
Yuma,9,Proposition 408,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Proposition 408,,YES,,143,66,37,38,2
Yuma,9,Proposition 408,,NO,,295,141,80,70,4
Yuma,9,Proposition 205,,Registered Voters,,1900,0,0,0,0
Yuma,9,Proposition 205,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Proposition 205,,Times Blank Voted,,93,43,11,36,3
Yuma,9,Proposition 205,,Times Over Voted,,0,0,0,0,0
Yuma,9,Proposition 205,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Proposition 205,,YES,,429,229,112,84,4
Yuma,9,Proposition 205,,NO,,822,466,152,189,15
Yuma,9,Proposition 206,,Registered Voters,,1900,0,0,0,0
Yuma,9,Proposition 206,,Ballots Cast,,1344,738,275,309,22
Yuma,9,Proposition 206,,Times Blank Voted,,98,43,13,39,3
Yuma,9,Proposition 206,,Times Over Voted,,0,0,0,0,0
Yuma,9,Proposition 206,,Number of Under Votes,,0,0,0,0,0
Yuma,9,Proposition 206,,YES,,437,244,109,79,5
Yuma,9,Proposition 206,,NO,,809,451,153,191,14
Yuma,10,President,,Registered Voters,,3355,0,0,0,0
Yuma,10,President,,Ballots Cast,,2407,1527,441,392,47
Yuma,10,President,,Times Blank Voted,,20,15,1,4,0
Yuma,10,President,,Times Over Voted,,9,5,0,2,2
Yuma,10,President,,Number of Under Votes,,0,0,0,0,0
Yuma,10,President,,TRUMP / PENCE,REP,1439,945,273,194,27
Yuma,10,President,,CLINTON / KAINE,DEM,781,482,136,146,17
Yuma,10,President,,JOHNSON / WELD,LIB,90,48,18,23,1
Yuma,10,President,,STEIN / BARAKA,GRN,24,10,9,5,0
Yuma,10,President,,Write-in 50,,44,22,4,18,0
Yuma,10,U.S. Senate,,Registered Voters,,3355,0,0,0,0
Yuma,10,U.S. Senate,,Ballots Cast,,2407,1527,441,392,47
Yuma,10,U.S. Senate,,Times Blank Voted,,152,101,19,32,0
Yuma,10,U.S. Senate,,Times Over Voted,,2,2,0,0,0
Yuma,10,U.S. Senate,,Number of Under Votes,,0,0,0,0,0
Yuma,10,U.S. Senate,,"MCCAIN, JOHN",REP,1460,903,294,236,27
Yuma,10,U.S. Senate,,"KIRKPATRICK, ANN",DEM,646,423,102,105,16
Yuma,10,U.S. Senate,,"SWING, GARY",GRN,128,82,24,19,3
Yuma,10,U.S. Senate,,Write-in 40,,19,16,2,0,1
Yuma,10,U.S. House,4,Registered Voters,,3355,0,0,0,0
Yuma,10,U.S. House,4,Ballots Cast,,2407,1527,441,392,47
Yuma,10,U.S. House,4,Times Blank Voted,,227,129,35,60,3
Yuma,10,U.S. House,4,Times Over Voted,,0,0,0,0,0
Yuma,10,U.S. House,4,Number of Under Votes,,0,0,0,0,0
Yuma,10,U.S. House,4,"GOSAR, PAUL",REP,1450,935,275,216,24
Yuma,10,U.S. House,4,"WEISSER, MIKEL",DEM,723,460,128,115,20
Yuma,10,U.S. House,4,Write-in 30,,7,3,3,1,0
Yuma,10,State Senate,13,Registered Voters,,3350,0,0,0,0
Yuma,10,State Senate,13,Ballots Cast,,2405,1527,440,392,46
Yuma,10,State Senate,13,Times Blank Voted,,786,516,112,141,17
Yuma,10,State Senate,13,Times Over Voted,,0,0,0,0,0
Yuma,10,State Senate,13,Number of Under Votes,,0,0,0,0,0
Yuma,10,State Senate,13,"MONTENEGRO, STEVE",REP,1599,998,323,249,29
Yuma,10,State Senate,13,Write-in 20,,20,13,5,2,0
Yuma,10,State Representative,13,Registered Voters,,3350,0,0,0,0
Yuma,10,State Representative,13,Ballots Cast,,2405,1527,440,392,46
Yuma,10,State Representative,13,Times Blank Voted,,200,112,40,46,2
Yuma,10,State Representative,13,Times Over Voted,,1,1,0,0,0
Yuma,10,State Representative,13,Number of Under Votes,,1211,750,229,199,33
Yuma,10,State Representative,13,"MITCHELL, DARIN",REP,1141,756,199,169,17
Yuma,10,State Representative,13,"SHOOTER, DON",REP,1289,847,235,186,21
Yuma,10,State Representative,13,"GRAVES, IISHA",DEM,760,470,135,138,17
Yuma,10,State Representative,13,Write-in 50,,7,5,2,0,0
Yuma,10,Corporation Commissioner,,Registered Voters,,3350,0,0,0,0
Yuma,10,Corporation Commissioner,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Corporation Commissioner,,Times Blank Voted,,302,180,45,71,6
Yuma,10,Corporation Commissioner,,Times Over Voted,,0,0,0,0,0
Yuma,10,Corporation Commissioner,,Number of Under Votes,,1707,1032,353,272,50
Yuma,10,Corporation Commissioner,,"BURNS, ROBERT \BOB\""""",REP,1209,784,237,170,18
Yuma,10,Corporation Commissioner,,"DUNN, BOYD",REP,1025,675,181,157,12
Yuma,10,Corporation Commissioner,,"TOBIN, ANDY",REP,1034,688,180,150,16
Yuma,10,Corporation Commissioner,,"CHABIN, TOM",DEM,623,416,101,97,9
Yuma,10,Corporation Commissioner,,"MUNDELL, WILLIAM",DEM,706,442,132,117,15
Yuma,10,Corporation Commissioner,,Write-in 80,,5,4,1,0,0
Yuma,10,Board of Supervisors Dist. 2,,Registered Voters,,3350,0,0,0,0
Yuma,10,Board of Supervisors Dist. 2,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Board of Supervisors Dist. 2,,Times Blank Voted,,699,437,110,135,17
Yuma,10,Board of Supervisors Dist. 2,,Times Over Voted,,0,0,0,0,0
Yuma,10,Board of Supervisors Dist. 2,,Number of Under Votes,,0,0,0,0,0
Yuma,10,Board of Supervisors Dist. 2,,"MCCLOUD, RUSSELL",REP,1687,1075,328,255,29
Yuma,10,Board of Supervisors Dist. 2,,Write-in 20,,19,15,2,2,0
Yuma,10,County Attorney,,Registered Voters,,3350,0,0,0,0
Yuma,10,County Attorney,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,County Attorney,,Times Blank Voted,,1068,702,176,170,20
Yuma,10,County Attorney,,Times Over Voted,,0,0,0,0,0
Yuma,10,County Attorney,,Number of Under Votes,,0,0,0,0,0
Yuma,10,County Attorney,,"SMITH, JON R.",DEM,1317,810,262,220,25
Yuma,10,County Attorney,,Write-in 20,,20,15,2,2,1
Yuma,10,Sheriff,,Registered Voters,,3350,0,0,0,0
Yuma,10,Sheriff,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Sheriff,,Times Blank Voted,,650,406,105,124,15
Yuma,10,Sheriff,,Times Over Voted,,0,0,0,0,0
Yuma,10,Sheriff,,Number of Under Votes,,0,0,0,0,0
Yuma,10,Sheriff,,"WILMOT, LEON",REP,1735,1108,332,266,29
Yuma,10,Sheriff,,Write-in 20,,20,13,3,2,2
Yuma,10,County Treasurer,,Registered Voters,,3350,0,0,0,0
Yuma,10,County Treasurer,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,County Treasurer,,Times Blank Voted,,998,655,168,159,16
Yuma,10,County Treasurer,,Times Over Voted,,0,0,0,0,0
Yuma,10,County Treasurer,,Number of Under Votes,,0,0,0,0,0
Yuma,10,County Treasurer,,"PANCRAZI MORENO, A.",DEM,1381,854,268,230,29
Yuma,10,County Treasurer,,Write-in 20,,26,18,4,3,1
Yuma,10,County School Superintendent,,Registered Voters,,3350,0,0,0,0
Yuma,10,County School Superintendent,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,County School Superintendent,,Times Blank Voted,,706,457,110,123,16
Yuma,10,County School Superintendent,,Times Over Voted,,1,1,0,0,0
Yuma,10,County School Superintendent,,Number of Under Votes,,0,0,0,0,0
Yuma,10,County School Superintendent,,"TYREE, THOMAS \TOM\""""",REP,1680,1060,325,265,30
Yuma,10,County School Superintendent,,Write-in 20,,18,9,5,4,0
Yuma,10,County Recorder,,Registered Voters,,3350,0,0,0,0
Yuma,10,County Recorder,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,County Recorder,,Times Blank Voted,,706,453,113,124,16
Yuma,10,County Recorder,,Times Over Voted,,0,0,0,0,0
Yuma,10,County Recorder,,Number of Under Votes,,0,0,0,0,0
Yuma,10,County Recorder,,"STALLWORTH P., ROBYN",REP,1685,1065,325,265,30
Yuma,10,County Recorder,,Write-in 20,,14,9,2,3,0
Yuma,10,County Assessor,,Registered Voters,,3350,0,0,0,0
Yuma,10,County Assessor,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,County Assessor,,Times Blank Voted,,291,161,51,71,8
Yuma,10,County Assessor,,Times Over Voted,,1,0,0,1,0
Yuma,10,County Assessor,,Number of Under Votes,,0,0,0,0,0
Yuma,10,County Assessor,,"KING, KIRBY",REP,1260,826,242,173,19
Yuma,10,County Assessor,,"WEHRLE, JOE",DEM,851,539,147,146,19
Yuma,10,County Assessor,,Write-in 30,,2,1,0,1,0
Yuma,10,"Retain Justice TIMMER, ANN",,Registered Voters,,3350,0,0,0,0
Yuma,10,"Retain Justice TIMMER, ANN",,Ballots Cast,,2405,1527,440,392,46
Yuma,10,"Retain Justice TIMMER, ANN",,Times Blank Voted,,615,386,103,121,5
Yuma,10,"Retain Justice TIMMER, ANN",,Times Over Voted,,0,0,0,0,0
Yuma,10,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0,0
Yuma,10,"Retain Justice TIMMER, ANN",,YES,,1451,958,246,221,26
Yuma,10,"Retain Justice TIMMER, ANN",,NO,,339,183,91,50,15
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,3350,0,0,0,0
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,Ballots Cast,,2405,1527,440,392,46
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,637,404,106,119,8
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0,0
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0,0
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,YES,,1458,952,260,218,28
Yuma,10,"Retain Judge BROWN, MICHAEL J.",,NO,,310,171,74,55,10
Yuma,10,"Retain Judge JONES, KENTON",,Registered Voters,,3350,0,0,0,0
Yuma,10,"Retain Judge JONES, KENTON",,Ballots Cast,,2405,1527,440,392,46
Yuma,10,"Retain Judge JONES, KENTON",,Times Blank Voted,,640,407,104,123,6
Yuma,10,"Retain Judge JONES, KENTON",,Times Over Voted,,1,1,0,0,0
Yuma,10,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0,0
Yuma,10,"Retain Judge JONES, KENTON",,YES,,1453,943,265,218,27
Yuma,10,"Retain Judge JONES, KENTON",,NO,,311,176,71,51,13
Yuma,10,"Retain Judge THOMPSON, JON W.",,Registered Voters,,3350,0,0,0,0
Yuma,10,"Retain Judge THOMPSON, JON W.",,Ballots Cast,,2405,1527,440,392,46
Yuma,10,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,693,444,113,127,9
Yuma,10,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0,0
Yuma,10,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0,0
Yuma,10,"Retain Judge THOMPSON, JON W.",,YES,,1394,902,258,211,23
Yuma,10,"Retain Judge THOMPSON, JON W.",,NO,,318,181,69,54,14
Yuma,10,Judge of the Superior Court Div. 1,,Registered Voters,,3350,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 1,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Judge of the Superior Court Div. 1,,Times Blank Voted,,864,557,137,154,16
Yuma,10,Judge of the Superior Court Div. 1,,Times Over Voted,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 1,,Number of Under Votes,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 1,,"REEVES, MARK WAYNE",,1527,962,302,235,28
Yuma,10,Judge of the Superior Court Div. 1,,Write-in 20,,14,8,1,3,2
Yuma,10,Judge of the Superior Court Div. 4,,Registered Voters,,3350,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 4,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Judge of the Superior Court Div. 4,,Times Blank Voted,,820,530,135,138,17
Yuma,10,Judge of the Superior Court Div. 4,,Times Over Voted,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 4,,Number of Under Votes,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 4,,"HAWS, DAVID M.",,1574,992,303,252,27
Yuma,10,Judge of the Superior Court Div. 4,,Write-in 20,,11,5,2,2,2
Yuma,10,Judge of the Superior Court Div. 5,,Registered Voters,,3350,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 5,,Ballots Cast,,2405,1527,440,392,46
Yuma,10,Judge of the Superior Court Div. 5,,Times Blank Voted,,809,516,135,144,14
Yuma,10,Judge of the Superior Court Div. 5,,Times Over Voted,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 5,,Number of Under Votes,,0,0,0,0,0
Yuma,10,Judge of the Superior Court Div. 5,,"NELSON, ROGER",,1586,1006,305,245,30
