contest,choice,precinct_id,vote_total,polling_place_votes,early_votes,late_early_votes,provisional_votes,party_name,contest_name,choice_name,precinct_designation,precinct_name,votes_allowed,referendum_flag
000,00,000,011898,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,RED BUTTE 1.0/1.1,0,
000,00,000,001526,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,PAINTED DESERT 2.0/1/2/3/4,0,
000,00,000,000238,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,HUBBELL 3.0/3.1,0,
000,00,000,008389,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,BLACK BUTTES 4.0/1/2/3/4/5,0,
000,00,000,001916,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,CEDAR VALLEY 5.0/1/2/3,0,
000,00,000,000785,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,STONE BUTTE 6.0/6.1,0,
000,00,000,007130,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,PIONEER,0,
000,00,000,003577,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,ANTELOPE 8.0-8.13,0,
000,00,000,001435,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,JUNIPER 9.0/1/2/3/4/5/6/7,0,
000,00,001,000929,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,BISON,0,
000,00,001,002632,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,MOGOLLON 11.0/1/2/3/4,0,
000,00,001,001199,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,WOODLAND,0,
000,00,001,008128,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,SITGREAVES,0,
000,00,001,011969,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,SUNRISE,0,
000,00,000,001236,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,RED BUTTE 1.0/1.1,0,
