county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,"POLK, SHEILA",REP,3956,607,28,4591
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,WRITE-IN 136,,49,11,0,60
Yavapai,201 - EAGLE,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,3849,599,25,4473
Yavapai,201 - EAGLE,COUNTY RECORDER,,WRITE-IN 137,,15,6,0,21
Yavapai,201 - EAGLE,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,3830,619,25,4474
Yavapai,201 - EAGLE,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,36,8,0,44
Yavapai,201 - EAGLE,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,3881,617,27,4525
Yavapai,201 - EAGLE,COUNTY SHERIFF,,WRITE-IN 143,,28,8,0,36
Yavapai,201 - EAGLE,COUNTY TREASURER,,"JACOBS, ROSS",REP,3898,619,26,4543
Yavapai,201 - EAGLE,COUNTY TREASURER,,WRITE-IN 199,,15,6,1,22
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,3518,562,20,4100
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,19,4,2,25
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,3436,555,20,4011
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,16,1,1,18
Yavapai,201 - EAGLE,PRESCOTT USD #1,,"HICKS, SCOTT",,2793,385,19,3197
Yavapai,201 - EAGLE,PRESCOTT USD #1,,"JAEGER, DWIGHT",,893,140,5,1038
Yavapai,201 - EAGLE,PRESCOTT USD #1,,"KLEVER, DAVE",,1450,217,8,1675
Yavapai,201 - EAGLE,PRESCOTT USD #1,,"MACKIN, JOHN",,1790,257,7,2054
Yavapai,201 - EAGLE,PRESCOTT USD #1,,"SEELEY, TINA",,2387,329,11,2727
Yavapai,201 - EAGLE,PRESCOTT USD #1,,WRITE-IN 363,,25,9,0,34
Yavapai,201 - EAGLE,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,3457,515,14,3986
Yavapai,201 - EAGLE,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,511,95,7,613
Yavapai,201 - EAGLE,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,3353,495,15,3863
Yavapai,201 - EAGLE,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,516,101,7,624
Yavapai,201 - EAGLE,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,3374,512,17,3903
Yavapai,201 - EAGLE,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,515,87,5,607
Yavapai,201 - EAGLE,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,3305,502,16,3823
Yavapai,201 - EAGLE,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,515,91,6,612
Yavapai,201 - EAGLE,CENTRAL YAVAPAI FIRE DIST,,"CLESCERI, MICHAEL",,1,0,0,1
Yavapai,201 - EAGLE,CENTRAL YAVAPAI FIRE DIST,,"JACOBS, VICI LEE",,0,0,0,0
Yavapai,201 - EAGLE,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,1,0,0,1
Yavapai,201 - EAGLE,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,1,0,0,1
Yavapai,201 - EAGLE,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 205,,YES,,1927,389,18,2334
Yavapai,201 - EAGLE,PROPOSITION 205,,NO,,3770,456,15,4241
Yavapai,201 - EAGLE,PROPOSITION 206,,YES,,2967,411,12,3390
Yavapai,201 - EAGLE,PROPOSITION 206,,NO,,2666,426,20,3112
Yavapai,202 - COURT,President,,TRUMP / PENCE,REP,2179,525,31,2735
Yavapai,202 - COURT,President,,CLINTON / KAINE,DEM,1744,278,15,2037
Yavapai,202 - COURT,President,,JOHNSON / WELD,LBT,171,38,7,216
Yavapai,202 - COURT,President,,STEIN / BARAKA,GRN,79,16,0,95
Yavapai,202 - COURT,President,,WRITE-IN 900,,75,17,5,97
Yavapai,202 - COURT,U.S. Senate,,"MCCAIN, JOHN",REP,2213,521,31,2765
Yavapai,202 - COURT,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1638,240,16,1894
Yavapai,202 - COURT,U.S. Senate,,"SWING, GARY",GRN,221,68,5,294
Yavapai,202 - COURT,U.S. Senate,,WRITE-IN 133,,47,4,1,52
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,2330,545,34,2909
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,1607,251,16,1874
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,10,3,0,13
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,2722,608,39,3369
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,WRITE-IN 235,,47,13,1,61
Yavapai,202 - COURT,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,2189,458,28,2675
Yavapai,202 - COURT,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,1857,392,21,2270
Yavapai,202 - COURT,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,1714,264,19,1997
Yavapai,202 - COURT,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,625,107,4,736
Yavapai,202 - COURT,STATE REP - DIST. 1,,WRITE-IN 240,,7,3,0,10
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,2068,411,22,2501
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1676,351,16,2043
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,1981,431,23,2435
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1636,255,12,1903
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1654,246,13,1913
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,WRITE-IN 134,,18,7,0,25
Yavapai,202 - COURT,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,2573,578,38,3189
Yavapai,202 - COURT,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,60,18,1,79
Yavapai,202 - COURT,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,2387,559,35,2981
Yavapai,202 - COURT,COUNTY ASSESSOR,,WRITE-IN 135,,128,23,1,152
Yavapai,202 - COURT,COUNTY ATTORNEY,,"POLK, SHEILA",REP,2590,568,36,3194
Yavapai,202 - COURT,COUNTY ATTORNEY,,WRITE-IN 136,,48,29,1,78
Yavapai,202 - COURT,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,2525,572,38,3135
Yavapai,202 - COURT,COUNTY RECORDER,,WRITE-IN 137,,17,12,0,29
Yavapai,202 - COURT,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,2539,578,37,3154
Yavapai,202 - COURT,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,30,12,0,42
Yavapai,202 - COURT,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,2590,582,36,3208
Yavapai,202 - COURT,COUNTY SHERIFF,,WRITE-IN 143,,26,17,1,44
Yavapai,202 - COURT,COUNTY TREASURER,,"JACOBS, ROSS",REP,2606,585,37,3228
Yavapai,202 - COURT,COUNTY TREASURER,,WRITE-IN 199,,22,11,1,34
Yavapai,202 - COURT,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,2387,528,36,2951
Yavapai,202 - COURT,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,13,9,0,22
Yavapai,202 - COURT,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,2318,518,36,2872
Yavapai,202 - COURT,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,9,9,0,18
Yavapai,202 - COURT,PRESCOTT USD #1,,"HICKS, SCOTT",,1704,334,16,2054
Yavapai,202 - COURT,PRESCOTT USD #1,,"JAEGER, DWIGHT",,720,187,12,919
Yavapai,202 - COURT,PRESCOTT USD #1,,"KLEVER, DAVE",,867,144,12,1023
Yavapai,202 - COURT,PRESCOTT USD #1,,"MACKIN, JOHN",,1239,291,19,1549
Yavapai,202 - COURT,PRESCOTT USD #1,,"SEELEY, TINA",,1606,302,15,1923
Yavapai,202 - COURT,PRESCOTT USD #1,,WRITE-IN 363,,12,15,0,27
Yavapai,202 - COURT,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2332,506,34,2872
Yavapai,202 - COURT,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,395,95,8,498
Yavapai,202 - COURT,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,2219,481,35,2735
Yavapai,202 - COURT,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,411,105,7,523
Yavapai,202 - COURT,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,2214,488,32,2734
Yavapai,202 - COURT,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,440,99,9,548
Yavapai,202 - COURT,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,2174,489,36,2699
Yavapai,202 - COURT,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,428,97,6,531
Yavapai,202 - COURT,CENTRAL YAVAPAI FIRE DIST,,"CLESCERI, MICHAEL",,222,56,4,282
Yavapai,202 - COURT,CENTRAL YAVAPAI FIRE DIST,,"JACOBS, VICI LEE",,257,57,2,316
Yavapai,202 - COURT,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,259,55,4,318
Yavapai,202 - COURT,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,254,53,3,310
Yavapai,202 - COURT,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,6,3,1,10
Yavapai,202 - COURT,PROPOSITION 205,,YES,,1864,489,35,2388
Yavapai,202 - COURT,PROPOSITION 205,,NO,,2189,356,17,2562
Yavapai,202 - COURT,PROPOSITION 206,,YES,,2469,499,33,3001
Yavapai,202 - COURT,PROPOSITION 206,,NO,,1559,341,19,1919
Yavapai,203 - FAIR,President,,TRUMP / PENCE,REP,1690,296,6,1992
Yavapai,203 - FAIR,President,,CLINTON / KAINE,DEM,1232,161,4,1397
Yavapai,203 - FAIR,President,,JOHNSON / WELD,LBT,104,26,0,130
Yavapai,203 - FAIR,President,,STEIN / BARAKA,GRN,48,13,0,61
Yavapai,203 - FAIR,President,,WRITE-IN 900,,64,12,0,76
Yavapai,203 - FAIR,U.S. Senate,,"MCCAIN, JOHN",REP,1678,302,5,1985
Yavapai,203 - FAIR,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1180,147,3,1330
Yavapai,203 - FAIR,U.S. Senate,,"SWING, GARY",GRN,182,40,1,223
Yavapai,203 - FAIR,U.S. Senate,,WRITE-IN 133,,23,4,0,27
Yavapai,203 - FAIR,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,1762,322,6,2090
Yavapai,203 - FAIR,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,1165,148,2,1315
Yavapai,203 - FAIR,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,4,0,0,4
Yavapai,203 - FAIR,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,2020,354,6,2380
Yavapai,203 - FAIR,STATE SENATOR - DIST. 1,,WRITE-IN 235,,38,6,0,44
Yavapai,203 - FAIR,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,1698,267,1,1966
Yavapai,203 - FAIR,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,1449,235,3,1687
Yavapai,203 - FAIR,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,1260,164,3,1427
Yavapai,203 - FAIR,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,418,65,2,485
Yavapai,203 - FAIR,STATE REP - DIST. 1,,WRITE-IN 240,,6,0,0,6
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,1597,237,3,1837
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1244,202,2,1448
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,1510,263,1,1774
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1199,151,3,1353
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1198,157,3,1358
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,WRITE-IN 134,,14,1,1,16
Yavapai,203 - FAIR,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,1861,354,4,2219
Yavapai,203 - FAIR,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,45,5,0,50
Yavapai,203 - FAIR,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,1724,323,4,2051
Yavapai,203 - FAIR,COUNTY ASSESSOR,,WRITE-IN 135,,97,8,0,105
Yavapai,203 - FAIR,COUNTY ATTORNEY,,"POLK, SHEILA",REP,1881,338,4,2223
Yavapai,203 - FAIR,COUNTY ATTORNEY,,WRITE-IN 136,,42,7,0,49
Yavapai,203 - FAIR,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,1838,338,5,2181
Yavapai,203 - FAIR,COUNTY RECORDER,,WRITE-IN 137,,16,1,0,17
Yavapai,203 - FAIR,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,1869,337,4,2210
Yavapai,203 - FAIR,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,18,5,1,24
Yavapai,203 - FAIR,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,1876,333,4,2213
Yavapai,203 - FAIR,COUNTY SHERIFF,,WRITE-IN 143,,26,4,1,31
Yavapai,203 - FAIR,COUNTY TREASURER,,"JACOBS, ROSS",REP,1919,332,4,2255
Yavapai,203 - FAIR,COUNTY TREASURER,,WRITE-IN 199,,13,3,1,17
Yavapai,203 - FAIR,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,1716,290,5,2011
Yavapai,203 - FAIR,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,15,4,0,19
Yavapai,203 - FAIR,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,1678,282,5,1965
Yavapai,203 - FAIR,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,16,5,0,21
Yavapai,203 - FAIR,PRESCOTT USD #1,,"HICKS, SCOTT",,1232,178,2,1412
Yavapai,203 - FAIR,PRESCOTT USD #1,,"JAEGER, DWIGHT",,493,72,0,565
Yavapai,203 - FAIR,PRESCOTT USD #1,,"KLEVER, DAVE",,728,110,1,839
Yavapai,203 - FAIR,PRESCOTT USD #1,,"MACKIN, JOHN",,960,150,2,1112
Yavapai,203 - FAIR,PRESCOTT USD #1,,"SEELEY, TINA",,1248,187,2,1437
Yavapai,203 - FAIR,PRESCOTT USD #1,,WRITE-IN 363,,19,1,0,20
Yavapai,203 - FAIR,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,1667,276,3,1946
Yavapai,203 - FAIR,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,296,64,2,362
Yavapai,203 - FAIR,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,1607,260,4,1871
Yavapai,203 - FAIR,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,284,73,2,359
Yavapai,203 - FAIR,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,1637,255,4,1896
Yavapai,203 - FAIR,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,279,83,2,364
Yavapai,203 - FAIR,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,1559,258,6,1823
Yavapai,203 - FAIR,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,299,70,0,369
Yavapai,203 - FAIR,CENTRAL YAVAPAI FIRE DIST,,"CLESCERI, MICHAEL",,297,52,0,349
Yavapai,203 - FAIR,CENTRAL YAVAPAI FIRE DIST,,"JACOBS, VICI LEE",,376,61,0,437
Yavapai,203 - FAIR,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,357,74,1,432
Yavapai,203 - FAIR,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,365,64,1,430
Yavapai,203 - FAIR,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,0,0,0,0
Yavapai,203 - FAIR,PROPOSITION 205,,YES,,1363,272,5,1640
Yavapai,203 - FAIR,PROPOSITION 205,,NO,,1665,222,4,1891
Yavapai,203 - FAIR,PROPOSITION 206,,YES,,1764,270,5,2039
Yavapai,203 - FAIR,PROPOSITION 206,,NO,,1251,219,3,1473
Yavapai,204 - GOLF,President,,TRUMP / PENCE,REP,2542,465,15,3022
Yavapai,204 - GOLF,President,,CLINTON / KAINE,DEM,1961,301,6,2268
Yavapai,204 - GOLF,President,,JOHNSON / WELD,LBT,189,33,1,223
Yavapai,204 - GOLF,President,,STEIN / BARAKA,GRN,65,18,0,83
Yavapai,204 - GOLF,President,,WRITE-IN 900,,87,14,1,102
Yavapai,204 - GOLF,U.S. Senate,,"MCCAIN, JOHN",REP,2670,454,12,3136
Yavapai,204 - GOLF,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1784,280,9,2073
Yavapai,204 - GOLF,U.S. Senate,,"SWING, GARY",GRN,233,62,2,297
Yavapai,204 - GOLF,U.S. Senate,,WRITE-IN 133,,39,5,1,45
Yavapai,204 - GOLF,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,2719,467,14,3200
Yavapai,204 - GOLF,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,1789,291,8,2088
Yavapai,204 - GOLF,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,7,2,1,10
Yavapai,204 - GOLF,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,3130,543,18,3691
Yavapai,204 - GOLF,STATE SENATOR - DIST. 1,,WRITE-IN 235,,41,17,1,59
Yavapai,204 - GOLF,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,2620,399,8,3027
Yavapai,204 - GOLF,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,2178,371,6,2555
Yavapai,204 - GOLF,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,1957,297,7,2261
Yavapai,204 - GOLF,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,679,109,2,790
Yavapai,204 - GOLF,STATE REP - DIST. 1,,WRITE-IN 240,,12,1,1,14
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,2433,392,5,2830
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1989,322,3,2314
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,2362,392,8,2762
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1800,247,7,2054
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1863,291,6,2160
Yavapai,204 - GOLF,CORPORATION COMMISSIONER,,WRITE-IN 134,,25,1,1,27
Yavapai,204 - GOLF,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,2937,542,13,3492
Yavapai,204 - GOLF,BOARD OF SUPERVISORS - DIST. 1,,WRITE-IN 204,,57,13,1,71
Yavapai,204 - GOLF,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,2728,514,14,3256
Yavapai,204 - GOLF,COUNTY ASSESSOR,,WRITE-IN 135,,151,13,1,165
Yavapai,204 - GOLF,COUNTY ATTORNEY,,"POLK, SHEILA",REP,2940,530,15,3485
Yavapai,204 - GOLF,COUNTY ATTORNEY,,WRITE-IN 136,,67,14,1,82
Yavapai,204 - GOLF,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,2852,515,14,3381
Yavapai,204 - GOLF,COUNTY RECORDER,,WRITE-IN 137,,21,8,1,30
Yavapai,204 - GOLF,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,2893,528,14,3435
Yavapai,204 - GOLF,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,31,10,1,42
Yavapai,204 - GOLF,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,2919,536,11,3466
Yavapai,204 - GOLF,COUNTY SHERIFF,,WRITE-IN 143,,31,9,1,41
Yavapai,204 - GOLF,COUNTY TREASURER,,"JACOBS, ROSS",REP,2945,514,13,3472
Yavapai,204 - GOLF,COUNTY TREASURER,,WRITE-IN 199,,24,7,1,32
Yavapai,204 - GOLF,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,2673,481,11,3165
Yavapai,204 - GOLF,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,24,4,1,29
Yavapai,204 - GOLF,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,2602,472,11,3085
Yavapai,204 - GOLF,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,16,4,1,21
Yavapai,204 - GOLF,PRESCOTT USD #1,,"HICKS, SCOTT",,2066,332,6,2404
Yavapai,204 - GOLF,PRESCOTT USD #1,,"JAEGER, DWIGHT",,609,121,6,736
Yavapai,204 - GOLF,PRESCOTT USD #1,,"KLEVER, DAVE",,1064,155,5,1224
Yavapai,204 - GOLF,PRESCOTT USD #1,,"MACKIN, JOHN",,1489,285,7,1781
Yavapai,204 - GOLF,PRESCOTT USD #1,,"SEELEY, TINA",,1744,277,8,2029
Yavapai,204 - GOLF,PRESCOTT USD #1,,WRITE-IN 363,,28,7,1,36
Yavapai,204 - GOLF,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2608,459,11,3078
Yavapai,204 - GOLF,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,424,94,4,522
Yavapai,204 - GOLF,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,2491,413,10,2914
Yavapai,204 - GOLF,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,426,109,4,539
Yavapai,204 - GOLF,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,2518,415,10,2943
Yavapai,204 - GOLF,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,450,112,4,566
Yavapai,204 - GOLF,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,2405,416,11,2832
Yavapai,204 - GOLF,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,448,105,3,556
Yavapai,204 - GOLF,CENTRAL YAVAPAI FIRE DIST,,"CLESCERI, MICHAEL",,250,50,1,301
Yavapai,204 - GOLF,CENTRAL YAVAPAI FIRE DIST,,"JACOBS, VICI LEE",,259,61,1,321
Yavapai,204 - GOLF,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,328,65,2,395
Yavapai,204 - GOLF,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,295,61,1,357
Yavapai,204 - GOLF,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,8,2,1,11
Yavapai,204 - GOLF,PROPOSITION 205,,YES,,2052,468,14,2534
Yavapai,204 - GOLF,PROPOSITION 205,,NO,,2579,348,7,2934
Yavapai,204 - GOLF,PROPOSITION 206,,YES,,2664,471,13,3148
Yavapai,204 - GOLF,PROPOSITION 206,,NO,,1931,337,7,2275
Yavapai,205 - MINE,President,,TRUMP / PENCE,REP,219,297,2,518
Yavapai,205 - MINE,President,,CLINTON / KAINE,DEM,68,47,0,115
Yavapai,205 - MINE,President,,JOHNSON / WELD,LBT,23,16,0,39
Yavapai,205 - MINE,President,,STEIN / BARAKA,GRN,3,3,0,6
Yavapai,205 - MINE,President,,WRITE-IN 900,,4,4,0,8
Yavapai,205 - MINE,U.S. Senate,,"MCCAIN, JOHN",REP,223,271,3,497
Yavapai,205 - MINE,U.S. Senate,,"KIRKPATRICK, ANN",DEM,54,48,0,102
