county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
Yavapai,221 - SALT,CAMP VERDE USD #28,,"SCHNEIDER, CHRISTINE",,71,31,0,102
Yavapai,221 - SALT,CAMP VERDE USD #28,,"TRINIDAD, JUNE",,80,23,0,103
Yavapai,221 - SALT,CAMP VERDE USD #28,,WRITE-IN 358,,0,0,0,0
Yavapai,221 - SALT,YAVAPAI COLLEGE DISTRICT 2,,"MCCASLAND, DEB",,72,24,0,96
Yavapai,221 - SALT,YAVAPAI COLLEGE DISTRICT 2,,"NAGY, WALTER",,58,12,0,70
Yavapai,221 - SALT,YAVAPAI COLLEGE DISTRICT 2,,WRITE-IN 350,,0,0,0,0
Yavapai,221 - SALT,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,112,36,1,149
Yavapai,221 - SALT,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,29,17,0,46
Yavapai,221 - SALT,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,119,35,1,155
Yavapai,221 - SALT,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,23,18,0,41
Yavapai,221 - SALT,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,112,35,1,148
Yavapai,221 - SALT,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,27,17,0,44
Yavapai,221 - SALT,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,107,36,1,144
Yavapai,221 - SALT,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,29,16,0,45
Yavapai,221 - SALT,PROPOSITION 205,,YES,,101,26,1,128
Yavapai,221 - SALT,PROPOSITION 205,,NO,,120,42,0,162
Yavapai,221 - SALT,PROPOSITION 206,,YES,,118,23,0,141
Yavapai,221 - SALT,PROPOSITION 206,,NO,,101,44,1,146
Yavapai,222 - BUG,President,,TRUMP / PENCE,REP,1237,571,15,1823
Yavapai,222 - BUG,President,,CLINTON / KAINE,DEM,372,148,1,521
Yavapai,222 - BUG,President,,JOHNSON / WELD,LBT,49,28,0,77
Yavapai,222 - BUG,President,,STEIN / BARAKA,GRN,34,9,1,44
Yavapai,222 - BUG,President,,WRITE-IN 900,,31,11,0,42
Yavapai,222 - BUG,U.S. Senate,,"MCCAIN, JOHN",REP,1064,512,12,1588
Yavapai,222 - BUG,U.S. Senate,,"KIRKPATRICK, ANN",DEM,408,171,3,582
Yavapai,222 - BUG,U.S. Senate,,"SWING, GARY",GRN,169,69,2,240
Yavapai,222 - BUG,U.S. Senate,,WRITE-IN 133,,28,8,0,36
Yavapai,222 - BUG,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,1154,557,16,1727
Yavapai,222 - BUG,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,429,168,2,599
Yavapai,222 - BUG,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,6,1,0,7
Yavapai,222 - BUG,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,1276,590,17,1883
Yavapai,222 - BUG,STATE SENATOR - DIST. 1,,WRITE-IN 235,,21,12,0,33
Yavapai,222 - BUG,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,989,425,13,1427
Yavapai,222 - BUG,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,972,433,11,1416
Yavapai,222 - BUG,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,441,168,3,612
Yavapai,222 - BUG,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,194,83,1,278
Yavapai,222 - BUG,STATE REP - DIST. 1,,WRITE-IN 240,,1,2,0,3
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,988,417,12,1417
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,856,379,8,1243
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,966,430,13,1409
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,471,158,3,632
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,490,185,2,677
Yavapai,222 - BUG,CORPORATION COMMISSIONER,,WRITE-IN 134,,12,4,0,16
Yavapai,222 - BUG,BOARD OF SUPERVISORS - DIST. 2,,"THURMAN, THOMAS",REP,1275,595,16,1886
Yavapai,222 - BUG,BOARD OF SUPERVISORS - DIST. 2,,WRITE-IN 209,,27,11,0,38
Yavapai,222 - BUG,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,1208,553,15,1776
Yavapai,222 - BUG,COUNTY ASSESSOR,,WRITE-IN 135,,21,8,0,29
Yavapai,222 - BUG,COUNTY ATTORNEY,,"POLK, SHEILA",REP,1209,550,13,1772
Yavapai,222 - BUG,COUNTY ATTORNEY,,WRITE-IN 136,,19,13,1,33
Yavapai,222 - BUG,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,1220,556,13,1789
Yavapai,222 - BUG,COUNTY RECORDER,,WRITE-IN 137,,9,7,1,17
Yavapai,222 - BUG,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,1200,557,13,1770
Yavapai,222 - BUG,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,12,9,1,22
Yavapai,222 - BUG,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,1218,567,13,1798
Yavapai,222 - BUG,COUNTY SHERIFF,,WRITE-IN 143,,18,10,1,29
Yavapai,222 - BUG,COUNTY TREASURER,,"JACOBS, ROSS",REP,1251,570,14,1835
Yavapai,222 - BUG,COUNTY TREASURER,,WRITE-IN 199,,8,10,0,18
Yavapai,222 - BUG,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,1123,509,14,1646
Yavapai,222 - BUG,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,10,9,0,19
Yavapai,222 - BUG,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,1111,507,12,1630
Yavapai,222 - BUG,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,11,9,0,20
Yavapai,222 - BUG,MAYER USD #43,,"COLQUITT, NICK",,524,218,5,747
Yavapai,222 - BUG,MAYER USD #43,,"MATHERN, MARK",,789,376,9,1174
Yavapai,222 - BUG,MAYER USD #43,,"RUSSELL, RITA",,771,305,6,1082
Yavapai,222 - BUG,MAYER USD #43,,WRITE-IN 361,,8,3,0,11
Yavapai,222 - BUG,YAVAPAI COLLEGE DISTRICT 2,,"MCCASLAND, DEB",,517,213,4,734
Yavapai,222 - BUG,YAVAPAI COLLEGE DISTRICT 2,,"NAGY, WALTER",,651,309,11,971
Yavapai,222 - BUG,YAVAPAI COLLEGE DISTRICT 2,,WRITE-IN 350,,1,1,0,2
Yavapai,222 - BUG,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,1015,451,12,1478
Yavapai,222 - BUG,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,271,129,2,402
Yavapai,222 - BUG,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,986,447,13,1446
Yavapai,222 - BUG,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,264,119,1,384
Yavapai,222 - BUG,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,998,444,12,1454
Yavapai,222 - BUG,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,257,120,1,378
Yavapai,222 - BUG,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,972,444,12,1428
Yavapai,222 - BUG,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,271,116,1,388
Yavapai,222 - BUG,CENTRAL YAVAPAI FIRE DIST,,"CLESCERI, MICHAEL",,1,0,0,1
Yavapai,222 - BUG,CENTRAL YAVAPAI FIRE DIST,,"JACOBS, VICI LEE",,0,0,0,0
Yavapai,222 - BUG,CENTRAL YAVAPAI FIRE DIST,,"WASOWICZ, JEFF",,1,0,0,1
Yavapai,222 - BUG,CENTRAL YAVAPAI FIRE DIST,,"ZURCHER, MATT",,2,0,0,2
Yavapai,222 - BUG,CENTRAL YAVAPAI FIRE DIST,,WRITE-IN 351,,0,0,0,0
Yavapai,222 - BUG,MAYER DWID,,"ATWATER, ALISON",,214,125,2,341
Yavapai,222 - BUG,MAYER DWID,,"BURRUSS, JACQUELINE",,181,120,3,304
Yavapai,222 - BUG,MAYER DWID,,"GOOD, RONALD",,213,95,2,310
Yavapai,222 - BUG,MAYER DWID,,"KING, KATHY",,210,127,4,341
Yavapai,222 - BUG,MAYER DWID,,WRITE-IN 354,,5,6,0,11
Yavapai,222 - BUG,PROPOSITION 205,,YES,,796,410,9,1215
Yavapai,222 - BUG,PROPOSITION 205,,NO,,863,343,8,1214
Yavapai,222 - BUG,PROPOSITION 206,,YES,,919,364,10,1293
Yavapai,222 - BUG,PROPOSITION 206,,NO,,731,383,7,1121
Yavapai,222 - BUG,MAYER FIRE DIST - QUESTION,,"YES, BUDGET OVERRIDE",,656,288,6,950
Yavapai,222 - BUG,MAYER FIRE DIST - QUESTION,,"NO, BUDGET OVERRIDE",,867,374,9,1250
Yavapai,223 - SUNSET,President,,TRUMP / PENCE,REP,586,424,0,1010
Yavapai,223 - SUNSET,President,,CLINTON / KAINE,DEM,161,99,1,261
Yavapai,223 - SUNSET,President,,JOHNSON / WELD,LBT,22,18,0,40
Yavapai,223 - SUNSET,President,,STEIN / BARAKA,GRN,15,5,0,20
Yavapai,223 - SUNSET,President,,WRITE-IN 900,,9,3,0,12
Yavapai,223 - SUNSET,U.S. Senate,,"MCCAIN, JOHN",REP,466,330,0,796
Yavapai,223 - SUNSET,U.S. Senate,,"KIRKPATRICK, ANN",DEM,183,110,1,294
Yavapai,223 - SUNSET,U.S. Senate,,"SWING, GARY",GRN,99,77,0,176
Yavapai,223 - SUNSET,U.S. Senate,,WRITE-IN 133,,16,15,0,31
Yavapai,223 - SUNSET,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,555,410,0,965
Yavapai,223 - SUNSET,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,177,103,1,281
Yavapai,223 - SUNSET,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,3,2,0,5
Yavapai,223 - SUNSET,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,588,435,0,1023
Yavapai,223 - SUNSET,STATE SENATOR - DIST. 1,,WRITE-IN 235,,8,2,0,10
Yavapai,223 - SUNSET,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,466,331,0,797
Yavapai,223 - SUNSET,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,443,323,0,766
Yavapai,223 - SUNSET,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,182,110,1,293
Yavapai,223 - SUNSET,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,82,47,0,129
Yavapai,223 - SUNSET,STATE REP - DIST. 1,,WRITE-IN 240,,5,1,0,6
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,465,341,0,806
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,406,298,0,704
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,445,313,0,758
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,196,114,1,311
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,215,126,0,341
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,WRITE-IN 134,,1,0,0,1
Yavapai,223 - SUNSET,BOARD OF SUPERVISORS - DIST. 2,,"THURMAN, THOMAS",REP,566,430,0,996
Yavapai,223 - SUNSET,BOARD OF SUPERVISORS - DIST. 2,,WRITE-IN 209,,8,5,0,13
Yavapai,223 - SUNSET,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,548,407,0,955
Yavapai,223 - SUNSET,COUNTY ASSESSOR,,WRITE-IN 135,,6,4,1,11
Yavapai,223 - SUNSET,COUNTY ATTORNEY,,"POLK, SHEILA",REP,546,418,0,964
Yavapai,223 - SUNSET,COUNTY ATTORNEY,,WRITE-IN 136,,10,5,0,15
Yavapai,223 - SUNSET,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,552,409,0,961
Yavapai,223 - SUNSET,COUNTY RECORDER,,WRITE-IN 137,,5,4,0,9
Yavapai,223 - SUNSET,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,548,418,0,966
Yavapai,223 - SUNSET,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,5,3,0,8
Yavapai,223 - SUNSET,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,561,432,0,993
Yavapai,223 - SUNSET,COUNTY SHERIFF,,WRITE-IN 143,,8,4,0,12
Yavapai,223 - SUNSET,COUNTY TREASURER,,"JACOBS, ROSS",REP,565,435,0,1000
Yavapai,223 - SUNSET,COUNTY TREASURER,,WRITE-IN 199,,3,4,0,7
Yavapai,223 - SUNSET,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,497,385,1,883
Yavapai,223 - SUNSET,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,6,6,0,12
Yavapai,223 - SUNSET,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,489,384,1,874
Yavapai,223 - SUNSET,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,7,4,0,11
Yavapai,223 - SUNSET,YAVAPAI COLLEGE DISTRICT 2,,"MCCASLAND, DEB",,292,194,0,486
Yavapai,223 - SUNSET,YAVAPAI COLLEGE DISTRICT 2,,"NAGY, WALTER",,224,190,0,414
Yavapai,223 - SUNSET,YAVAPAI COLLEGE DISTRICT 2,,WRITE-IN 350,,5,2,0,7
Yavapai,223 - SUNSET,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,450,334,0,784
Yavapai,223 - SUNSET,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,143,98,0,241
Yavapai,223 - SUNSET,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,424,302,0,726
Yavapai,223 - SUNSET,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,152,117,1,270
Yavapai,223 - SUNSET,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,453,314,0,767
Yavapai,223 - SUNSET,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,121,102,1,224
Yavapai,223 - SUNSET,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,436,311,0,747
Yavapai,223 - SUNSET,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,133,104,1,238
Yavapai,223 - SUNSET,MAYER DWID,,"ATWATER, ALISON",,0,0,0,0
Yavapai,223 - SUNSET,MAYER DWID,,"BURRUSS, JACQUELINE",,0,0,0,0
Yavapai,223 - SUNSET,MAYER DWID,,"GOOD, RONALD",,1,0,0,1
Yavapai,223 - SUNSET,MAYER DWID,,"KING, KATHY",,0,0,0,0
Yavapai,223 - SUNSET,MAYER DWID,,WRITE-IN 354,,0,0,0,0
Yavapai,223 - SUNSET,PROPOSITION 205,,YES,,415,292,1,708
Yavapai,223 - SUNSET,PROPOSITION 205,,NO,,342,209,0,551
Yavapai,223 - SUNSET,PROPOSITION 206,,YES,,414,238,1,653
Yavapai,223 - SUNSET,PROPOSITION 206,,NO,,337,257,0,594
Yavapai,224 - TOWERS,President,,TRUMP / PENCE,REP,51,12,1,64
Yavapai,224 - TOWERS,President,,CLINTON / KAINE,DEM,8,0,0,8
Yavapai,224 - TOWERS,President,,JOHNSON / WELD,LBT,6,1,0,7
Yavapai,224 - TOWERS,President,,STEIN / BARAKA,GRN,2,0,0,2
Yavapai,224 - TOWERS,President,,WRITE-IN 900,,0,0,0,0
Yavapai,224 - TOWERS,U.S. Senate,,"MCCAIN, JOHN",REP,40,12,0,52
Yavapai,224 - TOWERS,U.S. Senate,,"KIRKPATRICK, ANN",DEM,11,0,1,12
Yavapai,224 - TOWERS,U.S. Senate,,"SWING, GARY",GRN,12,0,0,12
Yavapai,224 - TOWERS,U.S. Senate,,WRITE-IN 133,,0,0,0,0
Yavapai,224 - TOWERS,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,54,12,0,66
Yavapai,224 - TOWERS,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,10,1,0,11
Yavapai,224 - TOWERS,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,0,0,0,0
Yavapai,224 - TOWERS,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,48,11,0,59
Yavapai,224 - TOWERS,STATE SENATOR - DIST. 1,,WRITE-IN 235,,3,0,0,3
Yavapai,224 - TOWERS,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,45,7,0,52
Yavapai,224 - TOWERS,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,41,8,0,49
Yavapai,224 - TOWERS,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,11,2,0,13
Yavapai,224 - TOWERS,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,6,0,0,6
Yavapai,224 - TOWERS,STATE REP - DIST. 1,,WRITE-IN 240,,1,0,0,1
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,46,9,1,56
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,36,5,0,41
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,42,8,0,50
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,11,2,0,13
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,13,2,0,15
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
Yavapai,224 - TOWERS,BOARD OF SUPERVISORS - DIST. 2,,"THURMAN, THOMAS",REP,44,11,0,55
Yavapai,224 - TOWERS,BOARD OF SUPERVISORS - DIST. 2,,WRITE-IN 209,,5,0,0,5
Yavapai,224 - TOWERS,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,45,10,0,55
Yavapai,224 - TOWERS,COUNTY ASSESSOR,,WRITE-IN 135,,2,0,0,2
Yavapai,224 - TOWERS,COUNTY ATTORNEY,,"POLK, SHEILA",REP,44,10,0,54
Yavapai,224 - TOWERS,COUNTY ATTORNEY,,WRITE-IN 136,,1,0,0,1
Yavapai,224 - TOWERS,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,44,8,0,52
Yavapai,224 - TOWERS,COUNTY RECORDER,,WRITE-IN 137,,0,0,0,0
Yavapai,224 - TOWERS,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,52,10,0,62
Yavapai,224 - TOWERS,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,1,0,0,1
Yavapai,224 - TOWERS,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,47,11,0,58
Yavapai,224 - TOWERS,COUNTY SHERIFF,,WRITE-IN 143,,1,0,0,1
Yavapai,224 - TOWERS,COUNTY TREASURER,,"JACOBS, ROSS",REP,48,11,0,59
Yavapai,224 - TOWERS,COUNTY TREASURER,,WRITE-IN 199,,1,0,0,1
Yavapai,224 - TOWERS,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,33,7,0,40
Yavapai,224 - TOWERS,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,1,0,0,1
Yavapai,224 - TOWERS,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,33,7,0,40
Yavapai,224 - TOWERS,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,1,0,0,1
Yavapai,224 - TOWERS,YAVAPAI COLLEGE DISTRICT 2,,"MCCASLAND, DEB",,20,1,0,21
Yavapai,224 - TOWERS,YAVAPAI COLLEGE DISTRICT 2,,"NAGY, WALTER",,14,8,0,22
Yavapai,224 - TOWERS,YAVAPAI COLLEGE DISTRICT 2,,WRITE-IN 350,,1,0,0,1
Yavapai,224 - TOWERS,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,30,7,0,37
Yavapai,224 - TOWERS,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,14,2,0,16
Yavapai,224 - TOWERS,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,28,8,0,36
Yavapai,224 - TOWERS,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,15,2,0,17
Yavapai,224 - TOWERS,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,29,8,0,37
Yavapai,224 - TOWERS,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,13,2,0,15
Yavapai,224 - TOWERS,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,28,9,0,37
Yavapai,224 - TOWERS,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,14,1,0,15
Yavapai,224 - TOWERS,PROPOSITION 205,,YES,,35,7,1,43
Yavapai,224 - TOWERS,PROPOSITION 205,,NO,,29,6,0,35
Yavapai,224 - TOWERS,PROPOSITION 206,,YES,,22,5,1,28
Yavapai,224 - TOWERS,PROPOSITION 206,,NO,,40,8,0,48
Yavapai,225 - IRON,President,,TRUMP / PENCE,REP,2674,722,24,3420
Yavapai,225 - IRON,President,,CLINTON / KAINE,DEM,915,151,3,1069
Yavapai,225 - IRON,President,,JOHNSON / WELD,LBT,108,21,1,130
Yavapai,225 - IRON,President,,STEIN / BARAKA,GRN,39,7,0,46
Yavapai,225 - IRON,President,,WRITE-IN 900,,32,9,0,41
Yavapai,225 - IRON,U.S. Senate,,"MCCAIN, JOHN",REP,2358,651,23,3032
Yavapai,225 - IRON,U.S. Senate,,"KIRKPATRICK, ANN",DEM,917,166,2,1085
Yavapai,225 - IRON,U.S. Senate,,"SWING, GARY",GRN,317,58,3,378
Yavapai,225 - IRON,U.S. Senate,,WRITE-IN 133,,54,11,0,65
Yavapai,225 - IRON,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,2611,706,21,3338
Yavapai,225 - IRON,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,912,150,3,1065
Yavapai,225 - IRON,U.S. REP IN CONGRESS - DIST. 4,,WRITE-IN 234,,6,2,0,8
Yavapai,225 - IRON,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,2774,723,22,3519
Yavapai,225 - IRON,STATE SENATOR - DIST. 1,,WRITE-IN 235,,26,13,0,39
Yavapai,225 - IRON,STATE REP - DIST. 1,,"CAMPBELL, NOEL",REP,2334,584,11,2929
Yavapai,225 - IRON,STATE REP - DIST. 1,,"STRINGER, DAVID",REP,2221,559,17,2797
Yavapai,225 - IRON,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,968,161,2,1131
Yavapai,225 - IRON,STATE REP - DIST. 1,,"KNAUER, HARYAKSHA GREGOR",GRN,331,67,1,399
Yavapai,225 - IRON,STATE REP - DIST. 1,,WRITE-IN 240,,10,3,0,13
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"BURNS, ROBERT BOB""""",REP,2232,590,15,2837
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,1913,507,13,2433
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,2213,594,20,2827
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,1017,160,0,1177
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM BILL""""",DEM,1004,163,2,1169
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,WRITE-IN 134,,14,5,0,19
Yavapai,225 - IRON,BOARD OF SUPERVISORS - DIST. 2,,"THURMAN, THOMAS",REP,2592,698,22,3312
Yavapai,225 - IRON,BOARD OF SUPERVISORS - DIST. 2,,WRITE-IN 209,,16,6,0,22
Yavapai,225 - IRON,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,2537,688,23,3248
Yavapai,225 - IRON,COUNTY ASSESSOR,,WRITE-IN 135,,37,6,0,43
Yavapai,225 - IRON,COUNTY ATTORNEY,,"POLK, SHEILA",REP,2543,683,23,3249
Yavapai,225 - IRON,COUNTY ATTORNEY,,WRITE-IN 136,,20,8,0,28
Yavapai,225 - IRON,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,2552,671,24,3247
Yavapai,225 - IRON,COUNTY RECORDER,,WRITE-IN 137,,6,3,0,9
Yavapai,225 - IRON,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,2529,676,24,3229
Yavapai,225 - IRON,COUNTY SCHOOL SUPERINTENDENT,,WRITE-IN 138,,14,4,0,18
Yavapai,225 - IRON,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,2596,697,23,3316
Yavapai,225 - IRON,COUNTY SHERIFF,,WRITE-IN 143,,10,6,0,16
Yavapai,225 - IRON,COUNTY TREASURER,,"JACOBS, ROSS",REP,2593,697,22,3312
Yavapai,225 - IRON,COUNTY TREASURER,,WRITE-IN 199,,10,6,0,16
Yavapai,225 - IRON,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",,2339,583,18,2940
Yavapai,225 - IRON,JUDGE OF SUPERIOR COURT - DIV. 4,,WRITE-IN 179,,10,7,0,17
Yavapai,225 - IRON,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",,2293,582,17,2892
Yavapai,225 - IRON,JUDGE OF SUPERIOR COURT - DIV. 7,,WRITE-IN 194,,11,7,0,18
Yavapai,225 - IRON,YAVAPAI COLLEGE DISTRICT 2,,"MCCASLAND, DEB",,1499,332,8,1839
Yavapai,225 - IRON,YAVAPAI COLLEGE DISTRICT 2,,"NAGY, WALTER",,840,230,8,1078
Yavapai,225 - IRON,YAVAPAI COLLEGE DISTRICT 2,,WRITE-IN 350,,5,2,0,7
Yavapai,225 - IRON,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2148,525,20,2693
Yavapai,225 - IRON,TIMMER - JUSTICE OF THE AZ SUPREME COURT,,NO,,446,121,1,568
Yavapai,225 - IRON,BROWN - JUDGE OF THE COURT OF APPEALS,,YES,,2047,520,20,2587
Yavapai,225 - IRON,BROWN - JUDGE OF THE COURT OF APPEALS,,NO,,477,115,2,594
Yavapai,225 - IRON,JONES - JUDGE OF THE COURT OF APPEALS,,YES,,2128,512,20,2660
Yavapai,225 - IRON,JONES - JUDGE OF THE COURT OF APPEALS,,NO,,427,123,1,551
Yavapai,225 - IRON,THOMPSON - JUDGE OF THE COURT OF APPEALS,,YES,,2078,514,19,2611
Yavapai,225 - IRON,THOMPSON - JUDGE OF THE COURT OF APPEALS,,NO,,423,108,1,532
Yavapai,225 - IRON,DEWEY-HUMBOLDT COUNCIL MEMBER,,"HUGHES, JOHN",,729,236,3,968
Yavapai,225 - IRON,DEWEY-HUMBOLDT COUNCIL MEMBER,,"WRIGHT, NANCY",,558,133,6,697
Yavapai,225 - IRON,DEWEY-HUMBOLDT COUNCIL MEMBER,,"REPAN, DENNIS",,528,116,2,646
Yavapai,225 - IRON,DEWEY-HUMBOLDT COUNCIL MEMBER,,"TIMMONS, AMY",,554,162,0,716
Yavapai,225 - IRON,DEWEY-HUMBOLDT COUNCIL MEMBER,,"WENDT, VICTORIA J",,652,188,1,841
