contest,precinct_name,contest_id,contest_name,choice,choice_name,number
20,02 Alpine,999999,Race Statistics,999999,Number of Precincts,1
20,02 Alpine,999999,Race Statistics,999998,Number of Precincts Reporting,1
20,02 Alpine,10,President - Dem,999999,Number of Precincts for Race,1
20,02 Alpine,10,President - Dem,999998,Number of Precincts Reporting,1
20,02 Alpine,10,President - Dem,999997,Registered Voters,80
20,02 Alpine,10,President - Dem,999996,Times Counted,41
20,02 Alpine,10,President - Dem,10,"De La Fuente, Roque",0
20,02 Alpine,10,President - Dem,20,"Steinberg, Michael",1
20,02 Alpine,10,President - Dem,30,"Sanders, Bernie",20
20,02 Alpine,10,President - Dem,40,"O'Malley, Martin J.",2
20,02 Alpine,10,President - Dem,50,"Clinton, Hillary",15
20,02 Alpine,10,President - Dem,60,"Hewes, Henry",0
20,02 Alpine,20,President - Rep,999999,Number of Precincts for Race,1
20,02 Alpine,20,President - Rep,999998,Number of Precincts Reporting,1
20,02 Alpine,20,President - Rep,999997,Registered Voters,181
20,02 Alpine,20,President - Rep,999996,Times Counted,107
20,02 Alpine,20,President - Rep,10,"Santorum, Rick",0
20,02 Alpine,20,President - Rep,20,"Cook, Tim",0
20,02 Alpine,20,President - Rep,30,"Paul, Rand",0
20,02 Alpine,20,President - Rep,40,"Rubio, Marco",2
20,02 Alpine,20,President - Rep,50,"Graham, Lindsey",0
20,02 Alpine,20,President - Rep,60,"Kasich, John R.",13
20,02 Alpine,20,President - Rep,70,"Bush, Jeb",0
20,02 Alpine,20,President - Rep,80,"Trump, Donald J.",55
20,02 Alpine,20,President - Rep,90,"Fiorina, Carly",0
20,02 Alpine,20,President - Rep,100,"Pataki, George E.",0
20,02 Alpine,20,President - Rep,110,"Cruz, Ted",37
20,02 Alpine,20,President - Rep,120,"Huckabee, Mike",0
20,02 Alpine,20,President - Rep,130,"Christie, Chris",0
20,02 Alpine,20,President - Rep,140,"Carson, Ben",0
20,02 Alpine,30,President - Gre,999999,Number of Precincts for Race,1
20,02 Alpine,30,President - Gre,999998,Number of Precincts Reporting,1
20,02 Alpine,30,President - Gre,999997,Registered Voters,0
20,02 Alpine,30,President - Gre,999996,Times Counted,0
20,02 Alpine,30,President - Gre,10,"Mesplay, Kent",0
20,02 Alpine,30,President - Gre,20,"Stein, Jill",0
30,03 Canyon De Chelly,999999,Race Statistics,999999,Number of Precincts,1
30,03 Canyon De Chelly,999999,Race Statistics,999998,Number of Precincts Reporting,1
30,03 Canyon De Chelly,10,President - Dem,999999,Number of Precincts for Race,1
30,03 Canyon De Chelly,10,President - Dem,999998,Number of Precincts Reporting,1
30,03 Canyon De Chelly,10,President - Dem,999997,Registered Voters,1939
30,03 Canyon De Chelly,10,President - Dem,999996,Times Counted,515
30,03 Canyon De Chelly,10,President - Dem,10,"De La Fuente, Roque",3
30,03 Canyon De Chelly,10,President - Dem,20,"Steinberg, Michael",9
30,03 Canyon De Chelly,10,President - Dem,30,"Sanders, Bernie",143
30,03 Canyon De Chelly,10,President - Dem,40,"O'Malley, Martin J.",4
30,03 Canyon De Chelly,10,President - Dem,50,"Clinton, Hillary",351
30,03 Canyon De Chelly,10,President - Dem,60,"Hewes, Henry",4
30,03 Canyon De Chelly,20,President - Rep,999999,Number of Precincts for Race,1
30,03 Canyon De Chelly,20,President - Rep,999998,Number of Precincts Reporting,1
30,03 Canyon De Chelly,20,President - Rep,999997,Registered Voters,330
30,03 Canyon De Chelly,20,President - Rep,999996,Times Counted,53
30,03 Canyon De Chelly,20,President - Rep,10,"Santorum, Rick",0
30,03 Canyon De Chelly,20,President - Rep,20,"Cook, Tim",1
30,03 Canyon De Chelly,20,President - Rep,30,"Paul, Rand",3
30,03 Canyon De Chelly,20,President - Rep,40,"Rubio, Marco",5
30,03 Canyon De Chelly,20,President - Rep,50,"Graham, Lindsey",1
30,03 Canyon De Chelly,20,President - Rep,60,"Kasich, John R.",0
30,03 Canyon De Chelly,20,President - Rep,70,"Bush, Jeb",2
30,03 Canyon De Chelly,20,President - Rep,80,"Trump, Donald J.",13
30,03 Canyon De Chelly,20,President - Rep,90,"Fiorina, Carly",0
30,03 Canyon De Chelly,20,President - Rep,100,"Pataki, George E.",0
30,03 Canyon De Chelly,20,President - Rep,110,"Cruz, Ted",22
30,03 Canyon De Chelly,20,President - Rep,120,"Huckabee, Mike",0
30,03 Canyon De Chelly,20,President - Rep,130,"Christie, Chris",3
30,03 Canyon De Chelly,20,President - Rep,140,"Carson, Ben",3
30,03 Canyon De Chelly,30,President - Gre,999999,Number of Precincts for Race,1
30,03 Canyon De Chelly,30,President - Gre,999998,Number of Precincts Reporting,1
30,03 Canyon De Chelly,30,President - Gre,999997,Registered Voters,1
30,03 Canyon De Chelly,30,President - Gre,999996,Times Counted,0
30,03 Canyon De Chelly,30,President - Gre,10,"Mesplay, Kent",0
30,03 Canyon De Chelly,30,President - Gre,20,"Stein, Jill",0
50,05 Chinle,999999,Race Statistics,999999,Number of Precincts,1
50,05 Chinle,999999,Race Statistics,999998,Number of Precincts Reporting,1
50,05 Chinle,10,President - Dem,999999,Number of Precincts for Race,1
50,05 Chinle,10,President - Dem,999998,Number of Precincts Reporting,1
50,05 Chinle,10,President - Dem,999997,Registered Voters,979
50,05 Chinle,10,President - Dem,999996,Times Counted,263
50,05 Chinle,10,President - Dem,10,"De La Fuente, Roque",0
50,05 Chinle,10,President - Dem,20,"Steinberg, Michael",1
50,05 Chinle,10,President - Dem,30,"Sanders, Bernie",79
50,05 Chinle,10,President - Dem,40,"O'Malley, Martin J.",5
50,05 Chinle,10,President - Dem,50,"Clinton, Hillary",178
50,05 Chinle,10,President - Dem,60,"Hewes, Henry",0
50,05 Chinle,20,President - Rep,999999,Number of Precincts for Race,1
50,05 Chinle,20,President - Rep,999998,Number of Precincts Reporting,1
50,05 Chinle,20,President - Rep,999997,Registered Voters,179
50,05 Chinle,20,President - Rep,999996,Times Counted,41
50,05 Chinle,20,President - Rep,10,"Santorum, Rick",1
50,05 Chinle,20,President - Rep,20,"Cook, Tim",0
50,05 Chinle,20,President - Rep,30,"Paul, Rand",0
50,05 Chinle,20,President - Rep,40,"Rubio, Marco",2
50,05 Chinle,20,President - Rep,50,"Graham, Lindsey",0
50,05 Chinle,20,President - Rep,60,"Kasich, John R.",7
50,05 Chinle,20,President - Rep,70,"Bush, Jeb",4
50,05 Chinle,20,President - Rep,80,"Trump, Donald J.",13
50,05 Chinle,20,President - Rep,90,"Fiorina, Carly",0
50,05 Chinle,20,President - Rep,100,"Pataki, George E.",0
50,05 Chinle,20,President - Rep,110,"Cruz, Ted",12
50,05 Chinle,20,President - Rep,120,"Huckabee, Mike",0
50,05 Chinle,20,President - Rep,130,"Christie, Chris",0
50,05 Chinle,20,President - Rep,140,"Carson, Ben",1
50,05 Chinle,30,President - Gre,999999,Number of Precincts for Race,1
50,05 Chinle,30,President - Gre,999998,Number of Precincts Reporting,1
50,05 Chinle,30,President - Gre,999997,Registered Voters,2
50,05 Chinle,30,President - Gre,999996,Times Counted,0
50,05 Chinle,30,President - Gre,10,"Mesplay, Kent",0
50,05 Chinle,30,President - Gre,20,"Stein, Jill",0
90,09 Concho,999999,Race Statistics,999999,Number of Precincts,1
90,09 Concho,999999,Race Statistics,999998,Number of Precincts Reporting,1
90,09 Concho,10,President - Dem,999999,Number of Precincts for Race,1
90,09 Concho,10,President - Dem,999998,Number of Precincts Reporting,1
90,09 Concho,10,President - Dem,999997,Registered Voters,312
90,09 Concho,10,President - Dem,999996,Times Counted,122
90,09 Concho,10,President - Dem,10,"De La Fuente, Roque",3
90,09 Concho,10,President - Dem,20,"Steinberg, Michael",1
90,09 Concho,10,President - Dem,30,"Sanders, Bernie",73
90,09 Concho,10,President - Dem,40,"O'Malley, Martin J.",2
90,09 Concho,10,President - Dem,50,"Clinton, Hillary",42
90,09 Concho,10,President - Dem,60,"Hewes, Henry",1
90,09 Concho,20,President - Rep,999999,Number of Precincts for Race,1
90,09 Concho,20,President - Rep,999998,Number of Precincts Reporting,1
90,09 Concho,20,President - Rep,999997,Registered Voters,774
90,09 Concho,20,President - Rep,999996,Times Counted,471
90,09 Concho,20,President - Rep,10,"Santorum, Rick",0
90,09 Concho,20,President - Rep,20,"Cook, Tim",0
90,09 Concho,20,President - Rep,30,"Paul, Rand",0
90,09 Concho,20,President - Rep,40,"Rubio, Marco",8
90,09 Concho,20,President - Rep,50,"Graham, Lindsey",0
90,09 Concho,20,President - Rep,60,"Kasich, John R.",16
90,09 Concho,20,President - Rep,70,"Bush, Jeb",0
90,09 Concho,20,President - Rep,80,"Trump, Donald J.",285
90,09 Concho,20,President - Rep,90,"Fiorina, Carly",1
90,09 Concho,20,President - Rep,100,"Pataki, George E.",0
90,09 Concho,20,President - Rep,110,"Cruz, Ted",157
90,09 Concho,20,President - Rep,120,"Huckabee, Mike",0
90,09 Concho,20,President - Rep,130,"Christie, Chris",0
90,09 Concho,20,President - Rep,140,"Carson, Ben",4
90,09 Concho,30,President - Gre,999999,Number of Precincts for Race,1
90,09 Concho,30,President - Gre,999998,Number of Precincts Reporting,1
90,09 Concho,30,President - Gre,999997,Registered Voters,5
90,09 Concho,30,President - Gre,999996,Times Counted,4
90,09 Concho,30,President - Gre,10,"Mesplay, Kent",0
90,09 Concho,30,President - Gre,20,"Stein, Jill",4
100,10 Cornfields,999999,Race Statistics,999999,Number of Precincts,1
100,10 Cornfields,999999,Race Statistics,999998,Number of Precincts Reporting,1
100,10 Cornfields,10,President - Dem,999999,Number of Precincts for Race,1
100,10 Cornfields,10,President - Dem,999998,Number of Precincts Reporting,1
100,10 Cornfields,10,President - Dem,999997,Registered Voters,540
100,10 Cornfields,10,President - Dem,999996,Times Counted,190
100,10 Cornfields,10,President - Dem,10,"De La Fuente, Roque",0
100,10 Cornfields,10,President - Dem,20,"Steinberg, Michael",4
100,10 Cornfields,10,President - Dem,30,"Sanders, Bernie",53
100,10 Cornfields,10,President - Dem,40,"O'Malley, Martin J.",2
100,10 Cornfields,10,President - Dem,50,"Clinton, Hillary",129
100,10 Cornfields,10,President - Dem,60,"Hewes, Henry",2
100,10 Cornfields,20,President - Rep,999999,Number of Precincts for Race,1
100,10 Cornfields,20,President - Rep,999998,Number of Precincts Reporting,1
100,10 Cornfields,20,President - Rep,999997,Registered Voters,53
100,10 Cornfields,20,President - Rep,999996,Times Counted,12
100,10 Cornfields,20,President - Rep,10,"Santorum, Rick",1
100,10 Cornfields,20,President - Rep,20,"Cook, Tim",0
100,10 Cornfields,20,President - Rep,30,"Paul, Rand",0
100,10 Cornfields,20,President - Rep,40,"Rubio, Marco",1
100,10 Cornfields,20,President - Rep,50,"Graham, Lindsey",0
100,10 Cornfields,20,President - Rep,60,"Kasich, John R.",2
100,10 Cornfields,20,President - Rep,70,"Bush, Jeb",0
100,10 Cornfields,20,President - Rep,80,"Trump, Donald J.",1
100,10 Cornfields,20,President - Rep,90,"Fiorina, Carly",0
100,10 Cornfields,20,President - Rep,100,"Pataki, George E.",0
100,10 Cornfields,20,President - Rep,110,"Cruz, Ted",5
