county,votes,election_day,early_voting,provisional,party,office,district,candidate,precinct
Mohave,7086,1977,4850,259,,Ballots Cast,,BALLOTS CAST,219-Lake Havasu North
Mohave,18864,5184,12948,732,,Ballots Cast,,BALLOTS CAST,220-Lake Havasu South
Mohave,965,524,379,62,,Ballots Cast,,BALLOTS CAST,221-Littlefield
Mohave,858,373,454,31,,Ballots Cast,,BALLOTS CAST,222-Golden Shores
Mohave,71,46,22,3,,Ballots Cast,,BALLOTS CAST,223-Moccasin
Mohave,241,143,64,34,,Ballots Cast,,BALLOTS CAST,224-Peach Springs
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,201-Wikieup
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,202-White Hills
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,203-Yucca
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,204-Chloride
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,205-North Canyon
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,206-Oatman
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,207-Desert Hills
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,208-Meadview
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,209-Dolan Springs
Mohave,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,210-Golden Valley
Mohave,2,2,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,211-Bullhead City
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,212-Mohave Valley
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,213-Hackberry
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,214-Truxton
Mohave,2,1,1,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,215-Kingman Central
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,216-Kingman North
Mohave,1,1,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,217-Kingman South
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,218-Kingman East
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,219-Lake Havasu North
Mohave,2,0,1,1,,Blank Ballots Cast,,BALLOTS CAST - BLANK,220-Lake Havasu South
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,221-Littlefield
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,222-Golden Shores
Mohave,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,223-Moccasin
Mohave,1,0,0,1,,Blank Ballots Cast,,BALLOTS CAST - BLANK,224-Peach Springs
Mohave,149,60,83,6,REP,President,,"TRUMP, PENCE",201-Wikieup
Mohave,137,45,85,7,REP,President,,"TRUMP, PENCE",202-White Hills
Mohave,332,122,198,12,REP,President,,"TRUMP, PENCE",203-Yucca
Mohave,332,94,225,13,REP,President,,"TRUMP, PENCE",204-Chloride
Mohave,781,520,188,73,REP,President,,"TRUMP, PENCE",205-North Canyon
Mohave,81,35,42,4,REP,President,,"TRUMP, PENCE",206-Oatman
Mohave,1003,341,610,52,REP,President,,"TRUMP, PENCE",207-Desert Hills
Mohave,479,172,291,16,REP,President,,"TRUMP, PENCE",208-Meadview
Mohave,503,197,280,26,REP,President,,"TRUMP, PENCE",209-Dolan Springs
Mohave,3175,1199,1834,142,REP,President,,"TRUMP, PENCE",210-Golden Valley
Mohave,9393,2744,6242,407,REP,President,,"TRUMP, PENCE",211-Bullhead City
Mohave,6002,2289,3417,296,REP,President,,"TRUMP, PENCE",212-Mohave Valley
Mohave,988,419,531,38,REP,President,,"TRUMP, PENCE",213-Hackberry
Mohave,81,17,62,2,REP,President,,"TRUMP, PENCE",214-Truxton
Mohave,2415,943,1317,155,REP,President,,"TRUMP, PENCE",215-Kingman Central
Mohave,3127,1232,1711,184,REP,President,,"TRUMP, PENCE",216-Kingman North
Mohave,4022,1469,2384,169,REP,President,,"TRUMP, PENCE",217-Kingman South
Mohave,4545,1624,2667,254,REP,President,,"TRUMP, PENCE",218-Kingman East
Mohave,5375,1557,3630,188,REP,President,,"TRUMP, PENCE",219-Lake Havasu North
Mohave,14009,4032,9446,531,REP,President,,"TRUMP, PENCE",220-Lake Havasu South
Mohave,672,377,253,42,REP,President,,"TRUMP, PENCE",221-Littlefield
Mohave,618,280,313,25,REP,President,,"TRUMP, PENCE",222-Golden Shores
Mohave,35,24,10,1,REP,President,,"TRUMP, PENCE",223-Moccasin
Mohave,28,15,12,1,REP,President,,"TRUMP, PENCE",224-Peach Springs
Mohave,20,6,14,0,DEM,President,,"CLINTON, KAINE",201-Wikieup
Mohave,32,13,17,2,DEM,President,,"CLINTON, KAINE",202-White Hills
Mohave,72,19,51,2,DEM,President,,"CLINTON, KAINE",203-Yucca
Mohave,74,8,63,3,DEM,President,,"CLINTON, KAINE",204-Chloride
Mohave,26,15,10,1,DEM,President,,"CLINTON, KAINE",205-North Canyon
Mohave,17,7,10,0,DEM,President,,"CLINTON, KAINE",206-Oatman
Mohave,265,48,207,10,DEM,President,,"CLINTON, KAINE",207-Desert Hills
Mohave,153,36,115,2,DEM,President,,"CLINTON, KAINE",208-Meadview
Mohave,178,53,118,7,DEM,President,,"CLINTON, KAINE",209-Dolan Springs
Mohave,821,249,547,25,DEM,President,,"CLINTON, KAINE",210-Golden Valley
Mohave,3675,927,2581,167,DEM,President,,"CLINTON, KAINE",211-Bullhead City
Mohave,1953,629,1250,74,DEM,President,,"CLINTON, KAINE",212-Mohave Valley
Mohave,227,81,143,3,DEM,President,,"CLINTON, KAINE",213-Hackberry
Mohave,16,3,13,0,DEM,President,,"CLINTON, KAINE",214-Truxton
Mohave,830,246,552,32,DEM,President,,"CLINTON, KAINE",215-Kingman Central
Mohave,933,274,616,43,DEM,President,,"CLINTON, KAINE",216-Kingman North
Mohave,1231,350,844,37,DEM,President,,"CLINTON, KAINE",217-Kingman South
Mohave,1210,303,856,51,DEM,President,,"CLINTON, KAINE",218-Kingman East
Mohave,1331,299,977,55,DEM,President,,"CLINTON, KAINE",219-Lake Havasu North
Mohave,3735,851,2759,125,DEM,President,,"CLINTON, KAINE",220-Lake Havasu South
Mohave,237,120,100,17,DEM,President,,"CLINTON, KAINE",221-Littlefield
Mohave,197,74,118,5,DEM,President,,"CLINTON, KAINE",222-Golden Shores
Mohave,28,18,8,2,DEM,President,,"CLINTON, KAINE",223-Moccasin
Mohave,194,117,49,28,DEM,President,,"CLINTON, KAINE",224-Peach Springs
Mohave,4,1,3,0,LBT,President,,"JOHNSON, WELD",201-Wikieup
Mohave,9,4,5,0,LBT,President,,"JOHNSON, WELD",202-White Hills
Mohave,10,4,6,0,LBT,President,,"JOHNSON, WELD",203-Yucca
Mohave,9,2,6,1,LBT,President,,"JOHNSON, WELD",204-Chloride
Mohave,96,60,27,9,LBT,President,,"JOHNSON, WELD",205-North Canyon
Mohave,3,0,3,0,LBT,President,,"JOHNSON, WELD",206-Oatman
Mohave,25,11,13,1,LBT,President,,"JOHNSON, WELD",207-Desert Hills
Mohave,5,0,5,0,LBT,President,,"JOHNSON, WELD",208-Meadview
Mohave,32,6,23,3,LBT,President,,"JOHNSON, WELD",209-Dolan Springs
Mohave,114,34,72,8,LBT,President,,"JOHNSON, WELD",210-Golden Valley
Mohave,384,123,239,22,LBT,President,,"JOHNSON, WELD",211-Bullhead City
Mohave,234,82,130,22,LBT,President,,"JOHNSON, WELD",212-Mohave Valley
Mohave,45,17,25,3,LBT,President,,"JOHNSON, WELD",213-Hackberry
Mohave,2,0,2,0,LBT,President,,"JOHNSON, WELD",214-Truxton
Mohave,187,77,87,23,LBT,President,,"JOHNSON, WELD",215-Kingman Central
Mohave,177,54,112,11,LBT,President,,"JOHNSON, WELD",216-Kingman North
Mohave,244,99,137,8,LBT,President,,"JOHNSON, WELD",217-Kingman South
Mohave,292,89,187,16,LBT,President,,"JOHNSON, WELD",218-Kingman East
Mohave,192,65,118,9,LBT,President,,"JOHNSON, WELD",219-Lake Havasu North
Mohave,532,136,355,41,LBT,President,,"JOHNSON, WELD",220-Lake Havasu South
Mohave,27,16,11,0,LBT,President,,"JOHNSON, WELD",221-Littlefield
Mohave,7,1,5,1,LBT,President,,"JOHNSON, WELD",222-Golden Shores
Mohave,4,4,0,0,LBT,President,,"JOHNSON, WELD",223-Moccasin
Mohave,5,4,0,1,LBT,President,,"JOHNSON, WELD",224-Peach Springs
Mohave,2,1,1,0,GRN,President,,"STEIN, BARAKA",201-Wikieup
Mohave,3,1,2,0,GRN,President,,"STEIN, BARAKA",202-White Hills
Mohave,8,2,6,0,GRN,President,,"STEIN, BARAKA",203-Yucca
Mohave,3,0,3,0,GRN,President,,"STEIN, BARAKA",204-Chloride
Mohave,10,5,4,1,GRN,President,,"STEIN, BARAKA",205-North Canyon
Mohave,1,0,1,0,GRN,President,,"STEIN, BARAKA",206-Oatman
Mohave,6,4,2,0,GRN,President,,"STEIN, BARAKA",207-Desert Hills
Mohave,2,0,2,0,GRN,President,,"STEIN, BARAKA",208-Meadview
Mohave,7,5,1,1,GRN,President,,"STEIN, BARAKA",209-Dolan Springs
Mohave,39,12,24,3,GRN,President,,"STEIN, BARAKA",210-Golden Valley
Mohave,125,36,80,9,GRN,President,,"STEIN, BARAKA",211-Bullhead City
Mohave,82,27,47,8,GRN,President,,"STEIN, BARAKA",212-Mohave Valley
Mohave,8,2,6,0,GRN,President,,"STEIN, BARAKA",213-Hackberry
Mohave,1,0,1,0,GRN,President,,"STEIN, BARAKA",214-Truxton
Mohave,54,19,29,6,GRN,President,,"STEIN, BARAKA",215-Kingman Central
Mohave,45,11,28,6,GRN,President,,"STEIN, BARAKA",216-Kingman North
Mohave,58,25,28,5,GRN,President,,"STEIN, BARAKA",217-Kingman South
Mohave,71,25,42,4,GRN,President,,"STEIN, BARAKA",218-Kingman East
Mohave,49,15,31,3,GRN,President,,"STEIN, BARAKA",219-Lake Havasu North
Mohave,145,51,80,14,GRN,President,,"STEIN, BARAKA",220-Lake Havasu South
Mohave,4,1,3,0,GRN,President,,"STEIN, BARAKA",221-Littlefield
Mohave,12,5,7,0,GRN,President,,"STEIN, BARAKA",222-Golden Shores
Mohave,1,0,1,0,GRN,President,,"STEIN, BARAKA",223-Moccasin
Mohave,4,2,1,1,GRN,President,,"STEIN, BARAKA",224-Peach Springs
Mohave,0,0,0,0,NON,President,,WRITE-IN,201-Wikieup
Mohave,2,0,2,0,NON,President,,WRITE-IN,202-White Hills
Mohave,5,1,4,0,NON,President,,WRITE-IN,203-Yucca
Mohave,4,1,3,0,NON,President,,WRITE-IN,204-Chloride
Mohave,20,14,6,0,NON,President,,WRITE-IN,205-North Canyon
Mohave,0,0,0,0,NON,President,,WRITE-IN,206-Oatman
Mohave,8,2,5,1,NON,President,,WRITE-IN,207-Desert Hills
Mohave,4,1,3,0,NON,President,,WRITE-IN,208-Meadview
Mohave,7,1,4,2,NON,President,,WRITE-IN,209-Dolan Springs
Mohave,28,8,17,3,NON,President,,WRITE-IN,210-Golden Valley
Mohave,124,38,76,10,NON,President,,WRITE-IN,211-Bullhead City
Mohave,60,25,31,4,NON,President,,WRITE-IN,212-Mohave Valley
Mohave,15,7,8,0,NON,President,,WRITE-IN,213-Hackberry
Mohave,1,1,0,0,NON,President,,WRITE-IN,214-Truxton
Mohave,54,17,33,4,NON,President,,WRITE-IN,215-Kingman Central
Mohave,50,17,30,3,NON,President,,WRITE-IN,216-Kingman North
Mohave,78,28,46,4,NON,President,,WRITE-IN,217-Kingman South
Mohave,89,31,55,3,NON,President,,WRITE-IN,218-Kingman East
Mohave,60,18,39,3,NON,President,,WRITE-IN,219-Lake Havasu North
Mohave,182,53,121,8,NON,President,,WRITE-IN,220-Lake Havasu South
Mohave,17,5,9,3,NON,President,,WRITE-IN,221-Littlefield
Mohave,12,4,8,0,NON,President,,WRITE-IN,222-Golden Shores
Mohave,3,0,3,0,NON,President,,WRITE-IN,223-Moccasin
Mohave,4,2,2,0,NON,President,,WRITE-IN,224-Peach Springs
Mohave,2,0,2,0,,President,,OVER VOTES,201-Wikieup
Mohave,0,0,0,0,,President,,OVER VOTES,202-White Hills
Mohave,0,0,0,0,,President,,OVER VOTES,203-Yucca
Mohave,2,0,2,0,,President,,OVER VOTES,204-Chloride
Mohave,1,1,0,0,,President,,OVER VOTES,205-North Canyon
Mohave,1,0,1,0,,President,,OVER VOTES,206-Oatman
Mohave,3,1,1,1,,President,,OVER VOTES,207-Desert Hills
Mohave,2,0,2,0,,President,,OVER VOTES,208-Meadview
Mohave,6,2,4,0,,President,,OVER VOTES,209-Dolan Springs
Mohave,43,9,30,4,,President,,OVER VOTES,210-Golden Valley
Mohave,69,17,49,3,,President,,OVER VOTES,211-Bullhead City
Mohave,34,10,24,0,,President,,OVER VOTES,212-Mohave Valley
Mohave,7,3,3,1,,President,,OVER VOTES,213-Hackberry
Mohave,2,0,2,0,,President,,OVER VOTES,214-Truxton
Mohave,17,4,11,2,,President,,OVER VOTES,215-Kingman Central
Mohave,22,5,15,2,,President,,OVER VOTES,216-Kingman North
Mohave,22,5,17,0,,President,,OVER VOTES,217-Kingman South
Mohave,25,7,17,1,,President,,OVER VOTES,218-Kingman East
Mohave,23,8,14,1,,President,,OVER VOTES,219-Lake Havasu North
Mohave,83,22,57,4,,President,,OVER VOTES,220-Lake Havasu South
Mohave,4,3,1,0,,President,,OVER VOTES,221-Littlefield
Mohave,5,4,1,0,,President,,OVER VOTES,222-Golden Shores
Mohave,0,0,0,0,,President,,OVER VOTES,223-Moccasin
Mohave,2,1,0,1,,President,,OVER VOTES,224-Peach Springs
Mohave,2,1,1,0,,President,,UNDER VOTES,201-Wikieup
Mohave,4,1,3,0,,President,,UNDER VOTES,202-White Hills
Mohave,4,2,1,1,,President,,UNDER VOTES,203-Yucca
Mohave,3,0,2,1,,President,,UNDER VOTES,204-Chloride
Mohave,132,61,59,12,,President,,UNDER VOTES,205-North Canyon
Mohave,0,0,0,0,,President,,UNDER VOTES,206-Oatman
Mohave,9,3,6,0,,President,,UNDER VOTES,207-Desert Hills
Mohave,8,2,5,1,,President,,UNDER VOTES,208-Meadview
Mohave,10,5,5,0,,President,,UNDER VOTES,209-Dolan Springs
Mohave,31,10,19,2,,President,,UNDER VOTES,210-Golden Valley
Mohave,89,18,68,3,,President,,UNDER VOTES,211-Bullhead City
Mohave,67,19,42,6,,President,,UNDER VOTES,212-Mohave Valley
Mohave,14,2,11,1,,President,,UNDER VOTES,213-Hackberry
Mohave,2,0,2,0,,President,,UNDER VOTES,214-Truxton
Mohave,28,9,17,2,,President,,UNDER VOTES,215-Kingman Central
Mohave,37,11,23,3,,President,,UNDER VOTES,216-Kingman North
Mohave,54,16,36,2,,President,,UNDER VOTES,217-Kingman South
Mohave,53,15,36,2,,President,,UNDER VOTES,218-Kingman East
Mohave,56,15,41,0,,President,,UNDER VOTES,219-Lake Havasu North
Mohave,178,39,130,9,,President,,UNDER VOTES,220-Lake Havasu South
Mohave,4,2,2,0,,President,,UNDER VOTES,221-Littlefield
Mohave,7,5,2,0,,President,,UNDER VOTES,222-Golden Shores
Mohave,0,0,0,0,,President,,UNDER VOTES,223-Moccasin
Mohave,4,2,0,2,,President,,UNDER VOTES,224-Peach Springs
Mohave,132,49,78,5,REP,U.S. Senate,,"MCCAIN, JOHN",201-Wikieup
Mohave,114,38,72,4,REP,U.S. Senate,,"MCCAIN, JOHN",202-White Hills
Mohave,250,98,145,7,REP,U.S. Senate,,"MCCAIN, JOHN",203-Yucca
Mohave,262,73,177,12,REP,U.S. Senate,,"MCCAIN, JOHN",204-Chloride
Mohave,844,545,220,79,REP,U.S. Senate,,"MCCAIN, JOHN",205-North Canyon
Mohave,70,26,40,4,REP,U.S. Senate,,"MCCAIN, JOHN",206-Oatman
Mohave,847,275,531,41,REP,U.S. Senate,,"MCCAIN, JOHN",207-Desert Hills
Mohave,416,154,247,15,REP,U.S. Senate,,"MCCAIN, JOHN",208-Meadview
Mohave,404,149,229,26,REP,U.S. Senate,,"MCCAIN, JOHN",209-Dolan Springs
Mohave,2519,962,1443,114,REP,U.S. Senate,,"MCCAIN, JOHN",210-Golden Valley
Mohave,8164,2464,5326,374,REP,U.S. Senate,,"MCCAIN, JOHN",211-Bullhead City
Mohave,5132,1984,2889,259,REP,U.S. Senate,,"MCCAIN, JOHN",212-Mohave Valley
Mohave,808,347,429,32,REP,U.S. Senate,,"MCCAIN, JOHN",213-Hackberry
Mohave,61,16,43,2,REP,U.S. Senate,,"MCCAIN, JOHN",214-Truxton
Mohave,2169,861,1174,134,REP,U.S. Senate,,"MCCAIN, JOHN",215-Kingman Central
Mohave,2660,1069,1435,156,REP,U.S. Senate,,"MCCAIN, JOHN",216-Kingman North
Mohave,3506,1324,2032,150,REP,U.S. Senate,,"MCCAIN, JOHN",217-Kingman South
Mohave,3850,1393,2235,222,REP,U.S. Senate,,"MCCAIN, JOHN",218-Kingman East
Mohave,4709,1385,3161,163,REP,U.S. Senate,,"MCCAIN, JOHN",219-Lake Havasu North
Mohave,12388,3625,8278,485,REP,U.S. Senate,,"MCCAIN, JOHN",220-Lake Havasu South
Mohave,560,311,216,33,REP,U.S. Senate,,"MCCAIN, JOHN",221-Littlefield
Mohave,512,232,259,21,REP,U.S. Senate,,"MCCAIN, JOHN",222-Golden Shores
Mohave,37,25,10,2,REP,U.S. Senate,,"MCCAIN, JOHN",223-Moccasin
Mohave,72,47,17,8,REP,U.S. Senate,,"MCCAIN, JOHN",224-Peach Springs
Mohave,17,5,11,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",201-Wikieup
Mohave,45,17,25,3,DEM,U.S. Senate,,"KIRKPATRICK, ANN",202-White Hills
Mohave,88,25,59,4,DEM,U.S. Senate,,"KIRKPATRICK, ANN",203-Yucca
Mohave,89,13,74,2,DEM,U.S. Senate,,"KIRKPATRICK, ANN",204-Chloride
Mohave,54,35,15,4,DEM,U.S. Senate,,"KIRKPATRICK, ANN",205-North Canyon
Mohave,18,7,11,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",206-Oatman
Mohave,305,73,220,12,DEM,U.S. Senate,,"KIRKPATRICK, ANN",207-Desert Hills
Mohave,154,37,116,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",208-Meadview
Mohave,224,77,139,8,DEM,U.S. Senate,,"KIRKPATRICK, ANN",209-Dolan Springs
Mohave,978,307,637,34,DEM,U.S. Senate,,"KIRKPATRICK, ANN",210-Golden Valley
Mohave,3720,942,2628,150,DEM,U.S. Senate,,"KIRKPATRICK, ANN",211-Bullhead City
Mohave,2024,679,1256,89,DEM,U.S. Senate,,"KIRKPATRICK, ANN",212-Mohave Valley
Mohave,273,106,163,4,DEM,U.S. Senate,,"KIRKPATRICK, ANN",213-Hackberry
Mohave,21,4,17,0,DEM,U.S. Senate,,"KIRKPATRICK, ANN",214-Truxton
Mohave,909,266,591,52,DEM,U.S. Senate,,"KIRKPATRICK, ANN",215-Kingman Central
Mohave,1032,294,679,59,DEM,U.S. Senate,,"KIRKPATRICK, ANN",216-Kingman North
Mohave,1365,402,919,44,DEM,U.S. Senate,,"KIRKPATRICK, ANN",217-Kingman South
Mohave,1455,409,982,64,DEM,U.S. Senate,,"KIRKPATRICK, ANN",218-Kingman East
Mohave,1464,347,1063,54,DEM,U.S. Senate,,"KIRKPATRICK, ANN",219-Lake Havasu North
Mohave,4128,977,2998,153,DEM,U.S. Senate,,"KIRKPATRICK, ANN",220-Lake Havasu South
Mohave,276,150,109,17,DEM,U.S. Senate,,"KIRKPATRICK, ANN",221-Littlefield
Mohave,228,86,137,5,DEM,U.S. Senate,,"KIRKPATRICK, ANN",222-Golden Shores
Mohave,26,17,8,1,DEM,U.S. Senate,,"KIRKPATRICK, ANN",223-Moccasin
Mohave,152,88,41,23,DEM,U.S. Senate,,"KIRKPATRICK, ANN",224-Peach Springs
Mohave,13,8,5,0,GRN,U.S. Senate,,"SWING, GARY",201-Wikieup
Mohave,10,5,3,2,GRN,U.S. Senate,,"SWING, GARY",202-White Hills
Mohave,61,16,42,3,GRN,U.S. Senate,,"SWING, GARY",203-Yucca
Mohave,45,11,31,3,GRN,U.S. Senate,,"SWING, GARY",204-Chloride
Mohave,90,56,26,8,GRN,U.S. Senate,,"SWING, GARY",205-North Canyon
Mohave,12,8,4,0,GRN,U.S. Senate,,"SWING, GARY",206-Oatman
Mohave,94,30,57,7,GRN,U.S. Senate,,"SWING, GARY",207-Desert Hills
Mohave,47,11,35,1,GRN,U.S. Senate,,"SWING, GARY",208-Meadview
Mohave,80,35,41,4,GRN,U.S. Senate,,"SWING, GARY",209-Dolan Springs
Mohave,467,164,281,22,GRN,U.S. Senate,,"SWING, GARY",210-Golden Valley
Mohave,1137,302,776,59,GRN,U.S. Senate,,"SWING, GARY",211-Bullhead City
Mohave,787,267,480,40,GRN,U.S. Senate,,"SWING, GARY",212-Mohave Valley
Mohave,136,52,76,8,GRN,U.S. Senate,,"SWING, GARY",213-Hackberry
Mohave,11,1,10,0,GRN,U.S. Senate,,"SWING, GARY",214-Truxton
Mohave,305,122,161,22,GRN,U.S. Senate,,"SWING, GARY",215-Kingman Central
Mohave,431,146,259,26,GRN,U.S. Senate,,"SWING, GARY",216-Kingman North
Mohave,475,167,289,19,GRN,U.S. Senate,,"SWING, GARY",217-Kingman South
Mohave,584,186,368,30,GRN,U.S. Senate,,"SWING, GARY",218-Kingman East
Mohave,440,123,291,26,GRN,U.S. Senate,,"SWING, GARY",219-Lake Havasu North
Mohave,1237,321,867,49,GRN,U.S. Senate,,"SWING, GARY",220-Lake Havasu South
Mohave,69,34,30,5,GRN,U.S. Senate,,"SWING, GARY",221-Littlefield
Mohave,71,33,34,4,GRN,U.S. Senate,,"SWING, GARY",222-Golden Shores
Mohave,5,3,2,0,GRN,U.S. Senate,,"SWING, GARY",223-Moccasin
Mohave,8,4,3,1,GRN,U.S. Senate,,"SWING, GARY",224-Peach Springs
Mohave,3,2,1,0,NON,U.S. Senate,,WRITE-IN,201-Wikieup
Mohave,4,0,4,0,NON,U.S. Senate,,WRITE-IN,202-White Hills
Mohave,14,1,13,0,NON,U.S. Senate,,WRITE-IN,203-Yucca
Mohave,9,2,7,0,NON,U.S. Senate,,WRITE-IN,204-Chloride
Mohave,9,5,4,0,NON,U.S. Senate,,WRITE-IN,205-North Canyon
Mohave,2,1,1,0,NON,U.S. Senate,,WRITE-IN,206-Oatman
Mohave,18,7,10,1,NON,U.S. Senate,,WRITE-IN,207-Desert Hills
Mohave,11,3,8,0,NON,U.S. Senate,,WRITE-IN,208-Meadview
Mohave,10,1,9,0,NON,U.S. Senate,,WRITE-IN,209-Dolan Springs
Mohave,87,25,59,3,NON,U.S. Senate,,WRITE-IN,210-Golden Valley
Mohave,183,43,136,4,NON,U.S. Senate,,WRITE-IN,211-Bullhead City
Mohave,102,24,75,3,NON,U.S. Senate,,WRITE-IN,212-Mohave Valley
Mohave,19,6,13,0,NON,U.S. Senate,,WRITE-IN,213-Hackberry
Mohave,10,0,10,0,NON,U.S. Senate,,WRITE-IN,214-Truxton
Mohave,33,11,22,0,NON,U.S. Senate,,WRITE-IN,215-Kingman Central
Mohave,78,32,44,2,NON,U.S. Senate,,WRITE-IN,216-Kingman North
Mohave,99,25,73,1,NON,U.S. Senate,,WRITE-IN,217-Kingman South
Mohave,122,23,98,1,NON,U.S. Senate,,WRITE-IN,218-Kingman East
Mohave,125,29,93,3,NON,U.S. Senate,,WRITE-IN,219-Lake Havasu North
Mohave,299,64,228,7,NON,U.S. Senate,,WRITE-IN,220-Lake Havasu South
Mohave,11,3,6,2,NON,U.S. Senate,,WRITE-IN,221-Littlefield
Mohave,10,3,7,0,NON,U.S. Senate,,WRITE-IN,222-Golden Shores
