county,precinct,office,district,candidate,party,election_day,early_voting,provisional,votes
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"CHABIN, TOM",DEM,28,709,0,737
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"MUNDELL, WILLIAM ""BILL""",DEM,24,727,1,752
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,Write-In,DEM,1,36,0,37
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,Write-In,,0,9,0,9
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"BURNS, ROBERT ""BOB""",REP,89,1167,2,1258
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"DUNN, BOYD",REP,47,797,1,845
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"GRAY, RICK",REP,54,745,1,800
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"MELVIN, AL",REP,64,617,1,682
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,"TOBIN, ANDY",REP,124,1580,1,1705
Yavapai,201 - EAGLE,CORPORATION COMMISSIONER,,Write-In,REP,1,35,0,36
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 1,,Write-In,,2,39,0,41
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 1,,"HRIN, MARY BETH",REP,95,1082,2,1179
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 1,,"SIMMONS, ROWLE",REP,98,1246,0,1344
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 1,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 2,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 2,,"THURMAN, THOMAS",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 2,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 3,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 3,,"GARRISON, RANDALL ""RANDY""",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 3,,"JOENS, DIANE",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 3,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 4,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 4,,"BROWN, CRAIG",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 4,,"FESTENESE, MARLA",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 4,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 5,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 5,,"IRWIN, STEVE",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 5,,"SMITH, JACK",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 5,,"WISE, HAROLD",REP,0,0,0,0
Yavapai,201 - EAGLE,BOARD OF SUPERVISORS - DIST. 5,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,COUNTY ASSESSOR,,Write-In,DEM,5,69,1,75
Yavapai,201 - EAGLE,COUNTY ASSESSOR,,Write-In,LBT,0,3,0,3
Yavapai,201 - EAGLE,COUNTY ASSESSOR,,"PEARSALL, PAM",REP,112,1222,2,1336
Yavapai,201 - EAGLE,COUNTY ASSESSOR,,"SIMMONS, JUDD",REP,79,1176,0,1255
Yavapai,201 - EAGLE,COUNTY ASSESSOR,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,Write-In,DEM,2,11,0,13
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,Write-In,LBT,0,2,0,2
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,"POLK, SHEILA",REP,156,2022,2,2180
Yavapai,201 - EAGLE,COUNTY ATTORNEY,,Write-In,REP,3,13,0,16
Yavapai,201 - EAGLE,COUNTY RECORDER,,Write-In,DEM,2,15,0,17
Yavapai,201 - EAGLE,COUNTY RECORDER,,Write-In,LBT,0,2,0,2
Yavapai,201 - EAGLE,COUNTY RECORDER,,"HOFFMAN, LESLIE M",REP,157,1954,2,2113
Yavapai,201 - EAGLE,COUNTY RECORDER,,Write-In,REP,1,6,0,7
Yavapai,201 - EAGLE,COUNTY SCHOOL SUPERINTENDENT,,Write-In,,4,17,0,21
Yavapai,201 - EAGLE,COUNTY SCHOOL SUPERINTENDENT,,"CARTER, TIM",REP,163,1925,2,2090
Yavapai,201 - EAGLE,COUNTY SCHOOL SUPERINTENDENT,,Write-In,REP,1,15,0,16
Yavapai,201 - EAGLE,COUNTY SHERIFF,,Write-In,DEM,2,14,0,16
Yavapai,201 - EAGLE,COUNTY SHERIFF,,Write-In,LBT,0,1,0,1
Yavapai,201 - EAGLE,COUNTY SHERIFF,,"MASCHER, SCOTT",REP,165,2009,2,2176
Yavapai,201 - EAGLE,COUNTY SHERIFF,,Write-In,REP,0,7,0,7
Yavapai,201 - EAGLE,COUNTY TREASURER,,Write-In,DEM,2,12,0,14
Yavapai,201 - EAGLE,COUNTY TREASURER,,Write-In,LBT,0,1,0,1
Yavapai,201 - EAGLE,COUNTY TREASURER,,"JACOBS, ROSS",REP,162,1966,2,2130
Yavapai,201 - EAGLE,COUNTY TREASURER,,Write-In,REP,2,5,0,7
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 4,,Write-In,,2,13,0,15
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 4,,"TREBESCH, PATRICIA",REP,142,1853,2,1997
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 4,,Write-In,REP,0,7,0,7
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 7,,Write-In,,2,10,0,12
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 7,,"BLUFF, MICHAEL",REP,146,1846,2,1994
Yavapai,201 - EAGLE,JUDGE OF SUPERIOR COURT - DIV. 7,,Write-In,REP,1,4,0,5
Yavapai,201 - EAGLE,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"FANNING, JODY",REP,0,0,0,0
Yavapai,201 - EAGLE,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"GODINA, CARLOS",REP,0,0,0,0
Yavapai,201 - EAGLE,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,"REIMER, MONTE",REP,0,0,0,0
Yavapai,201 - EAGLE,CONSTABLE - VERDE VALLEY - 2-YEAR TERM,,Write-In,REP,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY MAYOR - 2-YEAR TERM,,"CROFT, DARRYL",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY MAYOR - 2-YEAR TERM,,"MCCAULLAY, ROBERT W",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY MAYOR - 2-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 4-YEAR TERM,,"CUKA, SUSAN",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 4-YEAR TERM,,"LANE, ANNIE",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 4-YEAR TERM,,"MILLER, JACK",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 4-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 2-YEAR TERM,,"BEST, MIKE",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 2-YEAR TERM,,"HARRIS, ALEX",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 2-YEAR TERM,,"MENDOZA, COREY",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 2-YEAR TERM,,"TURNER, LON",,0,0,0,0
Yavapai,201 - EAGLE,CHINO VALLEY COUNCIL MEMBER - 2-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CLARKDALE MAYOR,,"VON GAUSIG, DOUG",,0,0,0,0
Yavapai,201 - EAGLE,CLARKDALE MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CLARKDALE COUNCIL MEMBER,,"BUCKLEY, SCOTT",,0,0,0,0
Yavapai,201 - EAGLE,CLARKDALE COUNCIL MEMBER,,"DEHNERT, RICHARD",,0,0,0,0
Yavapai,201 - EAGLE,CLARKDALE COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE MAYOR,,"BOILY, DAVID",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE MAYOR,,"GERMAN, CHARLIE",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,"GERMAN, CAROL",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,"GEORGE, BRUCE",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,"JENKINS, DEE",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,"BUCHANAN, BUCK",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,"MURDOCK, JESSIE",,0,0,0,0
Yavapai,201 - EAGLE,CAMP VERDE COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD MAYOR,,"ELINSKI, TIM",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD MAYOR,,"GRIGAITIS, HOLLY",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD MAYOR,,"PRATT, TERENCE",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,"ALTHOUSE, DEB",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,"HENRY, TOSCA",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,"HILBERGER, ALBERT C",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,"JAUREGUI, RUBEN",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,"NAIRN, JACKIE",,0,0,0,0
Yavapai,201 - EAGLE,COTTONWOOD COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT MAYOR,,"NOLAN, TERRY",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT MAYOR,,"TREADWAY, DOUG",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"CROFUTT, LORI",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"HUGHES, JOHN",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"LEONARD, KEVIN",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"REPAN, DENNIS",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"ROGERS, DENISE",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"TIMMONS, AMY",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"WENDT, VICTORIA J",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,"WRIGHT, NANCY",,0,0,0,0
Yavapai,201 - EAGLE,DEWEY-HUMBOLDT COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,JEROME COUNCIL MEMBER,,"BACHRACH, HUNTER",,0,0,0,0
Yavapai,201 - EAGLE,JEROME COUNCIL MEMBER,,"BARBER, CHRISTINA ""ALEX""",,0,0,0,0
Yavapai,201 - EAGLE,JEROME COUNCIL MEMBER,,"CURRIER, LEW",,0,0,0,0
Yavapai,201 - EAGLE,JEROME COUNCIL MEMBER,,"VANDER HORST, FRANK",,0,0,0,0
Yavapai,201 - EAGLE,JEROME COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,PEORIA COUNCIL MEMBER - MESQUITE DIST.,,"BINSBACHER, BRIDGET",,0,0,0,0
Yavapai,201 - EAGLE,PEORIA COUNCIL MEMBER - MESQUITE DIST.,,"TOMA, BEN",,0,0,0,0
Yavapai,201 - EAGLE,PEORIA COUNCIL MEMBER - MESQUITE DIST.,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"ANDERSON, RICK",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"ARPS, CRAIG",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"BRADFORD, CHARLOTTE",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"CILANO, JOEY",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"GROSSMAN, MARTY",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"MALLORY, MARY",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"MONTES, SERGIO",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"NYE, LORA LEE",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,"TROVINI, KEVIN",,0,0,0,0
Yavapai,201 - EAGLE,PRESCOTT VALLEY COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,SEDONA MAYOR,,"MORIARTY, SANDRA J ""SANDY""",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 4-YEAR TERM,,"CURRIVAN, JOHN",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 4-YEAR TERM,,"MARTINEZ, JOHN",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 4-YEAR TERM,,"VERNIER, JOE",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 4-YEAR TERM,,"WILLIAMSON, JESSICA",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 4-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 2-YEAR TERM,,"LAMKIN, TOM",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 2-YEAR TERM,,"MAYER, GERHARD",,0,0,0,0
Yavapai,201 - EAGLE,SEDONA COUNCIL MEMBER - 2-YEAR TERM,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG MAYOR,,"COOK, JOHN H",,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG MAYOR,,"SICKLES, EVERETT A",,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG MAYOR,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG COUNCIL MEMBER,,"BLUNT, KELLY",,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG COUNCIL MEMBER,,"CRISSMAN, SAM",,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG COUNCIL MEMBER,,"KARDINAL, ROYCE",,0,0,0,0
Yavapai,201 - EAGLE,WICKENBURG COUNCIL MEMBER,,Write-In,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 436,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 436,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 434,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 434,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 437,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 437,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 439,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 439,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 494,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 494,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 495,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 495,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 496,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 496,,NO,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 435,,YES,,0,0,0,0
Yavapai,201 - EAGLE,PROPOSITION 435,,NO,,0,0,0,0
Yavapai,201 - EAGLE,QUESTION 1,,YES,,0,0,0,0
Yavapai,201 - EAGLE,QUESTION 1,,NO,,0,0,0,0
Yavapai,201 - EAGLE,QUESTION 2,,YES,,0,0,0,0
Yavapai,201 - EAGLE,QUESTION 2,,NO,,0,0,0,0
Yavapai,202 - COURT,U.S. SENATOR,,"KIRKPATRICK, ANN",DEM,30,586,1,617
Yavapai,202 - COURT,U.S. SENATOR,,Write-In,DEM,0,8,0,8
Yavapai,202 - COURT,U.S. SENATOR,,Write-In,GRN,1,3,0,4
Yavapai,202 - COURT,U.S. SENATOR,,Write-In,LBT,1,5,0,6
Yavapai,202 - COURT,U.S. SENATOR,,"MCCAIN, JOHN",REP,74,730,3,807
Yavapai,202 - COURT,U.S. SENATOR,,"MELUSKEY, ALEX",REP,9,81,0,90
Yavapai,202 - COURT,U.S. SENATOR,,"VAN STEENWYK, CLAIR",REP,5,47,1,53
Yavapai,202 - COURT,U.S. SENATOR,,"WARD, KELLI",REP,104,580,1,685
Yavapai,202 - COURT,U.S. SENATOR,,Write-In,REP,0,3,0,3
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"O'HALLERAN, TOM",DEM,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"OLIVAS, MIGUEL",DEM,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,Write-In,DEM,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,Write-In,,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"BABEU, PAUL",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"BENNETT, KEN",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"GOWAN, DAVID",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"KIEHNE, GARY",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"REDD, SHAWN",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,"ROGERS, WENDY",REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 1,,Write-In,REP,0,0,0,0
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,"WEISSER, MIKEL",DEM,28,531,1,560
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,Write-In,DEM,0,4,0,4
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,Write-In,,1,8,0,9
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,"GOSAR, PAUL",REP,134,985,2,1121
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,"STRAUSS, RAY",REP,49,388,3,440
Yavapai,202 - COURT,U.S. REP IN CONGRESS - DIST. 4,,Write-In,REP,0,5,0,5
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,Write-In,DEM,1,14,0,15
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,Write-In,GRN,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,Write-In,LBT,1,1,0,2
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,"FANN, KAREN",REP,152,1173,4,1329
Yavapai,202 - COURT,STATE SENATOR - DIST. 1,,Write-In,REP,0,12,0,12
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,"BAGLEY, NIKKI CHECK",DEM,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,Write-In,DEM,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,Write-In,GRN,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,Write-In,LBT,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,"ALLEN, SYLVIA TENNEY",REP,0,0,0,0
Yavapai,202 - COURT,STATE SENATOR - DIST. 6,,Write-In,REP,0,0,0,0
Yavapai,202 - COURT,STATE REP - DIST. 1,,"PIERSON, PETER",DEM,28,553,1,582
