precinct_name,choice_name,party_id,candidate_id,contest_type,contest,contest_order_id,choice_order,contest_name,vote_total,precinct_id,precinct_order,votes_allowed,processed_done,processed_started,contest_total,write_in,undervote,overvote
CON DIST 1,Election Day Paper Turnout,,,-2,0,-100,1,Registration & Turnout,72,1,1,0,0,0,514,0,0,0
CON DIST 1,Early Voting Paper Turnout,,,-2,0,-100,2,Registration & Turnout,41,1,1,0,0,0,514,0,0,0
CON DIST 1,Early Voting Edge Turnout,,,-2,0,-100,3,Registration & Turnout,0,1,1,0,0,0,514,0,0,0
CON DIST 1,Election Day Edge Turnout,,,-2,0,-100,4,Registration & Turnout,0,1,1,0,0,0,514,0,0,0
CON DIST 1,Election Day Paper Turnout,,,-1,-90,-89,1,Nonpartisan Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Early Voting Paper Turnout,,,-1,-90,-89,2,Nonpartisan Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Early Voting Edge Turnout,,,-1,-90,-89,3,Nonpartisan Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Election Day Edge Turnout,,,-1,-90,-89,4,Nonpartisan Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Election Day Paper Turnout,,,-1,-89,-88,1,REP Registration & Turnout,7,1,1,0,0,0,63,0,0,0
CON DIST 1,Early Voting Paper Turnout,,,-1,-89,-88,2,REP Registration & Turnout,5,1,1,0,0,0,63,0,0,0
CON DIST 1,Early Voting Edge Turnout,,,-1,-89,-88,3,REP Registration & Turnout,0,1,1,0,0,0,63,0,0,0
CON DIST 1,Election Day Edge Turnout,,,-1,-89,-88,4,REP Registration & Turnout,0,1,1,0,0,0,63,0,0,0
CON DIST 1,Election Day Paper Turnout,,,-1,-88,-87,1,DEM Registration & Turnout,65,1,1,0,0,0,451,0,0,0
CON DIST 1,Early Voting Paper Turnout,,,-1,-88,-87,2,DEM Registration & Turnout,36,1,1,0,0,0,451,0,0,0
CON DIST 1,Early Voting Edge Turnout,,,-1,-88,-87,3,DEM Registration & Turnout,0,1,1,0,0,0,451,0,0,0
CON DIST 1,Election Day Edge Turnout,,,-1,-88,-87,4,DEM Registration & Turnout,0,1,1,0,0,0,451,0,0,0
CON DIST 1,Election Day Paper Turnout,,,-1,-87,-86,1,GRN Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Early Voting Paper Turnout,,,-1,-87,-86,2,GRN Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Early Voting Edge Turnout,,,-1,-87,-86,3,GRN Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,Election Day Edge Turnout,,,-1,-87,-86,4,GRN Registration & Turnout,0,1,1,0,0,0,0,0,0,0
CON DIST 1,"SANTORUM, RICK",1,1,0,4,4,1,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"COOK, TIM",1,1,0,4,4,2,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"PAUL, RAND",1,1,0,4,4,3,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"RUBIO, MARCO",1,1,0,4,4,4,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"GRAHAM, LINDSEY",1,1,0,4,4,5,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"KASICH, JOHN R.",1,1,0,4,4,6,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"BUSH, JEB",1,1,0,4,4,7,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"TRUMP, DONALD J.",1,1,0,4,4,8,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,4,1,1,1,1,1,12,0,0,0
CON DIST 1,"FIORINA, CARLY",1,1,0,4,4,9,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"PATAKI, GEORGE E.",1,1,0,4,4,10,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"CRUZ, TED",1,1,0,4,4,11,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,8,1,1,1,1,1,12,0,0,0
CON DIST 1,"HUCKABEE, MIKE",1,1,0,4,4,12,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"CHRISTIE, CHRIS",1,1,0,4,4,13,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"CARSON, BEN",1,1,0,4,4,14,REP - REPUBLICAN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"DE LA FUENTE, ROQUE ''ROCKY''",2,2,0,5,5,1,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"STEINBERG, MICHAEL",2,2,0,5,5,2,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"SANDERS, BERNIE",2,2,0,5,5,3,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,41,1,1,1,1,1,101,0,0,0
CON DIST 1,"O'MALLEY, MARTIN J.",2,2,0,5,5,4,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,1,1,1,1,1,1,101,0,0,0
CON DIST 1,"CLINTON, HILLARY",2,2,0,5,5,5,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,59,1,1,1,1,1,101,0,0,0
CON DIST 1,"HEWES, HENRY",2,2,0,5,5,6,DEM - DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
CON DIST 1,"MESPLAY, KENT",3,3,0,6,6,1,GRN - GREEN PARTY PRESIDENTIAL PREFERENCE,0,1,1,1,1,1,0,0,0,0
