county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional
Mohave,201-Wikieup,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,242,0,0,0
Mohave,202-White Hills,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,272,0,0,0
Mohave,203-Yucca,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,617,0,0,0
Mohave,204-Chloride,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,584,0,0,0
Mohave,205-North Canyon,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,2405,0,0,0
Mohave,206-Oatman,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,142,0,0,0
Mohave,207-Desert Hills,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,1907,0,0,0
Mohave,208-Meadview,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,928,0,0,0
Mohave,209-Dolan Springs,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,1102,0,0,0
Mohave,210-Golden Valley,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,6147,0,0,0
Mohave,211-Bullhead City,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,21009,0,0,0
Mohave,212-Mohave Valley,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,12647,0,0,0
Mohave,213-Hackberry,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,1659,0,0,0
Mohave,214-Truxton,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,136,0,0,0
Mohave,215-Kingman Central C,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,5061,0,0,0
Mohave,216-Kingman North,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,6563,0,0,0
Mohave,217-Kingman South,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,7450,0,0,0
Mohave,218-Kingman East,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,9368,0,0,0
Mohave,219-Lake Havasu North A/C,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,9310,0,0,0
Mohave,220-Lake Havasu South,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,25073,0,0,0
Mohave,221-Littlefield,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,1736,0,0,0
Mohave,222-Golden Shores,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,1226,0,0,0
Mohave,223-Moccasin A,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,155,0,0,0
Mohave,224-Peach Springs,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,607,0,0,0
Mohave,201-Wikieup,BALLOTS CAST,,BALLOTS CAST - TOTAL,,148,90,58,0
Mohave,202-White Hills,BALLOTS CAST,,BALLOTS CAST - TOTAL,,147,91,55,1
Mohave,203-Yucca,BALLOTS CAST,,BALLOTS CAST - TOTAL,,413,291,117,5
Mohave,204-Chloride,BALLOTS CAST,,BALLOTS CAST - TOTAL,,359,266,93,0
Mohave,205-North Canyon,BALLOTS CAST,,BALLOTS CAST - TOTAL,,876,401,385,90
Mohave,206-Oatman,BALLOTS CAST,,BALLOTS CAST - TOTAL,,73,40,33,0
Mohave,207-Desert Hills,BALLOTS CAST,,BALLOTS CAST - TOTAL,,1293,914,364,15
Mohave,208-Meadview,BALLOTS CAST,,BALLOTS CAST - TOTAL,,636,450,182,4
Mohave,209-Dolan Springs,BALLOTS CAST,,BALLOTS CAST - TOTAL,,631,387,241,3
Mohave,210-Golden Valley,BALLOTS CAST,,BALLOTS CAST - TOTAL,,3769,2546,1197,26
Mohave,211-Bullhead City,BALLOTS CAST,,BALLOTS CAST - TOTAL,,12184,8878,3190,116
Mohave,212-Mohave Valley,BALLOTS CAST,,BALLOTS CAST - TOTAL,,7565,4980,2437,148
Mohave,213-Hackberry,BALLOTS CAST,,BALLOTS CAST - TOTAL,,1288,826,454,8
Mohave,214-Truxton,BALLOTS CAST,,BALLOTS CAST - TOTAL,,95,75,17,3
Mohave,215-Kingman Central C,BALLOTS CAST,,BALLOTS CAST - TOTAL,,3084,1999,1004,81
Mohave,216-Kingman North,BALLOTS CAST,,BALLOTS CAST - TOTAL,,3759,2500,1184,75
Mohave,217-Kingman South,BALLOTS CAST,,BALLOTS CAST - TOTAL,,5330,3587,1667,76
Mohave,218-Kingman East,BALLOTS CAST,,BALLOTS CAST - TOTAL,,5690,3872,1724,94
Mohave,219-Lake Havasu North A/C,BALLOTS CAST,,BALLOTS CAST - TOTAL,,6441,4803,1579,59
Mohave,220-Lake Havasu South,BALLOTS CAST,,BALLOTS CAST - TOTAL,,16885,12148,4579,158
Mohave,221-Littlefield,BALLOTS CAST,,BALLOTS CAST - TOTAL,,850,443,396,11
Mohave,222-Golden Shores,BALLOTS CAST,,BALLOTS CAST - TOTAL,,769,452,268,49
Mohave,223-Moccasin A,BALLOTS CAST,,BALLOTS CAST - TOTAL,,70,25,30,15
Mohave,224-Peach Springs,BALLOTS CAST,,BALLOTS CAST - TOTAL,,190,67,121,2
Mohave,201-Wikieup,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,202-White Hills,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,203-Yucca,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,204-Chloride,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,205-North Canyon,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,206-Oatman,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,207-Desert Hills,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,208-Meadview,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,209-Dolan Springs,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,210-Golden Valley,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,211-Bullhead City,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,3,1,2,0
Mohave,212-Mohave Valley,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,213-Hackberry,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,214-Truxton,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,215-Kingman Central C,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,216-Kingman North,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,217-Kingman South,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,1,1,0,0
Mohave,218-Kingman East,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,219-Lake Havasu North A/C,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,220-Lake Havasu South,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,2,1,1,0
Mohave,221-Littlefield,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,1,0,1,0
Mohave,222-Golden Shores,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,223-Moccasin A,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,224-Peach Springs,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Mohave,201-Wikieup,U.S. Senate,,"MCSALLY, MARTHA",REP,124,75,49,0
Mohave,202-White Hills,U.S. Senate,,"MCSALLY, MARTHA",REP,102,67,35,0
Mohave,203-Yucca,U.S. Senate,,"MCSALLY, MARTHA",REP,304,204,96,4
Mohave,204-Chloride,U.S. Senate,,"MCSALLY, MARTHA",REP,255,180,75,0
Mohave,205-North Canyon,U.S. Senate,,"MCSALLY, MARTHA",REP,760,330,347,83
Mohave,206-Oatman,U.S. Senate,,"MCSALLY, MARTHA",REP,53,27,26,0
Mohave,207-Desert Hills,U.S. Senate,,"MCSALLY, MARTHA",REP,925,635,277,13
Mohave,208-Meadview,U.S. Senate,,"MCSALLY, MARTHA",REP,448,305,139,4
Mohave,209-Dolan Springs,U.S. Senate,,"MCSALLY, MARTHA",REP,408,234,172,2
Mohave,210-Golden Valley,U.S. Senate,,"MCSALLY, MARTHA",REP,2646,1741,886,19
Mohave,211-Bullhead City,U.S. Senate,,"MCSALLY, MARTHA",REP,7880,5658,2150,72
Mohave,212-Mohave Valley,U.S. Senate,,"MCSALLY, MARTHA",REP,5102,3279,1727,96
Mohave,213-Hackberry,U.S. Senate,,"MCSALLY, MARTHA",REP,932,585,340,7
Mohave,214-Truxton,U.S. Senate,,"MCSALLY, MARTHA",REP,78,61,14,3
Mohave,215-Kingman Central C,U.S. Senate,,"MCSALLY, MARTHA",REP,1948,1228,670,50
Mohave,216-Kingman North,U.S. Senate,,"MCSALLY, MARTHA",REP,2510,1601,856,53
Mohave,217-Kingman South,U.S. Senate,,"MCSALLY, MARTHA",REP,3664,2417,1195,52
Mohave,218-Kingman East,U.S. Senate,,"MCSALLY, MARTHA",REP,3927,2598,1259,70
Mohave,219-Lake Havasu North A/C,U.S. Senate,,"MCSALLY, MARTHA",REP,4740,3473,1221,46
Mohave,220-Lake Havasu South,U.S. Senate,,"MCSALLY, MARTHA",REP,12247,8716,3411,120
Mohave,221-Littlefield,U.S. Senate,,"MCSALLY, MARTHA",REP,551,278,266,7
Mohave,222-Golden Shores,U.S. Senate,,"MCSALLY, MARTHA",REP,528,308,182,38
Mohave,223-Moccasin A,U.S. Senate,,"MCSALLY, MARTHA",REP,43,19,18,6
Mohave,224-Peach Springs,U.S. Senate,,"MCSALLY, MARTHA",REP,34,11,23,0
Mohave,201-Wikieup,U.S. Senate,,"SINEMA, KYRSTEN",DEM,20,13,7,0
Mohave,202-White Hills,U.S. Senate,,"SINEMA, KYRSTEN",DEM,39,23,15,1
Mohave,203-Yucca,U.S. Senate,,"SINEMA, KYRSTEN",DEM,92,76,16,0
Mohave,204-Chloride,U.S. Senate,,"SINEMA, KYRSTEN",DEM,81,65,16,0
Mohave,205-North Canyon,U.S. Senate,,"SINEMA, KYRSTEN",DEM,44,23,16,5
Mohave,206-Oatman,U.S. Senate,,"SINEMA, KYRSTEN",DEM,17,11,6,0
Mohave,207-Desert Hills,U.S. Senate,,"SINEMA, KYRSTEN",DEM,328,248,78,2
Mohave,208-Meadview,U.S. Senate,,"SINEMA, KYRSTEN",DEM,162,127,35,0
Mohave,209-Dolan Springs,U.S. Senate,,"SINEMA, KYRSTEN",DEM,194,139,54,1
Mohave,210-Golden Valley,U.S. Senate,,"SINEMA, KYRSTEN",DEM,942,666,270,6
Mohave,211-Bullhead City,U.S. Senate,,"SINEMA, KYRSTEN",DEM,3753,2795,921,37
Mohave,212-Mohave Valley,U.S. Senate,,"SINEMA, KYRSTEN",DEM,2120,1460,619,41
Mohave,213-Hackberry,U.S. Senate,,"SINEMA, KYRSTEN",DEM,313,213,99,1
Mohave,214-Truxton,U.S. Senate,,"SINEMA, KYRSTEN",DEM,14,11,3,0
Mohave,215-Kingman Central C,U.S. Senate,,"SINEMA, KYRSTEN",DEM,951,645,281,25
Mohave,216-Kingman North,U.S. Senate,,"SINEMA, KYRSTEN",DEM,1046,758,269,19
Mohave,217-Kingman South,U.S. Senate,,"SINEMA, KYRSTEN",DEM,1442,1007,414,21
Mohave,218-Kingman East,U.S. Senate,,"SINEMA, KYRSTEN",DEM,1462,1051,395,16
Mohave,219-Lake Havasu North A/C,U.S. Senate,,"SINEMA, KYRSTEN",DEM,1481,1171,299,11
Mohave,220-Lake Havasu South,U.S. Senate,,"SINEMA, KYRSTEN",DEM,4069,3005,1034,30
Mohave,221-Littlefield,U.S. Senate,,"SINEMA, KYRSTEN",DEM,270,149,117,4
Mohave,222-Golden Shores,U.S. Senate,,"SINEMA, KYRSTEN",DEM,207,124,74,9
Mohave,223-Moccasin A,U.S. Senate,,"SINEMA, KYRSTEN",DEM,24,5,12,7
Mohave,224-Peach Springs,U.S. Senate,,"SINEMA, KYRSTEN",DEM,143,50,92,1
Mohave,201-Wikieup,U.S. Senate,,"GREEN, ANGELA",GRN,2,0,2,0
Mohave,202-White Hills,U.S. Senate,,"GREEN, ANGELA",GRN,5,1,4,0
Mohave,203-Yucca,U.S. Senate,,"GREEN, ANGELA",GRN,7,6,0,1
Mohave,204-Chloride,U.S. Senate,,"GREEN, ANGELA",GRN,20,19,1,0
Mohave,205-North Canyon,U.S. Senate,,"GREEN, ANGELA",GRN,22,5,15,2
Mohave,206-Oatman,U.S. Senate,,"GREEN, ANGELA",GRN,1,1,0,0
Mohave,207-Desert Hills,U.S. Senate,,"GREEN, ANGELA",GRN,26,21,5,0
Mohave,208-Meadview,U.S. Senate,,"GREEN, ANGELA",GRN,17,14,3,0
Mohave,209-Dolan Springs,U.S. Senate,,"GREEN, ANGELA",GRN,20,10,10,0
Mohave,210-Golden Valley,U.S. Senate,,"GREEN, ANGELA",GRN,126,98,28,0
Mohave,211-Bullhead City,U.S. Senate,,"GREEN, ANGELA",GRN,366,281,80,5
Mohave,212-Mohave Valley,U.S. Senate,,"GREEN, ANGELA",GRN,225,160,58,7
Mohave,213-Hackberry,U.S. Senate,,"GREEN, ANGELA",GRN,31,22,9,0
Mohave,214-Truxton,U.S. Senate,,"GREEN, ANGELA",GRN,3,3,0,0
Mohave,215-Kingman Central C,U.S. Senate,,"GREEN, ANGELA",GRN,129,87,38,4
Mohave,216-Kingman North,U.S. Senate,,"GREEN, ANGELA",GRN,150,107,40,3
Mohave,217-Kingman South,U.S. Senate,,"GREEN, ANGELA",GRN,143,104,38,1
Mohave,218-Kingman East,U.S. Senate,,"GREEN, ANGELA",GRN,212,157,49,6
Mohave,219-Lake Havasu North A/C,U.S. Senate,,"GREEN, ANGELA",GRN,126,98,27,1
Mohave,220-Lake Havasu South,U.S. Senate,,"GREEN, ANGELA",GRN,344,260,76,8
Mohave,221-Littlefield,U.S. Senate,,"GREEN, ANGELA",GRN,16,9,7,0
Mohave,222-Golden Shores,U.S. Senate,,"GREEN, ANGELA",GRN,22,15,5,2
Mohave,223-Moccasin A,U.S. Senate,,"GREEN, ANGELA",GRN,3,1,0,2
Mohave,224-Peach Springs,U.S. Senate,,"GREEN, ANGELA",GRN,11,5,5,1
Mohave,201-Wikieup,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,202-White Hills,U.S. Senate,,WRITE-IN,NON,1,0,1,0
Mohave,203-Yucca,U.S. Senate,,WRITE-IN,NON,4,2,2,0
Mohave,204-Chloride,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,205-North Canyon,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,206-Oatman,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,207-Desert Hills,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Mohave,208-Meadview,U.S. Senate,,WRITE-IN,NON,3,0,3,0
Mohave,209-Dolan Springs,U.S. Senate,,WRITE-IN,NON,1,0,1,0
Mohave,210-Golden Valley,U.S. Senate,,WRITE-IN,NON,12,9,3,0
Mohave,211-Bullhead City,U.S. Senate,,WRITE-IN,NON,17,15,2,0
Mohave,212-Mohave Valley,U.S. Senate,,WRITE-IN,NON,12,10,2,0
Mohave,213-Hackberry,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Mohave,214-Truxton,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,215-Kingman Central C,U.S. Senate,,WRITE-IN,NON,11,9,2,0
Mohave,216-Kingman North,U.S. Senate,,WRITE-IN,NON,15,11,4,0
Mohave,217-Kingman South,U.S. Senate,,WRITE-IN,NON,15,12,2,1
Mohave,218-Kingman East,U.S. Senate,,WRITE-IN,NON,19,17,2,0
Mohave,219-Lake Havasu North A/C,U.S. Senate,,WRITE-IN,NON,15,8,7,0
Mohave,220-Lake Havasu South,U.S. Senate,,WRITE-IN,NON,29,21,8,0
Mohave,221-Littlefield,U.S. Senate,,WRITE-IN,NON,1,1,0,0
Mohave,222-Golden Shores,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,223-Moccasin A,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,224-Peach Springs,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Mohave,201-Wikieup,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,202-White Hills,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,203-Yucca,U.S. Senate,,OVER VOTES,,1,0,1,0
Mohave,204-Chloride,U.S. Senate,,OVER VOTES,,1,1,0,0
Mohave,205-North Canyon,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,206-Oatman,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,207-Desert Hills,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,208-Meadview,U.S. Senate,,OVER VOTES,,1,1,0,0
Mohave,209-Dolan Springs,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,210-Golden Valley,U.S. Senate,,OVER VOTES,,3,2,0,1
Mohave,211-Bullhead City,U.S. Senate,,OVER VOTES,,4,0,4,0
Mohave,212-Mohave Valley,U.S. Senate,,OVER VOTES,,3,1,1,1
Mohave,213-Hackberry,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,214-Truxton,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,215-Kingman Central C,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,216-Kingman North,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,217-Kingman South,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,218-Kingman East,U.S. Senate,,OVER VOTES,,1,0,1,0
Mohave,219-Lake Havasu North A/C,U.S. Senate,,OVER VOTES,,3,2,1,0
Mohave,220-Lake Havasu South,U.S. Senate,,OVER VOTES,,4,0,4,0
Mohave,221-Littlefield,U.S. Senate,,OVER VOTES,,2,2,0,0
Mohave,222-Golden Shores,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,223-Moccasin A,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,224-Peach Springs,U.S. Senate,,OVER VOTES,,0,0,0,0
Mohave,201-Wikieup,U.S. Senate,,UNDER VOTES,,2,2,0,0
Mohave,202-White Hills,U.S. Senate,,UNDER VOTES,,0,0,0,0
Mohave,203-Yucca,U.S. Senate,,UNDER VOTES,,5,3,2,0
Mohave,204-Chloride,U.S. Senate,,UNDER VOTES,,2,1,1,0
Mohave,205-North Canyon,U.S. Senate,,UNDER VOTES,,50,43,7,0
Mohave,206-Oatman,U.S. Senate,,UNDER VOTES,,2,1,1,0
Mohave,207-Desert Hills,U.S. Senate,,UNDER VOTES,,12,9,3,0
Mohave,208-Meadview,U.S. Senate,,UNDER VOTES,,5,3,2,0
Mohave,209-Dolan Springs,U.S. Senate,,UNDER VOTES,,8,4,4,0
Mohave,210-Golden Valley,U.S. Senate,,UNDER VOTES,,40,30,10,0
Mohave,211-Bullhead City,U.S. Senate,,UNDER VOTES,,164,129,33,2
Mohave,212-Mohave Valley,U.S. Senate,,UNDER VOTES,,103,70,30,3
Mohave,213-Hackberry,U.S. Senate,,UNDER VOTES,,10,5,5,0
Mohave,214-Truxton,U.S. Senate,,UNDER VOTES,,0,0,0,0
Mohave,215-Kingman Central C,U.S. Senate,,UNDER VOTES,,45,30,13,2
Mohave,216-Kingman North,U.S. Senate,,UNDER VOTES,,38,23,15,0
Mohave,217-Kingman South,U.S. Senate,,UNDER VOTES,,66,47,18,1
Mohave,218-Kingman East,U.S. Senate,,UNDER VOTES,,69,49,18,2
Mohave,219-Lake Havasu North A/C,U.S. Senate,,UNDER VOTES,,76,51,24,1
