county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional
La Paz,052 Poston,Governor,,UNDER VOTES,,2,0,1,1
La Paz,054 Upriver,Governor,,UNDER VOTES,,10,7,3,0
La Paz,055 Bouse,Governor,,UNDER VOTES,,3,0,3,0
La Paz,056 Wenden,Governor,,UNDER VOTES,,1,0,1,0
La Paz,057 Salome,Governor,,UNDER VOTES,,2,2,0,0
La Paz,058 Quartzsite Two,Governor,,UNDER VOTES,,8,1,5,2
La Paz,059 Cibola,Governor,,UNDER VOTES,,1,0,1,0
La Paz,060 Ehrenberg,Governor,,UNDER VOTES,,3,1,1,1
La Paz,062 Vicksburg,Governor,,UNDER VOTES,,1,1,0,0
La Paz,064 Quartzsite Three,Governor,,UNDER VOTES,,2,2,0,0
La Paz,051 Parker,State Senate,5,"BORRELLI, SONNY",REP,790,400,318,72
La Paz,052 Poston,State Senate,5,"BORRELLI, SONNY",REP,53,21,28,4
La Paz,054 Upriver,State Senate,5,"BORRELLI, SONNY",REP,847,518,235,94
La Paz,055 Bouse,State Senate,5,"BORRELLI, SONNY",REP,261,156,82,23
La Paz,056 Wenden,State Senate,5,"BORRELLI, SONNY",REP,73,34,29,10
La Paz,057 Salome,State Senate,5,"BORRELLI, SONNY",REP,456,272,128,56
La Paz,058 Quartzsite Two,State Senate,5,"BORRELLI, SONNY",REP,501,304,145,52
La Paz,059 Cibola,State Senate,5,"BORRELLI, SONNY",REP,47,23,18,6
La Paz,060 Ehrenberg,State Senate,5,"BORRELLI, SONNY",REP,166,88,59,19
La Paz,062 Vicksburg,State Senate,5,"BORRELLI, SONNY",REP,125,98,12,15
La Paz,064 Quartzsite Three,State Senate,5,"BORRELLI, SONNY",REP,228,164,40,24
La Paz,051 Parker,State Senate,5,"MORGAINE, J'AIME",DEM,597,231,303,63
La Paz,052 Poston,State Senate,5,"MORGAINE, J'AIME",DEM,102,30,63,9
La Paz,054 Upriver,State Senate,5,"MORGAINE, J'AIME",DEM,217,139,63,15
La Paz,055 Bouse,State Senate,5,"MORGAINE, J'AIME",DEM,63,39,18,6
La Paz,056 Wenden,State Senate,5,"MORGAINE, J'AIME",DEM,22,16,4,2
La Paz,057 Salome,State Senate,5,"MORGAINE, J'AIME",DEM,133,77,36,20
La Paz,058 Quartzsite Two,State Senate,5,"MORGAINE, J'AIME",DEM,174,96,51,27
La Paz,059 Cibola,State Senate,5,"MORGAINE, J'AIME",DEM,11,6,5,0
La Paz,060 Ehrenberg,State Senate,5,"MORGAINE, J'AIME",DEM,44,24,13,7
La Paz,062 Vicksburg,State Senate,5,"MORGAINE, J'AIME",DEM,30,27,2,1
La Paz,064 Quartzsite Three,State Senate,5,"MORGAINE, J'AIME",DEM,71,52,13,6
La Paz,051 Parker,State Senate,5,WRITE-IN,NON,2,0,2,0
La Paz,052 Poston,State Senate,5,WRITE-IN,NON,1,0,0,1
La Paz,054 Upriver,State Senate,5,WRITE-IN,NON,1,1,0,0
La Paz,055 Bouse,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,056 Wenden,State Senate,5,WRITE-IN,NON,1,1,0,0
La Paz,057 Salome,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,058 Quartzsite Two,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,059 Cibola,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,060 Ehrenberg,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,062 Vicksburg,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,064 Quartzsite Three,State Senate,5,WRITE-IN,NON,0,0,0,0
La Paz,051 Parker,State Senate,5,OVER VOTES,,2,1,0,1
La Paz,052 Poston,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,054 Upriver,State Senate,5,OVER VOTES,,1,1,0,0
La Paz,055 Bouse,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,056 Wenden,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,057 Salome,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,058 Quartzsite Two,State Senate,5,OVER VOTES,,1,1,0,0
La Paz,059 Cibola,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,060 Ehrenberg,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,062 Vicksburg,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,064 Quartzsite Three,State Senate,5,OVER VOTES,,0,0,0,0
La Paz,051 Parker,State Senate,5,UNDER VOTES,,40,12,25,3
La Paz,052 Poston,State Senate,5,UNDER VOTES,,2,1,0,1
La Paz,054 Upriver,State Senate,5,UNDER VOTES,,26,14,10,2
La Paz,055 Bouse,State Senate,5,UNDER VOTES,,5,1,4,0
La Paz,056 Wenden,State Senate,5,UNDER VOTES,,4,2,1,1
La Paz,057 Salome,State Senate,5,UNDER VOTES,,19,9,5,5
La Paz,058 Quartzsite Two,State Senate,5,UNDER VOTES,,28,11,11,6
La Paz,059 Cibola,State Senate,5,UNDER VOTES,,2,1,1,0
La Paz,060 Ehrenberg,State Senate,5,UNDER VOTES,,6,2,4,0
La Paz,062 Vicksburg,State Senate,5,UNDER VOTES,,2,2,0,0
La Paz,064 Quartzsite Three,State Senate,5,UNDER VOTES,,10,7,1,2
La Paz,051 Parker,State Representative,5,"BIASIUCCI, LEO",REP,656,326,269,61
La Paz,052 Poston,State Representative,5,"BIASIUCCI, LEO",REP,41,15,22,4
La Paz,054 Upriver,State Representative,5,"BIASIUCCI, LEO",REP,696,423,196,77
La Paz,055 Bouse,State Representative,5,"BIASIUCCI, LEO",REP,175,103,55,17
La Paz,056 Wenden,State Representative,5,"BIASIUCCI, LEO",REP,54,24,23,7
La Paz,057 Salome,State Representative,5,"BIASIUCCI, LEO",REP,286,160,88,38
La Paz,058 Quartzsite Two,State Representative,5,"BIASIUCCI, LEO",REP,403,242,117,44
La Paz,059 Cibola,State Representative,5,"BIASIUCCI, LEO",REP,29,12,15,2
La Paz,060 Ehrenberg,State Representative,5,"BIASIUCCI, LEO",REP,136,70,49,17
La Paz,062 Vicksburg,State Representative,5,"BIASIUCCI, LEO",REP,86,67,8,11
La Paz,064 Quartzsite Three,State Representative,5,"BIASIUCCI, LEO",REP,140,99,26,15
La Paz,051 Parker,State Representative,5,"COBB, REGINA",REP,650,334,260,56
La Paz,052 Poston,State Representative,5,"COBB, REGINA",REP,67,18,42,7
La Paz,054 Upriver,State Representative,5,"COBB, REGINA",REP,603,377,168,58
La Paz,055 Bouse,State Representative,5,"COBB, REGINA",REP,235,140,79,16
La Paz,056 Wenden,State Representative,5,"COBB, REGINA",REP,56,26,22,8
La Paz,057 Salome,State Representative,5,"COBB, REGINA",REP,411,246,111,54
La Paz,058 Quartzsite Two,State Representative,5,"COBB, REGINA",REP,362,214,105,43
La Paz,059 Cibola,State Representative,5,"COBB, REGINA",REP,42,18,18,6
La Paz,060 Ehrenberg,State Representative,5,"COBB, REGINA",REP,124,61,48,15
La Paz,062 Vicksburg,State Representative,5,"COBB, REGINA",REP,116,90,12,14
La Paz,064 Quartzsite Three,State Representative,5,"COBB, REGINA",REP,211,146,41,24
La Paz,051 Parker,State Representative,5,"MCCORD ROBINSON, MARY",DEM,612,235,311,66
La Paz,052 Poston,State Representative,5,"MCCORD ROBINSON, MARY",DEM,102,28,65,9
La Paz,054 Upriver,State Representative,5,"MCCORD ROBINSON, MARY",DEM,223,138,67,18
La Paz,055 Bouse,State Representative,5,"MCCORD ROBINSON, MARY",DEM,64,40,18,6
La Paz,056 Wenden,State Representative,5,"MCCORD ROBINSON, MARY",DEM,23,16,5,2
La Paz,057 Salome,State Representative,5,"MCCORD ROBINSON, MARY",DEM,133,77,33,23
La Paz,058 Quartzsite Two,State Representative,5,"MCCORD ROBINSON, MARY",DEM,172,102,54,16
La Paz,059 Cibola,State Representative,5,"MCCORD ROBINSON, MARY",DEM,10,7,3,0
La Paz,060 Ehrenberg,State Representative,5,"MCCORD ROBINSON, MARY",DEM,46,24,15,7
La Paz,062 Vicksburg,State Representative,5,"MCCORD ROBINSON, MARY",DEM,28,25,3,0
La Paz,064 Quartzsite Three,State Representative,5,"MCCORD ROBINSON, MARY",DEM,74,55,12,7
La Paz,051 Parker,State Representative,5,WRITE-IN,NON,9,2,6,1
La Paz,052 Poston,State Representative,5,WRITE-IN,NON,1,0,1,0
La Paz,054 Upriver,State Representative,5,WRITE-IN,NON,3,1,2,0
La Paz,055 Bouse,State Representative,5,WRITE-IN,NON,2,1,1,0
La Paz,056 Wenden,State Representative,5,WRITE-IN,NON,2,2,0,0
La Paz,057 Salome,State Representative,5,WRITE-IN,NON,2,2,0,0
La Paz,058 Quartzsite Two,State Representative,5,WRITE-IN,NON,1,1,0,0
La Paz,059 Cibola,State Representative,5,WRITE-IN,NON,0,0,0,0
La Paz,060 Ehrenberg,State Representative,5,WRITE-IN,NON,0,0,0,0
