county,precinct,office,district,candidate,party,votes,election_day,early_voting,provisional
Graham,Artesia #20,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,711,0,0,0
Graham,Quatro Cerros #21,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,91,0,0,0
Graham,Gila River #22,REGISTERED VOTERS,,REGISTERED VOTERS - TOTAL,,40,0,0,0
Graham,Solomon #1,BALLOTS CAST,,BALLOTS CAST - TOTAL,,609,166,442,1
Graham,Safford #2,BALLOTS CAST,,BALLOTS CAST - TOTAL,,807,238,553,16
Graham,Safford #3,BALLOTS CAST,,BALLOTS CAST - TOTAL,,386,104,275,7
Graham,Layton #4,BALLOTS CAST,,BALLOTS CAST - TOTAL,,338,75,258,5
Graham,Layton #5,BALLOTS CAST,,BALLOTS CAST - TOTAL,,851,205,637,9
Graham,Thatcher #6,BALLOTS CAST,,BALLOTS CAST - TOTAL,,511,159,346,6
Graham,Thatcher #7,BALLOTS CAST,,BALLOTS CAST - TOTAL,,1084,293,774,17
Graham,Central #8,BALLOTS CAST,,BALLOTS CAST - TOTAL,,361,116,243,2
Graham,Pima #9,BALLOTS CAST,,BALLOTS CAST - TOTAL,,1404,464,933,7
Graham,Ft Thomas #10,BALLOTS CAST,,BALLOTS CAST - TOTAL,,191,69,122,0
Graham,Bylas #11,BALLOTS CAST,,BALLOTS CAST - TOTAL,,595,513,76,6
Graham,Klondyke #12,BALLOTS CAST,,BALLOTS CAST - TOTAL,,45,5,40,0
Graham,Bonita #13,BALLOTS CAST,,BALLOTS CAST - TOTAL,,115,37,76,2
Graham,Thunderbird #14,BALLOTS CAST,,BALLOTS CAST - TOTAL,,198,58,138,2
Graham,Safford #15,BALLOTS CAST,,BALLOTS CAST - TOTAL,,952,198,741,13
Graham,Peridot #16,BALLOTS CAST,,BALLOTS CAST - TOTAL,,265,197,68,0
Graham,Cactus #17,BALLOTS CAST,,BALLOTS CAST - TOTAL,,140,28,111,1
Graham,Jackson #18,BALLOTS CAST,,BALLOTS CAST - TOTAL,,752,225,518,9
Graham,Desert Hills #19,BALLOTS CAST,,BALLOTS CAST - TOTAL,,663,178,480,5
Graham,Artesia #20,BALLOTS CAST,,BALLOTS CAST - TOTAL,,438,131,303,4
Graham,Quatro Cerros #21,BALLOTS CAST,,BALLOTS CAST - TOTAL,,60,5,54,1
Graham,Gila River #22,BALLOTS CAST,,BALLOTS CAST - TOTAL,,21,5,16,0
Graham,Solomon #1,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Safford #2,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Safford #3,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Layton #4,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Layton #5,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Thatcher #6,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Thatcher #7,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Central #8,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Pima #9,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Ft Thomas #10,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Bylas #11,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Klondyke #12,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Bonita #13,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Thunderbird #14,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Safford #15,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Peridot #16,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Cactus #17,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Jackson #18,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Desert Hills #19,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Artesia #20,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Quatro Cerros #21,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Gila River #22,BALLOTS CAST - BLANK,,BALLOTS CAST - BLANK,,0,0,0,0
Graham,Solomon #1,U.S. Senate,,"MCSALLY, MARTHA",REP,351,105,246,0
Graham,Safford #2,U.S. Senate,,"MCSALLY, MARTHA",REP,457,145,303,9
Graham,Safford #3,U.S. Senate,,"MCSALLY, MARTHA",REP,256,68,183,5
Graham,Layton #4,U.S. Senate,,"MCSALLY, MARTHA",REP,181,42,137,2
Graham,Layton #5,U.S. Senate,,"MCSALLY, MARTHA",REP,515,131,378,6
Graham,Thatcher #6,U.S. Senate,,"MCSALLY, MARTHA",REP,412,133,275,4
Graham,Thatcher #7,U.S. Senate,,"MCSALLY, MARTHA",REP,783,224,544,15
Graham,Central #8,U.S. Senate,,"MCSALLY, MARTHA",REP,298,102,194,2
Graham,Pima #9,U.S. Senate,,"MCSALLY, MARTHA",REP,1061,364,693,4
Graham,Ft Thomas #10,U.S. Senate,,"MCSALLY, MARTHA",REP,150,58,92,0
Graham,Bylas #11,U.S. Senate,,"MCSALLY, MARTHA",REP,57,46,10,1
Graham,Klondyke #12,U.S. Senate,,"MCSALLY, MARTHA",REP,28,4,24,0
Graham,Bonita #13,U.S. Senate,,"MCSALLY, MARTHA",REP,103,34,69,0
Graham,Thunderbird #14,U.S. Senate,,"MCSALLY, MARTHA",REP,147,38,108,1
Graham,Safford #15,U.S. Senate,,"MCSALLY, MARTHA",REP,505,115,381,9
Graham,Peridot #16,U.S. Senate,,"MCSALLY, MARTHA",REP,32,22,10,0
Graham,Cactus #17,U.S. Senate,,"MCSALLY, MARTHA",REP,100,23,77,0
Graham,Jackson #18,U.S. Senate,,"MCSALLY, MARTHA",REP,557,174,374,9
Graham,Desert Hills #19,U.S. Senate,,"MCSALLY, MARTHA",REP,489,152,332,5
Graham,Artesia #20,U.S. Senate,,"MCSALLY, MARTHA",REP,332,101,230,1
Graham,Quatro Cerros #21,U.S. Senate,,"MCSALLY, MARTHA",REP,45,4,40,1
Graham,Gila River #22,U.S. Senate,,"MCSALLY, MARTHA",REP,11,5,6,0
Graham,Solomon #1,U.S. Senate,,"SINEMA, KYRSTEN",DEM,227,57,169,1
Graham,Safford #2,U.S. Senate,,"SINEMA, KYRSTEN",DEM,301,81,216,4
Graham,Safford #3,U.S. Senate,,"SINEMA, KYRSTEN",DEM,115,29,84,2
Graham,Layton #4,U.S. Senate,,"SINEMA, KYRSTEN",DEM,140,31,107,2
Graham,Layton #5,U.S. Senate,,"SINEMA, KYRSTEN",DEM,290,65,222,3
Graham,Thatcher #6,U.S. Senate,,"SINEMA, KYRSTEN",DEM,86,25,60,1
Graham,Thatcher #7,U.S. Senate,,"SINEMA, KYRSTEN",DEM,245,55,189,1
Graham,Central #8,U.S. Senate,,"SINEMA, KYRSTEN",DEM,41,8,33,0
Graham,Pima #9,U.S. Senate,,"SINEMA, KYRSTEN",DEM,268,91,176,1
Graham,Ft Thomas #10,U.S. Senate,,"SINEMA, KYRSTEN",DEM,28,8,20,0
Graham,Bylas #11,U.S. Senate,,"SINEMA, KYRSTEN",DEM,509,445,59,5
Graham,Klondyke #12,U.S. Senate,,"SINEMA, KYRSTEN",DEM,14,1,13,0
Graham,Bonita #13,U.S. Senate,,"SINEMA, KYRSTEN",DEM,11,3,6,2
Graham,Thunderbird #14,U.S. Senate,,"SINEMA, KYRSTEN",DEM,43,17,25,1
Graham,Safford #15,U.S. Senate,,"SINEMA, KYRSTEN",DEM,386,74,309,3
Graham,Peridot #16,U.S. Senate,,"SINEMA, KYRSTEN",DEM,211,160,51,0
Graham,Cactus #17,U.S. Senate,,"SINEMA, KYRSTEN",DEM,36,5,30,1
Graham,Jackson #18,U.S. Senate,,"SINEMA, KYRSTEN",DEM,168,47,121,0
Graham,Desert Hills #19,U.S. Senate,,"SINEMA, KYRSTEN",DEM,142,21,121,0
Graham,Artesia #20,U.S. Senate,,"SINEMA, KYRSTEN",DEM,88,23,63,2
Graham,Quatro Cerros #21,U.S. Senate,,"SINEMA, KYRSTEN",DEM,12,1,11,0
Graham,Gila River #22,U.S. Senate,,"SINEMA, KYRSTEN",DEM,7,0,7,0
Graham,Solomon #1,U.S. Senate,,"GREEN, ANGELA",GRN,25,4,21,0
Graham,Safford #2,U.S. Senate,,"GREEN, ANGELA",GRN,37,9,25,3
Graham,Safford #3,U.S. Senate,,"GREEN, ANGELA",GRN,8,3,5,0
Graham,Layton #4,U.S. Senate,,"GREEN, ANGELA",GRN,15,2,13,0
Graham,Layton #5,U.S. Senate,,"GREEN, ANGELA",GRN,25,4,21,0
Graham,Thatcher #6,U.S. Senate,,"GREEN, ANGELA",GRN,3,1,2,0
Graham,Thatcher #7,U.S. Senate,,"GREEN, ANGELA",GRN,44,10,33,1
Graham,Central #8,U.S. Senate,,"GREEN, ANGELA",GRN,8,2,6,0
Graham,Pima #9,U.S. Senate,,"GREEN, ANGELA",GRN,54,8,45,1
Graham,Ft Thomas #10,U.S. Senate,,"GREEN, ANGELA",GRN,7,1,6,0
Graham,Bylas #11,U.S. Senate,,"GREEN, ANGELA",GRN,17,11,6,0
Graham,Klondyke #12,U.S. Senate,,"GREEN, ANGELA",GRN,3,0,3,0
Graham,Bonita #13,U.S. Senate,,"GREEN, ANGELA",GRN,1,0,1,0
Graham,Thunderbird #14,U.S. Senate,,"GREEN, ANGELA",GRN,6,2,4,0
Graham,Safford #15,U.S. Senate,,"GREEN, ANGELA",GRN,35,5,30,0
Graham,Peridot #16,U.S. Senate,,"GREEN, ANGELA",GRN,13,9,4,0
Graham,Cactus #17,U.S. Senate,,"GREEN, ANGELA",GRN,4,0,4,0
Graham,Jackson #18,U.S. Senate,,"GREEN, ANGELA",GRN,12,1,11,0
Graham,Desert Hills #19,U.S. Senate,,"GREEN, ANGELA",GRN,26,5,21,0
Graham,Artesia #20,U.S. Senate,,"GREEN, ANGELA",GRN,15,5,9,1
Graham,Quatro Cerros #21,U.S. Senate,,"GREEN, ANGELA",GRN,2,0,2,0
Graham,Gila River #22,U.S. Senate,,"GREEN, ANGELA",GRN,3,0,3,0
Graham,Solomon #1,U.S. Senate,,WRITE-IN,NON,1,0,1,0
Graham,Safford #2,U.S. Senate,,WRITE-IN,NON,3,1,2,0
Graham,Safford #3,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Graham,Layton #4,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Layton #5,U.S. Senate,,WRITE-IN,NON,1,1,0,0
Graham,Thatcher #6,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Thatcher #7,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Central #8,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Pima #9,U.S. Senate,,WRITE-IN,NON,3,0,2,1
Graham,Ft Thomas #10,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Bylas #11,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Klondyke #12,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Bonita #13,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Thunderbird #14,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Safford #15,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Graham,Peridot #16,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Graham,Cactus #17,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Jackson #18,U.S. Senate,,WRITE-IN,NON,2,0,2,0
Graham,Desert Hills #19,U.S. Senate,,WRITE-IN,NON,4,0,4,0
Graham,Artesia #20,U.S. Senate,,WRITE-IN,NON,2,1,1,0
Graham,Quatro Cerros #21,U.S. Senate,,WRITE-IN,NON,1,0,1,0
Graham,Gila River #22,U.S. Senate,,WRITE-IN,NON,0,0,0,0
Graham,Solomon #1,U.S. Senate,,OVER VOTES,,2,0,2,0
Graham,Safford #2,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Safford #3,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Layton #4,U.S. Senate,,OVER VOTES,,1,0,1,0
Graham,Layton #5,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Thatcher #6,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Thatcher #7,U.S. Senate,,OVER VOTES,,1,0,1,0
Graham,Central #8,U.S. Senate,,OVER VOTES,,1,0,1,0
Graham,Pima #9,U.S. Senate,,OVER VOTES,,2,0,2,0
Graham,Ft Thomas #10,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Bylas #11,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Klondyke #12,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Bonita #13,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Thunderbird #14,U.S. Senate,,OVER VOTES,,1,1,0,0
Graham,Safford #15,U.S. Senate,,OVER VOTES,,1,0,1,0
Graham,Peridot #16,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Cactus #17,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Jackson #18,U.S. Senate,,OVER VOTES,,1,0,1,0
Graham,Desert Hills #19,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Artesia #20,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Quatro Cerros #21,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Gila River #22,U.S. Senate,,OVER VOTES,,0,0,0,0
Graham,Solomon #1,U.S. Senate,,UNDER VOTES,,3,0,3,0
Graham,Safford #2,U.S. Senate,,UNDER VOTES,,9,2,7,0
Graham,Safford #3,U.S. Senate,,UNDER VOTES,,5,3,2,0
Graham,Layton #4,U.S. Senate,,UNDER VOTES,,1,0,0,1
Graham,Layton #5,U.S. Senate,,UNDER VOTES,,20,4,16,0
Graham,Thatcher #6,U.S. Senate,,UNDER VOTES,,10,0,9,1
Graham,Thatcher #7,U.S. Senate,,UNDER VOTES,,11,4,7,0
Graham,Central #8,U.S. Senate,,UNDER VOTES,,13,4,9,0
Graham,Pima #9,U.S. Senate,,UNDER VOTES,,16,1,15,0
Graham,Ft Thomas #10,U.S. Senate,,UNDER VOTES,,6,2,4,0
Graham,Bylas #11,U.S. Senate,,UNDER VOTES,,12,11,1,0
Graham,Klondyke #12,U.S. Senate,,UNDER VOTES,,0,0,0,0
Graham,Bonita #13,U.S. Senate,,UNDER VOTES,,0,0,0,0
Graham,Thunderbird #14,U.S. Senate,,UNDER VOTES,,1,0,1,0
Graham,Safford #15,U.S. Senate,,UNDER VOTES,,23,3,19,1
Graham,Peridot #16,U.S. Senate,,UNDER VOTES,,7,5,2,0
Graham,Cactus #17,U.S. Senate,,UNDER VOTES,,0,0,0,0
Graham,Jackson #18,U.S. Senate,,UNDER VOTES,,12,3,9,0
Graham,Desert Hills #19,U.S. Senate,,UNDER VOTES,,2,0,2,0
Graham,Artesia #20,U.S. Senate,,UNDER VOTES,,1,1,0,0
Graham,Quatro Cerros #21,U.S. Senate,,UNDER VOTES,,0,0,0,0
Graham,Gila River #22,U.S. Senate,,UNDER VOTES,,0,0,0,0
Graham,Solomon #1,U.S. House,1,"ROGERS, WENDY",REP,347,111,236,0
Graham,Safford #2,U.S. House,1,"ROGERS, WENDY",REP,456,140,307,9
Graham,Safford #3,U.S. House,1,"ROGERS, WENDY",REP,253,69,179,5
Graham,Layton #4,U.S. House,1,"ROGERS, WENDY",REP,177,41,134,2
Graham,Layton #5,U.S. House,1,"ROGERS, WENDY",REP,542,137,400,5
Graham,Thatcher #6,U.S. House,1,"ROGERS, WENDY",REP,405,128,272,5
Graham,Thatcher #7,U.S. House,1,"ROGERS, WENDY",REP,766,227,524,15
Graham,Central #8,U.S. House,1,"ROGERS, WENDY",REP,300,101,198,1
Graham,Pima #9,U.S. House,1,"ROGERS, WENDY",REP,1076,351,722,3
Graham,Ft Thomas #10,U.S. House,1,"ROGERS, WENDY",REP,148,54,94,0
Graham,Bylas #11,U.S. House,1,"ROGERS, WENDY",REP,68,60,6,2
Graham,Klondyke #12,U.S. House,1,"ROGERS, WENDY",REP,23,4,19,0
Graham,Bonita #13,U.S. House,1,"ROGERS, WENDY",REP,101,33,68,0
Graham,Thunderbird #14,U.S. House,1,"ROGERS, WENDY",REP,141,39,101,1
Graham,Safford #15,U.S. House,1,"ROGERS, WENDY",REP,522,119,395,8
Graham,Peridot #16,U.S. House,1,"ROGERS, WENDY",REP,40,31,9,0
Graham,Cactus #17,U.S. House,1,"ROGERS, WENDY",REP,96,21,75,0
Graham,Jackson #18,U.S. House,1,"ROGERS, WENDY",REP,552,177,366,9
Graham,Desert Hills #19,U.S. House,1,"ROGERS, WENDY",REP,489,147,338,4
Graham,Artesia #20,U.S. House,1,"ROGERS, WENDY",REP,328,100,226,2
Graham,Quatro Cerros #21,U.S. House,1,"ROGERS, WENDY",REP,47,4,42,1
Graham,Gila River #22,U.S. House,1,"ROGERS, WENDY",REP,9,4,5,0
Graham,Solomon #1,U.S. House,1,"O'HALLERAN, TOM",DEM,241,52,188,1
Graham,Safford #2,U.S. House,1,"O'HALLERAN, TOM",DEM,335,94,234,7
Graham,Safford #3,U.S. House,1,"O'HALLERAN, TOM",DEM,122,30,90,2
Graham,Layton #4,U.S. House,1,"O'HALLERAN, TOM",DEM,160,34,124,2
Graham,Layton #5,U.S. House,1,"O'HALLERAN, TOM",DEM,292,63,225,4
Graham,Thatcher #6,U.S. House,1,"O'HALLERAN, TOM",DEM,98,31,66,1
Graham,Thatcher #7,U.S. House,1,"O'HALLERAN, TOM",DEM,291,61,228,2
Graham,Central #8,U.S. House,1,"O'HALLERAN, TOM",DEM,52,12,39,1
Graham,Pima #9,U.S. House,1,"O'HALLERAN, TOM",DEM,305,104,198,3
Graham,Ft Thomas #10,U.S. House,1,"O'HALLERAN, TOM",DEM,37,12,25,0
Graham,Bylas #11,U.S. House,1,"O'HALLERAN, TOM",DEM,511,437,70,4
Graham,Klondyke #12,U.S. House,1,"O'HALLERAN, TOM",DEM,21,1,20,0
Graham,Bonita #13,U.S. House,1,"O'HALLERAN, TOM",DEM,13,4,7,2
Graham,Thunderbird #14,U.S. House,1,"O'HALLERAN, TOM",DEM,54,19,34,1
Graham,Safford #15,U.S. House,1,"O'HALLERAN, TOM",DEM,395,73,318,4
Graham,Peridot #16,U.S. House,1,"O'HALLERAN, TOM",DEM,214,160,54,0
Graham,Cactus #17,U.S. House,1,"O'HALLERAN, TOM",DEM,43,7,35,1
Graham,Jackson #18,U.S. House,1,"O'HALLERAN, TOM",DEM,188,45,143,0
Graham,Desert Hills #19,U.S. House,1,"O'HALLERAN, TOM",DEM,158,28,129,1
Graham,Artesia #20,U.S. House,1,"O'HALLERAN, TOM",DEM,103,28,73,2
Graham,Quatro Cerros #21,U.S. House,1,"O'HALLERAN, TOM",DEM,13,1,12,0
Graham,Gila River #22,U.S. House,1,"O'HALLERAN, TOM",DEM,12,1,11,0
Graham,Solomon #1,U.S. House,1,WRITE-IN,NON,3,1,2,0
Graham,Safford #2,U.S. House,1,WRITE-IN,NON,1,0,1,0
Graham,Safford #3,U.S. House,1,WRITE-IN,NON,1,1,0,0
Graham,Layton #4,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Layton #5,U.S. House,1,WRITE-IN,NON,2,1,1,0
Graham,Thatcher #6,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Thatcher #7,U.S. House,1,WRITE-IN,NON,2,0,2,0
Graham,Central #8,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Pima #9,U.S. House,1,WRITE-IN,NON,4,2,1,1
Graham,Ft Thomas #10,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Bylas #11,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Klondyke #12,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Bonita #13,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Thunderbird #14,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Safford #15,U.S. House,1,WRITE-IN,NON,3,2,1,0
Graham,Peridot #16,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Cactus #17,U.S. House,1,WRITE-IN,NON,1,0,1,0
Graham,Jackson #18,U.S. House,1,WRITE-IN,NON,1,0,1,0
Graham,Desert Hills #19,U.S. House,1,WRITE-IN,NON,2,1,1,0
Graham,Artesia #20,U.S. House,1,WRITE-IN,NON,1,1,0,0
Graham,Quatro Cerros #21,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Gila River #22,U.S. House,1,WRITE-IN,NON,0,0,0,0
Graham,Solomon #1,U.S. House,1,OVER VOTES,,1,0,1,0
Graham,Safford #2,U.S. House,1,OVER VOTES,,1,0,1,0
Graham,Safford #3,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Layton #4,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Layton #5,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Thatcher #6,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Thatcher #7,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Central #8,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Pima #9,U.S. House,1,OVER VOTES,,1,0,1,0
Graham,Ft Thomas #10,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Bylas #11,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Klondyke #12,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Bonita #13,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Thunderbird #14,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Safford #15,U.S. House,1,OVER VOTES,,1,1,0,0
Graham,Peridot #16,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Cactus #17,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Jackson #18,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Desert Hills #19,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Artesia #20,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Quatro Cerros #21,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Gila River #22,U.S. House,1,OVER VOTES,,0,0,0,0
Graham,Solomon #1,U.S. House,1,UNDER VOTES,,17,2,15,0
Graham,Safford #2,U.S. House,1,UNDER VOTES,,14,4,10,0
Graham,Safford #3,U.S. House,1,UNDER VOTES,,10,4,6,0
Graham,Layton #4,U.S. House,1,UNDER VOTES,,1,0,0,1
Graham,Layton #5,U.S. House,1,UNDER VOTES,,15,4,11,0
Graham,Thatcher #6,U.S. House,1,UNDER VOTES,,8,0,8,0
Graham,Thatcher #7,U.S. House,1,UNDER VOTES,,25,5,20,0
Graham,Central #8,U.S. House,1,UNDER VOTES,,9,3,6,0
Graham,Pima #9,U.S. House,1,UNDER VOTES,,18,7,11,0
Graham,Ft Thomas #10,U.S. House,1,UNDER VOTES,,6,3,3,0
Graham,Bylas #11,U.S. House,1,UNDER VOTES,,16,16,0,0
Graham,Klondyke #12,U.S. House,1,UNDER VOTES,,1,0,1,0
Graham,Bonita #13,U.S. House,1,UNDER VOTES,,1,0,1,0
Graham,Thunderbird #14,U.S. House,1,UNDER VOTES,,3,0,3,0
Graham,Safford #15,U.S. House,1,UNDER VOTES,,31,3,27,1
Graham,Peridot #16,U.S. House,1,UNDER VOTES,,11,6,5,0
Graham,Cactus #17,U.S. House,1,UNDER VOTES,,0,0,0,0
Graham,Jackson #18,U.S. House,1,UNDER VOTES,,11,3,8,0
Graham,Desert Hills #19,U.S. House,1,UNDER VOTES,,14,2,12,0
Graham,Artesia #20,U.S. House,1,UNDER VOTES,,6,2,4,0
Graham,Quatro Cerros #21,U.S. House,1,UNDER VOTES,,0,0,0,0
Graham,Gila River #22,U.S. House,1,UNDER VOTES,,0,0,0,0
Graham,Solomon #1,Governor,,"DUCEY, DOUG",REP,417,114,302,1
Graham,Safford #2,Governor,,"DUCEY, DOUG",REP,542,164,367,11
Graham,Safford #3,Governor,,"DUCEY, DOUG",REP,297,78,213,6
Graham,Layton #4,Governor,,"DUCEY, DOUG",REP,208,45,161,2
Graham,Layton #5,Governor,,"DUCEY, DOUG",REP,594,144,444,6
Graham,Thatcher #6,Governor,,"DUCEY, DOUG",REP,423,131,288,4
Graham,Thatcher #7,Governor,,"DUCEY, DOUG",REP,852,240,597,15
Graham,Central #8,Governor,,"DUCEY, DOUG",REP,332,109,221,2
Graham,Pima #9,Governor,,"DUCEY, DOUG",REP,1182,382,796,4
Graham,Ft Thomas #10,Governor,,"DUCEY, DOUG",REP,166,60,106,0
Graham,Bylas #11,Governor,,"DUCEY, DOUG",REP,120,102,15,3
Graham,Klondyke #12,Governor,,"DUCEY, DOUG",REP,31,4,27,0
Graham,Bonita #13,Governor,,"DUCEY, DOUG",REP,106,35,71,0
Graham,Thunderbird #14,Governor,,"DUCEY, DOUG",REP,164,47,116,1
Graham,Safford #15,Governor,,"DUCEY, DOUG",REP,614,133,472,9
Graham,Peridot #16,Governor,,"DUCEY, DOUG",REP,57,45,12,0
Graham,Cactus #17,Governor,,"DUCEY, DOUG",REP,106,24,82,0
Graham,Jackson #18,Governor,,"DUCEY, DOUG",REP,601,176,416,9
