county,precinct,office,district,candidate,party,early_voting,election_day,provisional,votes
Coconino,Flagstaff 1,Attorney General,,Write-ins,,2,0,0,2
Coconino,Flagstaff 1,State Treasurer,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,State Treasurer,,Times Blank Voted,,38,7,0,45
Coconino,Flagstaff 1,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,State Treasurer,,"MANOIL, MARK",DEM,741,105,25,871
Coconino,Flagstaff 1,State Treasurer,,"YEE, KIMBERLY",REP,193,54,7,254
Coconino,Flagstaff 1,State Treasurer,,Write-ins,,1,0,0,1
Coconino,Flagstaff 1,Superintendent of Public Instruction,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,Superintendent of Public Instruction,,Times Blank Voted,,34,10,0,44
Coconino,Flagstaff 1,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,779,112,25,916
Coconino,Flagstaff 1,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,160,44,7,211
Coconino,Flagstaff 1,Superintendent of Public Instruction,,Write-ins,,0,0,0,0
Coconino,Flagstaff 1,State Mine Inspector,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,State Mine Inspector,,Times Blank Voted,,47,13,1,61
Coconino,Flagstaff 1,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,State Mine Inspector,,"PIERCE, WILLIAM",DEM,749,105,23,877
Coconino,Flagstaff 1,State Mine Inspector,,"HART, JOE",REP,177,48,8,233
Coconino,Flagstaff 1,State Mine Inspector,,Write-ins,,0,0,0,0
Coconino,Flagstaff 1,Corporation Commissioner,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,Corporation Commissioner,,Times Blank Voted,,55,11,2,68
Coconino,Flagstaff 1,Corporation Commissioner,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 1,Corporation Commissioner,,Number of Under Votes,,65,25,7,97
Coconino,Flagstaff 1,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,734,102,25,861
Coconino,Flagstaff 1,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,735,103,23,861
Coconino,Flagstaff 1,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,155,40,3,198
Coconino,Flagstaff 1,Corporation Commissioner,,"OLSON, JUSTIN",REP,145,40,2,187
Coconino,Flagstaff 1,Corporation Commissioner,,Write-ins,,0,0,0,0
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,184,44,2,230
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,783,121,29,933
Coconino,Flagstaff 1,CLERK OF THE SUPERIOR COURT,,Write-in 20,,6,1,1,8
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,Times Blank Voted,,188,48,4,240
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,"WOMBLE, DARRIN",DEM,777,118,28,923
Coconino,Flagstaff 1,CONSTABLE - FLAGSTAFF,,Write-in 20,,8,0,0,8
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Blank Voted,,195,52,3,250
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,"GRODMAN, HOWARD",DEM,768,113,29,910
Coconino,Flagstaff 1,JUSTICE OF THE PEACE - FLAGSTAFF,,Write-in 20,,10,1,0,11
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,314,52,7,373
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,394,64,11,469
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,265,50,14,329
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,321,56,7,384
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,408,59,9,476
Coconino,Flagstaff 1,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,244,51,16,311
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,309,58,8,375
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,664,108,23,795
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,0,0,1,1
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,270,49,9,328
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,697,117,23,837
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,6,0,0,6
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,317,53,9,379
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,651,112,23,786
Coconino,Flagstaff 1,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,5,1,0,6
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Blank Voted,,333,53,10,396
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Number of Under Votes,,96,32,8,136
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"DUNNO, ANNE",,428,66,15,509
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"HADEN, CAROL",,509,78,12,599
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"TREE, PHILAN",,241,48,9,298
Coconino,Flagstaff 1,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Write-in 50,,6,2,0,8
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,,178,36,6,220
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",,734,109,26,869
Coconino,Flagstaff 1,MAYOR - CITY OF FLAGSTAFF,,Write-in 20,,61,21,0,82
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Blank Voted,,129,22,6,157
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Over Voted,,3,0,1,4
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Number of Under Votes,,266,69,15,350
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"ASLAN, AUSTIN",,541,78,10,629
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"DEASY, PAUL",,512,75,12,599
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"LAVIN, DENNIS",,125,29,1,155
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"MARTINEZ, ALEX",,231,41,10,282
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SALAS, REGINA",,301,64,14,379
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SHIMONI, ADAM",,534,75,13,622
Coconino,Flagstaff 1,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Write-in 90,,13,1,0,14
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,65,18,2,85
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,YES,,567,89,20,676
Coconino,Flagstaff 1,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,NO,,341,59,10,410
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Blank Voted,,37,12,2,51
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,YES,,346,81,18,445
Coconino,Flagstaff 1,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,NO,,590,73,12,675
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Blank Voted,,18,7,0,25
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,700,100,26,826
Coconino,Flagstaff 1,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,253,59,6,318
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,40,11,0,51
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,185,59,17,261
Coconino,Flagstaff 1,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,746,96,15,857
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,46,13,0,59
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,336,86,17,439
Coconino,Flagstaff 1,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,591,67,15,673
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,105,20,2,127
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,485,82,17,584
Coconino,Flagstaff 1,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,382,64,13,459
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,53,15,1,69
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,615,79,20,714
Coconino,Flagstaff 1,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,305,72,11,388
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Blank Voted,,24,7,0,31
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,YES,,314,64,11,389
Coconino,Flagstaff 1,PROPOSITION 418 - SUSTAINABLE WAGES,,NO,,634,95,21,750
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Blank Voted,,34,6,1,41
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,YES,,660,100,24,784
Coconino,Flagstaff 1,PROPOSITION 419 - CONTINUATION OF SALES TAX,,NO,,279,60,7,346
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,Times Blank Voted,,40,8,1,49
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,YES,,535,82,21,638
Coconino,Flagstaff 1,PROPOSITION 420 - SALES TAX OVERPASS,,NO,,398,76,10,484
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Blank Voted,,43,12,1,56
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,YES,,558,87,19,664
Coconino,Flagstaff 1,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,NO,,372,67,12,451
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Blank Voted,,41,8,2,51
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,YES,,526,80,23,629
Coconino,Flagstaff 1,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,NO,,406,78,7,491
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,Times Blank Voted,,35,10,1,46
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,YES,,720,101,27,848
Coconino,Flagstaff 1,PROPOSITION 423 - BONDS,,NO,,218,55,4,277
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Counted,,973,166,32,1171
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Blank Voted,,35,12,2,49
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,YES,,741,104,26,871
Coconino,Flagstaff 1,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,NO,,197,50,4,251
Coconino,Flagstaff 2,U.S. Senate,,Times Counted,,825,221,29,1075
Coconino,Flagstaff 2,U.S. Senate,,Times Blank Voted,,5,2,0,7
Coconino,Flagstaff 2,U.S. Senate,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 2,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,U.S. Senate,,"SINEMA, KYRSTEN",DEM,668,170,21,859
Coconino,Flagstaff 2,U.S. Senate,,"MCSALLY, MARTHA",REP,119,42,7,168
Coconino,Flagstaff 2,U.S. Senate,,"GREEN, ANGELA",GRN,30,6,1,37
Coconino,Flagstaff 2,U.S. Senate,,Write-ins,,1,1,0,2
Coconino,Flagstaff 2,U.S. House,1,Times Counted,,825,221,29,1075
Coconino,Flagstaff 2,U.S. House,1,Times Blank Voted,,22,5,0,27
Coconino,Flagstaff 2,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,U.S. House,1,"O'HALLERAN, TOM",DEM,700,177,26,903
Coconino,Flagstaff 2,U.S. House,1,"ROGERS, WENDY",REP,102,39,3,144
Coconino,Flagstaff 2,U.S. House,1,Write-ins,,1,0,0,1
Coconino,Flagstaff 2,Governor,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,Governor,,Times Blank Voted,,4,2,1,7
Coconino,Flagstaff 2,Governor,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,Governor,,"GARCIA, DAVID",DEM,645,158,21,824
Coconino,Flagstaff 2,Governor,,"DUCEY, DOUG",REP,153,50,5,208
Coconino,Flagstaff 2,Governor,,"TORRES, ANGEL",GRN,15,10,1,26
Coconino,Flagstaff 2,Governor,,Write-ins,,2,0,0,2
Coconino,Flagstaff 2,State Senate,6,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,State Senate,6,Times Blank Voted,,18,9,0,27
Coconino,Flagstaff 2,State Senate,6,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,State Senate,6,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,State Senate,6,"CARLISLE, WADE",DEM,677,170,22,869
Coconino,Flagstaff 2,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,125,41,6,172
