county,precinct,office,district,candidate,party,early_voting,election_day,provisional,votes
Coconino,Coppermine 47,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,16,47,3,66
Coconino,Coppermine 47,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,58,185,5,248
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,77,242,9,328
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,2,31,3,36
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,25,108,2,135
Coconino,Coppermine 47,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,50,103,4,157
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,77,242,9,328
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,5,37,3,45
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,26,99,2,127
Coconino,Coppermine 47,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,46,106,4,156
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,77,242,9,328
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,6,36,3,45
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,20,79,5,104
Coconino,Coppermine 47,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,51,127,1,179
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,77,242,9,328
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,4,41,3,48
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,28,75,3,106
Coconino,Coppermine 47,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,45,126,3,174
Coconino,Coalmine 48,U.S. Senate,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,U.S. Senate,,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,U.S. Senate,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,U.S. Senate,,"SINEMA, KYRSTEN",DEM,66,83,6,155
Coconino,Coalmine 48,U.S. Senate,,"MCSALLY, MARTHA",REP,6,6,0,12
Coconino,Coalmine 48,U.S. Senate,,"GREEN, ANGELA",GRN,2,3,1,6
Coconino,Coalmine 48,U.S. Senate,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,U.S. House,1,Times Counted,,76,94,7,177
Coconino,Coalmine 48,U.S. House,1,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,U.S. House,1,"O'HALLERAN, TOM",DEM,69,79,7,155
Coconino,Coalmine 48,U.S. House,1,"ROGERS, WENDY",REP,5,13,0,18
Coconino,Coalmine 48,U.S. House,1,Write-ins,,0,0,0,0
Coconino,Coalmine 48,Governor,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,Governor,,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,Governor,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,Governor,,"GARCIA, DAVID",DEM,55,77,6,138
Coconino,Coalmine 48,Governor,,"DUCEY, DOUG",REP,16,13,1,30
Coconino,Coalmine 48,Governor,,"TORRES, ANGEL",GRN,3,2,0,5
Coconino,Coalmine 48,Governor,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,State Senate,7,Times Counted,,76,94,7,177
Coconino,Coalmine 48,State Senate,7,Times Blank Voted,,0,2,0,2
Coconino,Coalmine 48,State Senate,7,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,State Senate,7,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,69,88,6,163
Coconino,Coalmine 48,State Senate,7,"MEALER, JL",REP,7,4,1,12
Coconino,Coalmine 48,State Senate,7,Write-ins,,0,0,0,0
Coconino,Coalmine 48,State House,7,Times Counted,,76,94,7,177
Coconino,Coalmine 48,State House,7,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,State House,7,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,State House,7,Number of Under Votes,,48,65,5,118
Coconino,Coalmine 48,State House,7,"TELLER, ARLANDO",DEM,43,51,5,99
Coconino,Coalmine 48,State House,7,"TSOSIE, MYRON",DEM,52,66,4,122
Coconino,Coalmine 48,State House,7,"SHAMLEY, DOYEL",REP,5,2,0,7
Coconino,Coalmine 48,State House,7,Write-in 50,,0,0,0,0
Coconino,Coalmine 48,Secretary of State,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,Secretary of State,,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,Secretary of State,,"HOBBS, KATIE",DEM,66,85,7,158
Coconino,Coalmine 48,Secretary of State,,"GAYNOR, STEVE",REP,8,7,0,15
Coconino,Coalmine 48,Secretary of State,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,Attorney General,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,Attorney General,,Times Blank Voted,,5,2,0,7
Coconino,Coalmine 48,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,Attorney General,,"CONTRERAS, JANUARY",DEM,66,85,6,157
Coconino,Coalmine 48,Attorney General,,"BRNOVICH, MARK",REP,5,7,1,13
Coconino,Coalmine 48,Attorney General,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,State Treasurer,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,State Treasurer,,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,State Treasurer,,"MANOIL, MARK",DEM,66,84,6,156
Coconino,Coalmine 48,State Treasurer,,"YEE, KIMBERLY",REP,8,8,1,17
Coconino,Coalmine 48,State Treasurer,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,Superintendent of Public Instruction,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,Superintendent of Public Instruction,,Times Blank Voted,,2,3,0,5
Coconino,Coalmine 48,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,68,85,7,160
Coconino,Coalmine 48,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,6,6,0,12
Coconino,Coalmine 48,Superintendent of Public Instruction,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,State Mine Inspector,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,State Mine Inspector,,Times Blank Voted,,2,2,0,4
Coconino,Coalmine 48,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,State Mine Inspector,,"PIERCE, WILLIAM",DEM,68,87,7,162
Coconino,Coalmine 48,State Mine Inspector,,"HART, JOE",REP,6,5,0,11
Coconino,Coalmine 48,State Mine Inspector,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,Corporation Commissioner,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,Corporation Commissioner,,Times Blank Voted,,2,3,0,5
Coconino,Coalmine 48,Corporation Commissioner,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,Corporation Commissioner,,Number of Under Votes,,31,46,4,81
Coconino,Coalmine 48,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,65,71,5,141
Coconino,Coalmine 48,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,43,59,5,107
Coconino,Coalmine 48,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,6,5,0,11
Coconino,Coalmine 48,Corporation Commissioner,,"OLSON, JUSTIN",REP,3,1,0,4
Coconino,Coalmine 48,Corporation Commissioner,,Write-ins,,0,0,0,0
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,4,6,1,11
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,72,87,6,165
Coconino,Coalmine 48,CLERK OF THE SUPERIOR COURT,,Write-in 20,,0,1,0,1
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,Times Blank Voted,,7,13,2,22
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,"WOMBLE, DARRIN",DEM,69,80,5,154
Coconino,Coalmine 48,CONSTABLE - FLAGSTAFF,,Write-in 20,,0,1,0,1
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Blank Voted,,4,12,1,17
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,"GRODMAN, HOWARD",DEM,72,81,6,159
Coconino,Coalmine 48,JUSTICE OF THE PEACE - FLAGSTAFF,,Write-in 20,,0,1,0,1
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,8,8,0,16
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,43,55,5,103
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,25,31,2,58
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,12,11,0,23
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,37,51,3,91
Coconino,Coalmine 48,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,27,32,4,63
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,9,12,0,21
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,67,81,7,155
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,0,1,0,1
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,7,12,1,20
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,69,81,6,156
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,0,1,0,1
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,8,13,2,23
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,67,80,5,152
Coconino,Coalmine 48,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,1,1,0,2
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,Times Counted,,76,94,7,177
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,Times Blank Voted,,1,1,0,2
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,Times Over Voted,,1,1,0,2
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,Number of Under Votes,,21,33,4,58
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,"ADSON, SARAPHINA",,31,51,2,84
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,"BEGAY, MYRA",,15,29,0,44
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,"TSINGINE, JANET",,19,12,2,33
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,"TSINIGINE, LEE",,20,24,2,46
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,"WORKER, MARY",,42,35,4,81
Coconino,Coalmine 48,TUBA CITY USD #15 - BOARD MEMBER (ELECT 2),,Write-in 70,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,2,4,0,6
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,YES,,41,52,4,97
Coconino,Coalmine 48,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,NO,,33,38,3,74
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Blank Voted,,3,3,0,6
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,YES,,29,52,3,84
Coconino,Coalmine 48,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,NO,,44,39,4,87
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Blank Voted,,3,0,0,3
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,18,36,1,55
Coconino,Coalmine 48,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,55,58,6,119
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,3,8,0,11
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,42,61,6,109
Coconino,Coalmine 48,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,31,25,1,57
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,5,10,0,15
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,29,42,4,75
Coconino,Coalmine 48,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,42,42,3,87
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,6,9,0,15
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,31,42,5,78
Coconino,Coalmine 48,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,39,43,2,84
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,76,94,7,177
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,8,11,0,19
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,22,28,2,52
Coconino,Coalmine 48,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,46,55,5,106
Coconino,Doney Park 50,U.S. Senate,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,U.S. Senate,,Times Blank Voted,,15,1,1,17
Coconino,Doney Park 50,U.S. Senate,,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,U.S. Senate,,"SINEMA, KYRSTEN",DEM,498,112,5,615
Coconino,Doney Park 50,U.S. Senate,,"MCSALLY, MARTHA",REP,555,194,9,758
Coconino,Doney Park 50,U.S. Senate,,"GREEN, ANGELA",GRN,26,7,0,33
Coconino,Doney Park 50,U.S. Senate,,Write-ins,,0,0,0,0
Coconino,Doney Park 50,U.S. House,1,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,U.S. House,1,Times Blank Voted,,27,2,1,30
Coconino,Doney Park 50,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,U.S. House,1,"O'HALLERAN, TOM",DEM,535,118,5,658
Coconino,Doney Park 50,U.S. House,1,"ROGERS, WENDY",REP,532,194,9,735
Coconino,Doney Park 50,U.S. House,1,Write-ins,,0,0,0,0
Coconino,Doney Park 50,Governor,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,Governor,,Times Blank Voted,,14,0,1,15
Coconino,Doney Park 50,Governor,,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,Governor,,"GARCIA, DAVID",DEM,435,97,6,538
Coconino,Doney Park 50,Governor,,"DUCEY, DOUG",REP,620,209,8,837
Coconino,Doney Park 50,Governor,,"TORRES, ANGEL",GRN,21,8,0,29
Coconino,Doney Park 50,Governor,,Write-ins,,4,0,0,4
Coconino,Doney Park 50,State Senate,6,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,State Senate,6,Times Blank Voted,,43,5,1,49
Coconino,Doney Park 50,State Senate,6,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,State Senate,6,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,State Senate,6,"CARLISLE, WADE",DEM,498,113,5,616
Coconino,Doney Park 50,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,552,196,9,757
Coconino,Doney Park 50,State Senate,6,Write-ins,,1,0,0,1
Coconino,Doney Park 50,State House,6,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,State House,6,Times Blank Voted,,41,9,1,51
Coconino,Doney Park 50,State House,6,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,State House,6,Number of Under Votes,,191,88,5,284
Coconino,Doney Park 50,State House,6,"FRENCH, FELICIA",DEM,472,96,6,574
Coconino,Doney Park 50,State House,6,"TYLER, BOBBY",DEM,410,84,3,497
Coconino,Doney Park 50,State House,6,"BLACKMAN, WALTER",REP,509,165,8,682
Coconino,Doney Park 50,State House,6,"THORPE, BOB",REP,524,175,6,705
Coconino,Doney Park 50,State House,6,Write-ins,,0,2,0,2
Coconino,Doney Park 50,Secretary of State,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,Secretary of State,,Times Blank Voted,,39,6,1,46
Coconino,Doney Park 50,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,Secretary of State,,"HOBBS, KATIE",DEM,482,112,6,600
Coconino,Doney Park 50,Secretary of State,,"GAYNOR, STEVE",REP,573,196,8,777
Coconino,Doney Park 50,Secretary of State,,Write-ins,,0,0,0,0
Coconino,Doney Park 50,Attorney General,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,Attorney General,,Times Blank Voted,,41,6,1,48
Coconino,Doney Park 50,Attorney General,,Times Over Voted,,1,0,0,1
Coconino,Doney Park 50,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,Attorney General,,"CONTRERAS, JANUARY",DEM,481,103,5,589
Coconino,Doney Park 50,Attorney General,,"BRNOVICH, MARK",REP,571,205,9,785
Coconino,Doney Park 50,Attorney General,,Write-ins,,0,0,0,0
Coconino,Doney Park 50,State Treasurer,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,State Treasurer,,Times Blank Voted,,58,7,2,67
Coconino,Doney Park 50,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,State Treasurer,,"MANOIL, MARK",DEM,451,103,5,559
Coconino,Doney Park 50,State Treasurer,,"YEE, KIMBERLY",REP,584,204,8,796
Coconino,Doney Park 50,State Treasurer,,Write-ins,,1,0,0,1
Coconino,Doney Park 50,Superintendent of Public Instruction,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,Superintendent of Public Instruction,,Times Blank Voted,,57,7,3,67
Coconino,Doney Park 50,Superintendent of Public Instruction,,Times Over Voted,,1,0,0,1
Coconino,Doney Park 50,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,496,117,6,619
Coconino,Doney Park 50,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,538,190,6,734
Coconino,Doney Park 50,Superintendent of Public Instruction,,Write-ins,,2,0,0,2
Coconino,Doney Park 50,State Mine Inspector,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,State Mine Inspector,,Times Blank Voted,,64,13,2,79
Coconino,Doney Park 50,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Doney Park 50,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Doney Park 50,State Mine Inspector,,"PIERCE, WILLIAM",DEM,458,107,5,570
Coconino,Doney Park 50,State Mine Inspector,,"HART, JOE",REP,570,194,8,772
Coconino,Doney Park 50,State Mine Inspector,,Write-ins,,2,0,0,2
Coconino,Doney Park 50,Corporation Commissioner,,Times Counted,,1094,314,15,1423
Coconino,Doney Park 50,Corporation Commissioner,,Times Blank Voted,,62,15,2,79
Coconino,Doney Park 50,Corporation Commissioner,,Times Over Voted,,0,0,0,0
