county,precinct,office,district,candidate,party,votes,election_day,early_voting,provisional
Yavapai,222 - BUG,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,1458,1149,305,4
Yavapai,222 - BUG,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,292,215,75,2
Yavapai,222 - BUG,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,1452,1150,299,3
Yavapai,222 - BUG,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,307,220,85,2
Yavapai,222 - BUG,MAYER USD: 4-YEAR TERM,,"HUIJKMAN, ROBERT",,812,619,189,4
Yavapai,222 - BUG,MAYER USD: 4-YEAR TERM,,"HUMMELL, BROC",,1014,779,232,3
Yavapai,222 - BUG,MAYER USD: 4-YEAR TERM,,"LA RUE, KRISTIN",,1014,801,208,5
Yavapai,222 - BUG,MAYER USD: 4-YEAR TERM,,"MAY, MELISSA",,1075,834,238,3
Yavapai,222 - BUG,MAYER USD: 4-YEAR TERM,,WRITE-IN 361,,26,24,2,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,"CANTELME, JOE",,0,0,0,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,"HANCOCK, RANDY",,0,0,0,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,"MOORE, BRIAN V",,0,0,0,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,"MULLER, ALAN",,0,0,0,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,"RIFENBARK, NEIL",,0,0,0,0
Yavapai,222 - BUG,DAISY MOUNTAIN FIRE DIST.,,WRITE-IN 578,,0,0,0,0
Yavapai,222 - BUG,MAYER FIRE DIST.,,"BACA, MICHELE",,999,777,218,4
Yavapai,222 - BUG,MAYER FIRE DIST.,,"COE, PAUL",,994,764,224,6
Yavapai,222 - BUG,MAYER FIRE DIST.,,"DODGE, RUSS",,924,683,239,2
Yavapai,222 - BUG,MAYER FIRE DIST.,,"MADSEN, RYAN",,968,756,206,6
Yavapai,222 - BUG,MAYER FIRE DIST.,,WRITE-IN 579,,21,17,4,0
Yavapai,222 - BUG,PROPOSITION 125,,YES,,953,740,206,7
Yavapai,222 - BUG,PROPOSITION 125,,NO,,1170,916,249,5
Yavapai,222 - BUG,PROPOSITION 126,,YES,,1627,1290,328,9
Yavapai,222 - BUG,PROPOSITION 126,,NO,,530,397,130,3
Yavapai,222 - BUG,PROPOSITION 127,,YES,,405,309,90,6
Yavapai,222 - BUG,PROPOSITION 127,,NO,,1771,1387,378,6
Yavapai,222 - BUG,PROPOSITION 305,,YES,,750,569,175,6
Yavapai,222 - BUG,PROPOSITION 305,,NO,,1379,1098,275,6
Yavapai,222 - BUG,PROPOSITION 306,,YES,,1233,961,263,9
Yavapai,222 - BUG,PROPOSITION 306,,NO,,887,703,181,3
Yavapai,223 - SUNSET,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,851,547,298,6
Yavapai,223 - SUNSET,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,325,215,110,0
Yavapai,223 - SUNSET,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,33,24,9,0
Yavapai,223 - SUNSET,U.S. Senate,,WRITE-IN 133,,0,0,0,0
Yavapai,223 - SUNSET,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,887,574,308,5
Yavapai,223 - SUNSET,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,274,181,93,0
Yavapai,223 - SUNSET,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,27,17,10,0
Yavapai,223 - SUNSET,U.S. House,4,WRITE-IN 234,,1,0,1,0
Yavapai,223 - SUNSET,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,950,617,327,6
Yavapai,223 - SUNSET,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,223,151,72,0
Yavapai,223 - SUNSET,Governor,,"TORRES, ANGEL",GREEN PARTY,34,19,15,0
Yavapai,223 - SUNSET,Governor,,WRITE-IN 416,,3,2,1,0
Yavapai,223 - SUNSET,State Senate,1,"FANN, KAREN",REPUBLICAN PARTY,906,589,312,5
Yavapai,223 - SUNSET,State Senate,1,"CRAYCRAFT, JO",DEMOCRATIC PARTY,275,180,95,0
Yavapai,223 - SUNSET,State Senate,1,WRITE-IN 235,,1,0,1,0
Yavapai,223 - SUNSET,State House,1,"CAMPBELL, NOEL",REPUBLICAN PARTY,804,527,273,4
Yavapai,223 - SUNSET,State House,1,"STRINGER, DAVID",REPUBLICAN PARTY,794,518,271,5
Yavapai,223 - SUNSET,State House,1,"GOGEK, ED",DEMOCRATIC PARTY,230,154,76,0
Yavapai,223 - SUNSET,State House,1,"MANOLIS, JAN",DEMOCRATIC PARTY,279,186,93,0
Yavapai,223 - SUNSET,State House,1,WRITE-IN 240,,1,0,1,0
Yavapai,223 - SUNSET,Secretary of State,,"GAYNOR, STEVE",REPUBLICAN PARTY,870,560,305,5
Yavapai,223 - SUNSET,Secretary of State,,"HOBBS, KATIE",DEMOCRATIC PARTY,305,200,105,0
Yavapai,223 - SUNSET,Secretary of State,,WRITE-IN 417,,1,0,1,0
Yavapai,223 - SUNSET,Attorney General,,"BRNOVICH, MARK",REPUBLICAN PARTY,892,571,316,5
Yavapai,223 - SUNSET,Attorney General,,"CONTRERAS, JANUARY",DEMOCRATIC PARTY,284,192,92,0
Yavapai,223 - SUNSET,Attorney General,,WRITE-IN 418,,2,1,1,0
Yavapai,223 - SUNSET,State Treasurer,,"YEE, KIMBERLY",REPUBLICAN PARTY,895,581,309,5
Yavapai,223 - SUNSET,State Treasurer,,"MANOIL, MARK",DEMOCRATIC PARTY,269,173,96,0
Yavapai,223 - SUNSET,State Treasurer,,WRITE-IN 419,,2,1,1,0
Yavapai,223 - SUNSET,Superintendent of Public Instruction,,"RIGGS, FRANK",REPUBLICAN PARTY,851,545,301,5
Yavapai,223 - SUNSET,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEMOCRATIC PARTY,312,206,106,0
Yavapai,223 - SUNSET,Superintendent of Public Instruction,,WRITE-IN 420,,0,0,0,0
Yavapai,223 - SUNSET,State Mine Inspector,,"HART, JOE",REPUBLICAN PARTY,862,564,293,5
Yavapai,223 - SUNSET,State Mine Inspector,,"PIERCE, WILLIAM BILL""""",DEMOCRATIC PARTY,296,186,110,0
Yavapai,223 - SUNSET,State Mine Inspector,,WRITE-IN 421,,0,0,0,0
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"GLASSMAN, RODNEY",REPUBLICAN PARTY,794,516,273,5
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"OLSON, JUSTIN",REPUBLICAN PARTY,753,486,262,5
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"KENNEDY, SANDRA",DEMOCRATIC PARTY,315,211,104,0
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,"SEARS, KIANA MARIA",DEMOCRATIC PARTY,280,183,97,0
Yavapai,223 - SUNSET,CORPORATION COMMISSIONER,,WRITE-IN 134,,1,1,0,0
Yavapai,223 - SUNSET,CLERK OF THE SUPERIOR COURT,,"MCQUALITY, DONNA",REPUBLICAN PARTY,951,617,329,5
Yavapai,223 - SUNSET,CLERK OF THE SUPERIOR COURT,,WRITE-IN 422,,7,5,2,0
Yavapai,223 - SUNSET,JUSTICE OF THE PEACE: MAYER,,"RUMMER, BILL",REPUBLICAN PARTY,936,612,319,5
Yavapai,223 - SUNSET,JUSTICE OF THE PEACE: MAYER,,WRITE-IN 424,,12,6,6,0
Yavapai,223 - SUNSET,CONSTABLE: MAYER,,"OEN, DONNY",REPUBLICAN PARTY,939,610,324,5
Yavapai,223 - SUNSET,CONSTABLE: MAYER,,WRITE-IN 429,,8,5,3,0
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 1,,"MACKEY, DAVID",,823,540,279,4
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 1,,WRITE-IN 144,,5,3,2,0
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 2,,"NAPPER, JOHN",,800,523,274,3
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 2,,WRITE-IN 173,,5,2,2,1
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 3,,"AINLEY, TINA",,801,520,278,3
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 3,,WRITE-IN 174,,4,1,2,1
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 5,,"HANCOCK, CELÉ",,795,518,274,3
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 5,,WRITE-IN 184,,5,2,2,1
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 6,,"YOUNG, ANNA",,806,527,276,3
Yavapai,223 - SUNSET,JUDGE OF THE SUPERIOR COURT - DIV. 6,,WRITE-IN 189,,5,2,2,1
Yavapai,223 - SUNSET,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,735,484,247,4
Yavapai,223 - SUNSET,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,186,115,71,0
Yavapai,223 - SUNSET,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,755,488,263,4
Yavapai,223 - SUNSET,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,170,109,61,0
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,"BENNETT, MADDY",,399,265,132,2
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,"GLOVER, JEANNIE",,582,354,225,3
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,"GOULDING, CHARLES CHANCE""""",,393,259,132,2
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,"NASH, CAROL",,469,320,148,1
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,"SNELLING, SHAWN",,547,339,205,3
Yavapai,223 - SUNSET,CANON ESD: 4-YEAR TERM,,WRITE-IN 582,,6,4,2,0
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,"CANTELME, JOE",,426,283,142,1
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,"HANCOCK, RANDY",,756,484,269,3
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,"MOORE, BRIAN V",,430,272,156,2
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,"MULLER, ALAN",,396,262,134,0
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,"RIFENBARK, NEIL",,182,127,55,0
Yavapai,223 - SUNSET,DAISY MOUNTAIN FIRE DIST.,,WRITE-IN 578,,5,2,3,0
Yavapai,223 - SUNSET,PROPOSITION 125,,YES,,485,318,165,2
Yavapai,223 - SUNSET,PROPOSITION 125,,NO,,664,428,232,4
Yavapai,223 - SUNSET,PROPOSITION 126,,YES,,868,579,284,5
Yavapai,223 - SUNSET,PROPOSITION 126,,NO,,305,183,121,1
Yavapai,223 - SUNSET,PROPOSITION 127,,YES,,232,156,75,1
Yavapai,223 - SUNSET,PROPOSITION 127,,NO,,944,611,328,5
Yavapai,223 - SUNSET,PROPOSITION 305,,YES,,406,248,154,4
Yavapai,223 - SUNSET,PROPOSITION 305,,NO,,730,489,239,2
Yavapai,223 - SUNSET,PROPOSITION 306,,YES,,679,440,236,3
Yavapai,223 - SUNSET,PROPOSITION 306,,NO,,456,298,157,1
Yavapai,224 - TOWERS,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,62,53,9,0
Yavapai,224 - TOWERS,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,16,15,1,0
Yavapai,224 - TOWERS,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,2,2,0,0
Yavapai,224 - TOWERS,U.S. Senate,,WRITE-IN 133,,1,1,0,0
Yavapai,224 - TOWERS,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,64,55,9,0
Yavapai,224 - TOWERS,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,15,14,1,0
Yavapai,224 - TOWERS,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,1,1,0,0
Yavapai,224 - TOWERS,U.S. House,4,WRITE-IN 234,,0,0,0,0
Yavapai,224 - TOWERS,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,67,58,9,0
Yavapai,224 - TOWERS,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,12,11,1,0
Yavapai,224 - TOWERS,Governor,,"TORRES, ANGEL",GREEN PARTY,0,0,0,0
Yavapai,224 - TOWERS,Governor,,WRITE-IN 416,,1,1,0,0
Yavapai,224 - TOWERS,State Senate,1,"FANN, KAREN",REPUBLICAN PARTY,66,58,8,0
Yavapai,224 - TOWERS,State Senate,1,"CRAYCRAFT, JO",DEMOCRATIC PARTY,13,12,1,0
Yavapai,224 - TOWERS,State Senate,1,WRITE-IN 235,,0,0,0,0
Yavapai,224 - TOWERS,State House,1,"CAMPBELL, NOEL",REPUBLICAN PARTY,60,52,8,0
Yavapai,224 - TOWERS,State House,1,"STRINGER, DAVID",REPUBLICAN PARTY,60,54,6,0
Yavapai,224 - TOWERS,State House,1,"GOGEK, ED",DEMOCRATIC PARTY,11,10,1,0
Yavapai,224 - TOWERS,State House,1,"MANOLIS, JAN",DEMOCRATIC PARTY,13,12,1,0
Yavapai,224 - TOWERS,State House,1,WRITE-IN 240,,0,0,0,0
Yavapai,224 - TOWERS,Secretary of State,,"GAYNOR, STEVE",REPUBLICAN PARTY,59,50,9,0
Yavapai,224 - TOWERS,Secretary of State,,"HOBBS, KATIE",DEMOCRATIC PARTY,18,17,1,0
Yavapai,224 - TOWERS,Secretary of State,,WRITE-IN 417,,1,1,0,0
Yavapai,224 - TOWERS,Attorney General,,"BRNOVICH, MARK",REPUBLICAN PARTY,65,56,9,0
Yavapai,224 - TOWERS,Attorney General,,"CONTRERAS, JANUARY",DEMOCRATIC PARTY,13,12,1,0
Yavapai,224 - TOWERS,Attorney General,,WRITE-IN 418,,1,1,0,0
Yavapai,224 - TOWERS,State Treasurer,,"YEE, KIMBERLY",REPUBLICAN PARTY,63,55,8,0
Yavapai,224 - TOWERS,State Treasurer,,"MANOIL, MARK",DEMOCRATIC PARTY,15,13,2,0
Yavapai,224 - TOWERS,State Treasurer,,WRITE-IN 419,,0,0,0,0
Yavapai,224 - TOWERS,Superintendent of Public Instruction,,"RIGGS, FRANK",REPUBLICAN PARTY,57,48,9,0
Yavapai,224 - TOWERS,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEMOCRATIC PARTY,20,19,1,0
Yavapai,224 - TOWERS,Superintendent of Public Instruction,,WRITE-IN 420,,1,1,0,0
Yavapai,224 - TOWERS,State Mine Inspector,,"HART, JOE",REPUBLICAN PARTY,58,50,8,0
Yavapai,224 - TOWERS,State Mine Inspector,,"PIERCE, WILLIAM BILL""""",DEMOCRATIC PARTY,18,16,2,0
Yavapai,224 - TOWERS,State Mine Inspector,,WRITE-IN 421,,1,1,0,0
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"GLASSMAN, RODNEY",REPUBLICAN PARTY,58,53,5,0
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"OLSON, JUSTIN",REPUBLICAN PARTY,53,49,4,0
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"KENNEDY, SANDRA",DEMOCRATIC PARTY,17,13,4,0
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,"SEARS, KIANA MARIA",DEMOCRATIC PARTY,14,11,3,0
Yavapai,224 - TOWERS,CORPORATION COMMISSIONER,,WRITE-IN 134,,0,0,0,0
Yavapai,224 - TOWERS,CLERK OF THE SUPERIOR COURT,,"MCQUALITY, DONNA",REPUBLICAN PARTY,58,50,8,0
Yavapai,224 - TOWERS,CLERK OF THE SUPERIOR COURT,,WRITE-IN 422,,4,4,0,0
Yavapai,224 - TOWERS,JUSTICE OF THE PEACE: MAYER,,"RUMMER, BILL",REPUBLICAN PARTY,56,48,8,0
Yavapai,224 - TOWERS,JUSTICE OF THE PEACE: MAYER,,WRITE-IN 424,,3,3,0,0
Yavapai,224 - TOWERS,CONSTABLE: MAYER,,"OEN, DONNY",REPUBLICAN PARTY,61,52,9,0
Yavapai,224 - TOWERS,CONSTABLE: MAYER,,WRITE-IN 429,,2,2,0,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 1,,"MACKEY, DAVID",,50,43,7,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 1,,WRITE-IN 144,,2,2,0,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 2,,"NAPPER, JOHN",,49,42,7,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 2,,WRITE-IN 173,,2,2,0,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 3,,"AINLEY, TINA",,46,40,6,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 3,,WRITE-IN 174,,2,2,0,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 5,,"HANCOCK, CELÉ",,47,40,7,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 5,,WRITE-IN 184,,2,2,0,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 6,,"YOUNG, ANNA",,47,40,7,0
Yavapai,224 - TOWERS,JUDGE OF THE SUPERIOR COURT - DIV. 6,,WRITE-IN 189,,2,2,0,0
Yavapai,224 - TOWERS,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,55,47,8,0
Yavapai,224 - TOWERS,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,10,9,1,0
Yavapai,224 - TOWERS,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,48,41,7,0
Yavapai,224 - TOWERS,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,13,12,1,0
Yavapai,224 - TOWERS,PROPOSITION 125,,YES,,33,30,3,0
Yavapai,224 - TOWERS,PROPOSITION 125,,NO,,37,32,5,0
Yavapai,224 - TOWERS,PROPOSITION 126,,YES,,56,50,6,0
Yavapai,224 - TOWERS,PROPOSITION 126,,NO,,19,15,4,0
Yavapai,224 - TOWERS,PROPOSITION 127,,YES,,13,12,1,0
Yavapai,224 - TOWERS,PROPOSITION 127,,NO,,64,55,9,0
Yavapai,224 - TOWERS,PROPOSITION 305,,YES,,30,26,4,0
Yavapai,224 - TOWERS,PROPOSITION 305,,NO,,46,41,5,0
Yavapai,224 - TOWERS,PROPOSITION 306,,YES,,38,35,3,0
Yavapai,224 - TOWERS,PROPOSITION 306,,NO,,38,32,6,0
Yavapai,225 - IRON,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,3198,2661,527,10
Yavapai,225 - IRON,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,1313,1133,178,2
Yavapai,225 - IRON,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,149,135,14,0
Yavapai,225 - IRON,U.S. Senate,,WRITE-IN 133,,10,8,2,0
Yavapai,225 - IRON,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,3373,2815,548,10
Yavapai,225 - IRON,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,1176,1021,154,1
Yavapai,225 - IRON,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,48,43,5,0
Yavapai,225 - IRON,U.S. House,4,WRITE-IN 234,,2,1,1,0
Yavapai,225 - IRON,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,3675,3086,579,10
Yavapai,225 - IRON,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,921,792,127,2
Yavapai,225 - IRON,Governor,,"TORRES, ANGEL",GREEN PARTY,72,63,9,0
Yavapai,225 - IRON,Governor,,WRITE-IN 416,,8,6,2,0
Yavapai,225 - IRON,State Senate,1,"FANN, KAREN",REPUBLICAN PARTY,3459,2912,537,10
Yavapai,225 - IRON,State Senate,1,"CRAYCRAFT, JO",DEMOCRATIC PARTY,1134,968,164,2
Yavapai,225 - IRON,State Senate,1,WRITE-IN 235,,4,1,3,0
Yavapai,225 - IRON,State House,1,"CAMPBELL, NOEL",REPUBLICAN PARTY,3097,2615,475,7
Yavapai,225 - IRON,State House,1,"STRINGER, DAVID",REPUBLICAN PARTY,2997,2531,457,9
Yavapai,225 - IRON,State House,1,"GOGEK, ED",DEMOCRATIC PARTY,1012,873,137,2
Yavapai,225 - IRON,State House,1,"MANOLIS, JAN",DEMOCRATIC PARTY,1089,941,146,2
Yavapai,225 - IRON,State House,1,WRITE-IN 240,,5,4,1,0
Yavapai,225 - IRON,Secretary of State,,"GAYNOR, STEVE",REPUBLICAN PARTY,3254,2719,525,10
Yavapai,225 - IRON,Secretary of State,,"HOBBS, KATIE",DEMOCRATIC PARTY,1230,1044,184,2
Yavapai,225 - IRON,Secretary of State,,WRITE-IN 417,,3,2,1,0
Yavapai,225 - IRON,Attorney General,,"BRNOVICH, MARK",REPUBLICAN PARTY,3318,2764,544,10
Yavapai,225 - IRON,Attorney General,,"CONTRERAS, JANUARY",DEMOCRATIC PARTY,1165,996,167,2
Yavapai,225 - IRON,Attorney General,,WRITE-IN 418,,7,6,1,0
Yavapai,225 - IRON,State Treasurer,,"YEE, KIMBERLY",REPUBLICAN PARTY,3350,2803,537,10
Yavapai,225 - IRON,State Treasurer,,"MANOIL, MARK",DEMOCRATIC PARTY,1094,924,168,2
Yavapai,225 - IRON,State Treasurer,,WRITE-IN 419,,5,3,2,0
Yavapai,225 - IRON,Superintendent of Public Instruction,,"RIGGS, FRANK",REPUBLICAN PARTY,3167,2640,517,10
Yavapai,225 - IRON,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEMOCRATIC PARTY,1267,1080,185,2
Yavapai,225 - IRON,Superintendent of Public Instruction,,WRITE-IN 420,,2,1,1,0
Yavapai,225 - IRON,State Mine Inspector,,"HART, JOE",REPUBLICAN PARTY,3277,2744,523,10
Yavapai,225 - IRON,State Mine Inspector,,"PIERCE, WILLIAM BILL""""",DEMOCRATIC PARTY,1193,1013,178,2
Yavapai,225 - IRON,State Mine Inspector,,WRITE-IN 421,,4,2,2,0
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"GLASSMAN, RODNEY",REPUBLICAN PARTY,3021,2551,461,9
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"OLSON, JUSTIN",REPUBLICAN PARTY,2981,2508,467,6
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"KENNEDY, SANDRA",DEMOCRATIC PARTY,1230,1055,173,2
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,"SEARS, KIANA MARIA",DEMOCRATIC PARTY,1086,934,150,2
Yavapai,225 - IRON,CORPORATION COMMISSIONER,,WRITE-IN 134,,3,3,0,0
Yavapai,225 - IRON,CLERK OF THE SUPERIOR COURT,,"MCQUALITY, DONNA",REPUBLICAN PARTY,3657,3052,593,12
Yavapai,225 - IRON,CLERK OF THE SUPERIOR COURT,,WRITE-IN 422,,24,19,5,0
Yavapai,225 - IRON,JUSTICE OF THE PEACE: MAYER,,"RUMMER, BILL",REPUBLICAN PARTY,3568,2973,583,12
Yavapai,225 - IRON,JUSTICE OF THE PEACE: MAYER,,WRITE-IN 424,,33,24,9,0
Yavapai,225 - IRON,CONSTABLE: MAYER,,"OEN, DONNY",REPUBLICAN PARTY,3635,3037,586,12
Yavapai,225 - IRON,CONSTABLE: MAYER,,WRITE-IN 429,,30,24,6,0
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 1,,"MACKEY, DAVID",,3206,2673,522,11
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 1,,WRITE-IN 144,,17,11,6,0
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 2,,"NAPPER, JOHN",,3119,2598,510,11
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 2,,WRITE-IN 173,,17,14,3,0
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 3,,"AINLEY, TINA",,3128,2600,517,11
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 3,,WRITE-IN 174,,13,10,3,0
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 5,,"HANCOCK, CELÉ",,3113,2590,512,11
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 5,,WRITE-IN 184,,19,13,6,0
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 6,,"YOUNG, ANNA",,3153,2625,517,11
Yavapai,225 - IRON,JUDGE OF THE SUPERIOR COURT - DIV. 6,,WRITE-IN 189,,16,13,3,0
Yavapai,225 - IRON,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,2992,2524,457,11
Yavapai,225 - IRON,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,507,413,94,0
Yavapai,225 - IRON,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2986,2512,465,9
Yavapai,225 - IRON,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,481,394,86,1
Yavapai,225 - IRON,PROPOSITION 125,,YES,,2115,1811,299,5
Yavapai,225 - IRON,PROPOSITION 125,,NO,,2194,1826,362,6
Yavapai,225 - IRON,PROPOSITION 126,,YES,,3466,2932,526,8
Yavapai,225 - IRON,PROPOSITION 126,,NO,,1042,879,160,3
Yavapai,225 - IRON,PROPOSITION 127,,YES,,783,672,109,2
Yavapai,225 - IRON,PROPOSITION 127,,NO,,3772,3172,590,10
Yavapai,225 - IRON,PROPOSITION 305,,YES,,1556,1287,265,4
Yavapai,225 - IRON,PROPOSITION 305,,NO,,2849,2433,409,7
Yavapai,225 - IRON,PROPOSITION 306,,YES,,2713,2321,386,6
Yavapai,225 - IRON,PROPOSITION 306,,NO,,1689,1399,285,5
Yavapai,225 - IRON,HUMBOLDT USD - QUESTION,,"YES, BOND APPROVAL",,2085,1726,355,4
Yavapai,225 - IRON,HUMBOLDT USD - QUESTION,,"NO, BOND APPROVAL",,2300,1974,320,6
Yavapai,226 - SPIRIT,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,23,13,10,0
Yavapai,226 - SPIRIT,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,19,16,3,0
Yavapai,226 - SPIRIT,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,3,3,0,0
Yavapai,226 - SPIRIT,U.S. Senate,,WRITE-IN 133,,0,0,0,0
Yavapai,226 - SPIRIT,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,24,14,10,0
Yavapai,226 - SPIRIT,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,19,16,3,0
Yavapai,226 - SPIRIT,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,2,2,0,0
Yavapai,226 - SPIRIT,U.S. House,4,WRITE-IN 234,,0,0,0,0
Yavapai,226 - SPIRIT,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,26,17,9,0
Yavapai,226 - SPIRIT,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,18,15,3,0
