county,precinct,office,district,candidate,party,votes,election_day,early_voting,late_early_voting,provisional
Navajo,HUBBELL,U.S. Senate,,"SINEMA, KYRSTEN",DEM,81,48,2,0,0
Navajo,BLACK BUTTES,U.S. Senate,,"SINEMA, KYRSTEN",DEM,3069,1478,132,21,4
Navajo,CEDAR VALLEY,U.S. Senate,,"SINEMA, KYRSTEN",DEM,797,518,22,3,2
Navajo,STONE BUTTE,U.S. Senate,,"SINEMA, KYRSTEN",DEM,351,299,4,0,0
Navajo,PIONEER,U.S. Senate,,"SINEMA, KYRSTEN",DEM,705,209,42,6,0
Navajo,ANTELOPE,U.S. Senate,,"SINEMA, KYRSTEN",DEM,775,271,42,6,1
Navajo,JUNIPER,U.S. Senate,,"SINEMA, KYRSTEN",DEM,265,56,19,1,0
Navajo,BISON,U.S. Senate,,"SINEMA, KYRSTEN",DEM,112,24,7,1,0
Navajo,MOGOLLON,U.S. Senate,,"SINEMA, KYRSTEN",DEM,513,75,41,2,0
Navajo,WOODLAND,U.S. Senate,,"SINEMA, KYRSTEN",DEM,218,48,14,2,0
Navajo,SITGREAVES,U.S. Senate,,"SINEMA, KYRSTEN",DEM,1464,256,108,12,0
Navajo,SUNRISE,U.S. Senate,,"SINEMA, KYRSTEN",DEM,3349,1634,143,20,7
Navajo,RED BUTTE,U.S. Senate,,"GREEN, ANGELA",GRN,244,143,8,1,0
Navajo,PAINTED DESERT,U.S. Senate,,"GREEN, ANGELA",GRN,24,15,0,0,0
Navajo,HUBBELL,U.S. Senate,,"GREEN, ANGELA",GRN,8,5,0,0,0
Navajo,BLACK BUTTES,U.S. Senate,,"GREEN, ANGELA",GRN,163,68,8,1,0
Navajo,CEDAR VALLEY,U.S. Senate,,"GREEN, ANGELA",GRN,44,36,0,0,0
Navajo,STONE BUTTE,U.S. Senate,,"GREEN, ANGELA",GRN,19,12,0,0,0
Navajo,PIONEER,U.S. Senate,,"GREEN, ANGELA",GRN,145,34,8,2,0
Navajo,ANTELOPE,U.S. Senate,,"GREEN, ANGELA",GRN,115,36,7,0,0
Navajo,JUNIPER,U.S. Senate,,"GREEN, ANGELA",GRN,31,8,2,0,0
Navajo,BISON,U.S. Senate,,"GREEN, ANGELA",GRN,16,7,0,0,0
Navajo,MOGOLLON,U.S. Senate,,"GREEN, ANGELA",GRN,58,6,4,0,0
Navajo,WOODLAND,U.S. Senate,,"GREEN, ANGELA",GRN,23,5,1,0,0
Navajo,SITGREAVES,U.S. Senate,,"GREEN, ANGELA",GRN,163,30,11,2,0
Navajo,SUNRISE,U.S. Senate,,"GREEN, ANGELA",GRN,185,55,10,1,0
Navajo,RED BUTTE,U.S. Senate,,WRITE-IN,NON,7,2,0,0,0
Navajo,PAINTED DESERT,U.S. Senate,,WRITE-IN,NON,0,0,0,0,0
Navajo,HUBBELL,U.S. Senate,,WRITE-IN,NON,1,0,0,0,0
Navajo,BLACK BUTTES,U.S. Senate,,WRITE-IN,NON,14,7,0,0,0
Navajo,CEDAR VALLEY,U.S. Senate,,WRITE-IN,NON,2,1,0,0,0
Navajo,STONE BUTTE,U.S. Senate,,WRITE-IN,NON,0,0,0,0,0
Navajo,PIONEER,U.S. Senate,,WRITE-IN,NON,5,1,0,0,0
Navajo,ANTELOPE,U.S. Senate,,WRITE-IN,NON,8,1,0,0,0
Navajo,JUNIPER,U.S. Senate,,WRITE-IN,NON,3,2,0,0,0
Navajo,BISON,U.S. Senate,,WRITE-IN,NON,1,0,0,0,0
Navajo,MOGOLLON,U.S. Senate,,WRITE-IN,NON,2,2,0,0,0
Navajo,WOODLAND,U.S. Senate,,WRITE-IN,NON,0,0,0,0,0
Navajo,SITGREAVES,U.S. Senate,,WRITE-IN,NON,7,3,0,0,0
Navajo,SUNRISE,U.S. Senate,,WRITE-IN,NON,8,5,0,0,0
Navajo,RED BUTTE,U.S. Senate,,OVER VOTES,,14,10,0,0,0
Navajo,PAINTED DESERT,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,HUBBELL,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,U.S. Senate,,OVER VOTES,,6,3,0,0,0
Navajo,CEDAR VALLEY,U.S. Senate,,OVER VOTES,,1,1,0,0,0
Navajo,STONE BUTTE,U.S. Senate,,OVER VOTES,,1,0,0,0,0
Navajo,PIONEER,U.S. Senate,,OVER VOTES,,1,1,0,0,0
Navajo,ANTELOPE,U.S. Senate,,OVER VOTES,,1,1,0,0,0
Navajo,JUNIPER,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,BISON,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,U.S. Senate,,OVER VOTES,,1,1,0,0,0
Navajo,SUNRISE,U.S. Senate,,OVER VOTES,,3,1,0,0,0
Navajo,RED BUTTE,U.S. Senate,,UNDER VOTES,,98,76,1,0,0
Navajo,PAINTED DESERT,U.S. Senate,,UNDER VOTES,,12,7,0,0,0
Navajo,HUBBELL,U.S. Senate,,UNDER VOTES,,3,1,0,0,0
Navajo,BLACK BUTTES,U.S. Senate,,UNDER VOTES,,42,20,1,0,0
Navajo,CEDAR VALLEY,U.S. Senate,,UNDER VOTES,,16,14,0,0,0
Navajo,STONE BUTTE,U.S. Senate,,UNDER VOTES,,11,10,0,0,0
Navajo,PIONEER,U.S. Senate,,UNDER VOTES,,58,23,2,0,0
Navajo,ANTELOPE,U.S. Senate,,UNDER VOTES,,33,13,1,0,0
Navajo,JUNIPER,U.S. Senate,,UNDER VOTES,,9,1,0,0,0
Navajo,BISON,U.S. Senate,,UNDER VOTES,,7,5,0,0,0
Navajo,MOGOLLON,U.S. Senate,,UNDER VOTES,,20,4,1,0,0
Navajo,WOODLAND,U.S. Senate,,UNDER VOTES,,12,1,0,0,0
Navajo,SITGREAVES,U.S. Senate,,UNDER VOTES,,67,17,4,1,0
Navajo,SUNRISE,U.S. Senate,,UNDER VOTES,,73,29,3,1,0
Navajo,RED BUTTE,U.S. House,1,"ROGERS, WENDY",REP,772,508,21,3,1
Navajo,PAINTED DESERT,U.S. House,1,"ROGERS, WENDY",REP,147,82,5,0,0
Navajo,HUBBELL,U.S. House,1,"ROGERS, WENDY",REP,80,34,4,0,0
Navajo,BLACK BUTTES,U.S. House,1,"ROGERS, WENDY",REP,1114,403,58,11,1
Navajo,CEDAR VALLEY,U.S. House,1,"ROGERS, WENDY",REP,133,100,2,0,0
Navajo,STONE BUTTE,U.S. House,1,"ROGERS, WENDY",REP,47,37,0,0,0
Navajo,PIONEER,U.S. House,1,"ROGERS, WENDY",REP,4170,1626,201,49,3
Navajo,ANTELOPE,U.S. House,1,"ROGERS, WENDY",REP,1258,535,59,11,1
Navajo,JUNIPER,U.S. House,1,"ROGERS, WENDY",REP,686,167,46,5,0
Navajo,BISON,U.S. House,1,"ROGERS, WENDY",REP,572,219,28,6,0
Navajo,MOGOLLON,U.S. House,1,"ROGERS, WENDY",REP,1512,357,102,13,0
Navajo,WOODLAND,U.S. House,1,"ROGERS, WENDY",REP,530,165,28,6,0
Navajo,SITGREAVES,U.S. House,1,"ROGERS, WENDY",REP,4175,1124,261,41,1
Navajo,SUNRISE,U.S. House,1,"ROGERS, WENDY",REP,3135,837,199,28,2
Navajo,RED BUTTE,U.S. House,1,"O'HALLERAN, TOM",DEM,4505,2880,135,23,4
Navajo,PAINTED DESERT,U.S. House,1,"O'HALLERAN, TOM",DEM,649,457,16,2,1
Navajo,HUBBELL,U.S. House,1,"O'HALLERAN, TOM",DEM,100,55,3,1,0
Navajo,BLACK BUTTES,U.S. House,1,"O'HALLERAN, TOM",DEM,3232,1547,139,24,4
Navajo,CEDAR VALLEY,U.S. House,1,"O'HALLERAN, TOM",DEM,835,549,23,3,2
Navajo,STONE BUTTE,U.S. House,1,"O'HALLERAN, TOM",DEM,369,310,5,0,0
Navajo,PIONEER,U.S. House,1,"O'HALLERAN, TOM",DEM,862,238,53,8,0
Navajo,ANTELOPE,U.S. House,1,"O'HALLERAN, TOM",DEM,917,316,51,7,1
Navajo,JUNIPER,U.S. House,1,"O'HALLERAN, TOM",DEM,287,64,20,1,0
Navajo,BISON,U.S. House,1,"O'HALLERAN, TOM",DEM,144,41,8,2,0
Navajo,MOGOLLON,U.S. House,1,"O'HALLERAN, TOM",DEM,591,94,46,3,0
Navajo,WOODLAND,U.S. House,1,"O'HALLERAN, TOM",DEM,258,60,17,2,0
Navajo,SITGREAVES,U.S. House,1,"O'HALLERAN, TOM",DEM,1684,294,123,14,0
Navajo,SUNRISE,U.S. House,1,"O'HALLERAN, TOM",DEM,3585,1725,155,22,7
Navajo,RED BUTTE,U.S. House,1,WRITE-IN,NON,14,9,0,0,0
Navajo,PAINTED DESERT,U.S. House,1,WRITE-IN,NON,0,0,0,0,0
Navajo,HUBBELL,U.S. House,1,WRITE-IN,NON,1,0,0,0,0
Navajo,BLACK BUTTES,U.S. House,1,WRITE-IN,NON,10,4,0,0,0
Navajo,CEDAR VALLEY,U.S. House,1,WRITE-IN,NON,2,1,0,0,0
Navajo,STONE BUTTE,U.S. House,1,WRITE-IN,NON,0,0,0,0,0
Navajo,PIONEER,U.S. House,1,WRITE-IN,NON,11,1,0,0,0
Navajo,ANTELOPE,U.S. House,1,WRITE-IN,NON,3,2,0,0,0
Navajo,JUNIPER,U.S. House,1,WRITE-IN,NON,0,0,0,0,0
Navajo,BISON,U.S. House,1,WRITE-IN,NON,0,0,0,0,0
Navajo,MOGOLLON,U.S. House,1,WRITE-IN,NON,1,0,0,0,0
Navajo,WOODLAND,U.S. House,1,WRITE-IN,NON,1,1,0,0,0
Navajo,SITGREAVES,U.S. House,1,WRITE-IN,NON,6,0,0,0,0
Navajo,SUNRISE,U.S. House,1,WRITE-IN,NON,11,2,0,0,0
Navajo,RED BUTTE,U.S. House,1,OVER VOTES,,4,3,0,0,0
Navajo,PAINTED DESERT,U.S. House,1,OVER VOTES,,2,1,0,0,0
Navajo,HUBBELL,U.S. House,1,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,U.S. House,1,OVER VOTES,,3,2,0,0,0
Navajo,CEDAR VALLEY,U.S. House,1,OVER VOTES,,1,1,0,0,0
Navajo,STONE BUTTE,U.S. House,1,OVER VOTES,,0,0,0,0,0
Navajo,PIONEER,U.S. House,1,OVER VOTES,,2,0,0,0,0
Navajo,ANTELOPE,U.S. House,1,OVER VOTES,,0,0,0,0,0
Navajo,JUNIPER,U.S. House,1,OVER VOTES,,0,0,0,0,0
Navajo,BISON,U.S. House,1,OVER VOTES,,1,0,0,0,0
Navajo,MOGOLLON,U.S. House,1,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,U.S. House,1,OVER VOTES,,1,0,0,0,0
Navajo,SITGREAVES,U.S. House,1,OVER VOTES,,3,2,0,0,0
Navajo,SUNRISE,U.S. House,1,OVER VOTES,,1,0,0,0,0
Navajo,RED BUTTE,U.S. House,1,UNDER VOTES,,110,90,1,0,0
Navajo,PAINTED DESERT,U.S. House,1,UNDER VOTES,,17,12,0,0,0
Navajo,HUBBELL,U.S. House,1,UNDER VOTES,,8,5,0,0,0
Navajo,BLACK BUTTES,U.S. House,1,UNDER VOTES,,78,39,3,0,0
Navajo,CEDAR VALLEY,U.S. House,1,UNDER VOTES,,15,12,0,0,0
Navajo,STONE BUTTE,U.S. House,1,UNDER VOTES,,8,7,0,0,0
Navajo,PIONEER,U.S. House,1,UNDER VOTES,,86,21,5,1,0
Navajo,ANTELOPE,U.S. House,1,UNDER VOTES,,57,24,2,0,0
Navajo,JUNIPER,U.S. House,1,UNDER VOTES,,23,3,1,0,0
Navajo,BISON,U.S. House,1,UNDER VOTES,,12,4,0,0,0
Navajo,MOGOLLON,U.S. House,1,UNDER VOTES,,45,9,3,0,0
Navajo,WOODLAND,U.S. House,1,UNDER VOTES,,21,2,1,0,0
Navajo,SITGREAVES,U.S. House,1,UNDER VOTES,,120,26,8,1,0
Navajo,SUNRISE,U.S. House,1,UNDER VOTES,,149,47,7,2,0
Navajo,RED BUTTE,Governor,,"DUCEY, DOUG",REP,1271,788,39,6,1
Navajo,PAINTED DESERT,Governor,,"DUCEY, DOUG",REP,249,147,8,1,0
Navajo,HUBBELL,Governor,,"DUCEY, DOUG",REP,108,45,5,1,0
Navajo,BLACK BUTTES,Governor,,"DUCEY, DOUG",REP,1672,653,85,14,2
Navajo,CEDAR VALLEY,Governor,,"DUCEY, DOUG",REP,269,185,6,1,0
Navajo,STONE BUTTE,Governor,,"DUCEY, DOUG",REP,76,60,1,0,0
Navajo,PIONEER,Governor,,"DUCEY, DOUG",REP,4453,1676,223,51,2
Navajo,ANTELOPE,Governor,,"DUCEY, DOUG",REP,1507,607,76,12,1
Navajo,JUNIPER,Governor,,"DUCEY, DOUG",REP,778,185,53,5,0
Navajo,BISON,Governor,,"DUCEY, DOUG",REP,626,237,32,6,0
Navajo,MOGOLLON,Governor,,"DUCEY, DOUG",REP,1744,395,120,14,0
Navajo,WOODLAND,Governor,,"DUCEY, DOUG",REP,623,183,35,7,1
Navajo,SITGREAVES,Governor,,"DUCEY, DOUG",REP,4744,1199,306,46,1
Navajo,SUNRISE,Governor,,"DUCEY, DOUG",REP,3760,1054,235,32,3
Navajo,RED BUTTE,Governor,,"GARCIA, DAVID",DEM,3735,2432,108,18,3
Navajo,PAINTED DESERT,Governor,,"GARCIA, DAVID",DEM,526,380,12,1,0
Navajo,HUBBELL,Governor,,"GARCIA, DAVID",DEM,74,45,2,0,0
Navajo,BLACK BUTTES,Governor,,"GARCIA, DAVID",DEM,2512,1220,106,19,3
Navajo,CEDAR VALLEY,Governor,,"GARCIA, DAVID",DEM,655,436,17,2,1
Navajo,STONE BUTTE,Governor,,"GARCIA, DAVID",DEM,312,265,4,0,0
Navajo,PIONEER,Governor,,"GARCIA, DAVID",DEM,512,156,29,5,0
Navajo,ANTELOPE,Governor,,"GARCIA, DAVID",DEM,634,233,33,5,0
Navajo,JUNIPER,Governor,,"GARCIA, DAVID",DEM,187,42,13,0,0
Navajo,BISON,Governor,,"GARCIA, DAVID",DEM,81,18,4,1,0
Navajo,MOGOLLON,Governor,,"GARCIA, DAVID",DEM,333,49,26,1,0
Navajo,WOODLAND,Governor,,"GARCIA, DAVID",DEM,161,35,11,1,0
Navajo,SITGREAVES,Governor,,"GARCIA, DAVID",DEM,1076,206,77,8,0
Navajo,SUNRISE,Governor,,"GARCIA, DAVID",DEM,2848,1456,114,17,6
Navajo,RED BUTTE,Governor,,"TORRES, ANGEL",GRN,267,167,8,1,0
Navajo,PAINTED DESERT,Governor,,"TORRES, ANGEL",GRN,27,17,0,0,0
Navajo,HUBBELL,Governor,,"TORRES, ANGEL",GRN,6,4,0,0,0
Navajo,BLACK BUTTES,Governor,,"TORRES, ANGEL",GRN,170,82,7,1,0
Navajo,CEDAR VALLEY,Governor,,"TORRES, ANGEL",GRN,35,23,1,0,0
Navajo,STONE BUTTE,Governor,,"TORRES, ANGEL",GRN,28,24,0,0,0
Navajo,PIONEER,Governor,,"TORRES, ANGEL",GRN,101,30,5,1,0
Navajo,ANTELOPE,Governor,,"TORRES, ANGEL",GRN,59,25,2,0,0
Navajo,JUNIPER,Governor,,"TORRES, ANGEL",GRN,21,5,1,0,0
Navajo,BISON,Governor,,"TORRES, ANGEL",GRN,15,5,0,0,0
Navajo,MOGOLLON,Governor,,"TORRES, ANGEL",GRN,45,10,2,0,0
Navajo,WOODLAND,Governor,,"TORRES, ANGEL",GRN,16,5,0,0,0
Navajo,SITGREAVES,Governor,,"TORRES, ANGEL",GRN,105,25,6,1,0
Navajo,SUNRISE,Governor,,"TORRES, ANGEL",GRN,160,49,9,1,0
Navajo,RED BUTTE,Governor,,WRITE-IN,NON,6,1,0,0,0
Navajo,PAINTED DESERT,Governor,,WRITE-IN,NON,3,2,0,0,0
Navajo,HUBBELL,Governor,,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,Governor,,WRITE-IN,NON,9,4,0,0,0
Navajo,CEDAR VALLEY,Governor,,WRITE-IN,NON,3,2,0,0,0
Navajo,STONE BUTTE,Governor,,WRITE-IN,NON,2,1,0,0,0
Navajo,PIONEER,Governor,,WRITE-IN,NON,5,2,0,0,0
Navajo,ANTELOPE,Governor,,WRITE-IN,NON,2,0,0,0,0
Navajo,JUNIPER,Governor,,WRITE-IN,NON,3,1,0,0,0
Navajo,BISON,Governor,,WRITE-IN,NON,1,1,0,0,0
Navajo,MOGOLLON,Governor,,WRITE-IN,NON,4,1,0,0,0
Navajo,WOODLAND,Governor,,WRITE-IN,NON,1,1,0,0,0
Navajo,SITGREAVES,Governor,,WRITE-IN,NON,9,2,0,0,0
Navajo,SUNRISE,Governor,,WRITE-IN,NON,7,1,0,0,0
Navajo,RED BUTTE,Governor,,OVER VOTES,,15,12,0,0,0
Navajo,PAINTED DESERT,Governor,,OVER VOTES,,1,0,0,0,0
Navajo,HUBBELL,Governor,,OVER VOTES,,1,0,0,0,0
Navajo,BLACK BUTTES,Governor,,OVER VOTES,,3,1,0,0,0
Navajo,CEDAR VALLEY,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,STONE BUTTE,Governor,,OVER VOTES,,2,1,0,0,0
Navajo,PIONEER,Governor,,OVER VOTES,,4,2,0,0,0
Navajo,ANTELOPE,Governor,,OVER VOTES,,2,0,0,0,0
Navajo,JUNIPER,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,BISON,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,Governor,,OVER VOTES,,0,0,0,0,0
Navajo,SUNRISE,Governor,,OVER VOTES,,3,2,0,0,0
Navajo,RED BUTTE,Governor,,UNDER VOTES,,111,90,1,0,0
Navajo,PAINTED DESERT,Governor,,UNDER VOTES,,9,6,0,0,0
Navajo,HUBBELL,Governor,,UNDER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,Governor,,UNDER VOTES,,71,35,2,0,0
Navajo,CEDAR VALLEY,Governor,,UNDER VOTES,,24,17,0,0,0
Navajo,STONE BUTTE,Governor,,UNDER VOTES,,4,3,0,0,0
Navajo,PIONEER,Governor,,UNDER VOTES,,56,20,2,0,0
Navajo,ANTELOPE,Governor,,UNDER VOTES,,31,12,1,0,0
Navajo,JUNIPER,Governor,,UNDER VOTES,,7,1,0,0,0
Navajo,BISON,Governor,,UNDER VOTES,,6,3,0,0,0
Navajo,MOGOLLON,Governor,,UNDER VOTES,,23,5,1,0,0
Navajo,WOODLAND,Governor,,UNDER VOTES,,10,4,0,0,0
Navajo,SITGREAVES,Governor,,UNDER VOTES,,54,14,3,0,0
Navajo,SUNRISE,Governor,,UNDER VOTES,,103,49,4,1,0
Navajo,PIONEER,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,3855,1484,191,43,2
Navajo,ANTELOPE,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,1165,501,55,10,0
Navajo,JUNIPER,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,675,163,46,4,0
Navajo,BISON,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,537,201,28,5,0
Navajo,MOGOLLON,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,1580,362,109,12,0
Navajo,PIONEER,State Senate,6,"CARLISLE, WADE",DEM,1088,346,59,13,0
Navajo,ANTELOPE,State Senate,6,"CARLISLE, WADE",DEM,980,345,53,8,1
Navajo,JUNIPER,State Senate,6,"CARLISLE, WADE",DEM,286,60,20,1,0
Navajo,BISON,State Senate,6,"CARLISLE, WADE",DEM,173,56,8,2,0
Navajo,MOGOLLON,State Senate,6,"CARLISLE, WADE",DEM,516,89,38,3,0
Navajo,PIONEER,State Senate,6,WRITE-IN,NON,18,9,0,0,0
Navajo,ANTELOPE,State Senate,6,WRITE-IN,NON,8,6,0,0,0
Navajo,JUNIPER,State Senate,6,WRITE-IN,NON,7,4,0,0,0
Navajo,BISON,State Senate,6,WRITE-IN,NON,0,0,0,0,0
Navajo,MOGOLLON,State Senate,6,WRITE-IN,NON,4,1,0,0,0
Navajo,PIONEER,State Senate,6,OVER VOTES,,1,1,0,0,0
Navajo,ANTELOPE,State Senate,6,OVER VOTES,,0,0,0,0,0
Navajo,JUNIPER,State Senate,6,OVER VOTES,,0,0,0,0,0
Navajo,BISON,State Senate,6,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,State Senate,6,OVER VOTES,,0,0,0,0,0
Navajo,PIONEER,State Senate,6,UNDER VOTES,,169,46,9,2,0
Navajo,ANTELOPE,State Senate,6,UNDER VOTES,,82,25,4,0,0
Navajo,JUNIPER,State Senate,6,UNDER VOTES,,28,7,1,0,0
Navajo,BISON,State Senate,6,UNDER VOTES,,19,7,0,0,0
Navajo,MOGOLLON,State Senate,6,UNDER VOTES,,49,8,3,0,0
Navajo,RED BUTTE,State Senate,7,"MEALER, JL",REP,535,345,15,3,0
Navajo,PAINTED DESERT,State Senate,7,"MEALER, JL",REP,124,60,5,0,0
Navajo,HUBBELL,State Senate,7,"MEALER, JL",REP,90,36,5,0,0
Navajo,BLACK BUTTES,State Senate,7,"MEALER, JL",REP,1103,378,59,11,1
Navajo,CEDAR VALLEY,State Senate,7,"MEALER, JL",REP,75,57,1,0,0
Navajo,STONE BUTTE,State Senate,7,"MEALER, JL",REP,35,27,0,0,0
Navajo,WOODLAND,State Senate,7,"MEALER, JL",REP,566,174,31,6,0
Navajo,SITGREAVES,State Senate,7,"MEALER, JL",REP,4323,1147,274,41,2
Navajo,SUNRISE,State Senate,7,"MEALER, JL",REP,3269,847,211,28,2
Navajo,RED BUTTE,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,4709,3012,140,24,4
Navajo,PAINTED DESERT,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,670,477,16,2,1
Navajo,HUBBELL,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,89,53,2,0,0
Navajo,BLACK BUTTES,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,3209,1567,136,22,4
Navajo,CEDAR VALLEY,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,887,587,24,3,1
Navajo,STONE BUTTE,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,376,316,5,0,0
Navajo,WOODLAND,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,198,47,13,1,0
Navajo,SITGREAVES,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,1382,245,102,11,0
Navajo,SUNRISE,State Senate,7,"PESHLAKAI, JAMESCITA",DEM,3347,1667,139,20,7
Navajo,RED BUTTE,State Senate,7,WRITE-IN,NON,12,6,0,0,0
Navajo,PAINTED DESERT,State Senate,7,WRITE-IN,NON,1,1,0,0,0
Navajo,HUBBELL,State Senate,7,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,State Senate,7,WRITE-IN,NON,12,7,0,0,0
