county,precinct,office,district,candidate,party,votes,election_day,early_voting,late_early_voting,provisional
Navajo,CEDAR VALLEY,State Senate,7,WRITE-IN,NON,2,1,0,0,0
Navajo,STONE BUTTE,State Senate,7,WRITE-IN,NON,0,0,0,0,0
Navajo,WOODLAND,State Senate,7,WRITE-IN,NON,1,1,0,0,0
Navajo,SITGREAVES,State Senate,7,WRITE-IN,NON,7,4,0,0,0
Navajo,SUNRISE,State Senate,7,WRITE-IN,NON,8,5,0,0,0
Navajo,RED BUTTE,State Senate,7,OVER VOTES,,4,3,0,0,0
Navajo,PAINTED DESERT,State Senate,7,OVER VOTES,,1,0,0,0,0
Navajo,HUBBELL,State Senate,7,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,State Senate,7,OVER VOTES,,1,1,0,0,0
Navajo,CEDAR VALLEY,State Senate,7,OVER VOTES,,0,0,0,0,0
Navajo,STONE BUTTE,State Senate,7,OVER VOTES,,2,2,0,0,0
Navajo,WOODLAND,State Senate,7,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,State Senate,7,OVER VOTES,,2,0,0,0,0
Navajo,SUNRISE,State Senate,7,OVER VOTES,,0,0,0,0,0
Navajo,RED BUTTE,State Senate,7,UNDER VOTES,,145,124,1,0,0
Navajo,PAINTED DESERT,State Senate,7,UNDER VOTES,,19,14,0,0,0
Navajo,HUBBELL,State Senate,7,UNDER VOTES,,10,5,0,0,0
Navajo,BLACK BUTTES,State Senate,7,UNDER VOTES,,112,42,5,1,0
Navajo,CEDAR VALLEY,State Senate,7,UNDER VOTES,,22,18,0,0,0
Navajo,STONE BUTTE,State Senate,7,UNDER VOTES,,11,9,0,0,0
Navajo,WOODLAND,State Senate,7,UNDER VOTES,,46,6,2,1,0
Navajo,SITGREAVES,State Senate,7,UNDER VOTES,,274,50,17,5,0
Navajo,SUNRISE,State Senate,7,UNDER VOTES,,257,92,11,4,0
Navajo,PIONEER,State House,6,"BLACKMAN, WALTER ""WALT""",REP,4253,1603,210,51,2
Navajo,ANTELOPE,State House,6,"BLACKMAN, WALTER ""WALT""",REP,1278,541,60,12,0
Navajo,JUNIPER,State House,6,"BLACKMAN, WALTER ""WALT""",REP,621,149,42,5,0
Navajo,BISON,State House,6,"BLACKMAN, WALTER ""WALT""",REP,561,214,28,6,0
Navajo,MOGOLLON,State House,6,"BLACKMAN, WALTER ""WALT""",REP,1527,363,103,13,0
Navajo,PIONEER,State House,6,"THORPE, BOB",REP,3484,1306,174,41,1
Navajo,ANTELOPE,State House,6,"THORPE, BOB",REP,1128,465,55,10,0
Navajo,JUNIPER,State House,6,"THORPE, BOB",REP,603,142,42,4,0
Navajo,BISON,State House,6,"THORPE, BOB",REP,519,181,27,5,0
Navajo,MOGOLLON,State House,6,"THORPE, BOB",REP,1404,318,96,12,0
Navajo,PIONEER,State House,6,"FRENCH, FELICIA",DEM,583,161,36,6,0
Navajo,ANTELOPE,State House,6,"FRENCH, FELICIA",DEM,641,216,37,4,0
Navajo,JUNIPER,State House,6,"FRENCH, FELICIA",DEM,217,41,16,1,0
Navajo,BISON,State House,6,"FRENCH, FELICIA",DEM,103,21,6,1,0
Navajo,MOGOLLON,State House,6,"FRENCH, FELICIA",DEM,447,64,35,2,0
Navajo,PIONEER,State House,6,"TYLER, BOBBY",DEM,520,138,32,5,0
Navajo,ANTELOPE,State House,6,"TYLER, BOBBY",DEM,659,248,34,5,1
Navajo,JUNIPER,State House,6,"TYLER, BOBBY",DEM,214,51,15,1,0
Navajo,BISON,State House,6,"TYLER, BOBBY",DEM,86,21,5,1,0
Navajo,MOGOLLON,State House,6,"TYLER, BOBBY",DEM,392,63,30,2,0
Navajo,PIONEER,State House,6,WRITE-IN,NON,9,4,0,0,0
Navajo,ANTELOPE,State House,6,WRITE-IN,NON,3,3,0,0,0
Navajo,JUNIPER,State House,6,WRITE-IN,NON,3,3,0,0,0
Navajo,BISON,State House,6,WRITE-IN,NON,1,1,0,0,0
Navajo,MOGOLLON,State House,6,WRITE-IN,NON,0,0,0,0,0
Navajo,PIONEER,State House,6,OVER VOTES,,0,0,0,0,0
Navajo,ANTELOPE,State House,6,OVER VOTES,,0,0,0,0,0
Navajo,JUNIPER,State House,6,OVER VOTES,,0,0,0,0,0
Navajo,BISON,State House,6,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,State House,6,OVER VOTES,,0,0,0,0,0
Navajo,PIONEER,State House,6,UNDER VOTES,,1413,560,68,15,1
Navajo,ANTELOPE,State House,6,UNDER VOTES,,761,281,38,7,1
Navajo,JUNIPER,State House,6,UNDER VOTES,,334,82,22,3,0
Navajo,BISON,State House,6,UNDER VOTES,,188,90,8,1,0
Navajo,MOGOLLON,State House,6,UNDER VOTES,,528,112,38,3,0
Navajo,RED BUTTE,State House,7,"SHAMLEY, DOYEL",REP,587,371,16,3,1
Navajo,PAINTED DESERT,State House,7,"SHAMLEY, DOYEL",REP,134,66,5,1,0
Navajo,HUBBELL,State House,7,"SHAMLEY, DOYEL",REP,102,38,5,0,0
Navajo,BLACK BUTTES,State House,7,"SHAMLEY, DOYEL",REP,1206,419,64,12,1
Navajo,CEDAR VALLEY,State House,7,"SHAMLEY, DOYEL",REP,106,77,2,0,0
Navajo,STONE BUTTE,State House,7,"SHAMLEY, DOYEL",REP,48,39,0,0,0
Navajo,WOODLAND,State House,7,"SHAMLEY, DOYEL",REP,591,180,33,6,0
Navajo,SITGREAVES,State House,7,"SHAMLEY, DOYEL",REP,4474,1168,285,43,2
Navajo,SUNRISE,State House,7,"SHAMLEY, DOYEL",REP,3371,879,217,30,1
Navajo,RED BUTTE,State House,7,"TELLER, ARLANDO",DEM,2778,1773,83,14,2
Navajo,PAINTED DESERT,State House,7,"TELLER, ARLANDO",DEM,288,202,7,0,0
Navajo,HUBBELL,State House,7,"TELLER, ARLANDO",DEM,65,32,2,0,0
Navajo,BLACK BUTTES,State House,7,"TELLER, ARLANDO",DEM,1975,908,88,16,2
Navajo,CEDAR VALLEY,State House,7,"TELLER, ARLANDO",DEM,435,299,11,1,0
Navajo,STONE BUTTE,State House,7,"TELLER, ARLANDO",DEM,227,197,2,0,0
Navajo,WOODLAND,State House,7,"TELLER, ARLANDO",DEM,171,39,11,1,0
Navajo,SITGREAVES,State House,7,"TELLER, ARLANDO",DEM,1242,241,90,8,0
Navajo,SUNRISE,State House,7,"TELLER, ARLANDO",DEM,2577,1204,115,17,5
Navajo,RED BUTTE,State House,7,"TSOSIE, MYRON",DEM,3616,2278,111,19,3
Navajo,PAINTED DESERT,State House,7,"TSOSIE, MYRON",DEM,543,374,13,2,0
Navajo,HUBBELL,State House,7,"TSOSIE, MYRON",DEM,75,46,2,0,0
Navajo,BLACK BUTTES,State House,7,"TSOSIE, MYRON",DEM,2890,1411,122,20,4
Navajo,CEDAR VALLEY,State House,7,"TSOSIE, MYRON",DEM,681,437,20,2,1
Navajo,STONE BUTTE,State House,7,"TSOSIE, MYRON",DEM,333,277,4,0,0
Navajo,WOODLAND,State House,7,"TSOSIE, MYRON",DEM,192,49,12,1,0
Navajo,SITGREAVES,State House,7,"TSOSIE, MYRON",DEM,1110,217,79,9,0
Navajo,SUNRISE,State House,7,"TSOSIE, MYRON",DEM,2802,1398,115,17,7
Navajo,RED BUTTE,State House,7,WRITE-IN,NON,10,5,0,0,0
Navajo,PAINTED DESERT,State House,7,WRITE-IN,NON,4,4,0,0,0
Navajo,HUBBELL,State House,7,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,State House,7,WRITE-IN,NON,23,16,0,0,0
Navajo,CEDAR VALLEY,State House,7,WRITE-IN,NON,3,2,0,0,0
Navajo,STONE BUTTE,State House,7,WRITE-IN,NON,0,0,0,0,0
Navajo,WOODLAND,State House,7,WRITE-IN,NON,7,7,0,0,0
Navajo,SITGREAVES,State House,7,WRITE-IN,NON,35,20,0,0,0
Navajo,SUNRISE,State House,7,WRITE-IN,NON,37,24,1,0,0
Navajo,RED BUTTE,State House,7,OVER VOTES,,4,2,0,0,0
Navajo,PAINTED DESERT,State House,7,OVER VOTES,,4,2,0,0,0
Navajo,HUBBELL,State House,7,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,State House,7,OVER VOTES,,2,0,0,0,0
Navajo,CEDAR VALLEY,State House,7,OVER VOTES,,0,0,0,0,0
Navajo,STONE BUTTE,State House,7,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,State House,7,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,State House,7,OVER VOTES,,0,0,0,0,0
Navajo,SUNRISE,State House,7,OVER VOTES,,4,2,0,0,0
Navajo,RED BUTTE,State House,7,UNDER VOTES,,3815,2551,105,17,4
Navajo,PAINTED DESERT,State House,7,UNDER VOTES,,657,456,17,2,0
Navajo,HUBBELL,State House,7,UNDER VOTES,,136,72,5,1,0
Navajo,BLACK BUTTES,State House,7,UNDER VOTES,,2778,1236,127,22,4
Navajo,CEDAR VALLEY,State House,7,UNDER VOTES,,747,511,18,3,2
Navajo,STONE BUTTE,State House,7,UNDER VOTES,,240,195,4,0,0
Navajo,WOODLAND,State House,7,UNDER VOTES,,661,181,38,9,0
Navajo,SITGREAVES,State House,7,UNDER VOTES,,5115,1246,331,53,2
Navajo,SUNRISE,State House,7,UNDER VOTES,,4971,1715,276,42,6
Navajo,RED BUTTE,Secretary of State,,"GAYNOR, STEVE",REP,746,479,21,3,1
Navajo,PAINTED DESERT,Secretary of State,,"GAYNOR, STEVE",REP,148,75,6,0,0
Navajo,HUBBELL,Secretary of State,,"GAYNOR, STEVE",REP,88,37,4,0,0
Navajo,BLACK BUTTES,Secretary of State,,"GAYNOR, STEVE",REP,1213,442,63,11,1
Navajo,CEDAR VALLEY,Secretary of State,,"GAYNOR, STEVE",REP,123,89,3,0,0
Navajo,STONE BUTTE,Secretary of State,,"GAYNOR, STEVE",REP,50,42,0,0,0
Navajo,PIONEER,Secretary of State,,"GAYNOR, STEVE",REP,4260,1642,209,49,2
Navajo,ANTELOPE,Secretary of State,,"GAYNOR, STEVE",REP,1309,556,63,11,1
Navajo,JUNIPER,Secretary of State,,"GAYNOR, STEVE",REP,699,172,47,5,0
Navajo,BISON,Secretary of State,,"GAYNOR, STEVE",REP,591,224,29,6,0
Navajo,MOGOLLON,Secretary of State,,"GAYNOR, STEVE",REP,1590,375,108,13,0
Navajo,WOODLAND,Secretary of State,,"GAYNOR, STEVE",REP,568,170,32,6,0
Navajo,SITGREAVES,Secretary of State,,"GAYNOR, STEVE",REP,4342,1150,276,41,1
Navajo,SUNRISE,Secretary of State,,"GAYNOR, STEVE",REP,3313,881,211,29,2
Navajo,RED BUTTE,Secretary of State,,"HOBBS, KATIE",DEM,4459,2882,130,22,4
Navajo,PAINTED DESERT,Secretary of State,,"HOBBS, KATIE",DEM,640,461,15,2,0
Navajo,HUBBELL,Secretary of State,,"HOBBS, KATIE",DEM,94,54,3,0,0
Navajo,BLACK BUTTES,Secretary of State,,"HOBBS, KATIE",DEM,3092,1505,131,22,4
Navajo,CEDAR VALLEY,Secretary of State,,"HOBBS, KATIE",DEM,836,556,22,3,2
Navajo,STONE BUTTE,Secretary of State,,"HOBBS, KATIE",DEM,361,299,5,0,0
Navajo,PIONEER,Secretary of State,,"HOBBS, KATIE",DEM,729,213,43,7,0
Navajo,ANTELOPE,Secretary of State,,"HOBBS, KATIE",DEM,828,292,45,7,1
Navajo,JUNIPER,Secretary of State,,"HOBBS, KATIE",DEM,260,57,18,1,0
Navajo,BISON,Secretary of State,,"HOBBS, KATIE",DEM,122,31,7,1,0
Navajo,MOGOLLON,Secretary of State,,"HOBBS, KATIE",DEM,490,77,37,3,0
Navajo,WOODLAND,Secretary of State,,"HOBBS, KATIE",DEM,212,53,13,2,0
Navajo,SITGREAVES,Secretary of State,,"HOBBS, KATIE",DEM,1453,275,104,12,0
Navajo,SUNRISE,Secretary of State,,"HOBBS, KATIE",DEM,3354,1663,140,20,7
Navajo,RED BUTTE,Secretary of State,,WRITE-IN,NON,7,3,0,0,0
Navajo,PAINTED DESERT,Secretary of State,,WRITE-IN,NON,4,2,0,0,0
Navajo,HUBBELL,Secretary of State,,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,Secretary of State,,WRITE-IN,NON,14,6,0,0,0
Navajo,CEDAR VALLEY,Secretary of State,,WRITE-IN,NON,1,1,0,0,0
Navajo,STONE BUTTE,Secretary of State,,WRITE-IN,NON,0,0,0,0,0
Navajo,PIONEER,Secretary of State,,WRITE-IN,NON,7,1,0,0,0
Navajo,ANTELOPE,Secretary of State,,WRITE-IN,NON,4,2,0,0,0
Navajo,JUNIPER,Secretary of State,,WRITE-IN,NON,0,0,0,0,0
Navajo,BISON,Secretary of State,,WRITE-IN,NON,0,0,0,0,0
Navajo,MOGOLLON,Secretary of State,,WRITE-IN,NON,3,1,0,0,0
Navajo,WOODLAND,Secretary of State,,WRITE-IN,NON,1,1,0,0,0
Navajo,SITGREAVES,Secretary of State,,WRITE-IN,NON,9,1,0,0,0
Navajo,SUNRISE,Secretary of State,,WRITE-IN,NON,5,1,0,0,0
Navajo,RED BUTTE,Secretary of State,,OVER VOTES,,2,1,0,0,0
Navajo,PAINTED DESERT,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,HUBBELL,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,Secretary of State,,OVER VOTES,,2,1,0,0,0
Navajo,CEDAR VALLEY,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,STONE BUTTE,Secretary of State,,OVER VOTES,,2,2,0,0,0
Navajo,PIONEER,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,ANTELOPE,Secretary of State,,OVER VOTES,,2,1,0,0,0
Navajo,JUNIPER,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,BISON,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,Secretary of State,,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,Secretary of State,,OVER VOTES,,1,0,0,0,0
Navajo,SUNRISE,Secretary of State,,OVER VOTES,,3,0,0,0,0
Navajo,RED BUTTE,Secretary of State,,UNDER VOTES,,191,125,5,1,0
Navajo,PAINTED DESERT,Secretary of State,,UNDER VOTES,,23,14,0,0,0
Navajo,HUBBELL,Secretary of State,,UNDER VOTES,,7,3,0,0,0
Navajo,BLACK BUTTES,Secretary of State,,UNDER VOTES,,116,41,6,1,0
Navajo,CEDAR VALLEY,Secretary of State,,UNDER VOTES,,26,17,0,0,0
Navajo,STONE BUTTE,Secretary of State,,UNDER VOTES,,11,11,0,0,0
Navajo,PIONEER,Secretary of State,,UNDER VOTES,,135,30,7,2,0
Navajo,ANTELOPE,Secretary of State,,UNDER VOTES,,92,26,5,1,0
Navajo,JUNIPER,Secretary of State,,UNDER VOTES,,37,5,2,0,0
Navajo,BISON,Secretary of State,,UNDER VOTES,,16,9,0,0,0
Navajo,MOGOLLON,Secretary of State,,UNDER VOTES,,66,7,5,0,0
Navajo,WOODLAND,Secretary of State,,UNDER VOTES,,30,4,1,0,0
Navajo,SITGREAVES,Secretary of State,,UNDER VOTES,,183,20,12,3,0
Navajo,SUNRISE,Secretary of State,,UNDER VOTES,,206,66,10,3,0
Navajo,RED BUTTE,Attorney General,,"BRNOVICH, MARK",REP,904,576,26,5,1
Navajo,PAINTED DESERT,Attorney General,,"BRNOVICH, MARK",REP,184,104,6,1,0
Navajo,HUBBELL,Attorney General,,"BRNOVICH, MARK",REP,97,41,4,0,0
Navajo,BLACK BUTTES,Attorney General,,"BRNOVICH, MARK",REP,1349,509,68,13,1
Navajo,CEDAR VALLEY,Attorney General,,"BRNOVICH, MARK",REP,168,119,4,0,0
Navajo,STONE BUTTE,Attorney General,,"BRNOVICH, MARK",REP,61,49,1,0,0
Navajo,PIONEER,Attorney General,,"BRNOVICH, MARK",REP,4334,1659,213,51,2
Navajo,ANTELOPE,Attorney General,,"BRNOVICH, MARK",REP,1390,595,66,12,1
Navajo,JUNIPER,Attorney General,,"BRNOVICH, MARK",REP,704,169,48,4,0
Navajo,BISON,Attorney General,,"BRNOVICH, MARK",REP,599,235,29,6,0
Navajo,MOGOLLON,Attorney General,,"BRNOVICH, MARK",REP,1638,382,111,13,0
Navajo,WOODLAND,Attorney General,,"BRNOVICH, MARK",REP,572,172,32,6,0
Navajo,SITGREAVES,Attorney General,,"BRNOVICH, MARK",REP,4424,1165,281,42,1
Navajo,SUNRISE,Attorney General,,"BRNOVICH, MARK",REP,3430,941,214,31,2
Navajo,RED BUTTE,Attorney General,,"CONTRERAS, JANUARY",DEM,4282,2753,127,21,4
Navajo,PAINTED DESERT,Attorney General,,"CONTRERAS, JANUARY",DEM,604,430,14,1,0
Navajo,HUBBELL,Attorney General,,"CONTRERAS, JANUARY",DEM,87,49,3,0,0
Navajo,BLACK BUTTES,Attorney General,,"CONTRERAS, JANUARY",DEM,2944,1424,125,21,4
Navajo,CEDAR VALLEY,Attorney General,,"CONTRERAS, JANUARY",DEM,775,508,21,3,1
Navajo,STONE BUTTE,Attorney General,,"CONTRERAS, JANUARY",DEM,342,284,5,0,0
Navajo,PIONEER,Attorney General,,"CONTRERAS, JANUARY",DEM,656,185,40,6,0
Navajo,ANTELOPE,Attorney General,,"CONTRERAS, JANUARY",DEM,751,250,42,7,1
Navajo,JUNIPER,Attorney General,,"CONTRERAS, JANUARY",DEM,245,53,17,1,0
Navajo,BISON,Attorney General,,"CONTRERAS, JANUARY",DEM,109,19,7,1,0
Navajo,MOGOLLON,Attorney General,,"CONTRERAS, JANUARY",DEM,436,67,34,2,0
Navajo,WOODLAND,Attorney General,,"CONTRERAS, JANUARY",DEM,208,51,13,2,0
Navajo,SITGREAVES,Attorney General,,"CONTRERAS, JANUARY",DEM,1357,249,98,12,0
Navajo,SUNRISE,Attorney General,,"CONTRERAS, JANUARY",DEM,3219,1590,137,18,7
Navajo,RED BUTTE,Attorney General,,WRITE-IN,NON,14,5,0,0,0
Navajo,PAINTED DESERT,Attorney General,,WRITE-IN,NON,3,3,0,0,0
Navajo,HUBBELL,Attorney General,,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,Attorney General,,WRITE-IN,NON,19,11,0,0,0
Navajo,CEDAR VALLEY,Attorney General,,WRITE-IN,NON,8,7,0,0,0
Navajo,STONE BUTTE,Attorney General,,WRITE-IN,NON,0,0,0,0,0
Navajo,PIONEER,Attorney General,,WRITE-IN,NON,6,3,0,0,0
Navajo,ANTELOPE,Attorney General,,WRITE-IN,NON,3,0,0,0,0
Navajo,JUNIPER,Attorney General,,WRITE-IN,NON,3,0,0,0,0
Navajo,BISON,Attorney General,,WRITE-IN,NON,1,0,0,0,0
Navajo,MOGOLLON,Attorney General,,WRITE-IN,NON,6,1,0,0,0
Navajo,WOODLAND,Attorney General,,WRITE-IN,NON,2,1,0,0,0
Navajo,SITGREAVES,Attorney General,,WRITE-IN,NON,14,3,0,0,0
Navajo,SUNRISE,Attorney General,,WRITE-IN,NON,7,2,0,0,0
Navajo,RED BUTTE,Attorney General,,OVER VOTES,,6,5,0,0,0
Navajo,PAINTED DESERT,Attorney General,,OVER VOTES,,1,0,0,0,0
Navajo,HUBBELL,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,Attorney General,,OVER VOTES,,5,1,0,0,0
Navajo,CEDAR VALLEY,Attorney General,,OVER VOTES,,1,1,0,0,0
Navajo,STONE BUTTE,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,PIONEER,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,ANTELOPE,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,JUNIPER,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,BISON,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,Attorney General,,OVER VOTES,,0,0,0,0,0
Navajo,SUNRISE,Attorney General,,OVER VOTES,,1,1,0,0,0
Navajo,RED BUTTE,Attorney General,,UNDER VOTES,,199,151,4,0,0
Navajo,PAINTED DESERT,Attorney General,,UNDER VOTES,,23,15,0,0,0
Navajo,HUBBELL,Attorney General,,UNDER VOTES,,5,4,0,0,0
Navajo,BLACK BUTTES,Attorney General,,UNDER VOTES,,120,50,5,0,0
Navajo,CEDAR VALLEY,Attorney General,,UNDER VOTES,,34,28,0,0,0
Navajo,STONE BUTTE,Attorney General,,UNDER VOTES,,21,21,0,0,0
Navajo,PIONEER,Attorney General,,UNDER VOTES,,135,39,7,2,0
Navajo,ANTELOPE,Attorney General,,UNDER VOTES,,91,32,4,0,0
Navajo,JUNIPER,Attorney General,,UNDER VOTES,,44,12,2,0,0
Navajo,BISON,Attorney General,,UNDER VOTES,,20,10,0,0,0
Navajo,MOGOLLON,Attorney General,,UNDER VOTES,,69,10,5,0,0
Navajo,WOODLAND,Attorney General,,UNDER VOTES,,29,4,1,0,0
Navajo,SITGREAVES,Attorney General,,UNDER VOTES,,193,29,13,2,0
Navajo,SUNRISE,Attorney General,,UNDER VOTES,,224,77,11,3,0
Navajo,RED BUTTE,State Treasurer,,"YEE, KIMBERLY",REP,910,571,26,5,1
Navajo,PAINTED DESERT,State Treasurer,,"YEE, KIMBERLY",REP,173,94,6,1,0
Navajo,HUBBELL,State Treasurer,,"YEE, KIMBERLY",REP,95,39,5,0,0
Navajo,BLACK BUTTES,State Treasurer,,"YEE, KIMBERLY",REP,1363,511,69,13,1
Navajo,CEDAR VALLEY,State Treasurer,,"YEE, KIMBERLY",REP,177,123,4,0,0
Navajo,STONE BUTTE,State Treasurer,,"YEE, KIMBERLY",REP,57,45,1,0,0
Navajo,PIONEER,State Treasurer,,"YEE, KIMBERLY",REP,4396,1686,216,51,2
Navajo,ANTELOPE,State Treasurer,,"YEE, KIMBERLY",REP,1393,590,66,12,1
Navajo,JUNIPER,State Treasurer,,"YEE, KIMBERLY",REP,722,170,49,5,0
Navajo,BISON,State Treasurer,,"YEE, KIMBERLY",REP,617,230,31,6,0
Navajo,MOGOLLON,State Treasurer,,"YEE, KIMBERLY",REP,1667,386,114,13,0
Navajo,WOODLAND,State Treasurer,,"YEE, KIMBERLY",REP,592,180,33,6,0
Navajo,SITGREAVES,State Treasurer,,"YEE, KIMBERLY",REP,4495,1176,287,42,1
Navajo,SUNRISE,State Treasurer,,"YEE, KIMBERLY",REP,3486,926,221,31,2
Navajo,RED BUTTE,State Treasurer,,"MANOIL, MARK",DEM,4274,2752,126,21,4
Navajo,PAINTED DESERT,State Treasurer,,"MANOIL, MARK",DEM,613,438,14,1,1
Navajo,HUBBELL,State Treasurer,,"MANOIL, MARK",DEM,85,50,2,0,0
Navajo,BLACK BUTTES,State Treasurer,,"MANOIL, MARK",DEM,2941,1426,125,21,4
Navajo,CEDAR VALLEY,State Treasurer,,"MANOIL, MARK",DEM,777,513,21,3,2
Navajo,STONE BUTTE,State Treasurer,,"MANOIL, MARK",DEM,354,296,5,0,0
Navajo,PIONEER,State Treasurer,,"MANOIL, MARK",DEM,580,158,36,6,0
Navajo,ANTELOPE,State Treasurer,,"MANOIL, MARK",DEM,731,251,40,6,0
Navajo,JUNIPER,State Treasurer,,"MANOIL, MARK",DEM,230,52,16,1,0
Navajo,BISON,State Treasurer,,"MANOIL, MARK",DEM,91,22,5,1,0
Navajo,MOGOLLON,State Treasurer,,"MANOIL, MARK",DEM,405,61,31,2,0
Navajo,WOODLAND,State Treasurer,,"MANOIL, MARK",DEM,183,43,12,1,0
Navajo,SITGREAVES,State Treasurer,,"MANOIL, MARK",DEM,1251,229,91,10,0
Navajo,SUNRISE,State Treasurer,,"MANOIL, MARK",DEM,3129,1588,128,18,7
Navajo,RED BUTTE,State Treasurer,,WRITE-IN,NON,21,11,0,0,0
Navajo,PAINTED DESERT,State Treasurer,,WRITE-IN,NON,2,2,0,0,0
Navajo,HUBBELL,State Treasurer,,WRITE-IN,NON,0,0,0,0,0
Navajo,BLACK BUTTES,State Treasurer,,WRITE-IN,NON,16,9,0,0,0
Navajo,CEDAR VALLEY,State Treasurer,,WRITE-IN,NON,4,3,0,0,0
Navajo,STONE BUTTE,State Treasurer,,WRITE-IN,NON,1,1,0,0,0
Navajo,PIONEER,State Treasurer,,WRITE-IN,NON,7,2,0,0,0
Navajo,ANTELOPE,State Treasurer,,WRITE-IN,NON,2,1,0,0,0
Navajo,JUNIPER,State Treasurer,,WRITE-IN,NON,1,1,0,0,0
Navajo,BISON,State Treasurer,,WRITE-IN,NON,0,0,0,0,0
Navajo,MOGOLLON,State Treasurer,,WRITE-IN,NON,5,0,0,0,0
Navajo,WOODLAND,State Treasurer,,WRITE-IN,NON,0,0,0,0,0
Navajo,SITGREAVES,State Treasurer,,WRITE-IN,NON,8,2,0,0,0
Navajo,SUNRISE,State Treasurer,,WRITE-IN,NON,16,11,0,0,0
Navajo,RED BUTTE,State Treasurer,,OVER VOTES,,3,2,0,0,0
Navajo,PAINTED DESERT,State Treasurer,,OVER VOTES,,1,0,0,0,0
Navajo,HUBBELL,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,BLACK BUTTES,State Treasurer,,OVER VOTES,,3,2,0,0,0
Navajo,CEDAR VALLEY,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,STONE BUTTE,State Treasurer,,OVER VOTES,,1,1,0,0,0
Navajo,PIONEER,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,ANTELOPE,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,JUNIPER,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,BISON,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,MOGOLLON,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,WOODLAND,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,SITGREAVES,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,SUNRISE,State Treasurer,,OVER VOTES,,0,0,0,0,0
Navajo,RED BUTTE,State Treasurer,,UNDER VOTES,,197,154,4,0,0
Navajo,PAINTED DESERT,State Treasurer,,UNDER VOTES,,26,18,0,0,0
Navajo,HUBBELL,State Treasurer,,UNDER VOTES,,9,5,0,0,0
Navajo,BLACK BUTTES,State Treasurer,,UNDER VOTES,,114,47,5,1,0
Navajo,CEDAR VALLEY,State Treasurer,,UNDER VOTES,,28,24,0,0,0
Navajo,STONE BUTTE,State Treasurer,,UNDER VOTES,,11,11,0,0,0
Navajo,PIONEER,State Treasurer,,UNDER VOTES,,148,40,8,2,0
Navajo,ANTELOPE,State Treasurer,,UNDER VOTES,,109,35,5,1,0
Navajo,JUNIPER,State Treasurer,,UNDER VOTES,,43,11,2,0,0
Navajo,BISON,State Treasurer,,UNDER VOTES,,21,12,0,0,0
Navajo,MOGOLLON,State Treasurer,,UNDER VOTES,,72,13,5,0,0
Navajo,WOODLAND,State Treasurer,,UNDER VOTES,,36,5,2,0,0
Navajo,SITGREAVES,State Treasurer,,UNDER VOTES,,234,39,15,4,0
Navajo,SUNRISE,State Treasurer,,UNDER VOTES,,250,86,12,3,0
Navajo,RED BUTTE,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,752,502,20,4,0
Navajo,PAINTED DESERT,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,143,73,5,1,0
Navajo,HUBBELL,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,89,39,4,0,0
