county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 020,PROPOSITION 125,,NO,NON,67,40,16,8,0,
Yuma,PRECINCT 021,PROPOSITION 125,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 125,,NO,NON,76,54,14,6,1,
Yuma,PRECINCT 023,PROPOSITION 125,,NO,NON,67,52,10,4,0,
Yuma,PRECINCT 024,PROPOSITION 125,,NO,NON,169,136,21,10,1,
Yuma,PRECINCT 025,PROPOSITION 125,,NO,NON,84,61,14,8,0,
Yuma,PRECINCT 026,PROPOSITION 125,,NO,NON,15,8,2,3,0,
Yuma,PRECINCT 027,PROPOSITION 125,,NO,NON,24,15,4,3,0,
Yuma,PRECINCT 028,PROPOSITION 125,,NO,NON,16,9,3,3,0,
Yuma,PRECINCT 029,PROPOSITION 125,,NO,NON,77,35,20,20,0,
Yuma,PRECINCT 030,PROPOSITION 125,,NO,NON,71,28,19,23,0,
Yuma,PRECINCT 031,PROPOSITION 125,,NO,NON,94,37,25,29,1,
Yuma,PRECINCT 032,PROPOSITION 125,,NO,NON,31,20,7,3,0,
Yuma,PRECINCT 033,PROPOSITION 125,,NO,NON,18,12,3,2,0,
Yuma,PRECINCT 034,PROPOSITION 125,,NO,NON,18,11,3,2,0,
Yuma,PRECINCT 035,PROPOSITION 125,,NO,NON,46,29,9,5,0,
Yuma,PRECINCT 036,PROPOSITION 125,,NO,NON,55,35,12,6,0,
Yuma,PRECINCT 037,PROPOSITION 125,,NO,NON,45,29,10,4,1,
Yuma,PRECINCT 038,PROPOSITION 125,,NO,NON,53,33,10,9,0,
Yuma,PRECINCT 039,PROPOSITION 125,,NO,NON,50,33,10,6,1,
Yuma,PRECINCT 040,PROPOSITION 125,,NO,NON,58,38,11,6,0,
Yuma,PRECINCT 041,PROPOSITION 125,,NO,NON,62,37,12,11,1,
Yuma,PRECINCT 042,PROPOSITION 125,,NO,NON,66,41,11,12,1,
Yuma,PRECINCT 043,PROPOSITION 125,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 125,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 003,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 005,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 006,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 007,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 008,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 125,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 125,,UNDER VOTES,,3,2,1,0,0,
Yuma,PRECINCT 002,PROPOSITION 125,,UNDER VOTES,,2,1,1,0,0,
Yuma,PRECINCT 003,PROPOSITION 125,,UNDER VOTES,,3,1,0,0,0,
Yuma,PRECINCT 004,PROPOSITION 125,,UNDER VOTES,,10,6,1,1,0,
Yuma,PRECINCT 005,PROPOSITION 125,,UNDER VOTES,,7,4,1,1,0,
Yuma,PRECINCT 006,PROPOSITION 125,,UNDER VOTES,,7,2,2,2,0,
Yuma,PRECINCT 007,PROPOSITION 125,,UNDER VOTES,,10,5,2,2,0,
Yuma,PRECINCT 008,PROPOSITION 125,,UNDER VOTES,,4,3,1,0,0,
Yuma,PRECINCT 009,PROPOSITION 125,,UNDER VOTES,,6,4,1,1,0,
Yuma,PRECINCT 010,PROPOSITION 125,,UNDER VOTES,,11,8,1,1,0,
Yuma,PRECINCT 011,PROPOSITION 125,,UNDER VOTES,,5,3,0,0,0,
Yuma,PRECINCT 012,PROPOSITION 125,,UNDER VOTES,,7,5,1,0,0,
Yuma,PRECINCT 013,PROPOSITION 125,,UNDER VOTES,,5,3,1,0,0,
Yuma,PRECINCT 014,PROPOSITION 125,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 015,PROPOSITION 125,,UNDER VOTES,,9,6,0,1,1,
Yuma,PRECINCT 016,PROPOSITION 125,,UNDER VOTES,,8,5,1,1,0,
Yuma,PRECINCT 017,PROPOSITION 125,,UNDER VOTES,,12,8,2,1,0,
Yuma,PRECINCT 018,PROPOSITION 125,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,PROPOSITION 125,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 125,,UNDER VOTES,,10,6,2,1,0,
Yuma,PRECINCT 021,PROPOSITION 125,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 125,,UNDER VOTES,,7,5,1,1,0,
Yuma,PRECINCT 023,PROPOSITION 125,,UNDER VOTES,,8,7,0,0,0,
Yuma,PRECINCT 024,PROPOSITION 125,,UNDER VOTES,,20,16,2,2,0,
Yuma,PRECINCT 025,PROPOSITION 125,,UNDER VOTES,,13,9,1,1,0,
Yuma,PRECINCT 026,PROPOSITION 125,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,PROPOSITION 125,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 028,PROPOSITION 125,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 029,PROPOSITION 125,,UNDER VOTES,,8,3,3,1,0,
Yuma,PRECINCT 030,PROPOSITION 125,,UNDER VOTES,,6,3,1,1,0,
Yuma,PRECINCT 031,PROPOSITION 125,,UNDER VOTES,,11,5,2,4,0,
Yuma,PRECINCT 032,PROPOSITION 125,,UNDER VOTES,,4,2,1,0,0,
Yuma,PRECINCT 033,PROPOSITION 125,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 034,PROPOSITION 125,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 035,PROPOSITION 125,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 036,PROPOSITION 125,,UNDER VOTES,,7,4,1,1,0,
Yuma,PRECINCT 037,PROPOSITION 125,,UNDER VOTES,,6,3,1,0,0,
Yuma,PRECINCT 038,PROPOSITION 125,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 039,PROPOSITION 125,,UNDER VOTES,,7,5,1,1,0,
Yuma,PRECINCT 040,PROPOSITION 125,,UNDER VOTES,,6,4,0,0,0,
Yuma,PRECINCT 041,PROPOSITION 125,,UNDER VOTES,,7,4,1,2,0,
Yuma,PRECINCT 042,PROPOSITION 125,,UNDER VOTES,,7,3,1,1,0,
Yuma,PRECINCT 043,PROPOSITION 125,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 125,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 126,,YES,NON,29,19,5,3,0,
Yuma,PRECINCT 002,PROPOSITION 126,,YES,NON,36,20,9,5,0,
Yuma,PRECINCT 003,PROPOSITION 126,,YES,NON,31,19,6,4,1,
Yuma,PRECINCT 004,PROPOSITION 126,,YES,NON,112,75,21,14,1,
Yuma,PRECINCT 005,PROPOSITION 126,,YES,NON,79,53,12,12,1,
Yuma,PRECINCT 006,PROPOSITION 126,,YES,NON,62,33,13,14,1,
Yuma,PRECINCT 007,PROPOSITION 126,,YES,NON,74,39,16,17,1,
Yuma,PRECINCT 008,PROPOSITION 126,,YES,NON,51,41,5,4,0,
Yuma,PRECINCT 009,PROPOSITION 126,,YES,NON,83,52,17,12,0,
Yuma,PRECINCT 010,PROPOSITION 126,,YES,NON,156,113,25,14,3,
Yuma,PRECINCT 011,PROPOSITION 126,,YES,NON,85,51,20,12,1,
Yuma,PRECINCT 012,PROPOSITION 126,,YES,NON,81,58,15,7,0,
Yuma,PRECINCT 013,PROPOSITION 126,,YES,NON,50,31,9,8,1,
Yuma,PRECINCT 014,PROPOSITION 126,,YES,NON,18,11,5,1,0,
Yuma,PRECINCT 015,PROPOSITION 126,,YES,NON,88,58,19,8,1,
Yuma,PRECINCT 016,PROPOSITION 126,,YES,NON,66,43,12,8,0,
Yuma,PRECINCT 017,PROPOSITION 126,,YES,NON,134,97,23,12,1,
Yuma,PRECINCT 018,PROPOSITION 126,,YES,NON,9,5,2,0,0,
Yuma,PRECINCT 019,PROPOSITION 126,,YES,NON,4,3,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 126,,YES,NON,92,59,21,10,0,
Yuma,PRECINCT 021,PROPOSITION 126,,YES,NON,1,0,1,0,0,
Yuma,PRECINCT 022,PROPOSITION 126,,YES,NON,101,68,21,10,1,
Yuma,PRECINCT 023,PROPOSITION 126,,YES,NON,98,78,14,5,0,
Yuma,PRECINCT 024,PROPOSITION 126,,YES,NON,258,206,32,16,2,
Yuma,PRECINCT 025,PROPOSITION 126,,YES,NON,133,99,19,12,1,
Yuma,PRECINCT 026,PROPOSITION 126,,YES,NON,19,12,2,3,0,
Yuma,PRECINCT 027,PROPOSITION 126,,YES,NON,29,19,6,3,0,
Yuma,PRECINCT 028,PROPOSITION 126,,YES,NON,17,9,4,3,0,
Yuma,PRECINCT 029,PROPOSITION 126,,YES,NON,66,35,13,17,0,
Yuma,PRECINCT 030,PROPOSITION 126,,YES,NON,63,32,13,16,0,
Yuma,PRECINCT 031,PROPOSITION 126,,YES,NON,88,40,16,30,0,
Yuma,PRECINCT 032,PROPOSITION 126,,YES,NON,35,21,7,6,0,
Yuma,PRECINCT 033,PROPOSITION 126,,YES,NON,22,15,5,1,0,
Yuma,PRECINCT 034,PROPOSITION 126,,YES,NON,30,20,5,4,0,
Yuma,PRECINCT 035,PROPOSITION 126,,YES,NON,66,44,14,6,0,
Yuma,PRECINCT 036,PROPOSITION 126,,YES,NON,74,49,14,8,1,
Yuma,PRECINCT 037,PROPOSITION 126,,YES,NON,52,32,12,6,1,
Yuma,PRECINCT 038,PROPOSITION 126,,YES,NON,66,43,11,9,1,
Yuma,PRECINCT 039,PROPOSITION 126,,YES,NON,68,45,14,8,1,
Yuma,PRECINCT 040,PROPOSITION 126,,YES,NON,70,49,13,7,0,
Yuma,PRECINCT 041,PROPOSITION 126,,YES,NON,84,52,17,13,1,
Yuma,PRECINCT 042,PROPOSITION 126,,YES,NON,84,51,16,14,1,
Yuma,PRECINCT 043,PROPOSITION 126,,YES,NON,1,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 126,,YES,NON,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 126,,NO,NON,14,8,4,1,0,
Yuma,PRECINCT 002,PROPOSITION 126,,NO,NON,19,10,6,2,0,
Yuma,PRECINCT 003,PROPOSITION 126,,NO,NON,18,12,3,1,0,
Yuma,PRECINCT 004,PROPOSITION 126,,NO,NON,52,32,11,8,0,
Yuma,PRECINCT 005,PROPOSITION 126,,NO,NON,37,24,6,5,0,
Yuma,PRECINCT 006,PROPOSITION 126,,NO,NON,34,14,10,8,0,
Yuma,PRECINCT 007,PROPOSITION 126,,NO,NON,51,19,17,13,1,
Yuma,PRECINCT 008,PROPOSITION 126,,NO,NON,23,18,3,1,0,
Yuma,PRECINCT 009,PROPOSITION 126,,NO,NON,29,17,6,5,0,
Yuma,PRECINCT 010,PROPOSITION 126,,NO,NON,58,38,10,8,1,
Yuma,PRECINCT 011,PROPOSITION 126,,NO,NON,35,20,9,5,0,
Yuma,PRECINCT 012,PROPOSITION 126,,NO,NON,39,27,6,4,0,
Yuma,PRECINCT 013,PROPOSITION 126,,NO,NON,23,13,5,3,0,
Yuma,PRECINCT 014,PROPOSITION 126,,NO,NON,8,5,2,0,0,
Yuma,PRECINCT 015,PROPOSITION 126,,NO,NON,43,29,8,3,0,
Yuma,PRECINCT 016,PROPOSITION 126,,NO,NON,28,18,6,3,1,
Yuma,PRECINCT 017,PROPOSITION 126,,NO,NON,41,30,7,3,0,
Yuma,PRECINCT 018,PROPOSITION 126,,NO,NON,3,1,1,0,0,
Yuma,PRECINCT 019,PROPOSITION 126,,NO,NON,3,2,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 126,,NO,NON,35,19,10,4,1,
Yuma,PRECINCT 021,PROPOSITION 126,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 126,,NO,NON,39,27,7,4,0,
Yuma,PRECINCT 023,PROPOSITION 126,,NO,NON,34,24,5,3,0,
Yuma,PRECINCT 024,PROPOSITION 126,,NO,NON,75,60,10,4,0,
Yuma,PRECINCT 025,PROPOSITION 126,,NO,NON,51,37,8,4,0,
Yuma,PRECINCT 026,PROPOSITION 126,,NO,NON,8,4,1,1,0,
Yuma,PRECINCT 027,PROPOSITION 126,,NO,NON,15,10,3,2,0,
Yuma,PRECINCT 028,PROPOSITION 126,,NO,NON,11,7,2,1,0,
Yuma,PRECINCT 029,PROPOSITION 126,,NO,NON,59,23,18,16,0,
Yuma,PRECINCT 030,PROPOSITION 126,,NO,NON,56,21,16,18,0,
Yuma,PRECINCT 031,PROPOSITION 126,,NO,NON,70,25,23,20,0,
Yuma,PRECINCT 032,PROPOSITION 126,,NO,NON,20,11,5,3,0,
Yuma,PRECINCT 033,PROPOSITION 126,,NO,NON,10,6,2,2,0,
Yuma,PRECINCT 034,PROPOSITION 126,,NO,NON,10,6,2,1,0,
Yuma,PRECINCT 035,PROPOSITION 126,,NO,NON,29,19,5,3,0,
Yuma,PRECINCT 036,PROPOSITION 126,,NO,NON,38,23,9,5,0,
Yuma,PRECINCT 037,PROPOSITION 126,,NO,NON,33,21,8,3,0,
Yuma,PRECINCT 038,PROPOSITION 126,,NO,NON,33,19,9,4,0,
Yuma,PRECINCT 039,PROPOSITION 126,,NO,NON,36,23,7,4,1,
Yuma,PRECINCT 040,PROPOSITION 126,,NO,NON,39,25,7,5,0,
Yuma,PRECINCT 041,PROPOSITION 126,,NO,NON,39,22,7,8,0,
Yuma,PRECINCT 042,PROPOSITION 126,,NO,NON,44,26,8,8,0,
Yuma,PRECINCT 043,PROPOSITION 126,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 126,,NO,NON,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 003,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 005,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 006,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 007,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 008,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 126,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 126,,UNDER VOTES,,3,1,1,0,0,
Yuma,PRECINCT 002,PROPOSITION 126,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 003,PROPOSITION 126,,UNDER VOTES,,3,1,0,0,0,
Yuma,PRECINCT 004,PROPOSITION 126,,UNDER VOTES,,8,5,1,0,0,
Yuma,PRECINCT 005,PROPOSITION 126,,UNDER VOTES,,4,2,0,1,0,
Yuma,PRECINCT 006,PROPOSITION 126,,UNDER VOTES,,5,2,2,1,0,
Yuma,PRECINCT 007,PROPOSITION 126,,UNDER VOTES,,7,3,2,1,0,
Yuma,PRECINCT 008,PROPOSITION 126,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 009,PROPOSITION 126,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 010,PROPOSITION 126,,UNDER VOTES,,7,5,0,1,0,
Yuma,PRECINCT 011,PROPOSITION 126,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 012,PROPOSITION 126,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 013,PROPOSITION 126,,UNDER VOTES,,3,2,1,0,0,
Yuma,PRECINCT 014,PROPOSITION 126,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 015,PROPOSITION 126,,UNDER VOTES,,5,3,0,0,1,
Yuma,PRECINCT 016,PROPOSITION 126,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 017,PROPOSITION 126,,UNDER VOTES,,7,4,1,1,0,
Yuma,PRECINCT 018,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 126,,UNDER VOTES,,6,3,2,0,0,
Yuma,PRECINCT 021,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 126,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 023,PROPOSITION 126,,UNDER VOTES,,4,4,0,0,0,
Yuma,PRECINCT 024,PROPOSITION 126,,UNDER VOTES,,12,9,1,1,0,
Yuma,PRECINCT 025,PROPOSITION 126,,UNDER VOTES,,8,6,1,0,0,
Yuma,PRECINCT 026,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,PROPOSITION 126,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 028,PROPOSITION 126,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 029,PROPOSITION 126,,UNDER VOTES,,6,2,2,1,0,
Yuma,PRECINCT 030,PROPOSITION 126,,UNDER VOTES,,5,2,1,1,0,
Yuma,PRECINCT 031,PROPOSITION 126,,UNDER VOTES,,7,3,1,2,0,
Yuma,PRECINCT 032,PROPOSITION 126,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 033,PROPOSITION 126,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 034,PROPOSITION 126,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 035,PROPOSITION 126,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 036,PROPOSITION 126,,UNDER VOTES,,5,2,1,0,0,
Yuma,PRECINCT 037,PROPOSITION 126,,UNDER VOTES,,4,2,1,0,0,
Yuma,PRECINCT 038,PROPOSITION 126,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 039,PROPOSITION 126,,UNDER VOTES,,5,3,1,0,0,
Yuma,PRECINCT 040,PROPOSITION 126,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 041,PROPOSITION 126,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 042,PROPOSITION 126,,UNDER VOTES,,5,2,1,1,0,
Yuma,PRECINCT 043,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,PROPOSITION 126,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,PROPOSITION 127,,YES,NON,11,6,3,1,0,
Yuma,PRECINCT 002,PROPOSITION 127,,YES,NON,14,8,3,2,0,
Yuma,PRECINCT 003,PROPOSITION 127,,YES,NON,11,6,2,1,0,
Yuma,PRECINCT 004,PROPOSITION 127,,YES,NON,39,26,8,4,0,
Yuma,PRECINCT 005,PROPOSITION 127,,YES,NON,23,15,4,3,0,
Yuma,PRECINCT 006,PROPOSITION 127,,YES,NON,26,11,6,7,0,
Yuma,PRECINCT 007,PROPOSITION 127,,YES,NON,35,14,10,10,0,
Yuma,PRECINCT 008,PROPOSITION 127,,YES,NON,14,10,1,1,0,
Yuma,PRECINCT 009,PROPOSITION 127,,YES,NON,18,11,3,3,0,
Yuma,PRECINCT 010,PROPOSITION 127,,YES,NON,44,31,7,4,1,
Yuma,PRECINCT 011,PROPOSITION 127,,YES,NON,23,12,6,3,1,
Yuma,PRECINCT 012,PROPOSITION 127,,YES,NON,22,15,3,3,0,
Yuma,PRECINCT 013,PROPOSITION 127,,YES,NON,17,10,4,2,0,
Yuma,PRECINCT 014,PROPOSITION 127,,YES,NON,4,2,1,0,0,
Yuma,PRECINCT 015,PROPOSITION 127,,YES,NON,29,19,6,3,0,
Yuma,PRECINCT 016,PROPOSITION 127,,YES,NON,21,14,4,2,0,
Yuma,PRECINCT 017,PROPOSITION 127,,YES,NON,34,25,5,3,0,
Yuma,PRECINCT 018,PROPOSITION 127,,YES,NON,1,0,1,0,0,
Yuma,PRECINCT 019,PROPOSITION 127,,YES,NON,1,1,0,0,0,
Yuma,PRECINCT 020,PROPOSITION 127,,YES,NON,22,14,4,2,0,
Yuma,PRECINCT 021,PROPOSITION 127,,YES,NON,0,0,0,0,0,
Yuma,PRECINCT 022,PROPOSITION 127,,YES,NON,29,20,5,3,0,
Yuma,PRECINCT 023,PROPOSITION 127,,YES,NON,25,20,4,1,0,
Yuma,PRECINCT 024,PROPOSITION 127,,YES,NON,56,43,8,3,0,
Yuma,PRECINCT 025,PROPOSITION 127,,YES,NON,34,26,4,3,0,
Yuma,PRECINCT 026,PROPOSITION 127,,YES,NON,7,4,1,1,0,
Yuma,PRECINCT 027,PROPOSITION 127,,YES,NON,11,6,3,1,0,
Yuma,PRECINCT 028,PROPOSITION 127,,YES,NON,6,3,2,0,0,
