county,office,district,party,candidate,votes,winner,write-in,notes
Pima,U.S. House,8,DEM,"Jeffrey ""Jeff"" Chimene",3469,,,
Pinal,U.S. House,8,DEM,"Jeffrey ""Jeff"" Chimene",92,,,
Santa Cruz,U.S. House,8,DEM,"Jeffrey ""Jeff"" Chimene",113,,,
,U.S. House,8,DEM,"Jeffrey ""Jeff"" Chimene",5093,,,
Cochise,U.S. House,8,DEM,Tim Sultan,2039,,,
Pima,U.S. House,8,DEM,Tim Sultan,6861,,,
Pinal,U.S. House,8,DEM,Tim Sultan,194,,,
Santa Cruz,U.S. House,8,DEM,Tim Sultan,83,,,
,U.S. House,8,DEM,Tim Sultan,9177,,,
Cochise,U.S. House,8,LBT,Robert Anderson,85,,,
Pima,U.S. House,8,LBT,Robert Anderson,292,,,
Pinal,U.S. House,8,LBT,Robert Anderson,3,,,
Santa Cruz,U.S. House,8,LBT,Robert Anderson,5,,,
,U.S. House,8,LBT,Robert Anderson,385,True,,
Cochise,U.S. House,8,REP,Randy Graf,5607,,,
Pima,U.S. House,8,REP,Randy Graf,20181,,,
Pinal,U.S. House,8,REP,Randy Graf,643,,,
Santa Cruz,U.S. House,8,REP,Randy Graf,255,,,
,U.S. House,8,REP,Randy Graf,26686,,,
Cochise,U.S. House,8,REP,Jim Kolbe,4953,,,
Pima,U.S. House,8,REP,Jim Kolbe,29449,,,
Pinal,U.S. House,8,REP,Jim Kolbe,1311,,,
Santa Cruz,U.S. House,8,REP,Jim Kolbe,326,,,
,U.S. House,8,REP,Jim Kolbe,36039,True,,
Coconino,State Senate,1,DEM,Susan E. Friedman,1551,,,
Yavapai,State Senate,1,DEM,Susan E. Friedman,5663,,,
,State Senate,1,DEM,Susan E. Friedman,7214,True,,
Coconino,State Senate,1,REP,Ken Bennett,1348,,,
Yavapai,State Senate,1,REP,Ken Bennett,16118,,,
,State Senate,1,REP,Ken Bennett,17466,True,,
Apache,State Senate,2,DEM,Albert Hale,7199,,,
Coconino,State Senate,2,DEM,Albert Hale,5038,,,
Mohave,State Senate,2,DEM,Albert Hale,43,,,
Navajo,State Senate,2,DEM,Albert Hale,2977,,,
Yavapai,State Senate,2,DEM,Albert Hale,0,,,
,State Senate,2,DEM,Albert Hale,15257,True,,
Coconino,State Senate,3,REP,Ron Gould,63,,,
La Paz,State Senate,3,REP,Ron Gould,176,,,
Mohave,State Senate,3,REP,Ron Gould,6717,,,
,State Senate,3,REP,Ron Gould,6956,True,,
Coconino,State Senate,3,REP,Joe Hart,220,,,
La Paz,State Senate,3,REP,Joe Hart,256,,,
Mohave,State Senate,3,REP,Joe Hart,4838,,,
,State Senate,3,REP,Joe Hart,5314,,,
Coconino,State Senate,3,REP,Bill Wagner,128,,,
La Paz,State Senate,3,REP,Bill Wagner,225,,,
Mohave,State Senate,3,REP,Bill Wagner,4846,,,
,State Senate,3,REP,Bill Wagner,5199,,,
Maricopa,State Senate,4,REP,Susan Burke,8746,,,
Yavapai,State Senate,4,REP,Susan Burke,1045,,,
,State Senate,4,REP,Susan Burke,9791,,,
Maricopa,State Senate,4,REP,Jack W. Harper,13336,,,
Yavapai,State Senate,4,REP,Jack W. Harper,1688,,,
,State Senate,4,REP,Jack W. Harper,15024,True,,
Apache,State Senate,5,DEM,Cameron Udall,1415,,,
Coconino,State Senate,5,DEM,Cameron Udall,0,,,
Gila,State Senate,5,DEM,Cameron Udall,4076,,,
Graham,State Senate,5,DEM,Cameron Udall,2577,,,
Greenlee,State Senate,5,DEM,Cameron Udall,1352,,,
Navajo,State Senate,5,DEM,Cameron Udall,2525,,,
Pinal,State Senate,5,DEM,Cameron Udall,0,,,
,State Senate,5,DEM,Cameron Udall,11945,True,,
Apache,State Senate,5,REP,Jake Flake,870,,,
Coconino,State Senate,5,REP,Jake Flake,0,,,
Gila,State Senate,5,REP,Jake Flake,3445,,,
Graham,State Senate,5,REP,Jake Flake,2095,,,
Greenlee,State Senate,5,REP,Jake Flake,319,,,
Navajo,State Senate,5,REP,Jake Flake,3875,,,
Pinal,State Senate,5,REP,Jake Flake,0,,,
,State Senate,5,REP,Jake Flake,10604,True,,
Maricopa,State Senate,6,DEM,Marla Wing,3521,,,
,State Senate,6,DEM,Marla Wing,3521,True,,
Maricopa,State Senate,6,REP,Dean Martin,11441,,,
,State Senate,6,REP,Dean Martin,11441,True,,
Maricopa,State Senate,7,DEM,John B. Vannucci,3508,,,
,State Senate,7,DEM,John B. Vannucci,3508,True,,
Maricopa,State Senate,7,REP,Jim Waring,12048,,,
,State Senate,7,REP,Jim Waring,12048,True,,
Maricopa,State Senate,8,DEM,Stuart M. Turnansky,4132,,,
,State Senate,8,DEM,Stuart M. Turnansky,4132,True,,
Maricopa,State Senate,8,LBT,Orville Weyrich,65,,,
,State Senate,8,LBT,Orville Weyrich,65,True,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,11157,,,
,State Senate,8,REP,Carolyn S. Allen,11157,True,,
Maricopa,State Senate,8,REP,Robert Ditchey,7664,,,
,State Senate,8,REP,Robert Ditchey,7664,,,
Maricopa,State Senate,9,DEM,Steve Poe,6677,,,
,State Senate,9,DEM,Steve Poe,6677,True,,
Maricopa,State Senate,9,REP,Robert Bob Burns,16324,,,
,State Senate,9,REP,Robert Bob Burns,16324,True,,
Maricopa,State Senate,10,DEM,Lydia Guzman,3987,,,
,State Senate,10,DEM,Lydia Guzman,3987,True,,
Maricopa,State Senate,10,REP,Linda Gray,8159,,,
,State Senate,10,REP,Linda Gray,8159,True,,
Maricopa,State Senate,11,DEM,Seth Apfel,5957,,,
,State Senate,11,DEM,Seth Apfel,5957,True,,
Maricopa,State Senate,11,LBT,Sean Nottingham,110,,,
,State Senate,11,LBT,Sean Nottingham,110,True,,
Maricopa,State Senate,11,REP,Barbara Leff,14288,,,
,State Senate,11,REP,Barbara Leff,14288,True,,
Maricopa,State Senate,12,DEM,Kathi Foster,5035,,,
,State Senate,12,DEM,Kathi Foster,5035,True,,
Maricopa,State Senate,12,REP,Robert Blendu,10635,,,
,State Senate,12,REP,Robert Blendu,10635,True,,
Maricopa,State Senate,13,DEM,Richard Miranda,3426,,,
,State Senate,13,DEM,Richard Miranda,3426,True,,
Maricopa,State Senate,14,DEM,Bill Brotherton,2571,,,
,State Senate,14,DEM,Bill Brotherton,2571,True,,
Maricopa,State Senate,15,DEM,Ken Cheuvront,5490,,,
,State Senate,15,DEM,Ken Cheuvront,5490,True,,
Maricopa,State Senate,15,REP,Andrew Smigielski,4109,,,
,State Senate,15,REP,Andrew Smigielski,4109,True,,
Maricopa,State Senate,16,DEM,Linda Aguirre,4404,,,
,State Senate,16,DEM,Linda Aguirre,4404,True,,
Maricopa,State Senate,17,DEM,Harry Mitchell,5390,,,
,State Senate,17,DEM,Harry Mitchell,5390,True,,
Maricopa,State Senate,17,REP,Jesse J. Hernandez,7483,,,
,State Senate,17,REP,Jesse J. Hernandez,7483,True,,
Maricopa,State Senate,18,REP,Karen Johnson,6159,,,
,State Senate,18,REP,Karen Johnson,6159,True,,
Maricopa,State Senate,18,REP,Mary Jo Vecchiarelli,5435,,,
,State Senate,18,REP,Mary Jo Vecchiarelli,5435,,,
Maricopa,State Senate,19,REP,Marilyn Jarrett,14314,,,
,State Senate,19,REP,Marilyn Jarrett,14314,True,,
Maricopa,State Senate,20,LBT,Warren Severin,20,,True,
,State Senate,20,LBT,Warren Severin,20,,True,
Maricopa,State Senate,20,REP,John Huppenthal,9734,,,
,State Senate,20,REP,John Huppenthal,9734,True,,
Maricopa,State Senate,20,REP,Slade Mead,6471,,,
,State Senate,20,REP,Slade Mead,6471,,,
Maricopa,State Senate,21,REP,Jay Tibshraeny,13342,,,
,State Senate,21,REP,Jay Tibshraeny,13342,True,,
Maricopa,State Senate,22,REP,Thayer Verschoor,12965,,,
Pinal,State Senate,22,REP,Thayer Verschoor,1051,,,
,State Senate,22,REP,Thayer Verschoor,14016,True,,
Gila,State Senate,23,DEM,"Robert ""Bob"" Mitchell",60,,,
Maricopa,State Senate,23,DEM,"Robert ""Bob"" Mitchell",128,,,
Pinal,State Senate,23,DEM,"Robert ""Bob"" Mitchell",4297,,,
,State Senate,23,DEM,"Robert ""Bob"" Mitchell",4485,,,
Gila,State Senate,23,DEM,Rebecca Rios,213,,,
Maricopa,State Senate,23,DEM,Rebecca Rios,411,,,
Pinal,State Senate,23,DEM,Rebecca Rios,4738,,,
,State Senate,23,DEM,Rebecca Rios,5362,True,,
La Paz,State Senate,24,DEM,Robert Cannell,414,,,
Yuma,State Senate,24,DEM,Robert Cannell,6684,,,
,State Senate,24,DEM,Robert Cannell,7098,True,,
La Paz,State Senate,24,LBT,Rodney Martin,7,,,
Yuma,State Senate,24,LBT,Rodney Martin,78,,,
,State Senate,24,LBT,Rodney Martin,85,True,,
Cochise,State Senate,25,DEM,Marsha Arzberger,5421,,,
Maricopa,State Senate,25,DEM,Marsha Arzberger,184,,,
Pima,State Senate,25,DEM,Marsha Arzberger,2238,,,
Pinal,State Senate,25,DEM,Marsha Arzberger,161,,,
Santa Cruz,State Senate,25,DEM,Marsha Arzberger,2501,,,
,State Senate,25,DEM,Marsha Arzberger,10505,True,,
Cochise,State Senate,25,REP,L. E. (Les,5188,,,
Maricopa,State Senate,25,REP,L. E. (Les,231,,,
Pima,State Senate,25,REP,L. E. (Les,2204,,,
Pinal,State Senate,25,REP,L. E. (Les,155,,,
Santa Cruz,State Senate,25,REP,L. E. (Les,590,,,
,State Senate,25,REP,L. E. (Les,8368,,,
Pima,State Senate,26,REP,Toni Hellon,13618,,,
Pinal,State Senate,26,REP,Toni Hellon,1475,,,
,State Senate,26,REP,Toni Hellon,15093,True,,
Pima,State Senate,27,DEM,Jorge Luis Garcia,4307,,,
,State Senate,27,DEM,Jorge Luis Garcia,4307,True,,
Pima,State Senate,27,DEM,Jes�s Romo,3349,,,
,State Senate,27,DEM,Jes�s Romo,3349,,,
Pima,State Senate,28,DEM,Gabrielle Giffords,9754,,,
,State Senate,28,DEM,Gabrielle Giffords,9754,True,,
Pima,State Senate,28,LBT,Mick Chvala,123,,,
,State Senate,28,LBT,Mick Chvala,123,True,,
Pima,State Senate,28,REP,Charles H. (Chuck,8064,,,
,State Senate,28,REP,Charles H. (Chuck,8064,,,
Pima,State Senate,29,DEM,Victor Soltero,5590,,,
,State Senate,29,DEM,Victor Soltero,5590,True,,
Pima,State Senate,29,REP,Bruce P. Murchison,4067,,,
,State Senate,29,REP,Bruce P. Murchison,4067,True,,
Cochise,State Senate,30,REP,Tim Bee,3574,,,
Pima,State Senate,30,REP,Tim Bee,15073,,,
Santa Cruz,State Senate,30,REP,Tim Bee,464,,,
,State Senate,30,REP,Tim Bee,19111,True,,
Coconino,State Representative,1,DEM,Wesley L. Edmonds,1143,,,
Yavapai,State Representative,1,DEM,Wesley L. Edmonds,4286,,,
,State Representative,1,DEM,Wesley L. Edmonds,5429,True,,
Coconino,State Representative,1,DEM,James Kimes,1041,,,
Yavapai,State Representative,1,DEM,James Kimes,4312,,,
,State Representative,1,DEM,James Kimes,5353,True,,
Coconino,State Representative,1,LBT,Allan Briney,27,,,
Yavapai,State Representative,1,LBT,Allan Briney,140,,,
,State Representative,1,LBT,Allan Briney,167,True,,
Coconino,State Representative,1,REP,Lucy Mason,1021,,,
Yavapai,State Representative,1,REP,Lucy Mason,13565,,,
,State Representative,1,REP,Lucy Mason,14586,True,,
Coconino,State Representative,1,REP,Tom O'Halleran,1158,,,
Yavapai,State Representative,1,REP,Tom O'Halleran,12395,,,
,State Representative,1,REP,Tom O'Halleran,13553,True,,
Apache,State Representative,2,DEM,Beverly Becenti-Pigman,2875,,,
Coconino,State Representative,2,DEM,Beverly Becenti-Pigman,1673,,,
Mohave,State Representative,2,DEM,Beverly Becenti-Pigman,18,,,
Navajo,State Representative,2,DEM,Beverly Becenti-Pigman,1457,,,
Yavapai,State Representative,2,DEM,Beverly Becenti-Pigman,0,,,
,State Representative,2,DEM,Beverly Becenti-Pigman,6023,,,
Apache,State Representative,2,DEM,Ann Kirkpatrick,1825,,,
Coconino,State Representative,2,DEM,Ann Kirkpatrick,4428,,,
Mohave,State Representative,2,DEM,Ann Kirkpatrick,22,,,
Navajo,State Representative,2,DEM,Ann Kirkpatrick,890,,,
Yavapai,State Representative,2,DEM,Ann Kirkpatrick,0,,,
,State Representative,2,DEM,Ann Kirkpatrick,7165,True,,
Apache,State Representative,2,DEM,Albert Tom,4915,,,
Coconino,State Representative,2,DEM,Albert Tom,1927,,,
Mohave,State Representative,2,DEM,Albert Tom,15,,,
Navajo,State Representative,2,DEM,Albert Tom,1695,,,
Yavapai,State Representative,2,DEM,Albert Tom,0,,,
,State Representative,2,DEM,Albert Tom,8552,True,,
Coconino,State Representative,3,DEM,Peggy Toomey Hammann,266,,,
La Paz,State Representative,3,DEM,Peggy Toomey Hammann,164,,,
Mohave,State Representative,3,DEM,Peggy Toomey Hammann,3511,,,
,State Representative,3,DEM,Peggy Toomey Hammann,3941,True,,
Coconino,State Representative,3,DEM,Bruce Hinman,182,,,
La Paz,State Representative,3,DEM,Bruce Hinman,159,,,
Mohave,State Representative,3,DEM,Bruce Hinman,3308,,,
,State Representative,3,DEM,Bruce Hinman,3649,True,,
Coconino,State Representative,3,REP,Ray Cullison II,165,,,
La Paz,State Representative,3,REP,Ray Cullison II,233,,,
Mohave,State Representative,3,REP,Ray Cullison II,6606,,,
,State Representative,3,REP,Ray Cullison II,7004,,,
Coconino,State Representative,3,REP,Trish Groe,108,,,
La Paz,State Representative,3,REP,Trish Groe,250,,,
Mohave,State Representative,3,REP,Trish Groe,6695,,,
,State Representative,3,REP,Trish Groe,7053,True,,
Coconino,State Representative,3,REP,Nancy McLain,263,,,
La Paz,State Representative,3,REP,Nancy McLain,331,,,
Mohave,State Representative,3,REP,Nancy McLain,8005,,,
,State Representative,3,REP,Nancy McLain,8599,True,,
Maricopa,State Representative,4,REP,Tom Boone,14098,,,
Yavapai,State Representative,4,REP,Tom Boone,1569,,,
,State Representative,4,REP,Tom Boone,15667,True,,
Maricopa,State Representative,4,REP,Judy M. Burges,12303,,,
Yavapai,State Representative,4,REP,Judy M. Burges,1953,,,
,State Representative,4,REP,Judy M. Burges,14256,True,,
Maricopa,State Representative,4,REP,Carole Hubbs,9389,,,
Yavapai,State Representative,4,REP,Carole Hubbs,823,,,
,State Representative,4,REP,Carole Hubbs,10212,,,
Apache,State Representative,5,DEM,Jack A. Brown,1539,,,
Coconino,State Representative,5,DEM,Jack A. Brown,0,,,
Gila,State Representative,5,DEM,Jack A. Brown,4133,,,
Graham,State Representative,5,DEM,Jack A. Brown,2704,,,
Greenlee,State Representative,5,DEM,Jack A. Brown,1408,,,
Navajo,State Representative,5,DEM,Jack A. Brown,2618,,,
Pinal,State Representative,5,DEM,Jack A. Brown,0,,,
,State Representative,5,DEM,Jack A. Brown,12402,True,,
Apache,State Representative,5,REP,Sylvia Tenney Allen,618,,,
Coconino,State Representative,5,REP,Sylvia Tenney Allen,0,,,
Gila,State Representative,5,REP,Sylvia Tenney Allen,2248,,,
Graham,State Representative,5,REP,Sylvia Tenney Allen,1096,,,
Greenlee,State Representative,5,REP,Sylvia Tenney Allen,190,,,
Navajo,State Representative,5,REP,Sylvia Tenney Allen,3038,,,
Pinal,State Representative,5,REP,Sylvia Tenney Allen,0,,,
,State Representative,5,REP,Sylvia Tenney Allen,7190,True,,
Apache,State Representative,5,REP,Bill Konopnicki,694,,,
Coconino,State Representative,5,REP,Bill Konopnicki,0,,,
Gila,State Representative,5,REP,Bill Konopnicki,2788,,,
Graham,State Representative,5,REP,Bill Konopnicki,1937,,,
Greenlee,State Representative,5,REP,Bill Konopnicki,246,,,
Navajo,State Representative,5,REP,Bill Konopnicki,2980,,,
Pinal,State Representative,5,REP,Bill Konopnicki,0,,,
,State Representative,5,REP,Bill Konopnicki,8645,True,,
Maricopa,State Representative,6,DEM,Rano Singh,3417,,,
,State Representative,6,DEM,Rano Singh,3417,True,,
Maricopa,State Representative,6,LBT,Richard Sutton,4,,True,
,State Representative,6,LBT,Richard Sutton,4,,True,
Maricopa,State Representative,6,REP,Ted Carpenter,5476,,,
,State Representative,6,REP,Ted Carpenter,5476,True,,
Maricopa,State Representative,6,REP,Pamela Gorman,7119,,,
,State Representative,6,REP,Pamela Gorman,7119,True,,
