county,office,district,party,candidate,votes,winner,write-in,notes
Greenlee,U.S. Senate,,DEM,Stuart Starky,746,,,
La Paz,U.S. Senate,,DEM,Stuart Starky,965,,,
Maricopa,U.S. Senate,,DEM,Stuart Starky,216124,,,
Mohave,U.S. Senate,,DEM,Stuart Starky,10423,,,
Navajo,U.S. Senate,,DEM,Stuart Starky,7434,,,
Pima,U.S. Senate,,DEM,Stuart Starky,89483,,,
Pinal,U.S. Senate,,DEM,Stuart Starky,13595,,,
Santa Cruz,U.S. Senate,,DEM,Stuart Starky,3583,,,
Yavapai,U.S. Senate,,DEM,Stuart Starky,14852,,,
Yuma,U.S. Senate,,DEM,Stuart Starky,8348,,,
Apache,U.S. Senate,,LBT,Ernest Hancock,905,,,
Cochise,U.S. Senate,,LBT,Ernest Hancock,1394,,,
Coconino,U.S. Senate,,LBT,Ernest Hancock,1504,,,
Gila,U.S. Senate,,LBT,Ernest Hancock,632,,,
Graham,U.S. Senate,,LBT,Ernest Hancock,322,,,
Greenlee,U.S. Senate,,LBT,Ernest Hancock,68,,,
La Paz,U.S. Senate,,LBT,Ernest Hancock,156,,,
Maricopa,U.S. Senate,,LBT,Ernest Hancock,29769,,,
Mohave,U.S. Senate,,LBT,Ernest Hancock,1686,,,
Navajo,U.S. Senate,,LBT,Ernest Hancock,1222,,,
Pima,U.S. Senate,,LBT,Ernest Hancock,7980,,,
Pinal,U.S. Senate,,LBT,Ernest Hancock,1692,,,
Santa Cruz,U.S. Senate,,LBT,Ernest Hancock,252,,,
Yavapai,U.S. Senate,,LBT,Ernest Hancock,3160,,,
Yuma,U.S. Senate,,LBT,Ernest Hancock,1056,,,
Apache,U.S. Senate,,REP,John McCain,12923,,,
Cochise,U.S. Senate,,REP,John McCain,32879,,,
Coconino,U.S. Senate,,REP,John McCain,35849,,,
Gila,U.S. Senate,,REP,John McCain,15551,,,
Graham,U.S. Senate,,REP,John McCain,8171,,,
Greenlee,U.S. Senate,,REP,John McCain,2166,,,
La Paz,U.S. Senate,,REP,John McCain,3826,,,
Maricopa,U.S. Senate,,REP,John McCain,917527,,,
Mohave,U.S. Senate,,REP,John McCain,44402,,,
Navajo,U.S. Senate,,REP,John McCain,23091,,,
Pima,U.S. Senate,,REP,John McCain,258010,,,
Pinal,U.S. Senate,,REP,John McCain,48094,,,
Santa Cruz,U.S. Senate,,REP,John McCain,7502,,,
Yavapai,U.S. Senate,,REP,John McCain,67312,,,
Yuma,U.S. Senate,,REP,John McCain,28069,,,
Apache,U.S. House,1,DEM,Paul Babbitt,9670,,,
Coconino,U.S. House,1,DEM,Paul Babbitt,24457,,,
Gila,U.S. House,1,DEM,Paul Babbitt,6085,,,
Graham,U.S. House,1,DEM,Paul Babbitt,2499,,,
Greenlee,U.S. House,1,DEM,Paul Babbitt,944,,,
Navajo,U.S. House,1,DEM,Paul Babbitt,8494,,,
Pinal,U.S. House,1,DEM,Paul Babbitt,11147,,,
Yavapai,U.S. House,1,DEM,Paul Babbitt,28480,,,
Apache,U.S. House,1,LBT,John Crockett,838,,,
Coconino,U.S. House,1,LBT,John Crockett,2248,,,
Gila,U.S. House,1,LBT,John Crockett,1241,,,
Graham,U.S. House,1,LBT,John Crockett,519,,,
Greenlee,U.S. House,1,LBT,John Crockett,176,,,
Navajo,U.S. House,1,LBT,John Crockett,1611,,,
Pinal,U.S. House,1,LBT,John Crockett,1840,,,
Yavapai,U.S. House,1,LBT,John Crockett,4787,,,
Apache,U.S. House,1,REP,Rick Renzi,13184,,,
Coconino,U.S. House,1,REP,Rick Renzi,24345,,,
Gila,U.S. House,1,REP,Rick Renzi,13085,,,
Graham,U.S. House,1,REP,Rick Renzi,7501,,,
Greenlee,U.S. House,1,REP,Rick Renzi,1876,,,
Navajo,U.S. House,1,REP,Rick Renzi,20802,,,
Pinal,U.S. House,1,REP,Rick Renzi,15513,,,
Yavapai,U.S. House,1,REP,Rick Renzi,52009,,,
Coconino,U.S. House,2,DEM,Randy Camacho,198,,,
La Paz,U.S. House,2,DEM,Randy Camacho,4,,,
Maricopa,U.S. House,2,DEM,Randy Camacho,87188,,,
Mohave,U.S. House,2,DEM,Randy Camacho,19361,,,
Navajo,U.S. House,2,DEM,Randy Camacho,655,,,
Yavapai,U.S. House,2,DEM,Randy Camacho,0,,,
Coconino,U.S. House,2,LBT,Powell Gammill,13,,,
La Paz,U.S. House,2,LBT,Powell Gammill,1,,,
Maricopa,U.S. House,2,LBT,Powell Gammill,4864,,,
Mohave,U.S. House,2,LBT,Powell Gammill,1700,,,
Navajo,U.S. House,2,LBT,Powell Gammill,47,,,
Yavapai,U.S. House,2,LBT,Powell Gammill,0,,,
Coconino,U.S. House,2,REP,Trent Franks,47,,,
La Paz,U.S. House,2,REP,Trent Franks,4,,,
Maricopa,U.S. House,2,REP,Trent Franks,131578,,,
Mohave,U.S. House,2,REP,Trent Franks,33457,,,
Navajo,U.S. House,2,REP,Trent Franks,174,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
Coconino,U.S. House,2,Write-In,William Crum,0,,True,
La Paz,U.S. House,2,Write-In,William Crum,0,,True,
Maricopa,U.S. House,2,Write-In,William Crum,9,,True,
Mohave,U.S. House,2,Write-In,William Crum,3,,True,
Navajo,U.S. House,2,Write-In,William Crum,0,,True,
Yavapai,U.S. House,2,Write-In,William Crum,0,,True,
Maricopa,U.S. House,3,LBT,Mark Yannone,44962,,,
Maricopa,U.S. House,3,REP,John Shadegg,181012,,,
Maricopa,U.S. House,4,DEM,Ed Pastor,77150,,,
Maricopa,U.S. House,4,LBT,Gary Fallon,4639,,,
Maricopa,U.S. House,4,REP,Don Karg,28238,,,
Maricopa,U.S. House,5,DEM,Elizabeth Rogers,102363,,,
Maricopa,U.S. House,5,LBT,Michael Kielsky,6189,,,
Maricopa,U.S. House,5,REP,J. D. Hayworth,159455,,,
Maricopa,U.S. House,6,LBT,Craig Stritar,47821,,,
Pinal,U.S. House,6,LBT,Craig Stritar,4874,,,
Maricopa,U.S. House,6,REP,Jeff Flake,186069,,,
Pinal,U.S. House,6,REP,Jeff Flake,16813,,,
La Paz,U.S. House,7,DEM,Raúl Grijalva,1827,,,
Maricopa,U.S. House,7,DEM,Raúl Grijalva,12024,,,
Pima,U.S. House,7,DEM,Raúl Grijalva,68694,,,
Pinal,U.S. House,7,DEM,Raúl Grijalva,2314,,,
Santa Cruz,U.S. House,7,DEM,Raúl Grijalva,6738,,,
Yuma,U.S. House,7,DEM,Raúl Grijalva,17271,,,
La Paz,U.S. House,7,LBT,Dave Kaplan,287,,,
Maricopa,U.S. House,7,LBT,Dave Kaplan,1030,,,
Pima,U.S. House,7,LBT,Dave Kaplan,4219,,,
Pinal,U.S. House,7,LBT,Dave Kaplan,270,,,
Santa Cruz,U.S. House,7,LBT,Dave Kaplan,206,,,
Yuma,U.S. House,7,LBT,Dave Kaplan,1491,,,
La Paz,U.S. House,7,REP,Joseph Sweeney,2543,,,
Maricopa,U.S. House,7,REP,Joseph Sweeney,11574,,,
Pima,U.S. House,7,REP,Joseph Sweeney,23837,,,
Pinal,U.S. House,7,REP,Joseph Sweeney,2073,,,
Santa Cruz,U.S. House,7,REP,Joseph Sweeney,1790,,,
Yuma,U.S. House,7,REP,Joseph Sweeney,17249,,,
Cochise,U.S. House,8,DEM,Eva Bacal,15679,,,
Pima,U.S. House,8,DEM,Eva Bacal,91888,,,
Pinal,U.S. House,8,DEM,Eva Bacal,1490,,,
Santa Cruz,U.S. House,8,DEM,Eva Bacal,906,,,
Cochise,U.S. House,8,LBT,Robert Anderson,2140,,,
Pima,U.S. House,8,LBT,Robert Anderson,8079,,,
Pinal,U.S. House,8,LBT,Robert Anderson,103,,,
Santa Cruz,U.S. House,8,LBT,Robert Anderson,121,,,
Cochise,U.S. House,8,REP,Jim Kolbe,25189,,,
Pima,U.S. House,8,REP,Jim Kolbe,153168,,,
Pinal,U.S. House,8,REP,Jim Kolbe,3509,,,
Santa Cruz,U.S. House,8,REP,Jim Kolbe,1497,,,
Coconino,State Senate,1,DEM,Susan E. Friedman,6787,,,
Yavapai,State Senate,1,DEM,Susan E. Friedman,27539,,,
Coconino,State Senate,1,REP,Ken Bennett,6799,,,
Yavapai,State Senate,1,REP,Ken Bennett,43928,,,
Apache,State Senate,2,DEM,Albert Hale,15716,,,
Coconino,State Senate,2,DEM,Albert Hale,23577,,,
Mohave,State Senate,2,DEM,Albert Hale,194,,,
Navajo,State Senate,2,DEM,Albert Hale,8104,,,
Yavapai,State Senate,2,DEM,Albert Hale,0,,,
Coconino,State Senate,3,REP,Ron Gould,2221,,,
La Paz,State Senate,3,REP,Ron Gould,1749,,,
Mohave,State Senate,3,REP,Ron Gould,39676,,,
Maricopa,State Senate,4,REP,Jack W. Harper,64016,,,
Yavapai,State Senate,4,REP,Jack W. Harper,7854,,,
Apache,State Senate,5,DEM,Cameron Udall,2545,,,
Coconino,State Senate,5,DEM,Cameron Udall,0,,,
Gila,State Senate,5,DEM,Cameron Udall,9153,,,
Graham,State Senate,5,DEM,Cameron Udall,4172,,,
Greenlee,State Senate,5,DEM,Cameron Udall,1624,,,
Navajo,State Senate,5,DEM,Cameron Udall,10022,,,
Pinal,State Senate,5,DEM,Cameron Udall,0,,,
Apache,State Senate,5,REP,Jake Flake,3539,,,
Coconino,State Senate,5,REP,Jake Flake,0,,,
Gila,State Senate,5,REP,Jake Flake,10421,,,
Graham,State Senate,5,REP,Jake Flake,6141,,,
Greenlee,State Senate,5,REP,Jake Flake,1304,,,
Navajo,State Senate,5,REP,Jake Flake,12362,,,
Pinal,State Senate,5,REP,Jake Flake,0,,,
Maricopa,State Senate,6,DEM,Marla Wing,21598,,,
Maricopa,State Senate,6,REP,Dean Martin,42025,,,
Maricopa,State Senate,7,DEM,John B. Vannucci,22814,,,
Maricopa,State Senate,7,REP,Jim Waring,46335,,,
Maricopa,State Senate,8,DEM,Stuart M. Turnansky,26398,,,
Maricopa,State Senate,8,LBT,Orville Weyrich,2845,,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,55578,,,
Maricopa,State Senate,9,DEM,Steve Poe,27601,,,
Maricopa,State Senate,9,REP,Robert Bob Burns,40817,,,
Maricopa,State Senate,10,DEM,Lydia Guzman,22090,,,
Maricopa,State Senate,10,REP,Linda Gray,27077,,,
Maricopa,State Senate,11,DEM,Seth Apfel,28364,,,
Maricopa,State Senate,11,LBT,Sean Nottingham,4042,,,
Maricopa,State Senate,11,REP,Barbara Leff,44731,,,
Maricopa,State Senate,12,DEM,Kathi Foster,31700,,,
Maricopa,State Senate,12,REP,Robert Blendu,37397,,,
Maricopa,State Senate,13,DEM,Richard Miranda,20417,,,
Maricopa,State Senate,14,DEM,Bill Brotherton,15437,,,
Maricopa,State Senate,15,DEM,Ken Cheuvront,24436,,,
Maricopa,State Senate,15,REP,Andrew Smigielski,13114,,,
Maricopa,State Senate,15,Write-In,Bradley Cashman,4,,True,
Maricopa,State Senate,16,DEM,Linda Aguirre,26078,,,
Maricopa,State Senate,17,DEM,Harry Mitchell,35541,,,
Maricopa,State Senate,17,REP,Jesse J. Hernandez,22588,,,
Maricopa,State Senate,18,REP,Karen Johnson,32732,,,
Maricopa,State Senate,19,REP,Marilyn Jarrett,55630,,,
Maricopa,State Senate,20,LBT,Warren Severin,15917,,,
Maricopa,State Senate,20,REP,John Huppenthal,49770,,,
Maricopa,State Senate,21,REP,Jay Tibshraeny,62607,,,
Maricopa,State Senate,22,REP,Thayer Verschoor,60968,,,
Pinal,State Senate,22,REP,Thayer Verschoor,6709,,,
Gila,State Senate,23,DEM,Rebecca Rios,389,,,
Maricopa,State Senate,23,DEM,Rebecca Rios,3093,,,
Pinal,State Senate,23,DEM,Rebecca Rios,31110,,,
La Paz,State Senate,24,DEM,Robert Cannell,1667,,,
Yuma,State Senate,24,DEM,Robert Cannell,27118,,,
La Paz,State Senate,24,LBT,Rodney Martin,514,,,
Yuma,State Senate,24,LBT,Rodney Martin,5441,,,
Cochise,State Senate,25,DEM,Marsha Arzberger,14918,,,
Maricopa,State Senate,25,DEM,Marsha Arzberger,759,,,
Pima,State Senate,25,DEM,Marsha Arzberger,9258,,,
Pinal,State Senate,25,DEM,Marsha Arzberger,726,,,
Santa Cruz,State Senate,25,DEM,Marsha Arzberger,5853,,,
Cochise,State Senate,25,REP,L. E. (Les,13012,,,
Maricopa,State Senate,25,REP,L. E. (Les,918,,,
Pima,State Senate,25,REP,L. E. (Les,7526,,,
Pinal,State Senate,25,REP,L. E. (Les,820,,,
Santa Cruz,State Senate,25,REP,L. E. (Les,2404,,,
Pima,State Senate,26,REP,Toni Hellon,60591,,,
Pinal,State Senate,26,REP,Toni Hellon,3712,,,
Pima,State Senate,27,DEM,Jorge Luis Garcia,43532,,,
Pima,State Senate,28,DEM,Gabrielle Giffords,43911,,,
Pima,State Senate,28,LBT,Mick Chvala,2289,,,
Pima,State Senate,28,REP,Charles H. (Chuck,22254,,,
Pima,State Senate,29,DEM,Victor Soltero,26414,,,
Pima,State Senate,29,REP,Bruce P. Murchison,15833,,,
Cochise,State Senate,30,REP,Tim Bee,11995,,,
Pima,State Senate,30,REP,Tim Bee,57352,,,
Santa Cruz,State Senate,30,REP,Tim Bee,1671,,,
Coconino,State House,1,DEM,Wesley L. Edmonds,4640,,,
Yavapai,State House,1,DEM,Wesley L. Edmonds,19064,,,
Coconino,State House,1,DEM,James Kimes,4747,,,
Yavapai,State House,1,DEM,James Kimes,19599,,,
Coconino,State House,1,LBT,Allan Briney,1109,,,
Yavapai,State House,1,LBT,Allan Briney,3584,,,
Coconino,State House,1,REP,Lucy Mason,6011,,,
Yavapai,State House,1,REP,Lucy Mason,42574,,,
Coconino,State House,1,REP,Tom O'Halleran,6783,,,
Yavapai,State House,1,REP,Tom O'Halleran,40994,,,
Apache,State House,2,DEM,Ann Kirkpatrick,5401,,,
Coconino,State House,2,DEM,Ann Kirkpatrick,20361,,,
Mohave,State House,2,DEM,Ann Kirkpatrick,141,,,
Navajo,State House,2,DEM,Ann Kirkpatrick,3044,,,
Yavapai,State House,2,DEM,Ann Kirkpatrick,0,,,
Apache,State House,2,DEM,Albert Tom,9133,,,
Coconino,State House,2,DEM,Albert Tom,11458,,,
Mohave,State House,2,DEM,Albert Tom,119,,,
Navajo,State House,2,DEM,Albert Tom,3954,,,
Yavapai,State House,2,DEM,Albert Tom,0,,,
Apache,State House,2,IND,Sylvia Laughter,8665,,,
Coconino,State House,2,IND,Sylvia Laughter,7761,,,
Mohave,State House,2,IND,Sylvia Laughter,37,,,
Navajo,State House,2,IND,Sylvia Laughter,4687,,,
Yavapai,State House,2,IND,Sylvia Laughter,0,,,
Coconino,State House,3,DEM,Peggy Toomey Hammann,1420,,,
La Paz,State House,3,DEM,Peggy Toomey Hammann,651,,,
Mohave,State House,3,DEM,Peggy Toomey Hammann,15316,,,
Coconino,State House,3,DEM,Bruce Hinman,791,,,
La Paz,State House,3,DEM,Bruce Hinman,653,,,
Mohave,State House,3,DEM,Bruce Hinman,16694,,,
Coconino,State House,3,REP,Trish Groe,933,,,
La Paz,State House,3,REP,Trish Groe,1143,,,
Mohave,State House,3,REP,Trish Groe,26320,,,
Coconino,State House,3,REP,Nancy McLain,1311,,,
La Paz,State House,3,REP,Nancy McLain,1161,,,
Mohave,State House,3,REP,Nancy McLain,27521,,,
Maricopa,State House,4,REP,Tom Boone,53453,,,
Yavapai,State House,4,REP,Tom Boone,6043,,,
Maricopa,State House,4,REP,Judy M. Burges,52779,,,
Yavapai,State House,4,REP,Judy M. Burges,6810,,,
Apache,State House,5,DEM,Jack A. Brown,2742,,,
Coconino,State House,5,DEM,Jack A. Brown,0,,,
Gila,State House,5,DEM,Jack A. Brown,9059,,,
Graham,State House,5,DEM,Jack A. Brown,4381,,,
Greenlee,State House,5,DEM,Jack A. Brown,1557,,,
Navajo,State House,5,DEM,Jack A. Brown,9489,,,
Pinal,State House,5,DEM,Jack A. Brown,0,,,
Apache,State House,5,REP,Sylvia Tenney Allen,2677,,,
Coconino,State House,5,REP,Sylvia Tenney Allen,0,,,
Gila,State House,5,REP,Sylvia Tenney Allen,8370,,,
Graham,State House,5,REP,Sylvia Tenney Allen,4218,,,
Greenlee,State House,5,REP,Sylvia Tenney Allen,1035,,,
Navajo,State House,5,REP,Sylvia Tenney Allen,10580,,,
Pinal,State House,5,REP,Sylvia Tenney Allen,0,,,
Apache,State House,5,REP,Bill Konopnicki,3425,,,
Coconino,State House,5,REP,Bill Konopnicki,0,,,
Gila,State House,5,REP,Bill Konopnicki,10280,,,
Graham,State House,5,REP,Bill Konopnicki,6750,,,
Greenlee,State House,5,REP,Bill Konopnicki,1348,,,
Navajo,State House,5,REP,Bill Konopnicki,11523,,,
Pinal,State House,5,REP,Bill Konopnicki,0,,,
Maricopa,State House,6,DEM,Rano Singh,24178,,,
Maricopa,State House,6,REP,Ted Carpenter,33758,,,
Maricopa,State House,6,REP,Pamela Gorman,35457,,,
Maricopa,State House,7,DEM,Virgel Cain,22694,,,
Maricopa,State House,7,DEM,Mark Monday,21087,,,
Maricopa,State House,7,REP,Ray Barnes,40381,,,
Maricopa,State House,7,REP,David Burnell Smith,37752,,,
Maricopa,State House,8,DEM,Nancy Buel,26737,,,
Maricopa,State House,8,DEM,Nancy Stein,28480,,,
Maricopa,State House,8,REP,Michele Reagan,50806,,,
Maricopa,State House,8,REP,Colette Rosati,41496,,,
Maricopa,State House,9,REP,Rick Murphy,43111,,,
Maricopa,State House,9,REP,Bob Stump,43216,,,
Maricopa,State House,10,DEM,Aaron Jahneke,17042,,,
Maricopa,State House,10,DEM,Jackie Thrasher,21284,,,
Maricopa,State House,10,REP,Doug Quelland,22959,,,
Maricopa,State House,10,REP,Jim Weiers,24185,,,
Maricopa,State House,11,LBT,James Iannuzo,12693,,,
Maricopa,State House,11,LBT,Garry Myers,14507,,,
Maricopa,State House,11,REP,John Allen,44054,,,
Maricopa,State House,11,REP,Stephen Tully,45503,,,
Maricopa,State House,12,DEM,Leonard A. Clark,22452,,,
Maricopa,State House,12,DEM,Ken Thomas,25575,,,
Maricopa,State House,12,REP,John Nelson,35108,,,
Maricopa,State House,12,REP,Jerry Weiers,34544,,,
Maricopa,State House,13,DEM,Steve Gallardo,12430,,,
Maricopa,State House,13,DEM,Martha Garcia,14202,,,
Maricopa,State House,13,REP,Bill Johnson,9627,,,
Maricopa,State House,14,DEM,Debbie McCune-Davis,12261,,,
Maricopa,State House,14,DEM,Robert Meza,11678,,,
Maricopa,State House,15,DEM,David Lujan,19999,,,
Maricopa,State House,15,DEM,Kyrsten Sinema,19402,,,
Maricopa,State House,15,REP,Oksana Komarnyckyj,12299,,,
Maricopa,State House,15,REP,Tara Roesler,12565,,,
Maricopa,State House,16,DEM,Leah Landrum,19077,,,
Maricopa,State House,16,DEM,Ben R. Miranda,18619,,,
Maricopa,State House,17,DEM,Edward Z. Ableser,24194,,,
Maricopa,State House,17,DEM,Meg Burton-Cahill,27915,,,
Maricopa,State House,17,LBT,Mike Read,3194,,,
Maricopa,State House,17,REP,Laura Knaperek,25618,,,
Maricopa,State House,17,REP,Mark Thompson,23074,,,
Maricopa,State House,18,DEM,Kevin Jackson,15811,,,
Maricopa,State House,18,REP,Mark Anderson,24271,,,
Maricopa,State House,18,REP,Russell Pearce,23286,,,
Maricopa,State House,19,REP,Chuck Gray,45407,,,
Maricopa,State House,19,REP,Gary Pierce,42644,,,
Maricopa,State House,20,DEM,Jim Torgeson,29836,,,
Maricopa,State House,20,LBT,Joel Beckwith,7570,,,
Maricopa,State House,20,REP,John McComish,38059,,,
Maricopa,State House,20,REP,Bob Robson,37334,,,
Maricopa,State House,21,REP,Warde V. Nichols,44883,,,
Maricopa,State House,21,REP,Steve Yarbrough,50125,,,
Maricopa,State House,22,LBT,Wade Reynolds,14439,,,
Pinal,State House,22,LBT,Wade Reynolds,1865,,,
Maricopa,State House,22,REP,Andy Biggs,47008,,,
Pinal,State House,22,REP,Andy Biggs,4924,,,
Maricopa,State House,22,REP,Eddie Farnsworth,50097,,,
Pinal,State House,22,REP,Eddie Farnsworth,5577,,,
Gila,State House,23,DEM,Cheryl Chase,310,,,
Maricopa,State House,23,DEM,Cheryl Chase,1896,,,
Pinal,State House,23,DEM,Cheryl Chase,21801,,,
Gila,State House,23,DEM,Pete Rios,358,,,
Maricopa,State House,23,DEM,Pete Rios,2275,,,
Pinal,State House,23,DEM,Pete Rios,20208,,,
Gila,State House,23,LBT,Steve Flynn,17,,,
Maricopa,State House,23,LBT,Steve Flynn,263,,,
Pinal,State House,23,LBT,Steve Flynn,3982,,,
Gila,State House,23,REP,Frank Pratt,36,,,
Maricopa,State House,23,REP,Frank Pratt,1275,,,
Pinal,State House,23,REP,Frank Pratt,20439,,,
La Paz,State House,24,DEM,Amanda Aguirre,1279,,,
Yuma,State House,24,DEM,Amanda Aguirre,17027,,,
La Paz,State House,24,DEM,Wm. Michael Smith,993,,,
Yuma,State House,24,DEM,Wm. Michael Smith,15980,,,
La Paz,State House,24,LBT,Edmund L. Sheldon III,277,,,
Yuma,State House,24,LBT,Edmund L. Sheldon III,2741,,,
La Paz,State House,24,REP,Russ Jones,1102,,,
Yuma,State House,24,REP,Russ Jones,19051,,,
Cochise,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",12075,,,
Maricopa,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",525,,,
Pima,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",6888,,,
Pinal,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",542,,,
Santa Cruz,State House,25,DEM,"Manuel V. ""Manny"" Alvarez",5569,,,
Cochise,State House,25,DEM,Monica Perez,10145,,,
Maricopa,State House,25,DEM,Monica Perez,551,,,
Pima,State House,25,DEM,Monica Perez,7151,,,
Pinal,State House,25,DEM,Monica Perez,565,,,
Santa Cruz,State House,25,DEM,Monica Perez,4149,,,
Cochise,State House,25,REP,Jennifer J. Burns,12712,,,
Maricopa,State House,25,REP,Jennifer J. Burns,901,,,
Pima,State House,25,REP,Jennifer J. Burns,8632,,,
Pinal,State House,25,REP,Jennifer J. Burns,783,,,
Santa Cruz,State House,25,REP,Jennifer J. Burns,2093,,,
Cochise,State House,25,REP,David Stevens,11528,,,
Maricopa,State House,25,REP,David Stevens,846,,,
Pima,State House,25,REP,David Stevens,6750,,,
Pinal,State House,25,REP,David Stevens,735,,,
Santa Cruz,State House,25,REP,David Stevens,1578,,,
Pima,State House,26,DEM,Martin Drozdoff,26869,,,
Pinal,State House,26,DEM,Martin Drozdoff,1462,,,
Pima,State House,26,DEM,Amanda Simpson,29531,,,
Pinal,State House,26,DEM,Amanda Simpson,1580,,,
Pima,State House,26,REP,Pete Hershberger,45929,,,
Pinal,State House,26,REP,Pete Hershberger,3143,,,
Pima,State House,26,REP,Steve Huffman,40394,,,
Pinal,State House,26,REP,Steve Huffman,2762,,,
Pima,State House,27,DEM,Olivia Cajero Bedford,35507,,,
Pima,State House,27,DEM,Phil Lopes,29902,,,
Pima,State House,28,DEM,Dave Bradley,37003,,,
Pima,State House,28,DEM,Ted Downing,38336,,,
Pima,State House,28,LBT,Daniel Hickman,3929,,,
Pima,State House,28,REP,"Richard ""Dick"" Dale",20545,,,
Pima,State House,28,REP,Bill Phillips,21345,,,
Pima,State House,29,DEM,Linda Lopez,30317,,,
Pima,State House,29,DEM,Tom Prezelski,20152,,,
Cochise,State House,30,DEM,Esther Sharif,5296,,,
Pima,State House,30,DEM,Esther Sharif,30134,,,
